5aca16f8eab08d133cc3888f6cb6cc01ecd5f665187f9ea5120d90dccd484173,6aac0998feaaa18e3f857b639c7765213311c307163c670afbedf36a0a546d8b,ad1668f42f900564553d443d9e9da5621985cb785eaef439a0a3ecbb69592ef6,bba1a61f57b0c8640ce9448aa9b606ab47f978d9f9e6015005d082e02d4f3e05,85be95d7295e51f13f8c552882dab56cbf52cd934bd7dc371b7c4c588b8373cb,f07d9bc94793bb4e864e6ec931a2e42db81098a0ddfa39aa8903b170962b4072,34e9cce5d446ce1aa3c9b81af0afc5c026ff5e6ca8835a841b039fb5cd4ea407,851465f7d1cd88bb5009dda77c590e605d92050ce0feb20b98ccfe20de1352b8,3675317716d06490db685b8ff26ce0e086ae8e67ca5d47175651d742122dde67,eefb0c11ad835cbd021e1a3d9012df294cce22447f44f99cf7bb47a0238d7875,0601dbb3eac0f2a4b2087af2ac58f85f2aed71e64ef7ce5c58977c097d979801,1a7a6f6b63b44016f61bd870cd8574adee770e3929ce8669ca4e0ec6aacb4034,54af7f5ec98ade64003139f517cf2e1dfc490fe5ebe4652a065799e6aba64399,c75a5812231b96757a03258e7bf0efe4fd5633ca68ba0830016d72d0aa096d8a,1a26b03066d6d5fe768e2410baa01b6f6c20fbdf15dd6258ca2f1d32ebce980e,85cd6eaecd983564f8eff3b6ea74c3fdd7dd610c6d96a00a60abf6e5d0090da0,a469eb367862e9e9d59bffe21cd26ee7c0d0d8877bf3a8fcacc701ee1feba06f,b66211833c8ebbc303edd2883a193274af23b5b3a8982b0aa13c27c0e050a19a,c5cd4046a75b303df8b7e49cf7f6a07184e13a0365cb9db7375d072a8d2c9763,3f396b97995d2e63f8b9446c7c8dc2f166290b541e79c84a3bc0ff0e5af00d80,94748fa4031d71c8fa2d3ba7596dc082c95439de1c565f0f576a4ba33ef6b0d9,d3e8a24c60772d320c9d49992cc1947b83845eea70cc7e8f556f51a9a6c200bc,bbaecd791d253e4b477430f87b342664804ee1719c1366fda55fbeaea0b5d5f7,3092028d05ef3333beec1b1ec4204633f96417ae949d5b46f086a93dad3da726
"10","2030/12/31 15:00:00","450","0","104201","【魔法】位於後衛，能支持前衛戰鬥的唱喚士。\n能以必殺技，唱喚能幫助夥伴恢復，\n以及攻擊敵人的精靈到最前線。","790","2","0","0","0","104201","0","2.27","千歌","7","0","104201","千歌","0","104201","2015/04/01 15:00:00","7","2"
"4","2030/12/31 15:00:00","450","0","104301","【物理】位於前衛，能削弱對手的防禦力，是一名正義的獸人。\n能夠降低敵方的防禦力，並且確確實實地給予傷害，\n以便盡早突破敵方防守。","165","3","0","0","0","104301","0","2.125","真琴","5","0","104301","真琴","0","104301","2015/04/01 15:00:00","5","1"
"12","2030/12/31 15:00:00","450","0","104401","【魔法】位於中衛，削弱生命來攻擊的「統御黑夜之人」。\n以自己 HP 交換而發出的技能擁有高度殲滅能力，範圍攻擊的威力無人能及。","425","3","0","0","0","104401","0","1.425","伊莉亞","3","0","104401","伊莉亞","0","104401","2018/10/22 16:00:00","3","2"
"12","2030/12/31 15:00:00","450","0","104501","【物理】在前方擔任誘餌，吸收攻擊後瘋狂爆發的超Ｍ少女。\n透過必殺技對自己張開魔法屏障，\n吸收敵人的魔法攻擊來恢復ＨＰ。","130","2","0","0","0","104501","0","2.375","空花","2","0","104501","空花","0","104501","2015/04/01 15:00:00","2","1"
"8","2030/12/31 15:00:00","450","0","104601","【物理】位於前衛，擅長魔法隊伍的隨心所欲的貓娘。\n專門攻擊「魔法攻擊力最高」的敵人，\n以降低傷害及魔法攻擊力，並吸收 TP。","215","2","0","0","0","104601","0","2.25","珠希","2","0","104601","珠希","0","104601","2015/04/01 15:00:00","2","1"
"2","2030/12/31 15:00:00","450","0","104701","【物理】在最前方施展完全防禦技能的騎士團長。\n必殺技則可展開任何傷害都能吸收的屏障。\n尤其以長期戰中的壓倒性防禦能力自豪。","135","3","0","0","0","104701","0","2.125","純","5","0","104701","純","0","104701","2015/04/01 15:00:00","5","1"
"8","2030/12/31 15:00:00","450","0","104801","【物理】位於中衛，擁有暈眩與恢復的技能的傭兵戰士。\n擁有高度防禦能力及自我恢復能力，\n能使中衛的防守更為堅固，支撐整個隊伍。","420","2","0","0","0","104801","0","2.19","美冬","6","0","104801","美冬","0","104801","2015/04/01 15:00:00","6","1"
"6","2030/12/31 15:00:00","450","0","104901","【物理】位於前衛，可守護己方免於物理攻擊，\n是一位姊姊。\n一般技能可以展開物理無效的屏障，不僅能夠保護同伴全員\n還能再於自身添加物理吸收屏障，進而挺身討伐敵方前衛。","285","3","0","0","0","104901","0","2.375","靜流","5","0","104901","靜流","0","104901","2015/04/01 15:00:00","5","1"
"15","2030/12/31 15:00:00","450","0","105001","【魔法】位於後衛，能施放範圍攻擊的淑女小魔女。\n擁有能多次範圍攻擊的技能，\n以及能攻擊敵方全體的必殺技，擅長範圍殲滅。","760","1","0","0","0","105001","0","2.07","美咲","7","0","105001","美咲","0","105001","2015/04/01 15:00:00","7","2"
"11","2030/12/31 15:00:00","450","0","105101","【物理】位於中衛，能弱化敵方領域，是一位獨眼惡魔。\n領域的持續時間雖然不長，\n但卻能大幅度減少範圍內的敵方之物理防禦力。","565","2","0","0","0","105101","0","2.25","深月","5","0","105101","深月","0","105101","2015/04/01 15:00:00","5","1"
"5","2030/12/31 15:00:00","450","0","105201","【物理】在最前方守護夥伴的戀愛少女。\n戰鬥開始後不久就會朝最前線突進，\n挺身擋在敵人眼前。","105","1","0","0","0","105201","0","2.215","莉瑪","4","0","105201","莉瑪","0","105201","2015/04/01 15:00:00","4","1"
"12","2030/12/31 15:00:00","450","0","105301","【物理】位於中衛，能鼓舞己方進攻，是一位女軍人。\n不僅能大幅度增加全體的物理、魔法攻擊力，\n就連攻擊速度都能提升，使戰鬥得以盡早結束。","410","3","0","0","0","105301","0","2.24","莫妮卡","4","0","105301","莫妮卡","0","105301","2015/04/01 15:00:00","4","1"
"10","2030/12/31 15:00:00","450","0","105401","【物理】位於前衛，特化妨礙敵人技能的裁縫師女孩。\n除了可強制移動敵人使敵方陣形瓦解，\n還可降低對手的移動速度、行動速度，使其反擊變得遲緩。","195","2","0","0","0","105401","0","2.42","紡希","1","0","105401","紡希","0","105401","2018/11/08 16:00:00","1","1"
"12","2030/12/31 15:00:00","450","0","105501","【物理】位於中衛，竄來竄去地對敵人來干擾的純情少女。\n除了能造成敵人暈眩的技能以外，必殺技更是能夠使對方\n造成黑暗與混亂狀態，進而來造成敵人的麻煩。","510","1","0","0","0","105501","0","2.34","步未","48","0","105501","步未","0","105501","2019/07/26 16:00:00","48","1"
"2","2030/12/31 15:00:00","450","0","105601","【物理】在前方為夥伴揮劍的豪氣大姊。\n擁有能夠反擊對手的挑釁招數，\n降低敵人防禦力的必殺技，在攻防兩面都能發揮實力。","158","3","0","0","0","105601","0","1.965","流夏","4","0","105601","流夏","0","105601","2019/03/13 16:00:00","4","1"
"4","2030/12/31 15:00:00","450","0","105701","【物理】位於前衛，可先發制人施展大招的騎空士。\n藉由技能可回復ＴＰ，加快必殺技的發動。\n從戰鬥初期就能對敵方前衛造成大傷害。","245","3","0","0","0","170101","0","1.965","吉塔","4","0","105701","吉塔","0","105701","2015/04/01 15:00:00","4","1"
"1","2030/12/31 15:00:00","450","0","105801","【物理】位於前衛，全力保護同伴，是一位貪吃的劍士。\n能夠增加 HP，也能恢復自己的 HP，\n擔任己方的保護牆的角色。","155","1","0","0","0","105801","0","2.25","貪吃佩可","5","0","105801","貪吃佩可","0","105801","2015/04/01 15:00:00","5","1"
"1","2030/12/31 15:00:00","450","0","105901","【物理】位於中衛，無論是輔助還是攻擊皆能支援，是一位負責指引迷津的巫女。\n必殺技能增加己方全體的攻擊力，\n且有使自己恢復的功能，因此能持續支援。","500","1","0","0","0","105901","0","2.34","可可蘿","6","0","105901","可可蘿","0","105901","2015/04/01 15:00:00","6","1"
"1","2030/12/31 15:00:00","450","0","106001","【魔法】位於後衛，能施以強力的全體攻擊，是一隻頑強的貓娘。\n技能可以使敵人的物理、魔法防禦力雙雙減弱，\n對於綜合編成隊伍的戰鬥中有著奇效。","750","1","0","0","0","106001","0","2.07","凱留","7","0","106001","凱留","0","106001","2015/04/01 15:00:00","7","2"
"7","2025/07/04 15:59:59","450","0","106101","【物理】位於前衛，揮舞著傳說之劍「天樓霸斷劍」的少女。\n使著那輕攻擊的通常戰鬥風格於轉眼之間，在必殺技發動\n後所執起的那把「天樓霸斷劍」，能將敵人一掃而空。","162","3","0","1","0","106101","0","1.8","矛依未","2","0","106101","矛依未","0","106101","2025/07/01 16:00:00","2","1"
"1","2030/12/31 15:00:00","450","0","106301","【物理】位於後衛，擅長長期戰的森林守護者見習生。\n能藉由恢復 TP 迅速發動必殺技。\n並且由於使用後技能效果會上升，具有高度的殲滅能力。","625","3","0","0","0","106301","0","1.97","亞里莎","8","0","106301","亞里莎","0","106301","2015/04/01 15:00:00","8","1"
"1","2030/12/31 15:00:00","450","0","106401","【物理】位於中衛，操縱冰雪冰凍消滅敵人的冰龍少女。\n消耗發動必殺技所獲得的【冰龍之印】，\n增幅技能的效果，以清廉的劍技斬殺敵人。","368","3","0","0","0","106401","0","1.84","雪菲","4","0","106401","雪菲","0","106401","2021/06/19 16:00:00","4","1"
"17","2030/12/31 15:00:00","450","0","106501","【物理】位於前衛，用拳頭痛毆敵人的龍人族打手。\n先以技能提升自己的物理攻擊力，再全神貫注所釋放\n而出的第一發必殺技，擁有著引以為傲的超大破壞力。","168","3","0","0","0","106501","0","2.17","嘉夜","1","0","106501","嘉夜","0","106501","2020/03/19 16:00:00","1","1"
"17","2030/12/31 15:00:00","450","0","106601","【物理】位於前衛，擅長範圍攻擊與嘴上功夫的龍人少女。\n必殺技能夠將範圍內的敵人一同擊飛，\n打亂敵人陣型後將敵人一口氣燒之殆盡。","197","3","0","0","0","106601","0","1.55","祈梨","3","0","106601","祈梨","0","106601","2020/09/16 16:00:00","3","1"
"17","2025/07/04 15:59:59","450","0","106701","【魔法】位於後衛，以無窮魔力支配一切的龍之首領。\n能以龍眼掌握阻擋的敵人，使用多樣的技能來降低敵人\n對魔法攻擊的耐力，並使出雷霆，一擊將敵人化為灰燼。","727","3","0","1","0","106701","0","2.27","帆稀","21","0","106701","帆稀","0","106701","2025/07/01 16:00:00","7","2"
"6","2025/07/04 15:59:59","450","0","106801","【物理】位於中衛，能自在創造萬物的「迷宮女王」。\n解放七冠權能的必殺技能夠極大幅度強化自身，\n釋放無以比擬的攻擊力殲滅敵對之人。","560","3","0","1","0","106801","0","1.55","拉比林斯達","4","0","106801","拉比林斯達","0","106801","2025/07/01 16:00:00","4","1"
"1","2030/12/31 15:00:00","450","0","106901","【物理】位於後衛，眼裡寄宿著天上明星，朝霸道前進的\n霸皇。能解放權能來解除敵方全體的護盾與所有能力提升\n效果，然後以降低耐力的技能、涵蓋複數敵人的\n廣範圍攻擊來殲滅敵方。","660","3","0","1","0","106901","0","2","霸瞳皇帝","0","0","106901","霸瞳皇帝","0","106901","2023/03/15 16:00:00","45","1"
"1","2025/07/04 15:59:59","450","0","107001","【魔法】位於後衛，創造分身來凌駕敵人的變貌大妃。\n分身將施展出與似似花本人相同的技能對敵人進行攻擊。\n那攻擊次數的密度與壓制力的高度，使人望塵莫及。","660","3","0","1","0","107001","0","2","似似花","0","0","107001","似似花","0","107001","2025/07/01 16:00:00","0","2"
"2","2025/07/04 15:59:59","450","0","107101","【物理】在前方擁有絕對壓制力的『誓約女君』。\n同時擁有攻防一體超大破壞力的必殺技，\n以及可將其加速發動的ＴＰ上升技能。","290","3","0","1","0","107101","0","2","克莉絲提娜","10","0","107101","克莉絲提娜","0","107101","2025/07/01 16:00:00","4","1"
"1","2024/10/27 15:59:59","450","0","107501","【物理】位於前衛，可施展強烈的範圍攻擊，是海岸邊的公主。\n吃了刨冰一口氣提升物理攻擊力後，\n可施展必殺技消滅前方的敵人。","235","3","0","1","0","107501","0","2.125","貪吃佩可（夏日）","5","0","107501","貪吃佩可（夏日）","0","107501","2024/10/22 16:00:00","5","1"
"1","2030/12/31 15:00:00","450","0","107601","【物理】位於中衛，是位可為物理角色進行輔助的治癒巫女。\n擁有為ＨＰ最少的我方單體進行特大幅度恢復的技能，\n可瞬間治癒我方瀕死的角色。","535","1","0","1","0","107601","0","2.34","可可蘿（夏日）","6","0","107601","可可蘿（夏日）","0","107601","2018/12/03 16:00:00","6","1"
"3","2024/10/27 15:59:59","450","0","107701","【魔法】位於後衛擁有優秀的防衛能力，夏天的冒失女僕。\n除可提升我方全體的防禦力及施加持續恢復HP的狀態外，\n更可呼叫如城牆般的魔像，替戰線帶來支援。","775","3","0","1","0","107701","0","2.07","鈴莓（夏日）","7","0","107701","鈴莓（夏日）","0","107701","2024/10/22 16:00:00","7","2"
"1","2024/10/27 15:59:59","450","0","107801","【魔法】位於後衛，可施展強力單體攻擊的盛夏貓娘。\n以技能降低敵人的魔法防禦力後，\n不斷對敵方單體施放魔法攻擊，能夠帶來大量的傷害。","780","3","0","1","0","107801","0","1.92","凱留（夏日）","7","0","107801","凱留（夏日）","0","107801","2024/10/22 16:00:00","7","2"
"8","2024/10/27 15:59:59","450","0","107901","【物理】位於前衛施放連續攻擊，是海邊的隨性貓娘。\n可隨機對敵方造成總計４次單體攻擊的必殺技，\n雖然目標是隨機的但威力卻相當出色。","225","3","0","1","0","107901","0","2","珠希（夏日）","2","0","107901","珠希（夏日）","0","107901","2024/10/22 16:00:00","2","1"
"8","2030/12/31 15:00:00","450","0","108001","【物理】位於中衛，熟稔攻擊與輔助的海之傭兵。\n必殺技的效果能夠提升我方全體的物理攻擊力，\n在物理攻擊隊伍的能力提升上可出一份力。","495","1","0","1","0","108001","0","2.19","美冬（夏日）","6","0","108001","美冬（夏日）","0","108001","2019/01/03 16:00:00","6","1"
