f813d980a0a4bcde99a525dd39b950a5af6d0ad6892a6d3a6d1de836508739c1,109ad53b9040780b6f0b88393979e0cf246eda90421a721a3539306911658844,245c48357e024ff8522b1605d91bbb5b700db9de5a4f6027a78eab1a94f3b37c,70b0022db8a9a58a56797c60bf0f94b39b8ed22a508e71f67185eac640df9077,be09742f8b62f5ca0d69468ec4945d5ca4cd9ffa7dce0fd4b95f535ad925cf20
"100100605","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001006","提升魔法防禦力（不可降低）"
"100100606","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001006","降低HP吸收"
"100100701","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001007","火屬性獎勵特大幅度提升"
"100100702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001007","深域怪物"
"100100703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001007","賦予TP上升上限"
"100100704","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001007","提升物理防禦力（不可降低）"
"100100705","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001007","提升魔法防禦力（不可降低）"
"100100706","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001007","降低HP吸收"
"100100801","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001008","火屬性獎勵特大幅度提升"
"100100802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001008","深域怪物"
"100100803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001008","賦予TP上升上限"
"100100804","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001008","提升物理防禦力（不可降低）"
"100100805","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001008","提升魔法防禦力（不可降低）"
"100100806","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001008","降低HP吸收"
"100100901","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001009","火屬性獎勵特大幅度提升"
"100100902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001009","深域怪物"
"100100903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001009","賦予TP上升上限"
"100100904","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001009","提升物理防禦力（不可降低）"
"100100905","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001009","提升魔法防禦力（不可降低）"
"100100906","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001009","降低HP吸收"
"100101001","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001010","火屬性獎勵特大幅度提升"
"100101002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001010","深域怪物"
"100101003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001010","賦予TP上升上限"
"100101004","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001010","提升物理防禦力（不可降低）"
"100101005","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001010","提升魔法防禦力（不可降低）"
"100101006","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001010","降低HP吸收"
"100101007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","81001010","減少TP下降"
"100101008","戰鬥開始時，使全體角色火傷。","1","81001010","賦予火傷"
"100101101","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001011","火屬性獎勵特大幅度提升"
"100101102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001011","深域怪物"
"100101103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001011","賦予TP上升上限"
"100101104","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001011","提升物理防禦力（不可降低）"
"100101105","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001011","提升魔法防禦力（不可降低）"
"100101106","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001011","降低HP吸收"
"100101201","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001012","火屬性獎勵特大幅度提升"
"100101202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001012","深域怪物"
"100101203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001012","賦予TP上升上限"
"100101204","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001012","提升物理防禦力（不可降低）"
"100101205","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001012","提升魔法防禦力（不可降低）"
"100101206","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001012","降低HP吸收"
"100101301","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001013","火屬性獎勵特大幅度提升"
"100101302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001013","深域怪物"
"100101303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001013","賦予TP上升上限"
"100101304","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001013","提升物理防禦力（不可降低）"
"100101305","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001013","提升魔法防禦力（不可降低）"
"100101306","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001013","降低HP吸收"
"100101401","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001014","火屬性獎勵特大幅度提升"
"100101402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001014","深域怪物"
"100101403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001014","賦予TP上升上限"
"100101404","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001014","提升物理防禦力（不可降低）"
"100101405","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001014","提升魔法防禦力（不可降低）"
"100101406","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001014","降低HP吸收"
"100101501","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001015","火屬性獎勵特大幅度提升"
"100101502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001015","深域怪物"
"100101503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001015","賦予TP上升上限"
"100101504","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001015","提升物理防禦力（不可降低）"
"100101505","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001015","提升魔法防禦力（不可降低）"
"100101506","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001015","降低HP吸收"
"100101601","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001016","火屬性獎勵特大幅度提升"
"100101602","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001016","深域怪物"
"100101603","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001016","賦予TP上升上限"
"100101604","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001016","提升物理防禦力（不可降低）"
"100101605","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001016","提升魔法防禦力（不可降低）"
"100101606","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001016","降低HP吸收"
"100101701","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001017","火屬性獎勵特大幅度提升"
"100101702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001017","深域怪物"
"100101703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001017","賦予TP上升上限"
"100101704","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001017","提升物理防禦力（不可降低）"
"100101705","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001017","提升魔法防禦力（不可降低）"
"100101706","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001017","降低HP吸收"
"100101801","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001018","火屬性獎勵特大幅度提升"
"100101802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001018","深域怪物"
"100101803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001018","賦予TP上升上限"
"100101804","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001018","提升物理防禦力（不可降低）"
"100101805","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001018","提升魔法防禦力（不可降低）"
"100101806","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001018","降低HP吸收"
"100101901","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001019","火屬性獎勵特大幅度提升"
"100101902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001019","深域怪物"
"100101903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001019","賦予TP上升上限"
"100101904","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001019","提升物理防禦力（不可降低）"
"100101905","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001019","提升魔法防禦力（不可降低）"
"100101906","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001019","降低HP吸收"
"100102001","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001020","火屬性獎勵特大幅度提升"
"100102002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001020","深域怪物"
"100102003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001020","賦予TP上升上限"
"100102004","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001020","提升物理防禦力（不可降低）"
"100102005","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001020","提升魔法防禦力（不可降低）"
"100102006","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001020","降低HP吸收"
"100102007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","81001020","減少TP下降"
"100102008","戰鬥開始時，大幅度降低全體角色的物理防禦力。","7","81001020","降低物理防禦力"
"100102101","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001021","火屬性獎勵特大幅度提升"
"100102102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001021","深域怪物"
"100102103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001021","賦予TP上升上限"
"100102104","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001021","提升物理防禦力（不可降低）"
"100102105","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001021","提升魔法防禦力（不可降低）"
"100102106","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001021","降低HP吸收"
"100102201","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001022","火屬性獎勵特大幅度提升"
"100102202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001022","深域怪物"
"100102203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001022","賦予TP上升上限"
"100102204","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001022","提升物理防禦力（不可降低）"
"100102205","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001022","提升魔法防禦力（不可降低）"
"100102206","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001022","降低HP吸收"
"100102301","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001023","火屬性獎勵特大幅度提升"
"100102302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001023","深域怪物"
"100102303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001023","賦予TP上升上限"
"100102304","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001023","提升物理防禦力（不可降低）"
"100102305","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001023","提升魔法防禦力（不可降低）"
"100102306","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001023","降低HP吸收"
"100102401","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001024","火屬性獎勵特大幅度提升"
"100102402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001024","深域怪物"
"100102403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001024","賦予TP上升上限"
"100102404","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001024","提升物理防禦力（不可降低）"
"100102405","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001024","提升魔法防禦力（不可降低）"
"100102406","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001024","降低HP吸收"
"100102501","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001025","火屬性獎勵特大幅度提升"
"100102502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001025","深域怪物"
"100102503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001025","賦予TP上升上限"
"100102504","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001025","提升物理防禦力（不可降低）"
"100102505","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001025","提升魔法防禦力（不可降低）"
"100102506","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001025","降低HP吸收"
"100102601","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001026","火屬性獎勵特大幅度提升"
"100102602","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001026","深域怪物"
"100102603","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001026","賦予TP上升上限"
"100102604","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001026","提升物理防禦力（不可降低）"
"100102605","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001026","提升魔法防禦力（不可降低）"
"100102606","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001026","降低HP吸收"
"100102701","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001027","火屬性獎勵特大幅度提升"
"100102702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001027","深域怪物"
"100102703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001027","賦予TP上升上限"
"100102704","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001027","提升物理防禦力（不可降低）"
"100102705","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001027","提升魔法防禦力（不可降低）"
"100102706","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001027","降低HP吸收"
"100102801","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001028","火屬性獎勵特大幅度提升"
"100102802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001028","深域怪物"
"100102803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001028","賦予TP上升上限"
"100102804","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001028","提升物理防禦力（不可降低）"
"100102805","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001028","提升魔法防禦力（不可降低）"
"100102806","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001028","降低HP吸收"
"100102901","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001029","火屬性獎勵特大幅度提升"
"100102902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001029","深域怪物"
"100102903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001029","賦予TP上升上限"
"100102904","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001029","提升物理防禦力（不可降低）"
"100102905","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001029","提升魔法防禦力（不可降低）"
"100102906","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001029","降低HP吸收"
"100103001","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001030","火屬性獎勵特大幅度提升"
"100103002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001030","深域怪物"
"100103003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001030","賦予TP上升上限"
"100103004","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001030","提升物理防禦力（不可降低）"
"100103005","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001030","提升魔法防禦力（不可降低）"
"100103006","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","81001030","降低HP吸收"
"100103007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","81001030","減少TP下降"
"100103008","戰鬥開始時，特大幅度減少全體角色的HP回復量。","2","81001030","降低HP恢復量"
"100103101","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001031","火屬性獎勵特大幅度提升"
"100103102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001031","深域怪物"
"100103103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001031","賦予TP上升上限"
"100103104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001031","提升物理防禦力（不可降低）"
"100103105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001031","提升魔法防禦力（不可降低）"
"100103106","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001031","降低HP吸收"
"100103201","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","12","81001032","火屬性獎勵特大幅度提升"
"100103202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","81001032","深域怪物"
"100103203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","81001032","賦予TP上升上限"
"100103204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","81001032","提升物理防禦力（不可降低）"
"100103205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","81001032","提升魔法防禦力（不可降低）"
"100103206","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","81001032","降低HP吸收"
