ed6c2e41bcf920076b19d2b344c999960e87e0325e6853b20bc7c3efaf13866d,93aa48b1eb42d8e580f17452d1a3c4e7b355384550a626f836717d8b821b5ff9,afd07ee974b5c778b66bfd697654b13646df9cc80b23a8ce31ce27acaab3322b,5d6cb727ffcc5c50d83e6deed334de8506f1eee6136495e0b75d0570a773c56e,24463dbf0e18bd3279dba7c362bcc4a32177c87d719801f193aafba736a51bed,bbd24c9faeb490b943b9fd6c831a411c09048170e9d240743bf171a21e28a3ae,c66e2afa510de707586da870bab38fd982b295269e8c3d2be3c951942d0ba7ef,d0eb3218b33a27830eda0e4409b13941220235ba2c21c5f813f99fa5a8d695db,0e5c390d000677f9391a9dc59fce2a4a7938700db7afee7f6f82b6a3c6f81390,599cf8694cd2d96e59bd07186a62d92f8f6efe3232ea06fd9518623623acfe90,0aa62c14515e80cdb4576376e8f71d12edfebe34040c5a1f87861adcc0f605c7,499511b7f759e61621050c5a50223ac61bc5c10dd38e6a9bcf0e295fa0374103,17c688b802c174761c04d8a998ef91b27487164cdcfc0cde6de86c6cdf28ffee,d5d41b409ac2137bb9a7d660c861e3927870dd957829c8ca67fd1577c70e4afd,d3ccd3a73e74e61e9b3168dfe58e1deacd60e2bf84cd1cae0d16a453b67166a7,1eab9864fba39123700e1520f93af278939fae4b01271659b8229c7f8e9bc4c1,de4c755cfe765180ac152d0cba7cde933c88d0892e2cc88dee2b3e82a8c87dc6,9ee30bf655bf9b822ac1a141005b1061c1af58f0991e08aab24a31cf49dbc81b,da3e445980386624798557dfd7738dd22899d69056fae4a9d2ededaf16eb5804,8d575b0762d25e003e5bcd79ef16891ec26da8d86aa9c893a8a58d01d7e501be,1ea0b38fe9921aa370ba2f0eee6e02cc61d33e024d4c13bb768f6d63b2c57f90,d590b0cc64631ab29c6b31ddb67d5c410e4571756d1c4e7d52c5508d32b9d136,2318e52a6a23f144d6b4abda4740a06ad9025a48cf1dc9ac2a58940180180946,825510b7477ebf480bcce9440479de87eed9eda12b9197cfdd88f07e6a4b71bb
"0","0","0","0","2002","0","3","0","0","0","2","0","10610102","0","0","0","0","106101","2001","0","0","0","0","2001"
"1002","0","1001","1","1002","0","11","1002","0","0","4","1","10630101","0","1","0","1002","106301","1","1002","0","0","0","1001"
"1002","0","1","1002","1001","0","11","1","0","0","5","1001","10640101","0","1001","0","1","106401","1002","1","0","0","0","2001"
"1001","1","1002","1002","1001","0","16","1","1001","1","8","1","10650101","1002","1001","0","1","106501","1001","1002","1","0","0","1002"
"1","0","1002","0","1002","0","9","1002","0","0","3","1001","10660101","0","1","0","0","106601","1","1","0","0","0","1001"
"1002","0","1","1002","1001","0","10","1","0","0","4","1","10670101","0","1001","0","0","106701","1002","1001","0","0","0","2001"
"1001","0","1","0","1001","0","9","1001","0","0","3","1","10680101","0","1002","0","0","106801","1","1002","0","0","0","1002"
"2001","0","2003","0","2001","0","9","2003","0","0","8","2002","10680102","0","2003","0","0","106801","2002","2001","0","0","0","2002"
"1002","1001","1001","1001","1001","0","13","2001","2001","0","3","2001","10690101","0","2001","0","1002","106901","2001","1001","0","0","0","1002"
"1002","1001","1001","1001","1001","0","13","1","1","0","3","1","10700101","0","1","0","1002","107001","1","1001","0","0","0","1002"
"1001","1002","1002","1002","1002","0","13","1","1","0","3","1","10710101","0","1","0","1001","107101","1","1002","0","0","0","1001"
"1","1002","1001","1","1002","0","13","1","1","0","3","1","10750101","0","1002","0","1001","107501","1","1001","0","0","0","1001"
"1002","0","1001","1","1002","0","11","1002","0","0","4","1","10760101","0","1","0","1002","107601","1","1002","0","0","0","1001"
"1","1002","1002","1","1002","0","13","1","1","0","3","1001","10770101","0","1","0","1001","107701","1","1","0","0","0","1001"
"1","1001","1002","1","1001","0","13","1001","1","0","3","1001","10780101","0","1","0","1002","107801","1","1002","0","0","0","1002"
"1","0","1001","1","1001","0","11","1002","0","0","4","1","10790101","0","1","0","1","107901","1","1002","0","0","0","1002"
"1001","0","1","0","1001","0","8","0","0","0","3","1002","10800101","0","1001","0","0","108001","1","1","0","0","0","1002"
"1002","0","1002","1","1002","0","11","1001","0","0","3","1001","10810101","0","1","0","1002","108101","1","1","0","0","0","1001"
"1002","1001","1","1002","1001","0","17","1","1002","1","9","1","10820101","1002","1001","1001","1","108201","1","1002","1","0","0","1002"
"1","0","1001","1001","1001","0","10","1002","0","0","3","1002","10830101","0","1","0","0","108301","1","1","0","0","0","1002"
"1","0","1002","0","1002","0","7","0","0","0","3","1001","10840101","0","0","0","0","108401","1","1","0","0","0","1001"
"1","0","1001","0","1001","0","7","0","0","0","3","1002","10850101","0","0","0","0","108501","1","1","0","0","0","1002"
"0","0","0","0","1002","0","5","0","0","0","3","1002","10860101","0","0","0","0","108601","1","1001","0","0","0","1001"
"1","1","1002","1","1002","0","13","1001","1002","0","3","1001","10870101","0","1","0","1","108701","1","1002","0","0","0","1001"
"1001","0","1","1001","1001","0","10","1","0","0","4","1","10880101","0","1002","0","0","108801","1","1002","0","0","0","1002"
"1","0","0","0","1002","0","6","0","0","0","3","1002","10890101","0","0","0","0","108901","1001","1","0","0","0","1001"
"1","0","1001","0","1001","0","7","0","0","0","3","1002","10900101","0","0","0","0","109001","1","1","0","0","0","1002"
"1001","0","1","1","1","0","11","1002","0","0","4","1002","10910101","0","1","0","1001","109101","1001","1","0","0","0","1002"
"1","0","1001","0","1001","0","7","0","0","0","3","1002","10920101","0","0","0","0","109201","1","1","0","0","0","1002"
"1001","0","0","0","1001","0","6","0","0","0","3","1","10930101","0","0","0","0","109301","1","1002","0","0","0","1001"
"1001","0","1","1","1","0","11","1002","0","0","4","1002","10940101","0","1","0","1001","109401","1001","1","0","0","0","1002"
"1","0","1001","0","1001","0","7","0","0","0","3","1002","10950101","0","0","0","0","109501","1","1","0","0","0","1002"
"1","0","1001","0","1001","0","7","0","0","0","4","1001","10960101","0","0","0","0","109601","1","1002","0","0","0","1002"
"1","0","1001","0","1","0","9","1002","0","0","5","1","10970101","0","1","0","0","109701","1001","1002","0","0","0","1001"
"1","0","1001","0","1001","0","7","0","0","0","3","1002","10980101","0","0","0","0","109801","1","1","0","0","0","1002"
"1001","0","1002","1","1002","0","11","1001","0","0","3","1","10990101","0","1","0","1002","109901","1","1001","0","0","0","1001"
"1001","0","1002","2001","1002","0","11","1001","0","0","3","2001","10990102","0","2001","0","1002","109901","2001","1001","0","0","0","1001"
"1","0","1001","1002","1","0","12","1001","1","0","11","1001","11000101","0","1","0","1001","110001","1001","1","0","0","0","1001"
"0","0","0","0","1001","0","3","0","0","0","1","0","11000102","0","0","0","0","110001","1002","0","0","0","0","1001"
"1","0","1001","0","1001","0","7","0","0","0","3","1002","11010101","0","0","0","0","110101","1","1","0","0","0","1002"
"1002","0","0","0","1","0","6","0","0","0","4","1","11020101","0","0","0","0","110201","1002","1","0","0","0","1001"
"1002","0","1","0","1","0","9","1002","0","0","4","1","11030101","0","1","0","0","110301","1002","1","0","0","0","1001"
"1","0","1001","0","1001","0","7","0","0","0","3","1002","11040101","0","0","0","0","110401","1","1","0","0","0","1002"
"1001","0","1001","1","1001","0","11","1002","0","0","4","1","11050101","0","1","0","1001","110501","1","1002","0","0","0","1002"
"1","0","1001","1","1001","0","11","1002","0","0","3","1002","11060101","0","1","0","1001","110601","1","1","0","0","0","1002"
"1","0","1001","0","1001","0","7","0","0","0","3","1002","11070101","0","0","0","0","110701","1","1","0","0","0","1002"
"1","0","0","0","1002","0","6","0","0","0","2","1002","11080101","0","0","0","0","110801","1","1","0","0","0","1001"
"1002","0","0","0","1","0","6","0","0","0","4","1","11090101","0","0","0","0","110901","1002","1","0","0","0","1001"
"1002","0","1","0","1002","0","8","0","0","0","4","1","11100101","0","1","0","0","111001","1","1001","0","0","0","1001"
"1","0","1001","0","1001","0","7","0","0","0","3","1002","11110101","0","0","0","0","111101","1","1","0","0","0","1002"
"1","0","1001","1001","1002","0","12","1","1002","0","3","1002","11120101","0","1002","0","1","111201","1","1001","0","0","0","1001"
"1","0","1001","0","1001","0","7","0","0","0","4","1001","11130101","0","0","0","0","111301","1001","1002","0","0","0","1002"
"1001","0","1","1","1001","0","11","1002","0","0","7","1002","11140101","0","1","0","1001","111401","1","1001","0","0","0","2001"
"1001","1002","1002","1002","1002","0","13","1","1","0","3","1","11150101","0","1","0","1001","111501","1","1002","0","0","0","1001"
"1","0","1","1","2002","0","11","2001","0","0","1","2002","11150102","0","2002","0","2002","111501","1","2001","0","0","0","1"
"1","0","1","1","1002","0","11","1","0","0","2","1002","11160101","0","1002","0","1001","111601","1","1","0","0","0","1001"
"1","0","1001","1","1001","0","12","1","1002","0","3","1002","11170101","0","1002","0","1001","111701","1","1001","0","0","0","1002"
"1002","0","1001","1","1002","0","12","1002","1002","0","3","1","11180101","0","1","0","1001","111801","1","1001","0","0","0","1001"
"1","0","1001","1","1001","0","11","1002","0","0","3","1002","11190101","0","1","0","1001","111901","1","1","0","0","0","1002"
"1","0","1001","0","1001","0","8","0","0","0","3","1002","11200101","0","1","0","0","112001","1","1001","0","0","0","1002"
"1001","0","1","1002","1001","0","11","1001","0","0","5","1","11210101","0","1","0","1","112101","1","1002","0","0","0","1002"
"1","0","1001","0","1001","0","7","0","0","0","3","1002","11220101","0","0","0","0","112201","1","1","0","0","0","1002"
"1","0","1002","0","1002","0","7","0","0","0","3","1001","11230101","0","0","0","0","112301","1","1","0","0","0","1001"
"1","0","1002","0","1002","0","7","0","0","0","3","1001","11240101","0","0","0","0","112401","1","1002","0","0","0","1001"
"1001","0","1","0","1001","0","7","0","0","0","4","1","11250101","0","0","0","0","112501","1","1002","0","0","0","1002"
"1","0","1001","0","1","0","8","0","0","0","4","1001","11260101","0","1","0","0","112601","1001","1002","0","0","0","1001"
"1","0","1002","0","1002","0","9","1","0","0","3","1002","11270101","0","1","0","0","112701","1002","1","0","0","0","1001"
"1002","0","1","1","1002","0","12","1001","1","0","5","1001","11280101","0","1002","0","1002","112801","1","1002","0","0","0","1001"
"1","0","1001","1","1002","0","11","1002","0","0","3","1002","11290101","0","1","0","1","112901","1001","1","0","0","0","1001"
"1001","0","1","1","1001","0","11","1","0","0","3","1","11300101","0","1002","0","1001","113001","1","1002","0","0","0","1002"
"1002","1002","1001","1","1","0","13","1002","1","0","7","1","11310101","0","1","0","1001","113101","1","1001","0","0","0","1001"
"1002","0","1001","0","1002","0","9","1002","0","0","3","1","11320101","0","1","0","0","113201","1","1001","0","0","0","1001"
"1","0","1001","1","1001","0","11","1002","0","0","3","1002","11330101","0","1","0","1001","113301","1","1","0","0","0","1002"
"1","0","1001","1002","1002","0","12","1","1001","0","4","1002","11340101","0","1","0","1","113401","1001","1","0","0","0","1001"
"1002","1002","1","1","1002","0","13","1002","1001","0","3","1001","11350101","0","1001","0","1","113501","1","1","0","0","0","1001"
"1","1002","1002","1002","1001","0","13","1","1001","0","3","1001","11360101","0","1001","0","1","113601","1","1002","0","0","0","1002"
"1","1002","1","1","1002","0","13","1002","1001","0","3","1002","11370101","0","1001","0","1","113701","1","1001","0","0","0","1001"
"0","0","0","0","1002","0","3","0","0","0","1","0","11370102","0","0","0","0","113701","1002","0","0","0","0","1001"
"1","1002","1001","1002","1002","0","13","1","1","0","3","1002","11380101","0","1002","0","1001","113801","1","1001","0","0","0","1001"
"1","0","1002","1","1001","0","11","1001","0","0","5","1001","11390101","0","1","0","1002","113901","1","1002","0","0","0","1002"
"1001","0","1","1","1001","0","11","1001","0","0","3","1","11400101","0","1002","0","1001","114001","1","1002","0","0","0","1002"
"1","0","1001","1001","1","0","10","1","0","0","5","1","11410101","0","1002","0","0","114101","1001","1002","0","0","0","1002"
"1","1002","1001","1","1","0","13","1","1","0","6","1002","11420101","0","1002","0","1001","114201","1002","1001","0","0","0","1001"
"1002","0","1001","1002","1001","0","12","1001","1001","0","3","1","11430101","0","1","0","1","114301","1","1001","0","0","0","1002"
"1002","0","1","1002","1002","0","10","1","0","0","4","1","11440101","0","1002","0","0","114401","1","1002","0","0","0","1001"
"0","0","0","0","2001","0","2","0","0","0","1","0","11440102","0","0","0","0","114401","0","0","0","0","0","2001"
"1","0","1002","0","1","0","7","0","0","0","1","1002","11440103","0","0","0","0","114401","1002","1","0","0","0","1002"
"1002","0","1001","1","1","0","10","1002","0","0","4","1","11450101","0","1","0","0","114501","1002","1001","0","0","0","1001"
"1","0","1001","0","1001","0","7","0","0","0","4","1002","11460101","0","0","0","0","114601","1","1","0","0","0","1002"
"1002","0","1","1002","1002","0","10","1","0","0","4","1","11470101","0","1002","0","0","114701","1","1002","0","0","0","1001"
"1001","1","1","1001","1","0","17","1","1001","1","6","1","11500101","1002","1002","1001","1","115001","1002","1001","1","0","0","1001"
"1002","1001","1001","1001","1001","0","13","1","1","0","3","1","11550101","0","1","0","1002","115501","1","1001","0","0","0","1002"
"1","0","1001","1002","1001","0","10","1001","0","0","6","1002","11560101","0","1","0","0","115601","1","1001","0","0","0","1002"
"1002","0","1001","1002","1002","0","12","1","1","0","3","1","11570101","0","1","0","1001","115701","1","1001","0","0","0","1001"
"0","0","0","0","2003","0","2","0","0","0","2","0","11580101","0","0","0","0","115801","0","0","0","0","0","2003"
"0","0","0","0","1","0","3","0","0","0","1","0","11580102","0","0","0","0","115801","2002","0","0","0","0","2001"
"0","0","0","0","1","0","5","0","0","0","1","1002","11580103","0","0","0","0","115801","1002","1","0","0","0","1001"
"1","0","1002","0","1002","0","8","0","0","0","3","1001","11590101","0","1","0","0","115901","1","1002","0","0","0","1001"
"1002","0","1","0","1001","0","9","1","0","0","4","1","11600101","0","1001","0","0","116001","1","1001","0","0","0","1002"
"1","0","0","0","1002","0","6","0","0","0","2","1002","11620101","0","0","0","0","116201","1","1001","0","0","0","1001"
"0","0","0","0","1","0","5","0","0","0","3","1","11630101","0","0","0","0","116301","1001","1","0","0","0","1002"
"2001","0","1002","2001","1001","0","10","1001","0","0","4","1001","11640101","0","2001","0","0","116401","2001","1002","0","0","0","1002"
"1","0","1001","0","1002","0","9","1002","0","0","3","1002","11650101","0","1","0","0","116501","1","1001","0","0","0","1001"
"1","0","1002","0","1001","0","9","1","0","0","3","1001","11660101","0","1001","0","0","116601","1","1002","0","0","0","1002"
"1002","0","1","1002","1002","0","10","1","0","0","4","1","11670101","0","1001","0","0","116701","1","1001","0","0","0","1001"
"1001","0","1","1002","1001","0","11","1001","0","0","3","1002","11680101","0","1","0","1","116801","1","1001","0","0","0","1002"
"1002","1","1001","1001","1002","1001","19","1002","1001","1","12","1","11690101","1001","1","1002","1","116901","1","1002","1","1","0","1002"
"1002","0","1","0","1001","0","9","1","0","0","3","1","11700101","0","1001","0","0","117001","1","1001","0","0","0","1002"
"1","1002","1001","1","1001","0","12","1","1","0","5","1001","11710101","0","1002","0","1001","117101","1002","1","0","0","0","1"
"1","0","1002","1002","1","0","12","1","1002","0","6","1001","11720101","0","1001","0","1","117201","1001","1","0","0","0","1001"
"1002","1","1","1002","1002","0","16","1","1001","1","7","1","11730101","1002","1001","0","1","117301","1","1001","0","0","0","1001"
"1","0","1002","1001","1","0","10","1","0","0","4","1001","11740101","0","1","0","0","117401","1001","1","0","0","0","1002"
"1002","0","1001","0","1002","0","9","1002","0","0","3","1","11750101","0","1","0","0","117501","1","1001","0","0","0","1001"
"1","1001","1002","1","1002","0","16","1001","1","1002","6","1002","11760101","1","1","0","1002","117601","1001","1","0","0","0","1"
"1","1001","1002","1001","1001","0","17","1","1","1002","6","1001","11770101","1","1001","1001","1002","117701","1","1002","1","0","0","1002"
"1","0","1001","0","1001","0","9","1","0","0","5","1001","11780101","0","1002","0","0","117801","1","1002","0","0","0","1002"
"1002","0","1","0","1001","0","9","1002","0","0","3","1","11790101","0","1001","0","0","117901","1","1001","0","0","0","1002"
"1001","1001","1","1","1002","0","13","1002","1","0","4","1002","11800101","0","1001","0","1001","118001","1001","1","0","0","0","1001"
"1002","0","1","1002","1002","0","10","1","0","0","4","1","11810101","0","1001","0","0","118101","1","1001","0","0","0","1001"
"1002","1001","1001","1001","2001","0","16","1001","2001","1001","8","1001","11820101","1001","2001","0","1002","118201","1001","1002","0","0","0","1002"
"2001","0","1002","2001","1001","0","10","1001","0","0","4","1001","11850101","0","2001","0","0","118501","2001","1002","0","0","0","1002"
"0","0","0","0","1001","0","4","0","0","0","3","0","11860101","0","0","0","0","118601","1002","1001","0","0","0","2001"
"0","0","0","0","1002","0","3","0","0","0","2","0","11860102","0","0","0","0","118601","1001","0","0","0","0","1001"
"0","0","0","0","1002","0","3","0","0","0","2","0","11860103","0","0","0","0","118601","1001","0","0","0","0","1001"
"1","0","1","0","1001","0","9","1001","0","0","3","1001","11900101","0","1002","0","0","119001","1","1002","0","0","0","1002"
"1","0","1002","0","1","0","7","0","0","0","3","1001","11910101","0","0","0","0","119101","1002","1","0","0","0","1001"
"1","0","1001","0","1001","0","7","0","0","0","3","1002","11920101","0","0","0","0","119201","1","1","0","0","0","1002"
"1","0","1001","0","1002","0","9","1","0","0","3","1002","11930101","0","1002","0","0","119301","1","1001","0","0","0","1001"
"1002","0","1001","0","1001","0","8","0","0","0","4","1","11990101","0","1","0","0","119901","1","1001","0","0","0","1002"
"1","0","1001","0","1002","0","7","0","0","0","3","1002","12000101","0","0","0","0","120001","1","1","0","0","0","1001"
"1001","0","1","0","1002","0","7","0","0","0","4","1","12070101","0","0","0","0","120701","1","1002","0","0","0","1001"
"0","0","0","0","2001","0","4","0","0","0","1","0","12070102","0","0","0","0","120701","1","2002","0","0","0","2002"
"1","1","1002","1","1002","0","18","1001","1001","1002","9","1001","12080101","1","1","1","1","120801","1001","1","0","1","0","2001"
"1002","0","1001","0","1002","0","7","0","0","0","3","1","12090101","0","0","0","0","120901","1","1001","0","0","0","1001"
"1001","0","1002","0","1001","0","8","0","0","0","4","1","12100101","0","1","0","0","121001","1","1002","0","0","0","1002"
"1001","0","1002","0","1001","0","9","1001","0","0","3","1","12110101","0","1","0","0","121101","1","1002","0","0","0","1002"
"1","0","1002","1","1001","0","10","1001","0","0","4","1001","12120101","0","1","0","0","121201","1","1002","0","0","0","1002"
"1002","0","2001","2001","1001","0","11","1002","0","0","5","1001","12120102","0","1001","0","2001","121201","1002","2001","0","0","0","2001"
"1","0","1001","0","1","0","8","0","0","0","5","1002","12130101","0","1","0","0","121301","1001","1","0","0","0","1002"
"1001","0","1","1001","1001","0","10","1","0","0","4","1","12140101","0","1002","0","0","121401","1","1002","0","0","0","1002"
"1","0","1002","0","1001","0","8","0","0","0","3","1001","12150101","0","1","0","0","121501","1","1002","0","0","0","1002"
"1","0","1","0","1001","0","9","1001","0","0","3","1001","12160101","0","1002","0","0","121601","1001","1","0","0","0","1002"
"1","0","1001","0","1002","0","9","1","0","0","3","1002","12190101","0","1002","0","0","121901","1","1001","0","0","0","1001"
"0","0","0","0","1001","0","5","0","0","0","2","1","12200101","0","0","0","0","122001","1","1002","0","0","0","2001"
"1","0","1002","0","1001","0","8","0","0","0","3","1001","12210101","0","1001","0","0","122101","1","1","0","0","0","1002"
"1","0","1002","1002","1001","0","11","1","0","0","3","1001","12220101","0","1001","0","1","122201","1","1002","0","0","0","1002"
