5bbb679135a9554831fed790d22e61a5c7156d49d06c38490f6dd8a525fc9e88,dd21b64091734801a1532269841ec4c92c726b71f7cc32f0c597f0a2066798c2,38e65fa1b71c30aedfd562e92aa6d4fc4d2d643feb5d6a5a2c6eb94eea683dbf,62fdf7ba7223ccba83a8f8f5b242736dfc7bdfc3a71860aa7a5e048dd0bba4ec,0e2f0a794ea92c7b4bd315211212bfd394f39e62dbad0e6fbd3e167a3123afec,ea76c66e86a6f8d9e7c7b93c107c656858129f081ed160f79771edad42836743,3d6c0b8fd0bd08d02cc9b8d2c40a7028ceb6d7cfe7c9c4e117b8171aebb83130,bc365e53094c3e9a19ad893809df144f829f7009df5c5eb728a6845241e1028a,04770883a9bb0e383f8d3efeb221a198c9df48c577498075ee31a27280f5b170
"20024","10","1005","8","8002","0","完成強化10個節點","129","8002"
"20024","15","1005","8","8003","0","完成強化15個節點","129","8003"
"20024","20","1005","8","8004","0","完成強化20個節點","129","8004"
"20024","25","1005","8","8005","0","完成強化25個節點","129","8005"
"20024","33","1005","8","8006","0","完成強化33個節點","129","8006"
"20024","40","1005","8","8007","0","完成強化40個節點","129","8007"
"20024","50","1005","8","8008","0","完成強化50個節點","129","8007"
"20024","60","1005","8","8009","0","完成強化60個節點","129","8007"
"20024","66","1005","8","8010","0","完成強化66個節點","129","8007"
"20024","80","1005","8","8011","0","完成強化80個節點","129","8007"
"20024","90","1005","8","8012","0","完成強化90個節點","129","8007"
"20024","96","1005","8","8013","0","完成強化96個節點","129","8007"
"20024","110","1005","8","8014","0","完成強化110個節點","129","8007"
"20024","126","1005","8","8015","0","完成強化126個節點","129","8007"
"20031","4","1012","9","9101","1","讓４個攻擊者專精提升到等級１以上","129","9001"
"20031","4","1012","9","9102","2","讓４個攻擊者專精提升到等級２以上","129","9002"
"20031","4","1012","9","9103","3","讓４個攻擊者專精提升到等級３以上","129","9003"
"20031","4","1012","9","9104","4","讓４個攻擊者專精提升到等級４以上","129","9004"
"20031","4","1012","9","9105","5","讓４個攻擊者專精提升到等級５以上","129","9005"
"20032","4","1012","10","9201","1","讓４個破防者專精提升到等級１以上","129","9001"
"20032","4","1012","10","9202","2","讓４個破防者專精提升到等級２以上","129","9002"
"20032","4","1012","10","9203","3","讓４個破防者專精提升到等級３以上","129","9003"
"20032","4","1012","10","9204","4","讓４個破防者專精提升到等級４以上","129","9004"
"20032","4","1012","10","9205","5","讓４個破防者專精提升到等級５以上","129","9005"
"20033","4","1012","11","9301","1","讓４個增益者專精提升到等級１以上","129","9001"
"20033","4","1012","11","9302","2","讓４個增益者專精提升到等級２以上","129","9002"
"20033","4","1012","11","9303","3","讓４個增益者專精提升到等級３以上","129","9003"
"20033","4","1012","11","9304","4","讓４個增益者專精提升到等級４以上","129","9004"
"20033","4","1012","11","9305","5","讓４個增益者專精提升到等級５以上","129","9005"
"20034","4","1012","12","9401","1","讓４個減益者專精提升到等級１以上","129","9001"
"20034","4","1012","12","9402","2","讓４個減益者專精提升到等級２以上","129","9002"
"20034","4","1012","12","9403","3","讓４個減益者專精提升到等級３以上","129","9003"
"20034","4","1012","12","9404","4","讓４個減益者專精提升到等級４以上","129","9004"
"20034","4","1012","12","9405","5","讓４個減益者專精提升到等級５以上","129","9005"
"20035","4","1012","13","9501","1","讓４個增幅者專精提升到等級１以上","129","9001"
"20035","4","1012","13","9502","2","讓４個增幅者專精提升到等級２以上","129","9002"
"20035","4","1012","13","9503","3","讓４個增幅者專精提升到等級３以上","129","9003"
"20035","4","1012","13","9504","4","讓４個增幅者專精提升到等級４以上","129","9004"
"20035","4","1012","13","9505","5","讓４個增幅者專精提升到等級５以上","129","9005"
"20036","4","1012","14","9601","1","讓４個治療者專精提升到等級１以上","129","9001"
"20036","4","1012","14","9602","2","讓４個治療者專精提升到等級２以上","129","9002"
"20036","4","1012","14","9603","3","讓４個治療者專精提升到等級３以上","129","9003"
"20036","4","1012","14","9604","4","讓４個治療者專精提升到等級４以上","129","9004"
"20036","4","1012","14","9605","5","讓４個治療者專精提升到等級５以上","129","9005"
"20037","4","1012","15","9701","1","讓４個掩護者專精提升到等級１以上","129","9001"
"20037","4","1012","15","9702","2","讓４個掩護者專精提升到等級２以上","129","9002"
"20037","4","1012","15","9703","3","讓４個掩護者專精提升到等級３以上","129","9003"
"20037","4","1012","15","9704","4","讓４個掩護者專精提升到等級４以上","129","9004"
"20037","4","1012","15","9705","5","讓４個掩護者專精提升到等級５以上","129","9005"
"20038","4","1012","16","9801","1","讓４個妨礙者專精提升到等級１以上","129","9001"
"20038","4","1012","16","9802","2","讓４個妨礙者專精提升到等級２以上","129","9002"
"20038","4","1012","16","9803","3","讓４個妨礙者專精提升到等級３以上","129","9003"
"20038","4","1012","16","9804","4","讓４個妨礙者專精提升到等級４以上","129","9004"
"20038","4","1012","16","9805","5","讓４個妨礙者專精提升到等級５以上","129","9005"
