9208a9476e17a7b6cb78224ae0f9e940d29f54e997f7dc1d410ce09b43587621,131adb2a47233f6d05b860a9995ef2b439e581e0c6a29523c32657407284e007,a7c774c340fca69ecd706dac0a15f81b77acfbbc090efaa757eb8b217d66940c,974050fd02746720b550144d676cf2f5a28a25a58a9c8dd3c76b299db47db490,1a9048baa050c6c8a5ad20caa5e90ac2c69205e7f654c0310d16ab961a823eb0,759e3089b510a563572bdea6f51aaae8b8b332666ea45f1e9c3ce093f3325a12,9c65a054856095957f806602c57516c8c2ab90a523da09504a186462dcc3e31f,635834d69a96385931c949841a7c38bc3441b7029d544f2c15e8fdb2bfb2873d,4f223bc896388e89692491b85e4f3268e1b48884cbb9b055b6222cc62d4f2ef6,fe24a74cc5c79203350128ccf8117657f904569db22d5f3cc3d5dfe3d3f86642,e84cb86e8d590eccd8dc2e61e67bd187c16aa2dd808d1f54fd9f671d0afaa47c,71997c7ca8de6fb2cc6e5ae129cbf91ee9c3cf2d9c4d6e27b5ec31ea2970a5ec,29ccd41cfa3b06d83c8f34e5d567cb501527d5f38015d16a4b34967c3f6505b2,e3a4ac0cbd5b5d97883a19da213e838bc20fb704585efd84c0e8ba70c20313cc,d604ec4f95c0b7360a7d875c1d5d52f2e5eca482feb77dfdffc3af154749e8b2,27d7b96754a5e91795f9cc0d8c00092c1f171f5f9efa6423d441a92e11a70dfa
"2","94002","12","50","200","91002","25021","10","2","1005011","90008","500000","400","2","25011","8"
"2","94002","12","50","200","91002","25021","10","2","1005012","90008","500000","400","2","25012","8"
"2","94002","12","50","200","91002","25021","10","2","1005013","90008","500000","400","2","25013","8"
"2","94002","12","50","200","91002","25021","10","2","1005014","90008","500000","400","2","25014","8"
"2","94002","12","50","200","91002","25021","10","2","1005015","90008","500000","400","2","25015","8"
"0","94002","12","50","200","91002","25021","10","2","1005016","90008","500000","0","2","0","8"
"0","94002","12","50","200","91002","25021","10","2","1005017","90008","500000","0","2","0","8"
"0","94002","12","50","200","91002","25021","10","2","1005018","90008","500000","0","2","0","8"
"2","94002","12","50","200","91002","25021","10","2","1006001","90008","500000","400","2","25011","8"
"2","94002","12","50","200","91002","25021","10","2","1006002","90008","500000","400","2","25012","8"
"2","94002","12","50","200","91002","25021","10","2","1006003","90008","500000","400","2","25013","8"
"2","94002","12","50","200","91002","25021","10","2","1006004","90008","500000","400","2","25014","8"
"2","94002","12","50","200","91002","25021","10","2","1006005","90008","500000","400","2","25015","8"
"2","94002","12","50","200","91002","25021","10","2","1006006","90008","500000","400","2","25011","8"
"2","94002","12","50","200","91002","25021","10","2","1006007","90008","500000","400","2","25012","8"
"2","94002","12","50","200","91002","25021","10","2","1006008","90008","500000","400","2","25013","8"
"2","94002","12","50","200","91002","25021","10","2","1006009","90008","500000","400","2","25014","8"
"2","94002","12","10","200","91002","25001","10","2","1006010","90008","500000","400","2","25015","8"
"2","94002","12","50","200","91002","25021","10","2","1006011","90008","500000","400","2","25011","8"
"2","94002","12","50","200","91002","25021","10","2","1006012","90008","500000","400","2","25012","8"
"2","94002","12","50","200","91002","25021","10","2","1006013","90008","500000","400","2","25013","8"
"2","94002","12","50","200","91002","25021","10","2","1006014","90008","500000","400","2","25014","8"
"2","94002","12","50","200","91002","25021","10","2","1006015","90008","500000","400","2","25015","8"
"0","94002","12","50","200","91002","25021","10","2","1006016","90008","500000","0","2","0","8"
"0","94002","12","50","200","91002","25021","10","2","1006017","90008","500000","0","2","0","8"
"0","94002","12","50","200","91002","25021","10","2","1006018","90008","500000","0","2","0","8"
"2","94002","12","50","200","91002","25021","10","2","1007001","90008","500000","400","2","25011","8"
"2","94002","12","50","200","91002","25021","10","2","1007002","90008","500000","400","2","25012","8"
"2","94002","12","50","200","91002","25021","10","2","1007003","90008","500000","400","2","25013","8"
"2","94002","12","50","200","91002","25021","10","2","1007004","90008","500000","400","2","25014","8"
"2","94002","12","50","200","91002","25021","10","2","1007005","90008","500000","400","2","25015","8"
"2","94002","12","50","200","91002","25021","10","2","1007006","90008","500000","400","2","25011","8"
"2","94002","12","50","200","91002","25021","10","2","1007007","90008","500000","400","2","25012","8"
"2","94002","12","50","200","91002","25021","10","2","1007008","90008","500000","400","2","25013","8"
"2","94002","12","50","200","91002","25021","10","2","1007009","90008","500000","400","2","25014","8"
"2","94002","12","10","200","91002","25001","10","2","1007010","90008","500000","400","2","25015","8"
"2","94002","12","50","200","91002","25021","10","2","1007011","90008","500000","400","2","25011","8"
"2","94002","12","50","200","91002","25021","10","2","1007012","90008","500000","400","2","25012","8"
"2","94002","12","50","200","91002","25021","10","2","1007013","90008","500000","400","2","25013","8"
"2","94002","12","50","200","91002","25021","10","2","1007014","90008","500000","400","2","25014","8"
"2","94002","12","50","200","91002","25021","10","2","1007015","90008","500000","400","2","25015","8"
"0","94002","12","50","200","91002","25021","10","2","1007016","90008","500000","0","2","0","8"
"0","94002","12","50","200","91002","25021","10","2","1007017","90008","500000","0","2","0","8"
"0","94002","12","50","200","91002","25021","10","2","1007018","90008","500000","0","2","0","8"
"2","94002","12","50","200","91002","25021","10","2","1008001","90008","500000","400","2","25011","8"
"2","94002","12","50","200","91002","25021","10","2","1008002","90008","500000","400","2","25012","8"
"2","94002","12","50","200","91002","25021","10","2","1008003","90008","500000","400","2","25013","8"
"2","94002","12","50","200","91002","25021","10","2","1008004","90008","500000","400","2","25014","8"
"2","94002","12","50","200","91002","25021","10","2","1008005","90008","500000","400","2","25015","8"
"2","94002","12","50","200","91002","25021","10","2","1008006","90008","500000","400","2","25011","8"
"2","94002","12","50","200","91002","25021","10","2","1008007","90008","500000","400","2","25012","8"
"2","94002","12","50","200","91002","25021","10","2","1008008","90008","500000","400","2","25013","8"
"2","94002","12","50","200","91002","25021","10","2","1008009","90008","500000","400","2","25014","8"
"2","94002","12","10","200","91002","25001","10","2","1008010","90008","500000","400","2","25015","8"
"2","94002","12","50","200","91002","25021","10","2","1008011","90008","500000","400","2","25011","8"
"2","94002","12","50","200","91002","25021","10","2","1008012","90008","500000","400","2","25012","8"
"2","94002","12","50","200","91002","25021","10","2","1008013","90008","500000","400","2","25013","8"
"2","94002","12","50","200","91002","25021","10","2","1008014","90008","500000","400","2","25014","8"
"2","94002","12","50","200","91002","25021","10","2","1008015","90008","500000","400","2","25015","8"
"0","94002","12","50","200","91002","25021","10","2","1008016","90008","500000","0","2","0","8"
"0","94002","12","50","200","91002","25021","10","2","1008017","90008","500000","0","2","0","8"
"0","94002","12","50","200","91002","25021","10","2","1008018","90008","500000","0","2","0","8"
"2","94002","12","125","200","91002","25021","10","2","1009001","90008","500000","1000","2","25011","8"
"2","94002","12","125","200","91002","25021","10","2","1009002","90008","500000","1000","2","25012","8"
"2","94002","12","125","200","91002","25021","10","2","1009003","90008","500000","1000","2","25013","8"
"2","94002","12","125","200","91002","25021","10","2","1009004","90008","500000","1000","2","25014","8"
"2","94002","12","125","200","91002","25021","10","2","1009005","90008","500000","1000","2","25015","8"
"2","94002","12","125","200","91002","25021","10","2","1009006","90008","500000","1000","2","25011","8"
"2","94002","12","125","200","91002","25021","10","2","1009007","90008","500000","1000","2","25012","8"
"2","94002","12","125","200","91002","25021","10","2","1009008","90008","500000","1000","2","25013","8"
"2","94002","12","125","200","91002","25021","10","2","1009009","90008","500000","1000","2","25014","8"
"2","94002","12","10","200","91002","25001","10","2","1009010","90008","500000","1000","2","25015","8"
"2","94002","12","125","200","91002","25021","10","2","1009011","90008","500000","1000","2","25011","8"
"2","94002","12","125","200","91002","25021","10","2","1009012","90008","500000","1000","2","25012","8"
"2","94002","12","125","200","91002","25021","10","2","1009013","90008","500000","1000","2","25013","8"
"2","94002","12","125","200","91002","25021","10","2","1009014","90008","500000","1000","2","25014","8"
"2","94002","12","125","200","91002","25021","10","2","1009015","90008","500000","1000","2","25015","8"
"0","94002","12","125","200","91002","25021","10","2","1009016","90008","500000","0","2","0","8"
"0","94002","12","125","200","91002","25021","10","2","1009017","90008","500000","0","2","0","8"
"0","94002","12","125","200","91002","25021","10","2","1009018","90008","500000","0","2","0","8"
