07d700cfad2cd254c5d60f2e384761e1b78948b446fa6f13cfaebb6c0f69dad5,43e832b082e76477e5af71d03471289ebf0e9f1385af240a3cd767d849f3049e,3879eedbae860e81a9345f70a9637128fa45b5b24a2e82e8780ceb2815f411a7,723d02c95202ee51b1e8414ad52f4f72d4cb0004b49be070aa984765f2ca890b,12029eaa2b3c160ab8596821c00874ff0ce7c2fbb302ee7f8064c12c6e45fee0
"2","-4.9","-8.8","30020121","2"
"2","-4","-7.7","30020122","2"
"2","-3","-8.9","30020123","2"
"3","-14.2","-2.6","30020125","2"
"1","-14.2","-1","30020126","2"
"3","-13.1","0.2","30020127","2"
"1","-11.8","1.1","30020128","2"
"1","-7.4","1.2","30020131","2"
"3","-10.5","2.2","30020132","2"
"3","-8.5","2.2","30020133","2"
"1","-9.5","1.1","30020134","2"
"3","-6","0","30020135","2"
"1","-4.5","1.3","30020136","2"
"1","2.8","-1","30020141","2"
"2","0.4","-10.2","30020142","2"
"1","6.2","-2.8","30020143","2"
"1","8","-2.7","30020145","2"
"1","6.9","-4.3","30020146","2"
"3","3.8","0.9","30020147","2"
"3","6.2","0.9","30020148","2"
"3","8","0.5","30020149","2"
"3","10.4","0.5","30020150","2"
"3","8","-9.5","30020151","2"
"3","8.7","-8","30020152","2"
"1","3","-4.1","30020153","2"
"2","2.3","-12","30020154","2"
"2","3.8","-12.5","30020155","2"
"2","5.5","-12","30020156","2"
"1","11.9","-1.1","30020157","2"
"1","13","-2.5","30020158","2"
"1","13","-3.7","30020159","2"
"3","15","-3.5","30020160","2"
"3","15","-1.9","30020161","2"
"2","15","-9","30020162","2"
"2","16","-7.6","30020163","2"
"2","17","-9.1","30020164","2"
"2","18.1","-7.6","30020165","2"
"2","18.7","-9.1","30020166","2"
"1","16.5","-1.1","30020167","2"
"1","18.2","0","30020168","2"
"1","19.5","-0.8","30020169","2"
"3","21","1","30020170","2"
"3","23","1","30020171","2"
"3","10","-10","30020172","2"
"3","11.5","-10.8","30020173","2"
"3","13","-10","30020174","2"
"1","17.4","-11.3","30020176","2"
"3","16","-12","30020177","2"
"1","14.4","-11.3","30020178","2"
"2","10.1","-13.9","30020179","2"
"2","8.5","-13.2","30020180","2"
"991003","-10.2","-9.2","30020189","2"
"991004","-10.2","-8.7","30020190","2"
"991003","2.8","-9.4","30020193","2"
"991004","2.8","-8.3","30020194","2"
"991001","9.9","-5.7","30020197","2"
"991002","10.3","-5.7","30020198","2"
"990001","16","-6.5","30020199","2"
"991001","11.8","-16.6","30020204","2"
"991002","12.2","-16.6","30020205","2"
"991003","-8.2","-20.6","30020209","2"
"990001","-11","-4.5","30020213","2"
"991003","-3.2","-2.11","30020214","2"
"991004","-3.2","-1.7","30020215","2"
"3","-3","1.9","30020216","2"
"1","-1.2","1.2","30020217","2"
"3","1.3","0.9","30020218","2"
"2","-4.5","-6.1","30020219","2"
"2","-3.7","-4.7","30020220","2"
"991001","-22.2","-15.2","30020221","2"
"991002","-21.8","-15.2","30020222","2"
"991001","-0.2","-18.6","30020223","2"
"991002","0.2","-18.6","30020224","2"
"991001","21.5","-8.6","30020225","2"
"991002","22.5","-8.6","30020226","2"
"991003","21.4","-16.6","30020227","2"
"991002","22.6","-15.3","30020228","2"
"991003","20.7","-4.1","30020229","2"
"991002","21","-3.6","30020230","2"
"991003","-15.7","-8","30020231","2"
"991002","-14.3","-7.3","30020232","2"
"991001","-22.7","-10.6","30020233","2"
"991002","-21.3","-10.6","30020234","2"
"11","7","-23.6","30030001","3"
"12","16","-20.7","30030003","3"
"13","6.4","-21.8","30030005","3"
"13","8.4","-21.8","30030006","3"
"11","4","-21","30030007","3"
"11","1.6","-15.7","30030008","3"
"11","3.5","-16.7","30030009","3"
"13","1.5","-21.9","30030010","3"
"13","2.7","-23.7","30030011","3"
"13","-3","-23.7","30030012","3"
"12","-5.9","-22.8","30030018","3"
"11","-10.5","-21.6","30030019","3"
"13","-11.5","-19.7","30030020","3"
"13","-13.5","-19.7","30030021","3"
"13","-9.5","-19.7","30030022","3"
"12","-16.1","-23.8","30030023","3"
"11","-18.7","-23.8","30030024","3"
"11","-21","-21.8","30030025","3"
"12","-19.4","-16.1","30030027","3"
"13","-11.1","-3.8","30030036","3"
"13","-14.9","-3.7","30030037","3"
"12","-10.4","-11.7","30030043","3"
"12","-10.4","-13.6","30030044","3"
"12","-15.1","-4.8","30030045","3"
"13","-8.9","-8.4","30030046","3"
"13","-8.9","-4.7","30030048","3"
"11","-10.1","1.3","30030054","3"
"13","-5.1","-3.2","30030058","3"
"12","4.1","-6.3","30030062","3"
"11","13","-4","30030064","3"
"11","11.9","-2.6","30030065","3"
"13","15.3","-6.4","30030067","3"
"13","16.4","-9.7","30030068","3"
"13","18.8","-5.7","30030069","3"
"11","16","-23.8","30030073","3"
"13","17.9","-19.5","30030076","3"
"13","17.9","-17.8","30030077","3"
"990002","21.4","-10.8","30030079","3"
"990001","5","-23.7","30030080","3"
"990001","-14.1","-9.4","30030081","3"
"990001","6.9","-9.6","30030082","3"
"11","1.8","-13","30030083","3"
"13","8.5","-12.7","30030085","3"
"13","8.5","-16.7","30030086","3"
"12","11.5","-13.8","30030087","3"
"12","9.8","-13.7","30030088","3"
"13","-0.5","-3.7","30030089","3"
"13","0.6","-3.7","30030090","3"
"12","-6.5","-7.3","30030091","3"
"12","-5.4","-6.1","30030092","3"
"13","-6.5","-6.2","30030093","3"
"13","-5.5","-7.5","30030094","3"
"13","-11.1","-5.8","30030095","3"
"11","-11.1","-7.2","30030097","3"
"12","-20","-11.4","30030098","3"
"12","-20.1","-9.2","30030099","3"
"13","-17.5","-9.7","30030100","3"
"13","-15.5","-9.7","30030101","3"
"13","-17.5","-21.5","30030102","3"
"13","-16.1","-20.1","30030103","3"
"12","-17.5","-20.1","30030104","3"
"13","-2.1","-21.9","30030106","3"
"11","15.8","-18.6","30030107","3"
"11","18.8","-22.2","30030108","3"
"12","22.2","-15.8","30030109","3"
"12","20.1","-15.8","30030110","3"
"12","17.9","-15.8","30030111","3"
"12","16.8","-1.8","30030115","3"
"11","1","-10.6","30030116","3"
"11","2.5","-10.6","30030117","3"
"13","9","0.1","30030118","3"
"13","7.5","0.1","30030119","3"
"11","4.8","-0.6","30030120","3"
"12","19.4","-1.8","30030121","3"
"12","21.7","-1.8","30030122","3"
"13","20.5","-1.7","30030123","3"
"13","18.1","-1.7","30030124","3"
"11","15.7","1.2","30030125","3"
"13","18.5","0.3","30030126","3"
"13","20.1","0.3","30030127","3"
"13","21.5","0.3","30030128","3"
"13","20","-11.5","30030130","3"
"11","-4","-10.1","30030132","3"
"12","-8","-22.8","30030135","3"
"11","-13.2","-15.8","30030137","3"
"11","-11.2","-15.7","30030138","3"
"12","-4","-12","30030139","3"
"13","10.4","-16.7","30030140","3"
"11","-12.6","-21.6","30030141","3"
"11","-22","-16.4","30030144","3"
"11","-22","-18.7","30030145","3"
"13","-5.1","-1.9","30030146","3"
"13","-5.1","-0.4","30030147","3"
"11","-7","-0.8","30030148","3"
"11","-7","-2.4","30030149","3"
"11","13.6","1.3","30030150","3"
"11","8.5","-1.7","30030151","3"
"11","10","-2.6","30030152","3"
"12","13","-6.2","30030153","3"
"13","13.1","-9","30030154","3"
"13","13.1","-7.6","30030155","3"
"12","17.5","-5.8","30030156","3"
"12","20.1","-5.8","30030157","3"
"11","21.5","-5.6","30030158","3"
"11","23","-5.6","30030159","3"
"12","20","-12.8","30030160","3"
"12","5.5","-18.8","30030161","3"
"11","7.5","-18.7","30030162","3"
"12","9.5","-18.8","30030163","3"
"11","11.5","-18.6","30030164","3"
"13","12.5","-18.7","30030165","3"
"13","14.1","-18.7","30030166","3"
"12","-16.1","-21.3","30030167","3"
"13","-6","-14.8","30030168","3"
"12","-4.5","-14.8","30030169","3"
"13","-3","-14.8","30030170","3"
"12","-1.5","-14.8","30030171","3"
"11","-17.5","-16.6","30030172","3"
"11","-14.9","-16.6","30030174","3"
"11","-18.5","-6.9","30030175","3"
"11","-16.5","-6.9","30030176","3"
"12","-9.1","-6.6","30030177","3"
"13","-14.9","-6.1","30030178","3"
"13","-21.8","-20.6","30030179","3"
"13","-21.9","-14.9","30030180","3"
"11","10","-23.6","30030181","3"
"13","19","-15.7","30030182","3"
"13","21.1","-15.7","30030183","3"
"11","23.8","-11.8","30030184","3"
"11","23.8","-13.7","30030185","3"
"990001","-8","-4.6","30040001","4"
"990002","-6.6","2.9","30040002","4"
"990001","11","-21.6","30040003","4"
"990001","-4","-21.6","30040004","4"
"991001","-9.8","-21.7","30040005","4"
"991001","-12.2","-16","30040006","4"
"991002","-11.8","-16","30040007","4"
"991003","-15.2","-12.6","30040008","4"
"991004","-15.2","-11.1","30040009","4"
"991003","-14.8","-8.7","30040010","4"
"991004","-14.8","-7.1","30040011","4"
"991001","-17.2","-1","30040012","4"
"991002","-16.8","-1","30040013","4"
"991004","-17.8","6","30040015","4"
"991002","-16.2","5.3","30040016","4"
"991003","-0.8","3.4","30040019","4"
"991002","0.8","3.9","30040020","4"
"991001","10.8","-2.7","30040021","4"
"991002","11.2","-2.7","30040022","4"
"991001","10.3","-6.1","30040023","4"
"991002","11.8","-6.1","30040024","4"
"991001","10.2","-13.1","30040025","4"
"991003","11.8","-13.7","30040026","4"
"991001","5.1","-21.7","30040027","4"
"991004","6.9","-20","30040028","4"
"991001","4.8","-11","30040029","4"
"991002","5.2","-11","30040030","4"
"991001","-3.2","-11.7","30040031","4"
"991002","-2.8","-11.7","30040032","4"
"991001","-3.8","-15.1","30040033","4"
"991002","-2.1","-15.1","30040034","4"
"11","-11.2","-22","30040035","4"
"11","-10.1","-17.9","30040037","4"
"11","-7.4","-19","30040038","4"
"12","-15.6","-15.4","30040040","4"
"12","-8.4","-15.4","30040041","4"
"11","-10","-11.9","30040042","4"
"13","-13.6","-10.8","30040043","4"
"11","-16.9","-13.8","30040044","4"
"11","-19.2","-13.6","30040045","4"
"11","-19.7","-12.9","30040046","4"
"11","-21.3","-11","30040047","4"
"12","-21.3","-9.1","30040048","4"
"11","-18","-9","30040049","4"
"13","-18.7","-6.5","30040050","4"
"11","-16.4","-8.8","30040051","4"
"13","-12.4","-7.9","30040052","4"
"11","-11.5","-9.8","30040053","4"
"11","-9.5","-9.3","30040054","4"
"11","-6.2","-9.1","30040055","4"
"12","-7.4","-9","30040056","4"
"11","-4.6","-7.7","30040057","4"
"13","-7.3","-6.5","30040058","4"
"11","-9.1","-4.9","30040061","4"
"11","-16.5","-5.3","30040062","4"
"12","-10.5","-5","30040063","4"
"12","-12.5","-5","30040064","4"
"12","-14.5","-5","30040065","4"
"11","-18.3","-3.9","30040066","4"
"11","-19.4","-3","30040067","4"
"13","-18.2","-2.9","30040068","4"
"11","-18.4","0.4","30040069","4"
"11","-15.3","1.9","30040070","4"
"12","-17","1.9","30040071","4"
"11","-21.4","-0.5","30040072","4"
"11","-21.2","1.2","30040073","4"
"11","-21.5","2.9","30040074","4"
"11","-19.6","4.8","30040075","4"
"13","-15.6","4.4","30040076","4"
"13","-13","-2.7","30040077","4"
"11","-18.3","7.2","30040078","4"
"11","-16.9","8.9","30040079","4"
"12","-12.1","8.1","30040080","4"
"11","-14.7","9","30040081","4"
"11","-8.1","6.6","30040082","4"
"11","-8.3","4.2","30040083","4"
"11","-7.6","1.7","30040084","4"
"13","-7.6","-0.6","30040085","4"
"12","-3.9","2.1","30040088","4"
"11","-4","5","30040089","4"
"11","-6.8","8","30040090","4"
"11","-4.5","8.6","30040091","4"
"11","-3.6","8.1","30040092","4"
"11","-0.7","8","30040093","4"
"12","-1.3","4.9","30040094","4"
"11","-1.6","1.9","30040095","4"
"13","-0.3","0.1","30040096","4"
"11","0.8","0.1","30040097","4"
"11","7.1","1","30040099","4"
"13","4.4","0.9","30040100","4"
"11","5.8","0.9","30040101","4"
"11","2.2","5.1","30040102","4"
"11","8.7","0.8","30040106","4"
"11","12.8","5.4","30040108","4"
"12","10.5","6","30040109","4"
"11","13.4","2.9","30040110","4"
"11","13","0.8","30040111","4"
"13","11.1","-3.8","30040112","4"
"11","7.6","-2.4","30040113","4"
"11","8.1","-5.8","30040114","4"
"12","7.5","-4.5","30040115","4"
"12","14.2","-5.8","30040116","4"
"13","14.5","-2.9","30040117","4"
"11","8.8","-8.6","30040118","4"
"13","9.5","-10.6","30040119","4"
"13","13.7","-9.4","30040120","4"
"11","15","-10","30040121","4"
"11","15.5","-12.1","30040122","4"
"11","13.1","-14.7","30040123","4"
"13","12.8","-16.5","30040124","4"
"13","13.4","-17.8","30040125","4"
"11","8.5","-14.3","30040126","4"
"11","8.1","-16.4","30040127","4"
"11","9","-19","30040128","4"
"11","9","-12.1","30040129","4"
"11","9.7","-22.1","30040130","4"
"11","13","-22","30040131","4"
"13","12.7","-19.9","30040132","4"
"12","7.3","-22.1","30040133","4"
"11","3.7","-22.3","30040134","4"
"11","2.4","-22","30040135","4"
"11","0.5","-19.9","30040136","4"
"13","3.4","-19.4","30040137","4"
"13","4.7","-18.4","30040138","4"
"13","3.8","-17.5","30040139","4"
"11","0","-18","30040140","4"
"11","1","-15","30040141","4"
"11","2.3","-13.8","30040142","4"
"12","3.4","-13.1","30040143","4"
"13","1","-13","30040144","4"
"13","0.4","-10.9","30040145","4"
"12","5","-9.7","30040146","4"
"13","3.3","-9.3","30040147","4"
"11","0.4","-9.3","30040148","4"
"11","2","-6","30040149","4"
"11","3.4","-5.2","30040150","4"
"13","1.3","-4.5","30040151","4"
"11","-1","-3","30040154","4"
"11","-6.5","-11.3","30040155","4"
"12","-6.5","-13.8","30040156","4"
"12","-5.6","-17.1","30040157","4"
"11","-5.5","-18.6","30040158","4"
"11","-2.3","-22.4","30040159","4"
"12","-6.8","-22.2","30040160","4"
"11","-5","-22.5","30040161","4"
"13","-1.5","-20.2","30040162","4"
"11","-15.5","-18.8","30040163","4"
"11","-15","-21","30040164","4"
"13","-16","-20","30040165","4"
"11","4","5.8","30040166","4"
"11","9","6","30040167","4"
"13","7","6.4","30040168","4"
"13","5.2","6.2","30040169","4"
"11","1.5","-1","30040170","4"
"13","4.4","-2.3","30040171","4"
"11","2.8","-3.9","30040172","4"
"990001","17.1","-22.5","30050013","5"
"991004","-8.2","-19","30050074","5"
"990001","-16","-22.5","30050076","5"
"991003","2.8","-9.4","30050193","5"
"991004","2.8","-8.3","30050194","5"
"991001","11.8","-16.6","30050204","5"
"991002","12.2","-16.6","30050205","5"
"991003","-8.2","-20.6","30050209","5"
"990001","-11","-4.5","30050213","5"
"991003","-6.4","1.7","30050214","5"
"991004","-6.4","2.2","30050215","5"
"991001","-22.2","-15.2","30050221","5"
"991002","-21.8","-15.2","30050222","5"
"991001","-0.2","-18.6","30050223","5"
"991002","0.2","-18.6","30050224","5"
"991001","-22.7","-10.6","30050233","5"
"991002","-21.3","-10.6","30050234","5"
"990001","12","-2.7","30050235","5"
"991006","-4.2","-16.7","30050236","5"
"991006","-5.7","-16.7","30050237","5"
"13","-25.5","24.3","30050238","5"
"11","-25.2","24.5","30050239","5"
"13","8.2","-22.8","30050240","5"
"11","7.1","-22.7","30050241","5"
"11","5","-22.7","30050242","5"
"13","4.8","-21.5","30050243","5"
"13","6","-22.8","30050244","5"
"12","-25.4","24.4","30050245","5"
"12","4.5","-19.2","30050246","5"
"13","9","-17","30050247","5"
"13","9","-16","30050248","5"
"13","9","-18","30050249","5"
"11","2.9","-15.6","30050250","5"
"11","3","-17.8","30050251","5"
"12","7.5","-14.1","30050252","5"
"12","7.5","-11.9","30050253","5"
"13","5.4","-11.7","30050254","5"
"13","3.5","-11.7","30050255","5"
"11","1.5","-10.9","30050256","5"
"11","-0.5","-10.9","30050257","5"
"12","3.5","-14.4","30050258","5"
"12","1.5","-14.3","30050259","5"
"12","1.6","-21.3","30050260","5"
"11","1.6","-22.8","30050261","5"
"12","-0.5","-24","30050262","5"
"12","-2.7","-24","30050263","5"
"13","-4","-16","30050264","5"
"13","-5","-16","30050265","5"
"13","-6","-16","30050266","5"
"13","-4","-18","30050267","5"
"13","-5","-18","30050268","5"
"13","-6","-18","30050269","5"
"11","-7","-21","30050270","5"
"12","-5.5","-19.8","30050271","5"
"12","-9.3","-17.1","30050272","5"
"12","-10.6","-16.3","30050273","5"
"12","-12.2","-17.2","30050274","5"
"11","-10","-22","30050275","5"
"11","-12","-22","30050276","5"
"12","-14.4","-16.8","30050277","5"
"11","-16.6","-15.9","30050278","5"
"11","-19.5","-16","30050279","5"
"12","-18.1","-16","30050280","5"
"12","-19","-14","30050281","5"
"12","-17","-13","30050282","5"
"12","-16.6","-14.7","30050283","5"
"11","-24.1","-13.5","30050284","5"
"11","-24","-15.7","30050285","5"
"11","-23.5","-20.4","30050286","5"
"11","-23.5","-17.8","30050287","5"
"12","-20","-22","30050288","5"
"12","-22","-22","30050289","5"
"13","-23.2","-19.3","30050290","5"
"13","-23","-13","30050291","5"
"12","-23","-11.8","30050292","5"
"13","-23","-11","30050293","5"
"11","-20.1","-12.4","30050294","5"
"11","-20","-11","30050295","5"
"11","-19.3","-9.5","30050296","5"
"12","-19.3","-8.4","30050297","5"
"11","-19.1","-6.8","30050299","5"
"13","-20.4","-6.5","30050300","5"
"12","-19.2","-4.2","30050301","5"
"12","-20.6","-4.1","30050302","5"
"12","-23.4","-5.9","30050303","5"
"11","-23.4","-4.1","30050304","5"
"11","-23.4","-1.4","30050305","5"
