b78a064a00edc38a5725cc592b379f66f331a4220757ab948435ff1377b06251,7c29e67816e8b8e3c6bb17e8a4c412771bc07369e28aa639bf056af5877dd302,f76a23122ed8f0c5173aad9e86a3667a586539634cf170b37a1d4e9f288114cb,f78ff32f25c4341f508de555aa5542b6007223f46ec944fca3e6f89cf6a6cfac,cf933d6f3f34ccc478556a3a47a338edf0d0139af84021ec23df255729568a44,6f91238c4ec1426d3f86b0aaf56ffb4864748c0db781b54c17c5cb973e935e36,40afef8909bd1aaf39e02a96e12a68c991215ef9a64291d0a4fdfbcac391c019,e91e91a0c92b36c50d1b1f8744a0c04a3b31d121fa55bbd030192aa4baca1b21,c3853705277372fd2a6dc8978904816d69544df6a9cac1beb9a652dd92c96389,2db5933fa83778954d2e1a3755b24406a29542b51da814129fa7faa7a46cdf32,d47b8f30b3389228f1173d9a85fd865c2b193ca7ef19aa0cd7bdc6fda54adc38,1da7a396ac78fbf57556219603144a18ec6ba49230ba2b135d84cbf5648851cb
"92408","90","1","0","0","924083104","92408130","924081400","92408140","924082104","4","3"
"92408","90","1","92408220","500000000","924083201","0","924082100","92408210","924082201","1","1"
"92408","90","1","92408230","1000000000","924083202","92408210","924082200","92408220","924082202","2","2"
"92408","90","1","92408240","1500000000","924083203","92408220","924082300","92408230","924082203","3","3"
"92408","90","1","0","0","924083204","92408230","924082400","92408240","924082204","4","3"
"92408","90","1","92408320","500000000","924083301","0","924083100","92408310","924082301","1","1"
"92408","90","1","92408330","1000000000","924083302","92408310","924083200","92408320","924082302","2","2"
"92408","90","1","92408340","1500000000","924083303","92408320","924083300","92408330","924082303","3","3"
"92408","90","1","0","0","924083304","92408330","924083400","92408340","924082304","4","3"
"92409","90","1","92409120","500000000","924093101","0","924091100","92409110","924092101","1","1"
"92409","90","1","92409130","1000000000","924093102","92409110","924091200","92409120","924092102","2","2"
"92409","90","1","92409140","1500000000","924093103","92409120","924091300","92409130","924092103","3","3"
"92409","90","1","0","0","924093104","92409130","924091400","92409140","924092104","4","4"
"92409","90","1","92409220","500000000","924093201","0","924092100","92409210","924092201","1","1"
"92409","90","1","92409230","1000000000","924093202","92409210","924092200","92409220","924092202","2","2"
"92409","90","1","92409240","1500000000","924093203","92409220","924092300","92409230","924092203","3","3"
"92409","90","1","0","0","924093204","92409230","924092400","92409240","924092204","4","4"
"92409","90","1","92409320","500000000","924093301","0","924093100","92409310","924092301","1","1"
"92409","90","1","92409330","1000000000","924093302","92409310","924093200","92409320","924092302","2","2"
"92409","90","1","92409340","1500000000","924093303","92409320","924093300","92409330","924092303","3","3"
"92409","90","1","0","0","924093304","92409330","924093400","92409340","924092304","4","4"
"92410","90","1","92410120","500000000","924103101","0","924101100","92410110","924102101","1","1"
"92410","90","1","92410130","1000000000","924103102","92410110","924101200","92410120","924102102","2","2"
"92410","90","1","92410140","1500000000","924103103","92410120","924101300","92410130","924102103","3","3"
"92410","90","1","0","0","924103104","92410130","924101400","92410140","924102104","4","4"
"92410","90","1","92410220","500000000","924103201","0","924102100","92410210","924102201","1","1"
"92410","90","1","92410230","1000000000","924103202","92410210","924102200","92410220","924102202","2","2"
"92410","90","1","92410240","1500000000","924103203","92410220","924102300","92410230","924102203","3","3"
"92410","90","1","0","0","924103204","92410230","924102400","92410240","924102204","4","4"
"92410","90","1","92410320","500000000","924103301","0","924103100","92410310","924102301","1","1"
"92410","90","1","92410330","1000000000","924103302","92410310","924103200","92410320","924102302","2","2"
"92410","90","1","92410340","1500000000","924103303","92410320","924103300","92410330","924102303","3","3"
"92410","90","1","0","0","924103304","92410330","924103400","92410340","924102304","4","4"
"92411","90","1","92411120","500000000","924113101","0","924111100","92411110","924112101","1","1"
"92411","90","1","92411130","1000000000","924113102","92411110","924111200","92411120","924112102","2","2"
"92411","90","1","92411140","1500000000","924113103","92411120","924111300","92411130","924112103","3","3"
"92411","90","1","0","0","924113104","92411130","924111400","92411140","924112104","4","4"
"92411","90","1","92411220","500000000","924113201","0","924112100","92411210","924112201","1","1"
"92411","90","1","92411230","1000000000","924113202","92411210","924112200","92411220","924112202","2","2"
"92411","90","1","92411240","1500000000","924113203","92411220","924112300","92411230","924112203","3","3"
"92411","90","1","0","0","924113204","92411230","924112400","92411240","924112204","4","4"
"92411","90","1","92411320","500000000","924113301","0","924113100","92411310","924112301","1","1"
"92411","90","1","92411330","1000000000","924113302","92411310","924113200","92411320","924112302","2","2"
"92411","90","1","92411340","1500000000","924113303","92411320","924113300","92411330","924112303","3","3"
"92411","90","1","0","0","924113304","92411330","924113400","92411340","924112304","4","4"
"92412","90","1","92412120","500000000","924123101","0","924121100","92412110","924122101","1","1"
"92412","90","1","92412130","1000000000","924123102","92412110","924121200","92412120","924122102","2","2"
"92412","90","1","92412140","1500000000","924123103","92412120","924121300","92412130","924122103","3","3"
"92412","90","1","0","0","924123104","92412130","924121400","92412140","924122104","4","4"
"92412","90","1","92412220","500000000","924123201","0","924122100","92412210","924122201","1","1"
"92412","90","1","92412230","1000000000","924123202","92412210","924122200","92412220","924122202","2","2"
"92412","90","1","92412240","1500000000","924123203","92412220","924122300","92412230","924122203","3","3"
"92412","90","1","0","0","924123204","92412230","924122400","92412240","924122204","4","4"
"92412","90","1","92412320","500000000","924123301","0","924123100","92412310","924122301","1","1"
"92412","90","1","92412330","1000000000","924123302","92412310","924123200","92412320","924122302","2","2"
"92412","90","1","92412340","1500000000","924123303","92412320","924123300","92412330","924122303","3","3"
"92412","90","1","0","0","924123304","92412330","924123400","92412340","924122304","4","4"
"92414","90","1","92414120","500000000","924143101","0","924141100","92414110","924142101","1","1"
"92414","90","1","92414130","1000000000","924143102","92414110","924141200","92414120","924142102","2","2"
"92414","90","1","92414140","1500000000","924143103","92414120","924141300","92414130","924142103","3","3"
"92414","90","1","0","0","924143104","92414130","924141400","92414140","924142104","4","4"
"92414","90","1","92414220","500000000","924143201","0","924142100","92414210","924142201","1","1"
"92414","90","1","92414230","1000000000","924143202","92414210","924142200","92414220","924142202","2","2"
"92414","90","1","92414240","1500000000","924143203","92414220","924142300","92414230","924142203","3","3"
"92414","90","1","0","0","924143204","92414230","924142400","92414240","924142204","4","4"
"92414","90","1","92414320","500000000","924143301","0","924143100","92414310","924142301","1","1"
"92414","90","1","92414330","1000000000","924143302","92414310","924143200","92414320","924142302","2","2"
"92414","90","1","92414340","1500000000","924143303","92414320","924143300","92414330","924142303","3","3"
"92414","90","1","0","0","924143304","92414330","924143400","92414340","924142304","4","4"
"92415","90","1","92415120","500000000","924153101","0","924151100","92415110","924152101","1","1"
"92415","90","1","92415130","1000000000","924153102","92415110","924151200","92415120","924152102","2","2"
"92415","90","1","92415140","1500000000","924153103","92415120","924151300","92415130","924152103","3","3"
"92415","90","1","0","0","924153104","92415130","924151400","92415140","924152104","4","4"
"92415","90","1","92415220","500000000","924153201","0","924152100","92415210","924152201","1","1"
"92415","90","1","92415230","1000000000","924153202","92415210","924152200","92415220","924152202","2","2"
"92415","90","1","92415240","1500000000","924153203","92415220","924152300","92415230","924152203","3","3"
"92415","90","1","0","0","924153204","92415230","924152400","92415240","924152204","4","4"
"92415","90","1","92415320","500000000","924153301","0","924153100","92415310","924152301","1","1"
"92415","90","1","92415330","1000000000","924153302","92415310","924153200","92415320","924152302","2","2"
"92415","90","1","92415340","1500000000","924153303","92415320","924153300","92415330","924152303","3","3"
"92415","90","1","0","0","924153304","92415330","924153400","92415340","924152304","4","4"
"92416","90","1","92416120","500000000","924163101","0","924161100","92416110","924162101","1","1"
"92416","90","1","92416130","1000000000","924163102","92416110","924161200","92416120","924162102","2","2"
"92416","90","1","92416140","1500000000","924163103","92416120","924161300","92416130","924162103","3","3"
"92416","90","1","0","0","924163104","92416130","924161400","92416140","924162104","4","4"
"92416","90","1","92416220","500000000","924163201","0","924162100","92416210","924162201","1","1"
"92416","90","1","92416230","1000000000","924163202","92416210","924162200","92416220","924162202","2","2"
"92416","90","1","92416240","1500000000","924163203","92416220","924162300","92416230","924162203","3","3"
"92416","90","1","0","0","924163204","92416230","924162400","92416240","924162204","4","4"
"92416","90","1","92416320","500000000","924163301","0","924163100","92416310","924162301","1","1"
"92416","90","1","92416330","1000000000","924163302","92416310","924163200","92416320","924162302","2","2"
"92416","90","1","92416340","1500000000","924163303","92416320","924163300","92416330","924162303","3","3"
"92416","90","1","0","0","924163304","92416330","924163400","92416340","924162304","4","4"
"92417","90","1","92417120","500000000","924173101","0","924171100","92417110","924172101","1","1"
"92417","90","1","92417130","1000000000","924173102","92417110","924171200","92417120","924172102","2","2"
"92417","90","1","92417140","1500000000","924173103","92417120","924171300","92417130","924172103","3","3"
"92417","90","1","0","0","924173104","92417130","924171400","92417140","924172104","4","4"
"92417","90","1","92417220","500000000","924173201","0","924172100","92417210","924172201","1","1"
"92417","90","1","92417230","1000000000","924173202","92417210","924172200","92417220","924172202","2","2"
"92417","90","1","92417240","1500000000","924173203","92417220","924172300","92417230","924172203","3","3"
"92417","90","1","0","0","924173204","92417230","924172400","92417240","924172204","4","4"
"92417","90","1","92417320","500000000","924173301","0","924173100","92417310","924172301","1","1"
"92417","90","1","92417330","1000000000","924173302","92417310","924173200","92417320","924172302","2","2"
"92417","90","1","92417340","1500000000","924173303","92417320","924173300","92417330","924172303","3","3"
"92417","90","1","0","0","924173304","92417330","924173400","92417340","924172304","4","4"
"92418","90","1","92418120","500000000","924183101","0","924181100","92418110","924182101","1","1"
"92418","90","1","92418130","1000000000","924183102","92418110","924181200","92418120","924182102","2","2"
"92418","90","1","92418140","1500000000","924183103","92418120","924181300","92418130","924182103","3","3"
"92418","90","1","0","0","924183104","92418130","924181400","92418140","924182104","4","4"
"92418","90","1","92418220","500000000","924183201","0","924182100","92418210","924182201","1","1"
"92418","90","1","92418230","1000000000","924183202","92418210","924182200","92418220","924182202","2","2"
"92418","90","1","92418240","1500000000","924183203","92418220","924182300","92418230","924182203","3","3"
"92418","90","1","0","0","924183204","92418230","924182400","92418240","924182204","4","4"
"92418","90","1","92418320","500000000","924183301","0","924183100","92418310","924182301","1","1"
"92418","90","1","92418330","1000000000","924183302","92418310","924183200","92418320","924182302","2","2"
"92418","90","1","92418340","1500000000","924183303","92418320","924183300","92418330","924182303","3","3"
"92418","90","1","0","0","924183304","92418330","924183400","92418340","924182304","4","4"
"92419","90","1","92419120","500000000","924193101","0","924191100","92419110","924192101","1","1"
"92419","90","1","92419130","1000000000","924193102","92419110","924191200","92419120","924192102","2","2"
"92419","90","1","92419140","1500000000","924193103","92419120","924191300","92419130","924192103","3","3"
"92419","90","1","0","0","924193104","92419130","924191400","92419140","924192104","4","4"
"92419","90","1","92419220","500000000","924193201","0","924192100","92419210","924192201","1","1"
"92419","90","1","92419230","1000000000","924193202","92419210","924192200","92419220","924192202","2","2"
"92419","90","1","92419240","1500000000","924193203","92419220","924192300","92419230","924192203","3","3"
"92419","90","1","0","0","924193204","92419230","924192400","92419240","924192204","4","4"
"92419","90","1","92419320","500000000","924193301","0","924193100","92419310","924192301","1","1"
"92419","90","1","92419330","1000000000","924193302","92419310","924193200","92419320","924192302","2","2"
"92419","90","1","92419340","1500000000","924193303","92419320","924193300","92419330","924192303","3","3"
"92419","90","1","0","0","924193304","92419330","924193400","92419340","924192304","4","4"
"92420","90","1","92420120","500000000","924203101","0","924201100","92420110","924202101","1","1"
"92420","90","1","92420130","1000000000","924203102","92420110","924201200","92420120","924202102","2","2"
"92420","90","1","92420140","1500000000","924203103","92420120","924201300","92420130","924202103","3","3"
"92420","90","1","0","0","924203104","92420130","924201400","92420140","924202104","4","4"
"92420","90","1","92420220","500000000","924203201","0","924202100","92420210","924202201","1","1"
"92420","90","1","92420230","1000000000","924203202","92420210","924202200","92420220","924202202","2","2"
"92420","90","1","92420240","1500000000","924203203","92420220","924202300","92420230","924202203","3","3"
"92420","90","1","0","0","924203204","92420230","924202400","92420240","924202204","4","4"
"92420","90","1","92420320","500000000","924203301","0","924203100","92420310","924202301","1","1"
"92420","90","1","92420330","1000000000","924203302","92420310","924203200","92420320","924202302","2","2"
"92420","90","1","92420340","1500000000","924203303","92420320","924203300","92420330","924202303","3","3"
"92420","90","1","0","0","924203304","92420330","924203400","92420340","924202304","4","4"
"92413","90","1","92501120","500000000","925013101","0","925011100","92501110","925012101","1","1"
"92413","90","1","92501130","1000000000","925013102","92501110","925011200","92501120","925012102","2","2"
"92413","90","1","92501140","1500000000","925013103","92501120","925011300","92501130","925012103","3","3"
"92413","90","1","0","0","925013104","92501130","925011400","92501140","925012104","4","4"
"92413","90","1","92501220","500000000","925013201","0","925012100","92501210","925012201","1","1"
"92413","90","1","92501230","1000000000","925013202","92501210","925012200","92501220","925012202","2","2"
"92413","90","1","92501240","1500000000","925013203","92501220","925012300","92501230","925012203","3","3"
"92413","90","1","0","0","925013204","92501230","925012400","92501240","925012204","4","4"
"92413","90","1","92501320","500000000","925013301","0","925013100","92501310","925012301","1","1"
"92413","90","1","92501330","1000000000","925013302","92501310","925013200","92501320","925012302","2","2"
"92413","90","1","92501340","1500000000","925013303","92501320","925013300","92501330","925012303","3","3"
"92413","90","1","0","0","925013304","92501330","925013400","92501340","925012304","4","4"
