e8abe84008bace5b6abae3df2221662d8455056afcc89824eb1fd00e6d2b1285,07fe82521389c79e888e93c613db2885cc73ac8e1a83cc5fd25009432002c3d2,47c92fdb98f959ad2488b5256863ec9051313968497511fa6fe28cb746e1bf1b,51d87f74c2721bbe8ede99b3cb5ba65e977eb1b59b3d46865949d1c333c4840c,c779abfded361676e0334c2ec03eaea75f0b2edfcbed0080911f0f90b12cdb52,a6dcc42514b1a6de69beac5243ddb9970d6f35bbfec521ebf6b16a6c79a1b333,9c3b36005f4feb64c164bf5fd3d6e12a2d747f037e6e65bb4954ca5d0afa9425,f4e2cf8e0dec3ace79b35ebe68da9a359d60c9c18e0e25c51efaeac56953a42e,bd2f34202a2e1aff8c0447ad66254e08cb87c3b71c1871e44498298587bd5022,f2cd3c4ab1cc8d04312244d302eff36889c8fac8305577c40cb58fdce4261344,32610ab0df055f6f80ae026df69d573b9a0d9c35a53fa425a10cf371b30b3764
"-68","1","42","20051","102","105611","0.8","travel_topdrama_r_2000_idle_arm_crossed","1200510002","1","1"
"-75","0","0","20051","110","0","1","mana","1200510003","0","5"
"","0","","20051","","","","","1200510004","","91"
"","10","","20051","","0","","","1200510005","","93"
"","1200510005","","20051","","","","","1200510006","","101"
"","0","","20051","0","none","0","","1200510007","","3"
"","0","","20051","","","","","1200510008","","91"
"","100911","","20052","","103","","","1200520001","","13"
"","105611","","20052","","104","","","1200520002","","13"
"1","100911","","20052","1","travel_topdrama_r_2000_talk_thinking","0.2","","1200520003","","3"
"","vo_travel_talk","0","20052","0","vo_travel_talk_20005_00","","","1200520004","","21"
"1","100911","1","20052","10","潛在我內心的黑暗在訴說著……\n眾多的命運的線條會複雜的纏繞著，\n這趟旅程將會成為壯大的冒險記！","0","0","1200520005","0","11"
"","0","","20052","","","","","1200520006","","91"
"","100911","","20052","1","travel_topdrama_r_2000_idle_thinking","0.2","","1200520007","","3"
"1","105611","travel_topdrama_r_2000_talk_arm_crossed_loop","20052","0","travel_topdrama_r_2000_talk_arm_crossed_in","0.2","","1200520008","","3"
"","vo_travel_talk","0","20052","0","vo_travel_talk_20005_01","","","1200520009","","21"
"1","105611","1","20052","10","這樣啊。\n那麼首先，妳可以先接受\n去收集柴火的命運嗎？","0","0","1200520010","0","11"
"","0","","20052","","","","","1200520011","","91"
"","105611","","20052","1","travel_topdrama_r_2000_idle_arm_crossed","0.2","","1200520012","","3"
"1","100911","travel_topdrama_r_2000_talk_doya_loop","20052","0","travel_topdrama_r_2000_talk_doya_in_blink","0.2","","1200520013","","3"
"","vo_travel_talk","0","20052","0","vo_travel_talk_20005_02","","","1200520014","","21"
"1","100911","1","20052","10","哼，那命運的話早就已經接受了！\n……但是，那個，完全收集不全。\n可以的話能幫個忙嗎？","0","0","1200520015","0","11"
"","0","","20052","","","","","1200520016","","91"
"","100911","","20052","1","travel_topdrama_r_2000_idle_doya","0.2","","1200520017","","3"
"","","","20052","","","","","1200520018","","112"
"","0","","20052","","","","","1200520019","","91"
"-68","1","42","20061","101","110911","0.8","travel_topdrama_r_2000_idle_kyapi","1200610001","1","1"
"-68","1","-42","20061","102","110811","0.8","travel_topdrama_r_2000_idle_doya_sad","1200610002","0","1"
"-75","0","0","20061","110","0","1","mana","1200610003","0","5"
"","0","","20061","","","","","1200610004","","91"
"","10","","20061","","0","","","1200610005","","93"
"","1200610005","","20061","","","","","1200610006","","101"
"","0","","20061","0","none","0","","1200610007","","3"
"","0","","20061","","","","","1200610008","","91"
"","110911","","20062","","103","","","1200620001","","13"
"","110811","","20062","","104","","","1200620002","","13"
"1","110911","travel_topdrama_r_2000_talk_kyapi_loop","20062","0","travel_topdrama_r_2000_talk_kyapi_in","0.2","","1200620003","","3"
"","vo_travel_talk","0","20062","0","vo_travel_talk_20006_00","","","1200620004","","21"
"1","110911","1","20062","10","切嚕～☆\n切嚕切啦，切唎啪，\n切切唎啵噗！","0","0","1200620005","0","11"
"","0","","20062","","","","","1200620006","","91"
"","110911","","20062","1","travel_topdrama_r_2000_idle_kyapi","0.2","","1200620007","","3"
"1","110811","travel_topdrama_r_2000_talk_doya_loop_sad","20062","0","travel_topdrama_r_2000_talk_doya_in_sad","0.2","","1200620008","","3"
"","vo_travel_talk","0","20062","0","vo_travel_talk_20006_01","","","1200620009","","21"
"1","110811","1","20062","10","那個啊。我是不介意啦。\n你那腦筋很差的怪聲剛才引來\n了一大堆魔物的事情，已經忘掉了嗎？","0","0","1200620010","0","11"
"","0","","20062","","","","","1200620011","","91"
"","110811","","20062","1","travel_topdrama_r_2000_idle_doya_sad","0.2","","1200620012","","3"
"1","110911","","20062","1","travel_topdrama_r_2000_talk_normal2","0.2","","1200620013","","3"
"","vo_travel_talk","0","20062","0","vo_travel_talk_20006_02","","","1200620014","","21"
"1","110911","1","20062","10","……那個時候\n真的是非常的抱歉。","0","0","1200620015","0","11"
"","0","","20062","","","","","1200620016","","91"
"","110911","","20062","1","travel_topdrama_r_2000_idle_normal","0.2","","1200620017","","3"
"","","","20062","","","","","1200620018","","112"
"","0","","20062","","","","","1200620019","","91"
"-68","1","42","20071","101","102911","0.8","travel_topdrama_r_2000_idle_smile","1200710001","1","1"
"-68","1","-42","20071","102","105411","0.8","travel_topdrama_r_2000_idle_sad","1200710002","0","1"
"-75","0","0","20071","110","0","1","mana","1200710003","0","5"
"","0","","20071","","","","","1200710004","","91"
"","10","","20071","","0","","","1200710005","","93"
"","1200710005","","20071","","","","","1200710006","","101"
"","0","","20071","0","none","0","","1200710007","","3"
"","0","","20071","","","","","1200710008","","91"
"","102911","","20072","","103","","","1200720001","","13"
"","105411","","20072","","104","","","1200720002","","13"
"1","102911","travel_topdrama_r_2000_talk_smile_loop","20072","0","travel_topdrama_r_2000_talk_smile_in","0.2","","1200720003","","3"
"","vo_travel_talk","0","20072","0","vo_travel_talk_20007_00","","","1200720004","","21"
"1","102911","1","20072","10","這附近的地形，\n應該滿適合練習跳舞的吧？\n能陪我練習舞步嗎？","0","0","1200720005","0","11"
"","0","","20072","","","","","1200720006","","91"
"","102911","","20072","1","travel_topdrama_r_2000_idle_smile","0.2","","1200720007","","3"
"1","105411","travel_topdrama_r_2000_talk_sad_loop","20072","0","travel_topdrama_r_2007_dance","0.2","","1200720008","0.2","3"
"","vo_travel_talk","0","20072","0","vo_travel_talk_20007_01","","","1200720009","","21"
"1","105411","1","20072","10","咦，這樣的感覺嗎？\n……哇哇，差點失去平衡！？\n還挺困難的呢……","0","0","1200720010","0","11"
"","0","","20072","","","","","1200720011","","91"
"","105411","","20072","1","travel_topdrama_r_2000_idle_sad","0.2","","1200720012","","3"
"1","102911","travel_topdrama_r_2000_talk_smile_loop","20072","0","travel_topdrama_r_2000_talk_smile_in","0.2","","1200720013","","3"
"","vo_travel_talk","0","20072","0","vo_travel_talk_20007_02","","","1200720014","","21"
"1","102911","1","20072","10","也就是說這是不錯的練習呢！\n在去演唱會前，為了不忘記這地方，\n要把這地方寫下來呢♪","0","0","1200720015","0","11"
"","0","","20072","","","","","1200720016","","91"
"","102911","","20072","1","travel_topdrama_r_2000_idle_smile","0.2","","1200720017","","3"
"","","","20072","","","","","1200720018","","112"
"","0","","20072","","","","","1200720019","","91"
"-68","1","42","20081","101","104711","0.8","travel_topdrama_r_2000_idle_sad","1200810001","1","1"
"-68","1","-42","20081","102","107111","0.8","travel_topdrama_r_2000_idle_doya","1200810002","0","1"
"-75","0","0","20081","110","0","1","mana","1200810003","0","5"
"","0","","20081","","","","","1200810004","","91"
"","10","","20081","","0","","","1200810005","","93"
"","1200810005","","20081","","","","","1200810006","","101"
"","0","","20081","0","none","0","","1200810007","","3"
"","0","","20081","","","","","1200810008","","91"
"","104711","","20082","","103","","","1200820001","","13"
"","107111","","20082","","104","","","1200820002","","13"
"1","104711","travel_topdrama_r_2000_talk_sad_loop","20082","0","travel_topdrama_r_2000_talk_sad_in","0.2","","1200820003","","3"
"","vo_travel_talk","0","20082","0","vo_travel_talk_20008_00","","","1200820004","","21"
"1","104711","1","20082","10","雖然有幾次離開王宮的機會，\n果然還是靜不下來呢……\n發生什麼事的時候也很難對應。","0","0","1200820005","0","11"
"","0","","20082","","","","","1200820006","","91"
"","104711","","20082","1","travel_topdrama_r_2000_idle_sad","0.2","","1200820007","","3"
"1","107111","travel_topdrama_r_2000_talk_doya_loop","20082","0","travel_topdrama_r_2000_talk_doya_in","0.2","","1200820008","","3"
"","vo_travel_talk","0","20082","0","vo_travel_talk_20008_01","","","1200820009","","21"
"1","107111","1","20082","10","現在才在擔心也沒意義吧？\n放鬆心情好好享受這趟旅行吧。\n旅程還很長的呢☆","0","0","1200820010","0","11"
"","0","","20082","","","","","1200820011","","91"
"","107111","","20082","1","travel_topdrama_r_2000_idle_doya","0.2","","1200820012","","3"
"1","104711","travel_topdrama_r_2000_talk_guts_loop","20082","0","travel_topdrama_r_2000_talk_guts_in","0.2","","1200820013","","3"
"","vo_travel_talk","0","20082","0","vo_travel_talk_20008_02","","","1200820014","","21"
"1","104711","1","20082","10","謝謝妳，克莉絲。\n王宮也有優秀的部下在，\n現在還是集中在面前的工作上吧。","0","0","1200820015","0","11"
"","0","","20082","","","","","1200820016","","91"
"","104711","","20082","1","travel_topdrama_r_2000_idle_guts","0.2","","1200820017","","3"
"","","","20082","","","","","1200820018","","112"
"","0","","20082","","","","","1200820019","","91"
"-68","1","42","20091","101","104011","0.8","travel_topdrama_r_2000_idle_guts2","1200910001","1","1"
"-68","1","-42","20091","102","101511","0.8","travel_topdrama_r_2000_idle_smile","1200910002","0","1"
"-75","0","0","20091","110","0","1","mana","1200910003","0","5"
"","0","","20091","","","","","1200910004","","91"
"","10","","20091","","0","","","1200910005","","93"
"","1200910005","","20091","","","","","1200910006","","101"
"","0","","20091","0","none","0","","1200910007","","3"
"","0","","20091","","","","","1200910008","","91"
"","104011","","20092","","103","","","1200920001","","13"
"","101511","","20092","","104","","","1200920002","","13"
"1","104011","travel_topdrama_r_2000_talk_guts2_loop","20092","0","travel_topdrama_r_2000_talk_guts2_in","0.2","","1200920003","","3"
"","vo_travel_talk","0","20092","0","vo_travel_talk_20009_00","","","1200920004","","21"
"1","104011","1","20092","10","這次的冒險有許多公會\n會參加對吧……？\n難道這是，交朋友的好機會……？","0","0","1200920005","0","11"
"","0","","20092","","","","","1200920006","","91"
"","104011","","20092","1","travel_topdrama_r_2000_idle_guts2","0.2","","1200920007","","3"
"1","101511","travel_topdrama_r_2000_talk_wish_loop_joy","20092","0","travel_topdrama_r_2000_talk_wish_in_joy","0.2","","1200920008","","3"
"","vo_travel_talk","0","20092","0","vo_travel_talk_20009_01","","","1200920009","","21"
"1","101511","1","20092","10","呵呵，是啊～\n一定會有不少的邂逅，\n試著多跟人搭話如何～？","0","0","1200920010","0","11"
"","0","","20092","","","","","1200920011","","91"
"","101511","","20092","1","travel_topdrama_r_2000_idle_wish_joy","0.2","","1200920012","","3"
"1","104011","travel_topdrama_r_2000_talk_surprise_loop_sad","20092","0","travel_topdrama_r_2000_talk_surprise_in_sad","0.2","","1200920013","","3"
"","vo_travel_talk","0","20092","0","vo_travel_talk_20009_02","","","1200920014","","21"
"1","104011","1","20092","10","多……跟人搭話……！？\n一瞬間就喪失自信了……\n果然還是走在邊邊就好了……","0","0","1200920015","0","11"
"","0","","20092","","","","","1200920016","","91"
"","104011","","20092","1","travel_topdrama_r_2000_idle_surprise_sad","0.2","","1200920017","","3"
"","","","20092","","","","","1200920018","","112"
"","0","","20092","","","","","1200920019","","91"
"-68","1","42","20101","101","102611","0.8","travel_topdrama_r_2000_idle_sad","1201010001","1","1"
"-68","1","-42","20101","102","103311","0.8","travel_topdrama_r_2000_idle_doya_sad","1201010002","0","1"
"-75","0","0","20101","110","0","1","mana","1201010003","0","5"
"","0","","20101","","","","","1201010004","","91"
"","10","","20101","","0","","","1201010005","","93"
"","1201010005","","20101","","","","","1201010006","","101"
"","0","","20101","0","none","0","","1201010007","","3"
"","0","","20101","","","","","1201010008","","91"
"","102611","","20102","","103","","","1201020001","","13"
"","103311","","20102","","104","","","1201020002","","13"
"1","102611","travel_topdrama_r_2000_talk_sad_loop","20102","0","travel_topdrama_r_2000_talk_sad_in","0.2","","1201020003","","3"
"","vo_travel_talk","0","20102","0","vo_travel_talk_20010_00","","","1201020004","","21"
"1","102611","1","20102","10","呼……呼……！\n已經走了好久了啊～！\n想回家了啦～想懶懶散散地度過～！","0","0","1201020005","0","11"
"","0","","20102","","","","","1201020006","","91"
"","102611","","20102","1","travel_topdrama_r_2000_idle_sad","0.2","","1201020007","","3"
"1","103311","travel_topdrama_r_2000_talk_doya_loop_sad","20102","0","travel_topdrama_r_2000_talk_doya_in_sad","0.2","","1201020008","","3"
"","vo_travel_talk","0","20102","0","vo_travel_talk_20010_01","","","1201020009","","21"
"1","103311","1","20102","10","在說什麼呀～！\n鈴鈴最需要多走走，\n重新鍛鍊身體！","0","0","1201020010","0","11"
"","0","","20102","","","","","1201020011","","91"
"","103311","","20102","1","travel_topdrama_r_2000_idle_doya_sad","0.2","","1201020012","","3"
"1","102611","","20102","1","travel_topdrama_r_2000_talk_dead","0.2","","1201020013","","3"
"","vo_travel_talk","0","20102","0","vo_travel_talk_20010_02","","","1201020014","","21"
"1","102611","1","20102","10","那種事情完全不需要啦……！\n總之讓我休息！休息～！\n不吃個橡子的話，我的腳會開始痠痛的～！","0","0","1201020015","0","11"
"","0","","20102","","","","","1201020016","","91"
"","102611","","20102","1","travel_topdrama_r_2000_idle_dead","0.2","","1201020017","","3"
"","","","20102","","","","","1201020018","","112"
"","0","","20102","","","","","1201020019","","91"
"-68","1","42","20111","101","104911","0.8","travel_topdrama_r_2000_idle_smile","1201110001","1","1"
"-68","1","-42","20111","102","101111","0.8","travel_topdrama_r_2000_idle_normal","1201110002","0","1"
"-75","0","0","20111","110","0","1","mana","1201110003","0","5"
"","0","","20111","","","","","1201110004","","91"
"","10","","20111","","0","","","1201110005","","93"
"","1201110005","","20111","","","","","1201110006","","101"
"","0","","20111","0","none","0","","1201110007","","3"
"","0","","20111","","","","","1201110008","","91"
"","104911","","20112","","103","","","1201120001","","13"
"","101111","","20112","","104","","","1201120002","","13"
"1","104911","travel_topdrama_r_2000_talk_smile_loop","20112","0","travel_topdrama_r_2000_talk_smile_in","0.2","","1201120003","","3"
"","vo_travel_talk","0","20112","0","vo_travel_talk_20011_00","","","1201120004","","21"
"1","104911","1","20112","10","不知道路上有沒有掉什麼好東西呢～？\n能讓弟弟興奮過頭，讓他瞬間忘掉\n最喜歡姐姐以外的感情的寶物之類的。","0","0","1201120005","0","11"
"","0","","20112","","","","","1201120006","","91"
"","104911","","20112","1","travel_topdrama_r_2000_idle_smile","0.2","","1201120007","","3"
"1","101111","travel_topdrama_r_2000_talk_shock","20112","0","travel_topdrama_r_2000_shock_in","0.2","","1201120008","","3"
"","vo_travel_talk","0","20112","0","vo_travel_talk_20011_01","","","1201120009","","21"
"1","101111","1","20112","10","不不不，靜流姐？\n那根本就是受詛咒的裝備了，\n真的發現了也別帶回去喔。","0","0","1201120010","0","11"
"","0","","20112","","","","","1201120011","","91"
"","101111","","20112","1","travel_topdrama_r_2000_idle_normal","0.2","","1201120012","","3"
"1","104911","travel_topdrama_r_2000_talk_wish_loop_joy","20112","0","travel_topdrama_r_2000_talk_wish_in_joy","0.2","","1201120013","","3"
"","vo_travel_talk","0","20112","0","vo_travel_talk_20011_02","","","1201120014","","21"
"1","104911","1","20112","10","唉……算了，也行。\n就算不依靠那種東西，弟弟\n也是最喜歡姐姐的呢♪","0","0","1201120015","0","11"
"","0","","20112","","","","","1201120016","","91"
"","104911","","20112","1","travel_topdrama_r_2000_idle_wish_joy","0.2","","1201120017","","3"
"","","","20112","","","","","1201120018","","112"
"","0","","20112","","","","","1201120019","","91"
"-68","1","42","20121","101","101011","0.8","travel_topdrama_r_2000_idle_sad","1201210001","1","1"
"-68","1","-42","20121","102","101711","0.8","travel_topdrama_r_2000_idle_guts2_joy","1201210002","0","1"
"-68","3","-42","20121","103","3","0.8","travel_topdrama_r_2012_empty","1201210003","0","5"
"-75","0","0","20121","110","0","1","mana","1201210004","0","5"
"","0","","20121","","","","","1201210005","","91"
"","10","","20121","","0","","","1201210006","","93"
"","1201210006","","20121","","","","","1201210007","","101"
"","0","","20121","0","none","0","","1201210008","","3"
"","0","","20121","","","","","1201210009","","91"
"","101011","","20122","","104","","","1201220001","","13"
"","101711","","20122","","105","","","1201220002","","13"
"1","101011","travel_topdrama_r_2000_talk_sad_loop","20122","0","travel_topdrama_r_2000_talk_sad_in","0.2","","1201220003","","3"
"","vo_travel_talk","0","20122","0","vo_travel_talk_20012_00","","","1201220004","","21"
"1","101011","1","20122","10","冒險還真辛苦呢～\n人家已經有點累了，\n香織還很有精神呢～？","0","0","1201220005","0","11"
"","0","","20122","","","","","1201220006","","91"
"","101011","","20122","1","travel_topdrama_r_2000_idle_sad","0.2","","1201220007","","3"
"1","101711","travel_topdrama_r_2012_raise_loop_talk","20122","0","travel_topdrama_r_2012_raise_in","0.2","","1201220008","","3"
"1","3","travel_topdrama_r_2012_raise_loop_talk","20122","0","travel_topdrama_r_2012_raise_in","0.2","","1201220009","","3"
"","vo_travel_talk","0","20122","0","vo_travel_talk_20012_01","","","1201220010","","21"
"1","101711","1","20122","10","都是多虧開口笑呢～♪\n又甜又吃得飽肚子，\n也分一些給真步吧～","0","0","1201220011","0","11"
"","0","","20122","","","","","1201220012","","91"
"","101711","","20122","1","travel_topdrama_r_2012_raise_loop_idle","0.2","","1201220013","","3"
"","3","","20122","1","travel_topdrama_r_2012_raise_loop_talk","0.2","","1201220014","","3"
"1","101011","travel_topdrama_r_2000_talk_smile_loop","20122","0","travel_topdrama_r_2000_talk_smile_in","0.2","","1201220015","","3"
"","vo_travel_talk","0","20122","0","vo_travel_talk_20012_02","","","1201220016","","21"
"1","101011","1","20122","10","謝謝妳呀～♪\n把這給吃下去，人家也要像香織\n一樣有精神的繼續冒險～♪","0","0","1201220017","0","11"
"","0","","20122","","","","","1201220018","","91"
"","101011","","20122","1","travel_topdrama_r_2000_idle_smile","0.2","","1201220019","","3"
"","","","20122","","","","","1201220020","","112"
"","0","","20122","","","","","1201220021","","91"
"-68","1","42","20131","101","104411","0.8","travel_topdrama_r_2000_idle_doya","1201310001","1","1"
