6e3b4ba392da270e9b9735e01539b35189c2afb9a61a48a3658d55d5b3551b85,2b433a7b235e109238f95769fe8b4df7817aa64f2f20b060959645902ebca684,e94af4a0f11d872c92279ffaf4cd41ca80d8b51ce5475a5e4a8ae01b32ff17c9,d32e18a154cbdf1aa29463b81219e7de2df78fd29e631cf0b739dc7494f897d7,851f152d072894f845b0c75a1033f23263a7dc249ee6e83b2e4cc65e697bf071,a1bc5752d1a79da0047c672a57b09937eba69a9f8965c965cbd3db8266d5c878,49ba6a234370b1ff5c0440286a321d2d241c997f4d44a7d01b6bffd6ecebcc2b,1f394562fc6b8bbb31675966794cd99ca69d861956b41f5ad9aaba39653bd987,f1fd4a8c828edf37ae4f998bd5cf546f3cfc281d708ff57ae9b30e86e7718df0,9bb0288d4882ff96d9023a2a17563bfacd72d78be41fd5215c65e29d44388d40,41508c671a791c47f0a5cc5da52f7e24e4512fcf0279b6ab18b21bc9aeb0aa5c,05f7a76b1248aa345516a6c35e11fafa79724f578f4d286e333053ca25763ad5,7bcd334de6353cb2856a31765007484743d4e028968c989fea744b731da43003
"0","0","0","10010249","0","0","3","18","10010576","2","10010253","0","1"
"0","0","0","10010576","10010577","0","14","16","10010256","5","10010255","0","1"
"0","0","0","10010255","0","0","2","15","10010257","2","10010256","0","1"
"0","0","0","10010256","0","0","12","14","10010258","0","10010257","0","1"
"0","0","0","10010257","0","0","2","13","10010259","1","10010258","0","1"
"0","0","0","10010258","0","0","7","12","10010260","10001","10010259","0","1"
"0","0","0","10010259","0","0","2","11","10010261","2","10010260","0","1"
"0","0","0","10010260","0","0","7","10","10010262","10001","10010261","0","1"
"0","0","0","10010261","0","0","3","9","10010263","1","10010262","0","1"
"0","0","0","10010262","0","0","7","8","10010264","10001","10010263","0","1"
"0","0","0","10010263","0","10010717","6","7","10010719","0","10010264","0","1"
"0","0","0","10010719","0","0","3","5","10010273","2","10010272","0","1"
"0","0","0","10010272","10010721","0","7","4","10010274","10002","10010273","0","1"
"0","0","0","10010273","0","0","4","3","10010275","0","10010274","0","1"
"0","0","0","10010274","0","0","2","2","10010276","3","10010275","0","1"
"0","0","0","10010275","0","0","3","1","10010277","3","10010276","0","1"
"0","0","0","10010276","0","0","13","0","10010278","0","10010277","0","1"
"0","0","0","10010277","0","0","2","60","10010279","1","10010278","0","1"
"0","0","0","10010278","0","0","3","59","10010280","2","10010279","0","1"
"0","0","0","10010279","0","0","2","58","10010281","2","10010280","0","1"
"0","0","0","10010280","0","0","5","57","10010282","0","10010281","0","1"
"0","0","0","10010281","0","10010285","7","56","10010283","10002","10010282","0","1"
"0","0","0","10010282","0","0","12","55","10010296","0","10010283","0","1"
"0","0","0","10010282","0","0","2","61","10010695","3","10010285","0","1"
"0","0","0","10010696","0","0","7","58","10010697","10003","10010287","0","1"
"0","0","0","10010697","0","0","14","56","10010291","3","10010290","0","1"
"0","0","0","10010290","0","0","3","55","10010292","3","10010291","0","1"
"0","0","0","10010291","0","0","7","54","10010699","10002","10010292","0","1"
"0","0","0","10010700","0","0","2","51","10010300","2","10010295","0","1"
"0","0","0","10010283","0","0","6","54","10010578","0","10010296","0","1"
"0","0","0","10010723","0","0","4","51","10010300","0","10010299","0","1"
"0","0","0","10010295","10010299","0","5","50","10010301","0","10010300","0","1"
"0","0","0","10010300","0","0","3","49","10010580","1","10010301","0","1"
"0","0","0","10010581","0","10010307","11","46","10010305","10001","10010304","0","1"
"0","0","0","10010304","0","0","2","45","10010306","1","10010305","0","1"
"0","0","0","10010305","0","0","3","44","10010316","1","10010306","0","1"
"0","0","0","10010304","0","0","3","47","10010308","3","10010307","0","1"
"0","0","0","10010307","0","0","2","46","10010583","3","10010308","0","1"
"0","0","0","10010583","0","0","7","44","10010584","10003","10010310","0","1"
"0","0","0","10010584","0","0","2","42","10010582","3","10010312","0","1"
"0","0","0","10010582","0","0","12","40","10010315","0","10010314","0","1"
"0","0","0","10010314","0","0","2","39","10010586","3","10010315","0","1"
"0","0","0","10010306","0","0","4","43","10010317","0","10010316","0","1"
"0","0","0","10010316","0","0","2","42","10010318","2","10010317","0","1"
"0","0","0","10010317","0","0","6","41","10010319","0","10010318","0","1"
"0","0","0","10010318","0","0","4","40","10010320","0","10010319","0","1"
"0","0","0","10010319","0","0","7","39","10010586","10001","10010320","0","1"
"0","0","0","10010586","0","0","3","37","10010323","2","10010322","0","1"
"0","0","0","10010322","0","0","4","36","10010324","0","10010323","0","1"
"0","0","0","10010323","0","0","6","35","10010325","0","10010324","0","1"
"0","0","0","10010324","0","0","2","34","10010326","2","10010325","0","1"
"0","0","0","10010325","0","0","14","33","10010327","3","10010326","0","1"
"0","0","0","10010326","0","0","7","32","10010328","10001","10010327","0","1"
"0","0","0","10010327","0","0","14","31","10010329","4","10010328","0","1"
"0","0","0","10010328","0","0","4","30","10010330","0","10010329","0","1"
"0","0","0","10010329","0","0","12","29","10010587","0","10010330","0","1"
"0","0","0","10010587","0","0","5","27","10010333","0","10010332","0","1"
"0","0","0","10010332","0","0","7","26","10010334","10001","10010333","0","1"
"0","0","0","10010333","0","0","3","25","10010335","2","10010334","0","1"
"0","0","0","10010334","0","0","2","24","10010588","1","10010335","0","1"
"0","0","0","10010588","0","0","4","22","10010338","0","10010337","0","1"
"0","0","0","10010337","0","0","11","21","10010339","10001","10010338","0","1"
"0","0","0","10010338","0","0","6","20","10010340","0","10010339","0","1"
"0","0","0","10010339","0","0","2","19","10010341","2","10010340","0","1"
"0","0","0","10010340","0","0","3","18","10010342","1","10010341","0","1"
"0","0","0","10010341","0","10010355","5","17","10010343","0","10010342","0","1"
"0","0","0","10010342","0","0","3","16","10010344","1","10010343","0","1"
"0","0","0","10010343","0","0","7","15","10010589","10002","10010344","0","1"
"0","0","0","10010589","0","0","2","13","10010347","2","10010346","0","1"
"0","0","0","10010346","0","0","7","12","10010348","10001","10010347","0","1"
"0","0","0","10010347","0","0","3","11","10010349","3","10010348","0","1"
"0","0","0","10010348","10010350","0","6","10","10010590","0","10010349","0","1"
"0","0","0","10010351","0","0","2","11","10010349","1","10010350","0","1"
"0","0","0","10010352","0","0","2","12","10010350","3","10010351","0","1"
"0","0","0","10010353","0","0","7","13","10010351","10002","10010352","0","1"
"0","0","0","10010354","0","0","2","14","10010352","1","10010353","0","1"
"0","0","0","10010355","0","0","2","15","10010353","2","10010354","0","1"
"0","0","0","10010342","0","0","4","16","10010354","0","10010355","0","1"
"0","0","0","10010590","0","10010592","4","8","10010591","0","10010357","0","1"
"0","0","0","10010595","10010596","0","4","4","10010365","0","10010361","0","1"
"0","0","0","10010361","0","0","2","3","10010598","3","10010365","0","1"
"0","0","0","10010597","0","0","13","0","10010431","0","10010430","0","1"
"0","0","0","10010430","0","0","2","60","10010432","1","10010431","0","1"
"0","0","0","10010431","0","0","6","59","10010434","0","10010432","0","1"
"0","0","0","10010432","0","0","7","58","10010439","10001","10010434","0","1"
"0","0","0","10010434","0","0","11","57","10010484","10001","10010439","0","1"
"0","0","0","10010001","10010439","0","6","56","10010485","0","10010484","0","1"
"0","0","0","10010484","0","0","2","55","10010486","1","10010485","0","1"
"0","0","0","10010485","0","0","4","54","10010487","0","10010486","0","1"
"0","0","0","10010486","0","0","7","53","10010488","10001","10010487","0","1"
"0","0","0","10010487","0","0","12","52","10010489","0","10010488","0","1"
"0","0","0","10010488","0","0","2","51","10010490","1","10010489","0","1"
"0","0","0","10010489","0","0","5","50","10010491","0","10010490","0","1"
"0","0","0","10010490","0","10010612","4","49","10010611","0","10010491","0","1"
"0","0","0","10010184","0","0","5","6","10010556","0","10010555","0","1"
"0","0","0","10010555","0","0","6","5","10010558","0","10010556","0","1"
"0","0","0","10010556","0","0","7","4","10010186","10002","10010558","0","1"
"0","0","0","10010107","0","10010560","2","50","10010119","1","10010559","0","1"
"0","0","0","10010559","0","0","4","49","10010110","0","10010560","0","1"
"0","0","0","10010111","0","0","2","46","10010113","2","10010561","0","1"
"0","0","0","10010114","0","0","14","43","10010116","3","10010562","0","1"
"0","0","0","10010118","10010128","0","14","39","10010130","3","10010563","0","1"
"0","0","0","10010244","0","0","11","23","10010575","10001","10010564","0","1"
"0","0","0","10010121","0","0","14","46","10010123","3","10010565","0","1"
"0","0","0","10010123","0","0","7","44","10010125","10001","10010566","0","1"
"0","0","0","10010167","0","0","5","21","10010169","0","10010568","0","1"
"0","0","0","10010169","0","0","4","19","10010173","0","10010570","0","1"
"0","0","0","10010234","0","0","2","27","10010246","1","10010573","0","1"
"0","0","0","10010237","0","0","14","26","10010239","1","10010574","0","1"
"0","0","0","10010241","10010564","0","12","22","10010247","0","10010575","0","1"
"0","0","0","10010253","0","0","4","17","10010255","0","10010576","0","1"
"0","0","0","10010251","0","0","2","17","10010255","3","10010577","0","1"
"0","0","0","10010296","0","0","11","53","10010723","10001","10010578","0","1"
"0","0","0","10010301","0","0","14","48","10010581","2","10010580","0","1"
"0","0","0","10010580","0","0","2","47","10010304","1","10010581","0","1"
"0","0","0","10010312","0","0","7","41","10010314","10003","10010582","0","1"
"0","0","0","10010308","0","0","4","45","10010310","0","10010583","0","1"
"0","0","0","10010310","0","0","14","43","10010312","4","10010584","0","1"
"0","0","0","10010315","10010320","0","12","38","10010322","0","10010586","0","1"
"0","0","0","10010330","0","0","11","28","10010332","10001","10010587","0","1"
"0","0","0","10010335","0","0","14","23","10010337","5","10010588","0","1"
"0","0","0","10010344","0","0","11","14","10010346","10001","10010589","0","1"
"0","0","0","10010349","0","0","14","9","10010357","3","10010590","0","1"
"0","0","0","10010357","0","0","2","7","10010593","2","10010591","0","1"
"0","0","0","10010357","0","0","6","7","10010594","0","10010592","0","1"
"0","0","0","10010591","0","0","7","6","10010595","10003","10010593","0","1"
"0","0","0","10010592","0","0","3","6","10010596","3","10010594","0","1"
"0","0","0","10010593","0","0","12","5","10010361","0","10010595","0","1"
"0","0","0","10010594","0","0","11","5","10010361","10001","10010596","0","1"
"0","0","0","10010598","0","0","7","1","10010430","10003","10010597","0","1"
"0","0","0","10010365","0","0","7","2","10010597","10001","10010598","0","1"
"0","0","0","10010491","0","0","14","48","10010614","1","10010611","0","1"
"0","0","0","10010491","0","0","14","48","10010613","1","10010612","0","1"
"0","0","0","10010612","0","0","2","47","10010616","3","10010613","0","1"
"0","0","0","10010611","0","0","3","47","10010615","3","10010614","0","1"
"0","0","0","10010614","0","0","6","46","10010618","0","10010615","0","1"
"0","0","0","10010613","0","0","4","46","10010617","0","10010616","0","1"
"0","0","0","10010616","0","0","14","45","10010619","2","10010617","0","1"
"0","0","0","10010615","0","0","14","45","10010624","2","10010618","0","1"
"0","0","0","10010617","0","0","2","44","10010620","1","10010619","0","1"
"0","0","0","10010619","0","0","2","43","10010621","2","10010620","0","1"
"0","0","0","10010620","10010622","0","2","42","10010625","2","10010621","0","1"
"0","0","0","10010624","0","0","3","43","10010621","1","10010622","0","1"
"0","0","0","10010618","0","0","7","44","10010622","10001","10010624","0","1"
"0","0","0","10010621","0","0","4","41","10010626","0","10010625","0","1"
"0","0","0","10010625","0","0","7","40","10010627","10001","10010626","0","1"
"0","0","0","10010626","0","0","2","39","10010628","1","10010627","0","1"
"0","0","0","10010627","0","0","14","38","10010629","4","10010628","0","1"
"0","0","0","10010628","0","0","5","37","10010630","0","10010629","0","1"
"0","0","0","10010629","0","10010637","2","36","10010631","1","10010630","0","1"
"0","0","0","10010630","0","0","3","35","10010632","2","10010631","0","1"
"0","0","0","10010631","0","0","2","34","10010633","2","10010632","0","1"
"0","0","0","10010632","0","0","11","33","10010634","10001","10010633","0","1"
"0","0","0","10010633","10010635","0","4","32","10010638","0","10010634","0","1"
"0","0","0","10010636","0","0","3","33","10010634","2","10010635","0","1"
"0","0","0","10010637","0","0","7","34","10010635","10002","10010636","0","1"
"0","0","0","10010630","0","0","12","35","10010636","0","10010637","0","1"
"0","0","0","10010634","0","0","6","31","10010639","0","10010638","0","1"
"0","0","0","10010638","0","0","2","30","10010640","1","10010639","0","1"
"0","0","0","10010639","0","0","11","29","10010641","10001","10010640","0","1"
"0","0","0","10010640","0","0","14","28","10010642","5","10010641","0","1"
"0","0","0","10010641","0","0","4","27","10010643","0","10010642","0","1"
"0","0","0","10010642","0","0","12","26","10010644","0","10010643","0","1"
"0","0","0","10010643","0","0","2","25","10010645","1","10010644","0","1"
"0","0","0","10010644","0","0","3","24","10010646","2","10010645","0","1"
"0","0","0","10010645","0","0","4","23","10010647","0","10010646","0","1"
"0","0","0","10010646","0","0","2","22","10010648","2","10010647","0","1"
"0","0","0","10010647","0","0","14","21","10010649","3","10010648","0","1"
"0","0","0","10010648","0","10010653","3","20","10010650","1","10010649","0","1"
"0","0","0","10010649","0","0","3","19","10010651","2","10010650","0","1"
"0","0","0","10010650","0","0","2","18","10010654","3","10010651","0","1"
"0","0","0","10010653","0","0","7","18","10010655","10003","10010652","0","1"
"0","0","0","10010649","0","0","2","19","10010652","1","10010653","0","1"
"0","0","0","10010651","0","0","11","17","10010658","10001","10010654","0","1"
"0","0","0","10010652","0","0","3","17","10010656","2","10010655","0","1"
"0","0","0","10010655","0","0","7","16","10010657","10002","10010656","0","1"
"0","0","0","10010656","10010658","0","7","15","10010659","10001","10010657","0","1"
"0","0","0","10010654","0","0","2","16","10010657","2","10010658","0","1"
"0","0","0","10010657","0","0","5","14","10010660","0","10010659","0","1"
"0","0","0","10010659","0","0","2","13","10010661","2","10010660","0","1"
"0","0","0","10010660","0","0","4","12","10010662","0","10010661","0","1"
"0","0","0","10010661","0","0","14","11","10010663","5","10010662","0","1"
"0","0","0","10010662","0","0","2","10","10010664","3","10010663","0","1"
"0","0","0","10010663","0","0","12","9","10010665","0","10010664","0","1"
"0","0","0","10010664","0","0","6","8","10010666","0","10010665","0","1"
"0","0","0","10010665","0","0","2","7","10010667","1","10010666","0","1"
"0","0","0","10010666","0","0","7","6","10010668","10003","10010667","0","1"
"0","0","0","10010667","0","0","11","5","10010669","10001","10010668","0","1"
"0","0","0","10010668","0","0","4","4","10010670","0","10010669","0","1"
"0","0","0","10010669","0","0","3","3","10010671","1","10010670","0","1"
"0","0","0","10010670","0","0","2","2","10010672","3","10010671","0","1"
"0","0","0","10010671","0","0","7","1","10010673","10001","10010672","0","1"
"0","0","0","10010672","0","0","13","0","10010674","0","10010673","0","1"
"0","0","0","10010673","0","0","3","60","10010099","1","10010674","0","1"
"0","0","0","10010285","0","0","3","60","10010696","3","10010695","0","1"
"0","0","0","10010695","0","0","14","59","10010287","6","10010696","0","1"
"0","0","0","10010287","0","0","2","57","10010290","3","10010697","0","1"
"0","0","0","10010292","0","0","4","53","10010700","0","10010699","0","1"
"0","0","0","10010699","0","0","14","52","10010295","7","10010700","0","1"
"0","0","0","10010132","0","0","2","35","10010153","1","10010701","0","1"
"0","0","0","10010132","0","0","2","37","10010703","3","10010702","0","1"
"0","0","0","10010702","0","0","14","36","10010704","3","10010703","0","1"
"0","0","0","10010703","0","0","6","35","10010709","0","10010704","0","1"
"0","0","0","10010153","10010709","0","3","33","10010706","3","10010705","0","1"
"0","0","0","10010705","0","0","4","32","10010707","0","10010706","0","1"
"0","0","0","10010706","0","0","7","31","10010708","10001","10010707","0","1"
"0","0","0","10010707","0","0","3","30","10010158","1","10010708","0","1"
"0","0","0","10010704","0","0","7","34","10010705","10003","10010709","0","1"
"0","0","0","10010215","0","0","2","46","10010711","1","10010710","0","1"
"0","0","0","10010710","10010712","0","6","45","10010218","0","10010711","0","1"
"0","0","0","10010713","0","0","3","46","10010711","3","10010712","0","1"
"0","0","0","10010714","0","0","14","47","10010712","6","10010713","0","1"
"0","0","0","10010715","0","0","2","48","10010713","3","10010714","0","1"
"0","0","0","10010716","0","0","4","49","10010714","0","10010715","0","1"
"0","0","0","10010201","0","0","14","50","10010715","4","10010716","0","1"
"0","0","0","10010264","0","0","5","8","10010718","0","10010717","0","1"
"0","0","0","10010717","0","0","14","7","10010720","5","10010718","0","1"
"0","0","0","10010264","0","0","7","6","10010272","10001","10010719","0","1"
"0","0","0","10010718","0","0","7","6","10010721","10003","10010720","0","1"
"0","0","0","10010720","0","0","3","5","10010273","3","10010721","0","1"
"0","0","0","10010578","0","0","2","52","10010299","1","10010723","0","1"
"0","0","0","0","0","0","1","63","10020002","0","10020001","0","2"
"0","0","0","10020001","10020390","0","2","62","10020003","1","10020002","0","2"
"0","0","0","10020002","0","0","4","61","10020004","0","10020003","0","2"
"0","0","0","10020003","0","0","6","60","10020005","0","10020004","0","2"
"0","0","0","10020004","0","0","7","59","10020006","10001","10020005","0","2"
"0","0","0","10020005","0","0","2","58","10020007","2","10020006","0","2"
"0","0","0","10020006","0","0","5","57","10020592","0","10020007","0","2"
"0","0","0","10020592","0","10020589","12","55","10020588","0","10020009","0","2"
"0","0","0","10020588","0","0","14","53","10020015","1","10020012","0","2"
"0","0","0","10020589","0","0","14","53","10020014","1","10020013","0","2"
"0","0","0","10020013","0","0","4","52","10020016","0","10020014","0","2"
"0","0","0","10020012","0","0","6","52","10020020","0","10020015","0","2"
"0","0","0","10020014","0","0","14","51","10020590","2","10020016","0","2"
"0","0","0","10020587","10020590","0","4","49","10020021","0","10020018","0","2"
"0","0","0","10020015","0","0","14","51","10020587","2","10020020","0","2"
"0","0","0","10020018","0","0","3","48","10020022","1","10020021","0","2"
"0","0","0","10020021","0","0","2","47","10020023","1","10020022","0","2"
"0","0","0","10020022","0","0","6","46","10020024","0","10020023","0","2"
"0","0","0","10020023","0","0","5","45","10020025","0","10020024","0","2"
"0","0","0","10020024","0","0","4","44","10020026","0","10020025","0","2"
"0","0","0","10020025","0","0","14","43","10020027","4","10020026","0","2"
"0","0","0","10020026","0","0","2","42","10020028","1","10020027","0","2"
"0","0","0","10020027","0","0","6","41","10020029","0","10020028","0","2"
"0","0","0","10020028","0","0","2","40","10020030","1","10020029","0","2"
"0","0","0","10020029","0","0","11","39","10020031","10001","10020030","0","2"
"0","0","0","10020030","0","10020586","7","38","10020518","10001","10020031","0","2"
"0","0","0","10020544","0","0","2","12","10020063","1","10020062","0","2"
"0","0","0","10020062","0","0","4","11","10020064","0","10020063","0","2"
"0","0","0","10020063","0","0","3","10","10020515","2","10020064","0","2"
"0","0","0","10020516","0","0","7","7","10020404","10002","10020079","0","2"
"0","0","0","10020406","0","0","7","3","10020084","10003","10020083","0","2"
"0","0","0","10020083","0","0","12","2","10020085","0","10020084","0","2"
"0","0","0","10020084","0","0","6","1","10020086","0","10020085","0","2"
"0","0","0","10020085","0","0","13","0","10020087","0","10020086","0","2"
"0","0","0","10020086","0","0","2","66","10020088","2","10020087","0","2"
"0","0","0","10020087","0","0","4","65","10020089","0","10020088","0","2"
"0","0","0","10020088","0","0","7","64","10020090","10001","10020089","0","2"
"0","0","0","10020089","0","0","6","63","10020091","0","10020090","0","2"
"0","0","0","10020090","0","0","12","62","10020092","0","10020091","0","2"
"0","0","0","10020091","0","0","3","61","10020407","1","10020092","0","2"
"0","0","0","10020407","0","0","2","59","10020101","1","10020094","0","2"
"0","0","0","10020094","0","0","4","58","10020491","0","10020101","0","2"
"0","0","0","10020512","0","0","7","38","10020128","10002","10020127","0","2"
"0","0","0","10020127","0","10020561","6","37","10020573","0","10020128","10020567","2"
"10020571","0","0","10020146","10020566","0","11","33","10020147","10001","10020143","0","2"
"0","0","0","10020564","0","0","3","34","10020143","1","10020146","0","2"
"0","0","0","10020143","0","0","2","32","10020148","2","10020147","0","2"
"0","0","0","10020147","0","0","5","31","10020408","0","10020148","0","2"
"0","0","0","10020408","0","0","14","29","10020151","5","10020150","0","2"
"0","0","0","10020150","0","0","2","28","10020152","1","10020151","0","2"
"0","0","0","10020151","0","0","6","27","10020153","0","10020152","0","2"
"0","0","0","10020152","0","0","3","26","10020154","2","10020153","0","2"
"0","0","0","10020153","0","0","2","25","10020155","3","10020154","0","2"
"0","0","0","10020154","0","0","4","24","10020156","0","10020155","0","2"
"0","0","0","10020155","0","0","5","23","10020157","0","10020156","0","2"
"0","0","0","10020156","0","0","11","22","10020158","10001","10020157","0","2"
