9b6c0bcb59a334ed5fa08987de03346e760c158236c55e40094e39a2f1e930b7,1d0ef7e8fbd3747933fd1ed43f241b8fd69ee70f3ded49d7791d6ad0304fc440,5f64144b8beba84c41c1d918bb80fa812e5d667b89159071d30dd866bdb20736,f0f2ecaf916e1c05cda0d38e7fc2825e669893825f3cc9ef80c5f01d292f8816,44a11f288b225389a6eb75ea3de78a6d9e90e96ec00983a046c4aa7446439ee1,e3b004029f2c209bd246a0bb071876d4199baf764d9ce8797971ab371832c2e5,068dcb82d6752e9c64ac1d08a75eb73c3338389f676f6ea5b9fdd8a71ddbd9e0,a4e677e07e45a2b9389f2a91c7b5266e6bd766f8a6faf13b8f8b925fa28de80b,91942961f34e2e16d12696a18d7a2012b9790cff9afc05e768257e1469d55ed9,66fb4bff8a2b8f5d1fe20013830fdb8e666bee12c1aadc19e717652665d7f784,f5bfee6a2491732b8919fa5a3a7b208e3d443914c370cc156c6dd74d2004cdd5
"","93","0.8","","1","","","","0","1043",""
"","32","13","","1","","","","0","1044",""
"0","3","1","0","1","0.2","","top_luis_arm_crossed_idle","top_luis_arm_crossed_in","1045","1"
"","93","4","","1","","","","0","1046",""
"0","3","1","0","1","0.2","","top_luis_approach_idle","top_luis_approach_in","1047","1"
"","93","3.5","","1","","","","0","1048",""
"1","3","1","","1","0.2","","","top_luis_thinking","1049",""
"","93","3.5","","1","","","","0","1050",""
"1","3","1","","1","0.2","","","top_luis_walk_think","1051",""
"-103","2","1","","1","","","2","-495","1052","0"
"","93","2","","1","","","","0","1053",""
"","4","1","","1","","","","0","1054",""
"-103","2","1","","1","","","2","-216","1055","0"
"","93","2","","1","","","","0","1056",""
"1","3","1","","1","0","","","top_luis_notice","1057",""
"","93","1","","1","","","","0","1058",""
"1","3","1","","1","0.2","","","top_luis_walk_jog","1059",""
"-130","2","1","","1","","","0.5","-100","1060","0"
"","93","0.5","","1","","","","0","1061",""
"","4","1","","1","","","","1","1062",""
"0","3","1","0","1","0.2","","top_luis_sit_idle","top_luis_sit_in","1063","1"
"","93","0.1","","1","","","","0","1064",""
"-140","2","1","","1","","","0.4","-57","1065","0"
"","93","1","","1","","","","0","1066",""
"0","3","1","","1","0.2","","","top_luis_experiment_success_in","1067",""
"","93","2.3","","1","","","","0","1068",""
"0","3","1","","1","0.1","","","top_luis_experiment_success_mix","1069",""
"","93","2.7","","1","","","","0","1070",""
"","32","14","","1","","","","1","1071",""
"0","3","1","","1","0.1","","","top_luis_experiment_success_burst","1072",""
"","93","2.7","","1","","","","0","1073",""
"0","3","1","","1","0.1","","","top_luis_experiment_success_out","1074",""
"","93","1.1","","1","","","","0","1075",""
"0","3","1","0","1","0.2","","idle_normal","top_luis_sit_out","1076","1"
"-130","2","1","","1","","","0.3","-100","1077","0"
"","93","1","","1","","","","0","1078",""
"0","3","1","","1","0.2","","","walk_normal","1079",""
"-103","2","1","","1","","","1","-216","1080","0"
"","93","1","","1","","","","0","1081",""
"0","3","1","","1","0.1","","","idle_normal","1082",""
"","93","0.8","","1","","","","0","1083",""
"","32","14","","1","","","","0","1084",""
"0","101","1005","","1","","","0","","1085",""
"100","5","2","1","2","1.43","top_iroha_read","400","2","2001","-130"
"101","5","11","1","2","1.4","butterfly","980","11","2002","130"
"400","31","11","","2","0","","-130","11","2003","1"
"","91","0","","2","","","","0","2004",""
"1","3","2","","2","0.2","","","top_iroha_read","2005",""
"","93","9","","2","","","","0","2006",""
"","4","11","","2","","","","1","2007",""
"130","2","11","","2","","","7","-980","2008","0"
"","93","2.5","","2","","","","0","2009",""
"0","3","2","","2","0.2","","","top_iroha_read_notice","2010",""
"","93","0.6","","2","","","","0","2011",""
"0","3","2","0","2","0","","top_iroha_run","top_iroha_notice_to_run","2012","1"
"","93","0.4","","2","","","","0","2013",""
"","32","11","","2","","","","1","2014",""
"","37","11","","2","","","","smokeR","2015",""
"-130","33","11","","2","","","4.2","-980","2016","0"
"-130","2","2","","2","","","4.2","-980","2017","0"
"","93","4.2","","2","","","","0","2018",""
"","32","11","","2","","","","0","2019",""
"","93","1","","2","","","","0","2020",""
"","4","11","","2","","","","0","2021",""
"130","2","11","","2","","","7","980","2022","0"
"","93","1.5","","2","","","","0","2023",""
"","32","11","","2","","","","1","2024",""
"","37","11","","2","","","","smokeL","2025",""
"-130","33","11","","2","","","5.964","980","2026","0"
"1","3","2","","2","0","","","top_iroha_run_joy","2027",""
"","4","2","","2","","","","0","2028",""
"-130","2","2","","2","","","5.964","980","2029","0"
"","93","5.964","","2","","","","0","2030",""
"","32","11","","2","","","","0","2031",""
"","93","2","","2","","","","0","2032",""
"1","3","2","","2","0","","","top_iroha_walk","2033",""
"","4","2","","2","","","","1","2034",""
"-130","2","2","","2","","","3","400","2035","0"
"-130","33","11","","2","","","3","400","2036","0"
"","93","3","","2","","","","0","2037",""
"0","3","2","0","2","0.2","","idle_normal","top_iroha_walk_out","2038","1"
"","93","0.4","","2","","","","0","2039",""
"0","3","2","0.2","2","0.2","","","top_iroha_sit_in","2040",""
"","93","4","","2","","","","0","2041",""
"","101","2005","","2","","","","","2042",""
"100","5","3","1","3","1.38","top_sono_readPaper","350","3","3001","-130"
"475","31","10","","3","1","","-18","10","3002","1"
"","91","0","","3","","","","0","3003",""
"1","3","3","","3","0.2","","","top_sono_readPaper","3004",""
"","93","13.6","","3","","","","0","3005",""
"0","3","3","0","3","0.2","","top_sono_stretch","top_sono_sit_out","3006","1"
"","93","3.5","","3","","","","0","3007",""
"1","3","3","","3","0.2","","","top_sono_drink","3008",""
"","93","10.5","","3","","","","","3009",""
"0","3","3","","3","0.2","","","top_sono_sit_in","3010",""
"","93","2.6","","3","","","","0","3011",""
"","101","3004","","3","","","","","3012",""
"101","5","2","1","4","1.43","top_iroha_read","400","2","4001","-130"
"100","5","1","1","4","1.4","top_luis_thinking","-216","1","4002","-103"
"102","5","11","1","4","1.4","butterfly","980","11","4003","130"
"400","31","11","","4","0","","-130","11","4004","1"
"","91","0","","4","","","","0","4005",""
"1","3","1","","4","0.2","","","top_luis_thinking","4006",""
"1","3","2","","4","0.2","","","top_iroha_read","4007",""
"","93","9","","4","","","","0","4008",""
"","4","11","","4","","","","1","4009",""
"130","2","11","","4","","","7","-980","4010","0"
"","93","2.5","","4","","","","0","4011",""
"0","3","2","","4","0.2","","","top_iroha_read_notice","4012",""
"","93","0.6","","4","","","","0","4013",""
"0","3","2","0","4","0","","top_iroha_run","top_iroha_notice_to_run","4014","1"
"","93","0.4","","4","","","","0","4015",""
"","32","11","","4","","","","1","4016",""
"","37","11","","4","","","","smokeR","4017",""
"-130","33","11","","4","","","4.2","-980","4018","0"
"-130","2","2","","4","","","4.2","-980","4019","0"
"","93","1.9","","4","","","","0","4020",""
"0","3","1","0","4","0.2","","top_luis_surprise_idle","top_luis_surprise_in","4021","1"
"","93","2.3","","4","","","","0","4022",""
"","32","11","","4","","","","0","4023",""
"","93","1","","4","","","","0","4024",""
"","4","11","","4","","","","0","4025",""
"130","2","11","","4","","","7","980","4026","0"
"","93","1.5","","4","","","","0","4027",""
"","32","11","","4","","","","1","4028",""
"","37","11","","4","","","","smokeL","4029",""
"-130","33","11","","4","","","5.964","980","4030","0"
"1","3","2","","4","0","","","top_iroha_run_joy","4031",""
"","4","2","","4","","","","0","4032",""
"-130","2","2","","4","","","5.964","980","4033","0"
"","93","2.2","","4","","","","0","4034",""
"1","3","1","","4","0","","","top_luis_surprise_look","4035",""
"","93","3.764","","4","","","","0","4036",""
"1","3","1","","4","0.2","","","top_luis_thinking","4037",""
"","32","11","","4","","","","0","4038",""
"","93","2","","4","","","","0","4039",""
"1","3","2","","4","0","","","top_iroha_walk","4040",""
"","4","2","","4","","","","1","4041",""
"-130","2","2","","4","","","3","400","4042","0"
"-130","33","11","","4","","","3","400","4043","0"
"","93","3","","4","","","","0","4044",""
"0","3","2","0","4","0.2","","idle_normal","top_iroha_walk_out","4045","1"
"","93","0.4","","4","","","","0","4046",""
"0","3","2","0.2","4","0.2","","","top_iroha_sit_in","4047",""
"","93","4","","4","","","","0","4048",""
"","101","4007","","4","","","","","4049",""
"100","5","3","1","5","1.4","top_sono_readPaper","350","3","5001","-130"
"110","5","2","1","5","1.4","top_iroha_read_loop","452","2","5002","-130"
"","91","0","","5","","","","0","5003",""
"1","3","2","","5","0.2","","","top_iroha_read_loop","5004",""
"1","3","3","","5","0.2","","","top_sono_readPaper","5005",""
"","93","13.6","","5","","","","0","5006",""
"0","3","3","0","5","0.2","","top_sono_stretch","top_sono_sit_out","5007","1"
"-130","2","3","","5","","","0.3","287","5008","0"
"","93","3.5","","5","","","","0","5009",""
"1","3","3","","5","0.2","","","top_sono_drink","5010",""
"","93","2.6","","5","","","","0","5011",""
"0","3","2","","5","0.4","","","top_iroha_read_look","5012",""
"","93","7.9","","5","","","","0","5013",""
"0","3","3","","5","0.2","","","top_sono_sit_in","5014",""
"","93","0.1","","5","","","","0","5015",""
"1","3","2","","5","0.2","","","top_iroha_read_loop","5016",""
"-130","2","3","","5","","","0.3","350","5017","0"
"","93","2.5","","5","","","","0","5018",""
"","101","5005","","5","","","","","5019",""
"100","5","1","1","6","1.4","idle_normal","-216","1","6001","-103"
"101","5","3","1","6","1.38","top_sono_readPaper_loop","350","3","6002","-130"
"475","31","10","","6","1","","-18","10","6003","1"
"56","31","13","","6","0","","-140","13","6004","1"
"56","31","14","","6","0","","-140","14","6005","1"
"","91","0","","6","","","","0","6006",""
"1","3","3","","6","0.2","","","top_sono_readPaper_loop","6007",""
"0","3","1","0","6","0.2","","top_luis_arm_crossed_idle","top_luis_arm_crossed_in","6008","1"
"","93","4","","6","","","","0","6009",""
"0","3","1","0","6","0.2","","top_luis_approach_idle","top_luis_approach_in","6010","1"
"","93","3.5","","6","","","","0","6011",""
"1","3","1","","6","0.2","","","top_luis_thinking","6012",""
"","93","3.5","","6","","","","0","6013",""
"1","3","1","","6","0.2","","","top_luis_walk_think","6014",""
"-103","2","1","","6","","","2","-495","6015","0"
"","93","2","","6","","","","0","6016",""
"","4","1","","6","","","","0","6017",""
"-103","2","1","","6","","","2","-216","6018","0"
"","93","2","","6","","","","0","6019",""
"1","3","1","","6","0","","","top_luis_notice","6020",""
"","93","1","","6","","","","0","6021",""
"1","3","1","","6","0.2","","","top_luis_walk_jog","6022",""
"-130","2","1","","6","","","0.5","-100","6023","0"
"","93","0.5","","6","","","","0","6024",""
"","4","1","","6","","","","1","6025",""
"0","3","1","0","6","0.2","","top_luis_sit_idle","top_luis_sit_in","6026","1"
"","93","0.1","","6","","","","0","6027",""
"-140","2","1","","6","","","0.4","-57","6028","0"
"","93","0.4","","6","","","","0","6029",""
"-140","2","1","","6","","","0","-16","6030","0"
"","4","1","","6","","","","0","6031",""
"","93","0.6","","6","","","","0","6032",""
"0","3","1","","6","0.2","","","top_luis_experiment_failer_in","6033",""
"","93","2.3","","6","","","","0","6034",""
"0","3","1","","6","0.1","","","top_luis_experiment_failer_mix","6035",""
"","93","2.7","","6","","","","0","6036",""
"0","3","3","0","6","0.2","","top_sono_notice_loop_surprise","top_sono_notice_in_surprise","6037","1"
"","32","13","","6","","","","1","6038",""
"0","3","1","","6","0.1","","","top_luis_experiment_failer_burst","6039",""
"","93","2.7","","6","","","","0","6040",""
"1","3","3","","6","0.2","","","top_sono_readPaper_loop","6041",""
"0","3","1","","6","0.1","","","top_luis_experiment_failer_out","6042",""
"","93","1.1","","6","","","","0","6043",""
"0","3","1","0","6","0.2","","idle_normal","top_luis_sit_out","6044","1"
"","4","1","","6","","","","1","6045",""
"-140","2","1","","6","","","0","-57","6046","0"
"-130","2","1","","6","","","0.3","-100","6047","0"
"","93","1","","6","","","","0","6048",""
"0","3","1","","6","0.2","","","walk_normal","6049",""
"-103","2","1","","6","","","1","-216","6050","0"
"","93","1","","6","","","","0","6051",""
"0","3","1","","6","0.1","","","idle_normal","6052",""
"","93","0.8","","6","","","","0","6053",""
"","32","13","","6","","","","0","6054",""
"0","3","1","0","6","0.2","","top_luis_arm_crossed_idle","top_luis_arm_crossed_in","6055","1"
"","93","4","","6","","","","0","6056",""
"0","3","1","0","6","0.2","","top_luis_approach_idle","top_luis_approach_in","6057","1"
"","93","3.5","","6","","","","0","6058",""
"1","3","1","","6","0.2","","","top_luis_thinking","6059",""
"","93","3.5","","6","","","","0","6060",""
"1","3","1","","6","0.2","","","top_luis_walk_think","6061",""
"-103","2","1","","6","","","2","-495","6062","0"
"","93","2","","6","","","","0","6063",""
"","4","1","","6","","","","0","6064",""
"-103","2","1","","6","","","2","-216","6065","0"
"","93","2","","6","","","","0","6066",""
"1","3","1","","6","0","","","top_luis_notice","6067",""
"","93","1","","6","","","","0","6068",""
"1","3","1","","6","0.2","","","top_luis_walk_jog","6069",""
"-130","2","1","","6","","","0.5","-100","6070","0"
"","93","0.5","","6","","","","0","6071",""
"","4","1","","6","","","","1","6072",""
"0","3","1","0","6","0.2","","top_luis_sit_idle","top_luis_sit_in","6073","1"
"","93","0.1","","6","","","","0","6074",""
"-140","2","1","","6","","","0.4","-57","6075","0"
"","93","0.4","","6","","","","0","6076",""
"-140","2","1","","6","","","0","-16","6077","0"
"","4","1","","6","","","","0","6078",""
"","93","0.6","","6","","","","0","6079",""
"0","3","1","","6","0.2","","","top_luis_experiment_success_in","6080",""
"","93","2.3","","6","","","","0","6081",""
"0","3","1","","6","0.1","","","top_luis_experiment_success_mix","6082",""
"","93","2.7","","6","","","","0","6083",""
"0","3","3","0","6","0.2","","top_sono_notice_loop_dere","top_sono_notice_in_dere","6084","1"
"","32","14","","6","","","","1","6085",""
"0","3","1","","6","0.1","","","top_luis_experiment_success_burst","6086",""
"","93","2.7","","6","","","","0","6087",""
"1","3","3","","6","0.2","","","top_sono_readPaper_loop","6088",""
"0","3","1","","6","0.1","","","top_luis_experiment_success_out","6089",""
"","93","1.1","","6","","","","0","6090",""
"0","3","1","0","6","0.2","","idle_normal","top_luis_sit_out","6091","1"
"","4","1","","6","","","","1","6092",""
"-140","2","1","","6","","","0","-57","6093","0"
"-130","2","1","","6","","","0.3","-100","6094","0"
"","93","1","","6","","","","0","6095",""
"0","3","1","","6","0.2","","","walk_normal","6096",""
"-103","2","1","","6","","","1","-216","6097","0"
"","93","1","","6","","","","0","6098",""
"0","3","1","","6","0.1","","","idle_normal","6099",""
"","93","0.8","","6","","","","0","6100",""
"","32","14","","6","","","","0","6101",""
"0","101","6008","","6","","","0","","6102",""
"100","5","1","1","7","1.4","idle_normal","-216","1","7001","-103"
"110","5","2","1","7","1.43","top_iroha_read_loop","452","2","7002","-130"
"101","5","3","1","7","1.38","top_sono_readPaper_loop","350","3","7003","-130"
"111","5","11","1","7","1.4","butterfly","980","11","7004","130"
"452","31","11","","7","0","","-130","11","7005","1"
"56","31","14","","7","0","","-140","14","7006","1"
"","91","0","","7","","","","0","7007",""
"1","3","2","","7","0.2","","","top_iroha_read_loop","7008",""
"1","3","3","","7","0.2","","","top_sono_readPaper_loop","7009",""
"0","3","1","0","7","0.2","","top_luis_arm_crossed_idle","top_luis_arm_crossed_in","7010","1"
"","93","4","","7","","","","0","7011",""
"0","3","1","0","7","0.2","","top_luis_approach_idle","top_luis_approach_in","7012","1"
"","93","3.5","","7","","","","0","7013",""
"1","3","1","","7","0.2","","","top_luis_thinking","7014",""
"","93","3.5","","7","","","","0","7015",""
"1","3","1","","7","0.2","","","top_luis_walk_think","7016",""
"-103","2","1","","7","","","2","-495","7017","0"
"","93","2","","7","","","","0","7018",""
"","4","1","","7","","","","0","7019",""
"-103","2","1","","7","","","2","-216","7020","0"
"","93","2","","7","","","","0","7021",""
"1","3","1","","7","0","","","top_luis_notice","7022",""
"","93","1","","7","","","","0","7023",""
"1","3","1","","7","0.2","","","top_luis_walk_jog","7024",""
"-130","2","1","","7","","","0.5","-100","7025","0"
"","93","0.5","","7","","","","0","7026",""
"","4","1","","7","","","","1","7027",""
"0","3","1","0","7","0.2","","top_luis_sit_idle","top_luis_sit_in","7028","1"
"","93","0.1","","7","","","","0","7029",""
"-140","2","1","","7","","","0.4","-57","7030","0"
"","93","0.4","","7","","","","0","7031",""
"-140","2","1","","7","","","0","-16","7032","0"
"","4","1","","7","","","","0","7033",""
"","93","0.6","","7","","","","0","7034",""
"0","3","1","","7","0.2","","","top_luis_experiment_success_in","7035",""
"","93","2.3","","7","","","","0","7036",""
"0","3","1","","7","0.1","","","top_luis_experiment_success_mix","7037",""
"","93","2.7","","7","","","","0","7038",""
"0","3","3","0","7","0.2","","top_sono_notice_loop_dere","top_sono_notice_in_dere","7039","1"
"1","3","2","","7","0.2","","","top_iroha_read_look_light","7040",""
"","32","14","","7","","","","1","7041",""
"0","3","1","","7","0.1","","","top_luis_experiment_success_burst","7042",""
"","93","2.7","","7","","","","0","7043",""
"1","3","3","","7","0.2","","","top_sono_readPaper_loop","7044",""
"1","3","2","","7","0.2","","","top_iroha_read","7045",""
"0","3","1","","7","0.1","","","top_luis_experiment_success_out","7046",""
"","93","1.1","","7","","","","0","7047",""
"0","3","1","0","7","0.2","","idle_normal","top_luis_sit_out","7048","1"
"","4","1","","7","","","","1","7049",""
"-140","2","1","","7","","","0","-57","7050","0"
"-130","2","1","","7","","","0.3","-100","7051","0"
"","93","1","","7","","","","0","7052",""
"0","3","1","","7","0.2","","","walk_normal","7053",""
"-103","2","1","","7","","","1","-216","7054","0"
"","93","1","","7","","","","0","7055",""
"0","3","1","","7","0.1","","","idle_normal","7056",""
"","93","0.8","","7","","","","0","7057",""
"","32","14","","7","","","","0","7058",""
"1","3","1","","7","0.2","","","top_luis_thinking","7059",""
"","93","5.1","","7","","","","0","7060",""
"","4","11","","7","","","","1","7061",""
"130","2","11","","7","","","7","-980","7062","0"
"","93","2.5","","7","","","","0","7063",""
"0","3","2","","7","0.2","","","top_iroha_read_notice","7064",""
"","93","0.6","","7","","","","0","7065",""
"0","3","2","0","7","0","","top_iroha_run","top_iroha_notice_to_run","7066","1"
"","93","0.4","","7","","","","0","7067",""
"","32","11","","7","","","","1","7068",""
"","37","11","","7","","","","smokeR","7069",""
"-130","33","11","","7","","","4.2","-980","7070","0"
"-130","2","2","","7","","","4.2","-980","7071","0"
"","93","0.2","","7","","","","0","7072",""
"0","3","3","0","7","0.2","","top_sono_notice_loop_surprise","top_sono_notice_in_surprise","7073","1"
"","93","1.7","","7","","","","0","7074",""
"0","3","1","0","7","0.2","","top_luis_surprise_idle","top_luis_surprise_in","7075","1"
"","93","2.5","","7","","","","0","7076",""
"","32","11","","7","","","","0","7077",""
"","93","1","","7","","","","0","7078",""
"","4","11","","7","","","","0","7079",""
"130","2","11","","7","","","7","980","7080","0"
"","93","1.5","","7","","","","0","7081",""
"","32","11","","7","","","","1","7082",""
"","37","11","","7","","","","smokeL","7083",""
"-130","33","11","","7","","","5.964","980","7084","0"
"1","3","2","","7","0","","","top_iroha_run_joy","7085",""
"","4","2","","7","","","","0","7086",""
"-130","2","2","","7","","","5.964","980","7087","0"
"","93","2.2","","7","","","","0","7088",""
"1","3","1","","7","0","","","top_luis_surprise_look","7089",""
"","93","1.8","","7","","","","0","7090",""
"1","3","3","","7","0","","","top_sono_notice_loop_look","7091",""
"","93","1.964","","7","","","","0","7092",""
"","32","11","","7","","","","0","7093",""
"","93","0.5","","7","","","","0","7094",""
"1","3","1","","7","0.2","","","top_luis_thinking","7095",""
"","93","1.5","","7","","","","0","7096",""
"1","3","2","","7","0","","","top_iroha_walk","7097",""
"","4","2","","7","","","","1","7098",""
"-130","2","2","","7","","","0","1032","7099","0"
"-130","33","11","","7","","","0","1032","7100","0"
"-130","2","2","","7","","","3","452","7101","0"
"-130","33","11","","7","","","3","452","7102","0"
"","93","3","","7","","","","0","7103",""
"0","3","2","0","7","0.2","","idle_normal","top_iroha_walk_out","7104","1"
"","93","0.4","","7","","","","0","7105",""
"0","3","2","0.2","7","0.2","","top_iroha_read_loop","top_iroha_sit_in","7106","1"
"1","3","3","","7","0.2","","","top_sono_readPaper","7107",""
"","93","4","","7","","","","0","7108",""
"","93","9.6","","7","","","","0","7109",""
"0","3","3","0","7","0.2","","top_sono_stretch","top_sono_sit_out","7110","1"
"-130","2","3","","7","","","0.3","287","7111","0"
"","93","3.5","","7","","","","0","7112",""
"1","3","3","","7","0.2","","","top_sono_drink","7113",""
"","93","2.6","","7","","","","0","7114",""
"0","3","2","","7","0.4","","","top_iroha_read_look","7115",""
"","93","3.5","","7","","","","0","7116",""
"1","3","1","","7","0.2","","","top_luis_thinking_look","7117",""
"","93","2.9","","7","","","","0","7118",""
"1","3","1","","7","0.2","","","top_luis_thinking","7119",""
"","93","1.5","","7","","","","0","7120",""
"0","3","3","","7","0.2","","","top_sono_sit_in","7121",""
"","93","0.1","","7","","","","0","7122",""
"1","3","2","","7","0.2","","","top_iroha_read_loop","7123",""
"-130","2","3","","7","","","0.3","350","7124","0"
"","93","2.5","","7","","","","0","7125",""
"1","3","3","","7","0.2","","","top_sono_readPaper_loop","7126",""
"","93","1","","7","","","","0","7127",""
"","101","7012","","7","","","","","7128",""
"100","5","3","1","11","1.4","sit_readPaper","350","3","11001","-130"
"102","5","1","0","11","1.5","empty","950","1","11002","-150"
"475","31","10","","11","1","","-18","10","11003","1"
"350","31","11","","11","0","","-130","11","11004","1"
"","91","0","","11","","","","0","11005",""
"","93","0.5","","11","","","","1","11006",""
"0","21","vo_alces","","11","","","0","vo_alces_1100","11007",""
"10","11","3","0","11","10","0.5","1","…………\n…………","11008","0"
"0","91","0","","11","","","0","","11009",""
"0","3","3","0","11","0.2","","sit_readPaper","sit_readPaperTurn","11010","1"
"","93","1","","11","","","","1","11011",""
"","93","1","","11","","","","0","11012",""
"1","3","3","","11","0.2","","","sit_readPaper_surprise","11013",""
"0","21","vo_alces","","11","","","0","vo_alces_1101","11014",""
"10","11","3","0","11","10","0.5","1","…………\n…………","11015","0"
"0","91","0","","11","","","0","","11016",""
"","93","1","","11","","","","0","11017",""
"","23","se_alces","","11","","","","se_alces_emotion_exQuestion","11018",""
"0.2","12","3","0","11","10","","0","3","11019","0"
"0","3","3","0","11","0.1","","sit_readPaper_notice_loop","sit_readPaper_notice_in","11020","1"
"","93","1.2","","11","","","","0","11021",""
"0","3","3","0","11","0.2","","sit_readPaper_kira_talk","sit_readPaper_kira_in","11022","1"
"0","21","vo_alces","","11","","","0","vo_alces_1102","11023",""
"10","11","3","0","11","0","3.2","1","……！！\n番茄一包三顆只要150盧幣！？\n太神了吧！？","11024","0"
"","91","0","","11","","","","","11025",""
"","22","0","","11","","","","0.5","11026",""
"1","3","3","","11","0.2","","","sit_out_readPaper_light","11027",""
"","93","0.5","","11","","","","0","11028",""
"1","3","3","","11","0.2","","","sono_walletPick_in","11029",""
"","93","1.8","","11","","","","0","11030",""
"0","3","3","0","11","0.2","","sono_walk_quick_R","sono_walk_quick_R_in","11031","1"
"","32","11","","11","","","","1","11032",""
"-130","2","3","","11","","","3.3","1500","11033","0"
"-130","33","11","","11","","","3.3","1500","11034","0"
"","93","1","","11","","","","0","11035",""
"0","3","1","0","11","0.2","","luis_walk_furimuki","luis_walk_furimuki_in","11036","1"
"-150","2","1","","11","","","4","350","11037","0"
"","93","4","","11","","","","0","11038",""
"0","3","1","0","11","0.2","","luis_sad_idle","luis_walk_to_idle","11039","1"
"","23","se_alces","","11","","","","se_alces_emotion_question","11040",""
"1.3","12","1","0","11","0","","0","5","11041","0"
"","93","2.1","","11","","","","0","11042",""
"1","3","1","","11","0.2","","","idle_normal","11043",""
"","22","0","","11","","","","0","11044",""
"","93","3","","11","","","","0","11045",""
"0","101","11045","","11","","","0","","11046",""
"101","5","1","0","12","1.45","luis_run_dash_pain","400","1","12001","-190"
"102","5","10","0","12","1.45","empty","-85","1001","12002","-190"
"400","31","11","","12","","","-190","11","12003","1"
"","13","1","","12","","","","130","12004",""
"102","1","1","1","12","1.45","empty","1050","105111","12005","-190"
"103","5","10","1","12","1.45","empty","1050","1002","12006","-190"
"-85","31","12","","12","0","","-190","12","12007","1"
"","91","0","","12","","","","0","12008",""
"-190","2","1","","12","","","1.3","-85","12009","0"
"-190","33","11","","12","","","1.3","-85","12010","0"
"","32","11","","12","","","","1","12011",""
"","37","11","","12","","","","sweatR_run","12012",""
"","93","1.3","","12","","","","0","12013",""
"0","3","1","0","12","0.2","","anger_talk_Ex0001","luis_run_turn","12014","1"
"0","21","vo_alces","","12","","","0","vo_alces_1200","12015",""
"10","11","1","0","12","0","1","1","等等，為什麼\n那個人在追我啊！？","12016","0"
"0","91","0","","12","","","0","","12017",""
"1","3","1","","12","0.2","","","sad_talk_normalR","12018",""
