8aa78bcab40fa8b12381d5758845d57601ebb44efe21230fcd3ad5ca7dd63871,92aecde261284d18bd5e948727551bb1d5dc822c7b2dba5a9f311812f644e0a5,8664b138876d727225d41f65852176739b68eb03e2731afb7cba84dffdb2e853,c022008d5663e7d1dbac1dc3b7ee5d9cc9acd7b769dbe0ac39c8e98f1dec394b,a6ff40aaf628277de22b7c55fb645e15ab092c4f8668b35b6b9e4ddd56c64116,b901b9aff97b3b3baf375a317674a9fd20c4215d870eff451f4340d7bbb44d18,be9e3aac6c056dd302e4a0f5d2a597508ac7807caf66d1cf57363743426739b1,82e8e185692ef20ab16db239f73809db2b3254a4befd265b716e403d7da3d0a7,5ea9322907846e17f2abee3306f10dbf0e4417c6f75a5ebb20626f86f8afea78,a50f2112475489f86e535df02eed2ae4172a8e5a890f1649e6930f56413275fe,fd13ae952eacafe0e9b169374e50c24aad79ecb2cf910523c92a5293071d45f5,b4f77d5391102b0fd595aec0334ad233866f25419bea7bb8c41345e589cede7f,51e93e061cf2456068886eed5c38a9ec2d9f5d4586b4fdaa9a9f56ff579cc46e,99012e80f513d59f0e5850b58f504dd12d8eee8484c5589d38b21bc66c1ba33c,da228938eb1ce93b986f0147915df9911f328395aef00f57fdc6284a487a6a0b,b861ead9edadeb3918eb4a460d92c85d0b5c3599ebc0b145515269f465edebbc,4379855faa79e7b606a922b24b7bd7588f1abea4d274e53e9a0fc107367c005d,2440c2a88e1a4bdf54df0e30f87cdcf4f8bf0510bedcb6c01cdbd2c82abfa64d,a21cc3fbfea7abda7851615814e150421fef47b8a41f27f5e103c841f142e274,4dafddf4b001e013e72d02df1909e09bad75e015a4bdd57fc9087b3e2e2c4d56,ddea19e1a640d8f439caedfded3fcc9f00367217195b1e036eb39c97a2e56c3f,70bcb78cc0aa806c5e2448cde07ab20b78a1ef877415b85fd5057aa459c854e2,4a73ac556e7f04598e373ab8fcad4e730ddd1bf2ce70c9a8f0dda30f4972107f,4e83c4437504b0e50b6e1f00bf06408b2a4ecf9e77b7089841c3e4fde0369df5,347fe96f3d8459057ad09694803b8d7ae3f5c5139495af527b9913a509501e6b,f5f9800b5192c6cf10499a0b2f9789512ff95cff3ba1eb784d1d09f57e2f394a,fadcb3df2a5281191e53dc1ae808a9cab8b279843dffdb7c8bd84f6f68b423c1,b902d1c28134a7a23a2bb11c3001781fe03d227f6d384188c6f08aa71d2c4128,3af0db04b2df774f2727d1cba5c83978bfde2d013086cf6345a3385af8e0f94d,1c7a5595f7887fe8f04f76541e6e83bb73fbb22f8dc4d323c5f152561707886a,3664a9307d438588d4c246b63fafc576a632cbfa48e955d1d85b292604f71225
"1","0","1002430104","1002430101","1002430104","100","100","1002430104","1","1","1002430104","10024301","1","6","100","1002430103","100","1","0","1","33","100","1","100","1002430104","1002430104","100","1002430102","0","34","1"
"1","0","0","1002510101","1002510102","100","0","0","0","0","1002510103","10025101","1","1","34","0","100","1","0","1","0","0","0","33","0","1002510103","100","1002510103","0","0","0"
"6","100","1002520105","1002520101","1002520105","3","33","1002520105","1","1","1002520103","10025201","1","6","100","1002520105","100","1","1","1","34","100","1","100","1002520105","1002520105","3","1002520102","1002520104","100","1"
"1","0","1002530104","1002530101","1002530104","100","100","1002530104","1","1","1002530104","10025301","1","6","100","1002530103","100","1","0","1","33","100","1","100","1002530104","1002530104","100","1002530102","0","34","1"
"1","100","1002540107","1002540101","1002540105","100","100","1002540106","1","1","1002540103","10025401","1","6","100","1002540109","100","1","1","1","100","100","1","100","1002540108","1002540104","100","1002540102","1002540110","100","1"
"1","0","0","1002610101","1002610102","100","0","0","0","0","1002610103","10026101","1","1","34","0","100","1","0","1","0","0","0","33","0","1002610103","100","1002610103","0","0","0"
"6","100","1002620105","1002620101","1002620105","3","33","1002620105","1","1","1002620103","10026201","1","6","100","1002620105","100","1","1","1","34","100","1","100","1002620105","1002620105","3","1002620102","1002620104","100","1"
"1","0","1002630104","1002630101","1002630104","100","100","1002630104","1","1","1002630104","10026301","1","6","100","1002630103","100","1","0","1","33","100","1","100","1002630104","1002630104","100","1002630102","0","34","1"
"1","0","0","1002710101","1002710102","100","0","0","0","0","1002710103","10027101","1","1","34","0","100","1","0","1","0","0","0","33","0","1002710103","100","1002710103","0","0","0"
"6","100","1002720105","1002720101","1002720105","3","33","1002720105","1","1","1002720103","10027201","1","6","100","1002720105","100","1","1","1","34","100","1","100","1002720105","1002720105","3","1002720102","1002720104","100","1"
"1","0","1002730104","1002730101","1002730104","100","100","1002730104","1","1","1002730104","10027301","1","6","100","1002730103","100","1","0","1","33","100","1","100","1002730104","1002730104","100","1002730102","0","34","1"
"1","100","1002740107","1002740101","1002740105","100","100","1002740106","1","1","1002740103","10027401","1","6","100","1002740109","100","1","1","1","100","100","1","100","1002740108","1002740104","100","1002740102","1002740110","100","1"
"1","0","0","1002810101","1002810102","100","0","0","0","0","1002810103","10028101","1","1","34","0","100","1","0","1","0","0","0","33","0","1002810103","100","1002810103","0","0","0"
"6","100","1002820105","1002820101","1002820105","3","33","1002820105","1","1","1002820103","10028201","1","6","100","1002820105","100","1","1","1","34","100","1","100","1002820105","1002820105","3","1002820102","1002820104","100","1"
"1","0","1002830104","1002830101","1002830104","100","100","1002830104","1","1","1002830104","10028301","1","6","100","1002830103","100","1","0","1","33","100","1","100","1002830104","1002830104","100","1002830102","0","34","1"
"1","0","0","1002910101","1002910102","100","0","0","0","0","1002910103","10029101","1","1","34","0","100","1","0","1","0","0","0","33","0","1002910103","100","1002910103","0","0","0"
"6","100","1002920105","1002920101","1002920105","3","33","1002920105","1","1","1002920103","10029201","1","6","100","1002920105","100","1","1","1","34","100","1","100","1002920105","1002920105","3","1002920102","1002920104","100","1"
"1","0","1002930104","1002930101","1002930104","100","100","1002930104","1","1","1002930104","10029301","1","6","100","1002930103","100","1","0","1","33","100","1","100","1002930104","1002930104","100","1002930102","0","34","1"
"1","100","1002940107","1002940101","1002940105","100","100","1002940106","1","1","1002940103","10029401","1","6","100","1002940109","100","1","1","1","100","100","1","100","1002940108","1002940104","100","1002940102","1002940110","100","1"
"1","0","0","1003010101","1003010102","100","0","0","0","0","1003010103","10030101","1","1","34","0","100","1","0","1","0","0","0","33","0","1003010103","100","1003010103","0","0","0"
"6","100","1003020105","1003020101","1003020105","3","33","1003020105","1","1","1003020103","10030201","1","6","100","1003020105","100","1","1","1","34","100","1","100","1003020105","1003020105","3","1003020102","1003020104","100","1"
"1","0","1003030104","1003030101","1003030104","100","100","1003030104","1","1","1003030104","10030301","1","6","100","1003030103","100","1","0","1","33","100","1","100","1003030104","1003030104","100","1003030102","0","34","1"
"1","0","0","1003110101","1003110102","100","0","0","0","0","1003110103","10031101","1","1","34","0","100","1","0","1","0","0","0","33","0","1003110103","100","1003110103","0","0","0"
"6","100","1003120105","1003120101","1003120105","3","33","1003120105","1","1","1003120103","10031201","1","6","100","1003120105","100","1","1","1","34","100","1","100","1003120105","1003120105","3","1003120102","1003120104","100","1"
"1","0","1003130104","1003130101","1003130104","100","100","1003130104","1","1","1003130104","10031301","1","6","100","1003130103","100","1","0","1","33","100","1","100","1003130104","1003130104","100","1003130102","0","34","1"
"1","100","1003140107","1003140101","1003140105","100","100","1003140106","1","1","1003140103","10031401","1","6","100","1003140109","100","1","1","1","100","100","1","100","1003140108","1003140104","100","1003140102","1003140110","100","1"
"1","0","0","1003210101","1003210102","100","0","0","0","0","1003210103","10032101","1","1","34","0","100","1","0","1","0","0","0","33","0","1003210103","100","1003210103","0","0","0"
"6","100","1003220105","1003220101","1003220105","3","33","1003220105","1","1","1003220103","10032201","1","6","100","1003220105","100","1","1","1","34","100","1","100","1003220105","1003220105","3","1003220102","1003220104","100","1"
"1","0","1003230104","1003230101","1003230104","100","100","1003230104","1","1","1003230104","10032301","1","6","100","1003230103","100","1","0","1","33","100","1","100","1003230104","1003230104","100","1003230102","0","34","1"
"1","0","0","1003310101","1003310102","100","0","0","0","0","1003310103","10033101","1","1","34","0","100","1","0","1","0","0","0","33","0","1003310103","100","1003310103","0","0","0"
"6","100","1003320105","1003320101","1003320105","3","33","1003320105","1","1","1003320103","10033201","1","6","100","1003320105","100","1","1","1","34","100","1","100","1003320105","1003320105","3","1003320102","1003320104","100","1"
"1","0","1003330104","1003330101","1003330104","100","100","1003330104","1","1","1003330104","10033301","1","6","100","1003330103","100","1","0","1","33","100","1","100","1003330104","1003330104","100","1003330102","0","34","1"
"1","100","1003340107","1003340101","1003340105","100","100","1003340106","1","1","1003340103","10033401","1","6","100","1003340109","100","1","1","1","100","100","1","100","1003340108","1003340104","100","1003340102","1003340110","100","1"
"1","0","0","1003410101","1003410102","100","0","0","0","0","1003410103","10034101","1","1","34","0","100","1","0","1","0","0","0","33","0","1003410103","100","1003410103","0","0","0"
"6","100","1003420105","1003420101","1003420105","3","33","1003420105","1","1","1003420103","10034201","1","6","100","1003420105","100","1","1","1","34","100","1","100","1003420105","1003420105","3","1003420102","1003420104","100","1"
"1","0","1003430104","1003430101","1003430104","100","100","1003430104","1","1","1003430104","10034301","1","6","100","1003430103","100","1","0","1","33","100","1","100","1003430104","1003430104","100","1003430102","0","34","1"
"1","100","1003440107","1003440101","1003440105","100","100","1003440106","1","1","1003440103","10034401","1","6","100","1003440109","100","1","1","1","100","100","1","100","1003440108","1003440104","100","1003440102","1003440110","100","1"
"1","0","0","1003510101","1003510102","100","0","0","0","0","1003510103","10035101","1","1","34","0","100","1","0","1","0","0","0","33","0","1003510103","100","1003510103","0","0","0"
"6","100","1003520105","1003520101","1003520105","3","33","1003520105","1","1","1003520103","10035201","1","6","100","1003520105","100","1","1","1","34","100","1","100","1003520105","1003520105","3","1003520102","1003520104","100","1"
"1","0","1003530104","1003530101","1003530104","100","100","1003530104","1","1","1003530104","10035301","1","6","100","1003530103","100","1","0","1","33","100","1","100","1003530104","1003530104","100","1003530102","0","34","1"
"1","100","1003540107","1003540101","1003540105","100","100","1003540106","1","1","1003540103","10035401","1","6","100","1003540109","100","1","1","1","100","100","1","100","1003540108","1003540104","100","1003540102","1003540110","100","1"
"1","0","0","1003610101","1003610102","100","0","0","0","0","1003610103","10036101","1","1","34","0","100","1","0","1","0","0","0","33","0","1003610103","100","1003610103","0","0","0"
"6","100","1003620105","1003620101","1003620105","3","33","1003620105","1","1","1003620103","10036201","1","6","100","1003620105","100","1","1","1","34","100","1","100","1003620105","1003620105","3","1003620102","1003620104","100","1"
"1","0","1003630104","1003630101","1003630104","100","100","1003630104","1","1","1003630104","10036301","1","6","100","1003630103","100","1","0","1","33","100","1","100","1003630104","1003630104","100","1003630102","0","34","1"
"1","100","1003640107","1003640101","1003640105","100","100","1003640106","1","1","1003640103","10036401","1","6","100","1003640109","100","1","1","1","100","100","1","100","1003640108","1003640104","100","1003640102","1003640110","100","1"
"1","0","0","1003710101","1003710102","100","0","0","0","0","1003710103","10037101","1","1","34","0","100","1","0","1","0","0","0","33","0","1003710103","100","1003710103","0","0","0"
"6","100","1003720105","1003720101","1003720105","3","33","1003720105","1","1","1003720103","10037201","1","6","100","1003720105","100","1","1","1","34","100","1","100","1003720105","1003720105","3","1003720102","1003720104","100","1"
