d0c476e9287baa3e7750ccb7e5a7272aac62985b8e90be583b280c3ac82fd22f,332937b063c8b52acbefe81ef494f053b497d7003617b779cfc4b94a1072b14d,3121615ad72b423c60e52e85e8ad98f6e292e4bfbe062b348a3088d25be827fe,9f605cace9ceb606578ee972b35a88450baed61235bee71f80266c7b9e4cd76b,fe82ec74c0ab8013ac78e0e8991b3741ceebbbfafdc1d77aef897e4f8bed9d06,7f4794d13de17cf54759e65f4359f94802351a9d7b727a6c37a3642b44664ebe,50c385f6fb388d4cf83f99b05644eb933cb471fd59d7ac6c62fe6931106ba159,23b35a0aa9e65c32c7f3fdb0120f7ac773c1fa7d29a66deca043632ecab6de83,80b5f4254b79cf9c20469f133f58a824b71627e1230c950fce4b72e8e1d42a27,e5c7ec119d5e1b83676dd502a15157855db5404eeda8ac0e610af24ddecf9861,8ce53b1556f20ee251b5854133a1f64430871b85f876297cc4f4ac301d318492,7a7f2f5c59cd753c970f60d658f2f7ede8b101ca5a695b7ec0463b2ed83ea893,f5cbb8c6b6f9d1bed870de8546bf88b7dbf3e7817808cffddbf334d7a5ee896a,556cc0d8aaec171037b8b705bcfa2bb32600dfc876da484181068970851bcaa4
"110","24","129901","2","惠理子","能夠一路挺進到此地，你們及格了。\n不過要是想以更高的境界為目標……\n我就陪你們進行\n更進一步的訓練吧。","110","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","8.83","1","10142"
"111","24","129901","1","惠理子","曾不成氣候又不靠譜的你們，\n已經有了令人刮目相看的成長。\n原來如此……這份心情，\n就是身為教官的榮幸吧。","111","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","6.68","2","10142"
"112","24","129901","6","惠理子","沒想到你們能發揮出\n遠超我所預期的力量……真令人吃驚。\n你們已經不是垃圾蟲了，\n作為獨當一面的騎士，引以為傲吧。","112","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","8.8","2","10142"
"113","24","129901","2","惠理子","嘻嘻，你們表現得很出色。\n我一直深信各位肯定辦得到。\n因為你們是接受我的指導，\n惠理子班優秀的新兵呀。","113","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","8.9","1","10142"
"114","24","129901","2","惠理子","如此出色的成績……！\n今天這天就作為「為那位大人著想的\n惠理子超越極限紀念日」\n寫入歷史吧……！","114","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","3.7","5","10142"
"200","24","129801","1","真琴","好，這是一場不錯的訓練呢。\n你們的動作也很靈敏，\n我認為你們確實已經有所成長。\n保持這個狀態，繼續加油吧。","200","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","7.6","2","10142"
"201","24","129801","2","真琴","總之，恭喜你們抵達終點！\n不過，努力這件事貴在堅持不懈啊。\n如果你們有幹勁繼續加油，\n無論多少次，我都很樂意奉陪喔。","201","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","2.25","1","10142"
"202","24","129801","2","真琴","這樣行軍訓練就結束了！\n……你們該不會有這種想法吧？\n直到身體牢牢記住學習成果前，\n要腳踏實地反覆去做才算練習啊。","202","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","3.28","1","10142"
"203","24","129801","4","真琴","我讓大家太勉強自己了嗎……\n不過，不能這樣就放棄啊。\n下次肯定會順利。只要相信這件事，\n持續努力鍛鍊，肯定能開闢出一條路！","203","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","2.98","1","10142"
"204","24","129801","4","真琴","這結果真讓人不甘心啊……\n總之，有很多該反省的地方，\n一件一件克服吧。\n我們齊心協力一起面對，來！","204","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","3","1","10142"
"205","24","129801","1","真琴","你們還是不成氣候的訓練兵，\n不必對失敗耿耿於懷。\n不過面臨實戰可就不能這樣了呢。\n下次要重新打起精神挑戰喔！","205","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","10.3","2","10142"
"206","24","129801","6","真琴","這就是你們的全力？\n不不不，不該是這樣吧。\n你們肯定能變得更強！\n我都這麼說了，肯定不會錯！","206","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","2.93","1","10142"
"207","24","129801","3","真琴","考慮到你們的實力，\n這個成績算不上是竭盡全力。\n那麼，接下來該做的事情已經決定了。\n轉換心情，重新鍛鍊！","207","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","9.3","1","10142"
"208","24","129801","4","真琴","還有很多課題尚待改善呢～\n拖沓的動作，慢半拍的判斷……\n只要好好改進這些部分，\n紀錄肯定也能更進一步提升。","208","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","6.9","1","10142"
"209","24","129801","2","真琴","能夠一路來到這個地方，你們及格了！\n不如說，回想起一開始不靠譜的樣子，\n你們已經有了驚人的成長吧？\n我認為這是值得自豪的結果啊！","209","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","0","2","10142"
"210","24","129801","1","真琴","雖然這次的訓練挺艱辛的，\n但大家都能確實地跟上呢。\n你們展現了腳踏實地持續進行\n基礎訓練的成果，這就是證據。","210","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","5.95","2","10142"
"211","24","129801","2","真琴","你們這次訓練也很努力呢！\n好好休息，為下次做好準備喔！\n該怎麼說，看著學生持續在成長，\n我覺得很開心呢……","211","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","6.73","1","10142"
"212","24","129801","2","真琴","你們幾個，太厲害了！\n我看這下啊，已經不能說你們是\n菜鳥新兵了呢。就算是在騎士團，\n你們肯定也能大為活躍喔！","212","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","0","2","10142"
"213","24","129801","1","真琴","與敵人的戰鬥方式，正確的狀況判斷，\n最重要的毅力……全都棒極了！\n要是一不留神，連身為教官的我\n都可能會被你們超越呢……嘿嘿。","213","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","6.65","2","10142"
"214","24","129801","6","真琴","我的指導很出色？\n不不不，能夠變強到這個地步，\n全是因為你們自己的努力。\n我重新再說一次……恭喜你們！","214","2024/08/01 16:00:00","2030/12/17 14:59:59","0","0","3.05","1","10142"
