e01491d109bf243705dac6ab183e84139b7cb6c42aae88363337d4ebd0aba2ed,07f5894e47158105658a4bae33c928fbb00df315dfe2382f00cf38ea4bd0306a,4729169f6336d5edf7d9e5ce5b1d6a021a30c119b463dd7a265baf83d98cf535,5059317802c97fe8bd7a597274fe10e3cef17b5227f3a3440fb8c2c5aafb559d,fcd9c36751275211a8fb708380db776aae9e9fa87c86f02dcdc85c34d0bd960d,6868de548c6c2e43f90603e6d8f45a6ed522dddc0e22e31fbc5af95af1945b8c,4433aca25cb9a43ba0fa9c96a6e1ae6a467c297621ff1185c505a21cbc0397ea,c183089f086d8ed396322f044af1127ce2fb1e69b554efda5fa385986c2b021d,5cd65c92e802de097eaa4aa00dfe1278724bdc63cd236e31d6c74fc0b47e0902,2f012718c47833d63bfdc82faff3bcd56732d23afa5c37ce0559e9837fdcc4d5,4e2c218cbf2c5f911ef807f083394e38b386d96bffdc66dbf1babc243dc46c3f,95292bb4266eb6829fc8a7bbe35ad0c9180e832b06a318ba6115fd9235a2104e,14727a553ad825300f5e8d3abfa89b9818ca2d4693b2d5152a2b3900a86ef7bf,3ab0333928482cb917ee65e793af0a5864782ff12664b97963e3255b5be22d9a,4fbd0bf156865103abd2124b172156c960a655a6ccd9c19498b6a142ab1120dd,7a31f87a57fe903703b5dae02a6a6b1617d009e27d5fa20bac3ce22a668d2e3d
"1","0","90006","0","2","0","0","0","0","0","40","22002","0","0","2","1002108"
"1","0","90006","0","2","0","0","0","0","0","40","22002","0","0","2","1002109"
"1","0","90006","0","2","0","0","0","0","0","40","22003","0","0","2","1002110"
"40","0","91002","2","8","0","0","0","1","22002","40","90006","0","0","2","1003101"
"50","0","91002","2","8","0","0","0","2","22002","60","90006","0","0","2","1003102"
"60","0","91002","2","8","0","0","0","3","22002","80","90006","0","0","2","1003103"
"80","0","91002","2","8","0","0","0","4","22002","100","90006","0","0","2","1003104"
"150","0","91002","2","8","0","0","0","2","22003","200","90006","0","0","2","1003105"
"1","0","90006","0","2","0","0","0","0","0","40","22002","0","0","2","1003106"
"1","0","90006","0","2","0","0","0","0","0","40","22002","0","0","2","1003107"
"1","0","90006","0","2","0","0","0","0","0","40","22002","0","0","2","1003108"
"1","0","90006","0","2","0","0","0","0","0","40","22002","0","0","2","1003109"
"1","0","90006","0","2","0","0","0","0","0","40","22003","0","0","2","1003110"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1004101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1004102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1004103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1004104"
"100","0","91002","2","8","0","0","0","2","31018","150","90006","0","0","2","1004105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1004106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1004107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1004108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1004109"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1004110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1004111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1004112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1004113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1004114"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1004115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1004116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1005101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1005102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1005103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1005104"
"100","0","91002","2","8","0","0","0","2","31042","150","90006","0","0","2","1005105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1005106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1005107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1005108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1005109"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1005110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1005111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1005112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1005113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1005114"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1005115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1005116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1006101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1006102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1006103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1006104"
"100","0","91002","2","8","0","0","0","2","31025","150","90006","0","0","2","1006105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1006106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1006107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1006108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1006109"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1006110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1006111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1006112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1006113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1006114"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1006115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1006116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1007101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1007102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1007103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1007104"
"100","0","91002","2","8","0","0","0","2","31018","150","90006","0","0","2","1007105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1007106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1007107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1007108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1007109"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1007110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1007111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1007112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1007113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1007114"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1007115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1007116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1008101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1008102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1008103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1008104"
"100","0","91002","2","8","0","0","0","2","31042","150","90006","0","0","2","1008105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1008106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1008107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1008108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1008109"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1008110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1008111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1008112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1008113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1008114"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1008115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1008116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1009101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1009102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1009103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1009104"
"100","0","91002","2","8","0","0","0","2","31043","150","90006","0","0","2","1009105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1009106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1009107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1009108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1009109"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1009110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1009111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1009112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1009113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1009114"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1009115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1009116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1010101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1010102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1010103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1010104"
"100","0","91002","2","8","0","0","0","2","31022","150","90006","0","0","2","1010105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1010106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1010107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1010108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1010109"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1010110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1010111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1010112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1010113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1010114"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1010115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1010116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1011101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1011102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1011103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1011104"
"100","0","91002","2","8","0","0","0","2","31025","150","90006","0","0","2","1011105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1011106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1011107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1011108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1011109"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1011110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1011111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1011112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1011113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1011114"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1011115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1011116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1012101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1012102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1012103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1012104"
"100","0","91002","2","8","0","0","0","2","31018","150","90006","0","0","2","1012105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1012106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1012107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1012108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1012109"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1012110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1012111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1012112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1012113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1012114"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1012115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1012116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1013101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1013102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1013103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1013104"
"100","0","91002","2","8","0","0","0","2","31042","150","90006","0","0","2","1013105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1013106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1013107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1013108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1013109"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1013110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1013111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1013112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1013113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1013114"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1013115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1013116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1014101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1014102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1014103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1014104"
"100","0","91002","2","8","0","0","0","2","31043","150","90006","0","0","2","1014105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1014106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1014107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1014108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1014109"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1014110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1014111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1014112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1014113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1014114"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1014115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1014116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1015101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1015102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1015103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1015104"
"100","0","91002","2","8","0","0","0","2","31025","150","90006","0","0","2","1015105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1015106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1015107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1015108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1015109"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1015110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1015111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1015112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1015113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1015114"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1015115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1015116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1016101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1016102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1016103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1016104"
"100","0","91002","2","8","0","0","0","2","31022","150","90006","0","0","2","1016105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1016106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1016107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1016108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1016109"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1016110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1016111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1016112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1016113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1016114"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1016115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1016116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1017101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1017102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1017103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1017104"
"100","0","91002","2","8","0","0","0","2","31018","150","90006","0","0","2","1017105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1017106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1017107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1017108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1017109"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1017110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1017111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1017112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1017113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1017114"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1017115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1017116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1018101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1018102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1018103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1018104"
"100","0","91002","2","8","0","0","0","2","31042","150","90006","0","0","2","1018105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1018106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1018107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1018108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1018109"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1018110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1018111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1018112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1018113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1018114"
"100","0","91002","2","8","0","0","0","1","31042","80","90006","0","0","2","1018115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1018116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1019101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1019102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1019103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1019104"
"100","0","91002","2","8","0","0","0","2","31043","150","90006","0","0","2","1019105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1019106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1019107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1019108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1019109"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1019110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1019111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1019112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1019113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1019114"
"100","0","91002","2","8","0","0","0","1","31043","80","90006","0","0","2","1019115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1019116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1020101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1020102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1020103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1020104"
"100","0","91002","2","8","0","0","0","2","31025","150","90006","0","0","2","1020105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1020106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1020107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1020108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1020109"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1020110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1020111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1020112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1020113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1020114"
"100","0","91002","2","8","0","0","0","1","31025","80","90006","0","0","2","1020115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1020116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1021101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1021102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1021103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1021104"
"100","0","91002","2","8","0","0","0","2","31022","150","90006","0","0","2","1021105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1021106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1021107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1021108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1021109"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1021110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1021111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1021112"
"50","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1021113"
"60","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1021114"
"100","0","91002","2","8","0","0","0","1","31022","80","90006","0","0","2","1021115"
"0","0","94002","0","12","0","0","0","0","0","25000","0","0","0","0","1021116"
"20","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1022101"
"30","0","91002","2","8","0","0","0","0","0","50","90006","0","0","2","1022102"
"40","0","91002","2","8","0","0","0","0","0","75","90006","0","0","2","1022103"
"50","0","91002","2","8","0","0","0","0","0","100","90006","0","0","2","1022104"
"100","0","91002","2","8","0","0","0","2","31018","150","90006","0","0","2","1022105"
"20","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1022106"
"30","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1022107"
"40","0","91002","2","8","0","0","0","0","0","30","90006","0","0","2","1022108"
"50","0","91002","2","8","0","0","0","0","0","40","90006","0","0","2","1022109"
"100","0","91002","2","8","0","0","0","1","31018","80","90006","0","0","2","1022110"
"30","0","91002","2","8","0","0","0","0","0","20","90006","0","0","2","1022111"
"40","0","91002","2","8","0","0","0","0","0","25","90006","0","0","2","1022112"
