686df2b3f532e9799e5c700d4a81eb6a68ed6da677dac420a18bdede76cefec4,b846fec3ab744660e4360b54fc05a59fc3e614fdc030af237fc6ee5083488052,5f8d895cd95d4630eaf9131026de4a197d49300d641ca57f9c098c18bb040417,4f3334d9afe3c304dd434dae76e5589242a7d2c895b0dbfa17703ecbc7ab1893,40d1735c4b3f60b80b09ad8986591d98ebaa0dfd4292051fe08c08608afb057c,339ea6afbf176e5a57083bee02d87fcaaf9d2b10b287ce482dbdcc1f5d5a4b52
"45740","680","250","1","20","263"
"45990","680","250","1","20","264"
"46240","680","250","1","20","265"
"46490","680","250","1","20","266"
"46740","680","250","1","20","267"
"46990","680","250","1","20","268"
"47240","680","250","1","20","269"
"47490","680","250","1","20","270"
"47740","680","250","1","21","271"
"47990","680","250","1","21","272"
"48240","680","250","1","21","273"
"48490","680","250","1","21","274"
"48740","680","250","1","21","275"
"48990","680","250","1","21","276"
"49240","680","250","1","21","277"
"49490","680","250","1","21","278"
"49740","680","250","1","21","279"
"49990","680","250","1","21","280"
"50240","680","250","1","22","281"
"50490","680","250","1","22","282"
"50740","680","250","1","22","283"
"50990","680","250","1","22","284"
"51240","680","250","1","22","285"
"51490","680","250","1","22","286"
"51740","680","250","1","22","287"
"51990","680","250","1","22","288"
"52240","680","250","1","22","289"
"52490","680","250","1","22","290"
"52740","680","250","1","23","291"
"52990","680","250","1","23","292"
"53240","680","250","1","23","293"
"53490","680","250","1","23","294"
"53740","680","250","1","23","295"
"53990","680","250","1","23","296"
"54240","680","250","1","23","297"
"54490","680","250","1","23","298"
"54740","680","250","1","23","299"
"54990","680","250","1","23","300"
"55240","680","250","1","24","301"
"55490","680","250","1","24","302"
"55740","680","250","1","24","303"
"55990","680","250","1","24","304"
"56240","680","250","1","24","305"
"56490","680","250","1","24","306"
"56740","680","250","1","24","307"
"56990","680","250","1","24","308"
"57240","680","250","1","24","309"
"57490","680","250","1","24","310"
"57740","680","250","1","25","311"
"57990","680","250","1","25","312"
"58240","680","250","1","25","313"
"58490","680","250","1","25","314"
"58740","680","250","1","25","315"
"58990","680","250","1","25","316"
"59240","680","250","1","25","317"
"59490","680","250","1","25","318"
"59740","680","250","1","25","319"
"59990","680","250","1","25","320"
"60240","680","250","1","26","321"
"60490","680","250","1","26","322"
"60740","680","250","1","26","323"
"60990","680","250","1","26","324"
"61240","680","250","1","26","325"
"61490","680","250","1","26","326"
"61740","680","250","1","26","327"
"61990","680","250","1","26","328"
"62240","680","250","1","26","329"
"62490","680","250","1","26","330"
"50","200000","50","2","1","0"
"60","500000","10","2","1","1"
"75","500000","15","2","1","2"
"95","500000","20","2","1","3"
"120","500000","25","2","1","4"
"150","500000","30","2","1","5"
