376334629018a924b624bbd09fb3a362c5722297118c78ecf3e5d6a9d0c11eb8,1f7f97b7d0b9e2e681fdd067ce8c54bcce6e6c3f4f4b8360296a1cfc4a8bf6c0,71a45c8416e13f69b6aa4b8c60bba01bff521f9af4119ce19d821db36631b069,bbe6764f86242f54f149d7c4834c3629015079ab3b7a540b8da09a63108476f5,5699495a829e2afdb5d4bf65d5c9a6aeab7a8d1f3c6ec81c40b58a9d56a59cfa,c7a5de4a3f1c920fd8397967971e92ae42bc320a5dd60d58db41e921f88c7ba5,8538bf715382a79a6aec74bd4ff878ae86b98caad8c3de4bb1024f8a5a6b9dca
"2022/07/22 04:59:59","2022/07/21 05:00:00","50","9004006","0","80006","3"
"2022/07/23 04:59:59","2022/07/22 05:00:00","51","9004007","0","80006","3"
"2022/07/24 04:59:59","2022/07/23 05:00:00","52","9004008","0","80006","3"
"2022/07/25 04:59:59","2022/07/24 05:00:00","53","9004009","0","80006","3"
"2022/07/26 04:59:59","2022/07/25 05:00:00","54","9004010","0","80006","3"
"2022/07/27 04:59:59","2022/07/26 05:00:00","55","9004011","0","80006","3"
"2022/07/28 04:59:59","2022/07/27 05:00:00","56","9004012","0","80006","3"
"2022/07/29 04:59:59","2022/07/28 05:00:00","57","9004013","0","80006","3"
"2022/07/30 04:59:59","2022/07/29 05:00:00","58","9004014","0","80006","3"
"2022/07/31 04:59:59","2022/07/30 05:00:00","59","9004015","0","80006","3"
"2022/08/01 04:59:59","2022/07/31 05:00:00","60","9004016","0","80006","3"
"2022/08/02 04:59:59","2022/08/01 05:00:00","61","9004017","1","80006","3"
"0","0","62","436","0","70007","1"
"0","0","63","437","0","70007","2"
"0","0","64","438","0","70007","3"
"2023/01/07 04:59:59","2023/01/06 05:00:00","65","9005001","0","80007","3"
"2023/01/08 04:59:59","2023/01/07 05:00:00","66","9005002","0","80007","3"
"2023/01/09 04:59:59","2023/01/08 05:00:00","67","9005003","0","80007","3"
"2023/01/10 04:59:59","2023/01/09 05:00:00","68","9005004","0","80007","3"
"2023/01/11 04:59:59","2023/01/10 05:00:00","69","9005005","0","80007","3"
"2023/01/12 04:59:59","2023/01/11 05:00:00","70","9005006","0","80007","3"
"2023/01/13 04:59:59","2023/01/12 05:00:00","71","9005007","0","80007","3"
"2023/01/14 04:59:59","2023/01/13 05:00:00","72","9005008","0","80007","3"
"2023/01/15 04:59:59","2023/01/14 05:00:00","73","9005009","0","80007","3"
"2023/01/16 04:59:59","2023/01/15 05:00:00","74","9005010","0","80007","3"
"2023/01/17 04:59:59","2023/01/16 05:00:00","75","9005011","0","80007","3"
"2023/01/18 04:59:59","2023/01/17 05:00:00","76","9005012","0","80007","3"
"2023/01/19 04:59:59","2023/01/18 05:00:00","77","9005013","0","80007","3"
"2023/01/20 04:59:59","2023/01/19 05:00:00","78","9005014","0","80007","3"
"2023/01/21 04:59:59","2023/01/20 05:00:00","79","9005015","1","80007","3"
"2023/04/25 04:59:59","2023/04/24 05:00:00","80","400","0","70008","0"
"2023/04/26 04:59:59","2023/04/25 05:00:00","81","401","0","70008","0"
"0","0","82","439","0","70009","1"
"2023/07/18 04:59:59","2023/07/17 05:00:00","83","9006001","0","80008","3"
"2023/07/19 04:59:59","2023/07/18 05:00:00","84","9006002","0","80008","3"
"2023/07/20 04:59:59","2023/07/19 05:00:00","85","9006003","0","80008","3"
"2023/07/21 04:59:59","2023/07/20 05:00:00","86","9006004","0","80008","3"
"2023/07/22 04:59:59","2023/07/21 05:00:00","87","9006005","0","80008","3"
"2023/07/23 04:59:59","2023/07/22 05:00:00","88","9006006","0","80008","3"
"2023/07/24 04:59:59","2023/07/23 05:00:00","89","9006007","0","80008","3"
"2023/07/25 04:59:59","2023/07/24 05:00:00","90","9006008","0","80008","3"
"2023/07/26 04:59:59","2023/07/25 05:00:00","91","9006009","0","80008","3"
"2023/07/27 04:59:59","2023/07/26 05:00:00","92","9006010","0","80008","3"
"2023/07/28 04:59:59","2023/07/27 05:00:00","93","9006011","0","80008","3"
"2023/07/29 04:59:59","2023/07/28 05:00:00","94","9006012","0","80008","3"
"2023/07/30 04:59:59","2023/07/29 05:00:00","95","9006013","0","80008","3"
"2023/07/31 04:59:59","2023/07/30 05:00:00","96","9006014","0","80008","3"
"2023/08/01 04:59:59","2023/07/31 05:00:00","97","9006015","0","80008","3"
"2023/08/02 04:59:59","2023/08/01 05:00:00","98","9006016","1","80008","3"
"2024/01/25 04:59:59","2024/01/24 05:00:00","99","9007001","0","80009","3"
"2024/01/26 04:59:59","2024/01/25 05:00:00","100","9007002","0","80009","3"
"2024/01/27 04:59:59","2024/01/26 05:00:00","101","9007003","0","80009","3"
"2024/01/28 04:59:59","2024/01/27 05:00:00","102","9007004","0","80009","3"
"2024/01/29 04:59:59","2024/01/28 05:00:00","103","9007005","0","80009","3"
"2024/01/30 04:59:59","2024/01/29 05:00:00","104","9007006","0","80009","3"
"2024/01/31 04:59:59","2024/01/30 05:00:00","105","9007007","0","80009","3"
"2024/02/01 04:59:59","2024/01/31 05:00:00","106","9007008","0","80009","3"
"2024/02/02 04:59:59","2024/02/01 05:00:00","107","9007009","0","80009","3"
"2024/02/03 04:59:59","2024/02/02 05:00:00","108","9007010","0","80009","3"
"2024/02/04 04:59:59","2024/02/03 05:00:00","109","9007011","0","80009","3"
"2024/02/05 04:59:59","2024/02/04 05:00:00","110","9007012","0","80009","3"
"2024/02/06 04:59:59","2024/02/05 05:00:00","111","9007013","0","80009","3"
"2024/02/07 04:59:59","2024/02/06 05:00:00","112","9007014","0","80009","3"
"2024/02/08 04:59:59","2024/02/07 05:00:00","113","9007015","1","80009","3"
"2024/04/06 04:59:59","2024/04/04 05:00:00","114","400","0","70010","0"
"2024/04/08 04:59:59","2024/04/06 05:00:00","115","401","0","70012","0"
"0","0","116","440","0","70011","1"
"2024/07/18 04:59:59","2024/07/17 05:00:00","117","9008001","0","80010","3"
"2024/07/19 04:59:59","2024/07/18 05:00:00","118","9008002","0","80010","3"
"2024/07/20 04:59:59","2024/07/19 05:00:00","119","9008003","0","80010","3"
"2024/07/21 04:59:59","2024/07/20 05:00:00","120","9008004","0","80010","3"
"2024/07/22 04:59:59","2024/07/21 05:00:00","121","9008005","0","80010","3"
"2024/07/23 04:59:59","2024/07/22 05:00:00","122","9008006","0","80010","3"
"2024/07/24 04:59:59","2024/07/23 05:00:00","123","9008007","0","80010","3"
"2024/07/25 04:59:59","2024/07/24 05:00:00","124","9008008","0","80010","3"
"2024/07/26 04:59:59","2024/07/25 05:00:00","125","9008009","0","80010","3"
"2024/07/27 04:59:59","2024/07/26 05:00:00","126","9008010","0","80010","3"
"2024/07/28 04:59:59","2024/07/27 05:00:00","127","9008011","0","80010","3"
"2024/07/29 04:59:59","2024/07/28 05:00:00","128","9008012","1","80010","3"
"2024/07/30 04:59:59","2024/07/29 05:00:00","129","9008013","1","80010","3"
"2024/07/31 04:59:59","2024/07/30 05:00:00","130","9008014","1","80010","3"
"2024/08/01 04:59:59","2024/07/31 05:00:00","131","9008015","1","80010","3"
"2024/08/02 04:59:59","2024/08/01 05:00:00","132","9008016","1","80010","3"
"2025/01/19 04:59:59","2025/01/18 05:00:00","133","9009001","0","80011","3"
"2025/01/20 04:59:59","2025/01/19 05:00:00","134","9009002","0","80011","3"
"2025/01/21 04:59:59","2025/01/20 05:00:00","135","9009003","0","80011","3"
"2025/01/22 04:59:59","2025/01/21 05:00:00","136","9009004","0","80011","3"
"2025/01/23 04:59:59","2025/01/22 05:00:00","137","9009005","0","80011","3"
"2025/01/24 04:59:59","2025/01/23 05:00:00","138","9009006","0","80011","3"
"2025/01/25 04:59:59","2025/01/24 05:00:00","139","9009007","0","80011","3"
"2025/01/26 04:59:59","2025/01/25 05:00:00","140","9009008","0","80011","3"
"2025/01/27 04:59:59","2025/01/26 05:00:00","141","9009009","0","80011","3"
"2025/01/28 04:59:59","2025/01/27 05:00:00","142","9009010","0","80011","3"
"2025/01/29 04:59:59","2025/01/28 05:00:00","143","9009011","0","80011","3"
"2025/01/30 04:59:59","2025/01/29 05:00:00","144","9009012","0","80011","3"
"2025/01/31 04:59:59","2025/01/30 05:00:00","145","9009013","0","80011","3"
"2025/02/01 04:59:59","2025/01/31 05:00:00","146","9009014","0","80011","3"
"2025/02/02 04:59:59","2025/02/01 05:00:00","147","9009015","1","80011","3"
