11dceda5ada7a6f2b9907673e50e7be418fafd7e07a70eb54aa2513b33d5dba8,8980db79eb3b06faca4e0389c9d59525ea3ad28aa2e95998007835b669ce5d3a,5c2ae78e546daae3ce93c675e0408e2c348b806d49f43f15b44b62dcb3bc267c,e89ae0b19008739c7e624f079487b36e0d62ba99b7d6c3a0e5ec51c18353f00c,2a2a183089f64078b32582ce9420838c30c9521dfa6337d3df2e4c0993d17ba2,7b4ff2c95b070feb1659494b284963889a9d8835b38a8a15f678298a3690f80c,cc465f9a5ab8b3bee99b475b340ac6d5b6ef661c27a6cbd41fed94b70cec1e1b,b6db198c84f70b67992bbacfb72ccc31600fdc487b36e603ff2b53d19def25ec,043832cc6183194bf040f964f199d566efe6d2a5be04695d9f6ba618330e9164,828bbb665eb89c53adaf3c2e6a799a06f3d99cff7464f4ce56cf5cd37ae7424e,5bb7c871715d6527063db07e321b414dc787fb67b400aad3d2c1e292a7f75798,877a15acd0d6f644d4d6c509f9f72f65269a4c43a8e434bcfef53798fdd3de8a,db61d9f7a05183c7f23a9f9559dae9d04d94d861601729778ab4c96b865f019d
"2019/08/23 04:59:59","1","1","2019/07/24 05:00:00","1011","1012","2019/07/22 11:59:00","2019/07/21 11:59:00","bgm_M205","2","7","2019/07/17 12:00:00","2"
"2019/09/23 04:59:59","1","1","2019/08/23 05:00:00","1012","1013","2019/08/21 11:59:00","2019/08/20 11:59:00","bgm_M90","1","8","2019/08/16 12:00:00","2"
"2019/10/24 04:59:59","1","1","2019/09/23 05:00:00","1013","1014","2019/09/21 11:59:00","2019/09/20 11:59:00","bgm_M97","2","9","2019/09/16 12:00:00","2"
"2019/11/23 04:59:59","1","1","2019/10/24 05:00:00","1014","1015","2019/10/22 11:59:00","2019/10/21 11:59:00","bgm_M104","1","10","2019/10/17 12:00:00","2"
"2019/12/23 04:59:59","1","1","2019/11/23 05:00:00","1015","1016","2019/11/21 11:59:00","2019/11/20 11:59:00","bgm_M115","2","11","2019/11/16 12:00:00","2"
"2020/01/23 04:59:59","1","1","2019/12/23 05:00:00","1016","1017","2019/12/21 11:59:00","2019/12/20 11:59:00","bgm_M119","1","12","2019/12/16 12:00:00","2"
"2020/02/24 04:59:59","1","1","2020/01/23 05:00:00","1017","1018","2020/01/21 11:59:00","2020/01/20 11:59:00","bgm_M132","2","1","2020/01/16 12:00:00","2"
"2020/03/25 04:59:59","1","1","2020/02/24 05:00:00","1018","1019","2020/02/22 11:59:00","2020/02/21 11:59:00","bgm_M139","1","2","2020/02/17 12:00:00","2"
"2020/04/24 04:59:59","1","1","2020/03/25 05:00:00","1019","1020","2020/03/23 11:59:00","2020/03/22 11:59:00","bgm_M166","2","3","2020/03/18 12:00:00","2"
"2020/05/25 04:59:59","1","1","2020/04/24 05:00:00","1020","1021","2020/04/22 11:59:00","2020/04/21 11:59:00","bgm_M175","1","4","2020/04/17 12:00:00","2"
"2020/06/24 04:59:59","1","1","2020/05/25 05:00:00","1021","1022","2020/05/23 11:59:00","2020/05/22 11:59:00","bgm_M181","2","5","2020/05/18 12:00:00","2"
"2020/07/25 04:59:59","1","1","2020/06/24 05:00:00","1022","1023","2020/06/22 11:59:00","2020/06/21 11:59:00","bgm_M186","1","6","2020/06/17 12:00:00","2"
"2020/08/25 04:59:59","1","1","2020/07/25 05:00:00","1023","1024","2020/07/23 11:59:00","2020/07/22 11:59:00","bgm_M205","2","7","2020/07/18 12:00:00","2"
"2020/09/25 04:59:59","1","1","2020/08/25 05:00:00","1024","1025","2020/08/23 11:59:00","2020/08/22 11:59:00","bgm_M90","1","8","2020/08/18 12:00:00","2"
"2020/10/26 04:59:59","1","1","2020/09/25 05:00:00","1025","1026","2020/09/23 11:59:00","2020/09/22 11:59:00","bgm_M97","2","9","2020/09/18 12:00:00","2"
"2020/11/26 04:59:59","1","1","2020/10/26 05:00:00","1026","1027","2020/10/24 11:59:00","2020/10/23 11:59:00","bgm_M104","1","10","2020/10/19 12:00:00","2"
"2020/12/26 04:59:59","1","1","2020/11/26 05:00:00","1027","1028","2020/11/24 11:59:00","2020/11/23 11:59:00","bgm_M115","2","11","2020/11/19 12:00:00","2"
"2021/01/26 04:59:59","1","1","2020/12/26 05:00:00","1028","1029","2020/12/24 11:59:00","2020/12/23 11:59:00","bgm_M119","1","12","2020/12/19 12:00:00","2"
"2021/02/24 04:59:59","1","1","2021/01/26 05:00:00","1029","1030","2021/01/24 11:59:00","2021/01/23 11:59:00","bgm_M132","2","1","2021/01/19 12:00:00","2"
"2021/03/26 04:59:59","1","1","2021/02/24 05:00:00","1030","1031","2021/02/22 11:59:00","2021/02/21 11:59:00","bgm_M139","1","2","2021/02/17 12:00:00","2"
"2021/04/26 04:59:59","1","1","2021/03/26 05:00:00","1031","1032","2021/03/24 11:59:00","2021/03/23 11:59:00","bgm_M166","2","3","2021/03/19 12:00:00","2"
"2021/05/27 04:59:59","1","1","2021/04/26 05:00:00","1032","1033","2021/04/24 11:59:00","2021/04/23 11:59:00","bgm_M175","1","4","2021/04/19 12:00:00","2"
"2021/06/26 04:59:59","1","1","2021/05/27 05:00:00","1033","1034","2021/05/25 11:59:00","2021/05/24 11:59:00","bgm_M181","2","5","2021/05/20 12:00:00","2"
"2021/07/27 04:59:59","1","1","2021/06/26 05:00:00","1034","1035","2021/06/24 11:59:00","2021/06/23 11:59:00","bgm_M186","1","6","2021/06/19 12:00:00","2"
"2021/08/27 04:59:59","1","1","2021/07/27 05:00:00","1035","1036","2021/07/25 11:59:00","2021/07/24 11:59:00","bgm_M205","2","7","2021/07/20 12:00:00","2"
"2021/09/26 04:59:59","1","1","2021/08/27 05:00:00","1036","1037","2021/08/25 11:59:00","2021/08/24 11:59:00","bgm_M90","1","8","2021/08/20 12:00:00","2"
"2021/10/27 04:59:59","1","1","2021/09/26 05:00:00","1037","1038","2021/09/24 11:59:00","2021/09/23 11:59:00","bgm_M97","2","9","2021/09/19 12:00:00","2"
"2021/11/26 04:59:59","1","1","2021/10/27 05:00:00","1038","1039","2021/10/25 11:59:00","2021/10/24 11:59:00","bgm_M104","1","10","2021/10/20 12:00:00","2"
"2021/12/27 04:59:59","1","1","2021/11/26 05:00:00","1039","1040","2021/11/24 11:59:00","2021/11/23 11:59:00","bgm_M115","2","11","2021/11/19 12:00:00","2"
"2022/01/27 04:59:59","1","1","2021/12/27 05:00:00","1040","1041","2021/12/25 11:59:00","2021/12/24 11:59:00","bgm_M119","1","12","2021/12/20 12:00:00","2"
"2022/02/24 04:59:59","1","1","2022/01/27 05:00:00","1041","1042","2022/01/25 11:59:00","2022/01/24 11:59:00","bgm_M132","2","1","2022/01/20 12:00:00","2"
"2022/03/27 04:59:59","1","1","2022/02/24 05:00:00","1042","1043","2022/02/22 11:59:00","2022/02/21 11:59:00","bgm_M139","1","2","2022/02/17 12:00:00","2"
"2022/04/26 04:59:59","1","1","2022/03/27 05:00:00","1043","1044","2022/03/25 11:59:00","2022/03/24 11:59:00","bgm_M166","2","3","2022/03/20 12:00:00","2"
"2022/05/27 04:59:59","1","1","2022/04/26 05:00:00","1044","1045","2022/04/24 11:59:00","2022/04/23 11:59:00","bgm_M175","1","4","2022/04/19 12:00:00","2"
"2022/06/26 04:59:59","1","1","2022/05/27 05:00:00","1045","1046","2022/05/25 11:59:00","2022/05/24 11:59:00","bgm_M181","2","5","2022/05/20 12:00:00","2"
"2022/07/27 04:59:59","1","1","2022/06/26 05:00:00","1046","1047","2022/06/24 11:59:00","2022/06/23 11:59:00","bgm_M186","1","6","2022/06/19 12:00:00","2"
"2022/08/27 04:59:59","1","1","2022/07/27 05:00:00","1047","1048","2022/07/25 11:59:00","2022/07/24 11:59:00","bgm_M205","2","7","2022/07/20 12:00:00","2"
"2022/09/26 04:59:59","1","1","2022/08/27 05:00:00","1048","1049","2022/08/25 11:59:00","2022/08/24 11:59:00","bgm_M90","1","8","2022/08/20 12:00:00","2"
"2022/10/27 04:59:59","1","1","2022/09/26 05:00:00","1049","1050","2022/09/24 11:59:00","2022/09/23 11:59:00","bgm_M97","2","9","2022/09/19 12:00:00","2"
"2022/11/26 04:59:59","1","1","2022/10/27 05:00:00","1050","1051","2022/10/25 11:59:00","2022/10/24 11:59:00","bgm_M104","1","10","2022/10/20 12:00:00","2"
"2022/12/26 04:59:59","1","1","2022/11/26 05:00:00","1051","1052","2022/11/24 11:59:00","2022/11/23 11:59:00","bgm_M115","2","11","2022/11/19 12:00:00","2"
"2023/01/27 04:59:59","1","1","2022/12/26 05:00:00","1052","1053","2022/12/24 11:59:00","2022/12/23 11:59:00","bgm_M119","1","12","2022/12/19 12:00:00","2"
"2023/02/24 04:59:59","1","1","2023/01/27 05:00:00","1053","1054","2023/01/25 11:59:00","2023/01/24 11:59:00","bgm_M132","2","1","2023/01/20 12:00:00","2"
"2023/03/27 04:59:59","1","1","2023/02/24 05:00:00","1054","1055","2023/02/22 11:59:00","2023/02/21 11:59:00","bgm_M139","1","2","2023/02/17 12:00:00","2"
"2023/04/26 04:59:59","1","1","2023/03/27 05:00:00","1055","1056","2023/03/25 11:59:00","2023/03/24 11:59:00","bgm_M166","2","3","2023/03/20 12:00:00","2"
"2023/05/27 04:59:59","1","1","2023/04/26 05:00:00","1056","1057","2023/04/24 11:59:00","2023/04/23 11:59:00","bgm_M175","1","4","2023/04/19 12:00:00","2"
"2023/06/26 04:59:59","1","1","2023/05/27 05:00:00","1057","1058","2023/05/25 11:59:00","2023/05/24 11:59:00","bgm_M181","2","5","2023/05/20 12:00:00","2"
"2023/07/27 04:59:59","1","1","2023/06/26 05:00:00","1058","1059","2023/06/24 11:59:00","2023/06/23 11:59:00","bgm_M186","1","6","2023/06/19 12:00:00","2"
"2023/08/27 04:59:59","1","1","2023/07/27 05:00:00","1059","1060","2023/07/25 11:59:00","2023/07/24 11:59:00","bgm_M205","2","7","2023/07/20 12:00:00","2"
"2023/09/26 04:59:59","1","1","2023/08/27 05:00:00","1060","1061","2023/08/25 11:59:00","2023/08/24 11:59:00","bgm_M90","1","8","2023/08/20 12:00:00","2"
"2023/10/27 04:59:59","1","1","2023/09/26 05:00:00","1061","1063","2023/09/24 11:59:00","2023/09/23 11:59:00","bgm_M97","2","9","2023/09/19 12:00:00","2"
"2023/11/26 04:59:59","1","1","2023/10/27 05:00:00","1063","1064","2023/10/25 11:59:00","2023/10/24 11:59:00","bgm_M104","1","10","2023/10/20 12:00:00","2"
"2023/12/26 04:59:59","1","1","2023/11/26 05:00:00","1064","1065","2023/11/24 11:59:00","2023/11/23 11:59:00","bgm_M115","2","11","2023/11/19 12:00:00","2"
"2024/01/27 04:59:59","1","1","2023/12/26 05:00:00","1065","1066","2023/12/24 11:59:00","2023/12/23 11:59:00","bgm_M119","1","12","2023/12/19 12:00:00","2"
"2024/02/25 04:59:59","1","1","2024/01/27 05:00:00","1066","1067","2024/01/25 11:59:00","2024/01/24 11:59:00","bgm_M132","2","1","2024/01/20 12:00:00","2"
"2024/03/27 04:59:59","1","1","2024/02/25 05:00:00","1067","1068","2024/02/23 11:59:00","2024/02/22 11:59:00","bgm_M139","1","2","2024/02/18 12:00:00","2"
"2024/04/26 04:59:59","1","1","2024/03/27 05:00:00","1068","1069","2024/03/25 11:59:00","2024/03/24 11:59:00","bgm_M166","2","3","2024/03/20 12:00:00","2"
"2024/05/27 04:59:59","1","1","2024/04/26 05:00:00","1069","1070","2024/04/24 11:59:00","2024/04/23 11:59:00","bgm_M175","1","4","2024/04/19 12:00:00","2"
"2024/06/26 04:59:59","1","1","2024/05/27 05:00:00","1070","1071","2024/05/25 11:59:00","2024/05/24 11:59:00","bgm_M181","2","5","2024/05/20 12:00:00","2"
"2024/07/27 04:59:59","1","1","2024/06/26 05:00:00","1071","1072","2024/06/24 11:59:00","2024/06/23 11:59:00","bgm_M186","1","6","2024/06/19 12:00:00","2"
"2024/08/27 04:59:59","1","1","2024/07/27 05:00:00","1072","1073","2024/07/19 11:59:59","2024/07/18 11:59:59","bgm_M205","2","7","2024/07/14 12:00:00","2"
"2024/09/26 04:59:59","1","1","2024/08/27 05:00:00","1073","1074","2024/08/25 11:59:59","2024/08/24 11:59:59","bgm_M90","1","8","2024/08/20 12:00:00","2"
"2024/10/27 04:59:59","1","1","2024/09/26 05:00:00","1074","1075","2024/09/24 11:59:59","2024/09/23 11:59:59","bgm_M97","2","9","2024/09/19 12:00:00","2"
"2024/11/26 04:59:59","1","1","2024/10/27 05:00:00","1075","1076","2024/10/25 11:59:59","2024/10/24 11:59:59","bgm_M104","1","10","2024/10/20 12:00:00","2"
"2024/12/27 04:59:59","1","1","2024/11/26 05:00:00","1076","1077","2024/11/24 11:59:59","2024/11/23 11:59:59","bgm_M115","2","11","2024/11/19 12:00:00","2"
"2025/01/27 04:59:59","1","1","2024/12/27 05:00:00","1077","1078","2024/12/25 11:59:59","2024/12/24 11:59:59","bgm_M119","1","12","2024/12/20 12:00:00","2"
