1cb020b7fe4f1a94702d913a6ad723fd9c1914a81ca5309cf328e70488a03962,4332967f256c6cc22134d226a279dc00259057f21d2f5eeaefc5f4af06f5e0e6,b781751bdedb7057e7dfd405df9946853f86a19564f5b4dae5b9b4ac9374a78d,11c05d7363674e573f79220934402f9ca7d7b55b388dfbb8ce0386feb72feb38,e19d3e65634e26b609733f8586e0cd71d2d3f137a9ff61aea61bb4e69151bb7d,209d4ce859d5cfe1e47d4ffd7b72228346637b80d049644f754396aef33e8598,69fcda1b98c56d0800b60616a6c3dfed965807ab7adc69f467b64e263d2b2906,7210d02adb6620ee70317fa83076c71e006e6f8f2a2e2c20cb0f54a8ce61a362,d352a744e5369587a7a95a27b06b18a94fb14c25e7b0f7c6e94cf4f35f1d88a0,6e0cc9714e559f7af335a2358f60a798fb0847f3e5d45330956b0d165d063e0a,4dbe749716128e0d2902055258cce2189a7d4dd902834cdaaa83fa344be1cf19,c99bce61bdf88c136e2e4b216db9567135473f53a03b3b5a78d866062a0b5e3b,58794cf6a82320354b9432aecc0a47dae360c70bed6b4053ceb20677b4e8c222,ecb7a0f1f2ae85f919ed4e4282202626ebb95c29c8d7e37d66aebab8f2042cf8,9a52d798f0c8d3d48b74c570ea2714fa267341039ec4c3aab31fa9911ad02d00,efec147b4f0d6c19dc416b6ae548e1fb4c5cb094031f12b12bd3ac0371187f97,9489ced8adf0dc0c0b74b324dac20b611f0f18d29c71722d899a1fac1b1e0e2b,cfbbde14fa353a8f24874cbed75a3d1016e1bc77bafd28e8e08a0e36b877c528,a525834c54c8a8b7d93185f710848e001659bc847b4d6561330df3717a123ade,ff64a9861bf656e02c7c424d3e43306b98cb037b24c9761b0b59e612c0a86440,f26c6e6f20333e327f9ed116ad2971c32d8513431f8b2f3c8eeccb61573a2992,c06da0ce7fefa66ffb5a3c0049482c7e048d178ab3e33280006e340513d1391e,0f950d7ca7533fbe79c28c61fada4b75120964e1dbbde1443404ec58fcbd6dea,7724d9ad6116147d77b98949e041b7f06cd678f75e250fec8f6000914a68241c,7eb6560295007f0e49a8e232adccdaa5e1ced0747db2ead60691f6a16e34e71f,710f4753cf0fc33fff4c7effad170842318c26825a44d20bab393c01c70f5e14,b02561da96f5a6e8bcca4f4daaf80182bd09c75a8b055783a88c296bcd2e6f60,2e022844e27b0c083de5bf3011d034d9a676684837e240267818c3acc0481ead,1bde083cb22296bfe7e4a7b4f35bbad4985d5002e2365fba85f6816cf9a53a73
"94002","bgm_M06","0","0","100258","0","0","bgm_M06","99002","0","40001","0","100258","0","0","3100205","31002008","0","0","31002","0.8","0","0","0","90","0","1","1.2","8"
"94002","bgm_M06","99002","0","100259","0","90005","bgm_M06","90002","0","40004","0","100259","0","200","3100206","31002009","0","0","31002","0.8","0","0","0","90","0","1","1.2","9"
"94002","bgm_M63","99002","0","100261","0","0","bgm_M63","90002","0","40004","0","100261","0","200","3100207","31002010","0","0","31002","1","0","0","0","90","501010021","3","1.2","10"
"94002","bgm_M06","0","0","100291","-50","0","bgm_M06","99002","0","40001","0","100291","0","0","3100301","31003001","0","0","31003","0.4","0","0","0","90","0","1","1.2","1"
"94002","bgm_M06","0","0","100292","-50","0","bgm_M06","99002","0","40001","0","100292","0","0","3100302","31003002","0","0","31003","0.4","0","0","0","90","0","1","1.2","2"
"94002","bgm_M06","99002","0","100293","-50","0","bgm_M06","90002","0","40004","0","100293","0","300","3100302","31003003","0","0","31003","0.6","0","0","0","90","0","1","1.2","3"
"94002","bgm_M06","0","0","100291","-50","0","bgm_M06","99002","0","40001","0","100291","0","0","3100303","31003004","0","0","31003","0.65","0","0","0","90","0","1","1.2","4"
"94002","bgm_M06","99002","0","100292","-50","0","bgm_M06","90002","0","40004","0","100292","0","300","3100303","31003005","0","0","31003","0.75","0","0","0","90","0","1","1.2","5"
"94002","bgm_M06","0","0","100294","-50","0","bgm_M06","99002","0","40001","0","100294","0","0","3100304","31003006","0","0","31003","0.75","0","0","0","90","0","1","1.2","6"
"94002","bgm_M06","99002","0","100295","-50","0","bgm_M06","90002","0","40004","0","100295","0","300","3100304","31003007","0","0","31003","0.8","0","0","0","90","0","1","1.2","7"
"94002","bgm_M06","0","0","100296","-50","0","bgm_M06","99002","0","40001","0","100296","0","0","3100305","31003008","0","0","31003","0.85","0","0","0","90","0","1","1.2","8"
"94002","bgm_M06","99002","0","100297","-50","90005","bgm_M06","90002","0","40004","0","100297","0","300","3100307","31003009","0","0","31003","0.85","0","0","0","90","0","1","1.2","9"
"94002","bgm_M63","99002","0","100313","-50","0","bgm_M63","90002","0","40004","0","100313","0","300","3100306","31003010","0","0","31003","1","0","0","0","90","501010031","3","1.2","10"
"94002","bgm_M06","99002","0","100271","-50","0","bgm_M06","90002","0","40004","0","100271","0","400","3100401","31004001","0","0","31004","0.7","0","0","0","90","0","1","1.2","1"
"94002","bgm_M06","99002","0","100273","-50","0","bgm_M06","90002","0","40004","0","100273","0","400","3100401","31004002","0","0","31004","0.85","0","0","0","90","0","1","1.2","2"
"94002","bgm_M06","99002","0","100274","-50","0","bgm_M06","90002","0","40004","0","100274","0","400","3100401","31004003","0","0","31004","0.9","0","0","0","90","0","1","1.2","3"
"94002","bgm_M06","99002","0","100277","-50","90005","bgm_M06","90002","0","40004","0","100277","0","400","3100403","31004004","0","0","31004","1","0","0","0","90","0","1","1.2","4"
"94002","bgm_M63","99002","0","100283","-50","0","bgm_M63","90002","0","40004","0","100283","0","400","3100402","31004005","0","0","31004","1","0","0","0","90","501010041","3","1.2","5"
"94002","bgm_M06","99002","0","101601","-50","140001","bgm_M06","90002","0","40004","0","101601","0","500","3100501","31005001","0","0","31005","0.7","0","0","0","90","0","1","1.2","1"
"94002","bgm_M06","99002","0","101601","-50","140001","bgm_M06","90002","0","40004","0","101601","0","500","3100501","31005002","0","0","31005","0.85","0","0","0","90","0","1","1.2","2"
"94002","bgm_M06","99002","0","101602","-50","140001","bgm_M06","90002","0","40004","0","101602","0","600","3100501","31005003","0","0","31005","0.9","0","0","0","90","0","1","1.2","3"
"94002","bgm_M06","99002","0","101602","-50","140001","bgm_M06","90002","0","40004","0","101602","0","600","3100502","31005004","0","0","31005","1","0","90005","0","90","0","1","1.2","4"
"94002","bgm_M63","99002","0","101611","-50","140001","bgm_M63","90002","0","40004","0","101611","0","300","3100503","31005005","0","0","31005","1","0","0","0","90","501010051","3","1.6","5"
"90002","bgm_M06","20000","0","102171","-50","140001","bgm_M06","99002","0","40004","0","102171","0","600","3100601","31006001","0","0","31006","0.7","0","25001","94002","90","0","1","1.2","1"
"90002","bgm_M06","20000","0","102172","-50","140001","bgm_M06","99002","0","40004","0","102172","0","600","3100601","31006002","0","0","31006","0.85","0","25001","94002","90","0","1","1.2","2"
"90002","bgm_M06","20000","0","102173","-50","140001","bgm_M06","99002","0","40004","0","102173","0","800","3100601","31006003","0","0","31006","0.9","0","25001","94002","90","0","1","1.2","3"
"90002","bgm_M06","20000","0","102172","-50","140001","bgm_M06","99002","0","40004","0","102172","0","800","3100602","31006004","0","0","31006","1","0","25001","90005","90","0","1","1.2","4"
"90002","bgm_M63","20000","0","102174","-50","140001","bgm_M63","99002","0","40004","0","102174","0","400","3100603","31006005","0","0","31006","1","0","25001","94002","90","501010061","3","1.3","5"
"90002","bgm_M06","20000","0","102741","-50","140001","bgm_M06","99002","0","40004","0","102741","0","700","3100701","31007001","0","0","31007","0.7","0","25001","94002","90","0","1","1.2","1"
"90002","bgm_M06","20000","0","102742","-50","140001","bgm_M06","99002","0","40004","0","102742","0","700","3100701","31007002","0","0","31007","0.85","0","25001","94002","90","0","1","1.2","2"
"90002","bgm_M06","20000","0","102743","-50","140001","bgm_M06","99002","0","40004","0","102743","0","1000","3100701","31007003","0","0","31007","0.9","0","25001","94002","90","0","1","1.2","3"
"90002","bgm_M06","20000","0","102742","-50","140001","bgm_M06","99002","0","40004","0","102742","0","1000","3100702","31007004","0","0","31007","1","0","25001","90005","90","0","1","1.2","4"
"90002","bgm_M63","20000","0","102751","-50","140001","bgm_M63","99002","0","40004","1","102751","0","500","3100703","31007005","5.1","0","31007","1","1","25001","94002","90","501010071","3","0.5","5"
"90002","bgm_M06","20000","0","103002","-50","140001","bgm_M06","99002","0","40004","0","103002","0","800","3100801","31008001","0","0","31008","0.7","0","25001","94002","90","0","1","1.2","1"
"90002","bgm_M06","20000","0","103002","-50","140001","bgm_M06","99002","0","40004","0","103002","0","800","3100801","31008002","0","0","31008","0.85","0","25001","94002","90","0","1","1.2","2"
"90002","bgm_M06","20000","0","103002","-50","140001","bgm_M06","99002","0","40004","0","103002","0","1200","3100801","31008003","0","0","31008","0.9","0","25001","94002","90","0","1","1.2","3"
"90002","bgm_M06","20000","0","103002","-50","140001","bgm_M06","99002","0","40004","0","103002","0","1200","3100802","31008004","0","0","31008","1","0","25001","90005","90","0","1","1.2","4"
"90002","bgm_M63","20000","0","103001","-50","140001","bgm_M63","99002","0","40004","1","103001","0","600","3100803","31008005","2.9","0","31008","1","1","25001","94002","90","0","4","1.3","5"
"90002","bgm_M06","20000","0","103222","-50","140001","bgm_M06","99002","0","40004","0","103222","0","900","3100901","31009001","0","0","31009","0.7","0","25001","94002","90","0","1","1.2","1"
"90002","bgm_M06","20000","0","103221","-50","140001","bgm_M06","99002","0","40004","0","103221","0","900","3100901","31009002","0","0","31009","0.85","0","25001","94002","90","0","1","1.2","2"
"90002","bgm_M06","20000","0","103213","-50","140001","bgm_M06","99002","0","40004","0","103213","0","1400","3100901","31009003","0","0","31009","0.9","0","25001","94002","90","0","1","1.2","3"
"90002","bgm_M06","20000","0","103211","-50","140001","bgm_M06","99002","0","40004","0","103211","0","1400","3100902","31009004","0","0","31009","1","0","25001","90005","90","0","1","1.2","4"
"90002","bgm_M63","20000","1","103232","-50","140001","bgm_M63","99002","0","40004","1","103232","0","700","3100903","31009005","2.9","0","31009","1","0","25001","94002","90","0","6","1.3","5"
"90002","bgm_M06","20000","1","103371","-50","140001","bgm_M06","99002","0","40004","1","103371","0","1400","3101001","31010001","0","0","31010","1","0","25001","94002","90","501010105","3","1.1","1"
"90002","bgm_M06","20000","1","103372","-50","140001","bgm_M06","99002","0","40004","1","103372","0","1400","3101001","31010002","0","0","31010","1","0","25001","94002","90","501010106","3","1.2","2"
"90002","bgm_M06","20000","1","103373","-50","140001","bgm_M06","99002","0","40004","1","103373","0","1400","3101001","31010003","0","0","31010","1","0","25001","94002","90","501010107","3","1.6","3"
"90002","bgm_M06","20000","1","103374","-50","140001","bgm_M06","99002","0","40004","1","103374","0","1400","3101002","31010004","0","0","31010","1","0","25001","90005","90","501010108","3","1.1","4"
"90002","bgm_M63","20000","1","103371","-50","140001","bgm_M63","99002","0","40004","1","103371","0","800","3101003","31010005","0","0","31010","1","0","25001","94002","90","0","6","1.3","5"
