dc7cb88b56d00a7cdc270279fb6d4f16a89bd920d0febd3bc8e12f4ff8bdff99,84ff8d7943028eaf3f2b39fabb16684d788e97edfbfd12f367d8e7f213e8d1e1,39711d4388b97d0be217c6d5cebd3c3e358b93fe353066fe1b9ba31a885a1e5d,21c8264d54c8f314461eb49f93fc0d89da67cd49b7b82dd1c3757a5bcd826f9b,db390369a11686c5fd1afe69c056d83ea815e9bd60fc17f86b3ee99d90b7d2e6,29b49ac50be85b6eff7c6d8202edca3fe9a1fc83dac868e7c0a239f3b6276541,44803b4a550f8d23e5234a762fdbef2235ff67bc52fd13f890b9110d585cfb94,19d0a35b3b1f5368e53292eff15e707b11fbcb85dbbf673a0a31f06f3d35ad39,fb29bba9e3c7837fd604c34a2eb66240378346c8f868edeb6b7063781d82dd17,b3fd8ec8b15a795a1943e69e856b5a6aaaa71a40120146f29b0e881cbc9bbcea,59ca4c5cd69ab9773b06ace000d9dfda071f30f644e3c6a8639d10550a99c925,d4cb0b7976e9d05cff10e6bde51d0adb5d1441d307813576ec1999545cf4402c
"0","28","0","0","0","400","2.853","6","10116115","120","1","1011611528"
"1","29","0","0","4.428","0","0","0","10116115","0","4","1011611529"
"0","30","vo_won","vo_won_10116115_03","0","0","0","0","10116115","0","2","1011611530"
"0","31","0","0","0","140","1.261","7","10116115","0","1","1011611531"
"1","32","0","0","1.715","0","0","0","10116115","0","4","1011611532"
"0","33","0","0","0","430","2.245","7","10116115","140","1","1011611533"
"1","34","0","0","2.759","0","0","0","10116115","0","4","1011611534"
"0","35","0","0","0","450","3.212","8","10116115","0","1","1011611535"
"1","36","0","0","3.212","0","0","0","10116115","0","4","1011611536"
"0","37","0","0","0","450","0.499","8","10116115","450","1","1011611537"
"1","38","0","0","2.042","0","0","0","10116115","0","4","1011611538"
"0","39","vo_won","vo_won_10116115_04","0","0","0","0","10116115","0","2","1011611539"
"0","40","0","0","0","77","0.717","9","10116115","0","1","1011611540"
"1","41","0","0","1.491","0","0","0","10116115","0","4","1011611541"
"0","42","0","0","0","363","2.868","9","10116115","77","1","1011611542"
"1","43","0","0","3.897","0","0","0","10116115","0","4","1011611543"
"0","44","vo_won","vo_won_10116115_05","0","0","0","0","10116115","0","2","1011611544"
"0","45","0","0","0","423","0.179","9","10116115","363","1","1011611545"
"1","46","0","0","0.179","0","0","0","10116115","0","4","1011611546"
"0","47","0","0","0","450","1.979","10","10116115","0","1","1011611547"
"1","48","0","0","2.727","0","0","0","10116115","0","4","1011611548"
"0","49","0","0","0","450","2.432","10","10116115","450","1","1011611549"
"1","50","0","0","2.432","0","0","0","10116115","0","4","1011611550"
"0","51","0","0","0","55","1.321","11","10116115","0","1","1011611551"
"1","52","0","0","2.245","0","0","0","10116115","0","4","1011611552"
"0","53","vo_won","vo_won_10116115_06","0","0","0","0","10116115","0","2","1011611553"
"0","54","0","0","0","360","2.161","11","10116115","55","1","1011611554"
"1","55","0","0","3.392","0","0","0","10116115","0","4","1011611555"
"0","56","vo_won","vo_won_10116115_07","0","0","0","0","10116115","0","2","1011611556"
"0","57","0","0","0","235","0.982","12","10116115","0","1","1011611557"
"1","58","0","0","1.563","0","0","0","10116115","0","4","1011611558"
"0","59","0","0","0","450","1.916","12","10116115","235","1","1011611559"
"1","1","0","0","0.8","0","0","0","10116125","0","4","1011612501"
"0","2","vo_won","vo_won_10116125_01","0","0","0","0","10116125","0","2","1011612502"
"0","3","0","0","0","262","2.458","1","10116125","0","1","1011612503"
"1","4","0","0","3.21","0","0","0","10116125","0","4","1011612504"
"0","5","0","0","0","450","1.255","1","10116125","262","1","1011612505"
"1","6","0","0","1.255","0","0","0","10116125","0","4","1011612506"
"0","7","0","0","0","155","1.63","2","10116125","0","1","1011612507"
"1","8","0","0","2.759","0","0","0","10116125","0","4","1011612508"
"0","9","vo_won","vo_won_10116125_02","0","0","0","0","10116125","0","2","1011612509"
"0","10","0","0","0","220","0.753","2","10116125","155","1","1011612510"
"1","11","0","0","1.229","0","0","0","10116125","0","4","1011612511"
"0","12","0","0","0","450","1.255","2","10116125","220","1","1011612512"
"1","13","0","0","1.255","0","0","0","10116125","0","4","1011612513"
"0","14","0","0","0","430","2.138","3","10116125","0","1","1011612514"
"1","15","0","0","2.985","0","0","0","10116125","0","4","1011612515"
"0","16","0","0","0","430","0.501","3","10116125","430","1","1011612516"
"1","17","0","0","0.501","0","0","0","10116125","0","4","1011612517"
"0","18","0","0","0","0","1.807","4","10116125","0","1","1011612518"
"1","19","0","0","2.584","0","0","0","10116125","0","4","1011612519"
"0","20","0","0","0","72","0.703","4","10116125","0","1","1011612520"
"1","21","0","0","1.405","0","0","0","10116125","0","4","1011612521"
"0","22","0","0","0","175","0.553","4","10116125","72","1","1011612522"
"1","23","0","0","0.553","0","0","0","10116125","0","4","1011612523"
"0","24","0","0","0","175","0.878","4","10116125","175","1","1011612524"
"1","25","0","0","1.279","0","0","0","10116125","0","4","1011612525"
"0","26","0","0","0","450","2.233","4","10116125","175","1","1011612526"
"1","27","0","0","3.38","0","0","0","10116125","0","4","1011612527"
"0","28","vo_won","vo_won_10116125_03","0","0","0","0","10116125","0","2","1011612528"
"0","29","0","0","0","255","2.307","5","10116125","0","1","1011612529"
"1","30","0","0","2.859","0","0","0","10116125","0","4","1011612530"
"0","31","0","0","0","450","1.405","5","10116125","255","1","1011612531"
"1","32","0","0","1.832","0","0","0","10116125","0","4","1011612532"
"0","33","0","0","0","400","3.426","6","10116125","0","1","1011612533"
"1","34","0","0","3.912","0","0","0","10116125","0","4","1011612534"
"0","35","vo_won","vo_won_10116125_04","0","0","0","0","10116125","0","2","1011612535"
"0","36","0","0","0","305","2.534","7","10116125","0","1","1011612536"
"1","37","0","0","3.311","0","0","0","10116125","0","4","1011612537"
"0","38","0","0","0","450","0.979","7","10116125","305","1","1011612538"
"1","39","0","0","1.394","0","0","0","10116125","0","4","1011612539"
"0","40","0","0","0","450","3.346","8","10116125","0","1","1011612540"
"1","41","0","0","3.346","0","0","0","10116125","0","4","1011612541"
"0","42","0","0","0","0","0.828","9","10116125","0","1","1011612542"
"1","43","0","0","2.361","0","0","0","10116125","0","4","1011612543"
"0","44","vo_won","vo_won_10116125_05","0","0","0","0","10116125","0","2","1011612544"
"0","45","0","0","0","260","3.221","9","10116125","0","1","1011612545"
"1","46","0","0","3.999","0","0","0","10116125","0","4","1011612546"
"0","47","0","0","0","420","0.727","9","10116125","260","1","1011612547"
"1","48","0","0","1.405","0","0","0","10116125","0","4","1011612548"
"0","49","0","0","0","175","2.085","10","10116125","0","1","1011612549"
"1","50","0","0","3.523","0","0","0","10116125","0","4","1011612550"
"0","51","vo_won","vo_won_10116125_06","0","0","0","0","10116125","0","2","1011612551"
"0","52","0","0","0","72","0.62","11","10116125","0","1","1011612552"
"1","53","0","0","1.355","0","0","0","10116125","0","4","1011612553"
"0","54","0","0","0","440","2.483","11","10116125","72","1","1011612554"
"1","55","0","0","3.03","0","0","0","10116125","0","4","1011612555"
"0","56","0","0","0","220","1.284","12","10116125","0","1","1011612556"
"1","1","0","0","0.8","0","0","0","10116135","0","4","1011613501"
"0","2","vo_won","vo_won_10116135_01","0","0","0","0","10116135","0","2","1011613502"
"0","3","0","0","0","210","2.046","1","10116135","0","1","1011613503"
"1","4","0","0","2.601","0","0","0","10116135","0","4","1011613504"
"0","5","0","0","0","450","1.646","1","10116135","210","1","1011613505"
"1","6","0","0","2.101","0","0","0","10116135","0","4","1011613506"
"0","7","0","0","0","410","2.992","2","10116135","0","1","1011613507"
"1","8","0","0","4.249","0","0","0","10116135","0","4","1011613508"
"0","9","vo_won","vo_won_10116135_02","0","0","0","0","10116135","0","2","1011613509"
"0","10","0","0","0","210","0.865","3","10116135","0","1","1011613510"
"1","11","0","0","1.349","0","0","0","10116135","0","4","1011613511"
"0","12","0","0","0","450","2.925","3","10116135","210","1","1011613512"
"1","13","0","0","2.925","0","0","0","10116135","0","4","1011613513"
"0","14","0","0","0","0","0.64","4","10116135","0","1","1011613514"
"1","15","0","0","1.089","0","0","0","10116135","0","4","1011613515"
"0","16","0","0","0","210","1.967","4","10116135","0","1","1011613516"
"1","17","0","0","3.198","0","0","0","10116135","0","4","1011613517"
"0","18","vo_won","vo_won_10116135_03","0","0","0","0","10116135","0","2","1011613518"
"0","19","0","0","0","450","1.26","4","10116135","210","1","1011613519"
"1","20","0","0","1.26","0","0","0","10116135","0","4","1011613520"
"0","21","0","0","0","54","1.394","5","10116135","0","1","1011613521"
"1","22","0","0","2.162","0","0","0","10116135","0","4","1011613522"
"0","23","0","0","0","210","2.355","5","10116135","54","1","1011613523"
"1","24","0","0","2.355","0","0","0","10116135","0","4","1011613524"
"0","25","0","0","0","450","1.323","5","10116135","210","1","1011613525"
"1","26","0","0","2","0","0","0","10116135","0","4","1011613526"
"0","27","0","0","0","166","1.323","6","10116135","0","1","1011613527"
"1","28","0","0","2.01","0","0","0","10116135","0","4","1011613528"
"0","29","vo_won","vo_won_10116135_04","0","0","0","0","10116135","0","2","1011613529"
"0","30","0","0","0","450","1.54","6","10116135","166","1","1011613530"
"1","31","0","0","2.182","0","0","0","10116135","0","4","1011613531"
"0","32","0","0","0","188","2.931","7","10116135","0","1","1011613532"
"1","33","0","0","4.229","0","0","0","10116135","0","4","1011613533"
"0","34","vo_won","vo_won_10116135_05","0","0","0","0","10116135","0","2","1011613534"
"0","35","0","0","0","450","0.876","7","10116135","188","1","1011613535"
"1","36","0","0","1.994","0","0","0","10116135","0","4","1011613536"
"0","37","vo_won","vo_won_10116135_06","0","0","0","0","10116135","0","2","1011613537"
"0","38","0","0","0","450","3.336","8","10116135","0","1","1011613538"
"1","39","0","0","3.882","0","0","0","10116135","0","4","1011613539"
"0","40","0","0","0","450","4.02399999999999","9","10116135","0","1","1011613540"
"1","41","0","0","5.214","0","0","0","10116135","0","4","1011613541"
"0","42","vo_won","vo_won_10116135_07","0","0","0","0","10116135","0","2","1011613542"
"0","43","0","0","0","120","0.536","10","10116135","0","1","1011613543"
"1","44","0","0","0.952","0","0","0","10116135","0","4","1011613544"
"0","45","0","0","0","450","1.989","10","10116135","120","1","1011613545"
"1","46","0","0","3.059","0","0","0","10116135","0","4","1011613546"
"0","47","vo_won","vo_won_10116135_08","0","0","0","0","10116135","0","2","1011613547"
"0","48","0","0","0","187","1.83600000000001","11","10116135","0","1","1011613548"
"1","49","0","0","1.83600000000001","0","0","0","10116135","0","4","1011613549"
"0","50","0","0","0","450","2.392","11","10116135","187","1","1011613550"
"1","51","0","0","3.659","0","0","0","10116135","0","4","1011613551"
"0","52","vo_won","vo_won_10116135_09","0","0","0","0","10116135","0","2","1011613552"
"0","53","0","0","0","54","0.558","12","10116135","0","1","1011613553"
"1","54","0","0","0.558","0","0","0","10116135","0","4","1011613554"
"0","55","0","0","0","255","2.208","12","10116135","54","1","1011613555"
"1","56","0","0","3.355","0","0","0","10116135","0","4","1011613556"
"0","57","vo_won","vo_won_10116135_10","0","0","0","0","10116135","0","2","1011613557"
"0","58","0","0","0","450","1.939","12","10116135","255","1","1011613558"
"1","59","0","0","1.939","0","0","0","10116135","0","4","1011613559"
"0","60","0","0","0","207","1.895","13","10116135","0","1","1011613560"
"1","61","0","0","3.56","0","0","0","10116135","0","4","1011613561"
"0","62","vo_won","vo_won_10116135_11","0","0","0","0","10116135","0","2","1011613562"
"0","63","0","0","0","450","1.826","13","10116135","207","1","1011613563"
"1","64","0","0","2.452","0","0","0","10116135","0","4","1011613564"
"0","65","vo_won","vo_won_10116135_12","0","0","0","0","10116135","0","2","1011613565"
"0","66","0","0","0","140","1.196","14","10116135","0","1","1011613566"
"1","67","0","0","1.679","0","0","0","10116135","0","4","1011613567"
"0","68","0","0","0","450","2.542","14","10116135","140","1","1011613568"
"1","1","0","0","0.8","0","0","0","10116215","0","4","1011621501"
"0","2","0","0","0","50","0.388","1","10116215","0","1","1011621502"
"1","3","0","0","0.388","0","0","0","10116215","0","4","1011621503"
"0","4","vo_won","vo_won_10116215_01","0","0","0","0","10116215","0","2","1011621504"
"0","5","0","0","0","320","2.36","1","10116215","50","1","1011621505"
"1","6","0","0","3.141","0","0","0","10116215","0","4","1011621506"
"0","7","vo_won","vo_won_10116215_02","0","0","0","0","10116215","0","2","1011621507"
"0","8","0","0","0","318","1.385","2","10116215","0","1","1011621508"
"1","9","0","0","1.9","0","0","0","10116215","0","4","1011621509"
"0","10","0","0","0","450","1.933","2","10116215","318","1","1011621510"
"1","11","0","0","1.933","0","0","0","10116215","0","4","1011621511"
"0","12","0","0","0","184","1.385","3","10116215","0","1","1011621512"
"1","13","0","0","1.9","0","0","0","10116215","0","4","1011621513"
"0","14","vo_won","vo_won_10116215_03","0","0","0","0","10116215","0","2","1011621514"
"0","15","0","0","0","440","2.347","3","10116215","184","1","1011621515"
"1","16","0","0","2.347","0","0","0","10116215","0","4","1011621516"
"0","17","0","0","0","0","1.01","4","10116215","0","1","1011621517"
"1","18","0","0","1.545","0","0","0","10116215","0","4","1011621518"
"0","19","0","0","0","230","1.84","4","10116215","0","1","1011621519"
"1","20","0","0","2.212","0","0","0","10116215","0","4","1011621520"
"0","21","0","0","0","440","2.516","4","10116215","230","1","1011621521"
"1","22","0","0","2.516","0","0","0","10116215","0","4","1011621522"
"0","23","0","0","0","94","0.416","5","10116215","0","1","1011621523"
"1","24","0","0","1.53","0","0","0","10116215","0","4","1011621524"
"0","25","vo_won","vo_won_10116215_04","0","0","0","0","10116215","0","2","1011621525"
"0","26","0","0","0","316","1.386","5","10116215","94","1","1011621526"
"1","27","0","0","1.878","0","0","0","10116215","0","4","1011621527"
"0","28","0","0","0","440","1.523","5","10116215","316","1","1011621528"
"1","29","0","0","1.523","0","0","0","10116215","0","4","1011621529"
"0","30","0","0","0","265","1.493","6","10116215","0","1","1011621530"
"1","31","0","0","2.416","0","0","0","10116215","0","4","1011621531"
"0","32","vo_won","vo_won_10116215_05","0","0","0","0","10116215","0","2","1011621532"
"0","33","0","0","0","95","0.341","7","10116215","0","1","1011621533"
"1","34","0","0","0.921","0","0","0","10116215","0","4","1011621534"
"0","35","0","0","0","450","3","7","10116215","95","1","1011621535"
"1","36","0","0","3","0","0","0","10116215","0","4","1011621536"
"0","37","0","0","0","72","0.701","8","10116215","0","1","1011621537"
"1","38","0","0","1.45","0","0","0","10116215","0","4","1011621538"
"0","39","vo_won","vo_won_10116215_06","0","0","0","0","10116215","0","2","1011621539"
"0","40","0","0","0","135","0.447","8","10116215","72","1","1011621540"
"1","41","0","0","1.219","0","0","0","10116215","0","4","1011621541"
"0","42","0","0","0","450","3","8","10116215","135","1","1011621542"
"1","43","0","0","3","0","0","0","10116215","0","4","1011621543"
"0","44","0","0","0","71","0.295","9","10116215","0","1","1011621544"
"1","45","0","0","0.769","0","0","0","10116215","0","4","1011621545"
"0","46","0","0","0","430","3.474","9","10116215","71","1","1011621546"
"1","47","0","0","4.818","0","0","0","10116215","0","4","1011621547"
"0","48","vo_won","vo_won_10116215_07","0","0","0","0","10116215","0","2","1011621548"
"0","49","0","0","0","328","2.628","10","10116215","0","1","1011621549"
"1","50","0","0","3.159","0","0","0","10116215","0","4","1011621550"
"0","51","0","0","0","450","1.2","10","10116215","328","1","1011621551"
"1","52","0","0","1.2","0","0","0","10116215","0","4","1011621552"
"0","53","0","0","0","230","1.254","11","10116215","0","1","1011621553"
"1","54","0","0","2.382","0","0","0","10116215","0","4","1011621554"
"0","55","vo_won","vo_won_10116215_08","0","0","0","0","10116215","0","2","1011621555"
"0","56","0","0","0","270","2.514","12","10116215","0","1","1011621556"
"1","57","0","0","3.089","0","0","0","10116215","0","4","1011621557"
"0","58","0","0","0","450","2","12","10116215","270","1","1011621558"
"1","59","0","0","2","0","0","0","10116215","0","4","1011621559"
"0","60","0","0","0","113","0.104","13","10116215","0","1","1011621560"
"1","61","0","0","0.494","0","0","0","10116215","0","4","1011621561"
"0","62","vo_won","vo_won_10116215_09","0","0","0","0","10116215","0","2","1011621562"
"0","63","0","0","0","190","0.799","13","10116215","113","1","1011621563"
"1","1","0","0","0.8","0","0","0","10116225","0","4","1011622501"
"0","2","vo_won","vo_won_10116225_01","0","0","0","0","10116225","0","2","1011622502"
"0","3","0","0","0","430","3.617","1","10116225","0","1","1011622503"
"1","4","0","0","3.913","0","0","0","10116225","0","4","1011622504"
"0","5","0","0","0","250","2.134","2","10116225","0","1","1011622505"
"1","6","0","0","2.83","0","0","0","10116225","0","4","1011622506"
"0","7","0","0","0","450","1.272","2","10116225","250","1","1011622507"
"1","8","0","0","1.697","0","0","0","10116225","0","4","1011622508"
"0","9","0","0","0","450","2.973","3","10116225","0","1","1011622509"
"1","10","0","0","4.106","0","0","0","10116225","0","4","1011622510"
"0","11","vo_won","vo_won_10116225_02","0","0","0","0","10116225","0","2","1011622511"
"0","12","0","0","0","430","3.799","4","10116225","0","1","1011622512"
"1","13","0","0","4.289","0","0","0","10116225","0","4","1011622513"
"0","14","0","0","0","370","3.027","5","10116225","0","1","1011622514"
"1","15","0","0","3.596","0","0","0","10116225","0","4","1011622515"
"0","16","0","0","0","420","2.979","6","10116225","0","1","1011622516"
"1","17","0","0","3.713","0","0","0","10116225","0","4","1011622517"
"0","18","0","0","0","450","3.625","7","10116225","0","1","1011622518"
"1","19","0","0","4.113","0","0","0","10116225","0","4","1011622519"
"0","20","0","0","0","450","4.389","8","10116225","0","1","1011622520"
"1","21","0","0","5.693","0","0","0","10116225","0","4","1011622521"
"0","22","vo_won","vo_won_10116225_03","0","0","0","0","10116225","0","2","1011622522"
"0","23","0","0","0","450","4.285","9","10116225","0","1","1011622523"
"1","24","0","0","4.285","0","0","0","10116225","0","4","1011622524"
"0","25","0","0","0","230","1.638","10","10116225","0","1","1011622525"
"1","26","0","0","2.675","0","0","0","10116225","0","4","1011622526"
"0","27","vo_won","vo_won_10116225_04","0","0","0","0","10116225","0","2","1011622527"
"0","28","0","0","0","450","2.181","11","10116225","0","1","1011622528"
"1","29","0","0","2.757","0","0","0","10116225","0","4","1011622529"
"0","30","0","0","0","50","0.688","12","10116225","0","1","1011622530"
"1","31","0","0","1.004","0","0","0","10116225","0","4","1011622531"
"0","32","0","0","0","450","4.031","12","10116225","50","1","1011622532"
"1","33","0","0","4.031","0","0","0","10116225","0","4","1011622533"
"0","34","0","0","0","280","1.989","13","10116225","0","1","1011622534"
"1","35","0","0","2.935","0","0","0","10116225","0","4","1011622535"
"0","36","vo_won","vo_won_10116225_05","0","0","0","0","10116225","0","2","1011622536"
"0","37","0","0","0","187","1.9","14","10116225","0","1","1011622537"
"1","38","0","0","2.389","0","0","0","10116225","0","4","1011622538"
"0","39","0","0","0","430","1.731","14","10116225","187","1","1011622539"
"1","1","0","0","0.8","0","0","0","10116235","0","4","1011623501"
"0","2","vo_won","vo_won_10116235_01","0","0","0","0","10116235","0","2","1011623502"
"0","3","0","0","0","450","3.959","1","10116235","0","1","1011623503"
"1","4","0","0","4.004","0","0","0","10116235","0","4","1011623504"
"0","5","0","0","0","275","3.661","2","10116235","0","1","1011623505"
"1","6","0","0","4.388","0","0","0","10116235","0","4","1011623506"
"0","7","0","0","0","450","2","2","10116235","275","1","1011623507"
"1","8","0","0","2","0","0","0","10116235","0","4","1011623508"
"0","9","0","0","0","207","2.078","3","10116235","0","1","1011623509"
"1","10","0","0","2.692","0","0","0","10116235","0","4","1011623510"
"0","11","0","0","0","450","1.878","3","10116235","207","1","1011623511"
"1","12","0","0","1.878","0","0","0","10116235","0","4","1011623512"
"0","13","0","0","0","450","1.877","4","10116235","0","1","1011623513"
"1","14","0","0","1.877","0","0","0","10116235","0","4","1011623514"
"0","15","0","0","0","450","0.508","4","10116235","450","1","1011623515"
"1","16","0","0","1.54","0","0","0","10116235","0","4","1011623516"
"0","17","vo_won","vo_won_10116235_02","0","0","0","0","10116235","0","2","1011623517"
"0","18","0","0","0","450","2.822","5","10116235","0","1","1011623518"
"1","19","0","0","2.822","0","0","0","10116235","0","4","1011623519"
"0","20","0","0","0","249","3.483","6","10116235","0","1","1011623520"
"1","21","0","0","3.483","0","0","0","10116235","0","4","1011623521"
"0","22","0","0","0","249","0.916","6","10116235","249","1","1011623522"
"1","23","0","0","1.779","0","0","0","10116235","0","4","1011623523"
"0","24","0","0","0","450","3.202","6","10116235","249","1","1011623524"
"1","25","0","0","3.202","0","0","0","10116235","0","4","1011623525"
"0","26","0","0","0","450","3.61","7","10116235","0","1","1011623526"
"1","27","0","0","4.249","0","0","0","10116235","0","4","1011623527"
"0","28","0","0","0","450","3.269","8","10116235","0","1","1011623528"
"1","29","0","0","3.269","0","0","0","10116235","0","4","1011623529"
"0","30","0","0","0","450","2.274","8","10116235","450","1","1011623530"
"1","31","0","0","2.643","0","0","0","10116235","0","4","1011623531"
"0","32","vo_won","vo_won_10116235_03","0","0","0","0","10116235","0","2","1011623532"
"0","33","0","0","0","255","3.522","9","10116235","0","1","1011623533"
"1","34","0","0","4.483","0","0","0","10116235","0","4","1011623534"
"0","35","0","0","0","450","1.346","9","10116235","255","1","1011623535"
"1","36","0","0","1.414","0","0","0","10116235","0","4","1011623536"
"0","37","0","0","0","210","1.345","10","10116235","0","1","1011623537"
"1","38","0","0","1.414","0","0","0","10116235","0","4","1011623538"
"0","39","0","0","0","380","1.702","10","10116235","210","1","1011623539"
