78e1a4a1a53ad296959b7c4e88ec5265ad3f18a517564ad9cf4936b9b2332107,179ae58da12b42810f6a2ecc238159433fdce3d3e83d1b0f0a4168a949ebe110,ef1569f4d2fa10d983a9a47baa701267ae5cbe5bb86ae58c0eecd96d63a0b057,2640b78a1d1d440e2b5b79dcb55b5d7bd62750d9b4b7c10086bc439d40c16ef6,2a426d902e184b5b7eac531a0ad03aca3d46dc09d767db528c1c37a65a2d4efe,ba3069434e829a22afad0c6ed3b2749b6582b02d1849b495477fcdd36cd202b5,9a3fcdb12aa219f93c7bdd7505b715fb1db07751b9819c7da9aea70ad5eb4bb5,15a73ecb914c5a3ecba5b9749bfa19441640a0eb9eb5abf8487336158767e338,b0589e09f05581f5fb302f117c2ecb315e9d5cccdcf2a0a4f1711f86cfc2c3bf,a2ece2e3043565cafb71332200a28c61dbf79ad884eb16fd91abf6562f7c81bb,1318e850d97849e0885646fc643ffae0aa660d9f5188811f4ff48748e52e4096,d3d425e18cae5375af36f6ff2d8acb443d0b4d8adfbcbf6325ec2a0ea6fdc899,fe0a389cbcffb2d61fa15b34a38bbede5fa3f3fa3b856a2870c54be21bc503b5,6cab57ca04f36a39f5ecf1acfa9ac1f27a91395b19439b88d45760229e61748f
"20012","0","0","20012201","1","bgm_M206","0","0","王城蘭德索爾","bgm_M206","201","0","1","0"
"20013","0","100","20013101","1","bgm_M215","0","0","加托羅斯山","bgm_M215","201","0","1","0"
"20013","208","0","20013102","2","bgm_M215","0","202","光之裂縫","bgm_M215","201","1","1","11"
"20013","0","0","20013201","1","bgm_M215","0","0","光之裂縫","bgm_M215","201","0","1","0"
"20014","0","120","20014101","1","bgm_M223","0","0","大江戶町","bgm_M223","201","0","1","0"
"20014","0","0","20014201","1","bgm_M223","0","0","大江戶町","bgm_M223","201","0","1","0"
"20015","0","98","20015101","1","bgm_M237","0","0","晴雨海灘","bgm_M237","201","0","1","12"
"20015","0","0","20015201","0","bgm_M237","0","0","晴雨海灘","bgm_M237","201","0","1","0"
"20016","0","150","20016101","0","bgm_M245","0","0","真步真步王國避暑聖地？","bgm_M245_02","201","0","1","0"
"20016","0","0","20016201","0","bgm_M245","0","0","真步真步王國避暑聖地？","bgm_M245_02","201","0","1","0"
"20017","0","70","20017101","1","bgm_M254","0","0","聖德蕾莎女子學院","bgm_M254","201","0","1","0"
"20017","0","0","20017201","0","bgm_M254","0","0","聖德蕾莎女子學院","bgm_M254","201","0","1","0"
"20018","0","0","20018101","1","bgm_M265","0","0","鬼屋附近地區","bgm_M265_Top","201","0","1","0"
"20018","0","0","20018102","2","bgm_M265","0","202","鬼魂墓地","bgm_M265_Top","201","1","1","0"
"20018","0","0","20018201","1","bgm_M265","0","0","鬼魂墓地","bgm_M265_Top","201","0","1","0"
"20019","0","90","20019101","0","bgm_M273","0","0","艾爾皮斯島 開墾營地一帶","bgm_M273","201","0","1","0"
"20019","0","0","20019201","0","bgm_M273","0","0","艾爾皮斯島 開墾營地一帶","bgm_M273","201","0","1","0"
"20020","0","0","20020101","1","bgm_M281","0","0","王都蘭德索爾 郊外","bgm_M281","201","0","1","0"
"20020","0","0","20020102","2","bgm_M281","0","0","王都蘭德索爾 中央廣場","bgm_M281","201","0","1","11"
"20020","0","0","20020201","1","bgm_M281","0","0","王都蘭德索爾 中央廣場","bgm_M281","201","0","1","0"
"20021","0","30","20021101","1","bgm_M294","0","0","公會競速賽　1區→2區","bgm_M294","201","0","1","0"
"20021","0","30","20021102","2","bgm_M294","0","0","公會競速賽　3區→4區","bgm_M294","201","0","1","0"
"20021","0","0","20021201","1","bgm_M294","0","0","公會競速賽　3區→4區","bgm_M294","201","0","1","0"
"20022","0","87","20022101","1","bgm_M316","0","0","王城蘭德索爾","bgm_M316","201","0","1","0"
"20022","0","0","20022201","1","bgm_M316","0","0","王城蘭德索爾","bgm_M316","201","0","1","0"
"20023","0","45","20023101","1","bgm_M343","0","0","聖德蕾莎女子學院","bgm_M343","201","0","1","0"
"20023","0","0","20023201","0","bgm_M343","0","0","聖德蕾莎女子學院","bgm_M343","201","0","1","0"
"20024","0","0","20024101","1","bgm_M351","0","0","伊麗莎白牧場","bgm_M351","201","0","1","0"
"20024","0","0","20024102","2","bgm_M351","0","0","王城蘭德索爾","bgm_M351","201","0","1","0"
"20024","0","0","20024103","3","bgm_M351","0","0","伊麗莎白牧場","bgm_M351","201","0","1","0"
"20024","0","0","20024201","1","bgm_M351","0","0","伊麗莎白牧場","bgm_M351","201","0","1","0"
"20025","0","200","20025101","0","bgm_M375","0","0","不可思議之國","bgm_M375","201","0","1","0"
"20025","0","100","20025201","0","bgm_M375","0","0","不可思議之國","bgm_M375","201","0","1","0"
"20026","0","90","20026101","1","bgm_M380A","0","0","祈願海岸周圍","bgm_M380A","201","0","1","0"
"20026","0","0","20026102","2","bgm_M380B","0","0","繁星降臨的銀河","bgm_M380B_02","201","0","1","0"
"20026","0","0","20026201","0","bgm_M380B","0","0","繁星降臨的銀河","bgm_M380B_02","201","0","1","0"
"20027","0","115","20027101","0","bgm_M393","0","0","海灘運動公園","bgm_M393","201","0","1","0"
"20027","0","0","20027201","0","bgm_M393","0","0","海灘運動公園","bgm_M393","201","0","1","0"
"20028","0","80","20028101","1","bgm_M403","0","0","王城蘭德索爾","bgm_M403","201","0","1","0"
"20028","0","0","20028201","1","bgm_M403","0","0","王城蘭德索爾","bgm_M403","201","0","1","0"
"20029","0","128","20029101","0","bgm_M413","0","0","萬聖節樂園","bgm_M413","201","0","1","0"
"20029","0","0","20029201","0","bgm_M413","0","0","萬聖節樂園","bgm_M413","201","0","1","0"
"20030","0","80","20030101","1","bgm_M421","0","0","王城蘭德索爾","bgm_M421","201","0","1","0"
"20030","0","0","20030201","1","bgm_M421","0","0","王城蘭德索爾","bgm_M421","201","0","1","0"
"20031","0","60","20031101","1","bgm_M426","0","0","名媛初登夢想秘境會場","bgm_M426","201","0","1","0"
"20031","0","0","20031201","1","bgm_M426","0","0","名媛初登夢想秘境會場","bgm_M426","201","0","1","0"
"20032","0","100","20032101","1","bgm_M435","0","0","港小鎮‧大間","bgm_M435","201","0","1","0"
"20032","0","0","20032201","1","bgm_M435","0","0","港小鎮‧大間","bgm_M435","201","0","1","0"
"20033","0","70","20033101","1","bgm_M442A","0","0","蘭德索爾近郊","bgm_M442A","201","0","1","0"
"20033","0","0","20033201","0","bgm_M442A","0","0","蘭德索爾近郊","bgm_M442A","201","0","1","0"
"20034","0","25","20034101","0","bgm_M442B","0","0","精靈族之村　純淨的森林","bgm_M442B","201","0","1","0"
"20034","0","0","20034201","0","bgm_M442B","0","0","精靈族之村　純淨的森林","bgm_M442B","201","0","1","0"
"20035","0","0","20035101","1","bgm_M451","0","0","蘭德索爾近郊","bgm_M451","201","0","1","0"
"20035","0","0","20035102","2","bgm_M451","0","0","邊境之地","bgm_M451","201","0","1","0"
"20035","0","0","20035201","0","bgm_M451","0","0","邊境之地","bgm_M451","201","0","1","0"
"20036","0","91","20036101","1","bgm_M457","0","0","聖德蕾莎女子學院 聖學祭會場","bgm_M457","201","0","1","0"
"20036","0","0","20036201","0","bgm_M457","0","0","聖德蕾莎女子學院 聖學祭會場","bgm_M457","201","0","1","0"
"20037","0","90","20037101","1","bgm_M467","0","0","不同時間軸的蘭德索爾","bgm_M467","201","0","1","0"
"20037","0","0","20037102","2","bgm_M467","0","0","時光隧道","bgm_M467","201","0","1","0"
"20037","0","0","20037201","0","bgm_M467","0","0","時光隧道","bgm_M467","201","0","1","0"
"20038","0","0","20038101","1","bgm_M478","40","0","玩具工廠","bgm_M478_Lofi","201","0","1","0"
"20038","0","0","20038102","2","bgm_M478","0","0","王城蘭德索爾","bgm_M478_Lofi","201","0","1","0"
"20038","0","0","20038201","0","bgm_M478","0","0","王城蘭德索爾","bgm_M478_Lofi","201","0","1","0"
"20039","0","0","20039101","1","bgm_M486","0","0","王城蘭德索爾","bgm_M486","201","0","1","0"
"20039","0","58","20039102","2","bgm_M486","0","0","某座無人島","bgm_M486","201","0","1","0"
"20039","0","0","20039103","3","bgm_M486","0","0","王城蘭德索爾","bgm_M486","201","0","1","0"
"20039","0","0","20039201","0","bgm_M486","0","0","王城蘭德索爾","bgm_M486","201","0","1","0"
"20040","0","100","20040101","1","bgm_M496","0","0","慈樂之音夏日演唱會會場","bgm_M496","201","0","1","0"
"20040","0","0","20040201","0","bgm_M496","0","0","慈樂之音夏日演唱會會場","bgm_M496","201","0","1","0"
"20041","0","0","20041101","1","bgm_M508","0","0","王城蘭德索爾","bgm_M508","201","0","1","0"
"20041","0","45","20041102","2","bgm_M508","0","0","大江戶町","bgm_M508","201","0","1","0"
"20041","0","0","20041201","0","bgm_M508","0","0","大江戶町","bgm_M508","201","0","1","0"
"20042","0","128","20042101","1","bgm_M520","0","0","王城蘭德索爾","bgm_M520","201","0","1","0"
"20042","0","0","20042102","2","bgm_M520","0","0","王城蘭德索爾","bgm_M520","201","0","1","0"
"20042","0","0","20042201","1","bgm_M520","0","0","王城蘭德索爾","bgm_M520","201","0","1","31"
"20043","0","40","20043101","1","bgm_M527","0","0","王城蘭德索爾","bgm_M527","201","0","1","0"
"20043","0","0","20043102","2","bgm_M527","0","0","蘭德索爾近郊","bgm_M527","201","0","1","0"
"20043","0","0","20043201","0","bgm_M527","0","0","蘭德索爾近郊","bgm_M527","201","0","1","0"
"20044","0","70","20044101","1","bgm_M536","0","0","甜點大賽會場","bgm_M536","201","0","1","0"
"20044","0","0","20044201","0","bgm_M536","0","0","甜點大賽會場","bgm_M536","201","0","1","0"
"20045","0","0","20045101","1","bgm_M543","0","0","蘭德索爾近郊","bgm_M543","201","0","1","0"
"20045","0","0","20045102","2","bgm_M543","0","0","港小鎮‧大間","bgm_M543","201","0","1","0"
"20045","0","0","20045103","3","bgm_M543","0","0","塔帕斯海灘 周邊","bgm_M543","201","0","1","0"
"20045","0","0","20045104","4","bgm_M543","0","0","加托羅斯山","bgm_M543","201","0","1","0"
"20045","0","0","20045201","0","bgm_M543","0","0","加托羅斯山","bgm_M543","201","0","1","0"
"20046","0","0","20046101","1","bgm_M552","0","0","王城蘭德索爾","bgm_M552_03","201","0","1","0"
"20046","0","0","20046102","2","bgm_M552","0","0","蘭德索爾近郊","bgm_M552_03","201","0","1","0"
"20046","0","0","20046103","3","bgm_M552","0","0","伊麗絲樹海","bgm_M552_03","201","0","1","0"
"20046","0","0","20046104","4","bgm_M552","0","0","佛洛拉湖畔","bgm_M552_03","201","0","1","0"
"20046","0","0","20046201","0","bgm_M552","0","0","佛洛拉湖畔","bgm_M552_03","201","0","1","0"
"20047","0","40","20047101","1","bgm_M553","0","0","王城蘭德索爾","bgm_M553","201","0","1","0"
"20047","0","0","20047102","2","bgm_M553","0","0","世界之間的夾縫","bgm_M553","201","0","1","0"
"20047","0","0","20047201","0","bgm_M553","0","0","世界之間的夾縫","bgm_M553","201","0","1","0"
"20048","0","0","20048101","1","bgm_M565","0","0","咲戀育幼院內","bgm_M565","201","0","1","0"
"20048","0","0","20048102","2","bgm_M565","0","0","伊麗莎白牧場　牧場溫泉","bgm_M565","201","0","1","0"
"20048","0","0","20048201","0","bgm_M565","0","0","伊麗莎白牧場　牧場溫泉","bgm_M565","201","0","1","0"
"20049","0","0","20049101","1","bgm_M574","0","0","蘭德索爾郊外","bgm_M574","201","0","1","0"
"20049","0","0","20049102","2","bgm_M574","0","0","賭場大廳","bgm_M574","201","0","1","0"
"20049","0","0","20049201","0","bgm_M574","0","0","賭場大廳","bgm_M574","201","0","1","0"
"20050","0","0","20050101","1","bgm_M582","0","0","遭詛咒的海盜島","bgm_M582","201","0","1","0"
"20050","0","0","20050201","0","bgm_M582","0","0","遭詛咒的海盜島","bgm_M582","201","0","1","0"
"20051","0","128","20051101","1","bgm_M595","0","0","露營領域","bgm_M595","201","0","1","0"
"20051","0","0","20051201","0","bgm_M595","0","0","露營領域","bgm_M595","201","0","1","0"
"20052","0","0","20052101","1","bgm_M601","0","0","王城蘭德索爾","bgm_M601","201","0","1","0"
"20052","0","80","20052102","2","bgm_M601","0","0","夏日遊戲度假村","bgm_M601","201","0","1","0"
"20052","0","0","20052201","0","bgm_M601","0","0","夏日遊戲度假村","bgm_M601","201","0","1","0"
"20053","0","0","20053101","1","bgm_M608","0","0","小小邂逅的海岸","bgm_M608","201","0","1","0"
"20053","0","0","20053102","2","bgm_M608","0","0","小小甜心秘密基地附近","bgm_M608","201","0","1","0"
"20053","0","0","20053103","3","bgm_M608","0","0","小小邂逅的海岸","bgm_M608","201","0","1","0"
"20053","0","0","20053201","0","bgm_M608","0","0","小小邂逅的海岸","bgm_M608","201","0","1","0"
"20054","0","0","20054101","1","bgm_M618","0","0","邁向邊境的旅程","bgm_M618","201","0","1","0"
"20054","0","30","20054102","2","bgm_M618","0","0","世界盡頭森林","bgm_M618","201","0","1","0"
"20054","0","0","20054201","0","bgm_M618","0","0","世界盡頭森林","bgm_M618","201","0","1","0"
"20055","0","115","20055101","1","bgm_M623","0","0","蘭祭會場","bgm_M623","201","0","1","0"
"20055","0","0","20055201","1","bgm_M623","0","0","蘭祭會場","bgm_M623","201","0","1","0"
"20056","0","0","20056101","1","bgm_M630","0","0","王城蘭德索爾","bgm_M630","201","0","1","0"
"20056","0","30","20056102","2","bgm_M630","0","0","和平活動之路","bgm_M630","201","0","1","0"
"20056","0","0","20056201","0","bgm_M630","0","0","和平活動之路","bgm_M630","201","0","1","0"
"20057","0","110","20057101","1","bgm_M638","0","0","蘭德索爾 繁華街","bgm_M638","201","0","1","11"
"20057","0","0","20057201","0","bgm_M638","0","0","蘭德索爾 繁華街","bgm_M638","201","0","1","0"
"20058","0","45","20058101","1","bgm_M647","0","0","大江戶町","bgm_M647","201","0","1","0"
"20058","0","0","20058201","0","bgm_M647","0","0","大江戶町","bgm_M647","201","0","1","0"
"20059","0","85","20059101","1","bgm_M659","0","0","王都蘭德索爾 女神祭典","bgm_M659","201","0","1","0"
"20059","0","0","20059201","1","bgm_M659","0","0","王都蘭德索爾 女神祭典","bgm_M659","201","0","1","0"
"20060","0","0","20060101","1","bgm_M660","0","0","王都蘭德索爾 女神祭典","bgm_M660","201","0","1","0"
"20060","0","0","20060102","2","bgm_M660","0","0","回想樂園","bgm_M660","201","0","1","0"
"20060","0","0","20060201","0","bgm_M660","0","0","回想樂園","bgm_M660","201","0","1","0"
"20061","0","108","20061101","1","bgm_M668","0","0","蘭德索爾 市中心","bgm_M668","201","0","1","0"
"20061","0","0","20061201","1","bgm_M668","0","0","蘭德索爾 市中心","bgm_M668","201","0","1","0"
"20062","0","128","20062101","1","bgm_MC017","0","0","遊俠集訓所周圍","bgm_MC017","201","0","1","0"
"20062","0","0","20062201","0","bgm_MC017","0","0","遊俠集訓所周圍","bgm_MC017","201","0","1","0"
"20063","0","0","20063101","1","bgm_MC026","0","0","跳蚤市場會場","bgm_MC026","201","0","1","0"
"20063","0","110","20063102","2","bgm_MC026","0","0","智慧森林周圍","bgm_MC026","201","0","1","0"
"20063","0","0","20063201","0","bgm_MC026","0","0","智慧森林周圍","bgm_MC026","201","0","1","0"
"20064","0","45","20064101","1","bgm_MC036","0","0","魔族的城鎮","bgm_MC036","201","0","1","0"
"20064","0","0","20064201","0","bgm_MC036","0","0","魔族的城鎮","bgm_MC036","201","0","1","0"
"20065","0","0","20065101","1","bgm_MC046","0","0","蘭德索爾近郊","bgm_MC046","201","0","1","0"
"20065","0","110","20065102","2","bgm_MC046","0","0","夏日的大間","bgm_MC046","201","0","1","0"
"20065","0","0","20065201","1","bgm_MC046","0","0","夏日的大間","bgm_MC046","201","0","1","0"
"20066","0","0","20066101","1","bgm_MC056","0","0","薇‧蘭德索爾","bgm_MC056","201","0","1","0"
"20066","0","110","20066102","2","bgm_MC056","0","0","薇‧蘭德索爾","bgm_MC056","201","0","1","0"
"20066","0","0","20066201","1","bgm_MC056","0","0","薇‧蘭德索爾","bgm_MC056","201","0","1","0"
"20067","0","85","20067101","1","bgm_MC110","0","0","被染紅的蘭德索爾","bgm_MC110_02","201","0","1","0"
"20067","0","0","20067201","1","bgm_MC110","0","0","被染紅的蘭德索爾","bgm_MC110_02","201","0","1","0"
"20068","0","85","20068101","1","bgm_MC111","0","0","前往漆黑薔薇綻放之處","bgm_MC111","201","0","1","0"
"20068","0","0","20068201","0","bgm_MC111","0","0","前往漆黑薔薇綻放之處","bgm_MC111","201","0","1","0"
"20069","0","128","20069101","1","bgm_MC063","0","0","安布羅斯魔法學園","bgm_MC063","201","0","1","0"
"20069","0","0","20069201","0","bgm_MC063","0","0","安布羅斯魔法學園","bgm_MC063","201","0","1","0"
"20070","0","128","20070101","1","bgm_MC075","0","0","沙漠之國　薩拉薩利亞周圍","bgm_MC075","201","0","1","0"
"20070","0","0","20070201","0","bgm_MC075","0","0","沙漠之國　薩拉薩利亞周圍","bgm_MC075","201","0","1","0"
"20071","0","0","20071101","1","bgm_MC082","0","0","王城蘭德索爾","bgm_MC082","201","0","1","0"
"20071","0","0","20071201","0","bgm_MC082","0","0","王城蘭德索爾","bgm_MC082","201","0","1","0"
"20072","0","50","20072101","1","bgm_MC091","0","0","蘭德索爾 繁華街","bgm_MC091","201","0","1","0"
"20072","0","0","20072201","0","bgm_MC091","0","0","蘭德索爾 繁華街","bgm_MC091","201","0","1","0"
"20073","0","0","20073101","1","bgm_MC099","0","0","精靈之森周圍","bgm_MC099","201","0","1","0"
"20073","0","0","20073102","2","bgm_MC099","0","0","王都蘭德索爾的除夕","bgm_MC099","201","0","1","0"
"20073","0","0","20073201","0","bgm_MC099","0","0","王都蘭德索爾的除夕","bgm_MC099","201","0","1","0"
"20074","0","0","20074101","1","bgm_MC124","0","0","泰美斯銀嶺","bgm_MC124","201","0","1","0"
"20074","0","0","20074102","2","bgm_MC124","0","0","聖德蕾莎女子學院","bgm_MC124","201","0","1","0"
"20074","0","0","20074201","0","bgm_MC124","0","0","聖德蕾莎女子學院","bgm_MC124","201","0","1","0"
"20075","0","50","20075101","1","bgm_MC136","0","0","訓練營地","bgm_MC136","201","0","1","0"
"20075","0","0","20075201","0","bgm_MC136","0","0","訓練營地","bgm_MC136","201","0","1","0"
"20076","0","50","20076101","1","bgm_MC143","0","0","芙菈瓦村周圍","bgm_MC143","201","0","1","0"
"20076","0","0","20076201","0","bgm_MC143","0","0","芙菈瓦村周圍","bgm_MC143","201","0","1","0"
