e30d7c59fa0c3cc8cf7ab84b9492bbcd3dbd86b874862b211998e4f1832a0856,8ed92f813cb37ea9d744c25ee164a0a0888ccc4c8be9413c1ecd873010382495,ab58ee6ed12ff38a5848e665acfc36ea87c5b3dbfe618382c2358b3a3dc92bb9,c332d603af9def05cfe198823d68390067ea4c825c5c08072bc0e348655ec060,79c4b17415275bbf76022673f68118e093a008a0f73a0cc0aaaf5b1807fe467e,238bd544773ab3a78076f6f97660936bf9f833a2cdb46578a146b88ff695f7c6,fe0ca3b75096bba6b4d9804c25f4a50c528f0d69bc18107ce9c6005be065737a,556af41ae83024d298687be3ccd41d94611a644b2859d13e4d63e36016c7c047,961471151746ec60fb0ac64d387cda542008625a6ba9df8cb5b3d861abaad89d
"3","2","320030507","146","50","0","0.65","0","59"
"1","1","320030508","147","-10","0","1.05","0","0"
"1","1","320030509","148","-10","0","1.05","0","-15"
"1","1","320030510","149","-45","0","0.43","0","-85"
"2","2","320030510","150","-45","0","0.43","0","85"
"1","1","320040106","151","49","502004103","0.7","0","-74"
"2","3","320040106","152","67","502004104","0.85","0","13"
"3","2","320040106","153","11","0","0.65","0","43.5"
"1","1","320040107","154","50","502004107","0.7","0","59"
"2","3","320040107","155","62","502004109","0.85","0","-4"
"3","2","320040107","156","13","0","0.65","0","-49"
"1","1","320040108","157","-10","0","0.8","0","0"
"1","1","320040109","158","20","0","0.9","0","30"
"1","1","320040110","159","-25","0","1","0","20"
"1","1","320040206","160","49","502004203","0.7","0","-74"
"2","3","320040206","161","67","502004204","0.85","0","13"
"3","2","320040206","162","11","0","0.65","0","43.5"
"1","1","320040207","163","50","502004207","0.7","0","59"
"2","3","320040207","164","62","502004209","0.85","0","-4"
"3","2","320040207","165","13","0","0.65","0","-49"
"1","1","320040208","166","-10","0","0.8","0","0"
"1","1","320040209","167","20","0","0.9","0","30"
"1","1","320040210","168","-25","0","1","0","20"
"1","1","320040306","169","49","502004303","0.7","0","-74"
"2","3","320040306","170","67","502004304","0.85","0","13"
"3","2","320040306","171","11","0","0.65","0","43.5"
"1","1","320040307","172","50","502004307","0.7","0","59"
"2","3","320040307","173","62","502004309","0.85","0","-4"
"3","2","320040307","174","13","0","0.65","0","-49"
"1","1","320040308","175","-10","0","0.8","0","0"
"1","1","320040309","176","20","0","0.9","0","30"
"1","1","320040310","177","-25","0","1","0","20"
"1","1","320040406","178","49","502004403","0.7","0","-74"
"2","3","320040406","179","67","502004404","0.85","0","13"
"3","2","320040406","180","11","0","0.65","0","43.5"
"1","1","320040407","181","50","502004407","0.7","0","59"
"2","3","320040407","182","62","502004409","0.85","0","-4"
"3","2","320040407","183","13","0","0.65","0","-49"
"1","1","320040408","184","-10","0","0.8","0","0"
"1","1","320040409","185","20","0","0.9","0","30"
"1","1","320040410","186","-25","0","1","0","20"
"1","1","320040506","187","49","502004503","0.7","0","-74"
"2","3","320040506","188","67","502004504","0.85","0","13"
"3","2","320040506","189","11","0","0.65","0","43.5"
"1","1","320040507","190","50","502004507","0.7","0","59"
"2","3","320040507","191","62","502004509","0.85","0","-4"
"3","2","320040507","192","13","0","0.65","0","-49"
"1","1","320040508","193","-10","0","0.8","0","0"
"1","1","320040509","194","20","0","0.9","0","30"
"1","1","320040510","195","-25","0","1","0","20"
"1","2","320050106","196","40","502005101","0.7","0","-74"
"2","3","320050106","197","67","502005103","1","0","13"
"3","1","320050106","198","11","0","0.65","0","43.5"
"1","2","320050107","199","50","502005106","0.7","0","59"
"2","3","320050107","200","62","502005108","0.9","0","30"
"3","1","320050107","201","13","0","0.65","0","-49"
"1","1","320050108","202","10","0","0.75","0","5"
"1","1","320050109","203","10","0","0.75","0","-10"
"1","1","320050110","204","-25","0","1","0","20"
"1","2","320050206","205","40","502005201","0.7","0","-74"
"2","3","320050206","206","67","502005203","1","0","13"
"3","1","320050206","207","11","0","0.65","0","43.5"
"1","2","320050207","208","50","502005206","0.7","0","59"
"2","3","320050207","209","62","502005208","0.9","0","30"
"3","1","320050207","210","13","0","0.65","0","-49"
"1","1","320050208","211","10","0","0.75","0","5"
"1","1","320050209","212","10","0","0.75","0","-10"
"1","1","320050210","213","-25","0","1","0","20"
"1","2","320050306","214","40","502005301","0.7","0","-74"
"2","3","320050306","215","67","502005303","1","0","13"
"3","1","320050306","216","11","0","0.65","0","43.5"
"1","2","320050307","217","50","502005306","0.7","0","59"
"2","3","320050307","218","62","502005308","0.9","0","30"
"3","1","320050307","219","13","0","0.65","0","-49"
"1","1","320050308","220","10","0","0.75","0","5"
"1","1","320050309","221","10","0","0.75","0","-10"
"1","1","320050310","222","-25","0","1","0","20"
"1","2","320050406","223","40","502005401","0.7","0","-74"
"2","3","320050406","224","67","502005403","1","0","13"
"3","1","320050406","225","11","0","0.65","0","43.5"
"1","2","320050407","226","50","502005406","0.7","0","59"
"2","3","320050407","227","62","502005408","0.9","0","30"
"3","1","320050407","228","13","0","0.65","0","-49"
"1","1","320050408","229","10","0","0.75","0","5"
"1","1","320050409","230","10","0","0.75","0","-10"
"1","1","320050410","231","-25","0","1","0","20"
"1","2","320050506","232","40","502005501","0.7","0","-74"
"2","3","320050506","233","67","502005503","1","0","13"
"3","1","320050506","234","11","0","0.65","0","43.5"
"1","2","320050507","235","50","502005506","0.7","0","59"
"2","3","320050507","236","62","502005508","0.9","0","30"
"3","1","320050507","237","13","0","0.65","0","-49"
"1","1","320050508","238","10","0","0.75","0","5"
"1","1","320050509","239","10","0","0.75","0","-10"
"1","1","320050510","240","-25","0","1","0","20"
"1","2","320060106","241","40","502006101","0.7","0","-74"
"2","3","320060106","242","67","502006103","0.7","0","13"
"3","1","320060106","243","11","0","0.65","0","43.5"
"1","2","320060107","244","50","502006106","0.7","0","59"
"2","3","320060107","245","62","502006108","0.9","0","30"
"3","1","320060107","246","13","0","0.65","0","-49"
"1","1","320060108","247","10","0","1","0","5"
"1","1","320060109","248","10","0","1.2","0","-10"
"1","1","320060110","249","-25","0","1","0","20"
"1","2","320060206","250","40","502006201","0.7","0","-74"
"2","3","320060206","251","67","502006203","0.7","0","13"
"3","1","320060206","252","11","0","0.65","0","43.5"
"1","2","320060207","253","50","502006206","0.7","0","59"
"2","3","320060207","254","62","502006208","0.9","0","30"
"3","1","320060207","255","13","0","0.65","0","-49"
"1","1","320060208","256","10","0","1","0","5"
"1","1","320060209","257","10","0","1.2","0","-10"
"1","1","320060210","258","-25","0","1","0","20"
"1","2","320060306","259","40","502006301","0.7","0","-74"
"2","3","320060306","260","67","502006303","0.7","0","13"
"3","1","320060306","261","11","0","0.65","0","43.5"
"1","2","320060307","262","50","502006306","0.7","0","59"
"2","3","320060307","263","62","502006308","0.9","0","30"
"3","1","320060307","264","13","0","0.65","0","-49"
"1","1","320060308","265","10","0","1","0","5"
"1","1","320060309","266","10","0","1.2","0","-10"
"1","1","320060310","267","-25","0","1","0","20"
"1","2","320060406","268","40","502006401","0.7","0","-74"
"2","3","320060406","269","67","502006403","0.7","0","13"
"3","1","320060406","270","11","0","0.65","0","43.5"
"1","2","320060407","271","50","502006406","0.7","0","59"
"2","3","320060407","272","62","502006408","0.9","0","30"
"3","1","320060407","273","13","0","0.65","0","-49"
"1","1","320060408","274","10","0","1","0","5"
"1","1","320060409","275","10","0","1.2","0","-10"
"1","1","320060410","276","-25","0","1","0","20"
"1","2","320060506","277","40","502006501","0.7","0","-74"
"2","3","320060506","278","67","502006503","0.7","0","13"
"3","1","320060506","279","11","0","0.65","0","43.5"
"1","2","320060507","280","50","502006506","0.7","0","59"
"2","3","320060507","281","62","502006508","0.9","0","30"
"3","1","320060507","282","13","0","0.65","0","-49"
"1","1","320060508","283","10","0","1","0","5"
"1","1","320060509","284","10","0","1.2","0","-10"
"1","1","320060510","285","-25","0","1","0","20"
"1","2","320070106","286","40","502007101","0.7","0","-74"
"2","3","320070106","287","67","502007103","0.7","0","43"
"3","1","320070106","288","11","0","0.65","0","43.5"
"1","2","320070107","289","50","502007106","0.7","0","59"
"2","3","320070107","290","62","502007108","0.9","0","30"
"3","1","320070107","291","13","0","0.65","0","-49"
"1","1","320070108","292","20","0","0.9","0","5"
"1","1","320070109","293","20","0","0.9","0","0"
"1","1","320070110","294","-20","0","1","0","-20"
"1","2","320070206","295","40","502007201","0.7","0","-74"
"2","3","320070206","296","67","502007203","0.7","0","43"
"3","1","320070206","297","11","0","0.65","0","43.5"
"1","2","320070207","298","50","502007206","0.7","0","59"
"2","3","320070207","299","62","502007208","0.9","0","30"
"3","1","320070207","300","13","0","0.65","0","-49"
"1","1","320070208","301","20","0","0.9","0","5"
"1","1","320070209","302","20","0","0.9","0","0"
"1","1","320070210","303","-20","0","1","0","-20"
"1","2","320070306","304","40","502007301","0.7","0","-74"
"2","3","320070306","305","67","502007303","0.7","0","43"
"3","1","320070306","306","11","0","0.65","0","43.5"
"1","2","320070307","307","50","502007306","0.7","0","59"
"2","3","320070307","308","62","502007308","0.9","0","30"
"3","1","320070307","309","13","0","0.65","0","-49"
"1","1","320070308","310","20","0","0.9","0","5"
"1","1","320070309","311","20","0","0.9","0","0"
"1","1","320070310","312","-20","0","1","0","-20"
"1","2","320070406","313","40","502007401","0.7","0","-74"
"2","3","320070406","314","67","502007403","0.7","0","43"
"3","1","320070406","315","11","0","0.65","0","43.5"
"1","2","320070407","316","50","502007406","0.7","0","59"
"2","3","320070407","317","62","502007408","0.9","0","30"
"3","1","320070407","318","13","0","0.65","0","-49"
"1","1","320070408","319","20","0","0.9","0","5"
"1","1","320070409","320","20","0","0.9","0","0"
"1","1","320070410","321","-20","0","1","0","-20"
"1","2","320070506","322","40","502007501","0.7","0","-74"
"2","3","320070506","323","67","502007503","0.7","0","43"
"3","1","320070506","324","11","0","0.65","0","43.5"
"1","2","320070507","325","50","502007506","0.7","0","59"
"2","3","320070507","326","62","502007508","0.9","0","30"
"3","1","320070507","327","13","0","0.65","0","-49"
"1","1","320070508","328","20","0","0.9","0","5"
"1","1","320070509","329","20","0","0.9","0","0"
"1","1","320070510","330","-20","0","1","0","-20"
"1","2","320080106","331","40","502008101","0.7","0","-74"
"2","3","320080106","332","67","502008103","0.9","0","43"
"3","1","320080106","333","11","0","0.65","0","43.5"
"1","2","320080107","334","50","502008106","0.7","0","59"
"2","3","320080107","335","62","502008108","0.9","0","30"
"3","1","320080107","336","13","0","0.65","0","-49"
"1","1","320080108","337","20","0","0.8","0","5"
"1","1","320080109","338","20","0","1.1","0","0"
"1","1","320080110","339","-20","0","1","0","-20"
"1","2","320080206","340","40","502008201","0.7","0","-74"
"2","3","320080206","341","67","502008203","0.9","0","43"
"3","1","320080206","342","11","0","0.65","0","43.5"
"1","2","320080207","343","50","502008206","0.7","0","59"
"2","3","320080207","344","62","502008208","0.9","0","30"
"3","1","320080207","345","13","0","0.65","0","-49"
"1","1","320080208","346","20","0","0.8","0","5"
"1","1","320080209","347","20","0","1.1","0","0"
"1","1","320080210","348","-20","0","1","0","-20"
"1","2","320080306","349","40","502008301","0.7","0","-74"
"2","3","320080306","350","67","502008303","0.9","0","43"
"3","1","320080306","351","11","0","0.65","0","43.5"
"1","2","320080307","352","50","502008306","0.7","0","59"
"2","3","320080307","353","62","502008308","0.9","0","30"
"3","1","320080307","354","13","0","0.65","0","-49"
"1","1","320080308","355","20","0","0.8","0","5"
"1","1","320080309","356","20","0","1.1","0","0"
"1","1","320080310","357","-20","0","1","0","-20"
"1","2","320080406","358","40","502008401","0.7","0","-74"
"2","3","320080406","359","67","502008403","0.9","0","43"
"3","1","320080406","360","11","0","0.65","0","43.5"
"1","2","320080407","361","50","502008406","0.7","0","59"
"2","3","320080407","362","62","502008408","0.9","0","30"
"3","1","320080407","363","13","0","0.65","0","-49"
"1","1","320080408","364","20","0","0.8","0","5"
"1","1","320080409","365","20","0","1.1","0","0"
"1","1","320080410","366","-20","0","1","0","-20"
"1","2","320080506","367","40","502008501","0.7","0","-74"
"2","3","320080506","368","67","502008503","0.9","0","43"
"3","1","320080506","369","11","0","0.65","0","43.5"
"1","2","320080507","370","50","502008506","0.7","0","59"
"2","3","320080507","371","62","502008508","0.9","0","30"
"3","1","320080507","372","13","0","0.65","0","-49"
"1","1","320080508","373","20","0","0.8","0","5"
"1","1","320080509","374","20","0","1.1","0","0"
"1","1","320080510","375","-20","0","1","0","-20"
"1","2","320090106","376","40","502009101","0.7","0","-74"
"2","3","320090106","377","67","502009103","1","0","13"
"3","1","320090106","378","11","0","0.65","0","43.5"
"1","2","320090107","379","50","502009106","0.7","0","-68"
"2","3","320090107","380","62","502009108","0.9","0","30"
"3","1","320090107","381","13","0","0.65","0","29"
"1","1","320090108","382","10","0","0.75","0","5"
"1","1","320090109","383","10","0","1","0","0"
"1","1","320090110","384","-20","0","1","0","-20"
"1","2","320090206","385","40","502009201","0.7","0","-74"
"2","3","320090206","386","67","502009203","1","0","13"
"3","1","320090206","387","11","0","0.65","0","43.5"
"1","2","320090207","388","50","502009206","0.7","0","-68"
"2","3","320090207","389","62","502009208","0.9","0","30"
"3","1","320090207","390","13","0","0.65","0","29"
"1","1","320090208","391","10","0","0.75","0","5"
"1","1","320090209","392","10","0","1","0","0"
"1","1","320090210","393","-20","0","1","0","-20"
"1","2","320090306","394","40","502009301","0.7","0","-74"
"2","3","320090306","395","67","502009303","1","0","13"
"3","1","320090306","396","11","0","0.65","0","43.5"
"1","2","320090307","397","50","502009306","0.7","0","-68"
"2","3","320090307","398","62","502009308","0.9","0","30"
"3","1","320090307","399","13","0","0.65","0","29"
"1","1","320090308","400","10","0","0.75","0","5"
"1","1","320090309","401","10","0","1","0","0"
"1","1","320090310","402","-20","0","1","0","-20"
"1","2","320090406","403","40","502009401","0.7","0","-74"
"2","3","320090406","404","67","502009403","1","0","13"
"3","1","320090406","405","11","0","0.65","0","43.5"
"1","2","320090407","406","50","502009406","0.7","0","-68"
"2","3","320090407","407","62","502009408","0.9","0","30"
"3","1","320090407","408","13","0","0.65","0","29"
"1","1","320090408","409","10","0","0.75","0","5"
"1","1","320090409","410","10","0","1","0","0"
"1","1","320090410","411","-20","0","1","0","-20"
"1","2","320090506","412","40","502009501","0.7","0","-74"
"2","3","320090506","413","67","502009503","1","0","13"
"3","1","320090506","414","11","0","0.65","0","43.5"
"1","2","320090507","415","50","502009506","0.7","0","-68"
"2","3","320090507","416","62","502009508","0.9","0","30"
"3","1","320090507","417","13","0","0.65","0","29"
"1","1","320090508","418","10","0","0.75","0","5"
"1","1","320090509","419","10","0","1","0","0"
"1","1","320090510","420","-20","0","1","0","-20"
"1","2","320100106","421","40","502010101","0.7","0","-74"
"2","3","320100106","422","67","502010103","1","0","13"
"3","1","320100106","423","11","0","0.65","0","43.5"
"1","2","320100107","424","50","502010106","0.7","0","-68"
"2","3","320100107","425","62","502010108","0.9","0","30"
"3","1","320100107","426","13","0","0.65","0","29"
"1","1","320100108","427","60","0","0.9","0","40"
"1","1","320100109","428","10","0","1","0","0"
"1","1","320100110","429","-35","0","1","0","-20"
"1","2","320100206","430","40","502010201","0.7","0","-74"
"2","3","320100206","431","67","502010203","1","0","13"
"3","1","320100206","432","11","0","0.65","0","43.5"
"1","2","320100207","433","50","502010206","0.7","0","-68"
"2","3","320100207","434","62","502010208","0.9","0","30"
"3","1","320100207","435","13","0","0.65","0","29"
"1","1","320100208","436","60","0","0.9","0","40"
"1","1","320100209","437","10","0","1","0","0"
"1","1","320100210","438","-35","0","1","0","-20"
"1","2","320100306","439","40","502010301","0.7","0","-74"
"2","3","320100306","440","67","502010303","1","0","13"
"3","1","320100306","441","11","0","0.65","0","43.5"
"1","2","320100307","442","50","502010306","0.7","0","-68"
"2","3","320100307","443","62","502010308","0.9","0","30"
"3","1","320100307","444","13","0","0.65","0","29"
"1","1","320100308","445","60","0","0.9","0","40"
"1","1","320100309","446","10","0","1","0","0"
"1","1","320100310","447","-35","0","1","0","-20"
"1","2","320100406","448","40","502010401","0.7","0","-74"
"2","3","320100406","449","67","502010403","1","0","13"
"3","1","320100406","450","11","0","0.65","0","43.5"
"1","2","320100407","451","50","502010406","0.7","0","-68"
"2","3","320100407","452","62","502010408","0.9","0","30"
"3","1","320100407","453","13","0","0.65","0","29"
"1","1","320100408","454","60","0","0.9","0","40"
"1","1","320100409","455","10","0","1","0","0"
"1","1","320100410","456","-35","0","1","0","-20"
"1","2","320100506","457","40","502010501","0.7","0","-74"
"2","3","320100506","458","67","502010503","1","0","13"
"3","1","320100506","459","11","0","0.65","0","43.5"
"1","2","320100507","460","50","502010506","0.7","0","-68"
"2","3","320100507","461","62","502010508","0.9","0","30"
"3","1","320100507","462","13","0","0.65","0","29"
"1","1","320100508","463","60","0","0.9","0","40"
"1","1","320100509","464","10","0","1","0","0"
"1","1","320100510","465","-35","0","1","0","-20"
"1","2","320110106","466","40","502011101","0.7","0","-74"
"2","3","320110106","467","67","502011103","1","0","13"
"3","1","320110106","468","11","0","0.65","0","43.5"
"1","2","320110107","469","50","502011106","0.7","0","-98"
"2","3","320110107","470","72","502011108","1.1","0","0"
"3","1","320110107","471","13","0","0.65","0","49"
"1","1","320110108","472","30","0","0.75","0","-40"
"1","1","320110109","473","50","0","1.2","0","20"
"1","1","320110110","474","-35","0","1.1","0","-20"
"1","2","320110206","475","40","502011201","0.7","0","-74"
"2","3","320110206","476","67","502011203","1","0","13"
"3","1","320110206","477","11","0","0.65","0","43.5"
"1","2","320110207","478","50","502011206","0.7","0","-98"
"2","3","320110207","479","72","502011208","1.1","0","0"
"3","1","320110207","480","13","0","0.65","0","49"
"1","1","320110208","481","30","0","0.75","0","-40"
"1","1","320110209","482","50","0","1.2","0","20"
"1","1","320110210","483","-35","0","1.1","0","-20"
"1","2","320110306","484","40","502011301","0.7","0","-74"
"2","3","320110306","485","67","502011303","1","0","13"
"3","1","320110306","486","11","0","0.65","0","43.5"
"1","2","320110307","487","50","502011306","0.7","0","-98"
"2","3","320110307","488","72","502011308","1.1","0","0"
"3","1","320110307","489","13","0","0.65","0","49"
"1","1","320110308","490","30","0","0.75","0","-40"
"1","1","320110309","491","50","0","1.2","0","20"
"1","1","320110310","492","-35","0","1.1","0","-20"
"1","2","320110406","493","40","502011401","0.7","0","-74"
"2","3","320110406","494","67","502011403","1","0","13"
"3","1","320110406","495","11","0","0.65","0","43.5"
"1","2","320110407","496","50","502011406","0.7","0","-98"
"2","3","320110407","497","72","502011408","1.1","0","0"
"3","1","320110407","498","13","0","0.65","0","49"
"1","1","320110408","499","30","0","0.75","0","-40"
"1","1","320110409","500","50","0","1.2","0","20"
"1","1","320110410","501","-35","0","1.1","0","-20"
"1","2","320110506","502","40","502011501","0.7","0","-74"
"2","3","320110506","503","67","502011503","1","0","13"
"3","1","320110506","504","11","0","0.65","0","43.5"
"1","2","320110507","505","50","502011506","0.7","0","-98"
"2","3","320110507","506","72","502011508","1.1","0","0"
"3","1","320110507","507","13","0","0.65","0","49"
"1","1","320110508","508","30","0","0.75","0","-40"
"1","1","320110509","509","50","0","1.2","0","20"
"1","1","320110510","510","-35","0","1.1","0","-20"
"1","2","320120106","511","40","502012101","0.7","0","-74"
"2","3","320120106","512","67","502012103","1","0","10"
"3","1","320120106","513","11","0","0.65","0","43.5"
"1","2","320120107","514","50","502012106","0.7","0","-98"
"2","3","320120107","515","72","502012108","1","0","0"
"3","1","320120107","516","13","0","0.65","0","49"
"1","1","320120108","517","30","0","1.2","0","10"
"1","1","320120109","518","40","0","0.9","0","40"
"1","1","320120110","519","-35","0","1.1","0","-20"
"1","2","320120206","520","40","502012201","0.7","0","-74"
"2","3","320120206","521","67","502012203","1","0","10"
