44c366c2feb8e84fe1d2e79823427036777178580d2cfa4edb9a9d2b8d53bb56,874a27daa0f5cb726ee4e68ef008b02f605804037a1c1ad4cc079648956afa13,0116b5a21541bb142fc7bac8a92e2739cbc7c4272724118f8135ca2f40ad94a8,76f288cc76babd91d705200626c4b3032efeac800e4ab4bdd9d0ed30d1ae4628,d79ac7c759e79986f297ee876dc29c1cc1a8a8e0d33fccc174ee9f3722f078e6,73c8d978309b442651ef7a4022a74e2af0134cb61beaaea75cd1ae8430326bff,fa2331107a28553552915afba308c9f767978362a4698d70b059b314a1f1675a,7b31af671cd465aa9f25b76da1492c17b4c2c16d79eea37c3138d981bf4077e6,e26c2ebff8e2634ae66f204b2b5ae81b41d8b1c4aad515dd4032592ea7f55b7a,e84b86d45cc1a80df4a495334ef4b75bc0b22551eca945fce5b49feb68353498,78a3753c934b1d8631a3d24b2bdb4de134126b07f671cd6680ebf6b4694cb8dc
"49004","0","0","2019/12/16 05:00:00","0","4","8","真步真步王國開服一周年紀念","2019/12/31 04:59:00","0","500160"
"49005","0","0","2020/01/10 05:00:00","0","4","10","迎接1.5周年紀念","2020/01/21 15:59:00","0","500160"
"49006","0","0","2020/04/01 05:00:00","0","4","5","春節小禮物","2020/04/06 04:59:59","0","500160"
"49007","0","0","2020/04/06 05:00:00","0","4","10","動畫播放紀念禮物","2020/04/16 04:59:59","0","40006"
"49008","0","0","2020/08/03 05:00:00","0","4","10","2周年紀念登入獎勵（前半）","2020/08/18 04:59:59","4","80002"
"49009","0","0","2020/08/18 05:00:00","0","4","10","2周年紀念登入獎勵（後半）","2020/08/31 04:59:59","4","80002"
"49010","0","0","2020/11/02 05:00:00","0","4","10","感謝的禮物-每日登入獎勵寶石","2020/11/15 04:59:00","0","500160"
"49011","0","0","2020/12/24 05:00:00","0","4","10","歡慶聖誕","2021/01/06 04:59:00","0","500160"
"49012","0","0","2021/01/13 05:00:00","0","4","10","2.5周年預熱","2021/01/25 04:59:00","0","500160"
"49013","0","0","2021/04/16 05:00:00","0","4","10","歡慶IP合作","2021/04/28 04:59:00","2","40007"
"49014","0","0","2021/09/17 05:00:00","0","4","10","歡慶中秋","2021/10/01 04:59:00","2","500160"
"49015","0","0","2021/10/18 05:00:00","0","4","10","秋季贈禮","2021/11/01 04:59:00","2","500160"
"49016","0","0","2021/12/24 05:00:00","0","4","10","歡慶聖誕&迎接新年到來","2022/01/06 04:59:00","2","500160"
"49017","0","0","2022/10/17 05:00:00","0","4","10","秋季贈禮","2022/11/01 04:59:00","2","500160"
"49018","0","0","2022/12/24 05:00:00","0","4","10","歡慶聖誕&迎接新年到來","2023/01/06 04:59:59","2","500160"
"49019","0","0","2023/01/21 05:00:00","0","4","10","迎接春節來到","2023/02/06 04:59:59","2","500160"
"49020","0","0","2023/05/06 05:00:00","0","4","10","每日登入獎勵","2023/06/05 04:59:59","2","501470"
"49021","0","0","2023/12/31 05:00:00","0","4","1","迎接2024特別禮物","2024/01/02 04:59:59","2","500160"
"49022","0","0","2025/12/17 05:00:00","0","4","8","心路公益禮盒-登入獎勵活動","2026/01/19 04:59:59","2","500160"
"49023","0","0","2026/02/23 05:00:00","0","4","1","佐賀偶像是傳奇合作登入獎勵","2026/03/04 15:59:59","2","500160"
"60000","0","0","2019/05/07 05:00:00","1","6","7","公主祭典紀念登入抽籤","2019/05/17 04:59:59","0","500160"
"60001","0","0","2020/05/05 05:00:00","1","6","7","謹賀新年 新年登入獎勵","2020/05/15 04:59:59","0","500553"
"60002","0","0","2021/05/04 05:00:00","1","6","7","謹賀新年 新年登入獎勵","2021/05/14 04:59:59","0","500553"
"60003","0","0","2022/05/03 05:00:00","1","6","7","謹賀新年 新年登入獎勵","2022/05/13 04:59:59","0","500553"
"60004","0","0","2023/05/02 05:00:00","1","6","7","謹賀新年 新年登入獎勵","2023/05/14 04:59:59","0","500553"
"60005","0","0","2024/05/01 05:00:00","1","6","7","謹賀新年 新年登入獎勵","2024/05/11 04:59:59","0","500553"
"60006","0","0","2025/05/01 05:00:00","1","6","5","謹賀新年 新年登入獎勵","2025/05/11 04:59:59","0","500553"
"70004","0","1","2021/04/23 05:00:00","0","7","2","聖誕節登入獎勵","2021/04/25 04:59:59","0","500160"
"70005","0","2","2021/05/04 05:00:00","0","7","3","元旦紀念特別登入獎勵","2021/05/07 04:59:59","0","500160"
"70006","0","1","2022/04/24 05:00:00","0","7","2","聖誕節登入獎勵","2022/04/26 04:59:59","0","500160"
"70007","0","2","2022/05/03 05:00:00","0","7","3","元旦紀念特別登入獎勵","2022/05/06 04:59:59","0","500160"
"70008","0","1","2023/04/24 05:00:00","0","7","2","聖誕節登入獎勵","2023/04/26 04:59:59","0","500160"
"70009","0","2","2023/05/02 05:00:00","0","7","1","元旦紀念特別登入獎勵","2023/05/05 04:59:59","0","500160"
"70010","0","0","2024/04/04 05:00:00","0","4","1","連假快樂特別禮物1","2024/04/06 04:59:59","2","500160"
"70011","0","0","2024/05/01 05:00:00","0","4","1","勞動節限定特別登入獎勵","2024/05/04 04:59:59","2","500160"
"70012","0","0","2024/04/06 05:00:00","0","4","1","連假快樂特別禮物2","2024/04/08 04:59:59","2","500160"
"70013","0","2","2025/05/01 05:00:00","0","7","1","勞動節限定特別登入獎勵","2025/05/05 04:59:59","0","500160"
"70014","0","1","2025/04/03 05:00:00","0","7","1","聖誕節登入獎勵","2025/04/04 04:59:59","0","500160"
"70015","0","1","2025/04/04 05:00:00","0","7","1","聖誕節登入獎勵","2025/04/05 04:59:59","0","500160"
"70016","0","1","2025/08/01 16:00:00","0","7","1","觀看「勇氣與邊緣人！ 巨型克蘿茜」MV","2025/08/24 04:59:59","0","500160"
"80003","1","0","2021/01/25 05:00:00","0","8","15","2.5周年倒數登入獎勵","2021/02/09 04:59:59","0","0"
"80004","1","1","2021/07/17 05:00:00","0","10","17","3周年倒數登入獎勵","2021/08/03 04:59:59","0","0"
"80005","1","0","2022/01/18 05:00:00","0","8","15","三周年半倒數登入獎勵","2022/02/02 04:59:59","0","0"
"80006","1","1","2022/07/16 05:00:00","0","10","17","4th Year Anniversary倒數登入獎勵","2022/08/02 04:59:59","0","0"
"80007","1","1","2023/01/06 05:00:00","0","10","15","四周年半倒數登入獎勵","2023/01/21 04:59:59","0","0"
"80008","1","1","2023/07/17 05:00:00","0","10","16","5周年倒數登入獎勵","2023/08/02 04:59:59","0","0"
"80009","1","1","2024/01/24 05:00:00","0","10","15","5.5 Year Anniversary 倒數登入獎勵","2024/02/08 04:59:59","0","0"
"80010","1","1","2024/07/17 05:00:00","0","10","16","6周年倒數登入獎勵","2024/08/02 04:59:59","0","0"
"80011","1","1","2025/01/18 05:00:00","0","10","15","6.5 Year Anniversary 倒數登入獎勵","2025/02/02 04:59:59","0","0"
"80012","1","1","2025/07/24 05:00:00","0","10","8","7th Year Anniversary 倒數登入獎勵","2025/08/01 04:59:59","0","0"
"80013","1","0","2026/01/25 05:00:00","0","8","5","7.5 Year Anniversary 倒數登入獎勵","2026/01/30 04:59:59","0","0"
"80014","1","1","2026/01/30 05:00:00","0","10","3","7.5 Year Anniversary 倒數登入獎勵","2026/02/02 04:59:59","0","0"
