20b5e82b50131d98b0720677ec3969ea67b46782091e580ad20cdd2d6993ae0c,b209443c53cb9e9aa313c6d2feeb229e38880bc74aeb6a8d6b799b69bdae302e,65b0f0276ab483b6c5fd64a49cc09c84d999e55f73cda9cae8d983277911d504,92f9084af46ed85073987ed4e3a0ee904803b09c247317b5447d76b85e09cebd,e3b5fefe8348afa8ace58d24c3971e807f9bb4eb7dbadfa5382c4111512716d6,7518caada0bcef885fbbc5155ac097c6e212ba756f6236d9c93736041f2ae354,7e34de8bf699d84d157188a27395fbc62f40362afbc37e72a53f4f9072977663,04b1466819794c02154e20123d0898128db62e36b39d8e16ff47a198b0236611,4388325b6d72b40abf1342a95e6fed802ef3cea00018f41635c32e9d19d1e082,b3fe4ca5054bd4816680ae314113c1f92c9543c9262b9c32b072b34054823e21,bbf20cdc4d98ad88893bc49d85ff2183f73f01258711bedb16ab014d361f900b,74413f29799f6664ae5cfc8f5e127d8cdedc2807b302fa3e5e81e66cc1ac9c43,7d10c575b710505cc5ac1f375e0f37087d88a8f20eab1ff26558e100a3cb9a98,32756cb5fd99142ecf4e22f2c2f730221cfeafbbf47d6de45644d10a67ab8e29,74ee9affc388a2f4144fd219b36c08c21f591a3a8d6a2640982649063e316a0c
"20","92410210","2","-30","0","1.45","0","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"20","92410220","2","-30","0","1.45","0","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"20","92410230","2","-30","0","1.45","0","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"20","92410240","2","-30","0","1.45","0","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-30","92410310","3","-30","0","1.4","0","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-30","92410320","3","-30","0","1.4","0","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-30","92410330","3","-30","0","1.4","0","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-30","92410340","3","-30","0","1.4","0","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-30","92411110","1","-30","0","1","40","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-30","92411120","1","-30","0","1","40","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-30","92411130","1","-30","0","1","40","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-30","92411140","1","-30","0","1","40","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-90","92411210","2","-30","0","1.45","140","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-90","92411220","2","-30","0","1.45","140","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-90","92411230","2","-30","0","1.45","140","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-90","92411240","2","-30","0","1.45","140","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-30","92411310","3","-30","0","1.1","40","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-30","92411320","3","-30","0","1.1","40","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-30","92411330","3","-30","0","1.1","40","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-30","92411340","3","-30","0","1.1","40","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-210","92412110","1","-30","0","1","210","bgm_MC170","101621","94002","0","0","0","101621","bgm_MC170"
"-210","92412120","1","-30","0","1","210","bgm_MC170","101621","94002","0","0","0","101621","bgm_MC170"
"-210","92412130","1","-30","0","1","210","bgm_MC170","101621","94002","0","0","0","101621","bgm_MC170"
"-210","92412140","1","-30","0","1","210","bgm_MC170","101621","94002","0","0","0","101621","bgm_MC170"
"-90","92412210","2","-30","0","1.45","140","bgm_MC170","101621","94002","0","0","0","101621","bgm_MC170"
"-90","92412220","2","-30","0","1.45","140","bgm_MC170","101621","94002","0","0","0","101621","bgm_MC170"
"-90","92412230","2","-30","0","1.45","140","bgm_MC170","101621","94002","0","0","0","101621","bgm_MC170"
"-90","92412240","2","-30","0","1.45","140","bgm_MC170","101621","94002","0","0","0","101621","bgm_MC170"
"-30","92412310","3","-30","0","1.1","180","bgm_MC170","101621","94002","0","0","0","101621","bgm_MC170"
"-30","92412320","3","-30","0","1.1","180","bgm_MC170","101621","94002","0","0","0","101621","bgm_MC170"
"-30","92412330","3","-30","0","1.1","180","bgm_MC170","101621","94002","0","0","0","101621","bgm_MC170"
"-30","92412340","3","-30","0","1.1","180","bgm_MC170","101621","94002","0","0","0","101621","bgm_MC170"
"-60","92414110","1","-30","0","1.4","60","bgm_MC170","101822","94002","0","0","0","101822","bgm_MC170"
"-60","92414120","1","-30","0","1.4","60","bgm_MC170","101822","94002","0","0","0","101822","bgm_MC170"
"-60","92414130","1","-30","0","1.4","60","bgm_MC170","101822","94002","0","0","0","101822","bgm_MC170"
"-60","92414140","1","-30","0","1.4","60","bgm_MC170","101822","94002","0","0","0","101822","bgm_MC170"
"-330","92414210","2","-30","0","1","150","bgm_MC170","101822","94002","0","0","0","101822","bgm_MC170"
"-330","92414220","2","-30","0","1","150","bgm_MC170","101822","94002","0","0","0","101822","bgm_MC170"
"-330","92414230","2","-30","0","1","150","bgm_MC170","101822","94002","0","0","0","101822","bgm_MC170"
"-330","92414240","2","-30","0","1","150","bgm_MC170","101822","94002","0","0","0","101822","bgm_MC170"
"0","92414310","3","-30","0","1.2","100","bgm_MC170","101822","94002","0","0","0","101822","bgm_MC170"
"0","92414320","3","-30","0","1.2","100","bgm_MC170","101822","94002","0","0","0","101822","bgm_MC170"
"0","92414330","3","-30","0","1.2","100","bgm_MC170","101822","94002","0","0","0","101822","bgm_MC170"
"0","92414340","3","-30","0","1.2","100","bgm_MC170","101822","94002","0","0","0","101822","bgm_MC170"
"0","92415110","1","-30","0","2.4","30","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"0","92415120","1","-30","0","2.4","30","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"0","92415130","1","-30","0","2.4","30","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"0","92415140","1","-30","0","2.4","30","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-270","92415210","2","-30","0","1.1","150","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-270","92415220","2","-30","0","1.1","150","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-270","92415230","2","-30","0","1.1","150","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-270","92415240","2","-30","0","1.1","150","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-400","92415310","3","-30","0","1.2","250","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-400","92415320","3","-30","0","1.2","250","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-400","92415330","3","-30","0","1.2","250","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-400","92415340","3","-30","0","1.2","250","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-120","92416110","1","-30","0","1.3","150","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-120","92416120","1","-30","0","1.3","150","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-120","92416130","1","-30","0","1.3","150","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-120","92416140","1","-30","0","1.3","150","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-90","92416210","2","-30","0","1.5","140","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-90","92416220","2","-30","0","1.5","140","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-90","92416230","2","-30","0","1.5","140","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-90","92416240","2","-30","0","1.5","140","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-450","92416310","3","-30","0","1.25","140","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-450","92416320","3","-30","0","1.25","140","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-450","92416330","3","-30","0","1.25","140","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-450","92416340","3","-30","0","1.25","140","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-30","92417110","1","-30","0","0.95","0","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-30","92417120","1","-30","0","0.95","0","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-30","92417130","1","-30","0","0.95","0","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-30","92417140","1","-30","0","0.95","0","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-60","92417210","2","-30","0","1.6","140","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-60","92417220","2","-30","0","1.6","140","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-60","92417230","2","-30","0","1.6","140","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-60","92417240","2","-30","0","1.6","140","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-60","92417310","3","-30","0","1.35","80","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-60","92417320","3","-30","0","1.35","80","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-60","92417330","3","-30","0","1.35","80","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-60","92417340","3","-30","0","1.35","80","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"0","92418110","1","-30","0","1.15","140","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"0","92418120","1","-30","0","1.15","140","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"0","92418130","1","-30","0","1.15","140","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"0","92418140","1","-30","0","1.15","140","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-60","92418210","2","-30","0","1.6","140","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-60","92418220","2","-30","0","1.6","140","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-60","92418230","2","-30","0","1.6","140","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-60","92418240","2","-30","0","1.6","140","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-60","92418310","3","-30","0","1.2","50","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-60","92418320","3","-30","0","1.2","50","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-60","92418330","3","-30","0","1.2","50","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"-60","92418340","3","-30","0","1.2","50","bgm_MC170","100198","94002","0","0","0","100198","bgm_MC170"
"20","92419110","1","-30","0","1.4","90","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"20","92419120","1","-30","0","1.4","90","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"20","92419130","1","-30","0","1.4","90","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"20","92419140","1","-30","0","1.4","90","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-100","92419210","2","-30","0","1.35","180","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-100","92419220","2","-30","0","1.35","180","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-100","92419230","2","-30","0","1.35","180","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-100","92419240","2","-30","0","1.35","180","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-20","92419310","3","-30","0","1.3","50","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-20","92419320","3","-30","0","1.3","50","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-20","92419330","3","-30","0","1.3","50","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"-20","92419340","3","-30","0","1.3","50","bgm_MC170","101623","94002","0","0","0","101623","bgm_MC170"
"40","92420110","1","-30","0","1.3","0","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"40","92420120","1","-30","0","1.3","0","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"40","92420130","1","-30","0","1.3","0","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"40","92420140","1","-30","0","1.3","0","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-20","92420210","2","-30","0","1.2","30","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-20","92420220","2","-30","0","1.2","30","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-20","92420230","2","-30","0","1.2","30","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-20","92420240","2","-30","0","1.2","30","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-20","92420310","3","-30","0","1.2","50","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-20","92420320","3","-30","0","1.2","50","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-20","92420330","3","-30","0","1.2","50","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-20","92420340","3","-30","0","1.2","50","bgm_MC170","103013","94002","0","0","0","103013","bgm_MC170"
"-210","92501110","1","-30","0","1","90","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-210","92501120","1","-30","0","1","90","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-210","92501130","1","-30","0","1","90","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-210","92501140","1","-30","0","1","90","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-240","92501210","2","-30","0","1","210","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-240","92501220","2","-30","0","1","210","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-240","92501230","2","-30","0","1","210","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-240","92501240","2","-30","0","1","210","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-90","92501310","3","-30","0","1.1","250","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-90","92501320","3","-30","0","1.1","250","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-90","92501330","3","-30","0","1.1","250","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
"-90","92501340","3","-30","0","1.1","250","bgm_MC170","101191","94002","0","0","0","101191","bgm_MC170"
