f3fe30d2ebc8b94a6ff9d21c1a10bc1b8e7b670760f4ad59910b031599a77cae,fc24e77ff286afdf872bbd2d2e19043a96c44cc073a1bace5ca70c6c2437ce9a,5572654aedf52d37ef1d489fe57d217b9f9a5e26a2bc0aa55617681f4391ee07,b9b734aa460f357002b1783b7f00285f8053de47a51bc9d5e6d311dd20a719a9,ba788f8b1579d668c7540436402a5450672dc41fe977a985e0141115d432bce4,f6376b6c86eafd977de18c588016cf3b7fd9ef92bf869b01c29c2d2bcfc6ae81,40da4f5cfd61b73641ab81e8b3e933022bf13d587ac428aaf15af44b40948178,d62cff1477f5d4bce2cf6911b567d7a729bd15bb3c32d429664fc3faa8e753ef,ef096b3ebc4d838627e92d53dff90a2beb75059fa095f3f8b078c6234c4e465c,b1430b8cf293736bca79a93dd090b7102ad990733156c6cd701ce132d2daf5dc,9020cd7885d549c2182760af9828d795415ee3352d81d240791007b067ec10c9,27cb27a34a54f8e5756f3459df18087e3ed91d7d79718eb16eb8780b89673317,f9f878097de9c720d7b0b787dcd278e02a94252656cf6a15751e20ec71f13e26
"2","8","小幅度提升攻擊力跟攻擊速度","100011","126411","0","0","2211101","10001101","提升攻擊力10％，\n戰鬥開始３秒內，提升攻擊速度15％。","0","0","克蘿茜"
"3","9","中幅度提升攻擊力","100012","126511","0","0","2211201","0","戰鬥開始３秒內，\n提升攻擊力25％。","0","0","萊拉耶爾"
"2","10","提升攻擊速度跟攻擊力","100013","127711","0","0","2211301","0","戰鬥開始３秒內，提升攻擊速度10％，\n然後提升攻擊力25％。","0","0","琳德"
"2","11","降低自身的攻擊速度與敵人的攻擊力","100014","127811","0","0","2211401","0","戰鬥開始３秒內，\n使自身的攻擊速度下降10％，\n然後使敵人的攻擊力下降25％。","0","0","烏爾姆"
"3","12","小幅度提升COST上限跟HP","100015","130911","0","0","0","10001501","提升COST上限25％、\n提升HP15％。","0","10001502","庫露露"
"2","13","小幅度降低對方的攻擊力跟攻擊速度","100016","129611","0","0","2211601","0","降低敵人的攻擊力跟攻擊速度10％。","0","0","安涅默涅"
"3","14","大幅度降低對方的移動速度","100017","129711","0","0","2211701","0","戰鬥開始1.5秒內，\n使敵人的移動速度下降50％。","0","0","涅妃‧涅羅"
"1","0","射出斬擊攻擊敵人","101001","130011","0","0","3110101","0","剩餘HP在50％以下時發動。\n在３秒間射出斬擊，造成大幅度傷害。","1","0","倭"
"1","0","尖刺兄弟撞飛敵人","101002","130111","0","0","3110201","0","剩餘HP在70％以下時發動。\n尖刺兄弟會出現，要是撞到敵人\n會造成小幅度傷害，將其擊飛。","1","0","若菜"
"1","0","封鎖敵人的移動與攻擊１秒","101003","130211","0","0","2110301","0","戰鬥開始３秒後發動。\n封鎖敵人的移動與攻擊１秒。","1","0","布武機"
"2","0","提升最大HP","201010","105811","0","0","0","20101001","提升最大HP15％。","1","0","貪吃佩可"
"2","0","降低敵方的移動速度","201020","106011","0","0","2220201","0","戰鬥開始３秒內，\n使敵人的移動速度下降15％。","1","0","凱留"
"2","0","提升COST上限","201030","105911","0","0","0","20103001","提升COST上限50％。","1","0","可可蘿"
"3","0","提升移動速度","201040","106411","0","0","2220401","0","提升移動速度15％。","1","0","雪菲"
"2","0","提升攻擊力跟移動速度","201050","131311","0","0","2220501","20105001","提升攻擊力25％、\n提升移動速度10％。","1","0","莉莉"
"2","0","提升最大HP跟移動速度","201060","131411","0","0","2220601","20106001","提升最大HP25％、\n提升移動速度10％。","1","0","可璃亞"
"2","0","提升COST上限跟移動速度","201070","131511","0","0","2220701","20107001","提升COST上限25％、\n提升移動速度10％。","1","0","普蕾西亞"
"2","0","提升攻擊力跟攻擊速度","201080","126411","0","0","2220801","20108001","提升攻擊力25％，\n戰鬥開始３秒內，提升攻擊速度15％。","1","0","克蘿茜"
"3","0","提升攻擊力","201090","126511","0","0","2220901","0","戰鬥開始３秒內，\n提升攻擊力25％。","1","0","萊拉耶爾"
"2","0","提升攻擊速度跟攻擊力","201100","127711","0","0","2221001","0","戰鬥開始３秒內，提升攻擊速度10％，\n然後提升攻擊力15％。","1","0","琳德"
"2","0","降低自身的攻擊速度與敵人的攻擊力","201110","127811","0","0","2221101","0","戰鬥開始３秒內，\n使自身的攻擊速度下降10％，\n然後使敵人的攻擊力下降15％。","1","0","烏爾姆"
"3","0","提升COST上限跟HP","201120","130911","0","0","0","20112001","提升COST上限25％、\n提升HP50％。","1","20112002","庫露露"
"2","0","降低對方的攻擊力跟攻擊速度","201130","129611","0","0","2221301","0","降低敵人的攻擊力跟攻擊速度10％。","1","0","安涅默涅"
"3","0","降低對方的移動速度","201140","129711","0","0","2221401","0","戰鬥開始1.5秒內，\n使敵人的移動速度下降25％。","1","0","涅妃‧涅羅"
"2","0","提升最大HP","201150","105811","0","0","0","20115001","提升最大HP３0％。","1","0","貪吃佩可"
"2","0","降低敵方的移動速度","201160","106011","0","0","2221601","0","戰鬥開始３秒內，\n使敵人的移動速度下降20％。","1","0","凱留"
"2","0","提升COST上限","201170","105911","0","0","0","20117001","提升COST上限75％。","1","0","可可蘿"
"3","0","提升移動速度","201180","106411","0","0","2221801","0","提升移動速度20％。","1","0","雪菲"
"2","0","提升攻擊力跟移動速度","201190","131311","0","0","2221901","20119001","提升攻擊力50％、\n提升移動速度15％。","1","0","莉莉"
"2","0","提升最大HP跟移動速度","201200","131411","0","0","2222001","20120001","提升最大HP50％、\n提升移動速度15％。","1","0","可璃亞"
"2","0","提升COST上限跟移動速度","201210","131511","0","0","2222101","20121001","提升COST上限３0％、\n提升移動速度15％。","1","0","普蕾西亞"
"2","0","提升攻擊力跟攻擊速度","201220","126411","0","0","2222201","20122001","提升攻擊力50％，\n戰鬥開始３秒內，提升攻擊速度20％。","1","0","克蘿茜"
"3","0","提升攻擊力","201230","126511","0","0","2222301","0","戰鬥開始３秒內，\n提升攻擊力３0％。","1","0","萊拉耶爾"
"2","0","提升攻擊速度跟攻擊力","201240","127711","0","0","2222401","0","戰鬥開始３秒內，提升攻擊速度15％，\n然後提升攻擊力20％。","1","0","琳德"
"2","0","降低自身的攻擊速度與敵人的攻擊力","201250","127811","0","0","2222501","0","戰鬥開始３秒內，\n使自身的攻擊速度下降10％，\n然後使敵人的攻擊力下降20％。","1","0","烏爾姆"
"3","0","提升COST上限跟HP","201260","130911","0","0","0","20126001","提升COST上限３0％、\n提升HP50％。","1","20126002","庫露露"
"2","0","降低對方的攻擊力跟攻擊速度","201270","129611","0","0","2222701","0","降低敵人的攻擊力跟攻擊速度15％。","1","0","安涅默涅"
"3","0","降低對方的移動速度","201280","129711","0","0","2222801","0","戰鬥開始1.5秒內，\n使敵人的移動速度下降３5％。","1","0","涅妃‧涅羅"
"2","0","提升攻擊力跟移動速度","201290","131311","0","0","2222901","20129001","提升攻擊力50％、\n提升移動速度20％。","1","0","莉莉"
"2","0","提升攻擊速度跟攻擊力","201300","127711","0","0","2223001","0","戰鬥開始３秒內，提升攻擊速度20％，\n然後提升攻擊力50％。","1","0","琳德"
"2","0","提升最大HP","201310","105811","0","0","0","20131001","提升最大HP50％。","1","0","貪吃佩可"
"2","0","降低敵方的移動速度","201320","106011","0","0","2223201","0","戰鬥開始３秒內，\n使敵人的移動速度下降25％。","1","0","凱留"
"2","0","提升COST上限","201330","105911","0","0","0","20133001","提升COST上限100％。","1","0","可可蘿"
"3","0","提升移動速度","201340","106411","0","0","2223401","0","提升移動速度25％。","1","0","雪菲"
"2","0","提升攻擊力跟移動速度","201350","131311","0","0","2223501","20135001","提升攻擊力50％、\n提升移動速度20％。","1","0","莉莉"
"2","0","提升最大HP跟移動速度","201360","131411","0","0","2223601","20136001","提升最大HP50％、\n提升移動速度20％。","1","0","可璃亞"
"2","0","提升COST上限跟移動速度","201370","131511","0","0","2223701","20137001","提升COST上限50％、\n提升移動速度20％。","1","0","普蕾西亞"
"2","0","提升攻擊力跟攻擊速度","201380","126411","0","0","2223801","20138001","提升攻擊力50％，\n戰鬥開始３秒內，提升攻擊速度25％。","1","0","克蘿茜"
"3","0","提升攻擊力","201390","126511","0","0","2223901","0","戰鬥開始３秒內，\n提升攻擊力３5％。","1","0","萊拉耶爾"
"2","0","提升攻擊速度跟攻擊力","201400","127711","0","0","2224001","0","戰鬥開始３秒內，提升攻擊速度20％，\n然後提升攻擊力25％。","1","0","琳德"
"2","0","降低自身的攻擊速度與敵人的攻擊力","201410","127811","0","0","2224101","0","戰鬥開始３秒內，\n使自身的攻擊速度下降10％，\n然後使敵人的攻擊力下降25％。","1","0","烏爾姆"
"3","0","提升COST上限跟HP","201420","130911","0","0","0","20142001","提升COST上限50％、\n提升HP50％。","1","20142002","庫露露"
"2","0","降低對方的攻擊力跟攻擊速度","201430","129611","0","0","2224301","0","降低敵人的攻擊力跟攻擊速度20％。","1","0","安涅默涅"
"3","0","降低對方的移動速度","201440","129711","0","0","2224401","0","戰鬥開始1.5秒內，\n使敵人的移動速度下降75％。","1","0","涅妃‧涅羅"
"2","0","提升最大HP","201450","105811","0","0","0","20145001","提升最大HP100％。","1","0","貪吃佩可"
"2","0","提升COST上限","201460","105911","0","0","0","20146001","提升COST上限100％。","1","0","可可蘿"
"2","0","提升攻擊力跟移動速度","201470","131311","0","0","2224701","20147001","提升攻擊力75％、\n提升移動速度３0％。","1","0","莉莉"
"3","0","提升攻擊力","201480","126511","0","0","2224801","0","戰鬥開始３秒內，\n提升攻擊力75％。","1","0","萊拉耶爾"
"3","0","降低對方的移動速度","201490","129711","0","0","2224901","0","戰鬥開始1.5秒內，\n使敵人的移動速度下降90％。","1","0","涅妃‧涅羅"
"2","0","提升最大HP","201500","105811","0","0","0","20150001","提升最大HP200％。","1","0","貪吃佩可"
