96c6c4e396b8c0e78fe9798fd259c3ece2591d44ece7967fc7ea9129d1e5811d,3f1f6c96f14f03cec4c8f0055aac1ab09e45420c3bd51410bc320cb2fa58eb9c,be78b72379ba819c83ffb218a8a8d6eaa2b98fe901dbae2d7e915fe20be7a64b,e75ff26cd75b110d0cee67368271332ac2616be4ae72727eadb04fd3ee6c9e5e,02a71be0f52672685750599b99d1b63fd73e16cac0f7d08b580f26a032fd88cc,42a78b540bb19b6b9c07af56ba69e04e44d9071912cf6d069058b9bcdc842e6f,5be04ea4d6c91ecd240e0100f4fb25e4933fa64b40eebf0ba79a5ad62ef93f29,94c28d8c1ac5b15876301f8f5ecfde6dcdb9fcbbe7daf9b07bcae03ea27e2cc9,f44093ffbb4670110ab4bcd48b53e015c42f78d6d2bfb002e75cd46f172c1d06,ac22205714f07d249295f3464d7bf3a643601315f596980430b77dbddcc0930e,1a3fe661b0a1238cfe0796e2aecf49f8cc446e290bade9ca6c1e62433caf8976,d6422d6f28cbb9660676321fcb8cc57df4673bbb2056af92c633e67886c163ad,932ebcef18b518573908d61e3b72162a9fddbf3c0ce0b3dbf0195b314f1b8369,27b8c0028998d212780a303be3890ec13c2c606b3c1c8b98c50afa6a7784e699
"20002203","601","0","9003","72002018","2018/01/01 12:00:00","72002018","2030/12/31 14:59:59","0","1","20002103","8005","完成活動任務1-3 (HARD)","20002"
"20002204","601","0","9003","72002019","2018/01/01 12:00:00","72002019","2030/12/31 14:59:59","0","1","20002103","8005","完成活動任務1-4 (HARD)","20002"
"20002205","601","0","9003","72002020","2018/01/01 12:00:00","72002020","2030/12/31 14:59:59","0","1","20002103","8005","完成活動任務1-5 (HARD)","20002"
"660002101","601","0","9001","72002021","2018/01/01 12:00:00","72002021","2030/12/31 14:59:59","0","1","20002104","8006","打倒 1 隻阿爾瑪（NORMAL限定）","20002"
"660002201","601","0","9001","72002022","2018/01/01 12:00:00","72002022","2030/12/31 14:59:59","0","1","20002104","8007","打倒 1 隻阿爾瑪（HARD限定）","20002"
"660002301","601","0","9001","72002023","2018/01/01 12:00:00","72002023","2030/12/31 14:59:59","0","1","20002104","8010","打倒 1 隻阿爾瑪（VERY HARD限定）","20002"
"20003101","601","0","9003","72003001","2018/01/01 12:00:00","72003001","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-1 (NORMAL)","20003"
"20003102","601","0","9003","72003002","2018/01/01 12:00:00","72003002","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-2 (NORMAL)","20003"
"20003103","601","0","9003","72003003","2018/01/01 12:00:00","72003003","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-3 (NORMAL)","20003"
"20003104","601","0","9003","72003004","2018/01/01 12:00:00","72003004","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-4 (NORMAL)","20003"
"20003105","601","0","9003","72003005","2018/01/01 12:00:00","72003005","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-5 (NORMAL)","20003"
"20003106","601","0","9003","72003006","2018/01/01 12:00:00","72003006","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-6 (NORMAL)","20003"
"20003107","601","0","9003","72003007","2018/01/01 12:00:00","72003007","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-7 (NORMAL)","20003"
"20003108","601","0","9003","72003008","2018/01/01 12:00:00","72003008","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-8 (NORMAL)","20003"
"20003109","601","0","9003","72003009","2018/01/01 12:00:00","72003009","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-9 (NORMAL)","20003"
"20003110","601","0","9003","72003010","2018/01/01 12:00:00","72003010","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-10 (NORMAL)","20003"
"20003111","601","0","9003","72003011","2018/01/01 12:00:00","72003011","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-11 (NORMAL)","20003"
"20003112","601","0","9003","72003012","2018/01/01 12:00:00","72003012","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-12 (NORMAL)","20003"
"20003113","601","0","9003","72003013","2018/01/01 12:00:00","72003013","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-13 (NORMAL)","20003"
"20003114","601","0","9003","72003014","2018/01/01 12:00:00","72003014","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-14 (NORMAL)","20003"
"20003115","601","0","9003","72003015","2018/01/01 12:00:00","72003015","2030/12/31 14:59:59","0","1","20003102","8004","完成活動任務1-15 (NORMAL)","20003"
"20003201","601","0","9003","72003016","2018/01/01 12:00:00","72003016","2030/12/31 14:59:59","0","1","20003103","8005","完成活動任務1-1 (HARD)","20003"
"20003202","601","0","9003","72003017","2018/01/01 12:00:00","72003017","2030/12/31 14:59:59","0","1","20003103","8005","完成活動任務1-2 (HARD)","20003"
"20003203","601","0","9003","72003018","2018/01/01 12:00:00","72003018","2030/12/31 14:59:59","0","1","20003103","8005","完成活動任務1-3 (HARD)","20003"
"20003204","601","0","9003","72003019","2018/01/01 12:00:00","72003019","2030/12/31 14:59:59","0","1","20003103","8005","完成活動任務1-4 (HARD)","20003"
"20003205","601","0","9003","72003020","2018/01/01 12:00:00","72003020","2030/12/31 14:59:59","0","1","20003103","8005","完成活動任務1-5 (HARD)","20003"
"660003101","601","0","9001","72003021","2018/01/01 12:00:00","72003021","2030/12/31 14:59:59","0","1","20003104","8006","打倒 1 隻加爾格（NORMAL限定）","20003"
"660003201","601","0","9001","72003022","2018/01/01 12:00:00","72003022","2030/12/31 14:59:59","0","1","20003104","8007","打倒 1 隻加爾格（HARD限定）","20003"
"660003301","601","0","9001","72003023","2018/01/01 12:00:00","72003023","2030/12/31 14:59:59","0","1","20003104","8010","打倒 1 隻加爾格（VERY HARD限定）","20003"
"20004101","601","0","9003","72004001","2020/09/30 16:00:00","72004001","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-1 (NORMAL)","20004"
"20004102","601","0","9003","72004002","2020/09/30 16:00:00","72004002","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-2 (NORMAL)","20004"
"20004103","601","0","9003","72004003","2020/09/30 16:00:00","72004003","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-3 (NORMAL)","20004"
"20004104","601","0","9003","72004004","2020/09/30 16:00:00","72004004","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-4 (NORMAL)","20004"
"20004105","601","0","9003","72004005","2020/09/30 16:00:00","72004005","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-5 (NORMAL)","20004"
"20004106","601","0","9003","72004006","2020/09/30 16:00:00","72004006","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-6 (NORMAL)","20004"
"20004107","601","0","9003","72004007","2020/09/30 16:00:00","72004007","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-7 (NORMAL)","20004"
"20004108","601","0","9003","72004008","2020/09/30 16:00:00","72004008","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-8 (NORMAL)","20004"
"20004109","601","0","9003","72004009","2020/09/30 16:00:00","72004009","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-9 (NORMAL)","20004"
"20004110","601","0","9003","72004010","2020/09/30 16:00:00","72004010","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-10 (NORMAL)","20004"
"20004111","601","0","9003","72004011","2020/09/30 16:00:00","72004011","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-11 (NORMAL)","20004"
"20004112","601","0","9003","72004012","2020/09/30 16:00:00","72004012","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-12 (NORMAL)","20004"
"20004113","601","0","9003","72004013","2020/09/30 16:00:00","72004013","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-13 (NORMAL)","20004"
"20004114","601","0","9003","72004014","2020/09/30 16:00:00","72004014","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-14 (NORMAL)","20004"
"20004115","601","0","9003","72004015","2020/09/30 16:00:00","72004015","2030/12/31 14:59:59","0","1","20004102","8004","完成活動任務1-15 (NORMAL)","20004"
"20004201","601","0","9003","72004016","2020/09/30 16:00:00","72004016","2030/12/31 14:59:59","0","1","20004103","8005","完成活動任務1-1 (HARD)","20004"
"20004202","601","0","9003","72004017","2020/09/30 16:00:00","72004017","2030/12/31 14:59:59","0","1","20004103","8005","完成活動任務1-2 (HARD)","20004"
"20004203","601","0","9003","72004018","2020/09/30 16:00:00","72004018","2030/12/31 14:59:59","0","1","20004103","8005","完成活動任務1-3 (HARD)","20004"
"20004204","601","0","9003","72004019","2020/09/30 16:00:00","72004019","2030/12/31 14:59:59","0","1","20004103","8005","完成活動任務1-4 (HARD)","20004"
"20004205","601","0","9003","72004020","2020/09/30 16:00:00","72004020","2030/12/31 14:59:59","0","1","20004103","8005","完成活動任務1-5 (HARD)","20004"
"660004101","601","0","9001","72004021","2020/09/30 16:00:00","72004021","2030/12/31 14:59:59","0","1","20004104","8006","打倒 1 隻天塔帕斯（NORMAL限定）","20004"
"660004201","601","0","9001","72004022","2020/09/30 16:00:00","72004022","2030/12/31 14:59:59","0","1","20004104","8007","打倒 1 隻天塔帕斯（HARD限定）","20004"
"660004301","601","0","9001","72004023","2020/09/30 16:00:00","72004023","2030/12/31 14:59:59","0","1","20004104","8010","打倒1隻天塔帕斯(VERY HARD限定)","20004"
"20005101","601","0","9003","72005001","2020/11/02 16:00:00","72005001","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-1 (NORMAL)","20005"
"20005102","601","0","9003","72005002","2020/11/02 16:00:00","72005002","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-2 (NORMAL)","20005"
"20005103","601","0","9003","72005003","2020/11/02 16:00:00","72005003","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-3 (NORMAL)","20005"
"20005104","601","0","9003","72005004","2020/11/02 16:00:00","72005004","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-4 (NORMAL)","20005"
"20005105","601","0","9003","72005005","2020/11/02 16:00:00","72005005","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-5 (NORMAL)","20005"
"20005106","601","0","9003","72005006","2020/11/02 16:00:00","72005006","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-6 (NORMAL)","20005"
"20005107","601","0","9003","72005007","2020/11/02 16:00:00","72005007","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-7 (NORMAL)","20005"
"20005108","601","0","9003","72005008","2020/11/02 16:00:00","72005008","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-8 (NORMAL)","20005"
"20005109","601","0","9003","72005009","2020/11/02 16:00:00","72005009","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-9 (NORMAL)","20005"
"20005110","601","0","9003","72005010","2020/11/02 16:00:00","72005010","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-10 (NORMAL)","20005"
"20005111","601","0","9003","72005011","2020/11/02 16:00:00","72005011","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-11 (NORMAL)","20005"
"20005112","601","0","9003","72005012","2020/11/02 16:00:00","72005012","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-12 (NORMAL)","20005"
"20005113","601","0","9003","72005013","2020/11/02 16:00:00","72005013","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-13 (NORMAL)","20005"
"20005114","601","0","9003","72005014","2020/11/02 16:00:00","72005014","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-14 (NORMAL)","20005"
"20005115","601","0","9003","72005015","2020/11/02 16:00:00","72005015","2030/12/31 14:59:59","0","1","20005102","8004","完成活動任務1-15 (NORMAL)","20005"
"20005201","601","0","9003","72005016","2020/11/02 16:00:00","72005016","2030/12/31 14:59:59","0","1","20005103","8005","完成活動任務1-1 (HARD)","20005"
"20005202","601","0","9003","72005017","2020/11/02 16:00:00","72005017","2030/12/31 14:59:59","0","1","20005103","8005","完成活動任務1-2 (HARD)","20005"
"20005203","601","0","9003","72005018","2020/11/02 16:00:00","72005018","2030/12/31 14:59:59","0","1","20005103","8005","完成活動任務1-3 (HARD)","20005"
"20005204","601","0","9003","72005019","2020/11/02 16:00:00","72005019","2030/12/31 14:59:59","0","1","20005103","8005","完成活動任務1-4 (HARD)","20005"
"20005205","601","0","9003","72005020","2020/11/02 16:00:00","72005020","2030/12/31 14:59:59","0","1","20005103","8005","完成活動任務1-5 (HARD)","20005"
"660005101","601","0","9001","72005021","2020/11/02 16:00:00","72005021","2030/12/31 14:59:59","0","1","20005104","8006","打倒 1 隻島鯨（NORMAL限定）","20005"
"660005201","601","0","9001","72005022","2020/11/02 16:00:00","72005022","2030/12/31 14:59:59","0","1","20005104","8007","打倒 1 隻島鯨（HARD限定）","20005"
"660005301","601","0","9001","72005023","2020/11/02 16:00:00","72005023","2030/12/31 14:59:59","0","1","20005104","8010","打倒1隻島鯨(VERY HARD限定)","20005"
"20006101","601","0","9003","72006001","2020/12/04 16:00:00","72006001","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-1 (NORMAL)","20006"
"20006102","601","0","9003","72006002","2020/12/04 16:00:00","72006002","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-2 (NORMAL)","20006"
"20006103","601","0","9003","72006003","2020/12/04 16:00:00","72006003","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-3 (NORMAL)","20006"
"20006104","601","0","9003","72006004","2020/12/04 16:00:00","72006004","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-4 (NORMAL)","20006"
"20006105","601","0","9003","72006005","2020/12/04 16:00:00","72006005","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-5 (NORMAL)","20006"
"20006106","601","0","9003","72006006","2020/12/04 16:00:00","72006006","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-6 (NORMAL)","20006"
"20006107","601","0","9003","72006007","2020/12/04 16:00:00","72006007","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-7 (NORMAL)","20006"
"20006108","601","0","9003","72006008","2020/12/04 16:00:00","72006008","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-8 (NORMAL)","20006"
"20006109","601","0","9003","72006009","2020/12/04 16:00:00","72006009","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-9 (NORMAL)","20006"
"20006110","601","0","9003","72006010","2020/12/04 16:00:00","72006010","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-10 (NORMAL)","20006"
"20006111","601","0","9003","72006011","2020/12/04 16:00:00","72006011","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-11 (NORMAL)","20006"
"20006112","601","0","9003","72006012","2020/12/04 16:00:00","72006012","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-12 (NORMAL)","20006"
"20006113","601","0","9003","72006013","2020/12/04 16:00:00","72006013","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-13 (NORMAL)","20006"
"20006114","601","0","9003","72006014","2020/12/04 16:00:00","72006014","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-14 (NORMAL)","20006"
"20006115","601","0","9003","72006015","2020/12/04 16:00:00","72006015","2030/12/31 14:59:59","0","1","20006102","8004","完成活動任務1-15 (NORMAL)","20006"
"20006201","601","0","9003","72006016","2020/12/04 16:00:00","72006016","2030/12/31 14:59:59","0","1","20006103","8005","完成活動任務1-1 (HARD)","20006"
"20006202","601","0","9003","72006017","2020/12/04 16:00:00","72006017","2030/12/31 14:59:59","0","1","20006103","8005","完成活動任務1-2 (HARD)","20006"
"20006203","601","0","9003","72006018","2020/12/04 16:00:00","72006018","2030/12/31 14:59:59","0","1","20006103","8005","完成活動任務1-3 (HARD)","20006"
"20006204","601","0","9003","72006019","2020/12/04 16:00:00","72006019","2030/12/31 14:59:59","0","1","20006103","8005","完成活動任務1-4 (HARD)","20006"
"20006205","601","0","9003","72006020","2020/12/04 16:00:00","72006020","2030/12/31 14:59:59","0","1","20006103","8005","完成活動任務1-5 (HARD)","20006"
"660006101","601","0","9001","72006021","2020/12/04 16:00:00","72006021","2030/12/31 14:59:59","0","1","20006104","8006","打倒 1 隻亡靈鎧甲（NORMAL限定）","20006"
"660006201","601","0","9001","72006022","2020/12/04 16:00:00","72006022","2030/12/31 14:59:59","0","1","20006104","8007","打倒 1 隻亡靈鎧甲（HARD限定）","20006"
"660006301","601","0","9001","72006023","2020/12/04 16:00:00","72006023","2030/12/31 14:59:59","0","1","20006104","8010","打倒1隻亡靈鎧甲(VERY HARD限定)","20006"
"20007101","601","0","9003","72007001","2021/01/20 16:00:00","72007001","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-1 (NORMAL)","20007"
"20007102","601","0","9003","72007002","2021/01/20 16:00:00","72007002","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-2 (NORMAL)","20007"
"20007103","601","0","9003","72007003","2021/01/20 16:00:00","72007003","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-3 (NORMAL)","20007"
"20007104","601","0","9003","72007004","2021/01/20 16:00:00","72007004","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-4 (NORMAL)","20007"
"20007105","601","0","9003","72007005","2021/01/20 16:00:00","72007005","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-5 (NORMAL)","20007"
"20007106","601","0","9003","72007006","2021/01/20 16:00:00","72007006","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-6 (NORMAL)","20007"
"20007107","601","0","9003","72007007","2021/01/20 16:00:00","72007007","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-7 (NORMAL)","20007"
"20007108","601","0","9003","72007008","2021/01/20 16:00:00","72007008","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-8 (NORMAL)","20007"
"20007109","601","0","9003","72007009","2021/01/20 16:00:00","72007009","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-9 (NORMAL)","20007"
"20007110","601","0","9003","72007010","2021/01/20 16:00:00","72007010","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-10 (NORMAL)","20007"
"20007111","601","0","9003","72007011","2021/01/20 16:00:00","72007011","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-11 (NORMAL)","20007"
"20007112","601","0","9003","72007012","2021/01/20 16:00:00","72007012","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-12 (NORMAL)","20007"
"20007113","601","0","9003","72007013","2021/01/20 16:00:00","72007013","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-13 (NORMAL)","20007"
"20007114","601","0","9003","72007014","2021/01/20 16:00:00","72007014","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-14 (NORMAL)","20007"
"20007115","601","0","9003","72007015","2021/01/20 16:00:00","72007015","2030/12/31 14:59:59","0","1","20007102","8004","完成活動任務1-15 (NORMAL)","20007"
"20007201","601","0","9003","72007016","2021/01/20 16:00:00","72007016","2030/12/31 14:59:59","0","1","20007103","8005","完成活動任務1-1 (HARD)","20007"
"20007202","601","0","9003","72007017","2021/01/20 16:00:00","72007017","2030/12/31 14:59:59","0","1","20007103","8005","完成活動任務1-2 (HARD)","20007"
"20007203","601","0","9003","72007018","2021/01/20 16:00:00","72007018","2030/12/31 14:59:59","0","1","20007103","8005","完成活動任務1-3 (HARD)","20007"
"20007204","601","0","9003","72007019","2021/01/20 16:00:00","72007019","2030/12/31 14:59:59","0","1","20007103","8005","完成活動任務1-4 (HARD)","20007"
"20007205","601","0","9003","72007020","2021/01/20 16:00:00","72007020","2030/12/31 14:59:59","0","1","20007103","8005","完成活動任務1-5 (HARD)","20007"
"660007101","601","0","9001","72007021","2021/01/20 16:00:00","72007021","2030/12/31 14:59:59","0","1","20007104","8006","打倒1隻傑克南瓜布丁（NORMAL限定）","20007"
"660007201","601","0","9001","72007022","2021/01/20 16:00:00","72007022","2030/12/31 14:59:59","0","1","20007104","8007","打倒1隻傑克南瓜布丁（HARD限定）","20007"
