e6a11259fea90f68171661e51ce875704522dd09dfbc8fcb1bbc0585a94cfab5,fdf0ebaa8ae87c6c3d585a43266cedd2459ed0eb250570ca3e33429907ec240c,5d6f30ff972c54a4d7a5fa1585b98c6ab98a8663007c2f389300298b1997a29e,f1e7ce82239fabb44e3a3d6f2c8d5c0576759fd16bd8ed05384738b0ff83a5e7,6b3f075eb0093ab696ff4ec8e568f4b5f4fbf154c8792d9a2d4377f94c535899,2f99d0d47b472cf9f353fab8a1df3d07045f0028745aa67e5e05de61184ceac2,233678ab008af42711ae6be935c6183772824849d843a5b67a28de2aa571bc56,cb5e1a72adda2006c86a07aca168661e7a762f42e2b4c862e6f400acf888d077,0d1798e21aa5deb88c462d09a0d12b9bced55a38ecf9cbf327d0665e6f8325cb,528dcddd5081035444c35d6814aab2cc7f2e24d0125f3c14fc50bb5f1629e5c6,14b1a97552e7a514689c1fd31629ac45e32fe73cfebc908f6d368e411cd6a0c4,e1ee458f59161d064bc4c0e5197482a4dd3d23afc88f32b5da873f281d60d21e,ffabd45c7316dcf5123079cc60744465df0e9e1686766b22de9de892f3758ef5,03fbeacda82143fe5ccbbb3059e5bb98c209a51e6384a37f4619604ef972c0e0,803f107bbb7073ace8294c97808eb8cd104ec81be5023cfcad9ba594141dcfe7,66ae4c1202b5814b890b6739796dfe7341ee63fca077dfe9e70d5ced7ad53036,4ff5727469734c5b3fd640ca94a2228b801da3c33d779deff870442b2be749fb,516639937bfd2dd8a75339d4b93ffd49c94d15ddfba794aa252c404d68f2de36,1b6e1e2840cb138ba678548dfc9c1b18312d47555936dd0e0624af127beccbbb,c34d91aefc23e496e3a3e97c8b32bbd7bf41360754ccb0c7eabe712634bb94cc,a459f1171e69bd5fc52b3a4a699453d382e74c1a37744c8d6ed16918ca87a44c
"3","8","0","1500","0","0","3","0","0","1","1013","0","31042","91002","1500","2","10","0","2","122","90006"
"4","8","0","2000","0","0","4","0","0","1","1013","0","31042","91002","2000","2","12","0","2","123","90006"
"5","8","0","2500","0","0","5","0","0","1","1013","0","31042","91002","2500","2","14","0","2","124","90006"
"6","8","0","3000","0","0","6","0","0","1","1013","0","31042","91002","3000","2","16","0","2","125","90006"
"7","8","0","3500","0","0","7","0","0","1","1013","0","31042","91002","3500","2","18","0","2","126","90006"
"8","8","0","4000","0","0","8","0","0","1","1013","0","31042","91002","4000","2","20","0","2","127","90006"
"9","8","0","4500","0","0","9","0","0","1","1013","0","31042","91002","4500","2","25","0","2","128","90006"
"10","8","0","5000","0","0","-1","0","0","1","1013","0","31042","91002","5000","2","30","0","2","129","90006"
"1","8","0","500","0","0","1","0","0","1","1014","0","31018","91002","500","2","5","0","2","130","90006"
"2","8","0","1000","0","0","2","0","0","1","1014","0","31018","91002","1000","2","8","0","2","131","90006"
"3","8","0","1500","0","0","3","0","0","1","1014","0","31018","91002","1500","2","10","0","2","132","90006"
"4","8","0","2000","0","0","4","0","0","1","1014","0","31018","91002","2000","2","12","0","2","133","90006"
"5","8","0","2500","0","0","5","0","0","1","1014","0","31018","91002","2500","2","14","0","2","134","90006"
"6","8","0","3000","0","0","6","0","0","1","1014","0","31018","91002","3000","2","16","0","2","135","90006"
"7","8","0","3500","0","0","7","0","0","1","1014","0","31018","91002","3500","2","18","0","2","136","90006"
"8","8","0","4000","0","0","8","0","0","1","1014","0","31018","91002","4000","2","20","0","2","137","90006"
"9","8","0","4500","0","0","9","0","0","1","1014","0","31018","91002","4500","2","25","0","2","138","90006"
"10","8","0","5000","0","0","-1","0","0","1","1014","0","31018","91002","5000","2","30","0","2","139","90006"
"1","12","0","0","0","0","1","0","0","1","1016","0","0","94002","10000","0","0","0","0","150","0"
"2","12","0","20","0","0","2","0","0","1","1016","0","22003","94002","250000","2","4","0","2","151","22002"
"3","12","0","40","0","0","3","0","0","1","1016","0","22003","94002","500000","2","8","0","2","152","22002"
"4","12","0","60","0","0","4","0","0","1","1016","0","22003","94002","750000","2","12","0","2","153","22002"
"5","12","0","80","0","0","-1","0","0","1","1016","0","22003","94002","1000000","2","16","0","2","154","22002"
"1","12","0","0","0","0","1","0","0","1","1019","0","0","94002","10000","0","0","0","0","157","0"
"2","12","0","20","0","0","2","0","0","1","1019","0","22003","94002","250000","2","4","0","2","158","22002"
"3","12","0","40","0","0","3","0","0","1","1019","0","22003","94002","500000","2","8","0","2","159","22002"
"4","12","0","60","0","0","4","0","0","1","1019","0","22003","94002","750000","2","12","0","2","160","22002"
"5","12","0","80","0","0","-1","0","0","1","1019","0","22003","94002","1000000","2","16","0","2","161","22002"
"1","12","0","0","0","0","1","0","0","1","1020","0","0","94002","10000","0","0","0","0","162","0"
"2","12","0","20","0","0","2","0","0","1","1020","0","22003","94002","250000","2","4","0","2","163","22002"
"3","12","0","40","0","0","3","0","0","1","1020","0","22003","94002","500000","2","8","0","2","164","22002"
"4","12","0","60","0","0","4","0","0","1","1020","0","22003","94002","750000","2","12","0","2","165","22002"
"5","12","0","80","0","0","-1","0","0","1","1020","0","22003","94002","1000000","2","16","0","2","166","22002"
"1","12","0","0","0","0","1","0","0","1","1021","0","0","94002","10000","0","0","0","0","167","0"
"2","12","0","20","0","0","2","0","0","1","1021","0","22003","94002","250000","2","4","0","2","168","22002"
"3","12","0","40","0","0","3","0","0","1","1021","0","22003","94002","500000","2","8","0","2","169","22002"
"4","12","0","60","0","0","4","0","0","1","1021","0","22003","94002","750000","2","12","0","2","170","22002"
"5","12","0","80","0","0","-1","0","0","1","1021","0","22003","94002","1000000","2","16","0","2","171","22002"
"1","12","0","0","0","0","1","0","0","1","1022","0","0","94002","10000","0","0","0","0","172","0"
"2","12","0","20","0","0","2","0","0","1","1022","0","22003","94002","250000","2","4","0","2","173","22002"
"3","12","0","40","0","0","3","0","0","1","1022","0","22003","94002","500000","2","8","0","2","174","22002"
"4","12","0","60","0","0","4","0","0","1","1022","0","22003","94002","750000","2","12","0","2","175","22002"
"5","12","0","80","0","0","-1","0","0","1","1022","0","22003","94002","1000000","2","16","0","2","176","22002"
"1","12","0","0","0","0","1","0","0","1","1023","0","0","94002","10000","0","0","0","0","177","0"
"2","12","0","20","0","0","2","0","0","1","1023","0","22003","94002","250000","2","4","0","2","178","22002"
"3","12","0","40","0","0","3","0","0","1","1023","0","22003","94002","500000","2","8","0","2","179","22002"
"4","12","0","60","0","0","4","0","0","1","1023","0","22003","94002","750000","2","12","0","2","180","22002"
"5","12","0","80","0","0","-1","0","0","1","1023","0","22003","94002","1000000","2","16","0","2","181","22002"
"1","12","0","0","0","0","1","0","0","1","1024","0","0","94002","10000","0","0","0","0","182","0"
"2","12","0","20","0","0","2","0","0","1","1024","0","22003","94002","250000","2","4","0","2","183","22002"
"3","12","0","40","0","0","3","0","0","1","1024","0","22003","94002","500000","2","8","0","2","184","22002"
"4","12","0","60","0","0","4","0","0","1","1024","0","22003","94002","750000","2","12","0","2","185","22002"
"5","12","0","80","0","0","-1","0","0","1","1024","0","22003","94002","1000000","2","16","0","2","186","22002"
"1","12","0","0","0","0","1","0","0","1","1025","0","0","94002","10000","0","0","0","0","187","0"
"2","12","0","20","0","0","2","0","0","1","1025","0","22003","94002","250000","2","4","0","2","188","22002"
"3","12","0","40","0","0","3","0","0","1","1025","0","22003","94002","500000","2","8","0","2","189","22002"
"4","12","0","60","0","0","4","0","0","1","1025","0","22003","94002","750000","2","12","0","2","190","22002"
"5","12","0","80","0","0","-1","0","0","1","1025","0","22003","94002","1000000","2","16","0","2","191","22002"
"1","12","0","0","0","0","1","0","0","1","1026","0","0","94002","10000","0","0","0","0","192","0"
"2","12","0","20","0","0","2","0","0","1","1026","0","22003","94002","250000","2","4","0","2","193","22002"
"3","12","0","40","0","0","3","0","0","1","1026","0","22003","94002","500000","2","8","0","2","194","22002"
"4","12","0","60","0","0","4","0","0","1","1026","0","22003","94002","750000","2","12","0","2","195","22002"
"5","12","0","80","0","0","-1","0","0","1","1026","0","22003","94002","1000000","2","16","0","2","196","22002"
"1","12","0","0","0","0","1","0","0","1","1027","0","0","94002","10000","0","0","0","0","197","0"
"2","12","0","20","0","0","2","0","0","1","1027","0","22003","94002","250000","2","4","0","2","198","22002"
"3","12","0","40","0","0","3","0","0","1","1027","0","22003","94002","500000","2","8","0","2","199","22002"
"4","12","0","60","0","0","4","0","0","1","1027","0","22003","94002","750000","2","12","0","2","200","22002"
"5","12","0","80","0","0","-1","0","0","1","1027","0","22003","94002","1000000","2","16","0","2","201","22002"
"1","12","0","0","0","0","1","0","0","1","1028","0","0","94002","10000","0","0","0","0","202","0"
"2","12","0","20","0","0","2","0","0","1","1028","0","22003","94002","250000","2","4","0","2","203","22002"
"3","12","0","40","0","0","3","0","0","1","1028","0","22003","94002","500000","2","8","0","2","204","22002"
"4","12","0","60","0","0","4","0","0","1","1028","0","22003","94002","750000","2","12","0","2","205","22002"
"5","12","0","80","0","0","-1","0","0","1","1028","0","22003","94002","1000000","2","16","0","2","206","22002"
"1","12","0","0","0","0","1","0","0","1","1029","0","0","94002","10000","0","0","0","0","207","0"
"2","12","0","20","0","0","2","0","0","1","1029","0","22003","94002","250000","2","4","0","2","208","22002"
"3","12","0","40","0","0","3","0","0","1","1029","0","22003","94002","500000","2","8","0","2","209","22002"
"4","12","0","60","0","0","4","0","0","1","1029","0","22003","94002","750000","2","12","0","2","210","22002"
"5","12","0","80","0","0","-1","0","0","1","1029","0","22003","94002","1000000","2","16","0","2","211","22002"
"1","12","0","0","0","0","1","0","0","1","1030","0","0","94002","10000","0","0","0","0","212","0"
"2","12","0","20","0","0","2","0","0","1","1030","0","22003","94002","250000","2","4","0","2","213","22002"
"3","12","0","40","0","0","3","0","0","1","1030","0","22003","94002","500000","2","8","0","2","214","22002"
"4","12","0","60","0","0","4","0","0","1","1030","0","22003","94002","750000","2","12","0","2","215","22002"
"5","12","0","80","0","0","-1","0","0","1","1030","0","22003","94002","1000000","2","16","0","2","216","22002"
"1","12","0","0","0","0","1","0","0","1","1031","0","0","94002","10000","0","0","0","0","217","0"
"2","12","0","20","0","0","2","0","0","1","1031","0","22003","94002","250000","2","4","0","2","218","22002"
"3","12","0","40","0","0","3","0","0","1","1031","0","22003","94002","500000","2","8","0","2","219","22002"
"4","12","0","60","0","0","4","0","0","1","1031","0","22003","94002","750000","2","12","0","2","220","22002"
"5","12","0","80","0","0","-1","0","0","1","1031","0","22003","94002","1000000","2","16","0","2","221","22002"
"1","12","0","0","0","0","1","0","0","1","1032","0","0","94002","10000","0","0","0","0","222","0"
"2","12","0","20","0","0","2","0","0","1","1032","0","22003","94002","250000","2","4","0","2","223","22002"
"3","12","0","40","0","0","3","0","0","1","1032","0","22003","94002","500000","2","8","0","2","224","22002"
"4","12","0","60","0","0","4","0","0","1","1032","0","22003","94002","750000","2","12","0","2","225","22002"
"5","12","0","80","0","0","-1","0","0","1","1032","0","22003","94002","1000000","2","16","0","2","226","22002"
"1","12","0","0","0","0","1","0","0","1","1033","0","0","94002","10000","0","0","0","0","227","0"
"2","12","0","20","0","0","2","0","0","1","1033","0","22003","94002","250000","2","4","0","2","228","22002"
"3","12","0","40","0","0","3","0","0","1","1033","0","22003","94002","500000","2","8","0","2","229","22002"
"4","12","0","60","0","0","4","0","0","1","1033","0","22003","94002","750000","2","12","0","2","230","22002"
"5","12","0","80","0","0","-1","0","0","1","1033","0","22003","94002","1000000","2","16","0","2","231","22002"
"1","12","0","0","0","0","1","0","0","1","1034","0","0","94002","10000","0","0","0","0","232","0"
"2","12","0","20","0","0","2","0","0","1","1034","0","22003","94002","250000","2","4","0","2","233","22002"
"3","12","0","40","0","0","3","0","0","1","1034","0","22003","94002","500000","2","8","0","2","234","22002"
"4","12","0","60","0","0","4","0","0","1","1034","0","22003","94002","750000","2","12","0","2","235","22002"
"5","12","0","80","0","0","-1","0","0","1","1034","0","22003","94002","1000000","2","16","0","2","236","22002"
"1","12","0","0","0","0","1","0","0","1","1035","0","0","94002","10000","0","0","0","0","237","0"
"2","12","0","20","0","0","2","0","0","1","1035","0","22003","94002","250000","2","4","0","2","238","22002"
"3","12","0","40","0","0","3","0","0","1","1035","0","22003","94002","500000","2","8","0","2","239","22002"
"4","12","0","60","0","0","4","0","0","1","1035","0","22003","94002","750000","2","12","0","2","240","22002"
"5","12","0","80","0","0","-1","0","0","1","1035","0","22003","94002","1000000","2","16","0","2","241","22002"
"1","12","0","0","0","0","1","0","0","1","1036","0","0","94002","10000","0","0","0","0","242","0"
"2","12","0","20","0","0","2","0","0","1","1036","0","22003","94002","250000","2","4","0","2","243","22002"
"3","12","0","40","0","0","3","0","0","1","1036","0","22003","94002","500000","2","8","0","2","244","22002"
"4","12","0","60","0","0","4","0","0","1","1036","0","22003","94002","750000","2","12","0","2","245","22002"
"5","12","0","80","0","0","-1","0","0","1","1036","0","22003","94002","1000000","2","16","0","2","246","22002"
"1","12","0","0","0","0","1","0","0","1","1037","0","0","94002","10000","0","0","0","0","247","0"
"2","12","0","20","0","0","2","0","0","1","1037","0","22003","94002","250000","2","4","0","2","248","22002"
"3","12","0","40","0","0","3","0","0","1","1037","0","22003","94002","500000","2","8","0","2","249","22002"
"4","12","0","60","0","0","4","0","0","1","1037","0","22003","94002","750000","2","12","0","2","250","22002"
"5","12","0","80","0","0","-1","0","0","1","1037","0","22003","94002","1000000","2","16","0","2","251","22002"
"1","12","0","0","0","0","1","0","0","1","1038","0","0","94002","10000","0","0","0","0","252","0"
"2","12","0","20","0","0","2","0","0","1","1038","0","22003","94002","250000","2","4","0","2","253","22002"
"3","12","0","40","0","0","3","0","0","1","1038","0","22003","94002","500000","2","8","0","2","254","22002"
"4","12","0","60","0","0","4","0","0","1","1038","0","22003","94002","750000","2","12","0","2","255","22002"
"5","12","0","80","0","0","-1","0","0","1","1038","0","22003","94002","1000000","2","16","0","2","256","22002"
"1","12","0","0","0","0","1","0","0","1","1039","0","0","94002","10000","0","0","0","0","257","0"
"2","12","0","20","0","0","2","0","0","1","1039","0","22003","94002","250000","2","4","0","2","258","22002"
