5191f33ac5c44dad29899819ab1147b51c99379cea1a2261b132a89d21195f51,a056999ad7e6705f7f4b43e92eaa6404cb777e7afc59badcc7140617ae67baeb,4fe70725e93d1eb130fbd3155824c67253f993fb691df02cc634438bcf3e53fe,8e56e1f589717c1655cd7201d2b96eaa0396dd298ee52bc39e7eaca71088dae3,42ce21a8b0517faccffc635ad75a979a74a7658949c58f8633dcb3c34c65628e,1052e52f5043b2da48b17c6f4f1c6fb5786ee399dabeb5dd7dc8d0f1aa23897b,4ccee5a306157ff971b8c7b0d16909c350f2a0f4d868800842a9ef38fafd95a0,6f8c808379a2bf32c7741a144f0137f1c93449ec217a5880b0ed060f5dc869e4,a6b63ad79e480658774eb6c228f449b1985822553aa2f8883f18c890a64fa923,ea4219ad340a3ffe67e29ada4a99567ef9a3ea95bdd7760f3dc4ccca4fd96138,896e8b782e13cf7ad59bad4b9920afd9d17e22808314ac2f455e2fb72987e8f5,68299ddfddd1684ca78d9db92901a081daa68d83c32356795dc58c1de8d6ab16,85b6c59aa1f0d2beaa7b79a6bba66f0a3b29aaf0ac6ae9079775becaf44dbdd7,e8ac2c3b298655a4f44d1474b60c74fa9e2e32c63a0f8d761534611623e960e1,f6ac7625c7c36880e3eb60d72efdc33d99dc282974dde2d5305f0134246738c2,16426792579a3db6b90f49f052ce6a2ce7ed116c72d2f9283d1e1a0a760df563
"0","2","90006","0","0","2","40","1019112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1019113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1019114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1019115","80","8","0","91002","31043","0","0","0"
"0","0","0","0","0","0","0","1019116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1020101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1020102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1020103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1020104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1020105","150","8","0","91002","31025","0","0","0"
"0","2","90006","0","0","2","20","1020106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1020107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1020108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1020109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1020110","80","8","0","91002","31025","0","0","0"
"0","2","90006","0","0","2","30","1020111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1020112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1020113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1020114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1020115","80","8","0","91002","31025","0","0","0"
"0","0","0","0","0","0","0","1020116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1021101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1021102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1021103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1021104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1021105","150","8","0","91002","31022","0","0","0"
"0","2","90006","0","0","2","20","1021106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1021107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1021108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1021109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1021110","80","8","0","91002","31022","0","0","0"
"0","2","90006","0","0","2","30","1021111","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1021112","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1021113","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","60","1021114","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1021115","80","8","0","91002","31022","0","0","0"
"0","0","0","0","0","0","0","1021116","25000","12","0","94002","0","0","0","0"
"0","2","90006","0","0","2","20","1022101","40","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1022102","50","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1022103","75","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1022104","100","8","0","91002","0","0","0","0"
"0","2","90006","0","2","2","100","1022105","150","8","0","91002","31018","0","0","0"
"0","2","90006","0","0","2","20","1022106","20","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","30","1022107","25","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","40","1022108","30","8","0","91002","0","0","0","0"
"0","2","90006","0","0","2","50","1022109","40","8","0","91002","0","0","0","0"
"0","2","90006","0","1","2","100","1022110","80","8","0","91002","31018","0","0","0"
"0","2","90006","0","0","2","30","1022111","20","8","0","91002","0","0","0","0"
