c09313bd7f323585722e667a34e53f02ead6cc6522489b41ff96bbf6c59065df,4f6d2a446afd9eb4be6a6fca59e4bd03eaaf5d864f2eda4942731cbd2ba492de,3fac22400c143359ef77e144220a34c6514daab1301da8533b7724f5c3eee1a5,2a55b43fe2070478e2b1e8ca525da952e0d2115978722bd692f8455821bf6948,d66dfc49b2bc232a81f652b2d32b8ec11997018d97a32c25ff867dadc813b057,8a2bcd14ae1d57882199258d7482229303324a96d99cb7f3396381b4a4966104,12a0231e3a67946ed083efce95aa24006c102854e2c9ee41547dc19a91024c0e,17e5620beb9eddefd0c499721d67ff9094425bb23336b288f0a7be8f363cbbca,2bd065d7b8353292f7a8f78fcb3b363b92cc3355c1d41eb24d7b9373ffebb595,259990e0b4b8a29d2b676853e5fa35f5612fcd24f088f7d3bbc825031fe41425,1ff2d42c7986fdd1442daae5107412609fcf85d87ebbf8ba536d5ac02cb69a13
"","104","3","104028","cgg_idle_nod","1","0","cgg_talk_nod","0","0.2","1"
"","104","91","104029","","","","","","","104017"
"","104","93","104030","","","","0","","","0.5"
"","104","3","104031","","","1","cgg_idle_def","","0.2","100311"
"","104","3","104032","","","1","cgg_idle_normal","","0.2","1"
"","104","3","104033","","","1","cgg_idle_anger","","0.2","100111"
"","104","12","104034","","","1.4","17","","0.2","100111"
"","104","93","104035","","","","0","","","3"
"","104","3","104036","","","1","cgg_idle_def","","0.2","100111"
"","104","3","104037","","","1","cgg_idle_bitter4","","0.2","100311"
"","104","12","104038","","","1.4","2","","0.2","100311"
"","104","93","104039","","","","0","","","3"
"","104","3","104040","","","1","cgg_idle_def","","0.2","100311"
"","104","3","104041","","","1","cgg_idle_surprise2","","0.2","1"
"","104","12","104042","","","1.4","1","","0.2","1"
"","104","93","104043","","","","0","","","3"
"","104","101","104044","","","","0","","","104032"
"","104","22","104045","","","","0.5","","","0"
"","104","6","104046","1","0","1","1","0","0.1","1"
"","104","6","104047","1","0","1","1","0","0.1","100111"
"","104","6","104048","1","0","1","1","0","0.1","100311"
"","104","93","104049","","","","0","","","0.1"
"","104","3","104050","","","1","cgg_idle_normal","","0","1"
"","104","3","104051","","","1","cgg_idle_def","","0","100111"
"","104","3","104052","","","1","cgg_idle_def","","0","100311"
"cgg_idle_normal","105","5","105001","-420","-230","100","1","0","160","1"
"cgg_idle_def","105","1","105002","375","-230","100","100211","1","1.6","1"
"cgg_idle_def","105","1","105003","490","-230","101","105811","1","1.6","1"
"","105","6","105004","1","1","1","1","0","0.1","1"
"","105","6","105005","1","1","1","1","0","0.1","100211"
"","105","6","105006","1","1","1","1","0","0.1","105811"
"","105","93","105007","","","","0","","","0.2"
"","105","21","105008","0","","0","vo_minigame_1007_top_talk_5_009","","","vo_minigame_1007"
"0","105","11","105009","0","0","6","因為周邊有很多種類，\n在集齊所有種類之前，\n我們要加油喔！","0","0","100211"
"","105","3","105010","","","1","cgg_idle_reaction1","","0.2","1"
"","105","3","105011","","","1","cgg_talk_normal","","0.2","100211"
"","105","93","105012","","","","0","","","2.4"
"","105","3","105013","","","1","cgg_talk_joy3","","0.2","100211"
"","105","93","105014","","","","0","","","1.1"
"","105","3","105015","cgg_idle_reaction1","1","0","cgg_talk_handsup","0.2","0.2","1"
"","105","91","105016","","","","","","","105009"
"","105","3","105017","","","1","cgg_idle_def","","0.2","100211"
"","105","21","105018","0","","0","vo_minigame_1007_top_talk_5_010","","","vo_minigame_1007"
"0","105","11","105019","0","0","6","蒐集到的周邊能裝飾\n在櫃子上，之後再來\n仔細鑑賞喔♪\n太讚了吧☆","0","0","105811"
"","105","3","105020","cgg_idle_arm_crossed","0","0","cgg_talk_arm_crossed","0","0.2","1"
"","105","3","105021","","","1","cgg_talk_joy1","","0.2","105811"
"","105","93","105022","","","","0","","","5"
"","105","3","105023","cgg_idle_guts2","1","0","cgg_talk_guts2","0","0.2","1"
"","105","3","105024","cgg_idle_def","1","0","cgg_jump_def_N","0.2","0.2","105811"
"","105","91","105025","","","","","","","105019"
"","105","93","105026","","","","0","","","0.5"
"","105","3","105027","","","1","cgg_idle_normal","","0.2","1"
"","105","3","105028","","","1","cgg_talk_joy3","","0.2","100211"
"","105","12","105029","","","1.4","10","","0.2","100211"
"","105","93","105030","","","","0","","","3"
"","105","3","105031","","","1","cgg_idle_def","","0.2","100211"
"","105","3","105032","cgg_idle_guts_anger","1","0","cgg_talk_guts_anger","0","0.2","105811"
"","105","12","105033","","","1.4","4","","0.2","105811"
"","105","93","105034","","","","0","","","3"
"","105","3","105035","","","1","cgg_idle_def","","0.2","105811"
"","105","3","105036","cgg_idle_guts2","1","0","cgg_talk_guts2","0","0.2","1"
"","105","12","105037","","","1.4","7","","0.2","1"
"","105","93","105038","","","","0","","","3"
"","105","101","105039","","","","0","","","105027"
"","105","22","105040","","","","0.5","","","0"
"","105","6","105041","1","0","1","1","0","0.1","1"
"","105","6","105042","1","0","1","1","0","0.1","100211"
"","105","6","105043","1","0","1","1","0","0.1","105811"
"","105","93","105044","","","","0","","","0.1"
"","105","3","105045","","","1","cgg_idle_normal","","0","1"
"","105","3","105046","","","1","cgg_idle_def","","0","100211"
"","105","3","105047","","","1","cgg_idle_def","","0","105811"
"cgg_idle_normal","106","5","106001","-420","-230","100","1","0","160","1"
"cgg_idle_def","106","1","106002","420","-230","100","110911","1","1.6","1"
"","106","6","106003","1","1","1","1","0","0.1","1"
"","106","6","106004","1","1","1","1","0","0.1","110911"
"","106","93","106005","","","","0","","","0.2"
"","106","21","106006","0","","0","vo_minigame_1007_top_talk_6_011","","","vo_minigame_1007"
"0","106","11","106007","0","0","5","咦……騙人的吧，\n學長……你居然還沒\n完全收齊慈樂之音的\n周邊，太扯了吧。","0","0","110911"
"","106","3","106008","","","1","cgg_idle_reaction2","","0.2","1"
"","106","3","106009","","","0","cgg_shock","","0.2","110911"
"","106","93","106010","","","","0","","","1"
"","106","3","106011","","","1","cgg_idle_bitter2","","0.2","110911"
"","106","93","106012","","","","0","","","4.2"
"","106","3","106013","cgg_idle_shock","1","0","cgg_shock","0","0.2","1"
"","106","91","106014","","","","","","","106007"
"","106","21","106015","0","","0","vo_minigame_1007_top_talk_6_012","","","vo_minigame_1007"
"0","106","11","106016","0","0","5","請你差不多一點，\n既然有空悠哉地和\n一般美少女聊天，\n還不趕快繼續抽啊！","0","0","110911"
"","106","3","106017","","1","1","cgg_talk_tsun_pain","0","0.2","110911"
"","106","93","106018","","","","0","","","0.7"
"","106","3","106019","cgg_idle_surprise2","1","0","cgg_surprise2","0","0.2","1"
"","106","93","106020","","","","0","","","1.3"
"","106","3","106021","","1","1","cgg_talk_joy1_sad","0","0.2","110911"
"","106","93","106022","","","","0","","","3"
"","106","3","106023","cgg_idle_guts_anger","1","0","cgg_talk_guts_anger","","0.2","110911"
"","106","93","106024","","","","0","","","0.7"
"","106","3","106025","cgg_idle_guts2","1","0","cgg_talk_guts2","0","0.2","1"
"","106","91","106026","","","","","","","106016"
"","106","93","106027","","","","0","","","0.5"
"","106","3","106028","","","1","cgg_idle_def","","0.2","110911"
"","106","3","106029","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","106","12","106030","","","1.4","6","","0.2","1"
"","106","93","106031","","","","0","","","3"
"","106","3","106032","","","1","cgg_idle_normal","","0.2","1"
"","106","3","106033","cgg_idle_guts_anger","1","0","cgg_talk_guts_anger","0","0.2","110911"
"","106","12","106034","","","1.4","11","","0.2","110911"
"","106","93","106035","","","","0","","","3"
"","106","3","106036","","","1","cgg_idle_def","","0.2","110911"
"","106","3","106037","cgg_idle_surprise1","1","0","cgg_surprise1","0","0.2","1"
"","106","12","106038","","","1.4","4","","0.2","1"
"","106","93","106039","","","","0","","","3"
"","106","3","106040","","","1","cgg_idle_normal","","0.2","1"
"","106","3","106041","","","1","cgg_talk_joy3_blink","","0.2","110911"
"","106","12","106042","","","1.4","10","","0.2","110911"
"","106","93","106043","","","","0","","","3"
"","106","101","106044","","","","0","","","106028"
"","106","22","106045","","","","0.5","","","0"
"","106","6","106046","1","0","1","1","0","0.1","1"
"","106","6","106047","1","0","1","1","0","0.1","110911"
"","106","93","106048","","","","0","","","0.1"
"","106","3","106049","","","1","cgg_idle_normal","","0","1"
"","106","3","106050","","","1","cgg_idle_def","","0","110911"
"cgg_idle_normal","201","5","201001","-420","-230","100","1","0","160","1"
"cgg_idle_def","201","1","201002","420","-230","100","100411","1","1.6","1"
"","201","6","201003","1","1","1","1","0","0.1","1"
"","201","6","201004","1","1","1","1","0","0.1","100411"
"","201","93","201005","","","","0","","","0.2"
"","201","21","201006","0","","0","vo_minigame_1007_top_talk_7_013","","","vo_minigame_1007"
"0","201","11","201007","0","0","6","那個那個，哥哥！\n你蒐集到差不多\n一半的周邊囉！\n只差一點了呢！","0","0","100411"
"","201","3","201008","","","1","cgg_idle_reaction2","","0.2","1"
"","201","3","201009","","","1","cgg_talk_joy1_normal","","0.2","100411"
"","201","93","201010","","","","0","","","1.3"
"","201","3","201011","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","201","3","201012","","","1","cgg_talk_surprise_kira","","0.2","100411"
"","201","93","201013","","","","0","","","2.7"
"","201","3","201014","cgg_idle_reaction1","1","0","cgg_talk_handsup","0.2","0.2","1"
"","201","3","201015","cgg_idle_guts","1","0","cgg_talk_guts","0","0.2","100411"
"","201","91","201016","","","","","","","201007"
"","201","93","201017","","","","0","","","0.5"
"","201","3","201018","","","1","cgg_idle_def","","0.2","100411"
"","201","3","201019","","","1","cgg_idle_surprise3","","0.2","1"
"","201","12","201020","","","1.4","6","","0.2","1"
"","201","93","201021","","","","0","","","3"
"","201","3","201022","","","1","cgg_idle_normal","","0.2","1"
"","201","3","201023","","","1","cgg_talk_surprise_kira","","0.2","100411"
"","201","12","201024","","","1.4","7","","0.2","100411"
"","201","93","201025","","","","0","","","3"
"","201","3","201026","","","1","cgg_idle_def","","0.2","100411"
"","201","3","201027","cgg_idle_reaction1","1","0","cgg_talk_handsup","0","0.2","1"
"","201","12","201028","","","1.4","11","","0.2","1"
"","201","93","201029","","","","0","","","3"
"","201","3","201030","","","1","cgg_idle_normal","","0.2","1"
"","201","3","201031","","","1","cgg_talk_joy1","","0.2","100411"
"","201","12","201032","","","1.4","10","","0.2","100411"
"","201","93","201033","","","","0","","","3"
"","201","101","201034","","","","0","","","201018"
"","201","22","201035","","","","0.5","","","0"
"","201","6","201036","1","0","1","1","0","0.1","1"
"","201","6","201037","1","0","1","1","0","0.1","100411"
"","201","93","201038","","","","0","","","0.1"
"","201","3","201039","","","1","cgg_idle_normal","","0","1"
"","201","3","201040","","","1","cgg_idle_def","","0","100411"
"cgg_idle_normal","202","5","202001","-420","-230","100","1","0","160","1"
"cgg_idle_def","202","1","202002","420","-230","100","102011","1","1.6","1"
"","202","6","202003","1","1","1","1","0","0.1","1"
"","202","6","202004","1","1","1","1","0","0.1","102011"
"","202","93","202005","","","","0","","","0.2"
"","202","21","202006","0","","0","vo_minigame_1007_top_talk_8_014","","","vo_minigame_1007"
"0","202","11","202007","0","0","4","好厲害喔～♪\n真想看看\n全部收齊的樣子～♪","0","0","102011"
"","202","3","202008","","","1","cgg_idle_reaction1","","0.2","1"
"","202","3","202009","","","1","cgg_talk_joy3","","0.2","102011"
"","202","93","202010","","","","0","","","2"
"","202","3","202011","","","1","cgg_idle_nod","","0.2","1"
"","202","3","202012","","","1","cgg_talk_wish","","0.2","102011"
"","202","91","202013","","","","","","","202007"
"","202","93","202014","","","","0","","","0.5"
"","202","3","202015","","","1","cgg_idle_def","","0.2","102011"
"","202","3","202016","","","1","cgg_idle_reaction3","","0.2","1"
"","202","12","202017","","","1.4","6","","0.2","1"
"","202","93","202018","","","","0","","","3"
"","202","3","202019","","","1","cgg_idle_normal","","0.2","1"
"","202","3","202020","","","1","cgg_talk_joy1_normal","","0.2","102011"
"","202","12","202021","","","1.4","11","","0.2","102011"
"","202","93","202022","","","","0","","","3"
"","202","3","202023","","","1","cgg_idle_def","","0.2","102011"
"","202","3","202024","cgg_idle_guts2","1","0","cgg_talk_guts2","0","0.2","1"
"","202","12","202025","","","1.4","11","","0.2","1"
"","202","93","202026","","","","0","","","3"
"","202","3","202027","","","1","cgg_idle_normal","","0.2","1"
"","202","3","202028","","","1","cgg_talk_joy3","","0.2","102011"
"","202","12","202029","","","1.4","7","","0.2","102011"
"","202","93","202030","","","","0","","","3"
"","202","101","202031","","","","0","","","202015"
"","202","22","202032","","","","0.5","","","0"
"","202","6","202033","1","0","1","1","0","0.1","1"
"","202","6","202034","1","0","1","1","0","0.1","102011"
"","202","93","202035","","","","0","","","0.1"
"","202","3","202036","","","1","cgg_idle_normal","","0","1"
"","202","3","202037","","","1","cgg_idle_def","","0","102011"
"cgg_idle_normal","203","5","203001","-420","-230","100","1","0","160","1"
"cgg_idle_def","203","1","203002","420","-230","100","103611","1","1.6","1"
"","203","6","203003","1","1","1","1","0","0.1","1"
"","203","6","203004","1","1","1","1","0","0.1","103611"
"","203","93","203005","","","","0","","","0.2"
"","203","21","203006","0","","0","vo_minigame_1007_top_talk_9_015","","","vo_minigame_1007"
"0","203","11","203007","0","0","6","只差一點了呢。\n要是全部集齊，\n我會誇獎你的。\n……請你加油。","0","0","103611"
"","203","3","203008","cgg_idle_arm_crossed","1","0","cgg_talk_arm_crossed","0","0.2","1"
"","203","3","203009","","","1","cgg_talk_normal","","0.2","103611"
"","203","93","203010","","","","0","","","1.9"
"","203","3","203011","","","1","cgg_idle_surprise1","","0.2","1"
"","203","3","203012","","","1","cgg_talk_joy3_blink","","0.2","103611"
"","203","93","203013","","","","0","","","3.1"
"","203","3","203014","cgg_idle_guts2","1","0","cgg_talk_guts2","0","0.2","1"
"","203","3","203015","","","1","cgg_talk_surprise_dere","","0.2","103611"
"","203","91","203016","","","","","","","203007"
"","203","93","203017","","","","0","","","0.5"
"","203","3","203018","","","1","cgg_idle_def","","0.2","103611"
"","203","3","203019","cgg_idle_nod","1","0","cgg_talk_nod","0","0.2","1"
"","203","12","203020","","","1.4","6","","0.2","1"
"","203","93","203021","","","","0","","","3"
"","203","3","203022","","","1","cgg_idle_normal","","0.2","1"
"","203","3","203023","","","1","cgg_talk_joy1","","0.2","103611"
"","203","12","203024","","","1.4","10","","0.2","103611"
"","203","93","203025","","","","0","","","3"
"","203","3","203026","","","1","cgg_idle_def","","0.2","103611"
"","203","3","203027","cgg_idle_guts1","1","0","cgg_talk_guts1","0","0.2","1"
"","203","12","203028","","","1.4","4","","0.2","1"
"","203","93","203029","","","","0","","","3"
"","203","3","203030","","","1","cgg_idle_normal","","0.2","1"
"","203","3","203031","","","1","cgg_talk_joy3_dere","","0.2","103611"
"","203","12","203032","","","1.4","7","","0.2","103611"
"","203","93","203033","","","","0","","","3"
"","203","101","203034","","","","0","","","203018"
"","203","22","203035","","","","0.5","","","0"
"","203","6","203036","1","0","1","1","0","0.1","1"
"","203","6","203037","1","0","1","1","0","0.1","103611"
"","203","93","203038","","","","0","","","0.1"
"","203","3","203039","","","1","cgg_idle_normal","","0","1"
"","203","3","203040","","","1","cgg_idle_def","","0","103611"
"cgg_idle_normal","204","5","204001","-420","-230","100","1","0","160","1"
"cgg_idle_def","204","1","204002","420","-230","100","102811","1","1.6","1"
"","204","6","204003","1","1","1","1","0","0.1","1"
"","204","6","204004","1","1","1","1","0","0.1","102811"
"","204","93","204005","","","","0","","","0.2"
"","204","21","204006","0","","0","vo_minigame_1007_top_talk_10_016","","","vo_minigame_1007"
"0","204","11","204007","0","0","6","你蒐集到這麼多\n周邊了？真厲害……\n我要不要\n也來試試呢？","0","0","102811"
"","204","3","204008","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","204","3","204009","cgg_talk_surprise1","1","0","cgg_surprise","0","0.2","102811"
"","204","93","204010","","","","0","","","2.5"
"","204","3","204011","","","1","cgg_idle_reaction5","","0.2","1"
"","204","3","204012","","","1","cgg_talk_bitter","","0.2","102811"
"","204","91","204013","","","","","","","204007"
"","204","93","204014","","","","0","","","0.5"
"","204","3","204015","","","1","cgg_idle_def","","0.2","102811"
"","204","3","204016","cgg_idle_doya","1","0","cgg_talk_doya","0","0.2","1"
"","204","12","204017","","","1.4","6","","0.2","1"
"","204","93","204018","","","","0","","","3"
"","204","3","204019","","","1","cgg_idle_normal","","0.2","1"
