d1b207adfb0c878248e26e4b797560a0990a7867fb1bcc0d35e8b2d568ecae5c,c3bfab92e9244a125a1c934d3e5e29a68412ef3b030707c35a92d139b5935c3e,0a103a37eb2555a58e22db1c9579b3f80554eaeb2799a16bc9bf7f2359e3d01e,650967b3961ec9d87263484bff141d2595e88a99492f83ce88b2f524ee08056f,2fc2ec55686e432a000d4b1aef5aaafe3a1a01fcb271302fb777871dcb804d74
"239","11002001","18","80000","4101203"
"240","11002001","18","80000","4101251"
"241","11002001","18","44250","4101301"
"242","11002001","18","44250","4101302"
"243","11002001","18","44250","4101303"
"244","11002001","18","44250","4101351"
"245","11002001","18","3000","4101401"
"246","11002001","18","500000","4104101"
"247","11002001","18","80000","4104201"
"248","11002001","18","80000","4104202"
"249","11002001","18","80000","4104203"
"250","11002001","18","80000","4104251"
"251","11002001","18","44250","4104301"
"252","11002001","18","44250","4104302"
"253","11002001","18","44250","4104303"
"254","11002001","18","44250","4104351"
"255","11002001","18","3000","4104401"
"256","11002001","18","300000","4201101"
"257","11002001","18","63945","4201201"
"258","11002001","18","63945","4201202"
"259","11002001","18","63945","4201203"
"260","11002001","18","35376","4201301"
"261","11002001","18","35379","4201302"
"262","11002001","18","35379","4201303"
"263","11002001","18","1800","4201401"
"264","11002001","18","300000","4202101"
"265","11002001","18","63948","4202201"
"266","11002001","18","63948","4202202"
"267","11002001","18","63948","4202203"
"268","11002001","18","35379","4202301"
"269","11002001","18","35379","4202302"
"270","11002001","18","35379","4202303"
"271","11002001","18","1800","4202401"
"272","11002001","18","899999","4301101"
"273","11002001","18","215999","4301201"
"274","11002001","18","215999","4301202"
"275","11002001","18","144000","4301251"
"276","11002001","18","119700","4301301"
"277","11002001","18","119700","4301302"
"278","11002001","18","79650","4301351"
"279","11002001","18","5400","4301401"
"280","11002001","2","0","99006"
"281","11002001","12","0","94002"
"282","11002001","2","0","90008"
"283","11002001","2","0","26201"
"284","11002001","2","0","23002"
"285","11002002","18","500000","4106101"
"286","11002002","18","80000","4106201"
"287","11002002","18","80000","4106202"
"288","11002002","18","80000","4106203"
"289","11002002","18","80000","4106251"
"290","11002002","18","44250","4106301"
"291","11002002","18","44250","4106302"
"292","11002002","18","44250","4106303"
"293","11002002","18","44250","4106351"
"294","11002002","18","3000","4106401"
"295","11002002","18","500000","4110101"
"296","11002002","18","80000","4110201"
"297","11002002","18","80000","4110202"
"298","11002002","18","80000","4110203"
"299","11002002","18","80000","4110251"
"300","11002002","18","44250","4110301"
"301","11002002","18","44250","4110302"
"302","11002002","18","44250","4110303"
"303","11002002","18","44250","4110351"
"304","11002002","18","3000","4110401"
"305","11002002","18","300000","4203101"
"306","11002002","18","63945","4203201"
"307","11002002","18","63945","4203202"
"308","11002002","18","63945","4203203"
"309","11002002","18","35376","4203301"
"310","11002002","18","35379","4203302"
"311","11002002","18","35379","4203303"
"312","11002002","18","1800","4203401"
"313","11002002","18","300000","4204101"
"314","11002002","18","63948","4204201"
"315","11002002","18","63948","4204202"
"316","11002002","18","63948","4204203"
"317","11002002","18","35379","4204301"
"318","11002002","18","35379","4204302"
"319","11002002","18","35379","4204303"
"320","11002002","18","1800","4204401"
"321","11002002","18","899999","4305101"
"322","11002002","18","215999","4305201"
"323","11002002","18","215999","4305202"
"324","11002002","18","144000","4305251"
"325","11002002","18","119700","4305301"
"326","11002002","18","119700","4305302"
"327","11002002","18","79650","4305351"
"328","11002002","18","5400","4305401"
"329","11002002","2","0","99006"
"330","11002002","12","0","94002"
"331","11002002","2","0","90008"
"332","11002002","2","0","26201"
"333","11002002","2","0","23002"
"334","11002003","18","500000","4102101"
"335","11002003","18","80000","4102201"
"336","11002003","18","80000","4102202"
"337","11002003","18","80000","4102203"
"338","11002003","18","80000","4102251"
"339","11002003","18","44250","4102301"
"340","11002003","18","44250","4102302"
"341","11002003","18","44250","4102303"
"342","11002003","18","44250","4102351"
"343","11002003","18","3000","4102401"
"344","11002003","18","500000","4105101"
"345","11002003","18","80000","4105201"
"346","11002003","18","80000","4105202"
"347","11002003","18","80000","4105203"
"348","11002003","18","80000","4105251"
"349","11002003","18","44250","4105301"
"350","11002003","18","44250","4105302"
"351","11002003","18","44250","4105303"
"352","11002003","18","44250","4105351"
"353","11002003","18","3000","4105401"
"354","11002003","18","300000","4201101"
"355","11002003","18","63945","4201201"
"356","11002003","18","63945","4201202"
"357","11002003","18","63945","4201203"
"358","11002003","18","35376","4201301"
"359","11002003","18","35379","4201302"
"360","11002003","18","35379","4201303"
"361","11002003","18","1800","4201401"
"362","11002003","18","300000","4202101"
"363","11002003","18","63948","4202201"
"364","11002003","18","63948","4202202"
"365","11002003","18","63948","4202203"
"366","11002003","18","35379","4202301"
"367","11002003","18","35379","4202302"
"368","11002003","18","35379","4202303"
"369","11002003","18","1800","4202401"
"370","11002003","18","899999","4302101"
"371","11002003","18","215999","4302201"
"372","11002003","18","215999","4302202"
"373","11002003","18","144000","4302251"
"374","11002003","18","119700","4302301"
"375","11002003","18","119700","4302302"
"376","11002003","18","79650","4302351"
"377","11002003","18","5400","4302401"
"378","11002003","2","0","99006"
"379","11002003","12","0","94002"
"380","11002003","2","0","90008"
"381","11002003","2","0","26201"
"382","11002003","2","0","23002"
"383","11002004","18","500000","4108101"
"384","11002004","18","80000","4108201"
"385","11002004","18","80000","4108202"
"386","11002004","18","80000","4108203"
"387","11002004","18","80000","4108251"
"388","11002004","18","44250","4108301"
"389","11002004","18","44250","4108302"
"390","11002004","18","44250","4108303"
"391","11002004","18","44250","4108351"
"392","11002004","18","3000","4108401"
"393","11002004","18","500000","4109101"
"394","11002004","18","80000","4109201"
"395","11002004","18","80000","4109202"
"396","11002004","18","80000","4109203"
"397","11002004","18","80000","4109251"
"398","11002004","18","44250","4109301"
"399","11002004","18","44250","4109302"
"400","11002004","18","44250","4109303"
"401","11002004","18","44250","4109351"
"402","11002004","18","3000","4109401"
"403","11002004","18","300000","4203101"
"404","11002004","18","63945","4203201"
"405","11002004","18","63945","4203202"
"406","11002004","18","63945","4203203"
"407","11002004","18","35376","4203301"
"408","11002004","18","35379","4203302"
"409","11002004","18","35379","4203303"
"410","11002004","18","1800","4203401"
"411","11002004","18","300000","4204101"
"412","11002004","18","63948","4204201"
"413","11002004","18","63948","4204202"
"414","11002004","18","63948","4204203"
"415","11002004","18","35379","4204301"
"416","11002004","18","35379","4204302"
"417","11002004","18","35379","4204303"
"418","11002004","18","1800","4204401"
"419","11002004","18","899999","4304101"
"420","11002004","18","215999","4304201"
"421","11002004","18","215999","4304202"
"422","11002004","18","144000","4304251"
"423","11002004","18","119700","4304301"
"424","11002004","18","119700","4304302"
"425","11002004","18","79650","4304351"
"426","11002004","18","5400","4304401"
"427","11002004","2","0","99006"
"428","11002004","12","0","94002"
"429","11002004","2","0","90008"
"430","11002004","2","0","26201"
"431","11002004","2","0","23002"
"432","11002005","18","500000","4103101"
"433","11002005","18","80000","4103201"
"434","11002005","18","80000","4103202"
"435","11002005","18","80000","4103203"
"436","11002005","18","80000","4103251"
"437","11002005","18","44250","4103301"
"438","11002005","18","44250","4103302"
"439","11002005","18","44250","4103303"
"440","11002005","18","44250","4103351"
"441","11002005","18","3000","4103401"
"442","11002005","18","500000","4107101"
"443","11002005","18","80000","4107201"
"444","11002005","18","80000","4107202"
"445","11002005","18","80000","4107203"
"446","11002005","18","80000","4107251"
"447","11002005","18","44250","4107301"
"448","11002005","18","44250","4107302"
"449","11002005","18","44250","4107303"
"450","11002005","18","44250","4107351"
"451","11002005","18","3000","4107401"
"452","11002005","18","300000","4201101"
"453","11002005","18","63945","4201201"
"454","11002005","18","63945","4201202"
"455","11002005","18","63945","4201203"
"456","11002005","18","35376","4201301"
"457","11002005","18","35379","4201302"
"458","11002005","18","35379","4201303"
"459","11002005","18","1800","4201401"
"460","11002005","18","300000","4202101"
"461","11002005","18","63948","4202201"
"462","11002005","18","63948","4202202"
"463","11002005","18","63948","4202203"
"464","11002005","18","35379","4202301"
"465","11002005","18","35379","4202302"
"466","11002005","18","35379","4202303"
"467","11002005","18","1800","4202401"
"468","11002005","18","899999","4303101"
"469","11002005","18","215999","4303201"
"470","11002005","18","215999","4303202"
"471","11002005","18","144000","4303251"
"472","11002005","18","119700","4303301"
"473","11002005","18","119700","4303302"
"474","11002005","18","79650","4303351"
"475","11002005","18","5400","4303401"
"476","11002005","2","0","99006"
"477","11002005","12","0","94002"
"478","11002005","2","0","90008"
"479","11002005","2","0","26201"
"480","11002005","2","0","23002"
"481","11003001","18","167000","4101101"
"482","11003001","18","26500","4101201"
"483","11003001","18","26500","4101202"
"484","11003001","18","26500","4101203"
"485","11003001","18","27000","4101251"
"486","11003001","18","14700","4101301"
"487","11003001","18","14700","4101302"
"488","11003001","18","14700","4101303"
"489","11003001","18","14700","4101351"
"490","11003001","18","1000","4101401"
"491","11003001","18","167000","4104101"
"492","11003001","18","26500","4104201"
"493","11003001","18","26500","4104202"
"494","11003001","18","26500","4104203"
"495","11003001","18","27000","4104251"
"496","11003001","18","14700","4104301"
"497","11003001","18","14700","4104302"
"498","11003001","18","14700","4104303"
"499","11003001","18","14700","4104351"
"500","11003001","18","1000","4104401"
"501","11003001","18","167000","4109101"
"502","11003001","18","26500","4109201"
"503","11003001","18","26500","4109202"
"504","11003001","18","26500","4109203"
"505","11003001","18","27000","4109251"
"506","11003001","18","14700","4109301"
"507","11003001","18","14700","4109302"
"508","11003001","18","14700","4109303"
"509","11003001","18","14800","4109351"
"510","11003001","18","1000","4109401"
"511","11003001","18","800000","4201101"
"512","11003001","18","128000","4201201"
"513","11003001","18","128000","4201202"
"514","11003001","18","128000","4201203"
"515","11003001","18","128000","4201251"
"516","11003001","18","70800","4201301"
"517","11003001","18","70800","4201302"
"518","11003001","18","70800","4201303"
"519","11003001","18","70800","4201351"
"520","11003001","18","4800","4201401"
"521","11003001","18","600000","4301101"
"522","11003001","18","144000","4301201"
"523","11003001","18","144000","4301202"
"524","11003001","18","96000","4301251"
"525","11003001","18","79800","4301301"
"526","11003001","18","79800","4301302"
"527","11003001","18","52800","4301351"
"528","11003001","18","3600","4301401"
"529","11003001","18","600000","4303101"
"530","11003001","18","144000","4303201"
"531","11003001","18","144000","4303202"
"532","11003001","18","96000","4303251"
"533","11003001","18","79800","4303301"
"534","11003001","18","79800","4303302"
"535","11003001","18","52800","4303351"
"536","11003001","18","3600","4303401"
"537","11003001","2","0","99006"
"538","11003001","12","0","94002"
"539","11003001","2","0","90008"
"540","11003001","2","0","26201"
"541","11003001","2","0","23002"
"542","11003002","18","167000","4102101"
"543","11003002","18","26500","4102201"
"544","11003002","18","26500","4102202"
"545","11003002","18","26500","4102203"
"546","11003002","18","27000","4102251"
"547","11003002","18","14700","4102301"
"548","11003002","18","14700","4102302"
"549","11003002","18","14700","4102303"
"550","11003002","18","14700","4102351"
"551","11003002","18","1000","4102401"
"552","11003002","18","167000","4108101"
"553","11003002","18","26500","4108201"
"554","11003002","18","26500","4108202"
"555","11003002","18","26500","4108203"
"556","11003002","18","27000","4108251"
"557","11003002","18","14700","4108301"
"558","11003002","18","14700","4108302"
"559","11003002","18","14700","4108303"
"560","11003002","18","14700","4108351"
"561","11003002","18","1000","4108401"
"562","11003002","18","167000","4110101"
"563","11003002","18","26500","4110201"
"564","11003002","18","26500","4110202"
"565","11003002","18","26500","4110203"
"566","11003002","18","27000","4110251"
"567","11003002","18","14700","4110301"
"568","11003002","18","14700","4110302"
"569","11003002","18","14700","4110303"
"570","11003002","18","14800","4110351"
"571","11003002","18","1000","4110401"
"572","11003002","18","800000","4202101"
"573","11003002","18","128000","4202201"
"574","11003002","18","128000","4202202"
"575","11003002","18","128000","4202203"
"576","11003002","18","128000","4202251"
"577","11003002","18","70800","4202301"
"578","11003002","18","70800","4202302"
"579","11003002","18","70800","4202303"
"580","11003002","18","70800","4202351"
"581","11003002","18","4800","4202401"
"582","11003002","18","600000","4301101"
"583","11003002","18","144000","4301201"
"584","11003002","18","144000","4301202"
"585","11003002","18","96000","4301251"
"586","11003002","18","79800","4301301"
"587","11003002","18","79800","4301302"
"588","11003002","18","52800","4301351"
"589","11003002","18","3600","4301401"
"590","11003002","18","600000","4302101"
"591","11003002","18","144000","4302201"
"592","11003002","18","144000","4302202"
"593","11003002","18","96000","4302251"
"594","11003002","18","79800","4302301"
"595","11003002","18","79800","4302302"
"596","11003002","18","52800","4302351"
"597","11003002","18","3600","4302401"
"598","11003002","2","0","99006"
"599","11003002","12","0","94002"
"600","11003002","2","0","90008"
"601","11003002","2","0","26201"
"602","11003002","2","0","23002"
"603","11003003","18","167000","4103101"
"604","11003003","18","26500","4103201"
"605","11003003","18","26500","4103202"
"606","11003003","18","26500","4103203"
"607","11003003","18","27000","4103251"
"608","11003003","18","14700","4103301"
"609","11003003","18","14700","4103302"
"610","11003003","18","14700","4103303"
"611","11003003","18","14700","4103351"
"612","11003003","18","1000","4103401"
"613","11003003","18","167000","4105101"
"614","11003003","18","26500","4105201"
"615","11003003","18","26500","4105202"
"616","11003003","18","26500","4105203"
"617","11003003","18","27000","4105251"
"618","11003003","18","14700","4105301"
"619","11003003","18","14700","4105302"
"620","11003003","18","14700","4105303"
"621","11003003","18","14700","4105351"
"622","11003003","18","1000","4105401"
"623","11003003","18","167000","4109101"
"624","11003003","18","26500","4109201"
"625","11003003","18","26500","4109202"
"626","11003003","18","26500","4109203"
"627","11003003","18","27000","4109251"
"628","11003003","18","14700","4109301"
"629","11003003","18","14700","4109302"
"630","11003003","18","14700","4109303"
"631","11003003","18","14800","4109351"
"632","11003003","18","1000","4109401"
"633","11003003","18","800000","4203101"
"634","11003003","18","128000","4203201"
"635","11003003","18","128000","4203202"
"636","11003003","18","128000","4203203"
"637","11003003","18","128000","4203251"
"638","11003003","18","70800","4203301"
"639","11003003","18","70800","4203302"
"640","11003003","18","70800","4203303"
"641","11003003","18","70800","4203351"
"642","11003003","18","4800","4203401"
"643","11003003","18","600000","4304101"
"644","11003003","18","144000","4304201"
"645","11003003","18","144000","4304202"
"646","11003003","18","96000","4304251"
"647","11003003","18","79800","4304301"
"648","11003003","18","79800","4304302"
"649","11003003","18","52800","4304351"
"650","11003003","18","3600","4304401"
"651","11003003","18","600000","4305101"
"652","11003003","18","144000","4305201"
"653","11003003","18","144000","4305202"
"654","11003003","18","96000","4305251"
"655","11003003","18","79800","4305301"
"656","11003003","18","79800","4305302"
"657","11003003","18","52800","4305351"
"658","11003003","18","3600","4305401"
"659","11003003","2","0","99006"
"660","11003003","12","0","94002"
"661","11003003","2","0","90008"
"662","11003003","2","0","26201"
"663","11003003","2","0","23002"
"664","11003004","18","167000","4106101"
"665","11003004","18","26500","4106201"
"666","11003004","18","26500","4106202"
"667","11003004","18","26500","4106203"
"668","11003004","18","27000","4106251"
"669","11003004","18","14700","4106301"
"670","11003004","18","14700","4106302"
"671","11003004","18","14700","4106303"
"672","11003004","18","14700","4106351"
"673","11003004","18","1000","4106401"
"674","11003004","18","167000","4107101"
"675","11003004","18","26500","4107201"
"676","11003004","18","26500","4107202"
"677","11003004","18","26500","4107203"
"678","11003004","18","27000","4107251"
"679","11003004","18","14700","4107301"
"680","11003004","18","14700","4107302"
"681","11003004","18","14700","4107303"
"682","11003004","18","14700","4107351"
"683","11003004","18","1000","4107401"
"684","11003004","18","167000","4110101"
"685","11003004","18","26500","4110201"
"686","11003004","18","26500","4110202"
"687","11003004","18","26500","4110203"
"688","11003004","18","27000","4110251"
"689","11003004","18","14700","4110301"
"690","11003004","18","14700","4110302"
"691","11003004","18","14700","4110303"
"692","11003004","18","14800","4110351"
"693","11003004","18","1000","4110401"
"694","11003004","18","800000","4204101"
"695","11003004","18","128000","4204201"
"696","11003004","18","128000","4204202"
"697","11003004","18","128000","4204203"
"698","11003004","18","128000","4204251"
"699","11003004","18","70800","4204301"
"700","11003004","18","70800","4204302"
"701","11003004","18","70800","4204303"
"702","11003004","18","70800","4204351"
"703","11003004","18","4800","4204401"
"704","11003004","18","600000","4304101"
"705","11003004","18","144000","4304201"
"706","11003004","18","144000","4304202"
"707","11003004","18","96000","4304251"
"708","11003004","18","79800","4304301"
"709","11003004","18","79800","4304302"
"710","11003004","18","52800","4304351"
"711","11003004","18","3600","4304401"
"712","11003004","18","600000","4305101"
"713","11003004","18","144000","4305201"
"714","11003004","18","144000","4305202"
"715","11003004","18","96000","4305251"
"716","11003004","18","79800","4305301"
"717","11003004","18","79800","4305302"
"718","11003004","18","52800","4305351"
"719","11003004","18","3600","4305401"
"720","11003004","2","0","99006"
"721","11003004","12","0","94002"
"722","11003004","2","0","90008"
"723","11003004","2","0","26201"
"724","11003004","2","0","23002"
