9f321a76e4f630f68281e930b4ed1f3abe2c60205889aea6cd3418f4d1688d2d,36f3521ba4628b578ddff65e0014ca79401f83866de7e58b6db35e645c0a6198,5f61c4172ed9fa4ff4cd94fee4c461cbabf1b83ced1f01bb9477b50057921ece,254fbabc7066c5048278104c33e73516920e63183f08ae8578f2c86f5f7a47ef,f01428a1a81a74d1495cabe40fdc57eb1bb2e78a6ed1f0a0cdf5343dd1ba6b63,cd37dcb8f3afb1570047eb8b1ea7db09e030370c09a9884ed0c6a70cd55beb92,77c5888488a2936ce941aee59c950cb60ee8882fa4635f7bbcf53e3978b30e1f,95e16a804b1c0977523c5f5080dc91643a3e0cba34e931faa5103a12bea56e88,545276adc06d60f2125f0e0a62a281267c7a7dd5880fab2534d9a34d91881944,43ab9a6fd76ab97043e6e4b432b3523a67603d8a6e29f73aa2840d036e54ff2f,84cba2a47728275c243a1fe10b1b371dfa687effed9cc702331076aed9e5d939
"","","37","","iris_in","","2","","61091","","5146061"
"","","93","","0","","2","","61092","","5146061"
"","","23","","se_10055900_coaster_02","1","se_10055900","","61093","","5146061"
"","","32","","1","","10","","61094","","5146061"
"","","122","","30","0.5","30","","61095","","5146061"
"","","21","","vo_apg_0107","0","vo_apg","0","61096","","5146061"
"0","","3","","0107_in","0","202","","61097","","5146061"
"","","93","","1","","0.7","","61098","","5146061"
"0","","3","","0107_mid","0","202","","61099","","5146061"
"","","92","","","","","","61100","","5146061"
"0","","3","","0107_out","0","202","","61101","","5146061"
"","","93","","0","","0.2","","61102","","5146061"
"","","2","0","0","-211","202","0","61103","","5146061"
"","","122","","30","0.5","30","","61104","","5146061"
"","","21","","vo_apg_0108","0","vo_apg","0","61105","","5146061"
"0","","3","","0108_in","0","203","","61106","","5146061"
"","","93","","1","","0.8","","61107","","5146061"
"0","","3","","0108_mid","0","203","","61108","","5146061"
"","","92","","","","","","61109","","5146061"
"0","","3","","0108_out","0","203","","61110","","5146061"
"","","93","","0","","0.2","","61111","","5146061"
"","","2","0","315","16","201","0","61112","","5146061"
"","","122","","30","0.5","30","","61113","","5146061"
"","","21","","vo_apg_0109","0","vo_apg","0","61114","","5146061"
"0","","3","","0109_in","0","201","","61115","","5146061"
"","","93","","1","","1.1","","61116","","5146061"
"0","","3","","0109_mid","0","201","","61117","","5146061"
"","","92","","","","","","61118","","5146061"
"0","","3","","0109_out","0","201","","61119","","5146061"
"","","93","","0","","0.2","","61120","","5146061"
"","","122","","30","0.5","30","","61121","","5146061"
"","","21","","vo_apg_0110","0","vo_apg","0","61122","","5146061"
"0","","3","","0107_in","0","202","","61123","","5146061"
"0","","3","","0108_in","0","203","","61124","","5146061"
"0","","3","","0109_in","0","201","","61125","","5146061"
"","","93","","1","","1.1","","61126","","5146061"
"0","","3","","0107_mid","0","202","","61127","","5146061"
"0","","3","","0108_mid","0","203","","61128","","5146061"
"0","","3","","0109_mid","0","201","","61129","","5146061"
"","","92","","","","","","61130","","5146061"
"0","","3","","0107_out","0","202","","61131","","5146061"
"0","","3","","0108_out","0","203","","61132","","5146061"
"0","","3","","0109_out","0","201","","61133","","5146061"
"","","93","","0","","0.2","","61134","","5146061"
"","","2","0","216","0","201","0","61135","","5146061"
"","","21","","vo_apg_0111","0","vo_apg","0","61136","","5146061"
"0","","3","","0111_in","0","201","","61137","","5146061"
"","","93","","1","","1.8","","61138","","5146061"
"0","","3","","0111_mid","0","201","","61139","","5146061"
"","","92","","","","","","61140","","5146061"
"0","","3","","0111_out","0","201","","61141","","5146061"
"","","93","","0","","0.2","","61142","","5146061"
"","","22","","0","","0","","61143","","5146061"
"","","93","","","","0.5","","61144","","5146061"
"","","32","","1","","11","","61145","","5146061"
"","","23","","se_10055900_camera","0","se_10055900","","61146","","5146061"
"","","93","","0","","0.2","","61147","","5146061"
"","","32","","0","","10","","61148","","5146061"
"","","93","","0","","1.8","","61149","","5146061"
"","","24","","0.5","","se_10055900_coaster_02","","61150","","5146061"
"","","37","","iris_out","","2","","61151","","5146061"
"","","2","0","129","-278","106011","0","61152","","5146061"
"","","2","0","129","-278","1060","0","61153","","5146061"
"","","2","0","-34","-278","105811","0","61154","","5146061"
"","","2","0","-34","-278","1058","0","61155","","5146061"
"","","2","0","-194","-288","105911","0","61156","","5146061"
"","","2","0","-194","-288","1059","0","61157","","5146061"
"0.2","","3","","walk_normal_dere2","1","106011","","61158","","5146061"
"0.2","","3","","walk_normal_dere2","1","1060","","61159","","5146061"
"0.2","","3","","walk_normal_joy","1","105811","","61160","","5146061"
"0.2","","3","","walk_normal_joy","1","1058","","61161","","5146061"
"0.2","","3","","kokkoro_walk_normal_dere","1","105911","","61162","","5146061"
"0.2","","3","","kokkoro_walk_normal_dere","1","1059","","61163","","5146061"
"","","2","0","290","-278","106011","2","61164","","5146061"
"","","2","0","290","-278","1060","2","61165","","5146061"
"","","2","0","-225","-278","105811","2","61166","","5146061"
"","","2","0","-225","-278","1058","2","61167","","5146061"
"","","2","0","-385","-288","105911","2","61168","","5146061"
"","","2","0","-385","-288","1059","2","61169","","5146061"
"","","4","","0","","106011","","61170","","5146061"
"","","4","","0","","1060","","61171","","5146061"
"","","4","","1","","105811","","61172","","5146061"
"","","4","","1","","1058","","61173","","5146061"
"","","4","","1","","105911","","61174","","5146061"
"","","4","","1","","1059","","61175","","5146061"
"","","93","","0","","2","","61176","","5146061"
"","","4","","1","","106011","","61177","","5146061"
"","","4","","1","","1060","","61178","","5146061"
"","","4","","0","","105811","","61179","","5146061"
"","","4","","0","","1058","","61180","","5146061"
"","","4","","0","","105911","","61181","","5146061"
"","","4","","0","","1059","","61182","","5146061"
"0.2","","3","","joy_idle_doya_shy","1","106011","","61183","","5146061"
"0.2","","3","","joy_idle_doya_shy","1","1060","","61184","","5146061"
"0.2","","3","","idle_normal","1","105811","","61185","","5146061"
"0.2","","3","","idle_normal","1","1058","","61186","","5146061"
"0.2","","3","","kokkoro_idle_normal_joy","1","105911","","61187","","5146061"
"0.2","","3","","kokkoro_idle_normal_joy","1","1059","","61188","","5146061"
"","","93","","0","","0.3","","61189","","5146061"
"0.2","","3","1","jump_short","0","105811","guts2_talk_joy","61190","0.2","5146061"
"0.2","","3","1","jump_short","0","1058","guts2_talk_joy","61191","0.2","5146061"
"","","21","","vo_apg_0112","0","vo_apg","0","61192","","5146061"
"0","0","11","1","哈～♪\n玩得真開心呢──☆","9","105811","1","61193","0","5146061"
"","","91","","","","0","","61194","","5146061"
"0.2","","3","","idle_normal","1","105811","","61195","","5146061"
"0.2","","3","","idle_normal","1","1058","","61196","","5146061"
"0.2","","3","","kokkoro_talk_normal","1","105911","","61197","","5146061"
"0.2","","3","","kokkoro_talk_normal","1","1059","","61198","","5146061"
"","","21","","vo_apg_0113","0","vo_apg","0","61199","","5146061"
"0","0","11","1","各位，\n照片似乎\n已經洗出來了。","8","105911","1","61200","0","5146061"
"","","91","","","","0","","61201","","5146061"
"0.2","","3","","kokkoro_idle_normal_joy","1","105911","","61202","","5146061"
"0.2","","3","","kokkoro_idle_normal_joy","1","1059","","61203","","5146061"
"0.2","","3","1","armcrossed_in_dere_shy","0","106011","armcrossed_talk_dere_shy","61204","0","5146061"
"0.2","","3","1","armcrossed_in_dere_shy","0","1060","armcrossed_talk_dere_shy","61205","0","5146061"
"","","21","","vo_apg_0114","0","vo_apg","0","61206","","5146061"
"0","0","11","1","唉～糟透了。\n……算了，我就姑且\n看一下拍得如何吧♪","10","106011","1","61207","0","5146061"
"","","91","","","","0","","61208","","5146061"
"","","22","","0","","0","","61209","","5146061"
"0.2","","3","","armcrossed_idle_anger_lookup","0","106011","","61210","","5146061"
"0.2","","3","","armcrossed_idle_anger_lookup","0","1060","","61211","","5146061"
"0.2","","3","","idle_normal_lookup","1","105811","","61212","","5146061"
"0.2","","3","","idle_normal_lookup","1","1058","","61213","","5146061"
"0.2","","3","","kokkoro_wish_idle_joy_lookup","1","105911","","61214","","5146061"
"0.2","","3","","kokkoro_wish_idle_joy_lookup","1","1059","","61215","","5146061"
"0","","3","","coaster_1_in","0","21","","61216","","5146061"
"","","23","","se_10055900_photo","0","se_10055900","","61217","","5146061"
"","","93","","0","","2.3","","61218","","5146061"
"0.2","","3","","idle_normal_surprise","1","105811","","61219","","5146061"
"0.2","","3","","idle_normal_surprise","1","1058","","61220","","5146061"
"0.2","","3","","kokkoro_idle_normal_surprise","1","105911","","61221","","5146061"
"0.2","","3","","kokkoro_idle_normal_surprise","1","1059","","61222","","5146061"
"0.2","","3","1","pointing_in_noface","0","106011","pointing_loop_noface","61223","0","5146061"
"0.2","","3","1","pointing_in_kyaru","0","1060","pointing_loop_kyaru","61224","0","5146061"
"","","21","","vo_apg_0115","0","vo_apg","0","61225","","5146061"
"0","0","11","1","呃，這是怎樣啊──！！！\n根本沒拍到我嘛！！？","8","106011","1","61226","0","5146061"
"","","93","","1","","0.5","","61227","","5146061"
"","","122","","30","0.5","30","","61228","","5146061"
"","","91","","","","61226","","61229","","5146061"
"0.2","","3","","surprise_talk","1","105811","","61230","","5146061"
"0.2","","3","","surprise_talk","1","1058","","61231","","5146061"
"","","21","","vo_apg_0116","0","vo_apg","0","61232","","5146061"
"0","0","11","1","……咦？\n小凱留其實\n很想被拍嗎？","7","105811","1","61233","0","5146061"
"","","91","","","","0","","61234","","5146061"
"0.2","","3","","idle_normal_talk1R","1","105811","","61235","","5146061"
"0.2","","3","","idle_normal_talk1R","1","1058","","61236","","5146061"
"0.2","","3","","kokkoro_sad_talk","1","105911","","61237","","5146061"
"0.2","","3","","kokkoro_sad_talk","1","1059","","61238","","5146061"
"","","21","","vo_apg_0117","0","vo_apg","0","61239","","5146061"
"0","0","11","1","在下以為凱留小姐不想被拍，\n就把您遮住了。\n看來似乎是在下多管閒事。","8","105911","1","61240","0","5146061"
"","","91","","","","0","","61241","","5146061"
"0.2","","3","","kokkoro_idle_normal","1","105911","","61242","","5146061"
"0.2","","3","","kokkoro_idle_normal","1","1059","","61243","","5146061"
"0.2","","3","1","shock_in_shy_red","0","106011","shock_loop_shy_red","61244","0","5146061"
"0.2","","3","1","shock_in_shy_red","0","1060","shock_loop_shy_red","61245","0","5146061"
"","","21","","vo_apg_0118","0","vo_apg","0","61246","","5146061"
"0","0","11","1","不……不是，\n也不是那樣的啦！！？","9","106011","1","61247","0","5146061"
"","","91","","","","0","","61248","","5146061"
"0","","3","","coaster_1_out","0","21","","61249","","5146061"
"0.2","","3","","kokkoro_idle_normal_joy","1","105911","","61250","0.2","5146061"
"0.2","","3","","kokkoro_idle_normal_joy","1","1059","","61251","0.2","5146061"
"0.2","","3","","joy_talk","1","105811","","61252","0.2","5146061"
"0.2","","3","","joy_talk","1","1058","","61253","0.2","5146061"
"","","21","","vo_apg_0119","0","vo_apg","0","61254","","5146061"
"0","0","11","1","什麼嘛♪\n那我們就再搭一次吧──♪","9","105811","1","61255","0","5146061"
"","","91","","","","0","","61256","","5146061"
"0.2","","3","","joy_idle","1","105811","","61257","","5146061"
"0.2","","3","","joy_idle","1","1058","","61258","","5146061"
"0.2","","3","","kokkoro_wish_talk_normal2","1","105911","","61259","","5146061"
"0.2","","3","","kokkoro_wish_talk_normal2","1","1059","","61260","","5146061"
"","","21","","vo_apg_0120","0","vo_apg","0","61261","","5146061"
"0","0","11","1","好的，就這麼做吧♪","7","105911","1","61262","0","5146061"
"","","91","","","","0","","61263","","5146061"
"","","22","","0","","0","","61264","","5146061"
"0.2","","3","","kokkoro_wish_idle_joy","1","105911","","61265","","5146061"
"0.2","","3","","kokkoro_wish_idle_joy","1","1059","","61266","","5146061"
"0.2","","3","","anger_talk_anger2_red","1","106011","","61267","","5146061"
"0.2","","3","","anger_talk_anger2_red","1","1060","","61268","","5146061"
"0","0","12","0","2","2","106011","0","61269","0","5146061"
"0","0","12","0","10","2","105811","0","61270","0","5146061"
"0","0","12","0","10","2","105911","0","61271","0","5146061"
"","","93","","0","","2","","61272","","5146061"
"","","101","","","","61274","","61273","","5146061"
"","","22","","0.2","","0","","61274","","5146061"
"1.8","idle_normal","1","-278","100911","103","1","-290","62001","0","5146062"
"1.8","idle_normal","5","-278","1009","104","3","-290","62002","0","5146062"
"1.8","idle_normal","1","-278","131011","100","1","290","62003","1","5146062"
"","","13","","203","","100911","","62004","","5146062"
"","","13","","200","","131011","","62005","","5146062"
"0.85","idle","5","-174","7","15","7","0","62006","0","5146062"
"1","empty","5","71","20","210","20","-132","62007","0","5146062"
"1","empty","5","-42","22","210","22","0","62008","0","5146062"
"1","empty","5","153","21","60","21","0","62009","0","5146062"
"1","","31","1","1","0","1","0","62010","","5146062"
"0","","31","1","2","0","2","-57.7","62011","","5146062"
"0","","31","1","10","0","10","0","62012","","5146062"
"0","","31","1","11","0","11","0","62013","","5146062"
"0","","31","1","14","-290","14","-278","62014","","5146062"
"1","","31","1","20","0","20","0","62015","","5146062"
"","","36","","100911","","20","","62016","","5146062"
"","","36","","20","","20","","62017","","5146062"
"","","36","","22","","20","","62018","","5146062"
"","","91","","0","","0","","62019","","5146062"
"","","102","","0","0","0","","62020","","5146062"
"","","93","","0","","1","","62021","","5146062"
"0.2","","3","1","cool_in_dere","0","100911","cool_talk_dere","62022","0","5146062"
"0.2","","3","1","cool_in_dere","0","1009","cool_talk_dere","62023","0","5146062"
"","","21","","vo_apg_0201","0","vo_apg","0","62024","","5146062"
"0","0","11","1","出發吧，前往極滅禁斷秘儀！\n好，麻煩妳帶路了！","9","100911","1","62025","0","5146062"
"","","91","","","","0","","62026","","5146062"
"0.2","","3","","cool_idle","1","100911","","62027","","5146062"
"0.2","","3","","cool_idle","1","1009","","62028","","5146062"
"0.2","","3","","wish_talk_joy","1","131011","","62029","","5146062"
"","","21","","vo_apg_0202","0","vo_apg","0","62030","","5146062"
"0","0","11","1","杏奈小姐竟然會感興趣，\n人家很高興呢～\n人家會好好為妳帶路的。","8","131011","1","62031","0","5146062"
"","","91","","","","0","","62032","","5146062"
"0.2","","3","","wish_idle","1","131011","","62033","","5146062"
"0.2","","3","1","anna_armcrossed","0","100911","sad_talk","62034","0.2","5146062"
"0.2","","3","1","anna_armcrossed","0","1009","sad_talk","62035","0.2","5146062"
"","","21","","vo_apg_0203","0","vo_apg","0","62036","","5146062"
"0","0","11","1","嗯！吉格魯特他們也\n挑戰過的這場試煉，我冥姬也……\n呃，咦？\n這莫非，是尖叫系設施……？","9","100911","1","62037","0","5146062"
"","","91","","","","0","","62038","","5146062"
"0.2","","3","","sad_idle","1","100911","","62039","","5146062"
"0.2","","3","","sad_idle","1","1009","","62040","","5146062"
"0.2","","3","1","maho_talk_normal","0","131011","surprise_talk","62041","0.2","5146062"
"","","21","","vo_apg_0204","0","vo_apg","0","62042","","5146062"
"0","0","11","1","這是這座遊樂園\n大受歡迎的遊樂設施喔～\n奇怪？怎麼了嗎？\n妳的臉色看起來不太好……","9","131011","1","62043","0","5146062"
"","","91","","","","0","","62044","","5146062"
"0.2","","3","","surprise_idle","1","131011","","62045","","5146062"
"0.2","","3","","anger_talk_shy","1","100911","","62046","","5146062"
"0.2","","3","","anger_talk_shy","1","1009","","62047","","5146062"
"","","21","","vo_apg_0205","0","vo_apg","0","62048","","5146062"
"0","0","11","1","我我我、我才不是感、感到害怕……\n徹徹底底，完全沒問題喔？","9","100911","1","62049","0","5146062"
"","","91","","","","0","","62050","","5146062"
"0.2","","3","","anger_idle_shy","1","100911","","62051","","5146062"
"0.2","","3","","anger_idle_shy","1","1009","","62052","","5146062"
"0.2","","3","","worry_talk","1","131011","","62053","","5146062"
"","","21","","vo_apg_0206","0","vo_apg","0","62054","","5146062"
"0","0","11","1","話雖如此，最好還是不要\n勉強自己比較好吧？","9","131011","1","62055","0","5146062"
"","","91","","","","0","","62056","","5146062"
"0.2","","3","","wish_idle_shy","1","131011","","62057","","5146062"
"0.2","","3","","anger_talk_pain","1","100911","","62058","","5146062"
"0.2","","3","","anger_talk_pain","1","1009","","62059","","5146062"
"","","21","","vo_apg_0207","0","vo_apg","0","62060","","5146062"
"0","0","11","1","沒事！我、我都說沒問題了！\n妳都帶我到這裡了，怎麼能退縮……\n我要上了！突擊────！","9","100911","1","62061","0","5146062"
"","","91","","","","0","","62062","","5146062"
"","","22","","0","","0","","62063","","5146062"
"0.2","","3","","run_dash_anger2","1","100911","","62064","","5146062"
"0.2","","3","","run_dash_anger2","1","1009","","62065","","5146062"
"0.2","","3","","walk_surprise","1","131011","","62066","","5146062"
"","","2","0","-129","-278","100911","2","62067","","5146062"
"","","2","0","-129","-278","1009","2","62068","","5146062"
"","","2","0","129","-278","131011","2","62069","","5146062"
"","","32","","1","","14","","62070","","5146062"
"","","37","","left","","14","","62071","","5146062"
"","","33","0","-129","-278","14","2","62072","","5146062"
"","","93","","0","","1","","62073","","5146062"
"","","32","","1","","2","","62074","","5146062"
"","","93","","0","","1.5","","62075","","5146062"
"","","32","","0","","14","","62076","","5146062"
"","","2","0","0","-331","100911","0","62077","","5146062"
"","","37","","scale15","","20","","62078","","5146062"
"","","23","","se_10055900_coaster_01","1","se_10055900","","62079","","5146062"
"","","21","","vo_apg_0208","0","vo_apg","0","62080","","5146062"
"0","","3","","0208_in","0","22","","62081","","5146062"
"","","93","","1","","3.3","","62082","","5146062"
"0","","3","","0208_mid","0","22","","62083","","5146062"
"","","92","","","","","","62084","","5146062"
"0","","3","","0208_out","0","22","","62085","","5146062"
"","","93","","0","","0.2","","62086","","5146062"
"","","93","","0","","0.3","","62087","","5146062"
"","","37","","scale1","","20","","62088","","5146062"
"","","32","","1","","10","","62089","","5146062"
"","","24","","0.5","","se_10055900_coaster_01","","62090","","5146062"
"","","23","","se_10055900_coaster_02","1","se_10055900","","62091","","5146062"
"","","2","0","0","0","20","0","62092","","5146062"
"","","122","","30","0.5","30","","62093","","5146062"
"","","21","","vo_apg_0209","0","vo_apg","0","62094","","5146062"
"0","","3","","0209_in","0","20","","62095","","5146062"
"","","93","","1","","2.6","","62096","","5146062"
"0","","3","","0209_mid","0","20","","62097","","5146062"
"","","92","","","","","","62098","","5146062"
"0","","3","","0209_out","0","20","","62099","","5146062"
"","","93","","0","","0.2","","62100","","5146062"
"","","122","","30","1","30","","62101","","5146062"
"","","21","","vo_apg_0210","0","vo_apg","0","62102","","5146062"
"0","","3","","0210_in","0","20","","62103","","5146062"
"","","93","","1","","2.7","","62104","","5146062"
"0","","3","","0210_mid","0","20","","62105","","5146062"
"","","92","","","","","","62106","","5146062"
"0","","3","","0210_out","0","20","","62107","","5146062"
"","","93","","0","","0.2","","62108","","5146062"
"","","22","","0","","0","","62109","","5146062"
"0","","3","","empty","1","20","","62110","","5146062"
"","","93","","","","1","","62111","","5146062"
"","","32","","1","","11","","62112","","5146062"
"","","23","","se_10055900_camera","0","se_10055900","","62113","","5146062"
"","","93","","0","","0.2","","62114","","5146062"
"","","32","","0","","10","","62115","","5146062"
"","","93","","0","","1.8","","62116","","5146062"
"","","24","","0.5","","se_10055900_coaster_02","","62117","","5146062"
"","","37","","iris_out","","2","","62118","","5146062"
"","","2","0","-129","-278","100911","0","62119","","5146062"
"","","2","0","-129","-278","1009","0","62120","","5146062"
"","","2","0","129","-278","131011","0","62121","","5146062"
"0.2","","3","","anna_walk","1","100911","","62122","","5146062"
"0.2","","3","","anna_walk","1","1009","","62123","","5146062"
"0.2","","3","","walk_normal_joy","1","131011","","62124","","5146062"
"","","2","0","-290","-278","100911","2","62125","","5146062"
"","","2","0","-290","-278","1009","2","62126","","5146062"
"","","2","0","290","-278","131011","2","62127","","5146062"
"","","4","","1","","100911","","62128","","5146062"
"","","4","","1","","1009","","62129","","5146062"
"","","4","","0","","131011","","62130","","5146062"
"","","93","","0","","2","","62131","","5146062"
"","","4","","0","","100911","","62132","","5146062"
"","","4","","0","","1009","","62133","","5146062"
"","","4","","1","","131011","","62134","","5146062"
"0.2","","3","","anna_idle","1","100911","","62135","","5146062"
"0.2","","3","0","anna_idle","1","1009","","62136","","5146062"
"0.2","","3","","idle_normal","1","131011","","62137","","5146062"
"","","93","","0","","0.5","","62138","","5146062"
"0.2","","3","","talk_normal_surprise","1","131011","","62139","","5146062"
"","","21","","vo_apg_0211","0","vo_apg","0","62140","","5146062"
"0","0","11","1","妳覺得如何呢？\n發出了很響亮的喊叫聲呢。","10","131011","1","62141","0","5146062"
"","","91","","","","0","","62142","","5146062"
"0.2","","3","","idle_normal_surprise","1","131011","","62143","","5146062"
"0.2","","3","1","anna_kukuku_in","0","100911","anna_kukuku_loop","62144","0","5146062"
"0.2","","3","1","anna_kukuku_in","0","1009","anna_kukuku_loop","62145","0","5146062"
"","","21","","vo_apg_0212","0","vo_apg","0","62146","","5146062"
"20","0","11","1","呵、呵呵呵……吉格魯特啊……\n我也，看得見了……時之刻！","12","100911","1","62147","0","5146062"
"","","91","","","","0","","62148","","5146062"
"0","","3","","coaster_2_in","0","21","","62149","","5146062"
"","","23","","se_10055900_photo","0","se_10055900","","62150","","5146062"
"","","93","","0","","0.1","","62151","","5146062"
"0.2","","3","1","anna_ahaha_in","0","100911","anna_ahaha_loop","62152","0","5146062"
"0.2","","3","1","anna_ahaha_in","0","1009","anna_ahaha_loop","62153","0","5146062"
"","","21","","vo_apg_0213","0","vo_apg","0","62154","","5146062"
"-30","0","11","1","此刻，冥姬\n超越了疾風！","8","100911","1","62155","0","5146062"
