a5f36719eca3e61c3eb33fddafa8e1d7b71383cd9cd37327c1e89117cfb4fba6,971c3a92be741945adb7fe97f54507478ea85e428dd80e073eeba83cd4e896b2,727376f7f77676b09962606c2c51b9e5f8a85603c1baf3095dfdcfc096144ff7,ce7db41b6dde5c190eb08c076374173f02fc844caa99f03d05a8561428911fae,01e5f5199f4e38cc704fadb5745b47b1c14d8ec13e588e001dfc3aee56f06543,66b2ff4303ef542cb127ee1a4eda3a1ec8a75b19e83392670c82378f07f6c16d,db5f0124efce21588c61e5938ce440367c94e2b83708c05b5e8a74109f0c19e8,6591350282d6f9d9c95ada4d47874ddb7d9004fdacd9890cce1d672f60e3bb5d,e95630ec7377bb3042cb723c053589ce0d877254c0efdfa3191629ae6fe06143,58f95f2ac5307860b908a40baf11c835e88eace703a92bc0b040d80fb78ffa5b,0c5387d7c2cbc4881ce5804eccc4cb629ffaa5ee46c2c14bafc6583e667f6961,8744997355c7d342a3b7cd312d258b450a3f80008d86d8c2f673d926ec6d780f,1136ba8e2d0548a39478f010566bfd58f240f79739439cd33029269bfb394d34,5bad0547e3a054b81c71b36b6069ab77de120b2c405842e0b21ea18e57b3ae74,d476c993fb79556999721aab9701f9fa34e4a43a05c3062de89bf1031632ff6a,c2e3b98dcfd05e951737a4a38efc14c755dbb7d58e633b08539231da78177559
"bgm_M189","10011","廚房競技場","110","0","2","0","0","1","10011102","bgm_M189","2019/07/15 15:59:59","2019/07/01 16:00:00","0","0","201"
"bgm_M189","10011","廚房競技場","0","0","1","0","0","1","10011201","bgm_M189","2019/07/15 15:59:59","2019/07/01 16:00:00","0","0","201"
"bgm_M206","10012","王城蘭德索爾","115","0","1","0","0","1","10012101","bgm_M206","2019/07/31 15:59:59","2019/07/17 16:00:00","0","0","201"
"bgm_M206","10012","王城蘭德索爾","0","0","1","0","0","1","10012201","bgm_M206","2019/07/31 15:59:59","2019/07/17 16:00:00","0","0","201"
"bgm_M215","10013","加托羅斯山","110","0","1","0","0","1","10013101","bgm_M215","2019/08/15 15:59:59","2019/08/01 16:00:00","0","0","201"
"bgm_M215","10013","光之裂縫","0","0","2","208","1","1","10013102","bgm_M215","2019/08/15 15:59:59","2019/08/01 16:00:00","202","11","201"
"bgm_M215","10013","光之裂縫","0","0","1","0","0","1","10013201","bgm_M215","2019/08/15 15:59:59","2019/08/01 16:00:00","0","0","201"
"bgm_M32","10014","塔爾格姆地區","0","0","1","0","0","1","10014101","bgm_M32","2019/08/23 15:59:59","2019/08/16 16:00:00","0","0","201"
"bgm_M32","10014","塔爾格姆地區","0","0","0","0","0","1","10014201","bgm_M32","2019/08/23 15:59:59","2019/08/16 16:00:00","0","0","201"
"bgm_M223","10015","大江戶大街","120","0","1","0","0","1","10015101","bgm_M223","2019/09/15 15:59:59","2019/09/03 16:00:00","0","0","201"
"bgm_M223","10015","大江戶大街","0","0","1","0","0","1","10015201","bgm_M223","2019/09/15 15:59:59","2019/09/03 16:00:00","0","0","201"
"bgm_M98","10016","馬席納地區","0","0","0","0","0","1","10016101","bgm_M98_2","2019/09/24 15:59:59","2019/09/17 16:00:00","0","0","201"
"bgm_M98","10016","馬席納地區","0","0","0","0","0","1","10016201","bgm_M98_2","2019/09/24 15:59:59","2019/09/17 16:00:00","0","0","201"
"bgm_M228","10017","蘭德索爾近郊","70","0","1","0","0","1","10017101","bgm_M228","2019/10/15 15:59:59","2019/10/01 16:00:00","0","0","201"
"bgm_M228","10017","郊外的村莊","0","0","2","0","0","1","10017102","bgm_M228","2019/10/15 15:59:59","2019/10/01 16:00:00","0","0","201"
"bgm_M228","10017","郊外的村莊","0","0","1","0","0","1","10017201","bgm_M228","2019/10/15 15:59:59","2019/10/01 16:00:00","0","0","201"
"bgm_M106","10018","蘭德索爾郊外","0","0","0","0","0","1","10018101","bgm_M106","2019/10/24 15:59:59","2019/10/17 16:00:00","0","0","201"
"bgm_M106","10018","蘭德索爾郊外","0","0","0","0","0","1","10018201","bgm_M106","2019/10/24 15:59:59","2019/10/17 16:00:00","0","0","201"
"bgm_M237","10019","晴雨海灘","100","0","1","0","0","1","10019101","bgm_M237","2019/11/15 15:59:59","2019/11/01 16:00:00","0","12","201"
"bgm_M237","10019","晴雨海灘","0","0","0","0","0","1","10019201","bgm_M237","2019/11/15 15:59:59","2019/11/01 16:00:00","0","0","201"
"bgm_M112","10020","塔帕斯海灘 周邊","0","0","0","0","0","1","10020101","bgm_M112","2019/11/24 15:59:59","2019/11/17 16:00:00","0","0","201"
"bgm_M112","10020","塔帕斯海灘 周邊","0","0","0","0","0","1","10020201","bgm_M112","2019/11/24 15:59:59","2019/11/17 16:00:00","0","0","201"
"bgm_M245","10021","真步真步王國避暑聖地？","150","0","0","0","0","1","10021101","bgm_M245_02","2019/12/15 15:59:59","2019/12/02 16:00:00","0","0","201"
"bgm_M245","10021","真步真步王國避暑聖地？","0","0","0","0","0","1","10021201","bgm_M245_02","2019/12/15 15:59:59","2019/12/02 16:00:00","0","0","201"
"bgm_M121","10022","伊爾席翁的孤島","0","0","0","0","0","1","10022101","bgm_M121","2019/12/24 15:59:59","2019/12/17 16:00:00","0","0","201"
"bgm_M121","10022","伊爾席翁的孤島","0","0","0","0","0","1","10022201","bgm_M121","2019/12/24 15:59:59","2019/12/17 16:00:00","0","0","201"
"bgm_M254","10023","聖德蕾莎女學院","70","0","1","0","0","1","10023101","bgm_M254","2020/01/16 15:59:59","2020/01/02 16:00:00","0","0","201"
"bgm_M254","10023","聖德蕾莎女學院","0","0","0","0","0","1","10023201","bgm_M254","2020/01/16 15:59:59","2020/01/02 16:00:00","0","0","201"
"bgm_M128","10024","王城蘭德索爾","0","0","0","0","0","1","10024101","bgm_M128","2020/01/23 15:59:59","2020/01/16 16:00:00","0","0","201"
"bgm_M128","10024","王城蘭德索爾","0","0","0","0","0","1","10024201","bgm_M128","2020/01/23 15:59:59","2020/01/16 16:00:00","0","0","201"
"bgm_M265","10025","鬼屋附近地區","0","0","1","0","0","1","10025101","bgm_M265_Top","2020/02/18 15:59:59","2020/02/04 16:00:00","0","0","201"
"bgm_M265","10025","鬼魂墓地","0","0","2","0","1","1","10025102","bgm_M265_Top","2020/02/18 15:59:59","2020/02/04 16:00:00","202","0","201"
"bgm_M265","10025","鬼魂墓地","0","0","1","0","0","1","10025201","bgm_M265_Top","2020/02/18 15:59:59","2020/02/04 16:00:00","0","0","201"
"bgm_M135","10026","蘭德索爾郊外","0","0","1","0","0","1","10026101","bgm_M135","2020/02/25 15:59:59","2020/02/18 16:00:00","0","0","201"
"bgm_M29","10026","靈界","0","80","2","208","1","1","10026102","bgm_M29","2020/02/25 15:59:59","2020/02/18 16:00:00","202","0","201"
"bgm_M135","10026","蘭德索爾中央地區","0","0","3","209","1","1","10026103","bgm_M135","2020/02/25 15:59:59","2020/02/18 16:00:00","202","1","201"
"bgm_M135","10026","蘭德索爾郊外","0","0","1","0","0","1","10026201","bgm_M135","2020/02/25 15:59:59","2020/02/18 16:00:00","0","31","201"
"bgm_M273","10027","艾爾皮斯島 開墾營地一帶","90","0","0","0","0","1","10027101","bgm_M273","2020/03/16 15:59:59","2020/03/02 16:00:00","0","0","201"
"bgm_M273","10027","艾爾皮斯島 開墾營地一帶","0","0","0","0","0","1","10027201","bgm_M273","2020/03/16 15:59:59","2020/03/02 16:00:00","0","0","201"
"bgm_M162","10028","蘭德索爾近郊","35","0","0","0","0","1","10028101","bgm_M162","2020/03/23 15:59:59","2020/03/16 16:00:00","0","0","201"
"bgm_M162","10028","蘭德索爾近郊","0","0","0","0","0","1","10028201","bgm_M162","2020/03/23 15:59:59","2020/03/16 16:00:00","0","0","201"
"bgm_M281","10029","王城蘭德索爾","0","0","1","0","0","1","10029101","bgm_M281","2020/04/15 15:59:59","2020/04/01 16:00:00","0","0","201"
"bgm_M281","10029","演唱會舞台廣場","0","0","2","0","0","1","10029102","bgm_M281","2020/04/15 15:59:59","2020/04/01 16:00:00","0","11","201"
"bgm_M281","10029","演唱會舞台廣場","0","0","1","0","0","1","10029201","bgm_M281","2020/04/15 15:59:59","2020/04/01 16:00:00","0","0","201"
"bgm_M171","10030","咲戀育幼院","110","0","1","0","0","1","10030101","bgm_M171","2020/04/22 15:59:59","2020/04/15 16:00:00","0","11","201"
"bgm_M171","10030","王城蘭德索爾","0","0","1","0","0","1","10030201","bgm_M171","2020/04/22 15:59:59","2020/04/15 16:00:00","0","0","201"
"bgm_M294","10031","公會競速賽　1區→2區","30","0","1","0","0","1","10031101","bgm_M294","2020/05/19 15:59:59","2020/05/05 16:00:00","0","0","201"
"bgm_M294","10031","公會競速賽　3區→4區","30","0","2","0","0","1","10031102","bgm_M294","2020/05/19 15:59:59","2020/05/05 16:00:00","0","0","201"
"bgm_M294","10031","公會競速賽　3區→4區","0","0","1","0","0","1","10031201","bgm_M294","2020/05/19 15:59:59","2020/05/05 16:00:00","0","0","201"
"bgm_M182","10032","往神殿的參道","1","180","1","0","0","1","10032101","bgm_M182","2020/05/26 15:59:59","2020/05/19 16:00:00","0","0","201"
"bgm_M182","10032","往神殿的參道","0","0","1","0","0","1","10032201","bgm_M182","2020/05/26 15:59:59","2020/05/19 16:00:00","0","0","201"
"bgm_M316","10033","王城蘭德索爾","90","0","1","0","0","1","10033101","bgm_M316","2020/06/17 15:59:59","2020/06/03 16:00:00","0","0","201"
"bgm_M316","10033","王城蘭德索爾","0","0","1","0","0","1","10033201","bgm_M316","2020/06/17 15:59:59","2020/06/03 16:00:00","0","0","201"
"bgm_M189","10034","王城蘭德索爾","0","0","1","0","0","1","10034101","bgm_M189","2020/06/24 15:59:59","2020/06/17 16:00:00","0","0","201"
"bgm_M189","10034","廚房競技場","110","0","2","0","0","1","10034102","bgm_M189","2020/06/24 15:59:59","2020/06/17 16:00:00","0","0","201"
"bgm_M189","10034","廚房競技場","0","0","1","0","0","1","10034201","bgm_M189","2020/06/24 15:59:59","2020/06/17 16:00:00","0","0","201"
"bgm_M330","10035","蘭德索爾近郊","70","0","1","0","0","1","10035101","bgm_M330","2020/10/21 15:59:59","2020/09/30 16:00:00","0","0","201"
"bgm_M330","10035","蘭德索爾近郊","0","0","0","0","0","1","10035201","bgm_M330","2020/10/21 15:59:59","2020/09/30 16:00:00","0","0","201"
"bgm_M341","10036","繆思小鎮","40","0","0","0","0","1","10036101","bgm_M341","2020/10/21 15:59:59","2020/10/12 16:00:00","0","0","201"
"bgm_M341","10036","繆思小鎮","0","0","0","0","0","1","10036201","bgm_M341","2020/10/21 15:59:59","2020/10/12 16:00:00","0","0","201"
"bgm_M206","10037","王城蘭德索爾","115","0","1","0","0","1","10037101","bgm_M206","2020/08/24 15:59:59","2020/08/17 16:00:00","0","0","201"
"bgm_M206","10037","王城蘭德索爾","0","0","1","0","0","1","10037201","bgm_M206","2020/08/24 15:59:59","2020/08/17 16:00:00","0","0","201"
"bgm_M343","10038","聖德蕾莎女子學院","45","0","1","0","0","1","10038101","bgm_M343","2020/07/16 15:59:59","2020/07/02 16:00:00","0","0","201"
"bgm_M343","10038","聖德蕾莎女子學院","0","0","0","0","0","1","10038201","bgm_M343","2020/07/16 15:59:59","2020/07/02 16:00:00","0","0","201"
"bgm_M215","10039","加托羅斯山","110","0","1","0","0","1","10039101","bgm_M215","2020/07/23 15:59:59","2020/07/16 16:00:00","0","0","201"
"bgm_M215","10039","光之裂縫","0","0","2","208","1","1","10039102","bgm_M215","2020/07/23 15:59:59","2020/07/16 16:00:00","202","11","201"
"bgm_M215","10039","光之裂縫","0","0","1","0","0","1","10039201","bgm_M215","2020/07/23 15:59:59","2020/07/16 16:00:00","0","0","201"
"bgm_M351","10040","伊麗莎白牧場","0","0","1","0","0","1","10040101","bgm_M351","2020/08/17 15:59:59","2020/08/03 16:00:00","0","0","201"
"bgm_M351","10040","王城蘭德索爾","0","0","2","0","0","1","10040102","bgm_M351","2020/08/17 15:59:59","2020/08/03 16:00:00","0","0","201"
"bgm_M351","10040","伊麗莎白牧場","0","0","3","0","0","1","10040103","bgm_M351","2020/08/17 15:59:59","2020/08/03 16:00:00","0","0","201"
"bgm_M351","10040","伊麗莎白牧場","0","0","1","0","0","1","10040201","bgm_M351","2020/08/17 15:59:59","2020/08/03 16:00:00","0","0","201"
"bgm_M223","10041","大江戶町","120","0","1","0","0","1","10041101","bgm_M223","2020/09/25 15:59:59","2020/09/18 16:00:00","0","0","201"
"bgm_M223","10041","大江戶町","0","0","1","0","0","1","10041201","bgm_M223","2020/09/25 15:59:59","2020/09/18 16:00:00","0","0","201"
"bgm_M375","10042","不可思議之國","200","0","0","0","0","1","10042101","bgm_M375","2020/09/18 15:59:59","2020/09/04 16:00:00","0","0","201"
"bgm_M375","10042","不可思議之國","100","0","0","0","0","1","10042201","bgm_M375","2020/09/18 15:59:59","2020/09/04 16:00:00","0","0","201"
"bgm_M237","10043","晴雨海灘","100","0","1","0","0","1","10043101","bgm_M237","2020/10/26 15:59:59","2020/10/19 16:00:00","0","12","201"
"bgm_M237","10043","晴雨海灘","0","0","0","0","0","1","10043201","bgm_M237","2020/10/26 15:59:59","2020/10/19 16:00:00","0","0","201"
"bgm_M380A","10044","祈願海岸周圍","90","0","1","0","0","1","10044101","bgm_M380A","2020/11/16 15:59:59","2020/11/02 16:00:00","0","0","201"
"bgm_M380B","10044","繁星降臨的銀河","0","0","2","0","0","1","10044102","bgm_M380B_02","2020/11/16 15:59:59","2020/11/02 16:00:00","0","0","201"
"bgm_M380B","10044","繁星降臨的銀河","0","0","0","0","0","1","10044201","bgm_M380B_02","2020/11/16 15:59:59","2020/11/02 16:00:00","0","0","201"
"bgm_M245","10045","真步真步王國避暑聖地？","150","0","0","0","0","1","10045101","bgm_M245_02","2020/11/24 15:59:59","2020/11/17 16:00:00","0","0","201"
"bgm_M245","10045","真步真步王國避暑聖地？","0","0","0","0","0","1","10045201","bgm_M245_02","2020/11/24 15:59:59","2020/11/17 16:00:00","0","0","201"
"bgm_M393","10046","海灘運動公園","122","0","0","0","0","1","10046101","bgm_M393","2020/12/18 15:59:59","2020/12/04 16:00:00","0","0","201"
"bgm_M393","10046","海灘運動公園","0","0","0","0","0","1","10046201","bgm_M393","2020/12/18 15:59:59","2020/12/04 16:00:00","0","0","201"
"bgm_M254","10047","聖德蕾莎女子學院","70","0","1","0","0","1","10047101","bgm_M254","2020/12/25 15:59:59","2020/12/18 16:00:00","0","0","201"
"bgm_M254","10047","聖德蕾莎女子學院","0","0","0","0","0","1","10047201","bgm_M254","2020/12/25 15:59:59","2020/12/18 16:00:00","0","0","201"
"bgm_M403","10048","王城蘭德索爾","80","0","1","0","0","1","10048101","bgm_M403","2021/01/14 15:59:59","2020/12/31 16:00:00","0","0","201"
"bgm_M403","10048","王城蘭德索爾","0","0","1","0","0","1","10048201","bgm_M403","2021/01/14 15:59:59","2020/12/31 16:00:00","0","0","201"
"bgm_M265","10049","鬼屋附近地區","0","0","1","0","0","1","10049101","bgm_M265_Top","2021/01/25 15:59:59","2021/01/18 16:00:00","0","0","201"
"bgm_M265","10049","鬼魂墓地","0","0","2","0","1","1","10049102","bgm_M265_Top","2021/01/25 15:59:59","2021/01/18 16:00:00","202","0","201"
"bgm_M265","10049","鬼魂墓地","0","0","1","0","0","1","10049201","bgm_M265_Top","2021/01/25 15:59:59","2021/01/18 16:00:00","0","0","201"
"bgm_M413","10050","萬聖節樂園","128","0","0","0","0","1","10050101","bgm_M413","2021/02/15 15:59:59","2021/02/01 16:00:00","0","0","201"
"bgm_M413","10050","萬聖節樂園","0","0","0","0","0","1","10050201","bgm_M413","2021/02/15 15:59:59","2021/02/01 16:00:00","0","0","201"
"bgm_M273","10051","艾爾皮斯島 開墾營地一帶","90","0","0","0","0","1","10051101","bgm_M273","2021/02/26 15:59:59","2021/02/19 16:00:00","0","0","201"
"bgm_M273","10051","艾爾皮斯島 開墾營地一帶","0","0","0","0","0","1","10051201","bgm_M273","2021/02/26 15:59:59","2021/02/19 16:00:00","0","0","201"
"bgm_M421","10052","王城蘭德索爾","90","0","1","0","0","1","10052101","bgm_M421","2021/03/16 15:59:59","2021/03/02 16:00:00","0","0","201"
"bgm_M421","10052","王城蘭德索爾","0","0","1","0","0","1","10052201","bgm_M421","2021/03/16 15:59:59","2021/03/02 16:00:00","0","0","201"
"bgm_M228","10053","蘭德索爾近郊","70","0","1","0","0","1","10053101","bgm_M228","2021/04/27 15:59:59","2021/04/16 16:00:00","0","0","201"
"bgm_M228","10053","郊外的村莊","0","0","2","0","0","1","10053102","bgm_M228","2021/04/27 15:59:59","2021/04/16 16:00:00","0","0","201"
"bgm_M228","10053","郊外的村莊","0","0","1","0","0","1","10053201","bgm_M228","2021/04/27 15:59:59","2021/04/16 16:00:00","0","0","201"
"bgm_M426","10054","名媛初登夢想秘境會場","60","0","1","0","0","1","10054101","bgm_M426","2021/04/15 15:59:59","2021/04/01 16:00:00","0","0","201"
"bgm_M426","10054","名媛初登夢想秘境會場","0","0","1","0","0","1","10054201","bgm_M426","2021/04/15 15:59:59","2021/04/01 16:00:00","0","0","201"
"bgm_M281","10055","王都蘭德索爾 郊外","0","0","1","0","0","1","10055101","bgm_M281","2021/03/24 15:59:59","2021/03/17 16:00:00","0","0","201"
"bgm_M281","10055","王都蘭德索爾 中央廣場","0","0","2","0","0","1","10055102","bgm_M281","2021/03/24 15:59:59","2021/03/17 16:00:00","0","11","201"
"bgm_M281","10055","王都蘭德索爾 中央廣場","0","0","1","0","0","1","10055201","bgm_M281","2021/03/24 15:59:59","2021/03/17 16:00:00","0","0","201"
"bgm_M435","10056","港小鎮‧大間","95","0","1","0","0","1","10056101","bgm_M435","2021/05/18 15:59:59","2021/05/04 16:00:00","0","0","201"
"bgm_M435","10056","港小鎮‧大間","0","0","1","0","0","1","10056201","bgm_M435","2021/05/18 15:59:59","2021/05/04 16:00:00","0","0","201"
"bgm_M294","10057","公會競速賽　1區→2區","30","0","1","0","0","1","10057101","bgm_M294","2021/05/26 15:59:59","2021/05/19 16:00:00","0","0","201"
"bgm_M294","10057","公會競速賽　3區→4區","30","0","2","0","0","1","10057102","bgm_M294","2021/05/26 15:59:59","2021/05/19 16:00:00","0","0","201"
"bgm_M294","10057","公會競速賽　3區→4區","0","0","1","0","0","1","10057201","bgm_M294","2021/05/26 15:59:59","2021/05/19 16:00:00","0","0","201"
"bgm_M442A","10058","蘭德索爾近郊","70","0","1","0","0","1","10058101","bgm_M442A","2021/06/22 15:59:59","2021/06/02 16:00:00","0","0","201"
"bgm_M442A","10058","蘭德索爾近郊","0","0","0","0","0","1","10058201","bgm_M442A","2021/06/22 15:59:59","2021/06/02 16:00:00","0","0","201"
"bgm_M442B","10059","精靈族之村　純淨的森林","25","0","0","0","0","1","10059101","bgm_M442B","2021/06/22 15:59:59","2021/06/12 16:00:00","0","0","201"
"bgm_M442B","10059","精靈族之村　純淨的森林","0","0","0","0","0","1","10059201","bgm_M442B","2021/06/22 15:59:59","2021/06/12 16:00:00","0","0","201"
"bgm_M316","10060","王城蘭德索爾","90","0","1","0","0","1","10060101","bgm_M316","2021/06/25 15:59:59","2021/06/18 16:00:00","0","0","201"
"bgm_M316","10060","王城蘭德索爾","0","0","1","0","0","1","10060201","bgm_M316","2021/06/25 15:59:59","2021/06/18 16:00:00","0","0","201"
"bgm_M451","10061","蘭德索爾近郊","0","0","1","0","0","1","10061101","bgm_M451","2021/07/19 15:59:59","2021/07/05 16:00:00","0","0","201"
"bgm_M451","10061","邊境之地","0","0","2","0","0","1","10061102","bgm_M451","2021/07/19 15:59:59","2021/07/05 16:00:00","0","0","201"
"bgm_M451","10061","邊境之地","0","0","0","0","0","1","10061201","bgm_M451","2021/07/19 15:59:59","2021/07/05 16:00:00","0","0","201"
"bgm_M330","10062","蘭德索爾近郊","70","0","1","0","0","1","10062101","bgm_M330","2021/08/25 15:59:59","2021/08/09 16:00:00","0","0","201"
"bgm_M330","10062","蘭德索爾近郊","0","0","0","0","0","1","10062201","bgm_M330","2021/08/25 15:59:59","2021/08/09 16:00:00","0","0","201"
"bgm_M341","10063","繆思小鎮","40","0","0","0","0","1","10063101","bgm_M341","2021/08/25 15:59:59","2021/08/17 16:00:00","0","0","201"
"bgm_M341","10063","繆思小鎮","0","0","0","0","0","1","10063201","bgm_M341","2021/08/25 15:59:59","2021/08/17 16:00:00","0","0","201"
"bgm_M457","10064","聖德蕾莎女子學院 聖學祭會場","91","0","1","0","0","1","10064101","bgm_M457","2021/08/16 15:59:59","2021/08/02 16:00:00","0","0","201"
"bgm_M457","10064","聖德蕾莎女子學院 聖學祭會場","0","0","0","0","0","1","10064201","bgm_M457","2021/08/16 15:59:59","2021/08/02 16:00:00","0","0","201"
"bgm_M343","10065","聖德蕾莎女子學院","45","0","1","0","0","1","10065101","bgm_M343","2021/07/26 15:59:59","2021/07/19 16:00:00","0","0","201"
"bgm_M343","10065","聖德蕾莎女子學院","0","0","0","0","0","1","10065201","bgm_M343","2021/07/26 15:59:59","2021/07/19 16:00:00","0","0","201"
"bgm_M467","10066","不同時間軸的蘭德索爾","90","0","1","0","0","1","10066101","bgm_M467","2021/09/15 15:59:59","2021/09/01 16:00:00","0","0","201"
"bgm_M467","10066","時光隧道","0","0","2","0","0","1","10066102","bgm_M467","2021/09/15 15:59:59","2021/09/01 16:00:00","0","0","201"
"bgm_M467","10066","時光隧道","0","0","0","0","0","1","10066201","bgm_M467","2021/09/15 15:59:59","2021/09/01 16:00:00","0","0","201"
"bgm_M351","10067","伊麗莎白牧場","0","0","1","0","0","1","10067101","bgm_M351","2021/09/24 15:59:59","2021/09/17 16:00:00","0","0","201"
"bgm_M351","10067","王城蘭德索爾","0","0","2","0","0","1","10067102","bgm_M351","2021/09/24 15:59:59","2021/09/17 16:00:00","0","0","201"
"bgm_M351","10067","伊麗莎白牧場","0","0","3","0","0","1","10067103","bgm_M351","2021/09/24 15:59:59","2021/09/17 16:00:00","0","0","201"
"bgm_M351","10067","伊麗莎白牧場","0","0","1","0","0","1","10067201","bgm_M351","2021/09/24 15:59:59","2021/09/17 16:00:00","0","0","201"
"bgm_M478","10068","玩具工廠","0","40","1","0","0","1","10068101","bgm_M478_Lofi","2021/10/15 15:59:59","2021/10/01 16:00:00","0","0","201"
"bgm_M478","10068","王城蘭德索爾","0","0","2","0","0","1","10068102","bgm_M478_Lofi","2021/10/15 15:59:59","2021/10/01 16:00:00","0","0","201"
"bgm_M478","10068","王城蘭德索爾","0","0","0","0","0","1","10068201","bgm_M478_Lofi","2021/10/15 15:59:59","2021/10/01 16:00:00","0","0","201"
"bgm_M375","10069","不可思議之國","200","0","0","0","0","1","10069101","bgm_M375","2021/10/25 15:59:59","2021/10/18 16:00:00","0","0","201"
"bgm_M375","10069","不可思議之國","100","0","0","0","0","1","10069201","bgm_M375","2021/10/25 15:59:59","2021/10/18 16:00:00","0","0","201"
