f602b7035ccc6a17d55655762fb9339325256c005bf4cfae0731a995900013a5,6c12427feeb35158a231240f13af8aa3bc58ce3afefb7803476d0d37eb497a61,20ab344af63c29f6cc74449b7be7d6a4ad22cc3a127f4c223a2d263cf7375ef0,b9ec707f617c95f5f208f5ee31e1e0ebb88c12ee00d5dd4eeebf25ba752e2146,17424e9643c59df383b8fc9deaf793f656fbeedac802e686cd510d2a9f1c69c7,adf289c3c2f420d1f95870ed43c41922dcc19edc71fb0cbdd110f4ddda007ff6,57b7bcfd3c8740b41e78644e1e62a0732f6f250953816b58da1eaed96ee0ac37,f77cacc0fa9ae9f6b787e397cde0e0825c7e62fdd3ddfa5876428ea5a1dcc450,1b7c391185498177d604858bc64cded88f19353d1b0a58b77336d940b24940d0,2156c2fc5350e6fe89946b751515b2a0257291e3c000051da219a5c2abffa99b,8f359da71610b872c6e8e1e04b3dd62ce46e802653e850b429fbc851cafcb6c9,8570d4e9c7ae4e4f9985461da07c175266bca78997a929b4454a0111678215ae
"0","383","36","0","318","8","100580136","0","0.733","0","1005801","1"
"1","0","37","0","0","0","100580137","0","0","1.868","1005801","4"
"0","340","38","0","0","9","100580138","0","1.764","0","1005801","1"
"1","0","39","0","0","0","100580139","0","0","2.905","1005801","4"
"0","340","40","0","340","9","100580140","0","0.969","0","1005801","1"
"1","0","41","0","0","0","100580141","0","0","0.969","1005801","4"
"0","0","42","0","0","10","100580142","0","0.808","0","1005801","1"
"1","0","43","0","0","0","100580143","0","0","2.8","1005801","4"
"0","0","44","vo_ske","0","0","100580144","vo_ske_0107","0","0","1005801","2"
"0","52","45","0","0","10","100580145","0","0.25","0","1005801","1"
"1","0","46","0","0","0","100580146","0","0","0.25","1005801","4"
"0","328","47","0","52","10","100580147","0","1.817","0","1005801","1"
"1","0","48","0","0","0","100580148","0","0","3.312","1005801","4"
"0","389","49","0","328","10","100580149","0","0.666","0","1005801","1"
"1","0","50","0","0","0","100580150","0","0","1.17","1005801","4"
"0","0","51","0","0","11","100580151","0","1.616","0","1005801","1"
"1","0","52","0","0","0","100580152","0","0","4.15","1005801","4"
"0","0","53","vo_ske","0","0","100580153","vo_ske_0108","0","0","1005801","2"
"0","142","54","0","0","11","100580154","0","1.198","0","1005801","1"
"1","0","55","0","0","0","100580155","0","0","2.442","1005801","4"
"0","267","56","0","142","11","100580156","0","1.934","0","1005801","1"
"1","0","57","0","0","0","100580157","0","0","4.434","1005801","4"
"1","0","1","0","0","0","100580201","0","0","0.8","1005802","4"
"0","0","2","vo_ske","0","0","100580202","vo_ske_0201","0","0","1005802","2"
"0","202","3","0","0","1","100580203","0","1.122","0","1005802","1"
"1","0","4","0","0","0","100580204","0","0","1.689","1005802","4"
"0","370","5","0","202","1","100580205","0","1.13","0","1005802","1"
"1","0","6","0","0","0","100580206","0","0","2.883","1005802","4"
"0","0","7","vo_ske","0","0","100580207","vo_ske_0202","0","0","1005802","2"
"0","249","8","0","0","2","100580208","0","1.057","0","1005802","1"
"1","0","9","0","0","0","100580209","0","0","1.962","1005802","4"
"0","367","10","0","249","2","100580210","0","1.166","0","1005802","1"
"1","0","11","0","0","0","100580211","0","0","1.747","1005802","4"
"0","78","12","0","0","3","100580212","0","1.216","0","1005802","1"
"1","0","13","0","0","0","100580213","0","0","1.216","1005802","4"
"0","389","14","0","78","3","100580214","0","1.868","0","1005802","1"
"1","0","15","0","0","0","100580215","0","0","3.78","1005802","4"
"0","0","16","vo_ske","0","0","100580216","vo_ske_0203","0","0","1005802","2"
"0","252","17","0","0","4","100580217","0","0.655","0","1005802","1"
"1","0","18","0","0","0","100580218","0","0","1.632","1005802","4"
"0","366","19","0","252","4","100580219","0","1.586","0","1005802","1"
"1","0","20","0","0","0","100580220","0","0","2.357","1005802","4"
"0","366","21","0","366","4","100580221","0","0.386","0","1005802","1"
"1","0","22","0","0","0","100580222","0","0","0.386","1005802","4"
"0","0","23","0","0","5","100580223","0","0.872","0","1005802","1"
"1","0","24","0","0","0","100580224","0","0","3.189","1005802","4"
"0","0","25","vo_ske","0","0","100580225","vo_ske_0204","0","0","1005802","2"
"0","137","26","0","0","5","100580226","0","1.065","0","1005802","1"
"1","0","27","0","0","0","100580227","0","0","1.882","1005802","4"
"0","400","28","0","137","5","100580228","0","0.888","0","1005802","1"
"1","0","29","0","0","0","100580229","0","0","0.888","1005802","4"
"0","0","30","0","0","6","100580230","0","0.607","0","1005802","1"
"1","0","31","0","0","0","100580231","0","0","1.21","1005802","4"
"0","53","32","0","0","6","100580232","0","0.933","0","1005802","1"
"1","0","33","0","0","0","100580233","0","0","2.332","1005802","4"
"0","360","34","0","53","6","100580234","0","1.649","0","1005802","1"
"1","0","35","0","0","0","100580235","0","0","4.223","1005802","4"
"0","0","36","vo_ske","0","0","100580236","vo_ske_0205","0","0","1005802","2"
"0","81","37","0","0","7","100580237","0","0.349","0","1005802","1"
"1","0","38","0","0","0","100580238","0","0","1.46","1005802","4"
"0","350","39","0","81","7","100580239","0","1.532","0","1005802","1"
"1","0","40","0","0","0","100580240","0","0","2.11","1005802","4"
"0","350","41","0","350","7","100580241","0","0.341","0","1005802","1"
"1","0","42","0","0","0","100580242","0","0","0.341","1005802","4"
"0","0","43","0","0","8","100580243","0","1.202","0","1005802","1"
"1","0","44","0","0","0","100580244","0","0","3.101","1005802","4"
"0","0","45","vo_ske","0","0","100580245","vo_ske_0206","0","0","1005802","2"
"0","49","46","0","0","8","100580246","0","0.706","0","1005802","1"
"1","0","47","0","0","0","100580247","0","0","1.796","1005802","4"
"0","377","48","0","49","8","100580248","0","1.854","0","1005802","1"
"1","0","49","0","0","0","100580249","0","0","2.709","1005802","4"
"0","55","50","0","0","9","100580250","0","1.202","0","1005802","1"
"1","0","51","0","0","0","100580251","0","0","3.52","1005802","4"
"0","0","52","vo_ske","0","0","100580252","vo_ske_0207","0","0","1005802","2"
"0","100","53","0","55","9","100580253","0","0.754","0","1005802","1"
"1","0","54","0","0","0","100580254","0","0","1.291","1005802","4"
"0","350","55","0","100","9","100580255","0","0.505","0","1005802","1"
"1","0","56","0","0","0","100580256","0","0","2.624","1005802","4"
"0","0","57","vo_ske","0","0","100580257","vo_ske_0208","0","0","1005802","2"
"0","220","58","0","0","10","100580258","0","1.061","0","1005802","1"
"1","0","59","0","0","0","100580259","0","0","1.6","1005802","4"
"0","380","60","0","220","10","100580260","0","1.645","0","1005802","1"
"1","0","61","0","0","0","100580261","0","0","2.3","1005802","4"
"0","240","62","0","0","11","100580262","0","1.616","0","1005802","1"
"1","0","63","0","0","0","100580263","0","0","3.913","1005802","4"
"0","0","64","vo_ske","0","0","100580264","vo_ske_0209","0","0","1005802","2"
"0","128","65","0","0","12","100580265","0","1.258","0","1005802","1"
"1","0","66","0","0","0","100580266","0","0","3.579","1005802","4"
"0","0","67","vo_ske","0","0","100580267","vo_ske_0210","0","0","1005802","2"
"0","280","68","0","0","13","100580268","0","1.496","0","1005802","1"
"1","0","69","0","0","0","100580269","0","0","3.996","1005802","4"
"1","0","1","0","0","0","100580301","0","0","0.8","1005803","4"
"0","0","2","vo_ske","0","0","100580302","vo_ske_0301","0","0","1005803","2"
"0","160","3","0","0","1","100580303","0","1.797","0","1005803","1"
"1","0","4","0","0","0","100580304","0","0","2.514","1005803","4"
"0","339","5","0","160","1","100580305","0","0.612","0","1005803","1"
"1","0","6","0","0","0","100580306","0","0","0.612","1005803","4"
"0","163","7","0","0","2","100580307","0","0.464","0","1005803","1"
"1","0","8","0","0","0","100580308","0","0","0.889","1005803","4"
"0","163","9","0","163","2","100580309","0","1.164","0","1005803","1"
"1","0","10","0","0","0","100580310","0","0","2.59","1005803","4"
"0","0","11","vo_ske","0","0","100580311","vo_ske_0302","0","0","1005803","2"
"0","421","12","0","163","2","100580312","0","1.185","0","1005803","1"
"1","0","13","0","0","0","100580313","0","0","1.185","1005803","4"
"0","0","14","0","0","3","100580314","0","0.952","0","1005803","1"
"1","0","15","0","0","0","100580315","0","0","1.747","1005803","4"
"0","295","16","0","0","3","100580316","0","0.961","0","1005803","1"
"1","0","17","0","0","0","100580317","0","0","2.398","1005803","4"
"0","0","18","vo_ske","0","0","100580318","vo_ske_0303","0","0","1005803","2"
"0","150","19","0","0","4","100580319","0","1.401","0","1005803","1"
"1","0","20","0","0","0","100580320","0","0","1.935","1005803","4"
"0","356","21","0","150","4","100580321","0","1.288","0","1005803","1"
"1","0","22","0","0","0","100580322","0","0","2.418","1005803","4"
"0","0","23","vo_ske","0","0","100580323","vo_ske_0304","0","0","1005803","2"
"0","0","24","0","0","5","100580324","0","0.619","0","1005803","1"
"1","0","25","0","0","0","100580325","0","0","1.407","1005803","4"
"0","0","26","0","0","5","100580326","0","2.1","0","1005803","1"
"1","0","27","0","0","0","100580327","0","0","4.561","1005803","4"
"0","0","28","vo_ske","0","0","100580328","vo_ske_0305","0","0","1005803","2"
"0","318","29","0","0","5","100580329","0","2.309","0","1005803","1"
"1","0","30","0","0","0","100580330","0","0","3.378","1005803","4"
"0","101","31","0","0","6","100580331","0","0.664","0","1005803","1"
"1","0","32","0","0","0","100580332","0","0","1.555","1005803","4"
"0","366","33","0","101","6","100580333","0","1.706","0","1005803","1"
"1","0","34","0","0","0","100580334","0","0","4.399","1005803","4"
"0","0","35","vo_ske","0","0","100580335","vo_ske_0306","0","0","1005803","2"
"0","209","36","0","0","7","100580336","0","2.137","0","1005803","1"
"1","0","37","0","0","0","100580337","0","0","3.014","1005803","4"
"0","382","38","0","209","7","100580338","0","0.788","0","1005803","1"
"1","0","39","0","0","0","100580339","0","0","2.288","1005803","4"
"0","0","40","vo_ske","0","0","100580340","vo_ske_0307","0","0","1005803","2"
"0","290","41","0","0","8","100580341","0","2.054","0","1005803","1"
"1","0","42","0","0","0","100580342","0","0","2.931","1005803","4"
"0","410","43","0","290","8","100580343","0","0.801","0","1005803","1"
"1","0","44","0","0","0","100580344","0","0","1.48","1005803","4"
"0","347","45","0","0","9","100580345","0","2.75","0","1005803","1"
"1","0","46","0","0","0","100580346","0","0","5.052","1005803","4"
"0","0","47","vo_ske","0","0","100580347","vo_ske_0308","0","0","1005803","2"
"0","60","48","0","0","10","100580348","0","0.527","0","1005803","1"
"1","0","49","0","0","0","100580349","0","0","1.38","1005803","4"
"0","230","50","0","60","10","100580350","0","1.473","0","1005803","1"
"1","0","51","0","0","0","100580351","0","0","1.759","1005803","4"
"0","354","52","0","230","10","100580352","0","0.68","0","1005803","1"
"1","0","53","0","0","0","100580353","0","0","1.838","1005803","4"
"0","0","54","vo_ske","0","0","100580354","vo_ske_0309","0","0","1005803","2"
"0","71","55","0","0","11","100580355","0","0.477","0","1005803","1"
"1","0","56","0","0","0","100580356","0","0","1.108","1005803","4"
"0","323","57","0","71","11","100580357","0","2.144","0","1005803","1"
"1","0","58","0","0","0","100580358","0","0","3.802","1005803","4"
"0","0","59","vo_ske","0","0","100580359","vo_ske_0310","0","0","1005803","2"
"0","93","60","0","0","12","100580360","0","1.251","0","1005803","1"
"1","0","61","0","0","0","100580361","0","0","2.672","1005803","4"
"0","247","62","0","93","12","100580362","0","0.65","0","1005803","1"
"1","0","63","0","0","0","100580363","0","0","1.349","1005803","4"
"0","375","64","0","247","12","100580364","0","0.589","0","1005803","1"
"1","0","65","0","0","0","100580365","0","0","3.089","1005803","4"
"1","0","1","0","0","0","100580401","0","0","0.8","1005804","4"
"0","0","2","vo_ske","0","0","100580402","vo_ske_0401","0","0","1005804","2"
"0","186","3","0","0","1","100580403","0","1.769","0","1005804","1"
"1","0","4","0","0","0","100580404","0","0","3.723","1005804","4"
"0","0","5","vo_ske","0","0","100580405","vo_ske_0402","0","0","1005804","2"
"0","106","6","0","0","2","100580406","0","0.818","0","1005804","1"
"1","0","7","0","0","0","100580407","0","0","1.553","1005804","4"
"0","258","8","0","106","2","100580408","0","1.87","0","1005804","1"
"1","0","9","0","0","0","100580409","0","0","2.537","1005804","4"
"0","410","10","0","258","2","100580410","0","0.487","0","1005804","1"
"1","0","11","0","0","0","100580411","0","0","0.487","1005804","4"
"0","77","12","0","0","3","100580412","0","0.822","0","1005804","1"
"1","0","13","0","0","0","100580413","0","0","2.459","1005804","4"
"0","400","14","0","77","3","100580414","0","1.696","0","1005804","1"
"1","0","15","0","0","0","100580415","0","0","2.551","1005804","4"
"0","400","16","0","400","3","100580416","0","0.688","0","1005804","1"
"1","0","17","0","0","0","100580417","0","0","1.121","1005804","4"
"0","0","18","0","0","4","100580418","0","1.807","0","1005804","1"
"1","0","19","0","0","0","100580419","0","0","4.87","1005804","4"
"0","0","20","vo_ske","0","0","100580420","vo_ske_0403","0","0","1005804","2"
"0","93","21","0","0","4","100580421","0","0.78","0","1005804","1"
"1","0","22","0","0","0","100580422","0","0","2.288","1005804","4"
"0","324","23","0","93","4","100580423","0","1.497","0","1005804","1"
"1","0","24","0","0","0","100580424","0","0","3.177","1005804","4"
"0","0","25","vo_ske","0","0","100580425","vo_ske_0404","0","0","1005804","2"
"0","114","26","0","0","5","100580426","0","0.729","0","1005804","1"
"1","0","27","0","0","0","100580427","0","0","1.799","1005804","4"
"0","192","28","0","114","5","100580428","0","0.823","0","1005804","1"
"1","0","29","0","0","0","100580429","0","0","1.447","1005804","4"
"0","287","30","0","192","5","100580430","0","0.982","0","1005804","1"
"1","0","31","0","0","0","100580431","0","0","1.587","1005804","4"
"0","430","32","0","287","5","100580432","0","0.639","0","1005804","1"
"1","0","33","0","0","0","100580433","0","0","0.639","1005804","4"
"0","0","34","0","0","6","100580434","0","1.712","0","1005804","1"
"1","0","35","0","0","0","100580435","0","0","3.735","1005804","4"
"0","0","36","vo_ske","0","0","100580436","vo_ske_0405","0","0","1005804","2"
"0","201","37","0","0","6","100580437","0","0.793","0","1005804","1"
"1","0","38","0","0","0","100580438","0","0","2.073","1005804","4"
"0","201","39","0","201","6","100580439","0","0.405","0","1005804","1"
"1","0","40","0","0","0","100580440","0","0","1.081","1005804","4"
"0","293","41","0","201","6","100580441","0","0.962","0","1005804","1"
"1","0","42","0","0","0","100580442","0","0","3.994","1005804","4"
"0","0","43","vo_ske","0","0","100580443","vo_ske_0406","0","0","1005804","2"
"0","259","44","0","0","7","100580444","0","0.869","0","1005804","1"
"1","0","45","0","0","0","100580445","0","0","2.298","1005804","4"
"0","0","46","vo_ske","0","0","100580446","vo_ske_0407","0","0","1005804","2"
"0","389","47","0","259","7","100580447","0","1.07","0","1005804","1"
"1","0","48","0","0","0","100580448","0","0","2.401","1005804","4"
"0","0","49","vo_ske","0","0","100580449","vo_ske_0408","0","0","1005804","2"
"0","167","50","0","0","8","100580450","0","0.939","0","1005804","1"
"1","0","51","0","0","0","100580451","0","0","0.939","1005804","4"
"0","167","52","0","167","8","100580452","0","0.816","0","1005804","1"
"1","0","53","0","0","0","100580453","0","0","2.428","1005804","4"
"0","0","54","vo_ske","0","0","100580454","vo_ske_0409","0","0","1005804","2"
"0","211","55","0","167","8","100580455","0","0.626","0","1005804","1"
"1","0","56","0","0","0","100580456","0","0","1.776","1005804","4"
"0","390","57","0","211","8","100580457","0","1.439","0","1005804","1"
"1","0","58","0","0","0","100580458","0","0","1.439","1005804","4"
"0","60","59","0","0","9","100580459","0","0.447","0","1005804","1"
"1","0","60","0","0","0","100580460","0","0","2.012","1005804","4"
"0","0","61","vo_ske","0","0","100580461","vo_ske_0410","0","0","1005804","2"
"0","155","62","0","60","9","100580462","0","0.504","0","1005804","1"
"1","0","63","0","0","0","100580463","0","0","1.659","1005804","4"
"0","335","64","0","155","9","100580464","0","0.488","0","1005804","1"
"1","0","65","0","0","0","100580465","0","0","3.099","1005804","4"
"0","0","66","vo_ske","0","0","100580466","vo_ske_0411","0","0","1005804","2"
"0","93","67","0","0","10","100580467","0","0.743","0","1005804","1"
"1","0","68","0","0","0","100580468","0","0","1.683","1005804","4"
"0","319","69","0","93","10","100580469","0","2.16","0","1005804","1"
"1","0","70","0","0","0","100580470","0","0","3.689","1005804","4"
"0","284","71","0","0","11","100580471","0","1.846","0","1005804","1"
"1","0","72","0","0","0","100580472","0","0","4.239","1005804","4"
"0","0","73","vo_ske","0","0","100580473","vo_ske_0412","0","0","1005804","2"
"0","90","74","0","0","12","100580474","0","0.584","0","1005804","1"
"1","0","75","0","0","0","100580475","0","0","1.837","1005804","4"
"0","330","76","0","90","12","100580476","0","1.393","0","1005804","1"
"1","0","77","0","0","0","100580477","0","0","3.893","1005804","4"
"1","0","1","0","0","0","100580501","0","0","0.8","1005805","4"
"0","0","2","vo_ske","0","0","100580502","vo_ske_0501","0","0","1005805","2"
"0","136","3","0","0","1","100580503","0","1.013","0","1005805","1"
"1","0","4","0","0","0","100580504","0","0","1.598","1005805","4"
"0","399","5","0","136","1","100580505","0","1.062","0","1005805","1"
"1","0","6","0","0","0","100580506","0","0","2.428","1005805","4"
"0","0","7","vo_ske","0","0","100580507","vo_ske_0502","0","0","1005805","2"
"0","137","8","0","0","2","100580508","0","1.244","0","1005805","1"
"1","0","9","0","0","0","100580509","0","0","1.839","1005805","4"
"0","357","10","0","137","2","100580510","0","1.989","0","1005805","1"
"1","0","11","0","0","0","100580511","0","0","3.898","1005805","4"
"0","0","12","vo_ske","0","0","100580512","vo_ske_0503","0","0","1005805","2"
"0","220","13","0","0","3","100580513","0","1.43","0","1005805","1"
"1","0","14","0","0","0","100580514","0","0","1.915","1005805","4"
"0","365","15","0","220","3","100580515","0","0.906","0","1005805","1"
"1","0","16","0","0","0","100580516","0","0","2.75","1005805","4"
"0","0","17","vo_ske","0","0","100580517","vo_ske_0504","0","0","1005805","2"
"0","100","18","0","0","4","100580518","0","1.11","0","1005805","1"
"1","0","19","0","0","0","100580519","0","0","1.656","1005805","4"
"0","320","20","0","100","4","100580520","0","1.445","0","1005805","1"
"1","0","21","0","0","0","100580521","0","0","1.899","1005805","4"
"0","408","22","0","320","4","100580522","0","0.574","0","1005805","1"
"1","0","23","0","0","0","100580523","0","0","2.491","1005805","4"
"0","0","24","vo_ske","0","0","100580524","vo_ske_0505","0","0","1005805","2"
"0","167","25","0","0","5","100580525","0","1.192","0","1005805","1"
"1","0","26","0","0","0","100580526","0","0","1.943","1005805","4"
"0","316","27","0","167","5","100580527","0","0.864","0","1005805","1"
"1","0","28","0","0","0","100580528","0","0","1.47","1005805","4"
"0","376","29","0","316","5","100580529","0","0.713","0","1005805","1"
"1","0","30","0","0","0","100580530","0","0","3.073","1005805","4"
"0","0","31","vo_ske","0","0","100580531","vo_ske_0506","0","0","1005805","2"
"0","139","32","0","0","6","100580532","0","1.159","0","1005805","1"
"1","0","33","0","0","0","100580533","0","0","1.779","1005805","4"
"0","391","34","0","139","6","100580534","0","1.634","0","1005805","1"
"1","0","35","0","0","0","100580535","0","0","5.206","1005805","4"
"0","0","36","vo_ske","0","0","100580536","vo_ske_0507","0","0","1005805","2"
"0","202","37","0","0","7","100580537","0","1.363","0","1005805","1"
"1","0","38","0","0","0","100580538","0","0","2.334","1005805","4"
"0","343","39","0","202","7","100580539","0","1.128","0","1005805","1"
"1","0","40","0","0","0","100580540","0","0","3.267","1005805","4"
"0","0","41","vo_ske","0","0","100580541","vo_ske_0508","0","0","1005805","2"
"0","319","42","0","0","8","100580542","0","2.341","0","1005805","1"
"1","0","43","0","0","0","100580543","0","0","3.817","1005805","4"
"0","413","44","0","319","8","100580544","0","0.614","0","1005805","1"
"1","0","45","0","0","0","100580545","0","0","1.798","1005805","4"
"0","286","46","0","0","9","100580546","0","1.942","0","1005805","1"
"1","0","47","0","0","0","100580547","0","0","4.447","1005805","4"
"0","0","48","vo_ske","0","0","100580548","vo_ske_0509","0","0","1005805","2"
"0","95","49","0","0","10","100580549","0","0.441","0","1005805","1"
"1","0","50","0","0","0","100580550","0","0","1.691","1005805","4"
"0","382","51","0","95","10","100580551","0","2.177","0","1005805","1"
"1","0","52","0","0","0","100580552","0","0","4.215","1005805","4"
"0","0","53","vo_ske","0","0","100580553","vo_ske_0510","0","0","1005805","2"
"0","154","54","0","0","11","100580554","0","1.116","0","1005805","1"
"1","0","55","0","0","0","100580555","0","0","2.252","1005805","4"
"0","380","56","0","154","11","100580556","0","2.025","0","1005805","1"
"1","0","57","0","0","0","100580557","0","0","4.486","1005805","4"
"0","0","58","vo_ske","0","0","100580558","vo_ske_0511","0","0","1005805","2"
"0","93","59","0","0","12","100580559","0","0.473","0","1005805","1"
"1","0","60","0","0","0","100580560","0","0","1.015","1005805","4"
"0","164","61","0","93","12","100580561","0","0.759","0","1005805","1"
"1","0","62","0","0","0","100580562","0","0","2.172","1005805","4"
"0","362","63","0","0","13","100580563","0","2.606","0","1005805","1"
"1","0","64","0","0","0","100580564","0","0","5.313","1005805","4"
"0","0","65","vo_ske","0","0","100580565","vo_ske_0512","0","0","1005805","2"
"0","113","66","0","0","14","100580566","0","1.072","0","1005805","1"
"1","0","67","0","0","0","100580567","0","0","2.416","1005805","4"
"0","362","68","0","113","14","100580568","0","1.331","0","1005805","1"
"1","0","69","0","0","0","100580569","0","0","3.831","1005805","4"
"1","0","1","0","0","0","100590101","0","0","0.8","1005901","4"
"0","0","2","vo_ske","0","0","100590102","vo_ske_0601","0","0","1005901","2"
"0","320","3","0","0","1","100590103","0","1.86","0","1005901","1"
"1","0","4","0","0","0","100590104","0","0","2.5","1005901","4"
"0","380","5","0","320","1","100590105","0","1.2","0","1005901","1"
"1","0","6","0","0","0","100590106","0","0","3.1","1005901","4"
"0","0","7","vo_ske","0","0","100590107","vo_ske_0602","0","0","1005901","2"
"0","287","8","0","0","2","100590108","0","2.2","0","1005901","1"
"1","0","9","0","0","0","100590109","0","0","3.3","1005901","4"
"0","410","10","0","287","2","100590110","0","0.9","0","1005901","1"
"1","0","11","0","0","0","100590111","0","0","1.5","1005901","4"
"0","288","12","0","0","3","100590112","0","1.5","0","1005901","1"
"1","0","13","0","0","0","100590113","0","0","3.7","1005901","4"
"0","0","14","vo_ske","0","0","100590114","vo_ske_0603","0","0","1005901","2"
"0","410","15","0","288","3","100590115","0","1.5","0","1005901","1"
"1","0","16","0","0","0","100590116","0","0","1.5","1005901","4"
"0","87","17","0","0","4","100590117","0","0.3","0","1005901","1"
"1","0","18","0","0","0","100590118","0","0","1.5","1005901","4"
"0","246","19","0","87","4","100590119","0","0.8","0","1005901","1"
"1","0","20","0","0","0","100590120","0","0","1.5","1005901","4"
"0","378","21","0","246","4","100590121","0","1.9","0","1005901","1"
"1","0","22","0","0","0","100590122","0","0","4.5","1005901","4"
"0","0","23","vo_ske","0","0","100590123","vo_ske_0604","0","0","1005901","2"
"0","171","24","0","0","5","100590124","0","2.3","0","1005901","1"
"1","0","25","0","0","0","100590125","0","0","3.3","1005901","4"
"0","309","26","0","171","5","100590126","0","1.1","0","1005901","1"
"1","0","27","0","0","0","100590127","0","0","1.1","1005901","4"
"0","410","28","0","309","5","100590128","0","1.1","0","1005901","1"
"1","0","29","0","0","0","100590129","0","0","3.9","1005901","4"
"0","0","30","vo_ske","0","0","100590130","vo_ske_0605","0","0","1005901","2"
"0","52","31","0","0","6","100590131","0","0.5","0","1005901","1"
"1","0","32","0","0","0","100590132","0","0","1.7","1005901","4"
"0","109","33","0","52","6","100590133","0","1.2","0","1005901","1"
"1","0","34","0","0","0","100590134","0","0","1.9","1005901","4"
"0","292","35","0","109","6","100590135","0","0.9","0","1005901","1"
"1","0","36","0","0","0","100590136","0","0","2.6","1005901","4"
"0","0","37","vo_ske","0","0","100590137","vo_ske_0606","0","0","1005901","2"
"0","180","38","0","0","7","100590138","0","1.6","0","1005901","1"
"1","0","39","0","0","0","100590139","0","0","2","1005901","4"
"0","350","40","0","180","7","100590140","0","1","0","1005901","1"
"1","0","41","0","0","0","100590141","0","0","1","1005901","4"
"0","0","42","0","0","8","100590142","0","1.3","0","1005901","1"
"1","0","43","0","0","0","100590143","0","0","2.2","1005901","4"
"0","372","44","0","0","8","100590144","0","1.4","0","1005901","1"
"1","0","45","0","0","0","100590145","0","0","4","1005901","4"
"0","0","46","vo_ske","0","0","100590146","vo_ske_0607","0","0","1005901","2"
"0","130","47","0","0","9","100590147","0","1.1","0","1005901","1"
"1","0","48","0","0","0","100590148","0","0","1.8","1005901","4"
"0","253","49","0","130","9","100590149","0","1","0","1005901","1"
"1","0","50","0","0","0","100590150","0","0","2.3","1005901","4"
"0","400","51","0","253","9","100590151","0","1.4","0","1005901","1"
"1","0","52","0","0","0","100590152","0","0","3.4","1005901","4"
