d4ed562a59cbef511dcd5ffe1850378320137fe5f62cc883a6d9cc444939742f,2e3969aa3766c30d625f812be1d9edd37ac30dce807842e3365d717ddf9ec1c4,69f2703bb695ce3b847e34cbbb2870a4b5f40ad19c1782dc4d63b1c15fc4f148,f22cc1ba0aa95c7b892f630e38a98b6a026c7f2074524cef6c822401dabd3999,ab90ec9747f9bb3df5b332ddb8cb14f21c1fdd229323c94be7c95eceab631e63,11cf816a6972ebd67fde549a6336567f9a1fbab653420d539956c0e1125b7208,46783f17e4660c16be31a0455b51b7631fcb386721175d688b7b74815fd7f916,11e443ed5ccbbe59c282cb929dd27a4b334aecad5730b70c74505a41649e2395,f7aaed4140f0f3c34a5d3eee360c594bf679e079543d4dc8440c0de8dda657f9,a37a4227da23d4645238059af9987d91e50c48850ee154231b9602763ddf4799,ab89395fdc832d597449348f49de879cd48c342f0a647e855d19b737a8fb51cd,99cbda9c64c5002e903b8a289dd9a5a35b27bfe500df8865567ebe41f6c671c5,450f8e686b2a5b9825abfcbc76c21b3fc713c8f7f230753fd068cb3053f7209a,b6e8c499503ddd3d5dd6517851c6cac000ef6d54b48ee6b54660be1fedb0a483,336031f47b1138a74880ab7e2aa4c39f089839382b435e7ac64514d4815052aa,e91346d17626ab1809774249615f271f874aac9efdc4b736c908b6f2872ce1d2,b32057d2dfab326865bcb84bf484148ba4a7eeab854804119a2c80bcb08408ef,85ab91acdfcd78724ebbf748ea02d40ee9f7b9f20f9cdd10bfb03d166cc0495f,e7ff6c9b525053559833fe500cddfb5392ffa787c103665c7b5978327d806072,a58d171a406b1eb2927e89e129892343f620f950bc3dae05ad3728bdb5db2f4c,c9bf9300b77a3cc1f39979c1c64b429b66a3fe2845c35c821efb62b975b8a8f7
"3","9.6","1","100301101","-1","0","0","0","0","物理傷害+{0}","0","對敵方單體造成{0}的物理傷害","120","1","0","1","1","1","120","0","1"
"7","18","1","100301102","0","0","0","0","0","","0","將風之刃暫時纏繞於身","77","2","0","35","1","1","1","1","0"
"7","1","1","100301201","0","0","0","100301202","100301203","","0","","2","2","0","28","1","1","1","0","677"
"3","1.6","1","100301202","-1","0","0","0","0","物理傷害+{0}","0","對敵方單體造成{0}的物理傷害","20","1","0","1","1","1","20","0","1"
"3","3.2","1","100301203","-1","0","0","0","0","","0","","40","1","0","1","1","1","40","0","1"
"3","0.6","1","100301204","-1","0","0","0","1","物理防禦力降低+{0}","0","降低敵方單體{0}的物理防禦力","0.6","1","1","10","1","1","1","12","21"
"3","1.2","1","100301205","-1","0","0","0","1","","0","","1.2","1","1","10","1","1","1","24","21"
"7","0","1","100301301","0","0","0","100301302","100301303","","0","","0","2","0","28","1","1","0","0","677"
"3","3.2","1","100301302","-1","0","0","0","0","物理傷害+{0}","0","對敵方單體造成{0}的物理傷害","40","1","0","1","1","1","40","0","1"
"3","6.4","1","100301303","-1","0","0","0","0","","0","","80","1","0","1","1","1","80","0","1"
"7","0","1","100301304","0","0","0","100301305","100301306","","0","","0","2","0","28","1","1","0","0","677"
"3","3.2","1","100301305","-1","0","0","0","0","物理傷害+{0}","0","對敵方單體造成{0}的物理傷害","40","1","0","1","1","1","40","0","1"
"3","6.4","1","100301306","-1","0","0","0","0","","0","","80","1","0","1","1","1","80","0","1"
"7","0","1","100301307","0","0","0","100301308","100301309","","0","","0","2","0","28","1","1","0","0","677"
"7","12","1","100301308","-1","0","0","0","0","","0","使自身受到的無法行動狀態無效１次","0","2","0","100","1","1","1","0","1"
"7","24","1","100301309","-1","0","0","0","0","","0","","0","2","0","100","1","1","2","0","1"
"7","0","1","100301310","-1","0","0","0","10030102","","0","","0","2","0","22","1","1","-1","0","1"
"0","15","0","100350101","0","0","0","0","0","物理攻擊力提升+{0}","0","提升自身{0}的物理攻擊力","15","0","0","90","1","0","1","1","2"
"0","15","0","100351101","0","0","0","0","0","物理攻擊力提升+{0}","0","提升自身{0}的物理攻擊力","15","0","0","90","1","0","1","1","2"
"0","0","0","100351102","0","0","0","0","0","","0","提升自身{0}的最大HP","1125","0","0","90","1","0","1","1","1"
"3","0","2","100400101","2160","0","1","0","0","","0","","0","1","0","7","1","1","0","0","1"
"1","1.62","2","100400102","300","0","0","0","0","物理傷害+{0}","0","對範圍內的敵人造成{0}的物理傷害","20.4","1","0","1","1","99","20.4","0","1"
"3","0.6","3","100400201","2160","0","1","0","0","物理傷害+{0}","0","對敵方單體造成{0}的物理傷害","8","1","0","1","1","1","8","0","1"
"3","100","3","100400202","2160","0","1","0","0","造成黑暗的成功Lv+1","0","使一名敵人陷入黑暗狀態","0","1","0","12","1","1","8","0","70"
"14","0.8","2","100400301","2160","0","0","0","0","物理傷害+{0}","0","對敵方單體造成{0}的物理傷害","10","1","0","1","1","1","10","0","1"
"1","3.75","2","100400302","2160","0","0","0","1","物理攻擊力降低+{0}","0","降低敵方單體{0}的物理攻擊力","3.75","1","1","10","1","1","1","99","11"
"7","5.5","1","100400303","0","0","0","0","1","物理攻擊力提升+{0}","0","提升自身{0}的物理攻擊力","5.5","2","1","10","1","1","1","99","10"
"3","2.16","3","100401101","2160","0","0","0","0","物理傷害+{0}","0","對敵方全體造成{0}的物理傷害","27","1","0","1","1","99","27","0","1"
"3","30","3","100401102","2160","0","0","0","1","物理攻擊力降低+{0}","0","降低全體敵人{0}物理攻擊力","30","1","0","10","1","99","1","18","11"
"3","1.25","3","100401103","2160","0","0","0","0","降低物理暴擊+{0}","0","降低敵方全體的物理暴擊{0}","100","1","0","10","1","99","1","18","61"
"3","0","3","100401104","2160","0","0","0","0","","0","降低敵方全體物理攻擊暴擊時的傷害{0}%","25","1","0","10","1","99","2","18","111"
"3","1.6","3","100401201","2160","0","1","0","0","物理傷害+{0}","0","對敵方單體造成{0}的物理傷害","20","1","0","1","1","1","20","0","1"
"3","100","3","100401202","2160","0","1","0","0","造成黑暗的成功Lv+1","0","使一名敵人陷入黑暗狀態","0","1","0","12","1","1","10","0","80"
"3","0","3","100401203","2160","0","1","0","0","","0","","0","1","0","7","1","1","0","0","1"
"1","5","2","100401204","200","0","0","0","1","物理攻擊力降低+{0}","0","使範圍內敵人的物理攻擊力降低{0}","5","1","0","10","1","99","1","180","11"
"0","2","0","100450101","0","0","0","0","0","物理防禦力提升+{0}","0","提升自身{0}的物理防禦力","2","0","0","90","1","0","1","1","3"
"0","2","0","100451101","0","0","0","0","0","物理防禦力提升+{0}","0","提升自身{0}的物理防禦力","2","0","0","90","1","0","1","1","3"
"0","0","0","100451102","0","0","0","0","0","","0","提升自身{0}的物理攻擊力","225","0","0","90","1","0","1","1","2"
"3","0","1","100500101","2160","0","2","0","0","","0","","0","1","0","2","1","1","100","0","3"
"3","0","1","100500102","2160","0","2","0","0","","0","","0","1","0","7","1","1","100","0","1"
"3","2.4","2","100500103","300","0","0","0","0","物理傷害+{0}","0","對範圍內的敵人造成{0}的物理傷害","30","1","0","1","1","99","30","0","1"
"3","0.27","2","100500201","300","0","0","0","0","物理傷害+{0}","0","對範圍內的敵人造成{0}的物理傷害","3.4","1","0","1","1","99","3.4","0","1"
"3","2","2","100500202","300","0","0","0","0","造成暈眩的成功Lv+1","0","使範圍內的敵人一段時間內無法行動","0","1","0","8","1","99","0","0","7"
"3","0.8","2","100500301","300","0","0","0","0","物理傷害+{0}","0","對範圍內的敵人造成{0}的物理傷害","10","1","0","1","1","99","10","0","1"
"3","0","1","100501101","2160","0","2","0","0","","0","","0","1","0","2","1","1","100","0","3"
"3","0","1","100501102","2160","0","2","0","0","","0","","0","1","0","7","1","1","100","0","1"
"3","2.4","2","100501103","450","0","0","0","0","物理傷害+{0}","0","對範圍內的敵人造成{0}的物理傷害","30","1","0","1","1","99","30","0","1"
"7","0","1","100501104","0","0","0","0","3","","0","","0.00005","2","0","26","1","1","1","0","100501103"
"7","0","1","100501105","0","0","0","0","1","","0","","1","2","0","26","1","1","1","0","100501106"
"7","18","1","100501106","0","0","0","0","0","無效傷害量+{0}","0","展開{0}傷害比例的物理魔法無效屏障","45","2","0","6","1","1","45","0","5"
"3","0.54","2","100501201","300","0","0","0","0","物理傷害+{0}","0","對範圍內的敵人造成{0}的物理傷害","3.4","1","0","1","1","99","3.4","0","1"
"3","2","2","100501202","300","0","0","0","0","造成暈眩的成功Lv+1","0","使範圍內的敵人一段時間內無法行動","0","1","0","8","1","99","0","0","7"
"7","2.24","1","100501203","0","0","0","0","1","物理防禦力提升+{0}","0","提升自身{0}的物理防禦力","2.24","2","0","10","1","1","1","12","20"
"7","2.24","1","100501204","0","0","0","0","1","魔法防禦力提升+{0}","0","提升自身{0}的魔法防禦力","2.24","2","0","10","1","1","1","12","40"
"0","15","0","100550101","0","0","0","0","0","物理攻擊力提升+{0}","0","提升自身{0}的物理攻擊力","15","0","0","90","1","0","1","1","2"
"0","15","0","100551101","0","0","0","0","0","物理攻擊力提升+{0}","0","提升自身{0}的物理攻擊力","15","0","0","90","1","0","1","1","2"
"0","0","0","100551102","0","0","0","0","0","","0","提升自身{0}的物理防禦力","30","0","0","90","1","0","1","1","3"
"3","1","3","100600101","2160","0","0","0","0","","0","","4","2","0","32","1","99","4","0","0"
"3","4.5","3","100600102","2160","0","0","0","1","魔法攻擊力提升+{0}","0","提升我方全體{0}的魔法攻擊力","4.5","2","0","10","1","99","1","18","30"
"3","1.6","1","100600201","-1","0","0","0","0","魔法傷害+{0}","0","對敵方單體造成{0}的魔法傷害","20","1","0","1","1","1","20","0","2"
"3","1","1","100600301","-1","0","0","0","1","魔法防禦力降低+{0}","0","降低敵方單體{0}的魔法防禦力","1","1","1","10","1","1","1","12","41"
"3","1","3","100601101","2160","0","0","0","0","","0","","4","2","0","32","1","99","4","0","0"
"3","24","3","100601102","2160","0","0","0","1","魔法攻擊力提升+{0}","0","提升我方全體{0}的魔法攻擊力","24","2","0","10","1","99","1","18","30"
"3","0","3","100601103","2160","0","0","0","1","","0","使全體夥伴的魔法暴擊提升{0}","100","2","0","10","1","99","1","18","70"
"3","0.66","3","100601104","2160","0","0","0","1","魔法防禦力降低+{0}","0","使全體敵人的魔法防禦力下降{0}","0.66","1","0","10","1","99","1","18","41"
"3","2","1","100601201","-1","0","0","0","0","魔法傷害+{0}","0","對敵方單體造成{0}的魔法傷害","25","1","0","1","1","1","25","0","2"
"3","0.2","1","100601202","-1","0","0","0","1","魔法防禦力降低+{0}","0","降低敵方單體{0}的魔法防禦力","0.2","1","1","10","1","1","1","12","41"
"3","2","1","100610101","-1","0","0","0","0","魔法傷害+{0}","0","對敵方單體造成{0}的魔法傷害","25","1","0","1","1","1","25","0","2"
"3","1.25","1","100610201","550","0","0","0","0","魔法傷害+{0}","0","對敵方單體造成{0}的魔法傷害","15","1","0","1","1","99","15","0","2"
"3","1","3","100620101","2160","0","0","0","0","","0","","0","2","0","32","1","99","1204","0","0"
"3","8.5","3","100620102","2160","0","0","0","1","魔法攻擊力提升+{0}","0","提升我方全體{0}的魔法攻擊力","-1195.5","2","0","10","1","99","1","18","30"
"3","1","3","100621101","2160","0","0","0","0","","0","","0","2","0","32","1","99","1204","0","0"
"3","28","3","100621102","2160","0","0","0","1","魔法攻擊力提升+{0}","0","提升我方全體{0}的魔法攻擊力","-1172","2","0","10","1","99","1","18","30"
"3","0","3","100621103","2160","0","0","0","1","","0","使全體夥伴的魔法暴擊提升{0}","100","2","0","10","1","99","1","18","70"
"3","0.66","3","100621104","2160","0","0","0","1","魔法防禦力降低+{0}","0","使全體敵人的魔法防禦力下降{0}","0.66","1","0","10","1","99","1","18","41"
"0","15","0","100650101","0","0","0","0","0","魔法攻擊力提升+{0}","0","提升自身{0}的魔法攻擊力","15","0","0","90","1","0","1","1","4"
"0","15","0","100651101","0","0","0","0","0","魔法攻擊力提升+{0}","0","提升自身{0}的魔法攻擊力","240","0","0","90","1","0","1","1","4"
"3","3.6","1","100700101","-1","0","0","0","0","物理傷害+{0}","0","對敵方單體造成{0}的物理傷害","45","1","0","1","1","1","45","0","1"
"7","12","3","100700102","0","0","0","0","0","HP回復量+{0}","0","回復自身{0}的HP","12","2","0","4","1","1","1","1","1"
"7","0","1","100700201","0","0","0","0","0","無敵時間+0.01秒","0","一段時間內成為無敵狀態","0.01","2","0","21","1","1","3","0","1"
"7","2.4","0","100700202","0","0","0","0","100700203","","0","","0","0","0","18","1","1","0","0","1"
"7","0","1","100700203","0","0","0","0","0","","0","","0","2","0","21","1","1","0","0","1"
"7","7.5","1","100700301","0","0","0","0","0","HP回復量+{0}","0","回復自身{0}的HP","7.5","2","0","4","1","1","1","1","1"
"3","4.8","1","100701101","-1","0","0","0","0","物理傷害+{0}","0","對敵方單體造成{0}的物理傷害","60","1","0","1","1","1","60","0","1"
"7","12","3","100701102","0","0","0","0","0","HP回復量+{0}","0","回復自身{0}的HP","12","2","0","4","1","1","1","1","1"
"7","0.1","2","100701103","0","0","0","0","1","迴避上升+{0}","0","使自己的迴避提高{0}  ","0.1","2","1","10","1","1","1","180","50"
"7","0","1","100701201","0","0","0","0","0","無敵時間+0.01秒","0","一段時間內成為無敵狀態","0.01","2","0","21","1","1","3","0","1"
"7","2.4","0","100701202","0","0","0","0","100701203","","0","","0","0","0","18","1","1","0","0","1"
"7","0","1","100701203","0","0","0","0","0","","0","","0","2","0","21","1","1","0","0","1"
"7","0.1","2","100701204","0","0","0","0","1","迴避上升+{0}","0","使自己的迴避提高{0}  ","0.1","2","1","10","1","1","1","12","50"
"7","1.2","2","100701205","0","0","0","0","1","物理防禦力提升+{0}","0","提升自身{0}的物理防禦力","1.2","2","1","10","1","1","1","12","20"
"7","0","1","100720201","0","0","0","0","0","","0","一段時間內成為無敵狀態","0","2","0","21","1","1","6","0","1"
"7","2.4","0","100720202","0","0","0","0","100720203","","0","","0","0","0","18","1","1","0","0","1"
"7","0","1","100720203","0","0","0","0","0","","0","","0","2","0","21","1","1","0","0","1"
"7","0.2","2","100720204","0","0","0","0","1","物理防禦力提升+{0}","0","提升自身{0}的物理防禦力","-60","2","1","10","1","1","1","12","20"
"3","5.2","1","100721101","-1","0","0","0","0","物理傷害+{0}","0","對敵方單體造成{0}的物理傷害","60","1","0","1","1","1","60","0","1"
"7","12","3","100721102","0","0","0","0","0","HP回復量+{0}","0","回復自身{0}的HP","12","2","0","4","1","1","1","1","1"
"7","0","2","100721103","0","0","0","0","1","","0","使自己的迴避提高{0}  ","30.1","2","1","10","1","1","1","180","50"
"7","0","1","100721201","0","0","0","0","0","","0","一段時間內成為無敵狀態","0","2","0","21","1","1","6","0","1"
"7","2.4","0","100721202","0","0","0","0","100721203","","0","","0","0","0","18","1","1","0","0","1"
"7","0","1","100721203","0","0","0","0","0","","0","","0","2","0","21","1","1","0","0","1"
"7","0","2","100721204","0","0","0","0","1","","0","使自己的迴避提高{0}  ","30.1","2","1","10","1","1","1","12","50"
"7","1.4","2","100721205","0","0","0","0","1","物理防禦力提升+{0}","0","提升自身{0}的物理防禦力","-58.8","2","1","10","1","1","1","12","20"
"0","2","0","100750101","0","0","0","0","0","物理防禦力提升+{0}","0","提升自身{0}的物理防禦力","2","0","0","90","1","0","1","1","3"
"0","2","0","100751101","0","0","0","0","0","物理防禦力提升+{0}","0","提升自身{0}的物理防禦力","32","0","0","90","1","0","1","1","3"
"3","0.405","3","100800101","2160","0","0","0","0","魔法傷害+{0}","0","對敵方全體造成{0}的魔法傷害","4.5","1","0","1","1","99","4.5","0","2"
"3","0.345","3","100800102","2160","0","0","0","1","物理防禦力降低+{0}","0","降低敵方全體{0}的物理防禦力","0.345","1","1","10","1","99","1","18","21"
"3","1.2","3","100800201","2160","0","1","0","0","魔法傷害+{0}","0","對敵方單體造成{0}的魔法傷害","15","1","0","1","1","1","15","0","2"
"1","100","3","100800202","2160","0","0","0","0","造成黑暗的成功Lv+1","0","使一名敵人陷入黑暗狀態","0","1","0","12","1","1","8","0","40"
"12","0","3","100800301","2160","0","0","0","0","TP回復量+{0}","0","回復我方單體{0}的TP","2.5","2","0","16","1","1","75","0","1"
"3","1.62","3","100801101","2160","0","0","0","1","魔法傷害+{0}","0","對敵方全體造成{0}防禦力較低者可防禦的魔法傷害","20.25","1","0","1","1","99","20.25","0","2"
"3","0.7","3","100801102","2160","0","0","0","1","物理防禦力降低+{0}","0","降低敵方全體{0}的物理防禦力","0.7","1","1","10","1","99","1","18","21"
"3","100","3","100801103","2160","0","0","0","0","造成魅惑的成功Lv+1","0","魅惑全體敵人","0","1","0","11","1","99","4","0","0"
"3","1.2","3","100801201","2160","0","1","0","0","魔法傷害+{0}","0","對敵方單體造成{0}的魔法傷害","15","1","0","1","1","1","15","0","2"
"3","100","3","100801202","2160","0","1","0","0","造成黑暗的成功Lv+1","0","使一名敵人陷入黑暗狀態","0","1","0","12","1","1","8","0","40"
"3","100","3","100801203","2160","0","1","0","0","造成魅惑的成功Lv+1","0","誘惑敵單體","0","1","0","11","1","1","8","0","0"
"12","0","3","100820301","2160","0","0","0","0","","0","回復我方單體{0}的TP","0","2","0","16","1","1","725","0","1"
"1","8","3","100820302","2160","0","0","0","1","物理攻擊力提升+{0}","0","讓一名同伴的物理攻擊力提升{0}","-2080","2","0","10","1","0","1","12","10"
"0","15","0","100850101","0","0","0","0","0","魔法攻擊力提升+{0}","0","提升自身{0}的魔法攻擊力","15","0","0","90","1","0","1","1","4"
"0","15","0","100851101","0","0","0","0","0","魔法攻擊力提升+{0}","0","提升自身{0}的魔法攻擊力","15","0","0","90","1","0","1","1","4"
"0","0","0","100851102","0","0","0","0","0","","0","提升自身{0}的物理防禦力","30","0","0","90","1","0","1","1","3"
"3","1.44","3","100900101","2160","0","0","0","0","魔法傷害+{0}","0","對敵方全體造成{0}的魔法傷害","18","1","0","1","1","99","18","0","2"
"7","0","1","100900102","0","0","0","0","1","","0","將自身的物理防禦力降為0","100","2","2","10","1","1","2","99","21"
"7","0","1","100900103","0","0","0","0","1","","0","將自身的魔法防禦力降為0","100","2","2","10","1","1","2","99","41"
"3","1.2","1","100900201","-1","0","0","0","0","魔法傷害+{0}","0","對敵方單體造成{0}的魔法傷害","20","1","0","1","1","1","20","0","2"
"7","10","3","100900301","0","0","0","0","0","","1","","0","2","0","17","1","1","100","0","3"
"3","2","2","100900302","600","0","0","0","0","魔法傷害+{0}","0","對範圍內的敵人造成{0}的魔法傷害","25","1","0","1","1","99","25","0","2"
"7","0","3","100900303","0","0","0","0","0","","0","","0","2","0","30","1","1","0","0","0"
"7","0","3","100900304","0","0","0","0","0","","0","","0","2","0","21","1","1","1.9","0","1"
"7","50","1","100901101","0","0","0","0","1","魔法攻擊力提升+{0}","0","提升自身{0}的魔法攻擊力","50","2","1","10","1","1","1","8","30"
"3","6.5","3","100901102","2160","0","0","0","0","魔法傷害+{0}","0","對敵方全體造成{0}的魔法傷害","81.25","1","0","1","1","99","81.25","0","2"
"7","0","1","100901103","0","0","0","0","1","","0","降低自身初期數值100％的物理防禦力","100","2","2","10","1","1","2","99","21"
"7","0","1","100901104","0","0","0","0","1","","0","降低自身初期數值100％的魔法防禦力","100","2","2","10","1","1","2","99","41"
"3","1.6","1","100901201","-1","0","0","0","0","魔法傷害+{0}","0","對敵方單體造成{0}的魔法傷害","20","1","0","1","1","1","20","0","2"
"3","0.6","3","100901202","2160","0","0","0","1","魔法防禦力降低+{0}","0","降低敵方單體{0}的魔法防禦力","0.6","2","1","10","1","99","1","12","41"
"0","15","0","100950101","0","0","0","0","0","魔法攻擊力提升+{0}","0","提升自身{0}的魔法攻擊力","15","0","0","90","1","1","1","1","4"
"0","15","0","100951101","0","0","0","0","0","魔法攻擊力提升+{0}","0","提升自身{0}的魔法攻擊力","240","0","0","90","1","0","1","1","4"
"3","15","3","101000101","2160","0","0","0","1","魔法攻擊力提升+{0}","0","提升我方全體{0}的魔法攻擊力","15","2","0","10","1","99","1","18","30"
"3","0.6","3","101000102","2160","0","0","0","1","物理防禦力提升+{0}","0","提升我方全體{0}的物理防禦力","0.6","2","0","10","1","99","1","18","20"
"3","0","3","101000103","2160","0","0","0","1","","0","使我方全體固定恢復{0}TP","0","2","0","16","1","99","50","18","4"
"5","7.5","2","101000201","2160","0","0","0","0","HP回復量+{0}","0","回復我方單體{0}的HP","7.5","2","0","4","1","1","1","1","2"
"3","100","1","101000301","2160","0","1","0","0","造成黑暗的成功Lv+1","0","使一名敵人陷入黑暗狀態","0","1","0","12","1","1","8","0","40"
"3","30","3","101001101","2160","0","0","0","1","魔法攻擊力提升+{0}","0","提升我方全體{0}的魔法攻擊力","30","2","0","10","1","99","1","18","30"
"3","0","3","101001102","2160","0","0","0","1","","0","使全體夥伴的魔法暴擊提升{0}","100","2","0","10","1","99","1","18","70"
"3","0","3","101001103","2160","0","0","0","1","","0","提升我方全體魔法攻擊暴擊時5％的傷害","5","2","0","10","1","99","1","18","120"
"3","1.1","3","101001104","2160","0","0","0","1","物理防禦力提升+{0}","0","提升我方全體{0}的物理防禦力","1.1","2","0","10","1","99","1","18","20"
"3","0","3","101001105","2160","0","0","0","1","","0","使我方全體固定恢復{0}TP","0","2","0","16","1","99","120","0","4"
"3","0","3","101001106","2160","0","0","0","2","","10","每秒恢復 10 TP","0","2","0","48","1","99","10","0","1"
"5","8.5","3","101001201","2160","0","0","0","0","HP回復量+{0}","0","回復我方單體{0}的HP","8.5","2","0","4","1","1","1","1.2","2"
"5","1","3","101001202","2160","0","0","0","1","物理防禦力提升+{0}","0","讓一名夥伴的物理防禦力提升{0}","1","2","1","10","1","1","1","12","20"
"5","0.08","2","101001203","2160","0","0","0","1","回復量+{0}","8.5","每秒回復{0}的HP","0.5","2","0","48","1","1","0.5","0","2"
