281b9258c7dc62b69814797766994501a8ec7eb02ba084f1cbdafce60f7f7195,8656b42bb8f0396d61ec07e48f85a87333f6251d9ebefaf0f4bfb0fc3d0e0c1d,4e005f2c004dba7a5b8d20b3bb650956d973bc5d05f5a2f0df1a9937748bc18e,e7a1c90c2b85dfb224057479ac03dadbd7d225268fb486b10ca83bed8862ca24,5bc48e3168b30450708135745802a06f50658e95468e59670763956174471a12,4b9605753954808e6dfd760a61e2c66939d96ee3be9f7c51b5f2579633f02398,6ff395917749e21488cf2e61dada554d976fc8f5db98867a598139d6f082e22c,6cc2aa5448f034028d52201551c48e0df8a187c3614e2ac19e96d52977703249,79099ba8894c662d9f83c6bc471aa46b8b033798ff18e04b7aa16d87241b8ecb,6300f93e8585bdbb5f37f29a745d40ceaabdf3e7d4eb4055efaf81a9bd33c098,8df971cd8435276a0e272e2a775787ab908cf7835144e76a891f280460245ebc,805bc65a953a3a2cad75eb80d68962b92029e6c755f4d8e6a58b833a428a3d25,1f2c082fcad949befcf67733cdf076bec3482faedc79e9849b2f4e3db2517b02,a988c9908f2b5b02d6d5d41ffb568e2e9b24212e692566d70dd609c5945a2e76,22ad194424769148039601bc1d0d9bc2200950d46df945ead170eeaf54fb1d46,122e9020751bbcd3f0115baf549ea10355cbd1bd86d9eb48d734fff57a8ed09c,368206db2a72aac963abe0628e015e3faa9be2ede2b59f88dd93ce486a4619bd,4d2eb99151da9dde0c921348e343a5ae2594a7390116dbf62b559776952c7784,3288bf62435481be9f731fff01f7d5d728fefacf6fc8b2ca86dc196640783331,b1ca992e48a26afa8a163f8a3795ea92ef6a0aae53b345bfd782ccfc3beca336,44c5573ccc7bc23ba6c7af8a6a1eb4480fce72ccf53086b0ce02bc5f3a8a4ebe,c82e353ba9f1488477db842bb198e897d2856d031cbe5327e8dcc720240085df,39ac890921797dac2da75ec9bc434728a7e911280942b78fac02b88f057b2c57,e0ec9d84d94fe1a6e1bfeb0f79924f6a603ce3f7694b58b4e6ab3ae1c40e3628,3530ac2302685fa74ebf124b3f028030b5a6d0a5cb00f454175fd7886b07860b,dd18420ad3c1224f660b869969de9a52171d80c60849d223ed1d9ef580d4413f,72afdc0bb388beedead14b1511d4636c41e25e3327818f4c606997081b3aae09,b4c0b2a70e0c7ceeb185a736894a235a0f599b1f2bd1687cbac1481f36767890,114851e49ffc2198d2acdfdc214a039cc65d3c00fe822b471985d8f471ca4e45,d42f6ab43f04b8ceb4ade97bd20d614a1bf010e7a60bb9bae4a6e6d24f8a855b,14bdbea16b76ebeb20bdb1b7d7d1668b690d59d67316f8f1d0ce25c974686fc0,5c87532f79f951a1fcae408233452824f8e888d03f9d67c9a5334889004a7037,f94299e6d389d56eb4c6594b9b257a0d2d256a4b8c2389b2c5edacd2a63a657a,c3a7a5819de94c1bcf1ea119fcfb09fdb48ce22f70dcd88053c3568847f9e7af
"0","1033","0","0","1192","1123","1038","1052","0","1158","1128","1033","1254","0","0","0","0","1235","0","0","0","伊麗莎白牧場","位在山上的牧場公會。活動內容講白了就是牧場，飼育著牛及馬等等的動物。同時也是獸人們度過休假的野餐地及病人的靜養之地。","11","1026","0","1388","0","1807","1127","0","0","0","0"
"0","1032","0","0","1169","1080","1034","1048","0","1144","1146","1032","1222","0","1268","0","0","1809","0","0","0","墨丘利財團","手邊有著龐大的資金，對各式各樣的事業進行融資及買賣的公會。懲治使用惡劣手段賺取金錢的生意人，是其背地裡的活動目的。","12","1046","0","1251","0","1168","1079","1267","0","0","0"
"0","1056","0","0","1170","1009","1027","1051","0","1131","1132","1056","1208","0","1247","1276","0","1175","0","0","0","暮光流星群","基於某個目的而組成，無論什麼危險的委託都會承攬下來的萬事屋公會。幾乎每個成員都擁有稱號，也傳聞是蘭德索爾最危險的公會。","13","1013","1299","1219","0","1133","1090","1237","0","0","0"
"0","1018","0","0","1273","1100","1016","1050","0","1190","1179","1018","0","0","0","0","0","1329","0","0","0","月光學院","存在於蘭德索爾的學校之一。由公會管理協會所直營的公立教育機關。在學校裡，前來上學的學生的年齡、種族、學力都不盡相同。","14","1083","0","0","0","1214","1101","0","0","0","0"
"0","1053","0","0","1176","1055","1030","1008","0","1130","1096","1053","1191","0","1263","1270","1371","1178","0","0","0","純白之翼 蘭德索爾分部","身為公會長的莫妮卡所組成的公會。總是因愚蠢的行動而招來許多危機，但成員都可憑己身之力華麗地解決。","15","1045","1332","1215","0","1142","1095","1252","0","0","0"
"0","1110","0","0","0","1162","1109","1108","0","1294","1293","1110","0","0","0","0","0","0","0","0","0","聖德蕾莎女子學院（好朋友社）","以通過獎學金審查做為目的，而為了表現具有達成「高親和力共同體」的條件，所趁勢結成的新感覺社團風公會。","16","1163","0","0","0","1295","1164","0","0","0","0"
"0","1067","0","0","1318","1166","1066","1065","0","1249","1245","1067","0","0","0","0","0","0","0","0","0","龍族巢穴","為了發現並且保護稀有的種族－龍人族為目的而成立。僅管在各地都有進行著探索的蹤跡，然而私底下卻進行著幫派活動的負面傳聞不曾停歇過的一個公會。","17","1165","0","0","0","1283","1216","0","0","0","0"
"0","1180","0","0","0","0","0","1280","0","0","0","1180","0","0","0","0","0","0","0","0","0","里士滿工商會","","18","0","0","0","0","0","0","0","0","0","0"
"0","1923","0","0","0","1312","1269","1233","0","1363","1343","1181","0","0","0","0","0","0","0","0","0","憤怒‧軍團","","19","1311","0","0","0","0","1182","0","0","0","0"
"0","1258","0","0","0","1352","1261","1260","0","0","0","1258","0","0","0","0","0","0","0","0","0","幻變少女","","20","1316","0","0","0","0","1353","0","0","0","0"
"0","1300","0","0","0","0","1301","1300","0","0","0","1302","0","0","0","0","0","0","0","0","0","蠻賊三姊妹","","21","1387","0","0","0","0","0","0","0","0","0"
"0","1323","0","0","0","0","1324","1325","0","0","0","1323","0","0","0","0","0","0","0","0","0","阿爾克絲鍊金堂","為了完成禁忌祕藥而奮鬥的鍊金術公會。是由妄想爆發的天才鍊金術師露易絲瑪莉，喜愛鍬形蟲的美女劍士彩羽，怠惰的小孩子店長苑所組成的三人組。","22","0","0","0","0","0","0","0","0","0","0"
"0","1124","0","0","0","0","1125","1126","0","0","0","1124","0","0","0","0","0","0","0","0","0","new generations","","100","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","森林守衛、牧場（伊麗莎白牧場）","","500","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","墨丘利財團、咲戀育幼院","","501","0","0","0","0","0","0","0","0","0","0"
