d8da3a8f3a32c54a8ef63e523b776fbde385de181aa2d3714ee429a3baba088d,06ce3464085e1dfb5c5082c070c612d3841dd0d4b4dcc40fbfd9a8514e8ca651,825aa92e82ebac4a47623f5f1b280710ee9e9511441047ec6909b68be87c6437,6a4653c756090f8d0ae296cd4fb4bd9dd1fc5f8aa234ea2fbc6c8bfa41bbe500,2198d7a9637c9e2c11bc2b3926f0aaafdbfb17c6ff3d96dcb7f7893a0b1824e7,98b90851541d16ad2b4af3678795580d07f1eeb1eb6bc9a4da436eb4daea7c22,7d68b582f331ae8f3efbd66ce24abc4adde66eb7c3882f7ce01f10f6a2523179
"180011783","103","269","180011781","260","18001008","180011782"
"180011883","104","279","180011881","270","18001008","180011882"
"180011983","105","289","180011981","280","18001008","180011982"
"180012083","106","-1","180012081","290","18001008","180012082"
"180010193","107","59","180010191","1","18001009","180010192"
"180010293","108","99","180010291","60","18001009","180010292"
"180010393","109","119","180010391","100","18001009","180010392"
"180010493","110","139","180010491","120","18001009","180010492"
"180010593","111","149","180010591","140","18001009","180010592"
"180010693","112","159","180010691","150","18001009","180010692"
"180010793","113","169","180010791","160","18001009","180010792"
"180010893","114","179","180010891","170","18001009","180010892"
"180010993","115","189","180010991","180","18001009","180010992"
"180011093","116","199","180011091","190","18001009","180011092"
"180011193","117","209","180011191","200","18001009","180011192"
"180011293","118","219","180011291","210","18001009","180011292"
"180011393","119","229","180011391","220","18001009","180011392"
"180011493","120","239","180011491","230","18001009","180011492"
"180011593","121","249","180011591","240","18001009","180011592"
"180011693","122","259","180011691","250","18001009","180011692"
"180011793","123","269","180011791","260","18001009","180011792"
"180011893","124","279","180011891","270","18001009","180011892"
"180011993","125","289","180011991","280","18001009","180011992"
"180012093","126","299","180012091","290","18001009","180012092"
"180012193","127","309","180012191","300","18001009","180012192"
"180012293","128","319","180012291","310","18001009","180012292"
"180012393","129","329","180012391","320","18001009","180012392"
"180012493","130","-1","180012491","330","18001009","180012492"
"180010203","131","59","180010201","1","18001010","180010202"
"180010303","132","99","180010301","60","18001010","180010302"
"180010403","133","119","180010401","100","18001010","180010402"
"180010503","134","139","180010501","120","18001010","180010502"
"180010603","135","149","180010601","140","18001010","180010602"
"180010703","136","159","180010701","150","18001010","180010702"
"180010803","137","169","180010801","160","18001010","180010802"
"180010903","138","179","180010901","170","18001010","180010902"
"180011003","139","189","180011001","180","18001010","180011002"
"180011103","140","199","180011101","190","18001010","180011102"
"180011203","141","209","180011201","200","18001010","180011202"
"180011303","142","219","180011301","210","18001010","180011302"
"180011403","143","229","180011401","220","18001010","180011402"
"180011503","144","239","180011501","230","18001010","180011502"
"180011603","145","249","180011601","240","18001010","180011602"
"180011703","146","259","180011701","250","18001010","180011702"
"180011803","147","269","180011801","260","18001010","180011802"
"180011903","148","279","180011901","270","18001010","180011902"
"180012003","149","289","180012001","280","18001010","180012002"
"180012103","150","299","180012101","290","18001010","180012102"
"180012203","151","309","180012201","300","18001010","180012202"
"180012303","152","319","180012301","310","18001010","180012302"
"180012403","153","329","180012401","320","18001010","180012402"
"180012503","154","339","180012501","330","18001010","180012502"
"180012603","155","349","180012601","340","18001010","180012602"
"180012703","156","359","180012701","350","18001010","180012702"
"180012803","157","369","180012801","360","18001010","180012802"
"180012903","158","-1","180012901","370","18001010","180012902"
"190010113","1001","59","190010111","1","19001001","190010112"
"190010213","1002","99","190010211","60","19001001","190010212"
"190010313","1003","119","190010311","100","19001001","190010312"
"190010413","1004","139","190010411","120","19001001","190010412"
"190010513","1005","149","190010511","140","19001001","190010512"
"190010613","1006","159","190010611","150","19001001","190010612"
"190010713","1007","169","190010711","160","19001001","190010712"
"190010813","1008","-1","190010811","170","19001001","190010812"
"190010123","1009","59","190010121","1","19001002","190010122"
"190010223","1010","99","190010221","60","19001002","190010222"
"190010323","1011","119","190010321","100","19001002","190010322"
"190010423","1012","139","190010421","120","19001002","190010422"
"190010523","1013","149","190010521","140","19001002","190010522"
"190010623","1014","159","190010621","150","19001002","190010622"
"190010723","1015","169","190010721","160","19001002","190010722"
"190010823","1016","-1","190010821","170","19001002","190010822"
"190010133","1017","59","190010131","1","19001003","190010132"
"190010233","1018","99","190010231","60","19001003","190010232"
"190010333","1019","119","190010331","100","19001003","190010332"
"190010433","1020","139","190010431","120","19001003","190010432"
"190010533","1021","149","190010531","140","19001003","190010532"
"190010633","1022","159","190010631","150","19001003","190010632"
"190010733","1023","169","190010731","160","19001003","190010732"
"190010833","1024","179","190010831","170","19001003","190010832"
"190010933","1025","189","190010931","180","19001003","190010932"
"190011033","1026","199","190011031","190","19001003","190011032"
"190011133","1027","209","190011131","200","19001003","190011132"
"190011233","1028","219","190011231","210","19001003","190011232"
"190011333","1029","229","190011331","220","19001003","190011332"
"190011433","1030","239","190011431","230","19001003","190011432"
"190011533","1031","249","190011531","240","19001003","190011532"
"190011633","1032","259","190011631","250","19001003","190011632"
"190011733","1033","269","190011731","260","19001003","190011732"
"190011833","1034","279","190011831","270","19001003","190011832"
"190011933","1035","289","190011931","280","19001003","190011932"
"190012033","1036","299","190012031","290","19001003","190012032"
"190012133","1037","309","190012131","300","19001003","190012132"
"190012233","1038","-1","190012231","310","19001003","190012232"
"190010143","1039","59","190010141","1","19001004","190010142"
"190010243","1040","99","190010241","60","19001004","190010242"
"190010343","1041","119","190010341","100","19001004","190010342"
"190010443","1042","139","190010441","120","19001004","190010442"
"190010543","1043","149","190010541","140","19001004","190010542"
"190010643","1044","159","190010641","150","19001004","190010642"
"190010743","1045","169","190010741","160","19001004","190010742"
"190010843","1046","179","190010841","170","19001004","190010842"
"190010943","1047","189","190010941","180","19001004","190010942"
"190011043","1048","199","190011041","190","19001004","190011042"
"190011143","1049","209","190011141","200","19001004","190011142"
"190011243","1050","219","190011241","210","19001004","190011242"
"190011343","1051","229","190011341","220","19001004","190011342"
"190011443","1052","239","190011441","230","19001004","190011442"
"190011543","1053","249","190011541","240","19001004","190011542"
"190011643","1054","259","190011641","250","19001004","190011642"
"190011743","1055","269","190011741","260","19001004","190011742"
"190011843","1056","279","190011841","270","19001004","190011842"
"190011943","1057","289","190011941","280","19001004","190011942"
"190012043","1058","299","190012041","290","19001004","190012042"
"190012143","1059","309","190012141","300","19001004","190012142"
"190012243","1060","319","190012241","310","19001004","190012242"
"190012343","1061","329","190012341","320","19001004","190012342"
"190012443","1062","339","190012441","330","19001004","190012442"
"190012543","1063","349","190012541","340","19001004","190012542"
"190012643","1064","-1","190012641","350","19001004","190012642"
"190010153","1065","59","190010151","1","19001005","190010152"
"190010253","1066","99","190010251","60","19001005","190010252"
"190010353","1067","119","190010351","100","19001005","190010352"
"190010453","1068","139","190010451","120","19001005","190010452"
"190010553","1069","149","190010551","140","19001005","190010552"
"190010653","1070","159","190010651","150","19001005","190010652"
"190010753","1071","169","190010751","160","19001005","190010752"
"190010853","1072","179","190010851","170","19001005","190010852"
"190010953","1073","189","190010951","180","19001005","190010952"
"190011053","1074","199","190011051","190","19001005","190011052"
"190011153","1075","209","190011151","200","19001005","190011152"
"190011253","1076","219","190011251","210","19001005","190011252"
"190011353","1077","229","190011351","220","19001005","190011352"
"190011453","1078","239","190011451","230","19001005","190011452"
"190011553","1079","249","190011551","240","19001005","190011552"
"190011653","1080","259","190011651","250","19001005","190011652"
"190011753","1081","269","190011751","260","19001005","190011752"
"190011853","1082","279","190011851","270","19001005","190011852"
"190011953","1083","289","190011951","280","19001005","190011952"
"190012053","1084","299","190012051","290","19001005","190012052"
"190012153","1085","309","190012151","300","19001005","190012152"
"190012253","1086","319","190012251","310","19001005","190012252"
"190012353","1087","329","190012351","320","19001005","190012352"
"190012453","1088","339","190012451","330","19001005","190012452"
"190012553","1089","349","190012551","340","19001005","190012552"
"190012653","1090","359","190012651","350","19001005","190012652"
"190012753","1091","369","190012751","360","19001005","190012752"
"190012853","1092","-1","190012851","370","19001005","190012852"
