cdcd67c020c4075501be4828d9fd160ad2c865ad6262c49b11cdf13da91d9557,55235346988f8ba01859d44497323c8afb0eb4b0222ca9677ce5521fb47726ba,a76e0dbfe8124e1ec0a9d987e5aae0602b40b2c169d41de595e5816a482781d5,e3ceec34c48aacd92779dd0a788903db303b5e980dfb4de5058bff4678971d7a,efa425e48fcd6799fd4e90b10e3941495d0a360060e5702776d782aaaf2dbd25,e726fbfb309393e6ef978a0192e69112a77edea41bf0339af5f9cb86f6c93083,eb8379a925be65b019419e75b6892224fa3b68c81ead030d2dab2cb2fdcfb8f5
"0","0","401046306","401046305","0","水之里歐斯 第3階段 單人模式","401046307"
"0","401304108","401304106","401304104","0","三重岩 第1階段","401304107"
"0","401304208","401304206","401304204","0","三重岩 第2階段","401304207"
"0","401304308","401304306","401304304","0","三重岩 第3階段","401304307"
"0","401304408","401304406","401304404","0","三重岩 第4階段","401304407"
"0","401304508","401304506","401304504","0","三重岩 第1階段 單人模式","401304507"
"0","401304608","401304606","401304604","0","三重岩 第2階段 單人模式","401304607"
"0","401304708","401304706","401304704","0","三重岩 第3階段 單人模式","401304707"
"0","0","401305106","401305105","0","野豬雙胞胎 第1階段","401305107"
"0","0","401305206","401305205","0","野豬雙胞胎 第2階段","401305207"
"0","0","401305306","401305305","0","野豬雙胞胎 第3階段","401305307"
"0","0","401305406","401305405","0","野豬雙胞胎 第4階段","401305407"
"0","0","401305506","401305505","0","野豬雙胞胎 第1階段 單人模式","401305507"
"0","0","401305606","401305605","0","野豬雙胞胎 第2階段 單人模式","401305607"
"0","0","401305706","401305705","0","野豬雙胞胎 第3階段 單人模式","401305707"
"0","0","401307106","401307104","0","泰坦龍龜 第1階段","401307107"
"0","0","401307206","401307204","0","泰坦龍龜 第2階段","401307207"
"0","0","401307306","401307304","0","泰坦龍龜 第3階段","401307307"
"0","0","401307406","401307404","0","泰坦龍龜 第4階段","401307407"
"0","0","401307506","401307504","0","泰坦龍龜 第1階段 單人模式","401307507"
"0","0","401307606","401307604","0","泰坦龍龜 第2階段 單人模式","401307607"
"0","0","401307706","401307704","0","泰坦龍龜 第3階段 單人模式","401307707"
"0","401309108","401309106","401309105","0","大胃王 第1階段","401309107"
"0","401309208","401309206","401309205","0","大胃王 第2階段","401309207"
"0","401309308","401309306","401309305","0","大胃王 第3階段","401309307"
"0","401309408","401309406","401309405","0","大胃王 第4階段","401309407"
"0","401309508","401309506","401309505","0","大胃王 第1階段 單人模式","401309507"
"0","401309608","401309606","401309605","0","大胃王 第2階段 單人模式","401309607"
"0","401309708","401309706","401309705","0","大胃王 第3階段 單人模式","401309707"
"0","401310107","401310105","401310104","0","黑曜飛龍 第1階段","401310106"
"0","401310207","401310205","401310204","0","黑曜飛龍 第2階段","401310206"
"0","401310307","401310305","401310304","0","黑曜飛龍 第3階段","401310306"
"0","401310407","401310405","401310404","0","黑曜飛龍 第4階段","401310406"
"0","401310507","401310505","401310504","0","黑曜飛龍 第1階段 單人模式","401310506"
"0","401310607","401310605","401310604","0","黑曜飛龍 第2階段 單人模式","401310606"
"0","401310707","401310705","401310704","0","黑曜飛龍 第3階段 單人模式","401310706"
"0","0","401311106","401311105","0","人馬座 第1階段","401311107"
"0","0","401311206","401311205","0","人馬座 第2階段","401311207"
"0","0","401311306","401311305","0","人馬座 第3階段","401311307"
"0","0","401311406","401311405","0","人馬座 第4階段","401311407"
"0","0","401311506","401311505","0","人馬座 第1階段 單人模式","401311507"
"0","0","401311606","401311605","0","人馬座 第2階段 單人模式","401311607"
"0","0","401311706","401311705","0","人馬座 第3階段 單人模式","401311707"
"0","401312107","401312105","401312104","0","三重岩 第1階段","401312106"
"0","401312207","401312205","401312204","0","三重岩 第2階段","401312206"
"0","401312307","401312305","401312304","0","三重岩 第3階段","401312306"
"0","401312407","401312405","401312404","0","三重岩 第4階段","401312406"
"0","401312507","401312505","401312504","0","三重岩 第5階段","401312506"
"0","401312607","401312605","401312604","0","三重岩 第1階段 單人模式","401312606"
"0","401312707","401312705","401312704","0","三重岩 第2階段 單人模式","401312706"
"0","401312807","401312805","401312804","0","三重岩 第3階段 單人模式","401312806"
"0","0","401401106","401401105","0","水之里歐斯 第1階段","401401107"
"0","0","401401206","401401205","0","水之里歐斯 第2階段","401401207"
"0","0","401401306","401401305","0","水之里歐斯 第3階段","401401307"
"0","0","401401406","401401405","0","水之里歐斯 第4階段","401401407"
"0","0","401401506","401401505","0","水之里歐斯 第5階段","401401507"
"0","0","401401606","401401605","0","水之里歐斯 第1階段 單人模式","401401607"
"0","0","401401706","401401705","0","水之里歐斯 第2階段 單人模式","401401707"
"0","0","401401806","401401805","0","水之里歐斯 第3階段 單人模式","401401807"
"0","401403107","401403105","401403104","0","黑曜飛龍 第1階段","401403106"
"0","401403207","401403205","401403204","0","黑曜飛龍 第2階段","401403206"
"0","401403307","401403305","401403304","0","黑曜飛龍 第3階段","401403306"
"0","401403407","401403405","401403404","0","黑曜飛龍 第4階段","401403406"
"0","401403507","401403505","401403504","0","黑曜飛龍 第5階段","401403506"
"0","401403607","401403605","401403604","0","黑曜飛龍 第1階段 單人模式","401403606"
"0","401403707","401403705","401403704","0","黑曜飛龍 第2階段 單人模式","401403706"
"0","401403807","401403805","401403804","0","黑曜飛龍 第3階段 單人模式","401403806"
"0","0","401404105","401404104","0","泰坦龍龜 第1階段","401404106"
"0","0","401404205","401404204","0","泰坦龍龜 第2階段","401404206"
"0","0","401404305","401404304","0","泰坦龍龜 第3階段","401404306"
"0","0","401404405","401404404","0","泰坦龍龜 第4階段","401404406"
"0","0","401404505","401404504","0","泰坦龍龜 第5階段","401404506"
"0","0","401404605","401404604","0","泰坦龍龜 第1階段 單人模式","401404606"
"0","0","401404705","401404704","0","泰坦龍龜 第2階段 單人模式","401404706"
"0","0","401404805","401404804","0","泰坦龍龜 第3階段 單人模式","401404806"
"401405109","401405108","401405106","401405105","0","野豬雙胞胎 第1階段","401405107"
"401405209","401405208","401405206","401405205","0","野豬雙胞胎 第2階段","401405207"
"401405309","401405308","401405306","401405305","0","野豬雙胞胎 第3階段","401405307"
"401405409","401405408","401405406","401405405","0","野豬雙胞胎 第4階段","401405407"
"401405509","401405508","401405506","401405505","0","野豬雙胞胎 第5階段","401405507"
"401405609","401405608","401405606","401405605","0","野豬雙胞胎 第1階段 單人模式","401405607"
"401405709","401405708","401405706","401405705","0","野豬雙胞胎 第2階段 單人模式","401405707"
"401405809","401405808","401405806","401405805","0","野豬雙胞胎 第3階段 單人模式","401405807"
"0","401406107","401406105","401406104","0","三重岩 第1階段","401406106"
"0","401406207","401406205","401406204","0","三重岩 第2階段","401406206"
"0","401406307","401406305","401406304","0","三重岩 第3階段","401406306"
"0","401406407","401406405","401406404","0","三重岩 第4階段","401406406"
"0","401406507","401406505","401406504","0","三重岩 第5階段","401406506"
"0","401406607","401406605","401406604","0","三重岩 第1階段 單人模式","401406606"
"0","401406707","401406705","401406704","0","三重岩 第2階段 單人模式","401406706"
"0","401406807","401406805","401406804","0","三重岩 第3階段 單人模式","401406806"
"0","401407108","401407106","401407105","0","奧爾獅 第1階段","401407107"
"0","401407208","401407206","401407205","0","奧爾獅 第2階段","401407207"
"0","401407308","401407306","401407305","0","奧爾獅 第3階段","401407307"
"0","401407408","401407406","401407405","0","奧爾獅 第4階段","401407407"
"0","401407508","401407506","401407505","0","奧爾獅 第5階段","401407507"
"0","401407608","401407606","401407605","0","奧爾獅 第1階段 單人模式","401407607"
"0","401407708","401407706","401407705","0","奧爾獅 第2階段 單人模式","401407707"
"0","401407808","401407806","401407805","0","奧爾獅 第3階段 單人模式","401407807"
"0","401408107","401408105","401408104","0","劍蛇 第1階段","401408106"
"0","401408207","401408205","401408204","0","劍蛇 第2階段","401408206"
"0","401408307","401408305","401408304","0","劍蛇 第3階段","401408306"
"0","401408407","401408405","401408404","0","劍蛇 第4階段","401408406"
"0","401408507","401408505","401408504","0","劍蛇 第5階段","401408506"
"0","401408607","401408605","401408604","0","劍蛇 第1階段 單人模式","401408606"
"0","401408707","401408705","401408704","0","劍蛇 第2階段 單人模式","401408706"
"0","401408807","401408805","401408804","0","劍蛇 第3階段 單人模式","401408806"
"0","401409108","401409106","401409105","0","大胃王 第1階段","401409107"
"0","401409208","401409206","401409205","0","大胃王 第2階段","401409207"
"0","401409308","401409306","401409305","0","大胃王 第3階段","401409307"
"0","401409408","401409406","401409405","0","大胃王 第4階段","401409407"
"0","401409508","401409506","401409505","0","大胃王 第5階段","401409507"
"0","401409608","401409606","401409605","0","大胃王 第1階段 單人模式","401409607"
"0","401409708","401409706","401409705","0","大胃王 第2階段 單人模式","401409707"
"0","401409808","401409806","401409805","0","大胃王 第3階段 單人模式","401409807"
"0","0","401411106","401411105","0","人馬座 第1階段","401411107"
"0","0","401411206","401411205","0","人馬座 第2階段","401411207"
"0","0","401411306","401411305","0","人馬座 第3階段","401411307"
"0","0","401411406","401411405","0","人馬座 第4階段","401411407"
"0","0","401411506","401411505","0","人馬座 第5階段","401411507"
"0","0","401411606","401411605","0","人馬座 第1階段 單人模式","401411607"
"0","0","401411706","401411705","0","人馬座 第2階段 單人模式","401411707"
"0","0","401411806","401411805","0","人馬座 第3階段 單人模式","401411807"
"0","401412107","401412105","401412104","0","黑曜飛龍 第1階段","401412106"
"0","401412207","401412205","401412204","0","黑曜飛龍 第2階段","401412206"
"0","401412307","401412305","401412304","0","黑曜飛龍 第3階段","401412306"
"0","401412407","401412405","401412404","0","黑曜飛龍 第4階段","401412406"
"0","401412507","401412505","401412504","0","黑曜飛龍 第5階段","401412506"
"0","401412607","401412605","401412604","0","黑曜飛龍 第1階段 單人模式","401412606"
"0","401412707","401412705","401412704","0","黑曜飛龍 第2階段 單人模式","401412706"
"0","401412807","401412805","401412804","0","黑曜飛龍 第3階段 單人模式","401412806"
"0","0","401501106","401501105","0","水之里歐斯 第1階段","401501107"
"0","0","401501206","401501205","0","水之里歐斯 第2階段","401501207"
"0","0","401501306","401501305","0","水之里歐斯 第3階段","401501307"
"0","0","401501406","401501405","0","水之里歐斯 第4階段","401501407"
"0","0","401501506","401501505","0","水之里歐斯 第5階段","401501507"
"0","0","401501606","401501605","0","水之里歐斯 第1階段 單人模式","401501607"
"0","0","401501706","401501705","0","水之里歐斯 第2階段 單人模式","401501707"
"0","0","401501806","401501805","0","水之里歐斯 第3階段 單人模式","401501807"
"0","401503107","401503105","401503104","0","三重岩 第1階段","401503106"
"0","401503207","401503205","401503204","0","三重岩 第2階段","401503206"
"0","401503307","401503305","401503304","0","三重岩 第3階段","401503306"
"0","401503407","401503405","401503404","0","三重岩 第4階段","401503406"
"0","401503507","401503505","401503504","0","三重岩 第5階段","401503506"
"0","401503607","401503605","401503604","0","三重岩 第1階段 單人模式","401503606"
"0","401503707","401503705","401503704","0","三重岩 第2階段 單人模式","401503706"
"0","401503807","401503805","401503804","0","三重岩 第3階段 單人模式","401503806"
"0","401504107","401504105","401504104","0","劍蛇 第1階段","401504106"
"0","401504207","401504205","401504204","0","劍蛇 第2階段","401504206"
"0","401504307","401504305","401504304","0","劍蛇 第3階段","401504306"
"0","401504407","401504405","401504404","0","劍蛇 第4階段","401504406"
"0","401504507","401504505","401504504","0","劍蛇 第5階段","401504506"
"0","401504607","401504605","401504604","0","劍蛇 第1階段 單人模式","401504606"
"0","401504707","401504705","401504704","0","劍蛇 第2階段 單人模式","401504706"
"0","401504807","401504805","401504804","0","劍蛇 第3階段 單人模式","401504806"
"401505109","401505108","401505106","401505105","0","野豬雙胞胎 第1階段","401505107"
"401505209","401505208","401505206","401505205","0","野豬雙胞胎 第2階段","401505207"
"401505309","401505308","401505306","401505305","0","野豬雙胞胎 第3階段","401505307"
"401505409","401505408","401505406","401505405","0","野豬雙胞胎 第4階段","401505407"
"401505509","401505508","401505506","401505505","0","野豬雙胞胎 第5階段","401505507"
"401505609","401505608","401505606","401505605","0","野豬雙胞胎 第1階段 單人模式","401505607"
"401505709","401505708","401505706","401505705","0","野豬雙胞胎 第2階段 單人模式","401505707"
"401505809","401505808","401505806","401505805","0","野豬雙胞胎 第3階段 單人模式","401505807"
"0","401506107","401506105","401506104","0","黑曜飛龍 第1階段","401506106"
"0","401506207","401506205","401506204","0","黑曜飛龍 第2階段","401506206"
"0","401506307","401506305","401506304","0","黑曜飛龍 第3階段","401506306"
"0","401506407","401506405","401506404","0","黑曜飛龍 第4階段","401506406"
"0","401506507","401506505","401506504","0","黑曜飛龍 第5階段","401506506"
"0","401506607","401506605","401506604","0","黑曜飛龍 第1階段 單人模式","401506606"
"0","401506707","401506705","401506704","0","黑曜飛龍 第2階段 單人模式","401506706"
"0","401506807","401506805","401506804","0","黑曜飛龍 第3階段 單人模式","401506806"
"0","401507108","401507106","401507105","0","奧爾獅 第1階段","401507107"
"0","401507208","401507206","401507205","0","奧爾獅 第2階段","401507207"
"0","401507308","401507306","401507305","0","奧爾獅 第3階段","401507307"
"0","401507408","401507406","401507405","0","奧爾獅 第4階段","401507407"
"0","401507508","401507506","401507505","0","奧爾獅 第5階段","401507507"
"0","401507608","401507606","401507605","0","奧爾獅 第1階段 單人模式","401507607"
"0","401507708","401507706","401507705","0","奧爾獅 第2階段 單人模式","401507707"
"0","401507808","401507806","401507805","0","奧爾獅 第3階段 單人模式","401507807"
"0","401508107","401508105","401508104","0","泰坦龍龜 第1階段","401508106"
"0","401508207","401508205","401508204","0","泰坦龍龜 第2階段","401508206"
"0","401508307","401508305","401508304","0","泰坦龍龜 第3階段","401508306"
"0","401508407","401508405","401508404","0","泰坦龍龜 第4階段","401508406"
"0","401508507","401508505","401508504","0","泰坦龍龜 第5階段","401508506"
"0","401508607","401508605","401508604","0","泰坦龍龜 第1階段 單人模式","401508606"
"0","401508707","401508705","401508704","0","泰坦龍龜 第2階段 單人模式","401508706"
"0","401508807","401508805","401508804","0","泰坦龍龜 第3階段 單人模式","401508806"
"0","0","401509103","401509102","0","哥布林騎兵 第1階段","401509104"
"0","401509110","401509108","401509107","0","大胃王 第1階段","401509109"
"0","0","401509203","401509202","0","哥布林騎兵 第2階段","401509204"
"0","401509210","401509208","401509207","0","大胃王 第2階段","401509209"
"0","0","401509303","401509302","0","哥布林騎兵 第3階段","401509304"
"0","401509310","401509308","401509307","0","大胃王 第3階段","401509309"
"0","0","401509403","401509402","0","哥布林騎兵 第4階段","401509404"
"0","401509410","401509408","401509407","0","大胃王 第4階段","401509409"
"0","0","401509503","401509502","0","哥布林騎兵 第5階段","401509504"
"0","401509510","401509508","401509507","0","大胃王 第5階段","401509509"
"0","0","401509603","401509602","0","哥布林騎兵 第1階段 單人模式","401509604"
"0","401509610","401509608","401509607","0","大胃王 第1階段 單人模式","401509609"
"0","0","401509703","401509702","0","哥布林騎兵 第2階段 單人模式","401509704"
"0","401509710","401509708","401509707","0","大胃王 第2階段 單人模式","401509709"
"0","0","401509803","401509802","0","哥布林騎兵 第3階段 單人模式","401509804"
"0","401509810","401509808","401509807","0","大胃王 第3階段 單人模式","401509809"
"0","401510107","401510105","401510104","0","三重岩 第1階段","401510106"
"0","401510207","401510205","401510204","0","三重岩 第2階段","401510206"
"0","401510307","401510305","401510304","0","三重岩 第3階段","401510306"
"0","401510407","401510405","401510404","0","三重岩 第4階段","401510406"
"0","401510507","401510505","401510504","0","三重岩 第5階段","401510506"
"0","401510607","401510605","401510604","0","三重岩 第1階段 單人模式","401510606"
"0","401510707","401510705","401510704","0","三重岩 第2階段 單人模式","401510706"
"0","401510807","401510805","401510804","0","三重岩 第3階段 單人模式","401510806"
"0","0","401511106","401511105","0","人馬座 第1階段","401511107"
"0","0","401511206","401511205","0","人馬座 第2階段","401511207"
"0","0","401511306","401511305","0","人馬座 第3階段","401511307"
"0","0","401511406","401511405","0","人馬座 第4階段","401511407"
"0","0","401511506","401511505","0","人馬座 第5階段","401511507"
"0","0","401511606","401511605","0","人馬座 第1階段 單人模式","401511607"
"0","0","401511706","401511705","0","人馬座 第2階段 單人模式","401511707"
"0","0","401511806","401511805","0","人馬座 第3階段 單人模式","401511807"
"0","0","401512103","401512102","0","哥布林騎兵 第1階段","401512104"
"0","0","401512203","401512202","0","哥布林騎兵 第2階段","401512204"
"0","0","401512303","401512302","0","哥布林騎兵 第3階段","401512304"
"0","0","401512403","401512402","0","哥布林騎兵 第4階段","401512404"
"0","0","401512503","401512502","0","哥布林騎兵 第5階段","401512504"
"0","0","401512603","401512602","0","哥布林騎兵 第1階段 單人模式","401512604"
"0","0","401512703","401512702","0","哥布林騎兵 第2階段 單人模式","401512704"
"0","0","401512803","401512802","0","哥布林騎兵 第3階段 單人模式","401512804"
"0","0","401601106","401601105","0","水之里歐斯 第1階段","401601107"
"0","0","401601206","401601205","0","水之里歐斯 第2階段","401601207"
"0","0","401601306","401601305","0","水之里歐斯 第3階段","401601307"
"0","0","401601406","401601405","0","水之里歐斯 第4階段","401601407"
"0","0","401601606","401601605","0","水之里歐斯 第1階段 單人模式","401601607"
"0","0","401601706","401601705","0","水之里歐斯 第2階段 單人模式","401601707"
"0","0","401601806","401601805","0","水之里歐斯 第3階段 單人模式","401601807"
"0","401602107","401602105","401602104","0","劍蛇 第1階段","401602106"
"0","401602207","401602205","401602204","0","劍蛇 第2階段","401602206"
"0","401602307","401602305","401602304","0","劍蛇 第3階段","401602306"
"0","401602407","401602405","401602404","0","劍蛇 第4階段","401602406"
"0","401602607","401602605","401602604","0","劍蛇 第1階段 單人模式","401602606"
"0","401602707","401602705","401602704","0","劍蛇 第2階段 單人模式","401602706"
"0","401602807","401602805","401602804","0","劍蛇 第3階段 單人模式","401602806"
"0","401603106","401603104","401603103","0","雷電 第1階段","401603105"
"0","401603206","401603204","401603203","0","雷電 第2階段","401603205"
"0","401603306","401603304","401603303","0","雷電 第3階段","401603305"
"0","401603406","401603404","401603403","0","雷電 第4階段","401603405"
"0","401603606","401603604","401603603","0","雷電 第1階段 單人模式","401603605"
"0","401603706","401603704","401603703","0","雷電 第2階段 單人模式","401603705"
"0","401603806","401603804","401603803","0","雷電 第3階段 單人模式","401603805"
"0","0","401604103","401604102","0","哥布林騎兵 第1階段","401604104"
"0","401604109","401604107","401604106","0","黑曜飛龍 第1階段","401604108"
"0","0","401604203","401604202","0","哥布林騎兵 第2階段","401604204"
"0","401604209","401604207","401604206","0","黑曜飛龍 第2階段","401604208"
"0","0","401604303","401604302","0","哥布林騎兵 第3階段","401604304"
"0","401604309","401604307","401604306","0","黑曜飛龍 第3階段","401604308"
"0","0","401604403","401604402","0","哥布林騎兵 第4階段","401604404"
"0","401604409","401604407","401604406","0","黑曜飛龍 第4階段","401604408"
"0","0","401604503","401604502","0","哥布林騎兵 第1階段 單人模式","401604504"
"0","401604509","401604507","401604506","0","黑曜飛龍 第1階段 單人模式","401604508"
"0","0","401604603","401604602","0","哥布林騎兵 第2階段 單人模式","401604604"
"0","401604609","401604607","401604606","0","黑曜飛龍 第2階段 單人模式","401604608"
"0","0","401604703","401604702","0","哥布林騎兵 第3階段 單人模式","401604704"
"0","401604709","401604707","401604706","0","黑曜飛龍 第3階段 單人模式","401604708"
"401605109","401605108","401605106","401605105","0","野豬雙胞胎 第1階段","401605107"
"401605209","401605208","401605206","401605205","0","野豬雙胞胎 第2階段","401605207"
"401605309","401605308","401605306","401605305","0","野豬雙胞胎 第3階段","401605307"
"401605409","401605408","401605406","401605405","0","野豬雙胞胎 第4階段","401605407"
"401605509","401605508","401605506","401605505","0","野豬雙胞胎 第1階段 單人模式","401605507"
"401605609","401605608","401605606","401605605","0","野豬雙胞胎 第2階段 單人模式","401605607"
"401605709","401605708","401605706","401605705","0","野豬雙胞胎 第3階段 單人模式","401605707"
"0","401606107","401606105","401606104","0","涅普堤利昂 第1階段","401606106"
"0","401606207","401606205","401606204","0","涅普堤利昂 第2階段","401606206"
"0","401606307","401606305","401606304","0","涅普堤利昂 第3階段","401606306"
"0","401606407","401606405","401606404","0","涅普堤利昂 第4階段","401606406"
"0","401606507","401606505","401606504","0","涅普堤利昂 第1階段 單人模式","401606506"
"0","401606607","401606605","401606604","0","涅普堤利昂 第2階段 單人模式","401606606"
"0","401606707","401606705","401606704","0","涅普堤利昂 第3階段 單人模式","401606706"
"0","0","401607103","401607102","0","哥布林騎兵 第1階段","401607104"
"0","401607110","401607108","401607107","0","奧爾獅 第1階段","401607109"
"0","0","401607203","401607202","0","哥布林騎兵 第2階段","401607204"
"0","401607210","401607208","401607207","0","奧爾獅 第2階段","401607209"
"0","0","401607303","401607302","0","哥布林騎兵 第3階段","401607304"
"0","401607310","401607308","401607307","0","奧爾獅 第3階段","401607309"
"0","0","401607403","401607402","0","哥布林騎兵 第4階段","401607404"
"0","401607410","401607408","401607407","0","奧爾獅 第4階段","401607409"
"0","0","401607503","401607502","0","哥布林騎兵 第1階段 單人模式","401607504"
"0","401607510","401607508","401607507","0","奧爾獅 第1階段 單人模式","401607509"
"0","0","401607603","401607602","0","哥布林騎兵 第2階段 單人模式","401607604"
"0","401607610","401607608","401607607","0","奧爾獅 第2階段 單人模式","401607609"
"0","0","401607703","401607702","0","哥布林騎兵 第3階段 單人模式","401607704"
"0","401607710","401607708","401607707","0","奧爾獅 第3階段 單人模式","401607709"
"0","401608107","401608105","401608104","0","泰坦龍龜 第1階段","401608106"
"0","401608207","401608205","401608204","0","泰坦龍龜 第2階段","401608206"
"0","401608307","401608305","401608304","0","泰坦龍龜 第3階段","401608306"
"0","401608407","401608405","401608404","0","泰坦龍龜 第4階段","401608406"
"0","401608507","401608505","401608504","0","泰坦龍龜 第1階段 單人模式","401608506"
"0","401608607","401608605","401608604","0","泰坦龍龜 第2階段 單人模式","401608606"
"0","401608707","401608705","401608704","0","泰坦龍龜 第3階段 單人模式","401608706"
"0","401609104","401609102","401609101","0","冰霜獵犬 第1階段","401609103"
"0","401609111","401609109","401609108","0","大胃王 第1階段","401609110"
"0","401609204","401609202","401609201","0","冰霜獵犬 第2階段","401609203"
"0","401609211","401609209","401609208","0","大胃王 第2階段","401609210"
"0","401609304","401609302","401609301","0","冰霜獵犬 第3階段","401609303"
"0","401609311","401609309","401609308","0","大胃王 第3階段","401609310"
"0","401609404","401609402","401609401","0","冰霜獵犬 第4階段","401609403"
"0","401609411","401609409","401609408","0","大胃王 第4階段","401609410"
"0","401609504","401609502","401609501","0","冰霜獵犬 第1階段 單人模式","401609503"
"0","401609511","401609509","401609508","0","大胃王 第1階段 單人模式","401609510"
"0","401609604","401609602","401609601","0","冰霜獵犬 第2階段 單人模式","401609603"
"0","401609611","401609609","401609608","0","大胃王 第2階段 單人模式","401609610"
"0","401609704","401609702","401609701","0","冰霜獵犬 第3階段 單人模式","401609703"
"0","401609711","401609709","401609708","0","大胃王 第3階段 單人模式","401609710"
"0","401610107","401610105","401610104","0","劍蛇 第1階段","401610106"
"0","401610207","401610205","401610204","0","劍蛇 第2階段","401610206"
"0","401610307","401610305","401610304","0","劍蛇 第3階段","401610306"
"0","401610407","401610405","401610404","0","劍蛇 第4階段","401610406"
"0","401610507","401610505","401610504","0","劍蛇 第1階段 單人模式","401610506"
"0","401610607","401610605","401610604","0","劍蛇 第2階段 單人模式","401610606"
"0","401610707","401610705","401610704","0","劍蛇 第3階段 單人模式","401610706"
"0","401611107","401611105","401611104","0","三重岩 第1階段","401611106"
"0","0","401611109","401611108","0","人馬座 第1階段","401611110"
"0","401611207","401611205","401611204","0","三重岩 第2階段","401611206"
"0","0","401611209","401611208","0","人馬座 第2階段","401611210"
"0","401611307","401611305","401611304","0","三重岩 第3階段","401611306"
"0","0","401611309","401611308","0","人馬座 第3階段","401611310"
"0","401611407","401611405","401611404","0","三重岩 第4階段","401611406"
"0","0","401611409","401611408","0","人馬座 第4階段","401611410"
"0","401611507","401611505","401611504","0","三重岩 第1階段 單人模式","401611506"
"0","0","401611509","401611508","0","人馬座 第1階段 單人模式","401611510"
"0","401611607","401611605","401611604","0","三重岩 第2階段 單人模式","401611606"
"0","0","401611609","401611608","0","人馬座 第2階段 單人模式","401611610"
"0","401611707","401611705","401611704","0","三重岩 第3階段 單人模式","401611706"
"0","0","401611709","401611708","0","人馬座 第3階段 單人模式","401611710"
"0","401612104","401612102","401612101","0","冰霜獵犬 第1階段","401612103"
"0","0","401612106","401612105","0","哥布林騎兵 第1階段","401612107"
"0","401612204","401612202","401612201","0","冰霜獵犬 第2階段","401612203"
"0","0","401612206","401612205","0","哥布林騎兵 第2階段","401612207"
"0","401612304","401612302","401612301","0","冰霜獵犬 第3階段","401612303"
"0","0","401612306","401612305","0","哥布林騎兵 第3階段","401612307"
"0","401612404","401612402","401612401","0","冰霜獵犬 第4階段","401612403"
"0","0","401612406","401612405","0","哥布林騎兵 第4階段","401612407"
"0","401612504","401612502","401612501","0","冰霜獵犬 第1階段 單人模式","401612503"
"0","0","401612506","401612505","0","哥布林騎兵 第1階段 單人模式","401612507"
"0","401612604","401612602","401612601","0","冰霜獵犬 第2階段 單人模式","401612603"
"0","0","401612606","401612605","0","哥布林騎兵 第2階段 單人模式","401612607"
"0","401612704","401612702","401612701","0","冰霜獵犬 第3階段 單人模式","401612703"
"0","0","401612706","401612705","0","哥布林騎兵 第3階段 單人模式","401612707"
"0","401701106","401701104","401701103","0","雷電 第1階段","401701105"
"0","0","401701109","401701108","0","水之里歐斯 第1階段","401701110"
"0","401701206","401701204","401701203","0","雷電 第2階段","401701205"
"0","0","401701209","401701208","0","水之里歐斯 第2階段","401701210"
"0","401701306","401701304","401701303","0","雷電 第3階段","401701305"
"0","0","401701309","401701308","0","水之里歐斯 第3階段","401701310"
"0","401701406","401701404","401701403","0","雷電 第4階段","401701405"
"0","0","401701409","401701408","0","水之里歐斯 第4階段","401701410"
"0","401701506","401701504","401701503","0","雷電 第1階段 單人模式","401701505"
"0","0","401701509","401701508","0","水之里歐斯 第1階段 單人模式","401701510"
