f6217b4ec29591aff6b98e839c3f0ecf441e17af4f0aaae13c25b545f5553f34,50ae0621f77be18c9a754041d7bee4018a6ff8597ad819cc91469f0ae8181431,53bbc7fdd0779b4d6062fd671b53e6c58da9e5d4b803e485c2c9e47aa271d971,a5d9bf8503890beb94c2ce424fcbdb463bf706c4e05b573950da55ba6bb51090,87d73d49e199a8c6d1214751071af3cfa82d9d18e4710c5b0de6ecb89843f562,a9490d2ab382191c3129287165cf2e0a8edaabeba9994fc2fd71fefb7afacd01,0535845c7f43c58624593431ebda11f0b3eae3b05e9b4457c65ce0c95369557a,10a633b689931367202d641905bea1fa188280bdd3dd7c0cccdcc29dbea71793,9235a2094944b4ce51dbd28ab1d58f22c09473b106518b7ac9deb0f9b7a9f547,da55d3c8b64dd6dafd73bfc81a9dc4e9b8f5d42afa61f688d5f187b61e8cbdb5,ad4ad5979dc66ba8ab07c21fc4e1e03ab3c7440d51d4f40877b3dd4ec62a9acc
"1021301043","0","0","","1","1","1021301","2","6","1","0"
"1021301044","0","0","","1","1","1021301","3","6","1","0"
"1021301045","0","0","","1","1","1021301","4","6","1","0"
"1021301046","0","0","","1","1","1021301","5","6","1","0"
"1021301047","0","0","","1","1","1021301","6","6","1","0"
"1021301048","0","0","","1","1","1021301","7","6","1","0"
"1021301049","0","0","","1","1","1021301","8","6","1","0"
"1021301050","0","0","","1","1","1021301","9","6","1","0"
"1021301051","","","","","eat","1021301","1","37","",""
"1021301052","","","","","0","1021301","2","32","",""
"1021301053","","","","","0","1021301","5","32","",""
"1021301054","","","","","1","1021301","10","32","",""
"1021301055","","","","","1","1021301","100","32","",""
"1021301056","","","","","se_obtent_10213_drama_eat","1021301","se_10067600","23","0",""
"1021301057","","","","","0","1021301","0","93","",""
"1021301058","","","","0","vo_obtent_1021301_02","1021301","vo_obtent_1021301","21","0",""
"1021301059","","","","","0","1021301","2.8","93","",""
"1021301060","","","","0","vo_obtent_1021301_03","1021301","vo_obtent_1021301","21","0",""
"1021301061","","","","","0","1021301","2.6","93","",""
"1021301062","","","","","","1021301","2","26","",""
"1021301063","","","","0","vo_obtent_1021301_04","1021301","vo_obtent_1021301","21","0",""
"1021301064","","","","","0","1021301","2.5","93","",""
"1021301065","","","","","","1021301","1021301066","101","",""
"1021301066","","","","","0","1021301","10","32","",""
"1021301067","","","","","0","1021301","100","32","",""
"1021301068","","","","","1","1021301","20","32","",""
"1021301069","","","","","1","1021301","200","32","",""
"1021301070","","","","","1","1021301","300","32","",""
"1021301071","","","","","0","1021301","se_obtent_10213_drama_eat","24","",""
"1021301072","","","","","0","1021301","0","22","",""
"1021301073","","","","0","vo_obtent_1021301_05","1021301","vo_obtent_1021301","21","0",""
"1021301074","","","","","bgm_MC319A","1021301","bgm_MC319A","25","",""
"1021301075","","","","","se_obtent_10213_drama_break_1","1021301","se_10067600","23","0",""
"1021301076","","","","","0","1021301","3.5","93","",""
"1021301077","","","","","","1021301","1021301078","101","",""
"1021301078","","","","","break_2","1021301","20","37","",""
"1021301079","","","","","break_2","1021301","200","37","",""
"1021301080","","","","","break_2","1021301","300","37","",""
"1021301081","","","","","0","1021301","se_obtent_10213_drama_break_1","24","",""
"1021301082","","","","","0","1021301","0","22","",""
"1021301083","","","","0","vo_obtent_1021301_06","1021301","vo_obtent_1021301","21","0",""
"1021301084","","","","","se_obtent_10213_drama_break_2","1021301","se_10067600","23","0",""
"1021301085","","","","","0","1021301","4","93","",""
"1021301086","","","","","","1021301","1021301087","101","",""
"1021301087","","","","","break_3","1021301","20","37","",""
"1021301088","","","","","break_3","1021301","200","37","",""
"1021301089","","","","","break_3","1021301","300","37","",""
"1021301090","","","","","0","1021301","se_obtent_10213_drama_break_2","24","",""
"1021301091","","","","","0","1021301","0","22","",""
"1021301092","","","","0","vo_obtent_1021301_07","1021301","vo_obtent_1021301","21","0",""
"1021301093","","","","","se_obtent_10213_drama_break_3","1021301","se_10067600","23","0",""
"1021301094","","","","","0","1021301","5","93","",""
"1021301095","","","","","","1021301","1021301096","101","",""
"1021301096","","","","","break_4","1021301","300","37","",""
"1021301097","","","","","1","1021301","21","32","",""
"1021301098","","","","","0","1021301","0.2","93","",""
"1021301099","","","","","","1021301","0","141","",""
"1021301100","","","","","0","1021301","0.1","93","",""
"1021301101","","","","","","1021301","","92","",""
"1021301102","","","","","","1021301","1021301103","101","",""
"1021301103","","","","","0","1021301","se_obtent_10213_drama_break_3","24","",""
"1021301104","","","","","0","1021301","0","22","",""
"1021301105","","","","","1","1021301","22","32","",""
"1021301106","","","","","0","1021301","0.4","93","",""
"1021302001","1","1","","0","1","1021302","1","31","0",""
"1021302002","1","1","","0","2","1021302","2","31","0",""
"1021302003","1","1","","0","5","1021302","5","31","0",""
"1021302004","0","1","","0","10","1021302","10","31","0",""
"1021302005","0","1","","0","20","1021302","20","31","0",""
"1021302006","0","1","","0","21","1021302","21","31","0",""
"1021302007","0","1","","0","22","1021302","22","31","0",""
"1021302008","0","1","","0","100","1021302","102","31","0",""
"1021302009","0","1","","0","200","1021302","202","31","0",""
"1021302010","0","1","","0","300","1021302","302","31","0",""
"1021302011","1","-14","empty","0","1","1021302","1","5","27","0"
"1021302012","1","-14","empty","0","2","1021302","2","5","28","0"
"1021302013","1","-14","empty","0","3","1021302","2","5","26","0"
"1021302014","1","-14","empty","0","4","1021302","11","5","25","0"
"1021302015","1","-14","empty","0","5","1021302","12","5","24","0"
"1021302016","1","-24","empty","-10","6","1021302","11","5","13","0"
"1021302017","1","-24","empty","-10","7","1021302","12","5","12","0"
"1021302018","1","-14","empty","0","8","1021302","0","5","29","0"
"1021302019","1","-19","empty","-5","9","1021302","0","5","10","0"
"1021302020","0","1","","0.56","0.23","1021302","6","6","0.63","0"
"1021302021","0","1","","0.56","0.23","1021302","7","6","0.63","0"
"1021302022","0","1","","0.56","0.23","1021302","9","6","0.63","0"
"1021302023","","","","","","1021302","1","141","",""
"1021302024","","","","","","1021302","0","91","",""
"1021302025","","","","","0","1021302","0.033","93","",""
"1021302026","","","","","se_obtent_10213_drama_cook_lyrael","1021302","se_10067600","23","0",""
"1021302027","0","","","","raira_cook","1021302","1","3","0","0"
"1021302028","0","","","","raira_cook","1021302","2","3","0","0"
"1021302029","0","","","","raira_end","1021302","3","3","0","0"
"1021302030","0","","","","raira_cook","1021302","4","3","0","0"
"1021302031","0","","","","raira_white","1021302","5","3","0","0"
"1021302032","0","","","","raira_cook","1021302","6","3","0","0"
"1021302033","0","","","","raira_white","1021302","7","3","0","0"
"1021302034","0","","","","raira_cook","1021302","8","3","0","0"
"1021302035","0","","","","raira_cook_w","1021302","9","3","0","0"
"1021302036","","","","","0","1021302","3","93","",""
"1021302037","","","","0","vo_obtent_1021302_01","1021302","vo_obtent_1021302","21","0",""
"1021302038","","","","","0","1021302","2.366","93","",""
"1021302039","","","","","","1021302","1021302040","101","",""
"1021302040","","","","","0","1021302","se_obtent_10213_drama_cook_lyrael","24","",""
"1021302041","","","","","0","1021302","0","22","",""
"1021302042","0","0","","1","1","1021302","1","6","1","0"
"1021302043","0","0","","1","1","1021302","2","6","1","0"
"1021302044","0","0","","1","1","1021302","3","6","1","0"
"1021302045","0","0","","1","1","1021302","4","6","1","0"
"1021302046","0","0","","1","1","1021302","5","6","1","0"
"1021302047","0","0","","1","1","1021302","6","6","1","0"
"1021302048","0","0","","1","1","1021302","7","6","1","0"
"1021302049","0","0","","1","1","1021302","8","6","1","0"
"1021302050","0","0","","1","1","1021302","9","6","1","0"
"1021302051","","","","","eat","1021302","1","37","",""
"1021302052","","","","","0","1021302","2","32","",""
"1021302053","","","","","0","1021302","5","32","",""
"1021302054","","","","","1","1021302","10","32","",""
"1021302055","","","","","1","1021302","100","32","",""
"1021302056","","","","","se_obtent_10213_drama_eat","1021302","se_10067600","23","0",""
"1021302057","","","","","0","1021302","0","93","",""
"1021302058","","","","0","vo_obtent_1021302_02","1021302","vo_obtent_1021302","21","0",""
"1021302059","","","","","0","1021302","2.8","93","",""
"1021302060","","","","0","vo_obtent_1021302_03","1021302","vo_obtent_1021302","21","0",""
"1021302061","","","","","0","1021302","2.6","93","",""
"1021302062","","","","","","1021302","2","26","",""
"1021302063","","","","0","vo_obtent_1021302_04","1021302","vo_obtent_1021302","21","0",""
"1021302064","","","","","0","1021302","2.5","93","",""
"1021302065","","","","","","1021302","1021302066","101","",""
"1021302066","","","","","0","1021302","10","32","",""
"1021302067","","","","","0","1021302","100","32","",""
"1021302068","","","","","1","1021302","20","32","",""
"1021302069","","","","","1","1021302","200","32","",""
"1021302070","","","","","1","1021302","300","32","",""
"1021302071","","","","","0","1021302","se_obtent_10213_drama_eat","24","",""
"1021302072","","","","","0","1021302","0","22","",""
"1021302073","","","","0","vo_obtent_1021302_05","1021302","vo_obtent_1021302","21","0",""
"1021302074","","","","","bgm_MC319A","1021302","bgm_MC319A","25","",""
"1021302075","","","","","se_obtent_10213_drama_break_1","1021302","se_10067600","23","0",""
"1021302076","","","","","0","1021302","3.5","93","",""
"1021302077","","","","","","1021302","1021302078","101","",""
"1021302078","","","","","break_2","1021302","20","37","",""
"1021302079","","","","","break_2","1021302","200","37","",""
"1021302080","","","","","break_2","1021302","300","37","",""
"1021302081","","","","","0","1021302","se_obtent_10213_drama_break_1","24","",""
"1021302082","","","","","0","1021302","0","22","",""
"1021302083","","","","0","vo_obtent_1021302_06","1021302","vo_obtent_1021302","21","0",""
"1021302084","","","","","se_obtent_10213_drama_break_2","1021302","se_10067600","23","0",""
"1021302085","","","","","0","1021302","4","93","",""
"1021302086","","","","","","1021302","1021302087","101","",""
"1021302087","","","","","break_3","1021302","20","37","",""
"1021302088","","","","","break_3_02","1021302","200","37","",""
"1021302089","","","","","break_3","1021302","300","37","",""
"1021302090","","","","","0","1021302","se_obtent_10213_drama_break_2","24","",""
"1021302091","","","","","0","1021302","0","22","",""
"1021302092","","","","0","vo_obtent_1021302_07","1021302","vo_obtent_1021302","21","0",""
"1021302093","","","","","se_obtent_10213_drama_break_3","1021302","se_10067600","23","0",""
"1021302094","","","","","0","1021302","5","93","",""
"1021302095","","","","","","1021302","1021302096","101","",""
"1021302096","","","","","break_4","1021302","300","37","",""
"1021302097","","","","","1","1021302","21","32","",""
"1021302098","","","","","0","1021302","0.2","93","",""
"1021302099","","","","","","1021302","0","141","",""
"1021302100","","","","","0","1021302","0.1","93","",""
"1021302101","","","","","","1021302","","92","",""
"1021302102","","","","","","1021302","1021302103","101","",""
"1021302103","","","","","0","1021302","se_obtent_10213_drama_break_3","24","",""
"1021302104","","","","","0","1021302","0","22","",""
"1021302105","","","","","1","1021302","22","32","",""
"1021302106","","","","","0","1021302","0.4","93","",""
"1021303001","1","1","","0","1","1021303","1","31","0",""
"1021303002","1","1","","0","2","1021303","2","31","0",""
"1021303003","1","1","","0","5","1021303","5","31","0",""
"1021303004","0","1","","0","10","1021303","10","31","0",""
"1021303005","0","1","","0","20","1021303","20","31","0",""
"1021303006","0","1","","0","21","1021303","21","31","0",""
"1021303007","0","1","","0","22","1021303","22","31","0",""
"1021303008","0","1","","0","100","1021303","103","31","0",""
"1021303009","0","1","","0","200","1021303","203","31","0",""
"1021303010","0","1","","0","300","1021303","303","31","0",""
"1021303011","1","-14","empty","0","1","1021303","1","5","27","0"
"1021303012","1","-14","empty","0","2","1021303","2","5","28","0"
"1021303013","1","-14","empty","0","3","1021303","2","5","26","0"
"1021303014","1","-14","empty","0","4","1021303","11","5","25","0"
"1021303015","1","-14","empty","0","5","1021303","12","5","24","0"
"1021303016","1","-24","empty","-10","6","1021303","11","5","13","0"
"1021303017","1","-24","empty","-10","7","1021303","12","5","12","0"
"1021303018","1","-14","empty","0","8","1021303","0","5","29","0"
"1021303019","1","-19","empty","-5","9","1021303","0","5","10","0"
"1021303020","0","1","","0.56","0.23","1021303","6","6","0.63","0"
"1021303021","0","1","","0.56","0.23","1021303","7","6","0.63","0"
"1021303022","0","1","","0.56","0.23","1021303","9","6","0.63","0"
"1021303023","","","","","","1021303","1","141","",""
"1021303024","","","","","","1021303","0","91","",""
"1021303025","","","","","0","1021303","0.033","93","",""
"1021303026","","","","","se_obtent_10213_drama_cook_lyrael","1021303","se_10067600","23","0",""
"1021303027","0","","","","raira_cook","1021303","1","3","0","0"
"1021303028","0","","","","raira_cook","1021303","2","3","0","0"
"1021303029","0","","","","raira_end","1021303","3","3","0","0"
"1021303030","0","","","","raira_cook","1021303","4","3","0","0"
"1021303031","0","","","","raira_white","1021303","5","3","0","0"
"1021303032","0","","","","raira_cook","1021303","6","3","0","0"
"1021303033","0","","","","raira_white","1021303","7","3","0","0"
"1021303034","0","","","","raira_cook","1021303","8","3","0","0"
"1021303035","0","","","","raira_cook_w","1021303","9","3","0","0"
"1021303036","","","","","0","1021303","3","93","",""
"1021303037","","","","0","vo_obtent_1021303_01","1021303","vo_obtent_1021303","21","0",""
"1021303038","","","","","0","1021303","2.366","93","",""
"1021303039","","","","","","1021303","1021303040","101","",""
"1021303040","","","","","0","1021303","se_obtent_10213_drama_cook_lyrael","24","",""
"1021303041","","","","","0","1021303","0","22","",""
"1021303042","0","0","","1","1","1021303","1","6","1","0"
"1021303043","0","0","","1","1","1021303","2","6","1","0"
"1021303044","0","0","","1","1","1021303","3","6","1","0"
"1021303045","0","0","","1","1","1021303","4","6","1","0"
"1021303046","0","0","","1","1","1021303","5","6","1","0"
"1021303047","0","0","","1","1","1021303","6","6","1","0"
"1021303048","0","0","","1","1","1021303","7","6","1","0"
"1021303049","0","0","","1","1","1021303","8","6","1","0"
"1021303050","0","0","","1","1","1021303","9","6","1","0"
"1021303051","","","","","eat","1021303","1","37","",""
"1021303052","","","","","0","1021303","2","32","",""
"1021303053","","","","","0","1021303","5","32","",""
"1021303054","","","","","1","1021303","10","32","",""
"1021303055","","","","","1","1021303","100","32","",""
"1021303056","","","","","se_obtent_10213_drama_eat","1021303","se_10067600","23","0",""
"1021303057","","","","","0","1021303","0","93","",""
"1021303058","","","","0","vo_obtent_1021303_02","1021303","vo_obtent_1021303","21","0",""
"1021303059","","","","","0","1021303","2.8","93","",""
"1021303060","","","","0","vo_obtent_1021303_03","1021303","vo_obtent_1021303","21","0",""
"1021303061","","","","","0","1021303","2.6","93","",""
"1021303062","","","","","","1021303","2","26","",""
"1021303063","","","","0","vo_obtent_1021303_04","1021303","vo_obtent_1021303","21","0",""
"1021303064","","","","","0","1021303","2.5","93","",""
"1021303065","","","","","","1021303","1021303066","101","",""
"1021303066","","","","","0","1021303","10","32","",""
"1021303067","","","","","0","1021303","100","32","",""
"1021303068","","","","","1","1021303","20","32","",""
"1021303069","","","","","1","1021303","200","32","",""
"1021303070","","","","","1","1021303","300","32","",""
"1021303071","","","","","0","1021303","se_obtent_10213_drama_eat","24","",""
"1021303072","","","","","0","1021303","0","22","",""
"1021303073","","","","0","vo_obtent_1021303_05","1021303","vo_obtent_1021303","21","0",""
"1021303074","","","","","bgm_MC319A","1021303","bgm_MC319A","25","",""
"1021303075","","","","","se_obtent_10213_drama_break_1","1021303","se_10067600","23","0",""
"1021303076","","","","","0","1021303","3.5","93","",""
"1021303077","","","","","","1021303","1021303078","101","",""
"1021303078","","","","","break_2","1021303","20","37","",""
"1021303079","","","","","break_2","1021303","200","37","",""
"1021303080","","","","","break_2","1021303","300","37","",""
"1021303081","","","","","0","1021303","se_obtent_10213_drama_break_1","24","",""
"1021303082","","","","","0","1021303","0","22","",""
"1021303083","","","","0","vo_obtent_1021303_06","1021303","vo_obtent_1021303","21","0",""
"1021303084","","","","","se_obtent_10213_drama_break_2","1021303","se_10067600","23","0",""
"1021303085","","","","","0","1021303","4","93","",""
"1021303086","","","","","","1021303","1021303087","101","",""
"1021303087","","","","","break_3","1021303","20","37","",""
"1021303088","","","","","break_3","1021303","200","37","",""
"1021303089","","","","","break_3","1021303","300","37","",""
"1021303090","","","","","0","1021303","se_obtent_10213_drama_break_2","24","",""
"1021303091","","","","","0","1021303","0","22","",""
"1021303092","","","","0","vo_obtent_1021303_07","1021303","vo_obtent_1021303","21","0",""
"1021303093","","","","","se_obtent_10213_drama_break_3","1021303","se_10067600","23","0",""
"1021303094","","","","","0","1021303","5","93","",""
"1021303095","","","","","","1021303","1021303096","101","",""
"1021303096","","","","","break_4","1021303","300","37","",""
"1021303097","","","","","1","1021303","21","32","",""
"1021303098","","","","","0","1021303","0.2","93","",""
"1021303099","","","","","","1021303","0","141","",""
"1021303100","","","","","0","1021303","0.1","93","",""
"1021303101","","","","","","1021303","","92","",""
"1021303102","","","","","","1021303","1021303103","101","",""
"1021303103","","","","","0","1021303","se_obtent_10213_drama_break_3","24","",""
"1021303104","","","","","0","1021303","0","22","",""
"1021303105","","","","","1","1021303","22","32","",""
"1021303106","","","","","0","1021303","0.4","93","",""
"1021304001","1","1","","0","1","1021304","1","31","0",""
"1021304002","1","1","","0","2","1021304","2","31","0",""
"1021304003","1","1","","0","5","1021304","5","31","0",""
"1021304004","0","1","","0","10","1021304","10","31","0",""
"1021304005","0","1","","0","20","1021304","20","31","0",""
"1021304006","0","1","","0","21","1021304","21","31","0",""
"1021304007","0","1","","0","22","1021304","22","31","0",""
"1021304008","0","1","","0","100","1021304","104","31","0",""
"1021304009","0","1","","0","200","1021304","204","31","0",""
"1021304010","0","1","","0","300","1021304","304","31","0",""
"1021304011","1","-14","empty","0","1","1021304","1","5","27","0"
"1021304012","1","-14","empty","0","2","1021304","2","5","28","0"
"1021304013","1","-14","empty","0","3","1021304","2","5","26","0"
"1021304014","1","-14","empty","0","4","1021304","11","5","25","0"
"1021304015","1","-14","empty","0","5","1021304","12","5","24","0"
"1021304016","1","-24","empty","-10","6","1021304","11","5","13","0"
"1021304017","1","-24","empty","-10","7","1021304","12","5","12","0"
"1021304018","1","-14","empty","0","8","1021304","0","5","29","0"
"1021304019","1","-19","empty","-5","9","1021304","0","5","10","0"
"1021304020","0","1","","0.56","0.23","1021304","6","6","0.63","0"
"1021304021","0","1","","0.56","0.23","1021304","7","6","0.63","0"
"1021304022","0","1","","0.56","0.23","1021304","9","6","0.63","0"
"1021304023","","","","","","1021304","1","141","",""
"1021304024","","","","","","1021304","0","91","",""
"1021304025","","","","","0","1021304","0.033","93","",""
"1021304026","","","","","se_obtent_10213_drama_cook_lyrael","1021304","se_10067600","23","0",""
"1021304027","0","","","","raira_cook","1021304","1","3","0","0"
"1021304028","0","","","","raira_cook","1021304","2","3","0","0"
"1021304029","0","","","","raira_end","1021304","3","3","0","0"
"1021304030","0","","","","raira_cook","1021304","4","3","0","0"
"1021304031","0","","","","raira_white","1021304","5","3","0","0"
"1021304032","0","","","","raira_cook","1021304","6","3","0","0"
"1021304033","0","","","","raira_white","1021304","7","3","0","0"
"1021304034","0","","","","raira_cook","1021304","8","3","0","0"
"1021304035","0","","","","raira_cook_w","1021304","9","3","0","0"
"1021304036","","","","","0","1021304","3","93","",""
"1021304037","","","","0","vo_obtent_1021304_01","1021304","vo_obtent_1021304","21","0",""
"1021304038","","","","","0","1021304","2.366","93","",""
"1021304039","","","","","","1021304","1021304040","101","",""
"1021304040","","","","","0","1021304","se_obtent_10213_drama_cook_lyrael","24","",""
"1021304041","","","","","0","1021304","0","22","",""
"1021304042","0","0","","1","1","1021304","1","6","1","0"
"1021304043","0","0","","1","1","1021304","2","6","1","0"
"1021304044","0","0","","1","1","1021304","3","6","1","0"
"1021304045","0","0","","1","1","1021304","4","6","1","0"
"1021304046","0","0","","1","1","1021304","5","6","1","0"
"1021304047","0","0","","1","1","1021304","6","6","1","0"
"1021304048","0","0","","1","1","1021304","7","6","1","0"
"1021304049","0","0","","1","1","1021304","8","6","1","0"
"1021304050","0","0","","1","1","1021304","9","6","1","0"
"1021304051","","","","","eat","1021304","1","37","",""
"1021304052","","","","","0","1021304","2","32","",""
"1021304053","","","","","0","1021304","5","32","",""
"1021304054","","","","","1","1021304","10","32","",""
"1021304055","","","","","1","1021304","100","32","",""
"1021304056","","","","","se_obtent_10213_drama_eat","1021304","se_10067600","23","0",""
"1021304057","","","","","0","1021304","0","93","",""
"1021304058","","","","0","vo_obtent_1021304_02","1021304","vo_obtent_1021304","21","0",""
"1021304059","","","","","0","1021304","2.8","93","",""
"1021304060","","","","0","vo_obtent_1021304_03","1021304","vo_obtent_1021304","21","0",""
"1021304061","","","","","0","1021304","2.8","93","",""
"1021304062","","","","","","1021304","2","26","",""
"1021304063","","","","0","vo_obtent_1021304_04","1021304","vo_obtent_1021304","21","0",""
"1021304064","","","","","0","1021304","2.3","93","",""
"1021304065","","","","","","1021304","1021304066","101","",""
"1021304066","","","","","0","1021304","10","32","",""
"1021304067","","","","","0","1021304","100","32","",""
"1021304068","","","","","1","1021304","20","32","",""
"1021304069","","","","","1","1021304","200","32","",""
"1021304070","","","","","1","1021304","300","32","",""
"1021304071","","","","","0","1021304","se_obtent_10213_drama_eat","24","",""
"1021304072","","","","","0","1021304","0","22","",""
"1021304073","","","","0","vo_obtent_1021304_05","1021304","vo_obtent_1021304","21","0",""
"1021304074","","","","","bgm_MC319A","1021304","bgm_MC319A","25","",""
"1021304075","","","","","se_obtent_10213_drama_break_1","1021304","se_10067600","23","0",""
"1021304076","","","","","0","1021304","3.5","93","",""
"1021304077","","","","","","1021304","1021304078","101","",""
"1021304078","","","","","break_2","1021304","20","37","",""
"1021304079","","","","","break_2","1021304","200","37","",""
"1021304080","","","","","break_2","1021304","300","37","",""
"1021304081","","","","","0","1021304","se_obtent_10213_drama_break_1","24","",""
"1021304082","","","","","0","1021304","0","22","",""
"1021304083","","","","0","vo_obtent_1021304_06","1021304","vo_obtent_1021304","21","0",""
"1021304084","","","","","se_obtent_10213_drama_break_2","1021304","se_10067600","23","0",""
"1021304085","","","","","0","1021304","4","93","",""
"1021304086","","","","","","1021304","1021304087","101","",""
"1021304087","","","","","break_3","1021304","20","37","",""
"1021304088","","","","","break_3","1021304","200","37","",""
"1021304089","","","","","break_3","1021304","300","37","",""
"1021304090","","","","","0","1021304","se_obtent_10213_drama_break_2","24","",""
"1021304091","","","","","0","1021304","0","22","",""
"1021304092","","","","0","vo_obtent_1021304_07","1021304","vo_obtent_1021304","21","0",""
"1021304093","","","","","se_obtent_10213_drama_break_3","1021304","se_10067600","23","0",""
"1021304094","","","","","0","1021304","5","93","",""
"1021304095","","","","","","1021304","1021304096","101","",""
"1021304096","","","","","break_4","1021304","300","37","",""
"1021304097","","","","","1","1021304","21","32","",""
"1021304098","","","","","0","1021304","0.2","93","",""
"1021304099","","","","","","1021304","0","141","",""
"1021304100","","","","","0","1021304","0.1","93","",""
"1021304101","","","","","","1021304","","92","",""
"1021304102","","","","","","1021304","1021304103","101","",""
"1021304103","","","","","0","1021304","se_obtent_10213_drama_break_3","24","",""
"1021304104","","","","","0","1021304","0","22","",""
"1021304105","","","","","1","1021304","22","32","",""
"1021304106","","","","","0","1021304","0.4","93","",""
"1021305001","1","1","","0","1","1021305","1","31","0",""
"1021305002","1","1","","0","2","1021305","2","31","0",""
"1021305003","1","1","","0","5","1021305","5","31","0",""
"1021305004","0","1","","0","10","1021305","10","31","0",""
"1021305005","0","1","","0","20","1021305","20","31","0",""
"1021305006","0","1","","0","21","1021305","21","31","0",""
"1021305007","0","1","","0","22","1021305","22","31","0",""
"1021305008","0","1","","0","100","1021305","105","31","0",""
"1021305009","0","1","","0","200","1021305","205","31","0",""
"1021305010","0","1","","0","300","1021305","305","31","0",""
"1021305011","1","-14","empty","0","1","1021305","1","5","27","0"
"1021305012","1","-14","empty","0","2","1021305","2","5","28","0"
"1021305013","1","-14","empty","0","3","1021305","2","5","26","0"
"1021305014","1","-14","empty","0","4","1021305","11","5","25","0"
"1021305015","1","-14","empty","0","5","1021305","12","5","24","0"
"1021305016","1","-24","empty","-10","6","1021305","11","5","13","0"
"1021305017","1","-24","empty","-10","7","1021305","12","5","12","0"
"1021305018","1","-14","empty","0","8","1021305","0","5","29","0"
"1021305019","1","-19","empty","-5","9","1021305","0","5","10","0"
"1021305020","0","1","","0.56","0.23","1021305","6","6","0.63","0"
"1021305021","0","1","","0.56","0.23","1021305","7","6","0.63","0"
"1021305022","0","1","","0.56","0.23","1021305","9","6","0.63","0"
"1021305023","","","","","","1021305","1","141","",""
"1021305024","","","","","","1021305","0","91","",""
"1021305025","","","","","0","1021305","0.033","93","",""
