d1e3f14fa13b241d900313361eb041b5eeae48e872fcca3ab4f51f0ee724661f,36db5fb9eac2aef6b476512e393f293d2e72c732862eb9234f51b292da799bb0,a8a91e8bc2b60be4d32c11f11ca14ccb6724d27e8cd3202b705706e71d3b03a0,035d72d48431410e3c5befd5688be5d050bceb30a6b8abebe0f090f2671208be,d858fa4eae7a47342ee6425a4850a5fb6f70e00b9448c81ee71f1f6754428d65
"100","10153","10","644","555"
"101","10154","10","649","510"
"100","10155","10","653","751"
"100","10156","10","656","529"
"100","10157","10","659","491"
"100","10158","10","662","265"
"100","10159","10","665","440"
"101","10160","10","670","236"
"100","10161","10","674","351"
"101","10162","10","677","302"
"100","10163","10","682","150"
"100","10164","10","686","71"
"101","10165","10","690","14"
"100","10166","10","694","211"
"101","10167","10","698","127"
"100","10168","10","702","375"
"100","10169","10","706","497"
"200","10170","10","710","412"
"100","10171","10","714","638"
"100","10172","10","719","835"
"100","10173","10","722","921"
"101","10174","10","727","828"
"100","10175","10","730","882"
"100","10176","10","735","658"
"101","10177","10","739","883"
"100","10178","10","743","1105"
"100","10179","10","748","1186"
"100","10180","10","752","979"
"400","10181","10","755","780"
"100","10182","10","760","644"
"100","10183","10","764","397"
"100","10184","10","768","561"
"100","10185","10","773","530"
"101","10186","10","778","653"
"100","10187","10","783","695"
"100","10188","10","787","531"
"101","10189","10","793","653"
"100","10190","10","799","414"
"100","10191","10","804","190"
"101","10192","10","809","147"
"100","10193","10","815","334"
"100","10194","10","820","270"
"100","10195","10","825","487"
"101","10196","10","831","590"
"100","10197","10","835","637"
"101","10198","10","840","572"
"100","10199","10","842","652"
"100","10200","10","850","746"
"100","11001","11","30","255"
"100","11002","11","34","634"
"100","11003","11","37","539"
"101","11004","11","41","413"
"100","11005","11","46","748"
"100","11006","11","51","608"
"100","11007","11","54","1002"
"101","11008","11","58","802"
"100","11009","11","62","509"
"100","11010","11","67","648"
"100","11011","11","71","305"
"100","11012","11","75","15"
"101","11013","11","78","440"
"100","11014","11","82","476"
"100","11015","11","87","735"
"100","11016","11","92","955"
"100","11017","11","96","1027"
"100","11018","11","101","590"
"100","11019","11","105","249"
"100","11020","11","108","694"
"100","11021","11","112","491"
"100","11022","11","117","174"
"100","11023","11","120","218"
"100","11024","11","125","498"
"101","11025","11","129","928"
"100","11026","11","133","819"
"100","11027","11","137","1136"
"100","11028","11","140","875"
"100","11029","11","143","1010"
"100","11030","11","147","1178"
"101","11031","11","152","785"
"100","11032","11","155","357"
"101","11033","11","159","593"
"101","11034","11","162","382"
"100","11035","11","165","662"
"100","11036","11","170","543"
"101","11037","11","173","916"
"100","11038","11","178","1181"
"400","11039","11","183","771"
"100","11040","11","188","1083"
"100","11041","11","192","1192"
"101","11042","11","197","887"
"100","11043","11","202","628"
"100","11044","11","205","674"
"100","11045","11","210","545"
"101","11046","11","215","411"
"100","11047","11","219","546"
"100","11048","11","224","105"
"100","11049","11","227","178"
"100","11050","11","232","261"
"100","11051","11","237","224"
"100","11052","11","240","354"
"100","11053","11","244","638"
"101","11054","11","247","445"
"100","11055","11","252","697"
"200","11056","11","255","1108"
"100","11057","11","259","695"
"100","11058","11","262","1000"
"101","11059","11","265","768"
"100","11060","11","270","608"
"101","11061","11","273","486"
"100","11062","11","277","595"
"100","11063","11","281","430"
"100","11064","11","284","359"
"100","11065","11","289","474"
"100","11066","11","292","230"
"101","11067","11","296","652"
"100","11068","11","300","424"
"300","11069","11","304","472"
"100","11070","11","307","678"
"100","11071","11","310","946"
"101","11072","11","314","912"
"100","11073","11","317","762"
"100","11074","11","321","1057"
"101","11075","11","326","684"
"100","11076","11","330","770"
"100","11077","11","335","565"
"100","11078","11","340","632"
"100","11079","11","345","1049"
"101","11080","11","349","1089"
"100","11081","11","352","908"
"100","11082","11","357","686"
"100","11083","11","361","537"
"101","11084","11","364","271"
"100","11085","11","369","71"
"100","11086","11","374","463"
"101","11087","11","379","585"
"100","11088","11","383","469"
"100","11089","11","386","113"
"100","11090","11","391","7"
"101","11091","11","395","99"
"100","11092","11","398","363"
"100","11093","11","402","118"
"100","11094","11","407","533"
"100","11095","11","410","376"
"100","11096","11","414","160"
"101","11097","11","417","406"
"100","11098","11","422","163"
"100","11099","11","425","544"
"100","11100","11","429","846"
"101","11101","11","434","397"
"100","11102","11","439","174"
"100","11103","11","444","364"
"400","11104","11","447","730"
"100","11105","11","452","922"
"100","11106","11","456","1024"
"101","11107","11","461","625"
"100","11108","11","464","488"
"300","11109","11","467","555"
"100","11110","11","471","655"
"101","11111","11","476","818"
"100","11112","11","481","602"
"100","11113","11","484","909"
"100","11114","11","488","1185"
"100","11115","11","492","828"
"100","11116","11","495","619"
"100","11117","11","500","567"
"200","11118","11","503","806"
"100","11119","11","506","708"
"100","11120","11","510","1043"
"100","11121","11","514","707"
"101","11122","11","519","992"
"100","11123","11","522","811"
"101","11124","11","526","497"
"100","11125","11","529","166"
"100","11126","11","532","5"
"101","11127","11","537","436"
"100","11128","11","541","658"
"100","11129","11","546","559"
"101","11130","11","551","380"
"100","11131","11","554","153"
"101","11132","11","558","385"
"100","11133","11","563","635"
"100","11134","11","566","339"
"101","11135","11","570","27"
"100","11136","11","575","367"
"100","11137","11","580","143"
"100","11138","11","583","42"
"101","11139","11","586","275"
"100","11140","11","590","712"
"100","11141","11","595","1015"
"400","11142","11","599","620"
"100","11143","11","604","675"
"100","11144","11","608","1033"
"101","11145","11","612","852"
"100","11146","11","615","776"
"300","11147","11","619","546"
"100","11148","11","624","498"
"101","11149","11","628","787"
"100","11150","11","633","562"
"100","11151","11","636","158"
"100","11152","11","640","303"
"100","11153","11","644","204"
"101","11154","11","649","310"
"100","11155","11","653","35"
"100","11156","11","656","210"
"100","11157","11","659","473"
"100","11158","11","662","240"
"100","11159","11","665","123"
"101","11160","11","670","457"
"100","11161","11","674","582"
"101","11162","11","677","764"
"100","11163","11","682","430"
"100","11164","11","686","394"
"101","11165","11","690","546"
"100","11166","11","694","686"
"101","11167","11","698","754"
"100","11168","11","702","323"
"100","11169","11","706","765"
"200","11170","11","710","1034"
"100","11171","11","714","775"
"100","11172","11","719","387"
"100","11173","11","722","584"
"101","11174","11","727","473"
"100","11175","11","730","651"
"100","11176","11","735","772"
"101","11177","11","739","677"
"100","11178","11","743","274"
"100","11179","11","748","567"
"100","11180","11","752","671"
"400","11181","11","755","290"
"100","11182","11","760","511"
"100","11183","11","764","135"
"100","11184","11","768","47"
"100","11185","11","773","139"
"101","11186","11","778","268"
"100","11187","11","783","669"
"100","11188","11","787","589"
"101","11189","11","793","419"
"100","11190","11","799","859"
"100","11191","11","804","1120"
"101","11192","11","809","1054"
"100","11193","11","815","904"
"100","11194","11","820","1153"
"100","11195","11","825","899"
"101","11196","11","831","805"
"100","11197","11","835","546"
"101","11198","11","840","308"
"100","11199","11","842","50"
"100","11200","11","850","483"
"100","12001","12","30","512"
"100","12002","12","35","411"
"101","12003","12","40","536"
"100","12004","12","43","762"
"100","12005","12","47","361"
"100","12006","12","51","725"
"100","12007","12","56","1121"
"101","12008","12","59","805"
"100","12009","12","63","341"
"100","12010","12","67","658"
"100","12011","12","71","351"
"100","12012","12","75","150"
"101","12013","12","78","504"
"100","12014","12","82","978"
"101","12015","12","87","517"
"100","12016","12","92","877"
"100","12017","12","97","650"
"100","12018","12","102","818"
"100","12019","12","110","510"
"100","12020","12","115","549"
"100","12021","12","120","450"
"100","12022","12","125","735"
"100","12023","12","128","929"
"101","12024","12","131","868"
"100","12025","12","138","1060"
"100","12026","12","142","929"
"101","12027","12","146","726"
"100","12028","12","151","674"
"100","12029","12","155","1052"
"100","12030","12","160","1013"
"100","12031","12","164","1095"
"101","12032","12","168","1039"
"100","12033","12","171","579"
"100","12034","12","174","255"
"100","12035","12","178","593"
"100","12036","12","183","947"
"100","12037","12","186","638"
"100","12038","12","189","1037"
"101","12039","12","192","987"
"100","12040","12","195","812"
"100","12041","12","198","685"
"100","12042","12","202","1105"
"100","12043","12","207","750"
"101","12044","12","212","476"
"100","12045","12","216","697"
"400","12046","12","219","366"
"100","12047","12","223","705"
"100","12048","12","226","382"
"101","12049","12","230","269"
"100","12050","12","235","694"
"100","12051","12","238","470"
"100","12052","12","243","764"
"101","12053","12","248","391"
"100","12054","12","252","236"
"100","12055","12","255","142"
"100","12056","12","258","298"
"300","12057","12","263","594"
"100","12058","12","266","916"
"100","12059","12","271","793"
"100","12060","12","275","854"
"101","12061","12","279","681"
"100","12062","12","282","1030"
"200","12063","12","286","550"
"100","12064","12","289","278"
"100","12065","12","294","145"
"101","12066","12","297","65"
"100","12067","12","300","319"
"101","12068","12","303","398"
"101","12069","12","308","438"
"100","12070","12","312","66"
"100","12071","12","317","104"
"100","12072","12","322","520"
"100","12073","12","326","851"
"101","12074","12","329","736"
"100","12075","12","334","1175"
"100","12076","12","337","742"
"100","12077","12","340","978"
"100","12078","12","344","1194"
"101","12079","12","349","1143"
"100","12080","12","354","712"
"100","12081","12","357","1129"
"101","12082","12","361","1088"
"100","12083","12","364","749"
"100","12084","12","368","605"
"100","12085","12","371","773"
"100","12086","12","376","457"
"101","12087","12","381","231"
"100","12088","12","385","595"
"100","12089","12","389","322"
"100","12090","12","393","445"
"101","12091","12","396","130"
"100","12092","12","399","588"
"100","12093","12","402","726"
"101","12094","12","405","314"
"100","12095","12","410","595"
"200","12096","12","413","652"
"100","12097","12","418","757"
"100","12098","12","423","604"
"101","12099","12","426","853"
"100","12100","12","429","1121"
"100","12101","12","434","919"
"400","12102","12","439","840"
"100","12103","12","443","723"
"100","12104","12","448","811"
"300","12105","12","452","769"
"101","12106","12","457","427"
"100","12107","12","462","599"
"100","12108","12","465","228"
"101","12109","12","469","44"
"100","12110","12","472","224"
"100","12111","12","476","25"
"100","12112","12","481","128"
"101","12113","12","484","589"
"100","12114","12","489","961"
"100","12115","12","493","632"
"100","12116","12","497","662"
"100","12117","12","501","316"
"101","12118","12","509","487"
"100","12119","12","514","545"
"100","12120","12","522","929"
"101","12121","12","525","667"
"100","12122","12","528","468"
"100","12123","12","531","341"
"400","12124","12","534","711"
"100","12125","12","538","1007"
"100","12126","12","543","1054"
"101","12127","12","546","703"
"100","12128","12","551","421"
"100","12129","12","554","634"
"100","12130","12","557","1101"
"101","12131","12","562","842"
"100","12132","12","567","1021"
"100","12133","12","572","1103"
"100","12134","12","575","931"
"100","12135","12","579","1062"
"100","12136","12","583","1020"
"100","12137","12","586","1108"
"100","12138","12","591","1052"
"100","12139","12","596","681"
"101","12140","12","599","438"
"100","12141","12","604","471"
"101","12142","12","607","311"
"100","12143","12","612","373"
"101","12144","12","616","771"
"100","12145","12","619","983"
"100","12146","12","622","1098"
"101","12147","12","625","890"
"100","12148","12","629","1032"
"300","12149","12","632","642"
"100","12150","12","636","378"
"100","12151","12","641","90"
"200","12152","12","646","525"
"100","12153","12","651","980"
"100","12154","12","654","1012"
"101","12155","12","658","1177"
"100","12156","12","663","761"
"101","12157","12","666","804"
"100","12158","12","670","1015"
"100","12159","12","673","1095"
"100","12160","12","675","1052"
"400","12161","12","680","868"
"100","12162","12","683","705"
"100","12163","12","686","1023"
"101","12164","12","690","798"
"100","12165","12","694","684"
"100","12166","12","698","870"
"100","12167","12","702","1074"
"100","12168","12","707","999"
"101","12169","12","711","610"
"100","12170","12","715","644"
"101","12171","12","719","783"
"100","12172","12","724","981"
"100","12173","12","728","1188"
"101","12174","12","734","1079"
"100","12175","12","739","658"
"100","12176","12","742","750"
"100","12177","12","745","526"
"100","12178","12","751","636"
"101","12179","12","757","457"
"100","12180","12","763","178"
"100","12181","12","768","369"
"101","12182","12","772","677"
"100","12183","12","777","793"
"100","12184","12","781","424"
"101","12185","12","786","510"
"100","12186","12","792","791"
"101","12187","12","797","1074"
"100","12188","12","802","905"
"100","12189","12","805","590"
"100","12190","12","808","759"
"100","12191","12","812","419"
"100","12192","12","817","513"
"100","12193","12","823","912"
"100","12194","12","828","792"
"101","12195","12","833","1154"
"100","12196","12","837","678"
"100","12197","12","841","833"
"100","12198","12","845","571"
"100","12199","12","850","608"
"101","12200","12","855","446"
"100","13001","13","30","314"
"100","13002","13","35","355"
"100","13003","13","39","159"
"100","13004","13","42","535"
"100","13005","13","46","72"
"101","13006","13","49","150"
"100","13007","13","53","298"
"100","13008","13","56","665"
"100","13009","13","60","1046"
"100","13010","13","65","973"
"101","13011","13","68","800"
"100","13012","13","73","723"
"100","13013","13","76","763"
"100","13014","13","81","858"
"101","13015","13","85","682"
"100","13016","13","89","426"
"100","13017","13","94","268"
"100","13018","13","97","122"
"101","13019","13","102","43"
"100","13020","13","107","376"
"100","13021","13","112","765"
"100","13022","13","117","1006"
"101","13023","13","121","855"
"100","13024","13","124","789"
"100","13025","13","129","1021"
"101","13026","13","133","707"
"100","13027","13","138","1093"
"100","13028","13","143","1172"
"101","13029","13","148","700"
"100","13030","13","153","1003"
"100","13031","13","158","746"
"101","13032","13","163","429"
"100","13033","13","167","84"
"100","13034","13","171","230"
"100","13035","13","174","409"
"100","13036","13","179","234"
"100","13037","13","183","627"
"100","13038","13","188","504"
"101","13039","13","191","620"
"100","13040","13","196","831"
"100","13041","13","200","621"
"100","13042","13","205","754"
"100","13043","13","208","403"
"101","13044","13","212","325"
"100","13045","13","215","128"
"400","13046","13","220","510"
"100","13047","13","223","119"
"100","13048","13","228","159"
"101","13049","13","232","220"
"100","13050","13","236","61"
"100","13051","13","239","176"
"100","13052","13","243","289"
"101","13053","13","246","150"
"100","13054","13","251","398"
"100","13055","13","254","672"
"100","13056","13","257","985"
"300","13057","13","262","650"
"100","13058","13","267","740"
"100","13059","13","271","1016"
"100","13060","13","274","1058"
"101","13061","13","277","989"
"100","13062","13","282","703"
"200","13063","13","285","410"
"100","13064","13","288","800"
"100","13065","13","291","750"
"101","13066","13","294","821"
"100","13067","13","298","768"
"101","13068","13","303","1078"
"101","13069","13","308","1120"
"100","13070","13","313","831"
"100","13071","13","318","783"
"100","13072","13","322","459"
"100","13073","13","325","229"
"101","13074","13","328","271"
"100","13075","13","332","75"
"100","13076","13","337","355"
"100","13077","13","342","202"
"100","13078","13","347","288"
"101","13079","13","350","546"
"400","13080","13","355","497"
"100","13081","13","359","430"
"101","13082","13","362","258"
"100","13083","13","366","594"
"100","13084","13","371","894"
"100","13085","13","376","1131"
"100","13086","13","380","1176"
"101","13087","13","385","930"
"100","13088","13","390","572"
"100","13089","13","394","300"
"100","13090","13","398","540"
"101","13091","13","401","759"
"100","13092","13","405","1048"
"100","13093","13","410","712"
"101","13094","13","413","445"
"100","13095","13","416","391"
"200","13096","13","421","313"
"100","13097","13","424","223"
"100","13098","13","429","347"
"101","13099","13","432","677"
"100","13100","13","435","473"
"100","13101","13","438","370"
"100","13102","13","443","315"
"100","13103","13","447","388"
"300","13104","13","452","720"
"100","13105","13","456","991"
"101","13106","13","460","1131"
"100","13107","13","464","814"
"100","13108","13","467","626"
"101","13109","13","472","413"
"100","13110","13","477","210"
"100","13111","13","480","327"
"100","13112","13","483","658"
"101","13113","13","488","911"
"100","13114","13","493","564"
"100","13115","13","496","704"
"100","13116","13","501","553"
"100","13117","13","504","456"
"100","13118","13","508","834"
"101","13119","13","512","1009"
"100","13120","13","517","1059"
"100","13121","13","522","716"
"100","13122","13","525","361"
"101","13123","13","530","300"
"100","13124","13","533","171"
"100","13125","13","536","399"
"400","13126","13","541","302"
"100","13127","13","545","559"
"100","13128","13","550","872"
"101","13129","13","554","1059"
"100","13130","13","559","1125"
"100","13131","13","564","891"
"100","13132","13","569","685"
"101","13133","13","574","772"
"100","13134","13","577","406"
"100","13135","13","580","180"
"100","13136","13","584","315"
"100","13137","13","590","459"
"100","13138","13","596","245"
"100","13139","13","599","149"
"100","13140","13","602","377"
"100","13141","13","607","587"
"101","13142","13","611","879"
"100","13143","13","614","1189"
"101","13144","13","617","983"
"100","13145","13","623","648"
"101","13146","13","629","745"
"100","13147","13","634","662"
"100","13148","13","637","381"
"101","13149","13","642","607"
"100","13150","13","646","390"
"100","13151","13","651","743"
"100","13152","13","657","704"
"100","13153","13","660","531"
"100","13154","13","663","316"
"300","13155","13","668","477"
"100","13156","13","673","316"
"101","13157","13","676","347"
"100","13158","13","682","697"
"101","13159","13","686","376"
"100","13160","13","692","524"
"100","13161","13","695","585"
"400","13162","13","701","436"
"100","13163","13","705","332"
"101","13164","13","710","391"
"100","13165","13","714","344"
"100","13166","13","719","696"
"100","13167","13","723","406"
"100","13168","13","726","556"
"101","13169","13","730","963"
"100","13170","13","733","1149"
"101","13171","13","737","713"
"100","13172","13","742","238"
"100","13173","13","746","500"
"101","13174","13","750","265"
"100","13175","13","754","576"
"100","13176","13","758","444"
"100","13177","13","762","858"
"100","13178","13","767","1152"
"100","13179","13","770","696"
"100","13180","13","773","1043"
"101","13181","13","776","1164"
"100","13182","13","781","825"
"100","13183","13","784","537"
"101","13184","13","788","588"
"100","13185","13","792","445"
"101","13186","13","795","297"
"100","13187","13","798","447"
"100","13188","13","801","307"
"100","13189","13","804","388"
"200","13190","13","809","182"
"100","13191","13","813","275"
"100","13192","13","816","234"
"100","13193","13","821","378"
"100","13194","13","825","693"
"101","13195","13","828","478"
"100","13196","13","832","758"
"100","13197","13","837","299"
"100","13198","13","840","637"
"100","13199","13","844","380"
"101","13200","13","850","203"
"100","14001","14","30","314"
"100","14002","14","34","602"
"100","14003","14","37","446"
"100","14004","14","47","762"
"100","14005","14","53","620"
"101","14006","14","58","571"
"100","14007","14","62","685"
"100","14008","14","65","887"
"100","14009","14","70","1184"
"100","14010","14","72","934"
"101","14011","14","74","972"
"100","14012","14","79","681"
"100","14013","14","85","747"
"100","14014","14","90","483"
"101","14015","14","93","194"
"100","14016","14","99","102"
"100","14017","14","103","358"
"100","14018","14","105","547"
"101","14019","14","111","462"
"100","14020","14","116","735"
"100","14021","14","119","651"
"100","14022","14","123","555"
"101","14023","14","125","226"
"100","14024","14","131","293"
"100","14025","14","133","637"
"101","14026","14","139","601"
"100","14027","14","141","873"
"100","14028","14","147","688"
"101","14029","14","153","1023"
"100","14030","14","155","978"
"100","14031","14","157","906"
"101","14032","14","162","773"
"100","14033","14","168","623"
"100","14034","14","174","491"
"100","14035","14","177","525"
"100","14036","14","183","864"
"100","14037","14","189","1036"
"100","14038","14","195","1162"
"101","14039","14","197","848"
"100","14040","14","202","731"
"100","14041","14","205","844"
"100","14042","14","210","772"
"100","14043","14","214","998"
"101","14044","14","217","925"
"100","14045","14","223","1005"
"400","14046","14","229","540"
"100","14047","14","231","719"
"100","14048","14","236","476"
"101","14049","14","238","563"
"100","14050","14","243","504"
"100","14051","14","249","598"
"100","14052","14","252","923"
"101","14053","14","257","696"
"100","14054","14","261","983"
"100","14055","14","264","802"
"100","14056","14","267","929"
"300","14057","14","272","641"
"100","14058","14","274","872"
"100","14059","14","280","776"
"100","14060","14","285","607"
"101","14061","14","288","487"
"100","14062","14","291","681"
"200","14063","14","294","815"
"100","14064","14","300","990"
"100","14065","14","304","911"
"101","14066","14","309","558"
"100","14067","14","312","411"
"101","14068","14","317","558"
"101","14069","14","322","634"
"100","14070","14","326","988"
"100","14071","14","330","1155"
"100","14072","14","334","880"
"100","14073","14","336","670"
"101","14074","14","340","629"
"100","14075","14","342","383"
"100","14076","14","347","309"
"100","14077","14","353","447"
"100","14078","14","358","176"
"101","14079","14","362","65"
"400","14080","14","366","250"
"100","14081","14","369","507"
"101","14082","14","373","201"
"100","14083","14","375","418"
"100","14084","14","378","136"
"100","14085","14","380","335"
"100","14086","14","383","17"
"101","14087","14","388","93"
"100","14088","14","390","152"
"100","14089","14","392","408"
"100","14090","14","394","618"
"101","14091","14","397","398"
"100","14092","14","403","170"
"100","14093","14","407","336"
"101","14094","14","409","446"
"100","14095","14","412","298"
"200","14096","14","418","658"
"100","14097","14","424","934"
"100","14098","14","426","1137"
"101","14099","14","431","786"
"100","14100","14","434","1145"
"100","14101","14","438","818"
"100","14102","14","443","526"
"100","14103","14","449","239"
"100","14104","14","454","29"
"100","14105","14","456","238"
"101","14106","14","458","603"
"100","14107","14","460","737"
"100","14108","14","463","952"
"101","14109","14","466","1184"
"100","14110","14","468","1120"
"100","14111","14","474","860"
"100","14112","14","479","1113"
"101","14113","14","484","912"
"100","14114","14","488","684"
"100","14115","14","491","725"
"100","14116","14","494","1021"
"300","14117","14","500","869"
"100","14118","14","506","535"
"101","14119","14","510","759"
"100","14120","14","516","583"
"100","14121","14","518","251"
"100","14122","14","522","152"
"101","14123","14","525","378"
"100","14124","14","527","604"
"100","14125","14","529","446"
"400","14126","14","532","312"
"100","14127","14","534","429"
"100","14128","14","537","12"
"101","14129","14","543","301"
"100","14130","14","548","714"
"100","14131","14","553","481"
"100","14132","14","558","305"
"101","14133","14","560","212"
"100","14134","14","562","511"
"100","14135","14","566","314"
"100","14136","14","572","512"
"100","14137","14","578","771"
"100","14138","14","583","719"
"100","14139","14","586","572"
"100","14140","14","589","521"
"100","14141","14","595","823"
"101","14142","14","598","608"
"100","14143","14","604","561"
"101","14144","14","608","869"
"100","14145","14","614","1199"
"101","14146","14","618","991"
"100","14147","14","621","816"
"100","14148","14","627","757"
"101","14149","14","633","1187"
"100","14150","14","636","1073"
"100","14151","14","642","925"
"400","14152","14","648","670"
"100","14153","14","654","730"
"100","14154","14","656","1018"
"300","14155","14","659","938"
"100","14156","14","662","612"
"101","14157","14","664","259"
"100","14158","14","670","293"
"101","14159","14","675","342"
"100","14160","14","677","458"
"100","14161","14","683","585"
"100","14162","14","685","501"
"100","14163","14","691","82"
"101","14164","14","695","433"
"100","14165","14","700","281"
"100","14166","14","706","247"
"100","14167","14","708","71"
"100","14168","14","711","499"
"101","14169","14","717","843"
"100","14170","14","722","887"
"101","14171","14","725","441"
"100","14172","14","729","115"
"100","14173","14","735","241"
"101","14174","14","738","477"
"100","14175","14","743","534"
"200","14176","14","746","859"
"100","14177","14","750","742"
"100","14178","14","754","599"
"100","14179","14","760","433"
"100","14180","14","766","239"
"101","14181","14","771","670"
"100","14182","14","777","267"
"100","14183","14","781","617"
"101","14184","14","784","959"
"100","14185","14","790","649"
"101","14186","14","795","776"
"100","14187","14","800","602"
"100","14188","14","803","375"
"100","14189","14","805","720"
"100","14190","14","810","451"
"100","14191","14","813","196"
"100","14192","14","815","70"
"100","14193","14","818","340"
"100","14194","14","823","548"
"101","14195","14","829","758"
"100","14196","14","833","1005"
"100","14197","14","836","830"
"100","14198","14","841","727"
"100","14199","14","847","814"
"101","14200","14","855","1111"
"100","15001","15","30","120"
"100","15002","15","33","40"
"101","15003","15","40","239"
"100","15004","15","44","64"
"100","15005","15","48","10"
"100","15006","15","53","262"
"100","15007","15","57","228"
"101","15008","15","61","190"
"100","15009","15","66","339"
"100","15010","15","69","205"
"100","15011","15","72","369"
"100","15012","15","75","151"
"100","15013","15","78","187"
"101","15014","15","81","458"
"100","15015","15","85","427"
"100","15016","15","88","665"
"400","15017","15","93","433"
"100","15018","15","96","602"
"100","15019","15","99","301"
"100","15020","15","102","168"
"101","15021","15","106","335"
"100","15022","15","110","648"
"100","15023","15","115","915"
"101","15024","15","119","1085"
"100","15025","15","122","785"
"100","15026","15","127","467"
"101","15027","15","132","568"
"100","15028","15","136","231"
"100","15029","15","141","155"
"100","15030","15","145","259"
"500","15031","15","150","531"
"100","15032","15","155","263"
"100","15033","15","160","633"
"101","15034","15","163","212"
"100","15035","15","168","104"
