12d0268703b61e27022e2a62cd017daa97c0e68ef20204873697098ff5a95805,639f39b54802ebcd68b8e0d09fbb1b4de2c65f59372484a4d164b6fbc49f0835,9c422376704ea0655dc3b427b40a51c42acc8fe045b19c910702d7118060d535,2882fc32a45808d95cabeb7653da0fa6cb2ae1a10067dc5a2bc73105113a7386,72f69584749648bfb63f7732859aba54ee7e5e7e49fe831114c539ca10cee2dd,c6fa47f69a665a678a5c2859c2297daf9324290363ef2c43ee28bd265c368b2f,27b931043da43e523122c760005c6ad85ee0ee05d946cdee78c25ca9f3ebcfa5,dc71095c66df3de9182bd6328562366632cc029eef9a137576e424a597c4581b,05ce4c8ed8bc52a6af71ab972abf93a2bc1047a5dff33e5e4f780d8115a7a520,6f2c44e92c3299fe7562fb765ce9b1769c318d263dbb34e9109a9d626a1c3aa1
"4","","32","0","1010032","1","1.58333333333333","1","0","0"
"1","交到朋友呢？","33","0","1010033","0","0","1","0","8"
"4","","34","0","1010034","1","1.75","1","0","0"
"2","","1","vo_10011600_0201","1020001","0","0","2","vo_10011600","0"
"1","　一想到要用「日安」向別人打招呼，","2","0","1020002","0","0","2","0","8"
"4","","3","0","1020003","1","2.375","2","0","0"
"1","我孤單的心靈就會緊張到怦怦狂跳。\n","4","0","1020004","0","0","2","0","8"
"4","","5","0","1020005","1","4","2","0","0"
"2","","6","vo_10011600_0202","1020006","0","0","2","vo_10011600","0"
"1","不過，","7","0","1020007","0","0","2","0","8"
"4","","8","0","1020008","1","1.125","2","0","0"
"1","此時BB團團長卻突然現身！","9","0","1020009","0","0","2","0","8"
"4","","10","0","1020010","1","3.75","2","0","0"
"2","","11","vo_10011600_0203","1020011","0","0","2","vo_10011600","0"
"1","　BB團的羈絆","12","0","1020012","0","0","2","0","8"
"4","","13","0","1020013","1","1.875","2","0","0"
"1","不管走到哪裡都不會改變呢！\n","14","0","1020014","0","0","2","0","8"
"4","","15","0","1020015","1","3.75","2","0","0"
"2","","16","vo_10011600_0204","1020016","0","0","2","vo_10011600","0"
"1","然後，","17","0","1020017","0","0","2","0","8"
"4","","18","0","1020018","1","1","2","0","0"
"1","我認識了和那個人一起來到","19","0","1020019","0","0","2","0","8"
"4","","20","0","1020020","1","2","2","0","0"
"1","聖德蕾莎女學院","21","0","1020021","0","0","2","0","8"
"4","","22","0","1020022","1","1.125","2","0","0"
"1","（好朋友社）的成員們。","23","0","1020023","0","0","2","0","8"
"4","","24","0","1020024","1","3.5","2","0","0"
"2","","25","vo_10011600_0205","1020025","0","0","2","vo_10011600","0"
"1","　大家似乎都是很有個性的人，","26","0","1020026","0","0","2","0","8"
"4","","27","0","1020027","1","3","2","0","0"
"1","我很擔心自己是否能和他們融洽相處……","28","0","1020028","0","0","2","0","6"
"4","","29","0","1020029","1","2.83333333333333","2","0","0"
"2","","1","vo_10011600_0301","1030001","0","0","3","vo_10011600","0"
"1","　我搞砸了。","2","0","1030002","0","0","3","0","8"
"4","","3","0","1030003","1","3","3","0","0"
"2","","4","vo_10011600_0302","1030004","0","0","3","vo_10011600","0"
"1","　自我介紹對孤單的人來說就像眼前的巨大障礙。","5","0","1030005","0","0","3","0","8"
"4","","6","0","1030006","1","5.125","3","0","0"
"2","","7","vo_10011600_0303","1030007","0","0","3","vo_10011600","0"
"1","　我明明已經在腦海中做過很多次假想訓練，","8","0","1030008","0","0","3","0","8"
"4","","9","0","1030009","1","2.625","3","0","0"
"1","卻還是失敗了。","10","0","1030010","0","0","3","0","8"
"4","","11","0","1030011","1","2.75","3","0","0"
"2","","12","vo_10011600_0304","1030012","0","0","3","vo_10011600","0"
"1","　當所有同學盯著我看的那一瞬間，","13","0","1030013","0","0","3","0","8"
"4","","14","0","1030014","1","3.5","3","0","0"
"1","我的腦中變得一片空白，","15","0","1030015","0","0","3","0","8"
"4","","16","0","1030016","1","2","3","0","0"
"1","然後又開始脫口說出奇怪的話。\n","17","0","1030017","0","0","3","0","10"
"4","","18","0","1030018","1","4.5","3","0","0"
"2","","19","vo_10011600_0305","1030019","0","0","3","vo_10011600","0"
"1","雖然大家笑得很開心，","20","0","1030020","0","0","3","0","8"
"4","","21","0","1030021","1","3","3","0","0"
"1","不過我還是對未來感到不安……","22","0","1030022","0","0","3","0","8"
"4","","23","0","1030023","1","2.25","3","0","0"
"2","","1","vo_10011600_0401","1040001","0","0","4","vo_10011600","0"
"1","　優妮看起來","2","0","1040002","0","0","4","0","8"
"4","","3","0","1040003","1","1.75","4","0","0"
"1","是個很聰明的人。","4","0","1040004","0","0","4","0","8"
"4","","5","0","1040005","1","2.625","4","0","0"
"2","","6","vo_10011600_0402","1040006","0","0","4","vo_10011600","0"
"1","　她的用字譴詞十分艱澀，","7","0","1040007","0","0","4","0","8"
"4","","8","0","1040008","1","3.75","4","0","0"
"1","有些單字常常讓我聽不懂，","9","0","1040009","0","0","4","0","8"
"4","","10","0","1040010","1","3.125","4","0","0"
"1","以後我是不是應該隨身攜帶字典呢？\n","11","0","1040011","0","0","4","0","8"
"4","","12","0","1040012","1","4","4","0","0"
"2","","13","vo_10011600_0403","1040013","0","0","4","vo_10011600","0"
"1","　總是關在象牙之塔裡埋頭研究，","14","0","1040014","0","0","4","0","8"
"4","","15","0","1040015","1","3.75","4","0","0"
"1","平常不會從那裡踏出一步，","16","0","1040016","0","0","4","0","8"
"4","","17","0","1040017","1","3.25","4","0","0"
"1","散發出和我一樣的孤獨氣息。","18","0","1040018","0","0","4","0","8"
"4","","19","0","1040019","1","3.375","4","0","0"
"2","","20","vo_10011600_0404","1040020","0","0","4","vo_10011600","0"
"1","　「孤獨會召喚孤獨」，","21","0","1040021","0","0","4","0","8"
"4","","22","0","1040022","1","2.5","4","0","0"
"1","我","23","0","1040023","0","0","4","0","8"
"4","","24","0","1040024","1","1.125","4","0","0"
"1","不記得是誰說過這句話，","25","0","1040025","0","0","4","0","8"
"4","","26","0","1040026","1","2.75","4","0","0"
"1","但是說不定……\n","27","0","1040027","0","0","4","0","8"
"4","","28","0","1040028","1","2","4","0","0"
"2","","29","vo_10011600_0405","1040029","0","0","4","vo_10011600","0"
"1","擁有相同宿命的同伴，","30","0","1040030","0","0","4","0","8"
"4","","31","0","1040031","1","2.375","4","0","0"
"1","彼此可以成為好朋友？","32","0","1040032","0","0","4","0","8"
"4","","33","0","1040033","1","2.125","4","0","0"
"2","","1","vo_10011600_0501","1050001","0","0","5","vo_10011600","0"
"1","　克蘿依和我一樣都是","2","0","1050002","0","0","5","0","8"
"4","","3","0","1050003","1","1.875","5","0","0"
"1","精靈，","4","0","1050004","0","0","5","0","8"
"4","","5","0","1050005","1","1.5","5","0","0"
"1","可是……","6","0","1050006","0","0","5","0","8"
"4","","7","0","1050007","1","1.625","5","0","0"
"1","她給人的感覺，","8","0","1050008","0","0","5","0","8"
"4","","9","0","1050009","1","1.375","5","0","0"
"1","有點不太一樣。","10","0","1050010","0","0","5","0","8"
"4","","11","0","1050011","1","2.625","5","0","0"
"2","","12","vo_10011600_0502","1050012","0","0","5","vo_10011600","0"
"1","說不定擁有相同宿命的同伴，彼此可以成為好朋友？","13","0","1050013","0","0","5","0","8"
"4","","14","0","1050014","1","3.625","5","0","0"
"1","我曾經抱持這樣的想法，","15","0","1050015","0","0","5","0","8"
"4","","16","0","1050016","1","2.125","5","0","0"
"1","但是我根本不敢向她搭話！","17","0","1050017","0","0","5","0","8"
"4","","18","0","1050018","1","3.125","5","0","0"
"2","","19","vo_10011600_0503","1050019","0","0","5","vo_10011600","0"
"1","按照那個人的說法，","20","0","1050020","0","0","5","0","8"
"4","","21","0","1050021","1","1.65","5","0","0"
"1","她好像是個熱心助人，","22","0","1050022","0","0","5","0","8"
"4","","23","0","1050023","1","1.625","5","0","0"
"1","而且個性溫柔的好人……\n","24","0","1050024","0","0","5","0","8"
"4","","25","0","1050025","1","3.125","5","0","0"
"2","","26","vo_10011600_0504","1050026","0","0","5","vo_10011600","0"
"1","這麼說來，","27","0","1050027","0","0","5","0","8"
"4","","28","0","1050028","1","2","5","0","0"
"1","噗……","29","0","1050029","0","0","5","0","8"
"4","","30","0","1050030","1","1.5","5","0","0"
"1","那個聲音其實是歎息聲（？）、","31","0","1050031","0","0","5","0","8"
"4","","32","0","1050032","1","2.375","5","0","0"
"2","","33","vo_10011600_0505","1050033","0","0","5","vo_10011600","0"
"1","雖然說不出口……\n","34","0","1050034","0","0","5","0","8"
"4","","35","0","1050035","1","2.375","5","0","0"
"1","但是聽起來好可愛啊！","36","0","1050036","0","0","5","0","8"
"4","","37","0","1050037","1","1.375","5","0","0"
"1","我不禁在心裡這麼想。","38","0","1050038","0","0","5","0","8"
"4","","39","0","1050039","1","1","5","0","0"
"2","","1","vo_10011600_0601","1060001","0","0","6","vo_10011600","0"
"1","　琪愛兒則是個現充。","2","0","1060002","0","0","6","0","8"
"4","","3","0","1060003","1","2.375","6","0","0"
"1","這一點是毋庸置疑的。\n","4","0","1060004","0","0","6","0","8"
"4","","5","0","1060005","1","2.5","6","0","0"
"2","","6","vo_10011600_0602","1060006","0","0","6","vo_10011600","0"
"1","長得很可愛，擁有很多朋友。","7","0","1060007","0","0","6","0","8"
"4","","8","0","1060008","1","2.5","6","0","0"
"1","和我這種邊緣人完全相反。","9","0","1060009","0","0","6","0","8"
"4","","10","0","1060010","1","2.875","6","0","0"
"2","","11","vo_10011600_0603","1060011","0","0","6","vo_10011600","0"
"1","身上散發出令人難以直視的耀眼光芒。\n","12","0","1060012","0","0","6","0","8"
"4","","13","0","1060013","1","3.25","6","0","0"
"2","","14","vo_10011600_0604","1060014","0","0","6","vo_10011600","0"
"1","如果和她面對面說話，","15","0","1060015","0","0","6","0","8"
"4","","16","0","1060016","1","3.5","6","0","0"
"1","我的空虛心靈一定會裂成碎片，","17","0","1060017","0","0","6","0","8"
"4","","18","0","1060018","1","2.5","6","0","0"
"1","掉落滿地。\n","19","0","1060019","0","0","6","0","8"
"4","","20","0","1060020","1","3.875","6","0","0"
"2","","21","vo_10011600_0605","1060021","0","0","6","vo_10011600","0"
"1","「切嚕～」，","22","0","1060022","0","0","6","0","8"
"4","","23","0","1060023","1","1.75","6","0","0"
"1","那種問候語…","24","0","1060024","0","0","6","0","8"
"4","","25","0","1060025","1","1.625","6","0","0"
"1","如果要我說出來，我一定會當場昏倒，","26","0","1060026","0","0","6","0","8"
"4","","27","0","1060027","1","2.75","6","0","0"
"1","直接蒙主寵召……","28","0","1060028","0","0","6","0","8"
"4","","29","0","1060029","1","3.125","6","0","0"
"2","","1","vo_10011600_0701","1070001","0","0","7","vo_10011600","0"
"1","　今天真的是每件事情","2","0","1070002","0","0","7","0","8"
"4","","3","0","1070003","1","2.375","7","0","0"
"1","都受到優妮的照顧。\n","4","0","1070004","0","0","7","0","7"
"4","","5","0","1070005","1","3.28571428571429","7","0","0"
"2","","6","vo_10011600_0702","1070006","0","0","7","vo_10011600","0"
"1","和喜歡調侃人的克蘿依與琪愛兒完全不同，","7","0","1070007","0","0","7","0","8"
"4","","8","0","1070008","1","4.625","7","0","0"
"1","我從她身上看見了充滿知性，","9","0","1070009","0","0","7","0","8"
"4","","10","0","1070010","1","1.5","7","0","0"
"1","值得信賴的一面。","11","0","1070011","0","0","7","0","10"
"4","","12","0","1070012","1","2.4","7","0","0"
"2","","13","vo_10011600_0703","1070013","0","0","7","vo_10011600","0"
"1","俐落下達明確指示的模樣，","14","0","1070014","0","0","7","0","8"
"4","","15","0","1070015","1","2.375","7","0","0"
"1","充分展現出她身為公會長的威嚴。","16","0","1070016","0","0","7","0","8"
"4","","17","0","1070017","1","3.5","7","0","0"
"2","","18","vo_10011600_0704","1070018","0","0","7","vo_10011600","0"
"1","我相信優妮一定","19","0","1070019","0","0","7","0","8"
"4","","20","0","1070020","1","2.25","7","0","0"
"1","可以將優妮們的威名傳播到全世界。\n\n","21","0","1070021","0","0","7","0","8"
"4","","22","0","1070022","1","6.625","7","0","0"
"2","","23","vo_10011600_0705","1070023","0","0","7","vo_10011600","0"
"1","咦？","24","0","1070024","0","0","7","0","8"
"4","","25","0","1070025","1","1.125","7","0","0"
"1","　公會名是這樣嗎？","26","0","1070026","0","0","7","0","8"
"4","","27","0","1070027","1","2.75","7","0","0"
"2","","1","vo_10011600_0801","1080001","0","0","8","vo_10011600","0"
"1","　初次見面時，","2","0","1080002","0","0","8","0","8"
"4","","3","0","1080003","1","1.75","8","0","0"
"1","因為太害怕而遲遲不敢跟克蘿依說話。","4","0","1080004","0","0","8","0","8"
"4","","5","0","1080005","1","4.125","8","0","0"
"2","","6","vo_10011600_0802","1080006","0","0","8","vo_10011600","0"
"1","不過後來我漸漸明白她其實是個很溫柔的人，","7","0","1080007","0","0","8","0","8"
"4","","8","0","1080008","1","2.75","8","0","0"
"1","而且時常關心我的事情。\n","9","0","1080009","0","0","8","0","8"
"4","","10","0","1080010","1","5.875","8","0","0"
"2","","11","vo_10011600_0803","1080011","0","0","8","vo_10011600","0"
"1","托克蘿依的福，雖然只有一點點…","12","0","1080012","0","0","8","0","8"
"4","","13","0","1080013","1","3.25","8","0","0"
"1","不過\n我總算比較能融入班上。\n","14","0","1080014","0","0","8","0","8"
"4","","15","0","1080015","1","4.25","8","0","0"
"2","","16","vo_10011600_0804","1080016","0","0","8","vo_10011600","0"
"1","克蘿依似乎有很多兄弟姊妹。","17","0","1080017","0","0","8","0","8"
"4","","18","0","1080018","1","4.125","8","0","0"
"2","","19","vo_10011600_0805","1080019","0","0","8","vo_10011600","0"
"1","的確，","20","0","1080020","0","0","8","0","8"
"4","","21","0","1080021","1","1.625","8","0","0"
"1","今天的克蘿依差點讓我脫口喊她姊姊！","22","0","1080022","0","0","8","0","8"
"4","","23","0","1080023","1","4.625","8","0","0"
"2","","1","vo_10011600_0901","1090001","0","0","9","vo_10011600","0"
"1","　切嚕～","2","0","1090002","0","0","9","0","8"
"4","","3","0","1090003","1","3.875","9","0","0"
"2","","4","vo_10011600_0902","1090004","0","0","9","vo_10011600","0"
"1","如果可以學會說出這句問候語，","5","0","1090005","0","0","9","0","8"
"4","","6","0","1090006","1","2.75","9","0","0"
"1","我是不是就能像琪愛兒一樣","7","0","1090007","0","0","9","0","8"
"4","","8","0","1090008","1","2.375","9","0","0"
"1","開朗有自信，擁有許多朋友，","9","0","1090009","0","0","9","0","8"
"4","","10","0","1090010","1","2.75","9","0","0"
"1","變身為自己理想中的女性呢？\n","11","0","1090011","0","0","9","0","8"
"4","","12","0","1090012","1","4.375","9","0","0"
"2","","13","vo_10011600_0903","1090013","0","0","9","vo_10011600","0"
"1","不過","14","0","1090014","0","0","9","0","8"
"4","","15","0","1090015","1","1.25","9","0","0"
"1","這句問候語對我而言還太困難，","16","0","1090016","0","0","9","0","8"
"4","","17","0","1090017","1","2.875","9","0","0"
"1","今天暫且寫下來就好。\n","18","0","1090018","0","0","9","0","8"
"4","","19","0","1090019","1","4.125","9","0","0"
"2","","20","vo_10011600_0904","1090020","0","0","9","vo_10011600","0"
"1","切嚕～切嚕～切嚕～切嚕～切嚕～","21","0","1090021","0","0","9","0","8"
"4","","22","0","1090022","1","4.125","9","0","0"
"2","","23","vo_10011600_0905","1090023","0","0","9","vo_10011600","0"
"1","切嚕～切嚕～切嚕～切嚕～切嚕～","24","0","1090024","0","0","9","0","8"
"4","","25","0","1090025","1","4.125","9","0","0"
"2","","26","vo_10011600_0906","1090026","0","0","9","vo_10011600","0"
"1","切嚕～切嚕～切嚕～切嚕～切嚕～\n","27","0","1090027","0","0","9","0","8"
"4","","28","0","1090028","1","4.125","9","0","0"
"2","","29","vo_10011600_0907","1090029","0","0","9","vo_10011600","0"
"1","切嚕～切嚕～切嚕～","30","0","1090030","0","0","9","0","8"
"4","","31","0","1090031","1","2.875","9","0","0"
"2","","1","vo_10011600_1001","1100001","0","0","10","vo_10011600","0"
"1","　忘記了忘記了忘記了！\n","2","0","1100002","0","0","10","0","8"
"4","","3","0","1100003","1","2.75","10","0","0"
"1","特別講座到底該怎麼辦啦！","4","0","1100004","0","0","10","0","8"
"4","","5","0","1100005","1","2.25","10","0","0"
"2","","6","vo_10011600_1002","1100006","0","0","10","vo_10011600","0"
"1","從精靈之森帶來的曼德拉草逃跑了，","7","0","1100007","0","0","10","0","8"
"4","","8","0","1100008","1","3.625","10","0","0"
"1","我完全沒有任何準備！\n","9","0","1100009","0","0","10","0","8"
"4","","10","0","1100010","1","2.375","10","0","0"
"2","","11","vo_10011600_1003","1100011","0","0","10","vo_10011600","0"
"1","……精靈之森嗎","12","0","1100012","0","0","10","0","8"
"4","","13","0","1100013","1","2","10","0","0"
"1","似乎在呼喚我……","14","0","1100014","0","0","10","0","8"
"4","","15","0","1100015","1","2.25","10","0","0"
"2","","16","vo_10011600_1004","1100016","0","0","10","vo_10011600","0"
"1","不對，不行不行，","17","0","1100017","0","0","10","0","8"
"4","","18","0","1100018","1","1.875","10","0","0"
"1","我不能背叛美里老師的期待！\n","19","0","1100019","0","0","10","0","8"
"4","","20","0","1100020","1","4.125","10","0","0"
"2","","21","vo_10011600_1005","1100021","0","0","10","vo_10011600","0"
"1","但是我該如何是好？","22","0","1100022","0","0","10","0","8"
"4","","23","0","1100023","1","3.125","10","0","0"
"2","","24","vo_10011600_1006","1100024","0","0","10","vo_10011600","0"
"1","既然如此，","25","0","1100025","0","0","10","0","8"
"4","","26","0","1100026","1","1.75","10","0","0"
"1","乾脆將「如何度過孤獨人生」的要點整理出來","27","0","1100027","0","0","10","0","8"
"4","","28","0","1100028","1","3.375","10","0","0"
"1","並且對外發表吧……？","29","0","1100029","0","0","10","0","8"
"4","","30","0","1100030","1","2.5","10","0","0"
"2","","1","vo_10011600_1101","1110001","0","0","11","vo_10011600","0"
"1","　特別講座","2","0","1110002","0","0","11","0","8"
"4","","3","0","1110003","1","1.75","11","0","0"
"1","結束！\n","4","0","1110004","0","0","11","0","8"
"4","","5","0","1110005","1","2.625","11","0","0"
"2","","6","vo_10011600_1102","1110006","0","0","11","vo_10011600","0"
"1","結果……","7","0","1110007","0","0","11","0","8"
"4","","8","0","1110008","1","1.625","11","0","0"
"1","成功","9","0","1110009","0","0","11","0","8"
"4","","10","0","1110010","1","1.375","11","0","0"
"1","…應該吧。","11","0","1110011","0","0","11","0","8"
"4","","12","0","1110012","1","3.125","11","0","0"
"2","","13","vo_10011600_1103","1110013","0","0","11","vo_10011600","0"
"1","　這一切都要感謝","14","0","1110014","0","0","11","0","8"
"4","","15","0","1110015","1","2.5","11","0","0"
"1","從旁協助的那個人，","16","0","1110016","0","0","11","0","8"
"4","","17","0","1110017","1","1.875","11","0","0"
"1","以及","18","0","1110018","0","0","11","0","8"
"4","","19","0","1110019","1","0.875","11","0","0"
"1","好朋友社的各位。\n","20","0","1110020","0","0","11","0","8"
"4","","21","0","1110021","1","3","11","0","0"
"2","","22","vo_10011600_1104","1110022","0","0","11","vo_10011600","0"
"1","講座結束之後，","23","0","1110023","0","0","11","0","8"
"4","","24","0","1110024","1","2.125","11","0","0"
"1","許多人圍在我身邊，讓我感到很害怕。","25","0","1110025","0","0","11","0","8"
"4","","26","0","1110026","1","3","11","0","0"
"2","","27","vo_10011600_1105","1110027","0","0","11","vo_10011600","0"
"1","可是我…","28","0","1110028","0","0","11","0","8"
"4","","29","0","1110029","1","1.5","11","0","0"
"1","沒有像往常一樣逃跑！\n","30","0","1110030","0","0","11","0","8"
"4","","31","0","1110031","1","3.125","11","0","0"
"2","","32","vo_10011600_1106","1110032","0","0","11","vo_10011600","0"
"1","我是否也有稍微……","33","0","1110033","0","0","11","0","8"
"4","","34","0","1110034","1","2","11","0","0"
"1","雖然只有一點點……","35","0","1110035","0","0","11","0","8"
"4","","36","0","1110036","1","2.625","11","0","0"
"1","成長……","37","0","1110037","0","0","11","0","8"
"4","","38","0","1110038","1","1.5","11","0","0"
"1","了呢？","39","0","1110039","0","0","11","0","8"
"4","","40","0","1110040","1","1.875","11","0","0"
"2","","1","vo_10011600_1201","1120001","0","0","12","vo_10011600","0"
"1","　沒想到我居然可以自然而然地融入聖德蕾莎女學院，","2","0","1120002","0","0","12","0","8"
"4","","3","0","1120003","1","4.25","12","0","0"
"1","那個人果然好厲害啊！\n","4","0","1120004","0","0","12","0","8"
"4","","5","0","1120005","1","3.5","12","0","0"
"2","","6","vo_10011600_1202","1120006","0","0","12","vo_10011600","0"
"1","　走在走廊時，","7","0","1120007","0","0","12","0","8"
"4","","8","0","1120008","1","2.125","12","0","0"
"1","其他學生看見那個人後紛紛露出驚訝的表情，","9","0","1120009","0","0","12","0","8"
"4","","10","0","1120010","1","3.375","12","0","0"
"1","不過那個人還是微笑著向大家打招呼！\n","11","0","1120011","0","0","12","0","8"
"4","","12","0","1120012","1","3.125","12","0","0"
"2","","13","vo_10011600_1203","1120013","0","0","12","vo_10011600","0"
"1","即使有人","14","0","1120014","0","0","12","0","8"
"4","","15","0","1120015","1","1.375","12","0","0"
"1","朝著他尖叫，","16","0","1120016","0","0","12","0","8"
"4","","17","0","1120017","1","1.25","12","0","0"
"1","他依舊一臉蠻不在乎地揮手以對！","18","0","1120018","0","0","12","0","8"
"4","","19","0","1120019","1","2.5","12","0","0"
"2","","20","vo_10011600_1204","1120020","0","0","12","vo_10011600","0"
"1","　和不懂得打招呼的我完全不同！\n\n","21","0","1120021","0","0","12","0","8"
"4","","22","0","1120022","1","4.625","12","0","0"
"2","","23","vo_10011600_1205","1120023","0","0","12","vo_10011600","0"
"1","我也好想盡快","24","0","1120024","0","0","12","0","8"
"4","","25","0","1120025","1","1.25","12","0","0"
"1","變成那樣的人……","26","0","1120026","0","0","12","0","8"
"4","","27","0","1120027","1","2.5","12","0","0"
"2","","1","vo_10011600_1301","1130001","0","0","13","vo_10011600","0"
"1","　我帶來的曼德拉草惹出大麻煩……","2","0","1130002","0","0","13","0","8"
"4","","3","0","1130003","1","4.875","13","0","0"
"2","","4","vo_10011600_1302","1130004","0","0","13","vo_10011600","0"
"1","可是，","5","0","1130005","0","0","13","0","8"
"4","","6","0","1130006","1","1.25","13","0","0"
"1","多虧那個人和好朋友社出手相助，","7","0","1130007","0","0","13","0","8"
"4","","8","0","1130008","1","4","13","0","0"
"1","最後終於趕在釀成重大災情前及時阻止了牠。","9","0","1130009","0","0","13","0","8"
"4","","10","0","1130010","1","5","13","0","0"
"2","","11","vo_10011600_1303","1130011","0","0","13","vo_10011600","0"
"1","　雖然大家","12","0","1130012","0","0","13","0","8"
"4","","13","0","1130013","1","1.45","13","0","0"
"1","口口聲聲說自己別有所圖，","14","0","1130014","0","0","13","0","8"
"4","","15","0","1130015","1","2.75","13","0","0"
"1","但是我相信事情一定不是那樣的。\n","16","0","1130016","0","0","13","0","8"
"4","","17","0","1130017","1","3.25","13","0","0"
"2","","18","vo_10011600_1304","1130018","0","0","13","vo_10011600","0"
"1","能夠像這樣和大家並肩作戰，","19","0","1130019","0","0","13","0","8"
"4","","20","0","1130020","1","2.75","13","0","0"
"1","我真的很高興。\n","21","0","1130021","0","0","13","0","8"
"4","","22","0","1130022","1","2.5","13","0","0"
"2","","23","vo_10011600_1305","1130023","0","0","13","vo_10011600","0"
"1","感覺就像……","24","0","1130024","0","0","13","0","8"
"4","","25","0","1130025","1","1.75","13","0","0"
"1","和大家…","26","0","1130026","0","0","13","0","8"
"4","","27","0","1130027","1","1.375","13","0","0"
"1","變成了同伴。","28","0","1130028","0","0","13","0","8"
"4","","29","0","1130029","1","2.125","13","0","0"
"2","","1","vo_10011600_1401","1140001","0","0","14","vo_10011600","0"
"1","　今天是","2","0","1140002","0","0","14","0","8"
"4","","3","0","1140003","1","1.5","14","0","0"
"1","在聖德蕾莎女學院上課的","4","0","1140004","0","0","14","0","7"
"4","","5","0","1140005","1","3.60714285714286","14","0","0"
"1","……最後一天。\n","6","0","1140006","0","0","14","0","8"
"4","","7","0","1140007","1","3.25","14","0","0"
"2","","8","vo_10011600_1402","1140008","0","0","14","vo_10011600","0"
"1","一開始聽見美里老師提出這項要求時，","9","0","1140009","0","0","14","0","8"
"4","","10","0","1140010","1","3.375","14","0","0"
"1","我認為自己一定無法辦到。","11","0","1140011","0","0","14","0","8"
"4","","12","0","1140012","1","3.125","14","0","0"
"2","","13","vo_10011600_1403","1140013","0","0","14","vo_10011600","0"
"1","　但是現在心中卻十分不捨，","14","0","1140014","0","0","14","0","8"
"4","","15","0","1140015","1","2.625","14","0","0"
"1","於是像這樣靠著寫日記紀錄一切。\n","16","0","1140016","0","0","14","0","8"
"4","","17","0","1140017","1","3.375","14","0","0"
"2","","18","vo_10011600_1404","1140018","0","0","14","vo_10011600","0"
"1","　閉上眼睛，","19","0","1140019","0","0","14","0","8"
"4","","20","0","1140020","1","2","14","0","0"
"1","那個人和","21","0","1140021","0","0","14","0","8"
"4","","22","0","1140022","1","1.5","14","0","0"
"1","好朋友社的各位、","23","0","1140023","0","0","14","0","8"
"4","","24","0","1140024","1","2.125","14","0","0"
"1","以及所有對我親切友好的同學們。\n\n","25","0","1140025","0","0","14","0","8"
"4","","26","0","1140026","1","6.375","14","0","0"
