a60e5c1a8bcd63f6dec3b263c67ee56bc469ff88106facc29a7a1dd04acd13f8,b8710183f104230a3b6e058c0e033ec1990a9a0b027d0a3f4b1f08cfb7872699,5dcae5a2bdc1631a81d33fb16bc473dc59be9788330509295c326fa95fa66e56,1841b977ee94226c5936e413c124280fb4beb2a13ada35d9534e29ce9e6fdb50,406a6ade2f00ec92ccd337c78ecf3556514d6421feb5c14043e198598ebe3e1b,2235121b014eec09f7ee459d9c22e1eab5b31770c29f8ddee8b4f37733322f1e,24bcb9ec546e2f5bf05003a6cc1a1c3cacb2551961e4d0febffe0c27ebd2887d,4194959e113da5f3285e01d1aa972669280ac8979b8bc013a5e8d723bb8c791f,1307fd13d254fbe6d91336ff63b74064b9f4baff700d7cc2bc24a6efa94eb751,effa7e05301d20be36a4f40b2a89ab85518deb047cc3ae23e4a48b9b93450ba4,c02c70520035be985a51f7bd4e7d8841b553fc1e66a1a0babc7055184be2cbed,887edbf5434b5461c5a49a0e1855de7e2910aff94e0b80768dbf4bd6055d6461
"0","0","48","100580148","0","4","0","3.312","1","1005801","0","0"
"389","10","49","100580149","0","1","328","0","0","1005801","0","0.666"
"0","0","50","100580150","0","4","0","1.17","1","1005801","0","0"
"0","11","51","100580151","0","1","0","0","0","1005801","0","1.616"
"0","0","52","100580152","0","4","0","4.15","1","1005801","0","0"
"0","0","53","100580153","vo_ske","2","0","0","0","1005801","vo_ske_0108","0"
"142","11","54","100580154","0","1","0","0","0","1005801","0","1.198"
"0","0","55","100580155","0","4","0","2.442","1","1005801","0","0"
"267","11","56","100580156","0","1","142","0","0","1005801","0","1.934"
"0","0","57","100580157","0","4","0","4.434","1","1005801","0","0"
"0","0","1","100580201","0","4","0","0.8","1","1005802","0","0"
"0","0","2","100580202","vo_ske","2","0","0","0","1005802","vo_ske_0201","0"
"202","1","3","100580203","0","1","0","0","0","1005802","0","1.122"
"0","0","4","100580204","0","4","0","1.689","1","1005802","0","0"
"370","1","5","100580205","0","1","202","0","0","1005802","0","1.13"
"0","0","6","100580206","0","4","0","2.883","1","1005802","0","0"
"0","0","7","100580207","vo_ske","2","0","0","0","1005802","vo_ske_0202","0"
"249","2","8","100580208","0","1","0","0","0","1005802","0","1.057"
"0","0","9","100580209","0","4","0","1.962","1","1005802","0","0"
"367","2","10","100580210","0","1","249","0","0","1005802","0","1.166"
"0","0","11","100580211","0","4","0","1.747","1","1005802","0","0"
"78","3","12","100580212","0","1","0","0","0","1005802","0","1.216"
"0","0","13","100580213","0","4","0","1.216","1","1005802","0","0"
"389","3","14","100580214","0","1","78","0","0","1005802","0","1.868"
"0","0","15","100580215","0","4","0","3.78","1","1005802","0","0"
"0","0","16","100580216","vo_ske","2","0","0","0","1005802","vo_ske_0203","0"
"252","4","17","100580217","0","1","0","0","0","1005802","0","0.655"
"0","0","18","100580218","0","4","0","1.632","1","1005802","0","0"
"366","4","19","100580219","0","1","252","0","0","1005802","0","1.586"
"0","0","20","100580220","0","4","0","2.357","1","1005802","0","0"
"366","4","21","100580221","0","1","366","0","0","1005802","0","0.386"
"0","0","22","100580222","0","4","0","0.386","1","1005802","0","0"
"0","5","23","100580223","0","1","0","0","0","1005802","0","0.872"
"0","0","24","100580224","0","4","0","3.189","1","1005802","0","0"
"0","0","25","100580225","vo_ske","2","0","0","0","1005802","vo_ske_0204","0"
"137","5","26","100580226","0","1","0","0","0","1005802","0","1.065"
"0","0","27","100580227","0","4","0","1.882","1","1005802","0","0"
"400","5","28","100580228","0","1","137","0","0","1005802","0","0.888"
"0","0","29","100580229","0","4","0","0.888","1","1005802","0","0"
"0","6","30","100580230","0","1","0","0","0","1005802","0","0.607"
"0","0","31","100580231","0","4","0","1.21","1","1005802","0","0"
"53","6","32","100580232","0","1","0","0","0","1005802","0","0.933"
"0","0","33","100580233","0","4","0","2.332","1","1005802","0","0"
"360","6","34","100580234","0","1","53","0","0","1005802","0","1.649"
"0","0","35","100580235","0","4","0","4.223","1","1005802","0","0"
"0","0","36","100580236","vo_ske","2","0","0","0","1005802","vo_ske_0205","0"
"81","7","37","100580237","0","1","0","0","0","1005802","0","0.349"
"0","0","38","100580238","0","4","0","1.46","1","1005802","0","0"
"350","7","39","100580239","0","1","81","0","0","1005802","0","1.532"
"0","0","40","100580240","0","4","0","2.11","1","1005802","0","0"
"350","7","41","100580241","0","1","350","0","0","1005802","0","0.341"
"0","0","42","100580242","0","4","0","0.341","1","1005802","0","0"
"0","8","43","100580243","0","1","0","0","0","1005802","0","1.202"
"0","0","44","100580244","0","4","0","3.101","1","1005802","0","0"
"0","0","45","100580245","vo_ske","2","0","0","0","1005802","vo_ske_0206","0"
"49","8","46","100580246","0","1","0","0","0","1005802","0","0.706"
"0","0","47","100580247","0","4","0","1.796","1","1005802","0","0"
"377","8","48","100580248","0","1","49","0","0","1005802","0","1.854"
"0","0","49","100580249","0","4","0","2.709","1","1005802","0","0"
"55","9","50","100580250","0","1","0","0","0","1005802","0","1.202"
"0","0","51","100580251","0","4","0","3.52","1","1005802","0","0"
"0","0","52","100580252","vo_ske","2","0","0","0","1005802","vo_ske_0207","0"
"100","9","53","100580253","0","1","55","0","0","1005802","0","0.754"
"0","0","54","100580254","0","4","0","1.291","1","1005802","0","0"
"350","9","55","100580255","0","1","100","0","0","1005802","0","0.505"
"0","0","56","100580256","0","4","0","2.624","1","1005802","0","0"
"0","0","57","100580257","vo_ske","2","0","0","0","1005802","vo_ske_0208","0"
"220","10","58","100580258","0","1","0","0","0","1005802","0","1.061"
"0","0","59","100580259","0","4","0","1.6","1","1005802","0","0"
"380","10","60","100580260","0","1","220","0","0","1005802","0","1.645"
"0","0","61","100580261","0","4","0","2.3","1","1005802","0","0"
"240","11","62","100580262","0","1","0","0","0","1005802","0","1.616"
"0","0","63","100580263","0","4","0","3.913","1","1005802","0","0"
"0","0","64","100580264","vo_ske","2","0","0","0","1005802","vo_ske_0209","0"
"128","12","65","100580265","0","1","0","0","0","1005802","0","1.258"
"0","0","66","100580266","0","4","0","3.579","1","1005802","0","0"
"0","0","67","100580267","vo_ske","2","0","0","0","1005802","vo_ske_0210","0"
"280","13","68","100580268","0","1","0","0","0","1005802","0","1.496"
"0","0","69","100580269","0","4","0","3.996","1","1005802","0","0"
"0","0","1","100580301","0","4","0","0.8","1","1005803","0","0"
"0","0","2","100580302","vo_ske","2","0","0","0","1005803","vo_ske_0301","0"
"160","1","3","100580303","0","1","0","0","0","1005803","0","1.797"
"0","0","4","100580304","0","4","0","2.514","1","1005803","0","0"
"339","1","5","100580305","0","1","160","0","0","1005803","0","0.612"
"0","0","6","100580306","0","4","0","0.612","1","1005803","0","0"
"163","2","7","100580307","0","1","0","0","0","1005803","0","0.464"
"0","0","8","100580308","0","4","0","0.889","1","1005803","0","0"
"163","2","9","100580309","0","1","163","0","0","1005803","0","1.164"
"0","0","10","100580310","0","4","0","2.59","1","1005803","0","0"
"0","0","11","100580311","vo_ske","2","0","0","0","1005803","vo_ske_0302","0"
"421","2","12","100580312","0","1","163","0","0","1005803","0","1.185"
"0","0","13","100580313","0","4","0","1.185","1","1005803","0","0"
"0","3","14","100580314","0","1","0","0","0","1005803","0","0.952"
"0","0","15","100580315","0","4","0","1.747","1","1005803","0","0"
"295","3","16","100580316","0","1","0","0","0","1005803","0","0.961"
"0","0","17","100580317","0","4","0","2.398","1","1005803","0","0"
"0","0","18","100580318","vo_ske","2","0","0","0","1005803","vo_ske_0303","0"
"150","4","19","100580319","0","1","0","0","0","1005803","0","1.401"
"0","0","20","100580320","0","4","0","1.935","1","1005803","0","0"
"356","4","21","100580321","0","1","150","0","0","1005803","0","1.288"
"0","0","22","100580322","0","4","0","2.418","1","1005803","0","0"
"0","0","23","100580323","vo_ske","2","0","0","0","1005803","vo_ske_0304","0"
"0","5","24","100580324","0","1","0","0","0","1005803","0","0.619"
"0","0","25","100580325","0","4","0","1.407","1","1005803","0","0"
"0","5","26","100580326","0","1","0","0","0","1005803","0","2.1"
"0","0","27","100580327","0","4","0","4.561","1","1005803","0","0"
"0","0","28","100580328","vo_ske","2","0","0","0","1005803","vo_ske_0305","0"
"318","5","29","100580329","0","1","0","0","0","1005803","0","2.309"
"0","0","30","100580330","0","4","0","3.378","1","1005803","0","0"
"101","6","31","100580331","0","1","0","0","0","1005803","0","0.664"
"0","0","32","100580332","0","4","0","1.555","1","1005803","0","0"
"366","6","33","100580333","0","1","101","0","0","1005803","0","1.706"
"0","0","34","100580334","0","4","0","4.399","1","1005803","0","0"
"0","0","35","100580335","vo_ske","2","0","0","0","1005803","vo_ske_0306","0"
"209","7","36","100580336","0","1","0","0","0","1005803","0","2.137"
"0","0","37","100580337","0","4","0","3.014","1","1005803","0","0"
"382","7","38","100580338","0","1","209","0","0","1005803","0","0.788"
"0","0","39","100580339","0","4","0","2.288","1","1005803","0","0"
"0","0","40","100580340","vo_ske","2","0","0","0","1005803","vo_ske_0307","0"
"290","8","41","100580341","0","1","0","0","0","1005803","0","2.054"
"0","0","42","100580342","0","4","0","2.931","1","1005803","0","0"
"410","8","43","100580343","0","1","290","0","0","1005803","0","0.801"
"0","0","44","100580344","0","4","0","1.48","1","1005803","0","0"
"347","9","45","100580345","0","1","0","0","0","1005803","0","2.75"
"0","0","46","100580346","0","4","0","5.052","1","1005803","0","0"
"0","0","47","100580347","vo_ske","2","0","0","0","1005803","vo_ske_0308","0"
"60","10","48","100580348","0","1","0","0","0","1005803","0","0.527"
"0","0","49","100580349","0","4","0","1.38","1","1005803","0","0"
"230","10","50","100580350","0","1","60","0","0","1005803","0","1.473"
"0","0","51","100580351","0","4","0","1.759","1","1005803","0","0"
"354","10","52","100580352","0","1","230","0","0","1005803","0","0.68"
"0","0","53","100580353","0","4","0","1.838","1","1005803","0","0"
"0","0","54","100580354","vo_ske","2","0","0","0","1005803","vo_ske_0309","0"
"71","11","55","100580355","0","1","0","0","0","1005803","0","0.477"
"0","0","56","100580356","0","4","0","1.108","1","1005803","0","0"
"323","11","57","100580357","0","1","71","0","0","1005803","0","2.144"
"0","0","58","100580358","0","4","0","3.802","1","1005803","0","0"
"0","0","59","100580359","vo_ske","2","0","0","0","1005803","vo_ske_0310","0"
"93","12","60","100580360","0","1","0","0","0","1005803","0","1.251"
"0","0","61","100580361","0","4","0","2.672","1","1005803","0","0"
"247","12","62","100580362","0","1","93","0","0","1005803","0","0.65"
"0","0","63","100580363","0","4","0","1.349","1","1005803","0","0"
"375","12","64","100580364","0","1","247","0","0","1005803","0","0.589"
"0","0","65","100580365","0","4","0","3.089","1","1005803","0","0"
"0","0","1","100580401","0","4","0","0.8","1","1005804","0","0"
"0","0","2","100580402","vo_ske","2","0","0","0","1005804","vo_ske_0401","0"
"186","1","3","100580403","0","1","0","0","0","1005804","0","1.769"
"0","0","4","100580404","0","4","0","3.723","1","1005804","0","0"
"0","0","5","100580405","vo_ske","2","0","0","0","1005804","vo_ske_0402","0"
"106","2","6","100580406","0","1","0","0","0","1005804","0","0.818"
"0","0","7","100580407","0","4","0","1.553","1","1005804","0","0"
"258","2","8","100580408","0","1","106","0","0","1005804","0","1.87"
"0","0","9","100580409","0","4","0","2.537","1","1005804","0","0"
"410","2","10","100580410","0","1","258","0","0","1005804","0","0.487"
"0","0","11","100580411","0","4","0","0.487","1","1005804","0","0"
"77","3","12","100580412","0","1","0","0","0","1005804","0","0.822"
"0","0","13","100580413","0","4","0","2.459","1","1005804","0","0"
"400","3","14","100580414","0","1","77","0","0","1005804","0","1.696"
"0","0","15","100580415","0","4","0","2.551","1","1005804","0","0"
"400","3","16","100580416","0","1","400","0","0","1005804","0","0.688"
"0","0","17","100580417","0","4","0","1.121","1","1005804","0","0"
"0","4","18","100580418","0","1","0","0","0","1005804","0","1.807"
"0","0","19","100580419","0","4","0","4.87","1","1005804","0","0"
"0","0","20","100580420","vo_ske","2","0","0","0","1005804","vo_ske_0403","0"
"93","4","21","100580421","0","1","0","0","0","1005804","0","0.78"
"0","0","22","100580422","0","4","0","2.288","1","1005804","0","0"
"324","4","23","100580423","0","1","93","0","0","1005804","0","1.497"
"0","0","24","100580424","0","4","0","3.177","1","1005804","0","0"
"0","0","25","100580425","vo_ske","2","0","0","0","1005804","vo_ske_0404","0"
"114","5","26","100580426","0","1","0","0","0","1005804","0","0.729"
"0","0","27","100580427","0","4","0","1.799","1","1005804","0","0"
"192","5","28","100580428","0","1","114","0","0","1005804","0","0.823"
"0","0","29","100580429","0","4","0","1.447","1","1005804","0","0"
"287","5","30","100580430","0","1","192","0","0","1005804","0","0.982"
"0","0","31","100580431","0","4","0","1.587","1","1005804","0","0"
"430","5","32","100580432","0","1","287","0","0","1005804","0","0.639"
"0","0","33","100580433","0","4","0","0.639","1","1005804","0","0"
"0","6","34","100580434","0","1","0","0","0","1005804","0","1.712"
"0","0","35","100580435","0","4","0","3.735","1","1005804","0","0"
"0","0","36","100580436","vo_ske","2","0","0","0","1005804","vo_ske_0405","0"
"201","6","37","100580437","0","1","0","0","0","1005804","0","0.793"
"0","0","38","100580438","0","4","0","2.073","1","1005804","0","0"
"201","6","39","100580439","0","1","201","0","0","1005804","0","0.405"
"0","0","40","100580440","0","4","0","1.081","1","1005804","0","0"
"293","6","41","100580441","0","1","201","0","0","1005804","0","0.962"
"0","0","42","100580442","0","4","0","3.994","1","1005804","0","0"
"0","0","43","100580443","vo_ske","2","0","0","0","1005804","vo_ske_0406","0"
"259","7","44","100580444","0","1","0","0","0","1005804","0","0.869"
"0","0","45","100580445","0","4","0","2.298","1","1005804","0","0"
"0","0","46","100580446","vo_ske","2","0","0","0","1005804","vo_ske_0407","0"
"389","7","47","100580447","0","1","259","0","0","1005804","0","1.07"
"0","0","48","100580448","0","4","0","2.401","1","1005804","0","0"
"0","0","49","100580449","vo_ske","2","0","0","0","1005804","vo_ske_0408","0"
"167","8","50","100580450","0","1","0","0","0","1005804","0","0.939"
"0","0","51","100580451","0","4","0","0.939","1","1005804","0","0"
"167","8","52","100580452","0","1","167","0","0","1005804","0","0.816"
"0","0","53","100580453","0","4","0","2.428","1","1005804","0","0"
"0","0","54","100580454","vo_ske","2","0","0","0","1005804","vo_ske_0409","0"
"211","8","55","100580455","0","1","167","0","0","1005804","0","0.626"
"0","0","56","100580456","0","4","0","1.776","1","1005804","0","0"
"390","8","57","100580457","0","1","211","0","0","1005804","0","1.439"
"0","0","58","100580458","0","4","0","1.439","1","1005804","0","0"
"60","9","59","100580459","0","1","0","0","0","1005804","0","0.447"
"0","0","60","100580460","0","4","0","2.012","1","1005804","0","0"
"0","0","61","100580461","vo_ske","2","0","0","0","1005804","vo_ske_0410","0"
"155","9","62","100580462","0","1","60","0","0","1005804","0","0.504"
"0","0","63","100580463","0","4","0","1.659","1","1005804","0","0"
"335","9","64","100580464","0","1","155","0","0","1005804","0","0.488"
"0","0","65","100580465","0","4","0","3.099","1","1005804","0","0"
"0","0","66","100580466","vo_ske","2","0","0","0","1005804","vo_ske_0411","0"
"93","10","67","100580467","0","1","0","0","0","1005804","0","0.743"
"0","0","68","100580468","0","4","0","1.683","1","1005804","0","0"
"319","10","69","100580469","0","1","93","0","0","1005804","0","2.16"
"0","0","70","100580470","0","4","0","3.689","1","1005804","0","0"
"284","11","71","100580471","0","1","0","0","0","1005804","0","1.846"
"0","0","72","100580472","0","4","0","4.239","1","1005804","0","0"
"0","0","73","100580473","vo_ske","2","0","0","0","1005804","vo_ske_0412","0"
"90","12","74","100580474","0","1","0","0","0","1005804","0","0.584"
"0","0","75","100580475","0","4","0","1.837","1","1005804","0","0"
"330","12","76","100580476","0","1","90","0","0","1005804","0","1.393"
"0","0","77","100580477","0","4","0","3.893","1","1005804","0","0"
"0","0","1","100580501","0","4","0","0.8","1","1005805","0","0"
"0","0","2","100580502","vo_ske","2","0","0","0","1005805","vo_ske_0501","0"
"136","1","3","100580503","0","1","0","0","0","1005805","0","1.013"
"0","0","4","100580504","0","4","0","1.598","1","1005805","0","0"
"399","1","5","100580505","0","1","136","0","0","1005805","0","1.062"
"0","0","6","100580506","0","4","0","2.428","1","1005805","0","0"
"0","0","7","100580507","vo_ske","2","0","0","0","1005805","vo_ske_0502","0"
"137","2","8","100580508","0","1","0","0","0","1005805","0","1.244"
"0","0","9","100580509","0","4","0","1.839","1","1005805","0","0"
"357","2","10","100580510","0","1","137","0","0","1005805","0","1.989"
"0","0","11","100580511","0","4","0","3.898","1","1005805","0","0"
"0","0","12","100580512","vo_ske","2","0","0","0","1005805","vo_ske_0503","0"
"220","3","13","100580513","0","1","0","0","0","1005805","0","1.43"
"0","0","14","100580514","0","4","0","1.915","1","1005805","0","0"
"365","3","15","100580515","0","1","220","0","0","1005805","0","0.906"
"0","0","16","100580516","0","4","0","2.75","1","1005805","0","0"
"0","0","17","100580517","vo_ske","2","0","0","0","1005805","vo_ske_0504","0"
"100","4","18","100580518","0","1","0","0","0","1005805","0","1.11"
"0","0","19","100580519","0","4","0","1.656","1","1005805","0","0"
"320","4","20","100580520","0","1","100","0","0","1005805","0","1.445"
"0","0","21","100580521","0","4","0","1.899","1","1005805","0","0"
"408","4","22","100580522","0","1","320","0","0","1005805","0","0.574"
"0","0","23","100580523","0","4","0","2.491","1","1005805","0","0"
"0","0","24","100580524","vo_ske","2","0","0","0","1005805","vo_ske_0505","0"
"167","5","25","100580525","0","1","0","0","0","1005805","0","1.192"
"0","0","26","100580526","0","4","0","1.943","1","1005805","0","0"
"316","5","27","100580527","0","1","167","0","0","1005805","0","0.864"
"0","0","28","100580528","0","4","0","1.47","1","1005805","0","0"
"376","5","29","100580529","0","1","316","0","0","1005805","0","0.713"
"0","0","30","100580530","0","4","0","3.073","1","1005805","0","0"
"0","0","31","100580531","vo_ske","2","0","0","0","1005805","vo_ske_0506","0"
"139","6","32","100580532","0","1","0","0","0","1005805","0","1.159"
"0","0","33","100580533","0","4","0","1.779","1","1005805","0","0"
"391","6","34","100580534","0","1","139","0","0","1005805","0","1.634"
"0","0","35","100580535","0","4","0","5.206","1","1005805","0","0"
"0","0","36","100580536","vo_ske","2","0","0","0","1005805","vo_ske_0507","0"
"202","7","37","100580537","0","1","0","0","0","1005805","0","1.363"
"0","0","38","100580538","0","4","0","2.334","1","1005805","0","0"
"343","7","39","100580539","0","1","202","0","0","1005805","0","1.128"
"0","0","40","100580540","0","4","0","3.267","1","1005805","0","0"
"0","0","41","100580541","vo_ske","2","0","0","0","1005805","vo_ske_0508","0"
"319","8","42","100580542","0","1","0","0","0","1005805","0","2.341"
"0","0","43","100580543","0","4","0","3.817","1","1005805","0","0"
"413","8","44","100580544","0","1","319","0","0","1005805","0","0.614"
"0","0","45","100580545","0","4","0","1.798","1","1005805","0","0"
"286","9","46","100580546","0","1","0","0","0","1005805","0","1.942"
"0","0","47","100580547","0","4","0","4.447","1","1005805","0","0"
"0","0","48","100580548","vo_ske","2","0","0","0","1005805","vo_ske_0509","0"
"95","10","49","100580549","0","1","0","0","0","1005805","0","0.441"
"0","0","50","100580550","0","4","0","1.691","1","1005805","0","0"
"382","10","51","100580551","0","1","95","0","0","1005805","0","2.177"
"0","0","52","100580552","0","4","0","4.215","1","1005805","0","0"
"0","0","53","100580553","vo_ske","2","0","0","0","1005805","vo_ske_0510","0"
"154","11","54","100580554","0","1","0","0","0","1005805","0","1.116"
"0","0","55","100580555","0","4","0","2.252","1","1005805","0","0"
"380","11","56","100580556","0","1","154","0","0","1005805","0","2.025"
"0","0","57","100580557","0","4","0","4.486","1","1005805","0","0"
"0","0","58","100580558","vo_ske","2","0","0","0","1005805","vo_ske_0511","0"
"93","12","59","100580559","0","1","0","0","0","1005805","0","0.473"
"0","0","60","100580560","0","4","0","1.015","1","1005805","0","0"
"164","12","61","100580561","0","1","93","0","0","1005805","0","0.759"
"0","0","62","100580562","0","4","0","2.172","1","1005805","0","0"
"362","13","63","100580563","0","1","0","0","0","1005805","0","2.606"
"0","0","64","100580564","0","4","0","5.313","1","1005805","0","0"
"0","0","65","100580565","vo_ske","2","0","0","0","1005805","vo_ske_0512","0"
"113","14","66","100580566","0","1","0","0","0","1005805","0","1.072"
"0","0","67","100580567","0","4","0","2.416","1","1005805","0","0"
"362","14","68","100580568","0","1","113","0","0","1005805","0","1.331"
"0","0","69","100580569","0","4","0","3.831","1","1005805","0","0"
"0","0","1","100590101","0","4","0","0.8","1","1005901","0","0"
"0","0","2","100590102","vo_ske","2","0","0","0","1005901","vo_ske_0601","0"
"320","1","3","100590103","0","1","0","0","0","1005901","0","1.86"
"0","0","4","100590104","0","4","0","2.5","1","1005901","0","0"
"380","1","5","100590105","0","1","320","0","0","1005901","0","1.2"
"0","0","6","100590106","0","4","0","3.1","1","1005901","0","0"
"0","0","7","100590107","vo_ske","2","0","0","0","1005901","vo_ske_0602","0"
"287","2","8","100590108","0","1","0","0","0","1005901","0","2.2"
"0","0","9","100590109","0","4","0","3.3","1","1005901","0","0"
"410","2","10","100590110","0","1","287","0","0","1005901","0","0.9"
"0","0","11","100590111","0","4","0","1.5","1","1005901","0","0"
"288","3","12","100590112","0","1","0","0","0","1005901","0","1.5"
"0","0","13","100590113","0","4","0","3.7","1","1005901","0","0"
"0","0","14","100590114","vo_ske","2","0","0","0","1005901","vo_ske_0603","0"
"410","3","15","100590115","0","1","288","0","0","1005901","0","1.5"
"0","0","16","100590116","0","4","0","1.5","1","1005901","0","0"
"87","4","17","100590117","0","1","0","0","0","1005901","0","0.3"
"0","0","18","100590118","0","4","0","1.5","1","1005901","0","0"
"246","4","19","100590119","0","1","87","0","0","1005901","0","0.8"
"0","0","20","100590120","0","4","0","1.5","1","1005901","0","0"
"378","4","21","100590121","0","1","246","0","0","1005901","0","1.9"
"0","0","22","100590122","0","4","0","4.5","1","1005901","0","0"
"0","0","23","100590123","vo_ske","2","0","0","0","1005901","vo_ske_0604","0"
"171","5","24","100590124","0","1","0","0","0","1005901","0","2.3"
"0","0","25","100590125","0","4","0","3.3","1","1005901","0","0"
"309","5","26","100590126","0","1","171","0","0","1005901","0","1.1"
"0","0","27","100590127","0","4","0","1.1","1","1005901","0","0"
"410","5","28","100590128","0","1","309","0","0","1005901","0","1.1"
"0","0","29","100590129","0","4","0","3.9","1","1005901","0","0"
"0","0","30","100590130","vo_ske","2","0","0","0","1005901","vo_ske_0605","0"
"52","6","31","100590131","0","1","0","0","0","1005901","0","0.5"
"0","0","32","100590132","0","4","0","1.7","1","1005901","0","0"
"109","6","33","100590133","0","1","52","0","0","1005901","0","1.2"
"0","0","34","100590134","0","4","0","1.9","1","1005901","0","0"
"292","6","35","100590135","0","1","109","0","0","1005901","0","0.9"
"0","0","36","100590136","0","4","0","2.6","1","1005901","0","0"
"0","0","37","100590137","vo_ske","2","0","0","0","1005901","vo_ske_0606","0"
"180","7","38","100590138","0","1","0","0","0","1005901","0","1.6"
"0","0","39","100590139","0","4","0","2","1","1005901","0","0"
"350","7","40","100590140","0","1","180","0","0","1005901","0","1"
"0","0","41","100590141","0","4","0","1","1","1005901","0","0"
"0","8","42","100590142","0","1","0","0","0","1005901","0","1.3"
"0","0","43","100590143","0","4","0","2.2","1","1005901","0","0"
"372","8","44","100590144","0","1","0","0","0","1005901","0","1.4"
"0","0","45","100590145","0","4","0","4","1","1005901","0","0"
"0","0","46","100590146","vo_ske","2","0","0","0","1005901","vo_ske_0607","0"
"130","9","47","100590147","0","1","0","0","0","1005901","0","1.1"
"0","0","48","100590148","0","4","0","1.8","1","1005901","0","0"
"253","9","49","100590149","0","1","130","0","0","1005901","0","1"
"0","0","50","100590150","0","4","0","2.3","1","1005901","0","0"
"400","9","51","100590151","0","1","253","0","0","1005901","0","1.4"
