c856916dec0d821bb0e4d91421b161e6928ef51a12ee338580dd0486df304c90,39308a3e501511180315db6b79ac2a2b7e460e7a1965475cd14696f4553d7e8a,30d55d5060688def19e140b15f821a7d0522a53f0f1c2564448c0d4a631ee5ff,70449505f375a86808ee20d4a30a1d39777cb6c944c2e45f774acd0d0f71f372,74add883cc96cf1c06243247c826f0bab19453c50775ca01c62a1911c9fe36b6,de476de447dbb51546deadac4e5022a4f953d3d6b88f7c89e093f3b51af5d883
"10040","1","295","610040504","0","0"
"10041","1","0","610041501","0","0"
"10041","1","10","610041502","0","0"
"10041","1","20","610041503","0","0"
"10042","2","-120","610042501","0","0"
"10042","2","-40","610042502","0","0"
"10042","2","10","610042503","0","0"
"10045","2","20","610045501","1","1"
"10045","2","140","610045502","2","1"
"10045","2","300","610045503","3","1"
"10046","1","-275","610046404","0","0"
"10046","1","-45","610046405","0","0"
"10046","1","115","610046406","0","0"
"10046","1","175","610046407","0","0"
"10048","2","-150","610048601","0","0"
"10048","2","-145","610048602","0","0"
"10049","1","-120","610049501","0","0"
"10049","1","-10","610049502","0","0"
"10049","1","30","610049503","0","0"
"10050","1","20","610050404","1","1"
"10050","1","140","610050405","2","1"
"10050","1","300","610050406","3","1"
"10051","1","-220","610051502","0","0"
"10051","1","10","610051503","0","0"
"10051","1","100","610051505","0","0"
"10052","1","20","610052401","1","0"
"10052","1","140","610052402","2","0"
"10052","1","300","610052403","3","0"
"10053","1","-180","610053501","0","0"
"10053","1","-80","610053502","0","0"
"10054","2","-180","610054501","0","0"
"10054","2","20","610054502","0","0"
"10054","2","150","610054503","0","0"
"10055","1","-120","610055501","0","0"
"10055","1","-10","610055502","0","0"
"10055","1","30","610055503","0","0"
"10057","1","-120","610057501","0","0"
"10057","1","-40","610057502","0","0"
"10057","1","10","610057503","0","0"
"10057","1","50","610057504","0","0"
"10058","1","20","610058501","1","1"
"10058","1","140","610058502","2","1"
"10058","1","300","610058503","3","1"
"10058","1","200","610058601","0","0"
"10058","1","-200","610058602","0","0"
"10059","2","40","610059501","0","0"
"10059","2","-15","610059502","0","0"
"10059","2","-90","610059503","0","0"
"10059","2","200","610059504","0","0"
"10060","1","-120","610060501","0","0"
"10060","1","-10","610060502","0","0"
"10060","1","30","610060503","0","0"
"10060","1","-80","610060504","0","0"
"10061","1","-200","610061501","0","0"
"10061","1","-80","610061502","0","0"
"10061","1","100","610061503","0","0"
"10062","1","10","610062501","0","0"
"10062","1","-120","610062502","0","0"
"10062","1","90","610062503","0","0"
"10062","1","-220","610062601","0","0"
"10062","1","100","610062603","0","0"
"10062","1","150","610062604","0","0"
"10065","1","-120","610065501","0","0"
"10065","1","-40","610065502","0","0"
"10065","1","10","610065503","0","0"
"10065","1","50","610065504","0","0"
"10066","2","-220","610066501","0","0"
"10066","2","60","610066502","0","0"
"10066","2","89","610066503","0","0"
"10067","1","-205","610067501","0","0"
"10067","1","122","610067502","0","0"
"10067","1","25","610067503","0","0"
"10067","1","295","610067504","0","0"
"10068","2","-180","610068501","0","0"
"10068","2","20","610068502","0","0"
"10068","2","150","610068503","0","0"
"10069","2","-170","610069501","0","0"
"10069","2","-80","610069502","0","0"
"10069","2","120","610069503","0","0"
"10070","2","350","610070506","0","0"
"10070","2","250","610070507","0","0"
"10070","1","250","610070640","0","0"
"10070","1","350","610070641","0","0"
"10070","1","700","610070642","0","0"
"10070","1","800","610070643","0","0"
"10072","1","20","610072501","1","1"
"10072","1","140","610072502","2","1"
"10072","1","300","610072503","3","1"
"10072","2","-180","610072601","0","0"
"10072","2","-145","610072602","0","0"
"10072","2","80","610072603","0","0"
"10073","1","-275","610073404","0","0"
"10073","1","-45","610073405","0","0"
"10073","1","115","610073406","0","0"
"10073","1","175","610073407","0","0"
"10074","1","250","610074501","0","0"
"10074","1","380","610074502","0","0"
"10074","1","-100","610074503","0","0"
"10074","1","480","610074504","0","0"
"10074","2","20","610074601","1","1"
"10074","2","140","610074602","2","1"
"10074","2","300","610074603","3","1"
"10075","2","-150","610075601","0","0"
"10075","2","-145","610075602","0","0"
"10076","2","-180","610076601","0","0"
"10076","2","-145","610076602","0","0"
"10076","2","150","610076603","0","0"
"10077","1","20","610077404","1","1"
"10077","1","140","610077405","2","1"
"10077","1","300","610077406","3","1"
"10079","1","20","610079401","1","0"
"10079","1","140","610079402","2","0"
"10079","1","300","610079403","3","0"
"10080","2","-220","610080601","0","0"
"10080","2","-110","610080602","0","0"
"10080","2","0","610080603","0","0"
"10081","2","-180","610081501","0","0"
"10081","2","20","610081502","0","0"
"10081","2","150","610081503","0","0"
"10082","1","20","610082501","0","1"
"10082","1","140","610082502","0","1"
"10082","1","300","610082503","0","1"
"10083","1","-120","610083501","0","0"
"10083","1","-10","610083502","0","0"
"10083","1","30","610083503","0","0"
"10084","1","-150","610084601","0","0"
"10084","1","250","610084602","0","0"
"10084","1","50","610084603","0","0"
"10084","1","450","610084604","0","0"
"10084","2","-15","610084701","1","1"
"10084","2","40","610084702","2","1"
"10084","2","-70","610084703","3","1"
"10084","2","40","610084704","4","1"
"10084","2","-15","610084705","5","1"
"10084","2","-70","610084706","6","1"
"10084","2","40","610084707","7","1"
"10084","2","-15","610084708","8","1"
"10084","2","-70","610084709","9","1"
"10084","2","-100","610084710","10","1"
"10085","1","-500","610085501","0","0"
"10085","1","-220","610085502","0","0"
"10085","1","-50","610085503","0","0"
"10085","1","-350","610085504","0","0"
"10086","1","20","610086501","1","1"
"10086","1","140","610086502","2","1"
"10086","1","300","610086503","3","1"
"10086","1","200","610086601","0","0"
"10086","1","-200","610086602","0","0"
"10087","2","40","610087501","0","0"
"10087","2","-15","610087502","0","0"
"10087","2","-90","610087503","0","0"
"10087","2","200","610087504","0","0"
"10088","1","20","610088404","1","1"
"10088","1","100","610088405","2","1"
"10088","1","150","610088406","3","1"
"10088","1","200","610088407","4","1"
"10088","1","250","610088408","5","1"
"10088","1","300","610088409","6","1"
"10089","1","-200","610089501","0","0"
"10089","1","-80","610089502","0","0"
"10089","1","100","610089503","0","0"
"10092","1","20","610092404","1","1"
"10092","1","140","610092405","2","1"
"10092","1","300","610092406","3","1"
"10092","2","-150","610092501","0","0"
"10092","2","250","610092502","0","0"
"10092","2","50","610092503","0","0"
"10092","2","450","610092504","0","0"
"10093","1","-170","610093501","0","0"
"10093","1","20","610093502","0","0"
"10093","1","49","610093503","0","0"
"10094","1","-150","610094501","1","1"
"10094","1","250","610094502","2","1"
"10094","1","50","610094503","3","1"
"10094","1","450","610094504","4","1"
"10095","2","-180","610095501","0","0"
"10095","2","20","610095502","0","0"
"10095","2","150","610095503","0","0"
"10096","2","-180","610096501","0","0"
"10096","2","80","610096502","0","0"
"10096","2","-145","610096503","0","0"
"10097","2","350","610097506","0","0"
"10097","2","250","610097507","0","0"
"10097","1","250","610097640","0","0"
"10097","1","350","610097641","0","0"
"10097","1","700","610097642","0","0"
"10097","1","800","610097643","0","0"
"10098","2","-180","610098501","0","0"
"10098","2","-25","610098502","0","0"
"10098","2","280","610098503","0","0"
"10098","2","-40","610098601","0","0"
"10098","2","80","610098602","0","0"
"10098","2","180","610098603","0","0"
"10098","2","280","610098604","0","0"
"10099","1","20","610099501","1","1"
"10099","1","140","610099502","2","1"
"10099","1","300","610099503","3","1"
"10099","2","-180","610099601","0","0"
"10099","2","-145","610099602","0","0"
"10099","2","80","610099603","0","0"
"10100","1","-150","610100501","0","0"
"10100","1","0","610100502","0","0"
"10100","1","300","610100503","0","0"
"10100","1","150","610100504","0","0"
"10101","1","250","610101501","0","0"
"10101","1","380","610101502","0","0"
"10101","1","-100","610101503","0","0"
"10101","1","480","610101504","0","0"
"10101","2","20","610101601","1","1"
"10101","2","140","610101602","2","1"
"10101","2","300","610101603","3","1"
"10102","2","-180","610102501","0","0"
"10102","2","50","610102502","0","0"
"10102","2","180","610102503","0","0"
"10103","2","-180","610103601","0","0"
"10103","2","-145","610103602","0","0"
"10103","2","150","610103603","0","0"
"10104","1","-110","610104501","0","0"
"10104","1","0","610104502","0","0"
"10104","1","-200","610104503","0","0"
"10106","2","150","610106601","0","1"
"10106","2","-50","610106602","0","1"
"10106","2","-300","610106603","0","1"
"10107","2","-220","610107601","0","0"
"10107","2","-110","610107602","0","0"
"10107","2","0","610107603","0","0"
"10109","1","20","610109501","0","1"
"10109","1","140","610109502","0","1"
"10109","1","300","610109503","0","1"
"10110","1","-200","610110501","0","0"
"10110","1","-100","610110502","0","0"
"10110","1","0","610110503","0","0"
"10110","1","100","610110504","0","0"
"10111","2","-120","610111501","0","0"
"10111","2","-40","610111502","0","0"
"10111","2","40","610111503","0","0"
"10112","1","-150","610112601","0","0"
"10112","1","250","610112602","0","0"
"10112","1","50","610112603","0","0"
"10112","1","450","610112604","0","0"
"10112","2","-15","610112701","1","1"
"10112","2","40","610112702","2","1"
"10112","2","-70","610112703","3","1"
"10112","2","40","610112704","4","1"
"10112","2","-15","610112705","5","1"
"10112","2","-70","610112706","6","1"
"10112","2","40","610112707","7","1"
"10112","2","-15","610112708","8","1"
"10112","2","-70","610112709","9","1"
"10112","2","-100","610112710","10","1"
"10113","1","-500","610113501","0","0"
"10113","1","-220","610113502","0","0"
"10113","1","-50","610113503","0","0"
"10113","1","-350","610113504","0","0"
"10114","1","-400","610114501","0","1"
"10114","1","-300","610114502","0","1"
"10114","1","-200","610114503","0","1"
"10114","1","-100","610114504","0","1"
"10115","1","20","610115404","1","1"
"10115","1","140","610115405","2","1"
"10115","1","300","610115406","3","1"
"10117","1","20","610117501","0","1"
"10117","1","140","610117502","0","1"
"10117","1","300","610117503","0","1"
"10119","1","20","610119404","1","1"
"10119","1","140","610119405","2","1"
"10119","1","300","610119406","3","1"
"10119","2","-150","610119501","0","0"
"10119","2","250","610119502","0","0"
"10119","2","50","610119503","0","0"
"10119","2","450","610119504","0","0"
"10120","2","-275","610120501","0","0"
"10120","2","-45","610120502","0","0"
"10120","2","115","610120503","0","0"
"10120","2","175","610120504","0","0"
"10121","1","-150","610121501","1","1"
"10121","1","250","610121502","2","1"
"10121","1","50","610121503","3","1"
"10121","1","450","610121504","4","1"
"10122","2","-220","610122403","0","0"
"10122","2","-110","610122404","0","0"
"10122","2","0","610122405","0","0"
"10123","2","-180","610123501","0","0"
"10123","2","80","610123502","0","0"
"10123","2","-145","610123503","0","0"
"10124","1","-220","610124407","0","0"
"10124","1","-110","610124408","0","0"
"10124","1","0","610124409","0","0"
"10125","2","-180","610125501","0","0"
"10125","2","-25","610125502","0","0"
"10125","2","280","610125503","0","0"
"10125","2","-40","610125601","0","0"
"10125","2","80","610125602","0","0"
"10125","2","180","610125603","0","0"
"10125","2","280","610125604","0","0"
"10126","2","-300","610126404","0","0"
"10126","2","-200","610126405","0","0"
"10126","2","20","610126406","0","0"
"10126","2","80","610126407","0","0"
"10127","1","-150","610127501","0","0"
"10127","1","250","610127502","0","0"
"10127","1","50","610127503","0","0"
"10127","1","450","610127504","0","0"
"10128","1","-220","610128402","0","1"
"10128","1","-110","610128403","0","1"
"10128","1","0","610128404","0","1"
"10129","2","-180","610129501","0","0"
"10129","2","-145","610129502","0","0"
"10129","2","80","610129503","0","0"
"10129","2","-180","610129601","0","0"
"10129","2","-145","610129602","0","0"
"10129","2","80","610129603","0","0"
"10130","2","-100","610130502","0","0"
"10130","2","100","610130503","0","0"
"10130","2","220","610130504","0","0"
"10131","1","-110","610131501","0","0"
"10131","1","0","610131502","0","0"
"10131","1","-200","610131503","0","0"
"10132","1","-220","610132601","0","1"
"10132","1","-140","610132602","0","1"
"10132","1","-60","610132603","0","1"
"10132","1","0","610132604","0","1"
"10132","1","-220","610132701","0","1"
"10132","1","-140","610132702","0","1"
"10132","1","-60","610132703","0","1"
"10132","1","0","610132704","0","1"
"10133","2","-180","610133501","0","0"
"10133","2","-145","610133502","0","0"
"10133","2","80","610133503","0","0"
"10133","2","150","610133601","0","1"
"10133","2","-50","610133602","0","1"
"10133","2","-300","610133603","0","1"
"10134","2","-220","610134602","0","1"
"10134","2","-140","610134603","0","1"
"10134","2","-60","610134604","0","1"
"10134","2","0","610134605","0","1"
"10134","2","-220","610134702","0","1"
"10134","2","-140","610134703","0","1"
"10134","2","-60","610134704","0","1"
"10134","2","0","610134705","0","1"
"10136","1","-180","610136601","0","0"
"10136","1","80","610136602","0","0"
"10136","1","-145","610136603","0","0"
"10136","2","0","610136604","0","0"
"10136","1","-180","610136701","0","0"
"10136","1","80","610136702","0","0"
"10136","1","-145","610136703","0","0"
"10136","2","0","610136704","0","0"
"10138","1","-200","610138501","0","0"
"10138","1","-100","610138502","0","0"
"10138","1","0","610138503","0","0"
"10138","1","100","610138504","0","0"
"10139","2","-120","610139501","0","0"
"10139","2","-40","610139502","0","0"
"10139","2","40","610139503","0","0"
"10141","1","-400","610141501","0","1"
"10141","1","-300","610141502","0","1"
"10141","1","-200","610141503","0","1"
"10141","1","-100","610141504","0","1"
"10142","2","-200","610142601","0","0"
"10142","2","-140","610142602","0","0"
"10142","2","-60","610142603","0","0"
"10142","2","0","610142604","0","0"
"10142","2","-200","610142701","0","0"
"10142","2","-140","610142702","0","0"
"10142","2","-60","610142703","0","0"
"10142","2","0","610142704","0","0"
"10144","2","-200","610144601","0","0"
"10144","2","-140","610144602","0","0"
"10144","2","-60","610144603","0","0"
"10144","2","0","610144604","0","0"
"10144","2","-200","610144701","0","0"
"10144","2","-140","610144702","0","0"
"10144","2","-60","610144703","0","0"
"10144","2","0","610144704","0","0"
"10146","1","-250","610146601","0","0"
"10146","1","-180","610146602","0","0"
"10146","1","100","610146603","0","0"
"10146","1","150","610146604","0","0"
"10146","1","-250","610146701","0","0"
"10146","1","-180","610146702","0","0"
"10146","1","100","610146703","0","0"
"10146","1","150","610146704","0","0"
"10147","2","-275","610147501","0","0"
"10147","2","-45","610147502","0","0"
"10147","2","115","610147503","0","0"
"10147","2","175","610147504","0","0"
"10148","1","-220","610148601","0","0"
"10148","1","-100","610148602","0","0"
"10148","1","0","610148603","0","0"
"10148","1","-220","610148701","0","0"
"10148","1","-100","610148702","0","0"
"10148","1","0","610148703","0","0"
"10149","2","-220","610149403","0","0"
"10149","2","-110","610149404","0","0"
"10149","2","0","610149405","0","0"
"10151","1","-220","610151407","0","0"
"10151","1","-110","610151408","0","0"
"10151","1","0","610151409","0","0"
