c064eac559946303b8ef6a383351a3bf8b39a4e0939dabdfc3cd139052b78384,4d6af75720907432a3202707b5373de4b5bbb537ff703ed1bfef58bccb411f3c,3059f41f06c0d1b267b20618387b137c4d0980477d147b7f48e6b86388d301b9,2b2261aad2d747f36be9d7abf422b23b36b526bea8489cd125fe27f30ae2c859,8ecda945c71432aff272802d3b9125a10a965171c270e07ec3854f79585cc9e8,8fa6b507f26f3a55ab3c24d5eb520e01a512f71f335b269c8a658ce8c6b375c5,a7f65f07f377bb7fd4e307cdb8440e5e092c4dd980834b69c0f25fce6b3e0552,6bb2ce9ed49896f8d5e670b748093ad6f29dedd8592e27b24b04f82538d22194,a6a5788234b6a33dd03252d625139e4f63e870670e9a09391399597f4ddfa768,6a52558c205d56a595409413c4b39fa98bcb7c9f48b026cf49fc9fb804db4a07,d71fe27b96502c08979132c72bcad7fe9853d753cbeb87fdd19ade2bcdaa2852,171008cca2825830a508ad32de104cbfaaf0e4e7effbbdbad95a1daf9465c7e0,14319540d6a0ac6ac283caeb25fc98a4a011f97388140c94c98644e5e943cb5c,7ce716c38bb40b744b9aefa6ed6635b27cb5debdc251db886f0ef3b0aef97c99,d7872410d8860bf191e8c095674d9d9335f9e2fa691b50104bd2c245f7601e46,3a71f02e9f4212cc206978fac66273cf47a800e94a2da82f66f84db94f0172ba,2162d6d78ea95e9e1a57d2e2afe734ee9a2d0b6b3fe529b54d0d905605d6c4b7,4b61edf0c77a0d8d478a0b9aa7f6f8a0e80d9bd2b6275738c97df79fc358040a,18027fbc578e4b44c19a25309f5939fc069eb6cc14d88032a5eae63760c6bc85,1df5c329662c5879f0c9b125dc94c5270f0c38a94c4d65debb1c5db5a39e3a5b,f23095c154f6bac578b7ec86e97c894887b9be610af10d0f75f9db4326b8c0c8,dbfea180738a4db2a7207d79bdae2d7f941c78b1b54970d40d25a9a02f65fb36,5095a153ec627a1bddbc0a352002b2420af22f8dda0313062e1b0e664f4426f3,a6dea88447fd3d428280b48339390555982cc1ffd66f42e8f209d23679a43dcf,0a34d0e20b2c2763d0196efcfb8251f62980bb17d1ef637bf325d49e0557e97a
"危險的假期！海岸邊的美食公主 第1話","2018/12/01 16:00:00","5004","0","1","91002","20","0","31076","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 23:59:59","5004000","5004001","盛夏的失蹤事件"
"危險的假期！海岸邊的美食公主 第2話","2018/12/01 16:00:00","5004","0","1","91002","20","0","31028","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 23:59:59","5004001","5004002","那個時候，女僕看見了！"
"危險的假期！海岸邊的美食公主 第3話","2018/12/01 16:00:00","5004","0","1","91002","20","0","31076","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 23:59:59","5004002","5004003","海邊作戰會議"
"危險的假期！海岸邊的美食公主 第4話","2018/12/01 16:00:00","5004","0","1","91002","20","0","31028","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 23:59:59","5004003","5004004","為了拯救的深潛"
"危險的假期！海岸邊的美食公主 第5話","2018/12/01 16:00:00","5004","0","1","91002","20","0","31076","0","0","55004005","0","8","0","1","1","0","0","2","0","2030/12/31 23:59:59","5004004","5004005","充滿謎團的海底遺跡"
"危險的假期！海岸邊的美食公主 第6話","2018/12/01 16:00:00","5004","0","1","91002","20","0","31028","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 23:59:59","5004005","5004006","美食殿堂的作戰"
"危險的假期！海岸邊的美食公主 終章","2018/12/01 16:00:00","5004","0","1","91002","20","0","31076","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 23:59:59","5004006","5004007","幸腹烤肉，開場！"
"珠希和美冬的無人島０盧幣生活 序章","2019/01/03 16:00:00","5005","0","1","91002","20","0","31032","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","0","5005000","實現願望之島"
"珠希和美冬的無人島０盧幣生活 第1話","2019/01/03 16:00:00","5005","0","1","91002","20","0","31080","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5005000","5005001","無法逃離的無人島"
"珠希和美冬的無人島０盧幣生活 第2話","2019/01/03 16:00:00","5005","0","1","91002","20","0","31032","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5005001","5005002","魅惑的夢想空間"
"珠希和美冬的無人島０盧幣生活 第3話","2019/01/03 16:00:00","5005","0","1","91002","20","0","31080","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5005002","5005003","貪婪的樂園生活"
"珠希和美冬的無人島０盧幣生活 第4話","2019/01/03 16:00:00","5005","0","1","91002","20","0","31032","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5005003","5005004","樂園的真實"
"珠希和美冬的無人島０盧幣生活 第5話","2019/01/03 16:00:00","5005","0","1","91002","20","0","31080","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5005004","5005005","樂園的閉幕"
"珠希和美冬的無人島０盧幣生活 第6話","2019/01/03 16:00:00","5005","0","1","91002","20","0","31032","0","0","55005006","0","8","0","1","1","0","0","2","0","2030/12/31 14:59:59","5005005","5005006","對決！島鯨！"
"珠希和美冬的無人島０盧幣生活 終章","2019/01/03 16:00:00","5005","0","1","91002","20","0","31080","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5005006","5005007","Come back 夢之島！？"
"黑鐵的亡靈 序幕","2019/02/01 12:00:00","5006","0","1","91002","20","0","31034","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","0","5006000","團長的孤獨"
"黑鐵的亡靈 第1話","2019/02/01 12:00:00","5006","0","1","91002","20","0","31047","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5006000","5006001","未曾消失的遺恨"
"黑鐵的亡靈 第2話","2019/02/01 12:00:00","5006","0","1","91002","20","0","31034","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5006001","5006002","疑神疑鬼"
"黑鐵的亡靈 第3話","2019/02/01 12:00:00","5006","0","1","91002","20","0","31047","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5006002","5006003","徘徊的盔甲"
"黑鐵的亡靈 第4話","2019/02/01 12:00:00","5006","0","1","91002","20","0","31034","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5006003","5006004","被釋放的惡夢"
"黑鐵的亡靈 第5話","2019/02/01 12:00:00","5006","0","1","91002","20","0","31047","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5006004","5006005","獸人街的暴動"
"黑鐵的亡靈 第6話","2019/02/01 12:00:00","5006","0","1","91002","20","0","31034","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5006005","5006006","正義所在之處"
"黑鐵的亡靈 終幕","2019/02/01 12:00:00","5006","0","1","91002","20","0","31047","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5006006","5006007","暢談未來理想圖"
"不給布丁就搗蛋！約定的萬聖節派對 序章","2019/03/06 14:00:00","5007","0","1","91002","20","0","31022","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","0","5007000","漫漫長夜的開端"
"不給布丁就搗蛋！約定的萬聖節派對 第1話","2019/03/06 14:00:00","5007","0","1","91002","20","0","31082","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5007000","5007001","我是傑克！"
"不給布丁就搗蛋！約定的萬聖節派對 第2話","2019/03/06 14:00:00","5007","0","1","91002","20","0","31022","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5007001","5007002","新的附身對象"
"不給布丁就搗蛋！約定的萬聖節派對 第3話","2019/03/06 14:00:00","5007","0","1","91002","20","0","31082","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5007002","5007003","祕密的日記"
"不給布丁就搗蛋！約定的萬聖節派對 第4話","2019/03/06 14:00:00","5007","0","1","91002","20","0","31022","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5007003","5007004","入魂！　忍奪回作戰"
"不給布丁就搗蛋！約定的萬聖節派對 第5話","2019/03/06 14:00:00","5007","0","1","91002","20","0","31082","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5007004","5007005","究極的選擇"
"不給布丁就搗蛋！約定的萬聖節派對 第6話","2019/03/06 14:00:00","5007","0","1","91002","20","0","31022","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5007005","5007006","真正的萬聖節之夜"
"不給布丁就搗蛋！約定的萬聖節派對 終章","2019/03/06 14:00:00","5007","0","1","91002","20","0","31082","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5007006","5007007","被最愛之物包圍著"
"暮光破壞者 序幕","2019/04/03 16:00:00","5008","0","1","91002","20","0","31051","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","0","5008000","狂風暴雨的旅途"
"暮光破壞者 第1話","2019/04/03 16:00:00","5008","0","1","91002","20","0","31009","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5008000","5008001","被絕望所統治的村落"
"暮光破壞者 第2話","2019/04/03 16:00:00","5008","0","1","91002","20","0","31051","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5008001","5008002","可疑的洞窟"
"暮光破壞者 第3話","2019/04/03 16:00:00","5008","0","1","91002","20","0","31009","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5008002","5008003","天下沒有白吃的午餐"
"暮光破壞者 第4話","2019/04/03 16:00:00","5008","0","1","91002","20","0","31051","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5008003","5008004","惡徒們的陰謀"
"暮光破壞者 第5話","2019/04/03 16:00:00","5008","0","1","91002","20","0","31009","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5008004","5008005","反擊的狼煙"
"暮光破壞者 第6話","2019/04/03 16:00:00","5008","0","1","91002","20","0","31051","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5008005","5008006","巨大武器與復仇之刃"
"暮光破壞者 終幕","2019/04/03 16:00:00","5008","0","1","91002","20","0","31009","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5008006","5008007","無盡的旅途"
"忘却的頌歌 序幕","2019/05/02 16:00:00","5009","0","1","91002","20","0","31029","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","0","5009000","冬空的嘆歌"
"忘却的頌歌 第1話","2019/05/02 16:00:00","5009","0","1","91002","20","0","31085","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5009000","5009001","沉睡的歌姬"
"忘却的頌歌 第2話","2019/05/02 16:00:00","5009","0","1","91002","20","0","31029","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5009001","5009002","野獸的饗宴"
"忘却的頌歌 第3話","2019/05/02 16:00:00","5009","0","1","91002","20","0","31085","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5009002","5009003","以歌曲點綴的回憶"
"忘却的頌歌 第4話","2019/05/02 16:00:00","5009","0","1","91002","20","0","31029","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5009003","5009004","回憶之歌要和家人一起唱"
"忘却的頌歌 第5話","2019/05/02 16:00:00","5009","0","1","91002","20","0","31085","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5009004","5009005","記憶的大精靈霧奇"
"忘却的頌歌 第6話","2019/05/02 16:00:00","5009","0","1","91002","20","0","31029","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5009005","5009006","追憶的珍貴回憶"
"忘却的頌歌 終幕","2019/05/02 16:00:00","5009","0","1","91002","20","0","31085","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5009006","5009007","平安夜的慈愛頌歌"
"新春破曉之星大危機！ 序幕","2019/06/03 16:00:00","5010","0","1","91002","20","0","31002","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","0","5010000","一年之末的約定"
"新春破曉之星大危機！ 第1話","2019/06/03 16:00:00","5010","0","1","91002","20","0","31089","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5010000","5010001","創造今年最後的回憶"
"新春破曉之星大危機！ 第2話","2019/06/03 16:00:00","5010","0","1","91002","20","0","31002","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5010001","5010002","願望的話語聲"
"新春破曉之星大危機！ 第3話","2019/06/03 16:00:00","5010","0","1","91002","20","0","31089","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5010002","5010003","沒有奢望的願望？"
"新春破曉之星大危機！ 第4話","2019/06/03 16:00:00","5010","0","1","91002","20","0","31002","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5010003","5010004","粉身碎骨的淨化"
"新春破曉之星大危機！ 第5話","2019/06/03 16:00:00","5010","0","1","91002","20","0","31089","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5010004","5010005","想要累積的回憶"
"新春破曉之星大危機！ 第6話","2019/06/03 16:00:00","5010","0","1","91002","20","0","31002","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5010005","5010006","巡迴往復的羈絆"
"新春破曉之星大危機！ 終幕","2019/06/03 16:00:00","5010","0","1","91002","20","0","31089","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5010006","5010007","新願望的開始"
"新年演出","2019/06/03 16:00:00","5010","0","0","0","0","0","0","8","0","0","0","0","0","1","0","0","0","0","0","2030/12/31 14:59:59","0","5010501","新年演出"
"情人節之戰！ 正中紅心的甜蜜戰鬥 序幕","2019/07/01 16:00:00","5011","0","1","91002","20","0","31011","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","0","5011000","那是與甜蜜香氣同在"
"情人節之戰！ 正中紅心的甜蜜戰鬥 第1話","2019/07/01 16:00:00","5011","0","1","91002","20","0","31090","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5011000","5011001","突發狀況，甜點對決！"
"情人節之戰！ 正中紅心的甜蜜戰鬥 第2話","2019/07/01 16:00:00","5011","0","1","91002","20","0","31011","0","0","0","0","8","0","1","1","0","0","2","0","2030/12/31 14:59:59","5011001","5011002","廚房競技場的戰鬥"
"情人節之戰！ 正中紅心的甜蜜戰鬥 第3話","2019/07/01 16:00:00","5011","0","1","91002","20","0","31090","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5011002","5011003","命運芳香的巧克力"
"情人節之戰！ 正中紅心的甜蜜戰鬥 第4話","2019/07/01 16:00:00","5011","0","1","91002","20","0","31011","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5011003","5011004","姐姐要抓住胃袋"
"情人節之戰！ 正中紅心的甜蜜戰鬥 第5話","2019/07/01 16:00:00","5011","0","1","91002","20","0","31090","0","0","55011005","0","8","0","1","1","0","0","2","0","2030/12/31 14:59:59","5011004","5011005","萌芽的心意之花"
"情人節之戰！ 正中紅心的甜蜜戰鬥 第6話","2019/07/01 16:00:00","5011","0","1","91002","20","0","31011","0","0","55011006","0","8","0","1","1","0","0","2","0","2030/12/31 14:59:59","5011005","5011006","溶化巧克力的熾愛一擊"
"情人節之戰！ 正中紅心的甜蜜戰鬥 終幕","2019/07/01 16:00:00","5011","0","1","91002","20","0","31090","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5011006","5011007","愛就在戰鬥之後"
"王都的名偵探 嘆息的追緝者 序幕","2019/07/17 16:00:00","5012","0","1","91002","20","0","31008","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","0","5012000","競賽、災難、凝視的瞳孔"
"王都的名偵探 嘆息的追緝者 第1話","2019/07/17 16:00:00","5012","0","1","91002","20","0","31043","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5012000","5012001","身家調查是搜查的基本"
"王都的名偵探 嘆息的追緝者 第2話","2019/07/17 16:00:00","5012","0","1","91002","20","0","31008","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5012001","5012002","多災多難的目擊者"
"王都的名偵探 嘆息的追緝者 第3話","2019/07/17 16:00:00","5012","0","1","91002","20","0","31043","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5012002","5012003","愚者的氣味"
"王都的名偵探 嘆息的追緝者 第4話","2019/07/17 16:00:00","5012","0","1","91002","20","0","31008","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5012003","5012004","跨出勇氣的那一步"
"王都的名偵探 嘆息的追緝者 第5話","2019/07/17 16:00:00","5012","0","1","91002","20","0","31043","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5012004","5012005","解決事件的秘訣"
"王都的名偵探 嘆息的追緝者 第6話","2019/07/17 16:00:00","5012","0","1","91002","20","0","31008","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5012005","5012006","哀嘆者和救贖者"
"王都的名偵探 嘆息的追緝者 終幕","2019/07/17 16:00:00","5012","0","1","91002","20","0","31043","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5012006","5012007","事件解決後發現的事"
"在阿斯特朗盛開的雙輪之花 序幕","2019/08/01 16:00:00","5013","0","1","91002","20","0","31018","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","0","5013000","從密斯塔爾西亞前往異世界"
"在阿斯特朗盛開的雙輪之花 第1話","2019/08/01 16:00:00","5013","0","1","91002","20","0","31093","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5013000","5013001","登上加托羅斯山！"
"在阿斯特朗盛開的雙輪之花 第2話","2019/08/01 16:00:00","5013","0","1","91002","20","0","31018","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5013001","5013002","龍人公主與引路的巫女"
"在阿斯特朗盛開的雙輪之花 第3話","2019/08/01 16:00:00","5013","0","1","91002","20","0","31093","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5013002","5013003","蘭德索爾觀光導覽"
"在阿斯特朗盛開的雙輪之花 第4話","2019/08/01 16:00:00","5013","0","1","91002","20","0","31018","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5013003","5013004","光之裂縫與世界的危機"
"在阿斯特朗盛開的雙輪之花 第5話","2019/08/01 16:00:00","5013","0","1","91002","20","0","31093","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5013004","5013005","公主們的對話"
"在阿斯特朗盛開的雙輪之花 第6話","2019/08/01 16:00:00","5013","0","1","91002","20","0","31018","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5013005","5013006","最完美的合作"
"在阿斯特朗盛開的雙輪之花 終幕","2019/08/01 16:00:00","5013","0","1","91002","20","0","31093","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5013006","5013007","落櫻紛飛與真正的美食"
"將軍道中記　白翼的武士 序幕","2019/09/03 16:00:00","5015","0","1","91002","20","0","31045","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","0","5015000","來吧！　前往大江戶的邀約"
"將軍道中記　白翼的武士 第1話","2019/09/03 16:00:00","5015","0","1","91002","20","0","31053","0","0","0","0","8","0","1","1","0","0","2","0","2030/12/31 14:59:59","5015000","5015001","艷麗白翼少女"
"將軍道中記　白翼的武士 第2話","2019/09/03 16:00:00","5015","0","1","91002","20","0","31045","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5015001","5015002","恐怖的強迫推銷大街"
"將軍道中記　白翼的武士 第3話","2019/09/03 16:00:00","5015","0","1","91002","20","0","31053","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5015002","5015003","大江戶搜查網"
"將軍道中記　白翼的武士 第4話","2019/09/03 16:00:00","5015","0","1","91002","20","0","31045","0","0","0","0","8","0","1","0","0","0","2","0","2030/12/31 14:59:59","5015003","5015004","屈辱的敗退"
