cbf865bf1c8e35b8df563a9064845024b2140bbf82b7e49b289bfebc41930a63,ce2443d8c33352fee550fdd8574e151f412ee9eba84952b8d80c57a069117ba9,c150b5d8406a78941416948d8dca4c720449f671708cdfe8c7451236a3342fed,74932d52166b35b06f43a9ec51306e5098f263a800ba0bab3e77ecb9203ea18d,32aad44666d525502f8108b70164538975a0a8ed6cb0fd8594ab77a0e1b62ab5,f709bb82664a07f446acff537cde7d169dacb2afd234e4fc1f8715ceafe76d5c,9581faaa806035cbd17ae97f28409c9d9c4e482b5e480a70c98e85f6d9e60fed,9a930f9f80f5daa6b5792d3bec88ea50c8e18f60d40118d5e93063365e78d04c,41b2ab825c03c4164bce2ee752a83758b6efb3d66e14ada261c71227f4a8c015,fd612961311375c1cedd15cbb72054782152d7ca4b94f12f3cf5da60ed1829cf,57bff0e24c2dea1501bfdcfd7a931aa1136ca7fc7f921829b929062d7dd9702b
"101","","","","","","0","32","","11010028","3"
"101","","","","","","1","32","","11010029","3"
"101","","","","","","","93","","11010030","0.6"
"101","","","","","0.2","nyx_talk_bitter","3","1","11010031","103431"
"101","","","","","0.2","nyx_cmn_04","3","1","11010032","104631"
"101","","","","","","","93","","11010033","2"
"101","nyx_101_chieru_loop","","","1","0.2","nyx_101_chieru_02","3","0","11010034","2"
"101","nyx_101_chieru_loop","","","1","0.2","nyx_101_chieru_02","3","0","11010035","110931"
"101","","","","","","","93","","11010036","0.4"
"101","","","","","","0","32","","11010037","3"
"101","","","","","","1","32","","11010038","4"
"101","","","","","","","91","","11010039","11010026"
"101","","","","","0.2","nyx_idle_bitter","3","1","11010040","103431"
"101","","","","","0.2","nyx_talk_sad","3","1","11010041","104831"
"101","","","","","","吶，那個……\n妳們有沒有聽到\n走廊傳來的聲音？","11","10","11010042","104831"
"101","","","","","","","91","","11010043","0"
"101","","","","","","1","4","","11010044","110931"
"101","","","","","","1","4","","11010045","2"
"101","nyx_101_chieru_loop","","","1","0.2","nyx_101_chieru_02","3","0","11010046","2"
"101","nyx_101_chieru_loop","","","1","0.2","nyx_101_chieru_02","3","0","11010047","110931"
"101","","","","","0.2","nyx_idle_sad","3","1","11010048","104831"
"101","","","","","0.2","nyx_talk_sad","3","1","11010049","104631"
"101","","","","","","聽起來好像在說什麼\n切嚕切嚕的喵……\n好恐怖喵……","11","10","11010050","104631"
"101","","","","","","","91","","11010051","0"
"101","","","","","0.2","nyx_idle_sad","3","1","11010052","104631"
"101","","","","","0.2","nyx_talk_sad","3","1","11010053","103431"
"101","","","","","","該不會是學校的七大\n不可思議之類的吧……\n好、好想回家……","11","10","11010054","103431"
"101","","","","","","","91","","11010055","0"
"101","","","","","0.2","nyx_idle_sad","3","1","11010056","103431"
"101","","","","","0.2","nyx_talk_joy2","3","1","11010057","103231"
"101","","","","","","還真是有趣呢！\n對於待會會出現什麼\n我感到非常期待呢！","11","10","11010058","103231"
"101","","","","","","","91","","11010059","0"
"101","","","","","","","93","","11010060","0.4"
"101","","","","","","0","4","","11010061","110931"
"101","","","","","","0","4","","11010062","2"
"101","nyx_101_chieru_loop","","","1","0.2","nyx_101_chieru_01","3","0","11010063","110931"
"101","nyx_101_chieru_loop","","","1","0.2","nyx_101_chieru_01","3","0","11010064","2"
"101","","","","","","1","12","1","11010065","104831"
"101","nyx_idle_sad","0.2","","1","0.2","nyx_talk_sad","3","0","11010066","104831"
"101","","","","","","","93","","11010067","0.4"
"101","","","","","","0","32","","11010068","3"
"101","","","","","","1","32","","11010069","3"
"101","","","","","","","93","","11010070","1.6"
"101","","","","","","15","12","1","11010071","104631"
"101","nyx_idle_sad","0.2","","1","0.2","nyx_talk_sad","3","0","11010072","104631"
"101","","","","","","","93","","11010073","3"
"101","","","","","","1","4","","11010074","110931"
"101","","","","","","1","4","","11010075","2"
"101","nyx_101_chieru_loop","","","1","0.2","nyx_101_chieru_02","3","0","11010076","110931"
"101","nyx_101_chieru_loop","","","1","0.2","nyx_101_chieru_02","3","0","11010077","2"
"101","","","","","","10","12","1","11010078","103231"
"101","nyx_idle_joy1","0.2","","1","0.2","nyx_talk_joy1","3","0","11010079","103231"
"101","","","","","","","93","","11010080","2"
"101","","","","","","2","12","1","11010081","103431"
"101","nyx_idle_sad","0.2","","1","0.2","nyx_talk_sad","3","0","11010082","103431"
"101","","","","","","","93","","11010083","2.5"
"101","","","","","","","101","","11010084","11010060"
"102","-362","1","nyx_102_chloe_01","-209.3","1.35","110831","1","110","11020001","1"
"102","90","0","nyx_102_mifuyu_01","-182.5","1.35","104831","1","110","11020002","1"
"102","220","0","nyx_idle_normal","-182.5","1.35","104631","1","110","11020003","1"
"102","336","1","nyx_talk_normal","-182.5","1.35","103231","1","110","11020004","1"
"102","457","1","nyx_idle_normal","-182.5","1.35","103431","1","110","11020005","1"
"102","0","","","1","1","1","31","0","11020006","1"
"102","-362","0","NoItem","-209.3","1.35","2","5","120","11020007","2"
"102","","","","","","bgm_M347","25","","11020008","bgm_M347"
"102","","","","","","","93","","11020009","2"
"102","","","","","0.2","nyx_102_chloe_02","3","1","11020010","110831"
"102","","","","","","再來輪到我了啊……\n呃，接在琪愛兒後面\n總有種不利的感覺？","11","10","11020011","110831"
"102","","","","","","1","91","","11020012","0"
"102","","","","","0.2","nyx_idle_sad","3","1","11020013","110831"
"102","","","","","","那傢伙絕對一見面\n就切嚕切嚕地喊\n把整個氣氛搞冷……","11","10","11020014","110831"
"102","","","","","","1","91","","11020015","0"
"102","nyx_102_chloe_02","0.2","","1","0.2","cmn_pose02_def_N","3","0","11020016","110831"
"102","","","","","","不過算了，怎樣都好\n……話說裡面的那些人\n應該沒事吧？","11","10","11020017","110831"
"102","","","","","","","93","","11020018","3"
"102","","","","","0.2","nyx_idle_normal","3","1","11020019","103231"
"102","","","","","0.2","nyx_talk_sad","3","1","11020020","104631"
"102","","","","","","0","4","","11020021","110831"
"102","","","","","","","91","","11020022","11020016"
"102","","","","","","","93","","11020023","1"
"102","","","","","0.2","nyx_102_chloe_01","3","1","11020024","110831"
"102","","","","","","像是被那股切嚕之氣\n嚇到而變得不正常……\n……不，應該不至於吧","11","10","11020025","110831"
"102","","","","","","","93","","11020026","2.5"
"102","nyx_102_chloe_03_loop","","","1","0.2","nyx_102_chloe_03","3","0","11020027","110831"
"102","nyx_102_chloe_03_loop","","","1","0.2","nyx_102_chloe_03","3","0","11020028","2"
"102","","","","","","","91","","11020029","11020025"
"102","","","","","","","93","","11020030","1"
"102","","","","","","切嚕……切嚕……","11","10","11020031","104831"
"102","","","","","","","93","","11020032","1.5"
"102","","","","","","1","4","0","11020033","104631"
"102","nyx_idle_surprise2","0.2","","1","0.2","cmn_shock_def_N","3","0","11020034","104631"
"102","nyx_idle_surprise2","0.2","","1","0.2","cmn_shock_def_N","3","0","11020035","103431"
"102","nyx_idle_surprise1","0.2","","1","0.2","nyx_surprise","3","0","11020036","103231"
"102","","","","","","","93","","11020037","1.5"
"102","","0.2","","1","0.2","nyx_talk_surprise2","3","1","11020038","104631"
"102","","","","","0.2","nyx_102_yukari_01","3","1","11020039","103431"
"102","","","","","","美冬！\n振作一點切嚕！\n沒那麼嚴重切嚕！","11","10","11020040","103431"
"102","","","","","","1","91","","11020041","0"
"102","nyx_102_tamaki_01_loop","0.2","","1","0.2","cmn_shock_def_N","3","0","11020042","103431"
"102","","","","","","0","4","0","11020043","103231"
"102","","","","","","0","4","0","11020044","104631"
"102","","","","","","","91","","11020045","0"
"102","","","","","","不行了喵……\n美冬和優花梨都\n為時已晚切……喵！","11","10","11020046","104631"
"102","","","","","","","93","","11020047","2.6"
"102","nyx_102_tamaki_01_loop","0.2","","1","0.2","nyx_102_tamaki_01","3","0","11020048","104631"
"102","","","","","","","93","","11020049","0.1"
"102","","","","","","1","4","0","11020050","103231"
"102","","","","","","","93","","11020051","1.5"
"102","","","","","","實在是損傷慘重呢……\n只能祈禱下一位\n能夠普通一點了……","11","10","11020052","103231"
"102","","","","","","","91","","11020053","0"
"102","","","","","","","93","","11020054","1"
"102","nyx_102_chloe_03_loop","","","1","0.2","nyx_102_chloe_04","3","0","11020055","110831"
"102","nyx_102_chloe_03_loop","","","1","0.2","nyx_102_chloe_04","3","0","11020056","2"
"102","","","","","","","93","","11020057","1.5"
"102","","","","","","12","12","1","11020058","110831"
"102","","","","","","","93","","11020059","1"
"102","","","","","","1","12","1","11020060","103431"
"102","nyx_cmn_03","0.2","","1","0.2","nyx_cmn_01","3","0","11020061","103431"
"102","","0.2","","1","0.2","nyx_idle_worry","3","1","11020062","104631"
"102","","","","","","","93","","11020063","2"
"102","","","","","","12","12","1","11020064","104831"
"102","","","","","","","93","","11020065","2"
"102","","","","","","10","12","1","11020066","103231"
"102","nyx_idle_normal","0.2","","1","0.2","nyx_talk_normal","3","0","11020067","103231"
"102","","","","","","","93","","11020068","2"
"102","","","","","","2","12","1","11020069","104631"
"102","nyx_idle_worry","0.2","","1","0.2","nyx_talk_sad","3","0","11020070","104631"
"102","","","","","","","93","","11020071","4"
"102","","","","","","1","101","","11020072","11020055"
"103","-421","0","nyx_103_yuni_01","-209.3","1.35","111031","1","110","11030001","1"
"103","121.8","0","nyx_idle_normal","-182.5","1.35","104831","1","110","11030002","1"
"103","121.8","0","NoItem","-182.5","1.35","2","5","120","11030003","2"
"103","227.7","0","nyx_idle_normal","-182.5","1.35","104631","1","110","11030004","1"
"103","227.7","0","NoItem","-182.5","1.35","2","5","120","11030005","2"
"103","340.3","1","nyx_idle_normal","-182.5","1.35","103231","1","110","11030006","1"
"103","449.6","1","nyx_cmn_03","-182.5","1.35","103431","1","110","11030007","1"
"103","449.6","1","NoItem","-182.5","1.35","2","5","120","11030008","2"
"103","0","","","1","1","1","31","0","11030009","1"
"103","","","","","","bgm_M347","25","","11030010","bgm_M347"
"103","","","","","","","93","","11030011","2"
"103","","","","","0.2","nyx_talk_sad","3","1","11030012","103431"
"103","","","","","","簡報是\n一件這麼\n累人的事情嗎…？","11","10","11030013","103431"
"103","","","","","","","91","","11030014","0"
"103","","","","","0.2","nyx_cmn_03","3","1","11030015","103431"
"103","","","","","0.2","nyx_cmn_05","3","1","11030016","104831"
"103","","","","","","接下來一定沒問題的\n一定會是認真的學生\n……我說的沒錯吧？","11","10","11030017","104831"
"103","","","","","","","91","","11030018","0"
"103","","","","","0.2","nyx_cmn_04","3","1","11030019","104831"
"103","","","","","0.2","nyx_talk_normal","3","1","11030020","103231"
"103","","","","","","哎呀？\n下一位好像也是\n好朋友社的成員呢？","11","10","11030021","103231"
"103","","","","","","","91","","11030022","0"
"103","","","","","0.2","nyx_idle_normal","3","1","11030023","103231"
"103","","","","","0.2","nyx_talk_sad","3","1","11030024","104631"
"103","","","","","","……要是鬆懈下來\n就會被幹掉喵\n做好覺悟吧喵","11","10","11030025","104631"
"103","","","","","","","93","","11030026","2.6"
"103","","","","","0.2","nyx_102_chloe_01","3","1","11030027","111031"
"103","","","","","","","91","","11030028","11030025"
"103","nyx_idle_sad","0.3","","1","0.2","nyx_cmn_02","3","0","11030029","104631"
"103","","","","","0.2","nyx_cmn_02","3","0","11030030","2"
"103","nyx_cmn_03","0.3","","1","0.2","nyx_cmn_02","3","0","11030031","103431"
"103","","","","","0.2","nyx_cmn_02","3","0","11030032","2"
"103","nyx_idle_normal","0.2","","1","0.2","nyx_cmn_02","3","0","11030033","104831"
"103","","","","","0.2","nyx_cmn_02","3","0","11030034","2"
"103","","","","","","","93","","11030035","1.5"
"103","","","","","0.2","nyx_303_yuni_01","3","1","11030036","111031"
"103","","","","","","嗯，接下來是我呢\n這就是所謂的\n壓軸登場吧","11","10","11030037","111031"
"103","","","","","","","93","","11030038","2.8"
"103","","","","","","13","12","1","11030039","104831"
"103","","","","","0.2","nyx_talk_normal","3","1","11030040","104831"
"103","","","","","","","91","","11030041","11030037"
"103","","","","","","琪愛兒、克蘿依\n妳們的遺憾就由我來\n替妳們雪恥吧","11","10","11030042","111031"
"103","","","","","","","91","","11030043","0"
"103","","","","","0.2","nyx_103_yuni_02","3","1","11030044","111031"
"103","","","","","","是時候完成我身為\n高年級生的職責了","11","10","11030045","111031"
"103","","","","","","","93","","11030046","1.5"
"103","","","","","","17","12","1","11030047","103231"
"103","","","","","0.2","nyx_idle_normal","3","1","11030048","104831"
"103","","","","","0.2","nyx_cmn_05","3","1","11030049","103231"
"103","","","","","","","91","","11030050","11030045"
"103","nyx_103_yuni_04","0.6","","0","0.3","nyx_103_yuni_03","3","0","11030051","111031"
"103","","","","","","賭上優妮們\n之名……！","11","10","11030052","111031"
"103","","","","","","","91","","11030053","0"
"103","","","","","0.2","nyx_idle_normal","3","1","11030054","103231"
"103","","","","","","","93","","11030055","0.6"
"103","","","","","0.2","12","12","1","11030056","111031"
"103","nyx_idle_normal","0.2","","1","0.2","cmn_pose02_def_N","3","0","11030057","111031"
"103","","","","","","","93","","11030058","1.5"
"103","","","","","","15","12","1","11030059","104631"
"103","nyx_idle_worry","0.2","","1","0.2","nyx_talk_sad","3","0","11030060","104631"
"103","","","","","","","93","","11030061","2"
"103","","","","","","10","12","1","11030062","103231"
"103","nyx_idle_normal","0.2","","1","0.2","nyx_talk_joy1","3","0","11030063","103231"
"103","nyx_idle_normal","0.2","","1","0.2","nyx_103_yuni_01","3","0","11030064","111031"
"103","","","","","","","93","","11030065","2.5"
"103","","","","","","1","12","1","11030066","103431"
"103","nyx_cmn_03","0.3","","1","0.2","nyx_cmn_01","3","0","11030067","103431"
"103","","","","","","","93","","11030068","2"
"103","","","","","","12","12","1","11030069","104831"
"103","","","","","0.2","nyx_talk_bitter","3","1","11030070","104831"
"103","","","","","","","93","","11030071","2"
"103","","","","","0.2","nyx_idle_bitter","3","1","11030072","104831"
"103","","","","","","","93","","11030073","1"
"103","","","","","","","101","","11030074","11030056"
"201","-235.4","1","nyx_201_akino_01","-294.7","1.2","103231","1","110","12010001","1"
"201","-235.4","1","nyx_201_akino_01","-294.7","1.2","2","5","120","12010002","2"
"201","-357","0","nyx_idle_normal","-281.6","1.2","104631","1","110","12010003","1"
"201","310.5","1","nyx_idle_normal","-281.6","1.2","103431","1","110","12010004","1"
"201","-453.3","0","nyx_idle_normal","-281.6","1.2","104831","1","110","12010005","1"
"201","0","","","1","1","1","31","0","12010006","2"
"201","0","","","1","1","2","31","0","12010007","11"
"201","","","","","","bgm_M347","25","","12010008","bgm_M347"
"201","","","","","","","93","","12010009","2"
"201","","","","","","珠希，\n這零件就麻煩妳\n進行組裝囉！","11","10","12010010","103231"
"201","","","","","","","91","","12010011","0"
"201","nyx_idle_surprise1","0.3","","1","0.3","nyx_surprise","3","0","12010012","104631"
"201","","","","","","我、我知道了喵！\n……設計圖上有\n這東西嗎喵……？","11","10","12010013","104631"
"201","","","","","","","91","","12010014","0"
"201","","","","","","0","4","0","12010015","103231"
"201","","","","","","0","4","","12010016","2"
"201","","0.3","","","0.3","nyx_idle_bitter2","3","1","12010017","104631"
"201","","0.3","","","0.3","nyx_201_akino_02","3","1","12010018","103231"
"201","","0.3","","","0.3","nyx_201_akino_02","3","1","12010019","2"
"201","2.2","","","","","199","2","-294.7","12010020","103231"
"201","2.2","","","","","199","2","-294.7","12010021","2"
"201","","","","","","","93","","12010022","2.2"
"201","","0.3","","","0.3","nyx_201_akino_01","3","1","12010023","103231"
"201","","0.3","","","0.3","nyx_201_akino_01","3","1","12010024","2"
"201","","","","","","優花梨！\n麻煩妳立刻去\n訂購這款迴路！","11","10","12010025","103231"
"201","","","","","","","91","","12010026","0"
"201","","0.3","","","0.3","nyx_cmn_01","3","1","12010027","103431"
"201","","","","","","咦？　咦？\n等等啊秋乃\n這要拿來做什麼！？","11","10","12010028","103431"
"201","","","","","","","91","","12010029","0"
"201","","0.3","","","0.3","nyx_idle_bitter2","3","1","12010030","103431"
"201","","","","","","1","4","","12010031","103231"
"201","","","","","","1","4","","12010032","2"
"201","","0.3","","","0.3","nyx_201_akino_02","3","1","12010033","103231"
"201","","0.3","","","0.3","nyx_201_akino_02","3","1","12010034","2"
"201","2.2","","","","","-235.4","2","-294.7","12010035","103231"
"201","2.2","","","","","-235.4","2","-294.7","12010036","2"
"201","","","","","","","93","","12010037","2.2"
"201","","0.3","","","0.3","nyx_201_akino_01","3","1","12010038","103231"
"201","","0.3","","","0.3","nyx_201_akino_01","3","1","12010039","2"
"201","","","","","","美冬，\n麻煩妳仔細地\n檢查動作囉！","11","10","12010040","103231"
"201","","","","","","","91","","12010041","0"
"201","nyx_idle_surprise1","0.3","","1","0.3","nyx_surprise","3","0","12010042","104831"
"201","","","","","0","好、好的！\n……秋乃整個人都\n熱血起來了呢…","11","10","12010043","104831"
"201","","","","","","","91","","12010044","0"
"201","","0.3","","","0.3","nyx_talk_sad","3","1","12010045","104831"
"201","","","","","0","但不知道為什麼\n我好不安啊……\n只有滿滿的不安……","11","10","12010046","104831"
"201","","","","","","","91","","12010047","0"
"201","","0.3","","","0.3","nyx_idle_bitter2","3","1","12010048","104831"
"201","","","","","","","91","","12010049","0"
"201","","","","","","","93","","12010050","0.4"
"201","","","","","","0","4","0","12010051","103231"
"201","","","","","","0","4","","12010052","2"
"201","","0.2","","","0.2","nyx_201_akino_02","3","1","12010053","103231"
"201","","0.2","","","0.2","nyx_201_akino_02","3","1","12010054","2"
"201","2.2","","","","","199","2","-294.7","12010055","103231"
"201","2.2","","","","","199","2","-294.7","12010056","2"
"201","","0.2","","","0.2","nyx_cmn_03","3","1","12010057","103431"
"201","","","","","","","93","","12010058","2.2"
"201","","","","","","10","12","1","12010059","103231"
"201","","0.2","","","0.2","nyx_201_akino_01","3","1","12010060","103231"
"201","","0.2","","","0.2","nyx_201_akino_01","3","1","12010061","2"
"201","","","","","","","91","","12010062","0"
"201","","0.2","","","0.2","nyx_idle_surprise1","3","1","12010063","103431"
"201","","","","","","","91","","12010064","0"
"201","","0.2","","","0.2","nyx_102_chloe_02","3","1","12010065","103431"
"201","","","","","","1","4","","12010066","103231"
"201","","","","","","1","4","","12010067","2"
"201","","0.2","","","0.2","nyx_201_akino_02","3","1","12010068","103231"
"201","","0.2","","","0.2","nyx_201_akino_02","3","1","12010069","2"
"201","2.2","","","","","-235.4","2","-294.7","12010070","103231"
"201","2.2","","","","","-235.4","2","-294.7","12010071","2"
"201","","","","","","","93","","12010072","2.2"
"201","","","","","","10","12","1","12010073","103231"
"201","","0.2","","","0.2","nyx_201_akino_01","3","1","12010074","103231"
"201","","0.2","","","","nyx_201_akino_01","3","1","12010075","2"
"201","","","","","","","93","","12010076","3"
"201","nyx_idle_normal","0.2","","1","0.2","cmn_nod_def_N","3","0","12010077","104631"
"201","","","","","","","93","","12010078","0.8"
"201","","","","","","3","12","1","12010079","104831"
"201","nyx_idle_sad","0.2","","1","0.2","nyx_talk_worry","3","0","12010080","104831"
"201","","","","","","","93","","12010081","1"
"201","","","","","","","101","","12010082","12010051"
"202","-136","0","nyx_202_tamaki_03_loop","-255","1.2","3","5","100","12020001","1"
"202","183.7","1","nyx_idle_joy1","-286.1","1.2","103231","1","110","12020002","1"
"202","312.6","1","nyx_202_yukari_01","-286.1","1.2","5","5","120","12020003","2"
"202","312.6","1","nyx_202_yukari_01","-286.1","1.2","103431","1","110","12020004","1"
"202","-269.8","0","nyx_idle_normal","-286.1","1.2","104831","1","120","12020005","1"
"202","0","","","1","1","1","31","0","12020006","2"
"202","34","","","1","1","2","31","0","12020007","12"
"202","130","","","1","0","7","31","-74","12020008","16"
"202","-208","0","nyx_yagura_idle","-255","1","4","5","110","12020009","3"
"202","-269.8","0","NoItem","-286.1","1.2","6","5","120","12020010","2"
"202","","","","","","bgm_M347","25","","12020011","bgm_M347"
"202","","","","","","","93","","12020012","2"
"202","","","","","","總覺得開發作業\n好像也變得開心\n起來了喵～！","11","10","12020013","3"
"202","","","","","","","91","","12020014","0"
"202","","","","","","事到如今我一定要\n讓它成為世界第一\n的鯛魚燒機喵！","11","10","12020015","3"
"202","","","","","","","91","","12020016","0"
"202","","","","","","看我把我的一切\n全部灌注進去\n喵～～！","11","10","12020017","3"
"202","","","","","","","93","","12020018","0.4"
"202","nyx_202_tamaki_loop","","","1","0.2","nyx_202_tamaki_03_puton","3","0","12020019","3"
"202","","","","","","","91","","12020020","12020017"
"202","nyx_202_tamaki_01","","","1","0.2","nyx_202_tamaki_up","3","0","12020021","3"
"202","nyx_yagura_up_idle","","","1","","nyx_yagura_up","3","0","12020022","4"
"202","","","","","","","93","","12020023","2.4"
"202","","","","","","1","32","","12020024","7"
"202","","","","","0.2","nyx_202_akino_01_loop","3","1","12020025","103231"
"202","","","","","","喔～呵呵呵！\n真是美妙的\n抱負呢，珠希","11","10","12020026","103231"
"202","","","","","","","91","","12020027","0"
"202","","","","","0.2","nyx_talk_anger2","3","1","12020028","104831"
"202","","","","","","設計圖上可是\n沒有寫到什麼\n鯛魚燒哦！？","11","10","12020029","104831"
"202","","","","","","","91","","12020030","0"
"202","","","","","0.2","nyx_idle_anger2","3","1","12020031","103431"
"202","","","","","0.2","nyx_202_yukari_01","3","1","12020032","103431"
"202","","","","","","美冬……\n交給珠希去做就\n不會有問題啦……嗝","11","10","12020033","103431"
"202","","","","","","","91","","12020034","0"
"202","nyx_cmn_04","0.2","","","0.2","nyx_cmn_05","3","0","12020035","104831"
"202","","","","","0","優花梨？\n妳在喝什麼？\n……妳被收買了對吧？","11","10","12020036","104831"
"202","","","","","","","91","","12020037","0"
"202","","","","","0.2","nyx_202_yukari_01","3","1","12020038","103431"
"202","","","","","","咦～？\n尼在說什麼～？\n……嗯呵呵～♪","11","10","12020039","103431"
"202","","","","","","","91","","12020040","0"
"202","","","","","","","93","","12020041","2"
"202","","","","","","13","12","1","12020042","103231"
"202","nyx_202_akino_01_loop","0.2","","1","0.2","nyx_talk_joy2","3","0","12020043","103231"
"202","","","","","","","93","","12020044","2.5"
"202","","","","","","3","12","1","12020045","104831"
"202","","","","","0.2","nyx_talk_anger2","3","1","12020046","104831"
"202","","","","","","","93","","12020047","2"
"202","","","","","0.2","nyx_cmn_02","3","0","12020048","104831"
"202","NoItem","","","1","0.2","nyx_cmn_02","3","0","12020049","6"
"202","","","","","","","93","","12020050","1"
"202","nyx_cmn_04","0.2","","1","0.2","nyx_cmn_05","3","0","12020051","104831"
"202","","","","","","","93","","12020052","2"
"202","","","","","","5","12","1","12020053","103431"
"202","nyx_202_yukari_01","0.2","","1","0.2","nyx_203_yukari_01","3","0","12020054","5"
"202","nyx_202_yukari_01","0.2","","1","0.2","nyx_203_yukari_01","3","0","12020055","103431"
"202","","","","","","","93","","12020056","1.2"
"202","","","","","","11","12","1","12020057","3"
"202","","","","","","","93","","12020058","0.8"
"202","","","","","","","101","","12020059","12020041"
"203","-300","0","nyx_idle_normal","-286","1.2","104831","1","130","12030001","1"
"203","316","1","nyx_idle_normal","-286","1.2","104631","1","100","12030002","1"
"203","110","1","nyx_idle_normal","-286","1.2","103231","1","100","12030003","1"
"203","-200","0","nyx_203_yukari_01","-10","1.2","103431","1","100","12030004","1"
"203","0","","","1","1","1","31","0","12030005","2"
"203","34","","","1","1","2","31","-80","12030006","13"
"203","-200","0","nyx_203_yukari_01","-10","1.2","3","5","110","12030007","2"
"203","-250","0","nyx_yagura_up_harf","-255","1","4","5","120","12030008","3"
"203","","","","","","bgm_M347","25","","12030009","bgm_M347"
"203","","","","","","","93","","12030010","2"
"203","","","","","","奇怪～？\n這裡是哪裡～？\n我又是誰～？","11","10","12030011","103431"
"203","","","","","","","93","","12030012","0.6"
"203","nyx_lookup_loop2","0.2","","1","0.2","nyx_lookup","3","0","12030013","103231"
"203","","","","","","","91","","12030014","12030011"
"203","","","","","","嗯～？\n這勾大大的\n東西是什麼～","11","10","12030015","103431"
"203","","","","","","","93","","12030016","0.6"
"203","nyx_lookup_loop2","0.2","","1","0.2","nyx_lookup","3","0","12030017","104631"
"203","","","","","","","91","","12030018","12030015"
"203","nyx_203_yukari_05","","","1","0.2","nyx_203_yukari_02","3","0","12030019","3"
"203","nyx_203_yukari_05","","","1","0.2","nyx_203_yukari_02","3","0","12030020","103431"
"203","","","","","","你要不要也來一起\n喝麥酒～？\n很～好喝的哦～？","11","10","12030021","103431"
"203","","","","","","","93","","12030022","0.4"
"203","nyx_lookup_loop2","0.2","","1","0.2","nyx_lookup","3","0","12030023","104831"
"203","","","","","","","91","","12030024","12030021"
"203","","","","","","","93","","12030025","0.2"
"203","nyx_idle_sad","0.2","","1","0.2","nyx_cmn_02","3","0","12030026","104831"
"203","","","","","0","優花梨\n在做什麼啊…","11","10","12030027","104831"
"203","","","","","","","93","","12030028","0.1"
"203","nyx_cmn_04","0.2","","1","0.2","nyx_cmn_02","3","0","12030029","103231"
"203","","","","","","優花梨\n在做什麼呢…","11","10","12030030","103231"
"203","","","","","","","93","","12030031","0.1"
"203","nyx_idle_sad","0.2","","1","0.2","nyx_cmn_02","3","0","12030032","104631"
"203","","","","","","優花梨\n在做什麼喵…","11","10","12030033","104631"
"203","","","","","","","91","","12030034","0"
