079068b55ab181ec1344b8491c54be29cb9b416d941570d4d37b7d78df5a53b2,bde5366c74407a65caaba4806486bf2ad3aef082ae723327316e2e0b0f04a56c,65d24287f47dba0bdf014f20b9c5472e2d611e42220e73c52a3ae761211d0c94,5302acdb8544dd0b8b756380b7ff6934bc134ef111b3bfc15a53e8b22cd00a84,39a69f2d2b1892094da57245f81219577bdec9ee884f49d1612ae3e470af9cba,f5c113d43f586e1ebd22ec6e8de3734aef1f91963cb51ba44639eda4a02d0147,a99f174eaf9c3b58d3585bdf34c1f929c0b890bddfc2edab5b3a47d65bde0364,50caba4784b1fdab811757101b86a3178131d904a6a91a0beda32420a842e4a6,1240877c2ae88e5c86fad16c4d951acfba50ca6f478d8f4e0691cb4c4a99ca10,5b5701c7244bced51da4a882796c2ff7e7c15a6bef5a4f6d86217311f80c9984,70b5d23ec26855ea0bf888c09dfc214754acfaf71d42c8dce6eb4f9de18b43d0,028bec3597ec798fc1a0f7f9fce99c97b1afca61c3169813179c0163d68921fd,19b37814e23f784674894bebeafe36d681ca337334f8709144a7c6ffd596933f,b7737f2131851c03cf709f30d80b3977f6357d551a6ef5c939843fd012f2a11e,0f547b0ed234849bb65e45eb5ada33eb12f8fa867ed55c750b1e2d38c9f301c3,251cf4538d679df8fae4e9b96ebce3198a3e9a41db3fcb17ff6842f5e53f0a9f,892b6568671bfbc75654a8d1f0706aa2044923572a6e9cc30cbb37e72a3afe84,83557250a20247ebd8bdef12aa098a800dc0c4ba663d054fe0031bd8c164bb41,2bac9979e771cbb5f72b39fc1c127e8b248e992b9fc44d7026e64e3f52c4c4eb,990ce3e5636c4e5118e1b0677615c89713a05d172e33d86f5b847bdda99acfd3,de4fd97eb4b2982def8d3f455db6f28b11e90bc5162877f0afca2068396fcff0,65f0c1ab0899dbe46f0dc177631bf6e3350ab6804640d87384c38c8705eddf3e
"bgm_M55","-30","5","0.9","-50","5","0","1006","101162","1","270","485","1.15","1","280","-70","1","-10","101192","-45","10060105","1"
"bgm_M64","-30","1","0.6","0","1","0","1007","101161","1","250","-480","0.8","1","210","-120","0.7","10","101201","-30","10070101","1"
"bgm_M64","-30","2","0.9","0","2","0","1007","101161","1","120","-260","1.2","1","240","-120","1","10","101201","0","10070102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1007","101161","1","100","-10","1.1","1","200","65","1","0","101201","-10","10070103","1"
"bgm_M64","-30","4","0.9","0","4","0","1007","101161","1","100","190","1.2","1","200","-110","1","0","101201","0","10070104","1"
"bgm_M55","-30","5","1","-50","5","-20","1007","101162","1","270","475","1.45","1","250","-30","1","10","101202","-45","10070105","1"
"bgm_M64","-30","1","0.6","0","1","0","1008","101161","1","250","-480","0.8","1","210","-120","0.7","10","101291","-30","10080101","1"
"bgm_M64","-30","2","0.9","0","2","0","1008","101161","1","120","-260","1.2","1","240","-120","1","10","101291","0","10080102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1008","101161","1","100","-40","1.1","1","200","65","1","0","101291","-10","10080103","1"
"bgm_M64","-30","4","0.9","0","4","0","1008","101161","1","100","150","1.3","1","200","-110","1.3","0","101291","0","10080104","1"
"bgm_M55","-30","5","1.1","15","5","-20","1008","101162","1","45","490","1.45","1","230","-15","1.3","30","101292","30","10080105","1"
"bgm_M64","-30","1","0.6","0","1","0","1009","101161","1","250","-480","0.8","1","210","-120","0.7","10","101301","-30","10090101","1"
"bgm_M64","-30","2","0.75","0","2","0","1009","101161","1","120","-260","1.2","1","200","-120","1","10","101301","0","10090102","1"
"bgm_M64","-30","3","1.55","0","3","-15","1009","101161","1","100","-50","2.3","1","200","100","2.2","0","101301","-10","10090103","1"
"bgm_M64","-30","4","1","15","4","0","1009","101161","1","100","180","1.3","1","200","-100","1.3","0","101301","0","10090104","1"
"bgm_M55","-30","5","1","-15","5","-20","1009","101162","1","200","470","1.2","1","270","-55","1.1","10","101302","-30","10090105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1010","101161","1","170","-450","1","1","210","-130","0.9","10","101441","-30","10100101","1"
"bgm_M64","-30","2","0.75","0","2","0","1010","101161","1","120","-250","1.2","1","200","-120","1","10","101441","0","10100102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1010","101161","1","100","-10","1.1","1","200","50","1","0","101441","-10","10100103","1"
"bgm_M64","-30","4","0.9","-30","4","0","1010","101161","1","0","180","1.3","1","200","-100","1","0","101441","0","10100104","1"
"bgm_M55","-30","5","0.95","-35","5","-20","1010","101162","1","200","470","1.2","1","270","-70","1.1","10","101442","-30","10100105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1011","101451","1","170","-450","1","1","210","-130","0.9","10","101451","-30","10110101","1"
"bgm_M64","-30","2","0.75","0","2","0","1011","101451","1","120","-250","1.2","1","200","-120","1","10","101451","0","10110102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1011","101451","1","100","-20","1.4","1","200","50","1","0","101451","-10","10110103","1"
"bgm_M64","-30","4","0.65","20","4","0","1011","101451","1","100","200","0.9","1","220","-100","0.8","0","101451","0","10110104","1"
"bgm_M55","-30","5","1.25","-35","5","0","1011","101452","1","200","510","1.55","1","290","-70","1.4","0","101452","-50","10110105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1012","101451","1","170","-450","1","1","210","-130","0.9","10","101561","-30","10120101","1"
"bgm_M64","-30","2","0.9","0","2","0","1012","101451","1","120","-240","1.2","1","240","-120","1","0","101561","0","10120102","1"
"bgm_M64","-30","3","0.6","0","3","-5","1012","101451","1","100","-30","0.9","1","200","60","0.8","5","101561","-10","10120103","1"
"bgm_M64","-30","4","0.9","-30","4","0","1012","101451","1","100","180","1.5","1","200","-100","1.2","0","101561","0","10120104","1"
"bgm_M55","-30","5","1.25","-60","5","0","1012","101452","1","400","460","1.55","1","290","-70","1.35","0","101562","-50","10120105","1"
"bgm_M64","-30","1","0.6","0","1","0","1013","101001","1","250","-480","0.8","1","210","-120","0.7","10","101001","-30","10130101","1"
"bgm_M64","-30","2","0.75","0","2","0","1013","101001","1","0","-260","1.2","1","200","-120","1","10","101001","0","10130102","1"
"bgm_M64","-30","3","0.7","0","3","-13","1013","101001","1","100","-40","1.1","1","200","0","1","0","101001","-10","10130103","1"
"bgm_M64","-30","4","0.7","0","4","0","1013","101001","1","0","240","1.2","1","200","-50","1","0","101001","0","10130104","1"
"bgm_M55","-30","5","1.2","0","5","0","1013","101011","1","200","480","1.3","1","250","-40","1","0","101011","0","10130105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1014","101041","1","170","-450","1","1","210","-130","0.9","10","101041","-30","10140101","1"
"bgm_M64","-30","2","0.75","0","2","0","1014","101041","1","120","-250","1.2","1","200","-120","1","10","101041","0","10140102","1"
"bgm_M64","-30","3","1.55","0","3","-15","1014","101041","1","100","-50","2.3","1","200","100","2.2","0","101041","-10","10140103","1"
"bgm_M64","-30","4","0.7","0","4","0","1014","101041","1","0","190","1","1","200","-70","1","0","101041","0","10140104","1"
"bgm_M55","-30","5","1.4","0","5","0","1014","101042","1","200","440","1.8","1","250","0","1.6","0","101042","0","10140105","1"
"bgm_M64","-30","1","0.6","0","1","0","1015","101161","1","250","-470","0.8","1","210","-125","0.7","10","101041","-30","10150101","1"
"bgm_M64","-30","2","0.75","0","2","0","1015","101161","1","120","-210","1.2","1","200","-95","1","10","101041","0","10150102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1015","101161","1","100","50","1.4","1","200","-120","1","0","101041","-10","10150103","1"
"bgm_M64","-30","4","0.7","43","4","0","1015","101162","1","150","195","1","1","200","35","1","0","101041","0","10150104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1015","101161","1","150","450","1.8","1","210","-55","1.35","0","101042","0","10150105","1"
"bgm_M64","-30","1","0.6","0","1","0","1016","101451","1","250","-480","0.8","1","210","-120","0.85","10","101161","0","10160101","1"
"bgm_M64","-30","2","0.75","0","2","0","1016","101451","1","0","-260","1.2","1","200","-100","1.1","10","101161","0","10160102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1016","101451","1","100","-10","1.1","1","200","65","1","0","101161","-10","10160103","1"
"bgm_M64","-30","4","0.8","0","4","0","1016","101451","1","0","190","1","1","200","-110","0.85","0","101161","0","10160104","1"
"bgm_M55","-30","5","0.9","-50","5","0","1016","101452","1","270","485","1.15","1","280","-70","1","-10","101162","-45","10160105","1"
"bgm_M64","-30","1","0.6","0","1","0","1017","101171","1","200","-480","0.8","1","210","-120","0.7","10","101171","-30","10170101","1"
"bgm_M64","-30","2","0.6","0","2","0","1017","101171","1","200","-260","1","1","240","-120","0.7","10","101171","0","10170102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1017","101171","1","200","-10","1.4","1","200","65","1","0","101171","-10","10170103","1"
"bgm_M64","-30","4","0.9","-30","4","0","1017","101171","1","200","190","1.3","1","200","-110","1","0","101171","0","10170104","1"
"bgm_M55","-30","5","1","-50","5","-20","1017","101172","1","200","475","1.45","1","250","-30","1","10","101172","0","10170105","1"
"bgm_M64","-30","1","0.6","0","1","0","1018","101171","1","100","-480","0.8","1","210","-120","0.7","10","101191","-30","10180101","1"
"bgm_M64","-30","2","0.8","0","2","0","1018","101171","1","100","-260","1.2","1","200","-100","1","10","101191","0","10180102","1"
"bgm_M64","-30","3","0.6","0","3","-5","1018","101171","1","100","-10","0.9","1","200","65","0.8","5","101191","-10","10180103","1"
"bgm_M64","-30","4","0.9","0","4","-30","1018","101171","1","100","190","1.2","1","200","-110","1","0","101191","0","10180104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1018","101172","1","100","485","1.3","1","280","-70","1","-10","101192","-45","10180105","1"
"bgm_M64","-30","1","0.6","0","1","0","1019","101161","1","100","-480","0.8","1","210","-120","0.85","10","101201","0","10190101","1"
"bgm_M64","-30","2","0.75","0","2","0","1019","101161","1","100","-260","1.2","1","240","-120","1.1","10","101201","0","10190102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1019","101161","1","100","-10","1.1","1","200","65","1","0","101201","-10","10190103","1"
"bgm_M64","-30","4","0.7","43","4","0","1019","101161","1","100","190","1","1","200","-110","1","0","101201","0","10190104","1"
"bgm_M55","-30","5","1","-50","5","-20","1019","101162","1","100","475","1.45","1","250","-30","1","10","101202","-45","10190105","1"
"bgm_M64","-30","1","0.6","0","1","0","1020","101161","1","100","-480","0.8","1","210","-120","0.85","10","101291","0","10200101","1"
"bgm_M64","-30","2","0.75","0","2","0","1020","101161","1","100","-260","1.2","1","240","-120","1.1","10","101291","0","10200102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1020","101161","1","100","-40","1.1","1","200","65","1","0","101291","-10","10200103","1"
"bgm_M64","-30","4","0.8","-30","4","0","1020","101161","1","100","150","1.5","1","200","-110","1","0","101291","0","10200104","1"
"bgm_M55","-30","5","1.1","15","5","-20","1020","101162","1","100","490","1.45","1","230","-15","1","30","101292","30","10200105","1"
"bgm_M64","-30","1","0.58","0","1","0","1021","101161","1","100","-480","0.8","1","210","-120","0.7","10","101301","-30","10210101","1"
"bgm_M64","-30","2","0.9","0","2","0","1021","101161","1","100","-260","1.2","1","200","-120","1","10","101301","0","10210102","1"
"bgm_M64","-30","3","0.93","-30","3","0","1021","101161","1","200","-50","1.4","1","200","100","1","-10","101301","-10","10210103","1"
"bgm_M64","-30","4","0.9","15","4","0","1021","101161","1","100","180","1.3","1","200","-100","1.3","0","101301","0","10210104","1"
"bgm_M55","-30","5","1","-15","5","-20","1021","101162","1","100","470","1.2","1","270","-55","1.1","10","101302","-30","10210105","1"
"bgm_M64","-30","1","0.575","0","1","0","1022","101161","1","100","-450","0.8","1","210","-130","0.85","10","101441","0","10220101","1"
"bgm_M64","-30","2","0.75","0","2","0","1022","101161","1","100","-250","1.2","1","200","-120","1.1","10","101441","0","10220102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1022","101161","1","100","-10","1.2","1","200","50","1.1","0","101441","-10","10220103","1"
"bgm_M64","-30","4","0.9","15","4","0","1022","101161","1","100","180","1.3","1","200","-100","1.3","0","101441","0","10220104","1"
"bgm_M55","-30","5","0.95","-35","5","-20","1022","101162","1","100","470","1.2","1","230","-70","1.1","10","101442","-30","10220105","1"
"bgm_M64","-30","1","0.58","0","1","0","1023","101451","1","100","-450","0.8","1","210","-130","0.7","10","101451","-30","10230101","1"
"bgm_M64","-30","2","0.9","0","2","0","1023","101451","1","100","-250","1.2","1","200","-120","1","10","101451","0","10230102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1023","101451","1","100","-20","1.4","1","200","50","1","0","101451","-10","10230103","1"
"bgm_M64","-30","4","0.8","0","4","0","1023","101451","1","100","200","1","1","200","-100","0.85","0","101451","0","10230104","1"
"bgm_M55","-30","5","1.25","-35","5","0","1023","101452","1","100","510","1.55","1","290","-70","1.4","0","101452","-50","10230105","1"
"bgm_M64","-30","1","0.58","0","1","0","1024","101451","1","100","-450","0.8","1","210","-130","0.7","10","101561","-30","10240101","1"
"bgm_M64","-30","2","0.75","0","2","0","1024","101451","1","100","-240","1.2","1","240","-120","1.1","0","101561","0","10240102","1"
"bgm_M64","-30","3","0.65","0","3","-5","1024","101451","1","100","-30","1.1","1","200","60","1","5","101561","-10","10240103","1"
"bgm_M64","-30","4","0.7","0","4","0","1024","101451","1","100","180","1.2","1","200","-100","1","0","101561","0","10240104","1"
"bgm_M55","-30","5","1.25","-60","5","0","1024","101452","1","400","460","1.55","1","290","-70","1.35","0","101562","-50","10240105","1"
"bgm_M64","-30","1","0.58","0","1","0","1025","101451","1","100","-480","0.8","1","210","-120","0.7","10","101001","-30","10250101","1"
"bgm_M64","-30","2","0.75","0","2","0","1025","101451","1","100","-260","1.2","1","200","-120","1.1","10","101001","0","10250102","1"
"bgm_M64","-30","3","0.6","0","3","-13","1025","101451","1","100","-40","0.9","1","200","0","0.8","0","101001","-10","10250103","1"
"bgm_M64","-30","4","0.8","-30","4","0","1025","101451","1","100","240","1.5","1","200","-50","1","0","101001","0","10250104","1"
"bgm_M55","-30","5","1.2","0","5","0","1025","101452","1","100","480","1.3","1","250","-40","1","0","101011","0","10250105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1026","101021","1","170","-450","1","1","210","-130","0.9","10","101021","-30","10260101","1"
"bgm_M64","-30","2","0.75","0","2","0","1026","101021","1","120","-250","1.2","1","200","-120","1","10","101021","0","10260102","1"
"bgm_M64","-30","3","1.55","0","3","-15","1026","101021","1","100","-50","2.3","1","200","100","2.2","0","101021","-10","10260103","1"
"bgm_M64","-30","4","0.7","43","4","0","1026","101021","1","150","190","1","1","200","-70","1","0","101021","0","10260104","1"
"bgm_M55","-30","5","1.4","0","5","0","1026","101031","1","200","440","1.8","1","220","0","1.6","0","101031","0","10260105","1"
"bgm_M64","-30","1","0.6","0","1","0","1027","101161","1","250","-470","0.8","1","210","-125","0.7","10","101041","-30","10270101","1"
"bgm_M64","-30","2","0.75","0","2","0","1027","101161","1","120","-210","1.2","1","200","-95","1","10","101041","0","10270102","1"
"bgm_M64","-30","3","0.75","-10","3","-15","1027","101161","1","100","50","1.2","1","200","-120","1","10","101041","-10","10270103","1"
"bgm_M64","-30","4","0.7","20","4","0","1027","101162","1","100","195","1.1","1","200","35","1","0","101041","0","10270104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1027","101161","1","150","450","1.8","1.3","210","-55","1.35","0","101042","0","10270105","1"
"bgm_M64","-30","1","0.6","0","1","0","1028","101161","1","250","-480","0.8","1","210","-120","0.85","10","101161","0","10280101","1"
"bgm_M64","-30","2","0.75","0","2","0","1028","101161","1","0","-260","1.2","1","200","-100","1.1","10","101161","0","10280102","1"
"bgm_M64","-30","3","0.65","0","3","-5","1028","101161","1","100","-10","1.1","1","200","65","1","5","101161","-10","10280103","1"
"bgm_M64","-30","4","0.9","0","4","0","1028","101161","1","100","190","1.35","1","200","-110","1.3","0","101161","0","10280104","1"
"bgm_M55","-30","5","0.9","-50","5","-40","1028","101162","1","270","485","1.15","1.3","280","-70","1","-10","101162","-45","10280105","1"
"bgm_M64","-30","1","0.6","0","1","0","1029","101171","1","200","-480","0.8","1","210","-120","0.7","10","101171","-30","10290101","1"
"bgm_M64","-30","2","0.6","0","2","0","1029","101171","1","200","-260","1","1","240","-120","0.7","10","101171","0","10290102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1029","101171","1","200","-10","1.4","1","200","65","1","0","101171","-10","10290103","1"
"bgm_M64","-30","4","0.9","-30","4","0","1029","101171","1","200","190","1.3","1","200","-110","1","0","101171","0","10290104","1"
"bgm_M55","-30","5","1","-50","5","-20","1029","101172","1","200","475","1.45","1","250","-30","1","10","101172","0","10290105","1"
"bgm_M64","-30","1","0.6","0","1","0","1030","101171","1","100","-480","0.8","1","210","-120","0.7","10","101191","-30","10300101","1"
"bgm_M64","-30","2","0.8","0","2","0","1030","101171","1","100","-260","1.2","1","200","-100","1","10","101191","0","10300102","1"
"bgm_M64","-30","3","0.6","0","3","-5","1030","101171","1","100","-10","0.9","1","200","65","0.8","5","101191","-10","10300103","1"
"bgm_M64","-30","4","0.9","0","4","0","1030","101171","1","100","190","1.2","1","200","-110","1","0","101191","0","10300104","1"
"bgm_M55","-30","5","1.1","-50","5","0","1030","101172","1.2","200","485","1.3","1","280","-70","1","-10","101192","-45","10300105","1"
"bgm_M64","-30","1","0.6","0","1","0","1031","101161","1","100","-480","0.8","1","210","-120","0.85","10","101201","0","10310101","1"
"bgm_M64","-30","2","0.75","0","2","0","1031","101161","1","100","-260","1.2","1","240","-120","1.1","10","101201","0","10310102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1031","101161","1","100","-10","1.1","1","200","65","1","0","101201","-10","10310103","1"
"bgm_M64","-30","4","0.7","43","4","0","1031","101161","1","100","190","1","1","200","-110","1","0","101201","0","10310104","1"
"bgm_M55","-30","5","1","-50","5","-20","1031","101162","1","100","475","1.45","1","250","-30","1","10","101202","-45","10310105","1"
"bgm_M64","-30","1","0.6","0","1","0","1032","101291","1","100","-480","0.8","1","210","-120","0.85","10","101291","0","10320101","1"
"bgm_M64","-30","2","0.75","0","2","0","1032","101291","1","100","-260","1.2","1","240","-120","1.1","10","101291","0","10320102","1"
"bgm_M64","-30","3","0.9","0","3","-15","1032","101291","1","100","-40","1.3","1","200","65","1","0","101291","-10","10320103","1"
"bgm_M64","-30","4","0.8","-30","4","0","1032","101291","1","100","150","1.3","1","200","-110","1","0","101291","0","10320104","1"
"bgm_M55","-30","5","1.1","15","5","-20","1032","101292","1","100","490","1.45","1","230","-15","1","30","101292","30","10320105","1"
"bgm_M64","-30","1","0.58","0","1","0","1033","101301","1","100","-480","0.8","1","210","-120","0.7","10","101301","-30","10330101","1"
"bgm_M64","-30","2","0.9","0","2","0","1033","101301","1","100","-260","1.2","1","200","-120","1","10","101301","0","10330102","1"
"bgm_M64","-30","3","0.93","-30","3","0","1033","101301","1","200","-50","1.4","1","200","100","1","-10","101301","-10","10330103","1"
"bgm_M64","-30","4","0.9","15","4","0","1033","101301","1","100","100","1.3","1","200","-100","1","0","101301","0","10330104","1"
"bgm_M55","-30","5","1","-15","5","-20","1033","101302","1","100","470","1.2","1","270","-55","1.1","10","101302","-30","10330105","1"
"bgm_M64","-30","1","0.575","0","1","0","1034","101161","1","100","-450","0.8","1","210","-130","0.85","10","101441","0","10340101","1"
"bgm_M64","-30","2","0.75","0","2","0","1034","101161","1","200","-250","1","1","200","-120","0.7","10","101441","0","10340102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1034","101161","1","100","-10","1.2","1","200","50","1.1","0","101441","-10","10340103","1"
"bgm_M64","-30","4","0.9","43","4","0","1034","101161","1","150","180","1","1","200","-100","1","0","101441","0","10340104","1"
"bgm_M55","-30","5","0.95","-35","5","-20","1034","101162","1","100","470","1.2","1","230","-70","1.1","10","101442","-30","10340105","1"
"bgm_M64","-30","1","0.58","0","1","0","1035","101451","1","100","-450","0.8","1","210","-130","0.7","10","101451","-30","10350101","1"
"bgm_M64","-30","2","0.9","0","2","0","1035","101451","1","100","-250","1.2","1","200","-120","1","10","101451","0","10350102","1"
"bgm_M64","-30","3","0.9","-30","3","-15","1035","101451","1","100","-20","1.4","1","200","50","1","0","101451","-10","10350103","1"
"bgm_M64","-30","4","0.8","0","4","0","1035","101451","1","100","200","1","1","200","-100","0.85","0","101451","0","10350104","1"
"bgm_M55","-30","5","1.25","-35","5","0","1035","101452","1.2","100","510","1.55","1","290","-70","1.4","0","101452","-50","10350105","1"
"bgm_M64","-30","1","0.58","0","1","0","1036","101451","1","100","-450","0.8","1","210","-130","0.7","10","101561","-30","10360101","1"
"bgm_M64","-30","2","0.75","0","2","0","1036","101451","1","100","-240","1.2","1","240","-120","1.1","0","101561","0","10360102","1"
"bgm_M64","-30","3","0.65","0","3","-5","1036","101451","1","100","-30","1.1","1","200","60","1","5","101561","-10","10360103","1"
"bgm_M64","-30","4","1.1","0","4","0","1036","101451","1","100","180","1.2","1","200","-100","1","0","101561","0","10360104","1"
"bgm_M55","-30","5","1.25","-60","5","0","1036","101452","1.4","400","460","1.55","1","290","-70","1.35","0","101562","-50","10360105","1"
"bgm_M64","-30","1","0.58","0","1","0","1037","101451","1","100","-480","0.8","1","210","-120","0.7","10","101001","-30","10370101","1"
"bgm_M64","-30","2","0.75","0","2","0","1037","101451","1","100","-260","1.2","1","200","-120","1.1","10","101001","0","10370102","1"
"bgm_M64","-30","3","0.6","-50","3","-13","1037","101451","1.4","150","-40","0.9","1","200","0","0.55","0","101001","-60","10370103","1"
"bgm_M64","-30","4","0.8","-30","4","0","1037","101451","1","100","240","1.3","1","200","-50","1","0","101001","0","10370104","1"
"bgm_M55","-30","5","1.2","0","5","0","1037","101452","1.2","100","480","1.3","1","250","-40","1","0","101011","0","10370105","1"
"bgm_M64","-30","1","0.575","-25","1","0","1038","101021","1","170","-450","1","1","210","-110","0.9","10","101021","-30","10380101","1"
"bgm_M64","-30","2","0.75","0","2","0","1038","101021","1","120","-250","1.2","1","200","-120","1","10","101021","0","10380102","1"
"bgm_M64","-30","3","0.8","0","3","-15","1038","101021","1","100","-50","1.2","1","200","100","1.1","0","101021","-10","10380103","1"
