158fa950ac73bd4c65b3d41af6112df32c8aca4674bfd383449b4b70b758f7e5,beb1a5101b2a3cf48879900018f0d047dd4958b16d8d044524500707a3c98c42,b11653b9f2df89b82f505df60f6789f83eb12f004c154a0ba817d0e695bf409d,45dc99b36a7227af585fe049f81f0ea55f54eab4d41a7d6b9511524f628c6c49,9c6280d6716051788ca45878ee537be408d925f493a5a5dae046a3fe1c7cb55c,dfc7f26d18063bd63518d0935d4ca464b74d4d4fb91c10ccb277414aa1541939,fc97ac6545b033206fe0979c2d0d560e69c2251d680d2357b14c036d5ad4d9b0,d4498047f4d9c15df18f76a61976fb014f41a5967ce1b99fc2fe7d612909ead6,0579626edf7938001d8be91869ca78aa054e3de1b79a821fa2f9b9bfc22e9193,63aaf189e2e44464bb40c9b44eeccb736a3673b05d26d7a1ac85afa24cc44327,e7bf5321d59f9df126f9cdda7f37e83c0faa24f328d07f3213a6b36296129dee,d281f7ef82e6a82b74067f8a163a8f1b57b280f0f5758fe0ceb2c3fd82921222,690b8710de4d016a493adc05470d78fb63c8e14da25b013a18ac0eec5ea2a3a2,69018e392196015b6945926a38fee238b84a7f00616c758efe820fdc557e102a,fbc778c3f2034baa86b9926f3c8c8ef04d2ac6ed943ae9517b70c23afac536e2,ebb379c167b8d8b076249bb4ace73a0ed699f85c0cea00c20121193b591ab99c,32667c0a1d418a4a25198c29fe87ef4b788abe2ac5589b6336f957c8b65506ee,5cf6887f872dc068c755c4eda99756098a0ef25e6c150eaf0f94694bc27765b1
"38","91002","7000","0","0","0","0","0","0","0","7000","8","0","50","0","0","0","0"
"39","91002","7100","0","0","0","0","0","0","0","7100","8","0","50","0","0","0","0"
"40","91002","7200","0","0","0","0","0","0","0","7200","8","0","50","0","0","0","0"
"41","91002","7300","0","0","0","0","0","0","0","7300","8","0","50","0","0","0","0"
"42","91002","7400","0","0","0","0","0","0","0","7400","8","0","50","0","0","0","0"
"43","91002","7500","0","0","0","0","0","0","0","7500","8","0","50","0","0","0","0"
"44","91002","7600","0","0","0","0","0","0","0","7600","8","0","50","0","0","0","0"
"45","91002","7700","0","0","0","0","0","0","0","7700","8","0","50","0","0","0","0"
"46","91002","7800","0","0","0","0","0","0","0","7800","8","0","50","0","0","0","0"
"47","91002","7900","0","0","0","0","0","0","0","7900","8","0","50","0","0","0","0"
"48","91002","8000","0","0","0","0","0","0","0","8000","8","0","50","0","0","0","0"
"49","91002","8100","0","0","0","0","0","0","0","8100","8","0","15","0","0","0","0"
"50","91002","8200","0","0","0","0","0","0","0","8200","8","0","15","0","0","0","0"
"51","91002","8300","0","0","0","0","0","0","0","8300","8","0","15","0","0","0","0"
"52","91002","8400","0","0","0","0","0","0","0","8400","8","0","15","0","0","0","0"
"53","91002","8500","0","0","0","0","0","0","0","8500","8","0","15","0","0","0","0"
"54","91002","8600","0","0","0","0","0","0","0","8600","8","0","15","0","0","0","0"
"55","91002","8700","0","0","0","0","0","0","0","8700","8","0","15","0","0","0","0"
"56","91002","8800","0","0","0","0","0","0","0","8800","8","0","15","0","0","0","0"
"57","91002","8900","0","0","0","0","0","0","0","8900","8","0","15","0","0","0","0"
"58","91002","9000","0","0","0","0","0","0","0","9000","8","0","15","0","0","0","0"
"59","91002","9100","0","0","0","0","0","0","0","9100","8","0","15","0","0","0","0"
"60","91002","9200","0","0","0","0","0","0","0","9200","8","0","15","0","0","0","0"
"61","91002","9300","0","0","0","0","0","0","0","9300","8","0","15","0","0","0","0"
"62","91002","9400","0","0","0","0","0","0","0","9400","8","0","15","0","0","0","0"
"63","91002","9500","0","0","0","0","0","0","0","9500","8","0","15","0","0","0","0"
"64","91002","9600","0","0","0","0","0","0","0","9600","8","0","15","0","0","0","0"
"65","91002","9700","0","0","0","0","0","0","0","9700","8","0","15","0","0","0","0"
"66","91002","9800","0","0","0","0","0","0","0","9800","8","0","15","0","0","0","0"
"67","91002","9900","0","0","0","0","0","0","0","9900","8","0","15","0","0","0","0"
"68","91002","10000","0","0","0","0","0","0","0","10000","8","0","15","0","0","0","0"
"69","91002","10100","0","0","0","0","0","0","0","10100","8","0","15","0","0","0","0"
"70","91002","10200","0","0","0","0","0","0","0","10200","8","0","15","0","0","0","0"
"71","91002","10300","0","0","0","0","0","0","0","10300","8","0","15","0","0","0","0"
"72","91002","10400","0","0","0","0","0","0","0","10400","8","0","15","0","0","0","0"
"73","91002","10500","0","0","0","0","0","0","0","10500","8","0","15","0","0","0","0"
"74","91002","10600","0","0","0","0","0","0","0","10600","8","0","15","0","0","0","0"
"75","91002","10700","0","0","0","0","0","0","0","10700","8","0","15","0","0","0","0"
"76","91002","10800","0","0","0","0","0","0","0","10800","8","0","15","0","0","0","0"
"77","91002","10900","0","0","0","0","0","0","0","10900","8","0","15","0","0","0","0"
"78","91002","11000","0","0","0","0","0","0","0","11000","8","0","15","0","0","0","0"
"79","91002","11100","0","0","0","0","0","0","0","11100","8","0","15","0","0","0","0"
"80","91002","11200","0","0","0","0","0","0","0","11200","8","0","15","0","0","0","0"
"81","91002","11300","0","0","0","0","0","0","0","11300","8","0","15","0","0","0","0"
"82","91002","11400","0","0","0","0","0","0","0","11400","8","0","15","0","0","0","0"
"83","91002","11500","0","0","0","0","0","0","0","11500","8","0","15","0","0","0","0"
"84","91002","11600","0","0","0","0","0","0","0","11600","8","0","15","0","0","0","0"
"85","91002","11700","0","0","0","0","0","0","0","11700","8","0","15","0","0","0","0"
"86","91002","11800","0","0","0","0","0","0","0","11800","8","0","15","0","0","0","0"
"87","91002","11900","0","0","0","0","0","0","0","11900","8","0","15","0","0","0","0"
"88","91002","12000","0","0","0","0","0","0","0","12000","8","0","15","0","0","0","0"
"89","91002","12100","0","0","0","0","0","0","0","12100","8","0","15","0","0","0","0"
"90","91002","12200","0","0","0","0","0","0","0","12200","8","0","15","0","0","0","0"
"91","91002","12300","0","0","0","0","0","0","0","12300","8","0","15","0","0","0","0"
"92","91002","12400","0","0","0","0","0","0","0","12400","8","0","15","0","0","0","0"
"93","91002","12500","0","0","0","0","0","0","0","12500","8","0","15","0","0","0","0"
"94","91002","12600","0","0","0","0","0","0","0","12600","8","0","15","0","0","0","0"
"95","91002","12700","0","0","0","0","0","0","0","12700","8","0","15","0","0","0","0"
"96","91002","12800","0","0","0","0","0","0","0","12800","8","0","15","0","0","0","0"
"97","91002","12900","0","0","0","0","0","0","0","12900","8","0","15","0","0","0","0"
"98","91002","13000","0","0","0","0","0","0","0","13000","8","0","15","0","0","0","0"
"99","91002","13100","0","0","0","0","0","0","0","13100","8","0","15","0","0","0","0"
"100","91002","13200","0","0","0","0","0","0","0","13200","8","0","15","0","0","0","0"
"101","91002","13300","0","0","0","0","0","0","0","13300","8","0","15","0","0","0","0"
"102","91002","13400","0","0","0","0","0","0","0","13400","8","0","15","0","0","0","0"
"103","91002","13500","0","0","0","0","0","0","0","13500","8","0","15","0","0","0","0"
"104","91002","13600","0","0","0","0","0","0","0","13600","8","0","15","0","0","0","0"
"105","91002","13700","0","0","0","0","0","0","0","13700","8","0","15","0","0","0","0"
"106","91002","13800","0","0","0","0","0","0","0","13800","8","0","15","0","0","0","0"
"107","91002","13900","0","0","0","0","0","0","0","13900","8","0","15","0","0","0","0"
"108","91002","14000","0","0","0","0","0","0","0","14000","8","0","15","0","0","0","0"
"109","91002","14100","0","0","0","0","0","0","0","14100","8","0","15","0","0","0","0"
"110","91002","14200","0","0","0","0","0","0","0","14200","8","0","15","0","0","0","0"
"111","91002","14300","0","0","0","0","0","0","0","14300","8","0","15","0","0","0","0"
"112","91002","14400","0","0","0","0","0","0","0","14400","8","0","15","0","0","0","0"
"113","91002","14500","0","0","0","0","0","0","0","14500","8","0","15","0","0","0","0"
"114","91002","14600","0","0","0","0","0","0","0","14600","8","0","15","0","0","0","0"
"115","91002","14700","0","0","0","0","0","0","0","14700","8","0","15","0","0","0","0"
"116","91002","14800","0","0","0","0","0","0","0","14800","8","0","15","0","0","0","0"
"117","91002","14900","0","0","0","0","0","0","0","14900","8","0","15","0","0","0","0"
"118","91002","15000","0","0","0","0","0","0","0","15000","8","0","15","0","0","0","0"
