121f9cc45ebd232e12f4795e1ccadb1d9aa599c6ff56e5701e597c744f5a6d70,10564a10de4a7989b516cb12cfb6b736421678d9f601951433078a332b990015,5b577999f211447851c4ec32d2fef3d40d95479deae18824721ce958167a778c,0feb89820bd6e81bbda66bf4879f2c0ccb30bc5308b6b468036498ae08770624,2b7a06a89e13ab5f79e1a0ede483c16f27a9de24c0496f654e30605006350b19,5f4f0483f1b7c8c81773beddbdf24a86131ae73472d600c8ee34fe67d84a5b08,4f52547a8ae838c516c85d634bbc2defd71d29e73b09ca45b85af7efa8197fc3,290394c984b851ba9ecd914e17f425f71f71783ff6b1a681cd6677fb4061a8ec,2f640a671ae0f39d8a8e6d764ee7d29adac9adff13e5e65df5e39f0e3f780e21,a86d5be45baed07d3282c6faa4775608a75196ca2311d9048aa50a61ca2a5311,42f66d6c6c1b8205b8a6e6984a447a5d0e8819c833ff6cc7dc7b6d46bcf000d8,cc23372ab2aad86dc0a127b6e57aeac6f881fefa359b8b4dc6cad905c85e8a64,d35777592cf8ae27452db965f7ceea6418e22afb4f72b9ab640911c7ecbde9a9,7462c32610c6de2c99c9a58dc43dab449e07d63898c64a305c02b4beb9b6215e
"71003020","完成活動任務1-5 (HARD)","10003205","103","2018/11/01 15:59:59","71003020","6005","10003","2018/11/25 15:59:59","9003","601","0","1","0"
"71003021","將討伐證交換的獎賞一覽重置1次","0","104","2018/11/01 15:59:59","71003021","6002","10003","2018/11/25 15:59:59","9006","601","0","1","0"
"71003022","將討伐證交換的獎賞一覽重置2次","0","104","2018/11/01 15:59:59","71003022","6002","10003","2018/11/25 15:59:59","9006","601","0","2","0"
"71003023","將討伐證交換的獎賞一覽重置3次","0","104","2018/11/01 15:59:59","71003023","6002","10003","2018/11/25 15:59:59","9006","601","0","3","0"
"71003024","將討伐證交換的獎賞一覽重置4次","0","104","2018/11/01 15:59:59","71003024","6002","10003","2018/11/25 15:59:59","9006","601","0","4","0"
"71003025","打倒5隻食屍巨狼（NORMAL、HARD共通）","0","105","2018/11/01 15:59:59","71003025","6008","10003","2018/11/25 15:59:59","9011","601","0","5","0"
"71003026","打倒10隻食屍巨狼（NORMAL、HARD共通）","0","105","2018/11/01 15:59:59","71003026","6008","10003","2018/11/25 15:59:59","9011","601","0","10","0"
"71003027","打倒15隻食屍巨狼（NORMAL、HARD共通）","0","105","2018/11/01 15:59:59","71003027","6008","10003","2018/11/25 15:59:59","9011","601","0","15","0"
"71003028","打倒20隻食屍巨狼（NORMAL、HARD共通）","0","105","2018/11/01 15:59:59","71003028","6008","10003","2018/11/25 15:59:59","9011","601","0","20","0"
"71003029","打倒25隻食屍巨狼（NORMAL、HARD共通）","0","105","2018/11/01 15:59:59","71003029","6008","10003","2018/11/25 15:59:59","9011","601","0","25","0"
"71003030","打倒30隻食屍巨狼（NORMAL、HARD共通）","0","105","2018/11/01 15:59:59","71003030","6008","10003","2018/11/25 15:59:59","9011","601","0","30","0"
"71004001","完成活動任務1-1 (NORMAL)","10004101","102","2018/12/01 16:00:00","71004001","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004002","完成活動任務1-2 (NORMAL)","10004102","102","2018/12/01 16:00:00","71004002","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004003","完成活動任務1-3 (NORMAL)","10004103","102","2018/12/01 16:00:00","71004003","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004004","完成活動任務1-4 (NORMAL)","10004104","102","2018/12/01 16:00:00","71004004","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004005","完成活動任務1-5 (NORMAL)","10004105","102","2018/12/01 16:00:00","71004005","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004006","完成活動任務1-6 (NORMAL)","10004106","102","2018/12/01 16:00:00","71004006","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004007","完成活動任務1-7 (NORMAL)","10004107","102","2018/12/01 16:00:00","71004007","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004008","完成活動任務1-8 (NORMAL)","10004108","102","2018/12/01 16:00:00","71004008","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004009","完成活動任務1-9 (NORMAL)","10004109","102","2018/12/01 16:00:00","71004009","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004010","完成活動任務1-10 (NORMAL)","10004110","102","2018/12/01 16:00:00","71004010","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004011","完成活動任務1-11 (NORMAL)","10004111","102","2018/12/01 16:00:00","71004011","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004012","完成活動任務1-12 (NORMAL)","10004112","102","2018/12/01 16:00:00","71004012","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004013","完成活動任務1-13 (NORMAL)","10004113","102","2018/12/01 16:00:00","71004013","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004014","完成活動任務1-14 (NORMAL)","10004114","102","2018/12/01 16:00:00","71004014","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004015","完成活動任務1-15 (NORMAL)","10004115","102","2018/12/01 16:00:00","71004015","6004","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004016","完成活動任務1-1 (HARD)","10004201","103","2018/12/01 16:00:00","71004016","6005","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004017","完成活動任務1-2 (HARD)","10004202","103","2018/12/01 16:00:00","71004017","6005","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004018","完成活動任務1-3 (HARD)","10004203","103","2018/12/01 16:00:00","71004018","6005","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004019","完成活動任務1-4 (HARD)","10004204","103","2018/12/01 16:00:00","71004019","6005","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004020","完成活動任務1-5 (HARD)","10004205","103","2018/12/01 16:00:00","71004020","6005","10004","2018/12/24 15:59:59","9003","601","0","1","0"
"71004021","將討伐證交換的獎賞一覽重置1次","0","104","2018/12/01 16:00:00","71004021","6002","10004","2018/12/24 15:59:59","9006","601","0","1","0"
"71004022","將討伐證交換的獎賞一覽重置2次","0","104","2018/12/01 16:00:00","71004022","6002","10004","2018/12/24 15:59:59","9006","601","0","2","0"
"71004023","將討伐證交換的獎賞一覽重置3次","0","104","2018/12/01 16:00:00","71004023","6002","10004","2018/12/24 15:59:59","9006","601","0","3","0"
"71004024","將討伐證交換的獎賞一覽重置4次","0","104","2018/12/01 16:00:00","71004024","6002","10004","2018/12/24 15:59:59","9006","601","0","4","0"
"71004025","打倒5隻天塔帕斯（全難度共通）","0","105","2018/12/01 16:00:00","71004025","6008","10004","2018/12/24 15:59:59","9011","601","0","5","0"
"71004026","打倒10隻天塔帕斯（全難度共通）","0","105","2018/12/01 16:00:00","71004026","6008","10004","2018/12/24 15:59:59","9011","601","0","10","0"
"71004027","打倒15隻天塔帕斯（全難度共通）","0","105","2018/12/01 16:00:00","71004027","6008","10004","2018/12/24 15:59:59","9011","601","0","15","0"
"71004028","打倒20隻天塔帕斯（全難度共通）","0","105","2018/12/01 16:00:00","71004028","6008","10004","2018/12/24 15:59:59","9011","601","0","20","0"
"71004029","打倒25隻天塔帕斯（全難度共通）","0","105","2018/12/01 16:00:00","71004029","6008","10004","2018/12/24 15:59:59","9011","601","0","25","0"
"71004030","打倒30隻天塔帕斯（全難度共通）","0","105","2018/12/01 16:00:00","71004030","6008","10004","2018/12/24 15:59:59","9011","601","0","30","0"
"71004031","打倒1隻天塔帕斯(VERY HARD限定)","610004301","106","2018/12/01 16:00:00","71004031","6010","10004","2018/12/24 15:59:59","9001","601","0","1","0"
"71005001","完成活動任務1-1 (NORMAL)","10005101","102","2019/01/03 16:00:00","71005001","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005002","完成活動任務1-2 (NORMAL)","10005102","102","2019/01/03 16:00:00","71005002","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005003","完成活動任務1-3 (NORMAL)","10005103","102","2019/01/03 16:00:00","71005003","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005004","完成活動任務1-4 (NORMAL)","10005104","102","2019/01/03 16:00:00","71005004","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005005","完成活動任務1-5 (NORMAL)","10005105","102","2019/01/03 16:00:00","71005005","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005006","完成活動任務1-6 (NORMAL)","10005106","102","2019/01/03 16:00:00","71005006","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005007","完成活動任務1-7 (NORMAL)","10005107","102","2019/01/03 16:00:00","71005007","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005008","完成活動任務1-8 (NORMAL)","10005108","102","2019/01/03 16:00:00","71005008","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005009","完成活動任務1-9 (NORMAL)","10005109","102","2019/01/03 16:00:00","71005009","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005010","完成活動任務1-10 (NORMAL)","10005110","102","2019/01/03 16:00:00","71005010","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005011","完成活動任務1-11 (NORMAL)","10005111","102","2019/01/03 16:00:00","71005011","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005012","完成活動任務1-12 (NORMAL)","10005112","102","2019/01/03 16:00:00","71005012","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005013","完成活動任務1-13 (NORMAL)","10005113","102","2019/01/03 16:00:00","71005013","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005014","完成活動任務1-14 (NORMAL)","10005114","102","2019/01/03 16:00:00","71005014","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005015","完成活動任務1-15 (NORMAL)","10005115","102","2019/01/03 16:00:00","71005015","6004","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005016","完成活動任務1-1 (HARD)","10005201","103","2019/01/03 16:00:00","71005016","6005","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005017","完成活動任務1-2 (HARD)","10005202","103","2019/01/03 16:00:00","71005017","6005","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005018","完成活動任務1-3 (HARD)","10005203","103","2019/01/03 16:00:00","71005018","6005","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005019","完成活動任務1-4 (HARD)","10005204","103","2019/01/03 16:00:00","71005019","6005","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005020","完成活動任務1-5 (HARD)","10005205","103","2019/01/03 16:00:00","71005020","6005","10005","2019/01/25 15:59:59","9003","601","0","1","0"
"71005021","將討伐證交換的獎賞一覽重置1次","0","104","2019/01/03 16:00:00","71005021","6002","10005","2019/01/25 15:59:59","9006","601","0","1","0"
"71005022","將討伐證交換的獎賞一覽重置2次","0","104","2019/01/03 16:00:00","71005022","6002","10005","2019/01/25 15:59:59","9006","601","0","2","0"
"71005023","將討伐證交換的獎賞一覽重置3次","0","104","2019/01/03 16:00:00","71005023","6002","10005","2019/01/25 15:59:59","9006","601","0","3","0"
"71005024","將討伐證交換的獎賞一覽重置4次","0","104","2019/01/03 16:00:00","71005024","6002","10005","2019/01/25 15:59:59","9006","601","0","4","0"
"71005025","打倒5隻島鯨（全難度共通）","0","105","2019/01/03 16:00:00","71005025","6008","10005","2019/01/25 15:59:59","9011","601","0","5","0"
"71005026","打倒10隻島鯨（全難度共通）","0","105","2019/01/03 16:00:00","71005026","6008","10005","2019/01/25 15:59:59","9011","601","0","10","0"
"71005027","打倒15隻島鯨（全難度共通）","0","105","2019/01/03 16:00:00","71005027","6008","10005","2019/01/25 15:59:59","9011","601","0","15","0"
"71005028","打倒20隻島鯨（全難度共通）","0","105","2019/01/03 16:00:00","71005028","6008","10005","2019/01/25 15:59:59","9011","601","0","20","0"
"71005029","打倒25隻島鯨（全難度共通）","0","105","2019/01/03 16:00:00","71005029","6008","10005","2019/01/25 15:59:59","9011","601","0","25","0"
"71005030","打倒30隻島鯨（全難度共通）","0","105","2019/01/03 16:00:00","71005030","6008","10005","2019/01/25 15:59:59","9011","601","0","30","0"
"71005031","打倒1隻島鯨(VERY HARD限定)","610005301","106","2019/01/03 16:00:00","71005031","6010","10005","2019/01/25 15:59:59","9001","601","0","1","0"
"71006001","完成活動任務1-1 (NORMAL)","10006101","102","2019/02/01 12:00:00","71006001","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
"71006002","完成活動任務1-2 (NORMAL)","10006102","102","2019/02/01 12:00:00","71006002","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
"71006003","完成活動任務1-3 (NORMAL)","10006103","102","2019/02/01 12:00:00","71006003","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
"71006004","完成活動任務1-4 (NORMAL)","10006104","102","2019/02/01 12:00:00","71006004","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
"71006005","完成活動任務1-5 (NORMAL)","10006105","102","2019/02/01 12:00:00","71006005","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
"71006006","完成活動任務1-6 (NORMAL)","10006106","102","2019/02/01 12:00:00","71006006","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
"71006007","完成活動任務1-7 (NORMAL)","10006107","102","2019/02/01 12:00:00","71006007","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
"71006008","完成活動任務1-8 (NORMAL)","10006108","102","2019/02/01 12:00:00","71006008","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
"71006009","完成活動任務1-9 (NORMAL)","10006109","102","2019/02/01 12:00:00","71006009","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
"71006010","完成活動任務1-10 (NORMAL)","10006110","102","2019/02/01 12:00:00","71006010","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
"71006011","完成活動任務1-11 (NORMAL)","10006111","102","2019/02/01 12:00:00","71006011","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
"71006012","完成活動任務1-12 (NORMAL)","10006112","102","2019/02/01 12:00:00","71006012","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
"71006013","完成活動任務1-13 (NORMAL)","10006113","102","2019/02/01 12:00:00","71006013","6004","10006","2019/02/22 15:59:59","9003","601","0","1","0"
