a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812
"","1","31","","0.2","","1007401","3","mhp_yui_hot","","1007401044"
"","","123","","","","1007401","32","1","","1007401045"
"","","se_10031400","","","","1007401","23","se_10031400_love","","1007401046"
"","","1007401041","","","","1007401","91","","","1007401047"
"","","3","","","","1007401","93","0","","1007401048"
"","1","117531","","0.2","","1007401","3","mhp_sit_talk_worry","","1007401049"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4005","0","1007401050"
"0","6","117531","0","0","0.5","1007401","11","怎麼了？妳的臉很紅喔？","1","1007401051"
"","","0","","","","1007401","91","","","1007401052"
"","","123","","","","1007401","32","0","","1007401053"
"","1","117531","","0.2","","1007401","3","mhp_sit_idle","","1007401054"
"","1","100211","","0.2","","1007401","3","mhp_yui_sit_talk_worry","","1007401055"
"","1","31","","0.2","","1007401","3","NoItem","","1007401056"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4006","0","1007401057"
"0","3","100211","0","0","0.5","1007401","11","關、關於這個，\n我最近經常臉頰突然發燙……\n這是什麼疾病嗎？","1","1007401058"
"","","0","","","","1007401","91","","","1007401059"
"","1","100211","0","0.2","","1007401","3","mhp_yui_sit_idle_sad","","1007401060"
"","1","117531","0","0.2","","1007401","3","mhp_sit_talk_thinking","","1007401061"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4007","0","1007401062"
"0","4","117531","0","0","0.5","1007401","11","我沒有辦法馬上斷定，\n但那說不定是很嚴重的疾病，\n而且還是不治之症呢。","1","1007401063"
"","","0","","","","1007401","91","","","1007401064"
"","1","117531","","0.2","","1007401","3","mhp_sit_idle_thinking","","1007401065"
"","1","100211","","0.2","","1007401","3","mhp_yui_sit_talk_sad","","1007401066"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4008","0","1007401067"
"0","8","100211","0","0","0.5","1007401","11","怎麼會……","1","1007401068"
"","","0","","","","1007401","91","","","1007401069"
"","1","100211","","0.2","","1007401","3","mhp_yui_sit_idle_sad","","1007401070"
"","1","117531","","0.2","","1007401","3","mhp_sit_talk_normal","","1007401071"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4009","0","1007401072"
"0","4","117531","0","0","0.5","1007401","11","一般來說是不會危及性命，\n但要是拖得太久，可就麻煩了，\n所以今天就先──","1","1007401073"
"","","0","","","","1007401","91","","","1007401074"
"","","0","","","","1007401","22","0","","1007401075"
"","0","拿條冷毛巾敷在額頭上。","","","","1007401","103","1007401079","","1007401076"
"","0","放空腦袋好好休息。","","","","1007401","103","1007401125","","1007401077"
"","0","我開個特製的中藥給妳。","","","","1007401","103","1007401142","","1007401078"
"0","0","117531","1","0.2","","1007401","3","mhp_sit_out","mhp_idle_normal","1007401079"
"","","0.6","","","","1007401","93","0","","1007401080"
"0","0","100211","1","0.2","","1007401","3","mhp_sit_out","mhp_idle_normal","1007401081"
"","","0.2","","","","1007401","93","0","","1007401082"
"","1","100211","0","0.2","","1007401","3","mhp_walk","","1007401083"
"","-220","100211","0","","","1007401","2","35","1.5","1007401084"
"","-220","31","0","","","1007401","2","35","1.5","1007401085"
"","-220","11","0","","","1007401","2","35","1.5","1007401086"
"","-220","12","0","","","1007401","2","35","1.5","1007401087"
"","","0.3","","","","1007401","93","0","","1007401088"
"0","0","117531","1","0.2","","1007401","3","mhp_handover_in","mhp_handover_loop","1007401089"
"0","1","21","1","0","","1007401","6","1","1","1007401090"
"0","1","22","1","0","","1007401","6","1","1","1007401091"
"0","0","21","1","0.2","","1007401","3","mhp_handover_in","mhp_handover_loop","1007401092"
"0","0","22","1","0.2","","1007401","3","mhp_item_EX0015_handover_in","mhp_item_EX0015_handover_loop","1007401093"
"","","1.2","","","","1007401","93","0","","1007401094"
"0","0","100211","1","0.2","","1007401","3","mhp_handover_receive_in","mhp_handover_receive_loop","1007401095"
"0","1","11","1","0","","1007401","6","1","1","1007401096"
"0","1","12","1","0","","1007401","6","1","1","1007401097"
"0","0","11","1","0.2","","1007401","3","mhp_receive_yui_in","mhp_receive_yui_loop","1007401098"
"0","0","12","1","0.2","","1007401","3","mhp_item_EX0015_receive_in","mhp_item_EX0015_receive_loop","1007401099"
"","","0.6","","","","1007401","93","0","","1007401100"
"0","1","22","1","0.4","","1007401","6","1","1","1007401101"
"","","0.4","","","","1007401","93","0","","1007401102"
"0","0","117531","1","0.2","","1007401","3","mhp_handover_out","mhp_idle_normal","1007401103"
"0","0","21","1","0.2","","1007401","3","mhp_handover_out","NoItem_idle","1007401104"
"0","0","22","1","0.2","","1007401","3","mhp_item_EX0015_handover_out","NoItem_idle","1007401105"
"","","0.4","","","","1007401","93","0","","1007401106"
"0","0","100211","1","0.2","","1007401","3","mhp_handover_receive_out","mhp_idle_normal","1007401107"
"0","0","11","1","0.2","","1007401","3","mhp_receive_yui_out","NoItem_idle","1007401108"
"0","0","12","1","0.2","","1007401","3","mhp_item_EX0015_receive_out","NoItem_idle","1007401109"
"","","2","","","","1007401","93","0","","1007401110"
"","1","100211","","0.2","","1007401","3","mhp_talk_worry","","1007401111"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4010","0","1007401112"
"0","6","100211","0","0","0.5","1007401","11","這、這樣就能治好了嗎？","1","1007401113"
"","","0","","","","1007401","91","","","1007401114"
"","1","100211","","0.2","","1007401","3","mhp_idle_worry","","1007401115"
"","1","117531","","0.2","","1007401","3","mhp_talk_normal","","1007401116"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4011","0","1007401117"
"0","5","117531","0","0","0.5","1007401","11","不，這單純是症狀治療喔。\n但現在這樣就夠了，\n如果有什麼問題，妳就再來吧。","1","1007401118"
"","","0","","","","1007401","91","","","1007401119"
"","","0","","","","1007401","22","0","","1007401120"
"0.2","0","117531","1","0.2","","1007401","3","mhp_sit_in","mhp_sit_idle","1007401121"
"","0","100211","","0.2","","1007401","3","mhp_yui_pekori","","1007401122"
"","","0","","","","1007401","91","","","1007401123"
"","","1007401186","","","","1007401","101","","","1007401124"
"","1","117531","","0.2","","1007401","3","mhp_sit_idle","","1007401125"
"","1","100211","","0.2","","1007401","3","mhp_sit_talk_worry","","1007401126"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4012","0","1007401127"
"0","11","100211","0","0","0.5","1007401","11","那個，不需要吃藥之類的嗎……","1","1007401128"
"","","0","","","","1007401","91","","","1007401129"
"","1","100211","","0.2","","1007401","3","mhp_sit_idle_sad","","1007401130"
"","1","117531","","0.2","","1007401","3","mhp_sit_talk_thinking","","1007401131"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4013","0","1007401132"
"0","5","117531","0","0","0.5","1007401","11","不需要喔。想太多對身體不好，\n所以在生活中保持平靜的心靈，\n就是最好的方法。","1","1007401133"
"","","0","","","","1007401","91","","","1007401134"
"","","0","","","","1007401","22","0","","1007401135"
"","1","117531","","0.2","","1007401","3","mhp_sit_idle","","1007401136"
"","0","100211","","0.2","","1007401","3","mhp_yui_sit_pekori","","1007401137"
"","","0","","","","1007401","91","","","1007401138"
"","0","100211","","0.2","","1007401","3","mhp_sit_out","","1007401139"
"","","0","","","","1007401","91","","","1007401140"
"","","1007401186","","","","1007401","101","","","1007401141"
"0","0","117531","1","0.2","","1007401","3","mhp_sit_out","mhp_idle_normal","1007401142"
"","","0.6","","","","1007401","93","0","","1007401143"
"0","0","100211","1","0.2","","1007401","3","mhp_sit_out","mhp_idle_normal","1007401144"
"","","0.2","","","","1007401","93","0","","1007401145"
"","1","100211","0","0.2","","1007401","3","mhp_walk","","1007401146"
"","-220","100211","0","","","1007401","2","35","1.5","1007401147"
"","-220","31","0","","","1007401","2","35","1.5","1007401148"
"","-220","11","0","","","1007401","2","35","1.5","1007401149"
"","-220","12","0","","","1007401","2","35","1.5","1007401150"
"","","0.3","","","","1007401","93","0","","1007401151"
"0","0","117531","1","0.2","","1007401","3","mhp_handover_in","mhp_handover_loop","1007401152"
"0","1","21","1","0","","1007401","6","1","1","1007401153"
"0","1","22","1","0","","1007401","6","1","1","1007401154"
"0","0","21","1","0.2","","1007401","3","mhp_handover_in","mhp_handover_loop","1007401155"
"0","0","22","1","0.2","","1007401","3","mhp_item_EX0007_handover_in","mhp_item_EX0007_handover_loop","1007401156"
"","","1.2","","","","1007401","93","0","","1007401157"
"0","0","100211","1","0.2","","1007401","3","mhp_handover_receive_in","mhp_handover_receive_loop","1007401158"
"0","1","11","1","0","","1007401","6","1","1","1007401159"
"0","1","12","1","0","","1007401","6","1","1","1007401160"
"0","0","11","1","0.2","","1007401","3","mhp_receive_yui_in","mhp_receive_yui_loop","1007401161"
"0","0","12","1","0.2","","1007401","3","mhp_item_EX0007_receive_in","mhp_item_EX0007_receive_loop","1007401162"
"","","0.6","","","","1007401","93","0","","1007401163"
"0","1","22","1","0.4","","1007401","6","1","1","1007401164"
"","","0.4","","","","1007401","93","0","","1007401165"
"0","0","117531","1","0.2","","1007401","3","mhp_handover_out","mhp_idle_normal","1007401166"
"0","0","21","1","0.2","","1007401","3","mhp_handover_out","NoItem_idle","1007401167"
"0","0","22","1","0.2","","1007401","3","mhp_item_EX0007_handover_out","NoItem_idle","1007401168"
"","","0.4","","","","1007401","93","0","","1007401169"
"0","0","100211","1","0.2","","1007401","3","mhp_handover_receive_out","mhp_idle_normal","1007401170"
"0","0","11","1","0.2","","1007401","3","mhp_receive_yui_out","NoItem_idle","1007401171"
"0","0","12","1","0.2","","1007401","3","mhp_item_EX0007_receive_out","NoItem_idle","1007401172"
"","","2","","","","1007401","93","0","","1007401173"
"","1","100211","","0.2","","1007401","3","mhp_talk_wish","","1007401174"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4014","0","1007401175"
"0","4","100211","0","0","0.5","1007401","11","中藥……總覺得好像會很有效……\n謝謝妳，深月小姐。","1","1007401176"
"","","0","","","","1007401","91","","","1007401177"
"","1","100211","","0.2","","1007401","3","mhp_idle_wish","","1007401178"
"","1","117531","","0.2","","1007401","3","mhp_talk_thinking","","1007401179"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4015","0","1007401180"
"0","6","117531","0","0","0.5","1007401","11","（但因為那是滋補身體的中藥，\n所以完全無關就是了。）","1","1007401181"
"","","0","","","","1007401","91","","","1007401182"
"","","0","","","","1007401","22","0","","1007401183"
"0.2","0","117531","1","0.2","","1007401","3","mhp_sit_in","mhp_sit_idle","1007401184"
"","0","100211","","0.2","","1007401","3","mhp_yui_pekori","","1007401185"
"","","0","","","","1007401","91","","","1007401186"
"","1","100211","","0.2","","1007401","3","mhp_walk","","1007401187"
"","","100211","","","","1007401","4","1","","1007401188"
"","-220","100211","0","","","1007401","2","-1000","5","1007401189"
"","","4","","","","1007401","93","0","","1007401190"
"","1","117631","","0.2","","1007401","3","mhp_sit_talk_worry","","1007401191"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4016","0","1007401192"
"0","4","117631","0","0","0.5","1007401","11","醫生，那個人真的有生病嗎？","1","1007401193"
"","","0","","","","1007401","91","","","1007401194"
"","1","117631","","0.2","","1007401","3","mhp_sit_idle","","1007401195"
"","1","117531","","0.2","","1007401","3","mhp_sit_talk_thinking","","1007401196"
"","0","vo_mhp_1007401","","","","1007401","21","vo_mhp_4017","0","1007401197"
"0","3","117531","0","","0.5","1007401","11","是啊，而且病得很重喔。\n得好好為她看病才行呢。\n呵呵，年輕真好呢。","1","1007401198"
"","","0","","","","1007401","91","","","1007401199"
"","","0","","","","1007401","22","0.5","","1007401200"
"","","0","","","","1007401","91","","","1007401201"
"0","100","1","-240","1.7","mhp_idle_normal","1007402","1","100211","-1000","1007402001"
"1","100","1","-220","1.7","mhp_sit_idle","1007402","1","117531","185","1007402002"
"1","100","1","-200","1.7","mhp_sit_idle","1007402","1","117631","365","1007402003"
"","-240","1","0.85","1","","1007402","31","1","-154","1007402004"
"0","110","1","-220","1.7","NoItem","1007402","5","11","-200","1007402005"
"0","105","1","-220","1.7","NoItem","1007402","5","12","-200","1007402006"
"1","110","1","-220","1.7","NoItem","1007402","5","21","185","1007402007"
"1","105","1","-220","1.7","NoItem","1007402","5","22","185","1007402008"
"0","1","11","0","0","","1007402","6","1","1","1007402009"
"0","1","12","0","0","","1007402","6","1","1","1007402010"
"0","1","21","0","0","","1007402","6","1","1","1007402011"
"0","1","22","0","0","","1007402","6","1","1","1007402012"
"0","110","1","-220","1.7","NoItem","1007402","5","31","-1000","1007402013"
"","","0","","","","1007402","91","","","1007402014"
"","1","117531","","0.2","","1007402","3","mhp_sit_talk_normal","","1007402015"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4101","0","1007402016"
"0","5","117531","0","0","0.5","1007402","11","優衣，請進～","0","1007402017"
"","","0","","","","1007402","91","","","1007402018"
"","1","117531","","0.2","","1007402","3","mhp_sit_idle","","1007402019"
"","1","100211","","0.2","","1007402","3","mhp_yui_walk_sad2","","1007402020"
"","-220","100211","0","","","1007402","2","-200","4","1007402021"
"","","0","","","","1007402","91","","","1007402022"
"0.2","0","100211","1","0.2","","1007402","3","mhp_yui_sit_in_sad","mhp_yui_sit_idle_sad","1007402023"
"","","1","","","","1007402","93","0","","1007402024"
"","1","117531","","0.2","","1007402","3","mhp_sit_talk_normal","","1007402025"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4102","0","1007402026"
"0","5","117531","0","0","0.5","1007402","11","謝謝妳過來。\n妳今天是要問胸口不舒服的問題嗎？","1","1007402027"
"","","0","","","","1007402","91","","","1007402028"
"","1","117531","","0.2","","1007402","3","mhp_sit_idle","","1007402029"
"","1","100211","","0.2","","1007402","3","mhp_yui_sit_talk_surprise","","1007402030"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4103","0","1007402031"
"0","5","100211","0","0","0.5","1007402","11","我、我什麼都還沒說耶！？\n真不愧是深月小姐……","1","1007402032"
"","","0","","","","1007402","91","","","1007402033"
"","1","100211","","0.2","","1007402","3","mhp_yui_sit_talk_sad","","1007402034"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4104","0","1007402035"
"0","3","100211","0","0","0.5","1007402","11","是的，我的胸口難過得受不了……\n這、這果然是重病嗎？","1","1007402036"
"","","0","","","","1007402","91","","","1007402037"
"","1","100211","","0.2","","1007402","3","mhp_yui_sit_idle_sad","","1007402038"
"","1","117531","","0.2","","1007402","3","mhp_sit_talk_sad2","","1007402039"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4105","0","1007402040"
"0","4","117531","0","0","0.5","1007402","11","我之前也說過了，\n這不會直接危及性命，\n但有時可能會痛苦到比死還要難受呢。","1","1007402041"
"","","0","","","","1007402","91","","","1007402042"
"","1","117531","","0.2","","1007402","3","mhp_sit_idle","","1007402043"
"","1","100211","","0.2","","1007402","3","mhp_yui_sit_talk_wish","","1007402044"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4106","0","1007402045"
"0","5","100211","0","0","0.5","1007402","11","怎麼會……\n我、我該怎麼辦……","1","1007402046"
"","","0","","","","1007402","91","","","1007402047"
"","1","100211","","0.2","","1007402","3","mhp_yui_sit_idle_sad","","1007402048"
"","1","117531","","0.2","","1007402","3","mhp_sit_talk_wish","","1007402049"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4107","0","1007402050"
"0","6","117531","0","0","0.5","1007402","11","沒事的，醫生就是為此存在的啊。\n好了，胸口不舒服就要──","1","1007402051"
"","","0","","","","1007402","91","","","1007402052"
"","","0","","","","1007402","22","0","","1007402053"
"","0","我開心悸的藥給妳吧。","","","","1007402","103","1007402057","","1007402054"
"","0","這是大江戶特產的甜點。","","","","1007402","103","1007402102","","1007402055"
"","0","去數羊吧。","","","","1007402","103","1007402147","","1007402056"
"0","0","117531","1","0.2","","1007402","3","mhp_sit_out","mhp_idle_normal","1007402057"
"","","0.6","","","","1007402","93","0","","1007402058"
"0","0","100211","1","0.2","","1007402","3","mhp_sit_out","mhp_idle_normal","1007402059"
"","","0.2","","","","1007402","93","0","","1007402060"
"","1","100211","0","0.2","","1007402","3","mhp_walk","","1007402061"
"","-220","100211","0","","","1007402","2","35","1.5","1007402062"
"","-220","31","0","","","1007402","2","35","1.5","1007402063"
"","-220","11","0","","","1007402","2","35","1.5","1007402064"
"","-220","12","0","","","1007402","2","35","1.5","1007402065"
"","","0.3","","","","1007402","93","0","","1007402066"
"0","0","117531","1","0.2","","1007402","3","mhp_handover_in","mhp_handover_loop","1007402067"
"0","1","21","1","0","","1007402","6","1","1","1007402068"
"0","1","22","1","0","","1007402","6","1","1","1007402069"
"0","0","21","1","0.2","","1007402","3","mhp_handover_in","mhp_handover_loop","1007402070"
"0","0","22","1","0.2","","1007402","3","mhp_item_EX0009_handover_in","mhp_item_EX0009_handover_loop","1007402071"
"","","1.2","","","","1007402","93","0","","1007402072"
"0","0","100211","1","0.2","","1007402","3","mhp_handover_receive_in","mhp_handover_receive_loop","1007402073"
"0","1","11","1","0","","1007402","6","1","1","1007402074"
"0","1","12","1","0","","1007402","6","1","1","1007402075"
"0","0","11","1","0.2","","1007402","3","mhp_receive_yui_in","mhp_receive_yui_loop","1007402076"
"0","0","12","1","0.2","","1007402","3","mhp_item_EX0009_receive_in","mhp_item_EX0009_receive_loop","1007402077"
"","","0.6","","","","1007402","93","0","","1007402078"
"0","1","22","1","0.4","","1007402","6","1","1","1007402079"
"","","0.4","","","","1007402","93","0","","1007402080"
"0","0","117531","1","0.2","","1007402","3","mhp_handover_out","mhp_idle_normal","1007402081"
"0","0","21","1","0.2","","1007402","3","mhp_handover_out","NoItem_idle","1007402082"
"0","0","22","1","0.2","","1007402","3","mhp_item_EX0009_handover_out","NoItem_idle","1007402083"
"","","0.4","","","","1007402","93","0","","1007402084"
"0","0","100211","1","0.2","","1007402","3","mhp_handover_receive_out","mhp_idle_normal","1007402085"
"0","0","11","1","0.2","","1007402","3","mhp_receive_yui_out","NoItem_idle","1007402086"
"0","0","12","1","0.2","","1007402","3","mhp_item_EX0009_receive_out","NoItem_idle","1007402087"
"","","2","","","","1007402","93","0","","1007402088"
"","1","100211","","0.2","","1007402","3","mhp_talk_sad","","1007402089"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4108","0","1007402090"
"0","5","100211","0","0","0.5","1007402","11","領到藥後，我總覺得放心多了，\n希望這樣就能治好……","1","1007402091"
"","","0","","","","1007402","91","","","1007402092"
"","1","100211","","0.2","","1007402","3","mhp_idle_sad","","1007402093"
"","1","117531","","0.2","","1007402","3","mhp_idle_thinking","","1007402094"
"","0","vo_mhp_1007402","","","","1007402","21","vo_mhp_4109","0","1007402095"
"0","6","117531","0","0","0.5","1007402","11","（但那其實只是彈珠汽水糖就是了。\n如果不是真的生病，這麼做是最好的。）","1","1007402096"
"","","0","","","","1007402","91","","","1007402097"
"","","0","","","","1007402","22","0","","1007402098"
"0.2","0","117531","1","0.2","","1007402","3","mhp_sit_in","mhp_sit_idle","1007402099"
"","","1","","","","1007402","93","0","","1007402100"
"","","1007402160","","","","1007402","101","","","1007402101"
"0","0","117531","1","0.2","","1007402","3","mhp_sit_out","mhp_idle_normal","1007402102"
"","","0.6","","","","1007402","93","0","","1007402103"
"0","0","100211","1","0.2","","1007402","3","mhp_sit_out","mhp_idle_normal","1007402104"
"","","0.2","","","","1007402","93","0","","1007402105"
"","1","100211","0","0.2","","1007402","3","mhp_walk","","1007402106"
"","-220","100211","0","","","1007402","2","35","1.5","1007402107"
"","-220","31","0","","","1007402","2","35","1.5","1007402108"
"","-220","11","0","","","1007402","2","35","1.5","1007402109"
"","-220","12","0","","","1007402","2","35","1.5","1007402110"
"","","0.3","","","","1007402","93","0","","1007402111"
"0","0","117531","1","0.2","","1007402","3","mhp_handover_in","mhp_handover_loop","1007402112"
"0","1","21","1","0","","1007402","6","1","1","1007402113"
"0","1","22","1","0","","1007402","6","1","1","1007402114"
"0","0","21","1","0.2","","1007402","3","mhp_handover_in","mhp_handover_loop","1007402115"
"0","0","22","1","0.2","","1007402","3","mhp_item_EX0010_handover_in","mhp_item_EX0010_handover_loop","1007402116"
"","","1.2","","","","1007402","93","0","","1007402117"
"0","0","100211","1","0.2","","1007402","3","mhp_handover_receive_in","mhp_handover_receive_loop","1007402118"
"0","1","11","1","0","","1007402","6","1","1","1007402119"
"0","1","12","1","0","","1007402","6","1","1","1007402120"
"0","0","11","1","0.2","","1007402","3","mhp_receive_yui_in","mhp_receive_yui_loop","1007402121"
"0","0","12","1","0.2","","1007402","3","mhp_item_EX0010_receive_in","mhp_item_EX0010_receive_loop","1007402122"
"","","0.6","","","","1007402","93","0","","1007402123"
"0","1","22","1","0.4","","1007402","6","1","1","1007402124"
"","","0.4","","","","1007402","93","0","","1007402125"
"0","0","117531","1","0.2","","1007402","3","mhp_handover_out","mhp_idle_normal","1007402126"
"0","0","21","1","0.2","","1007402","3","mhp_handover_out","NoItem_idle","1007402127"
"0","0","22","1","0.2","","1007402","3","mhp_item_EX0010_handover_out","NoItem_idle","1007402128"
"","","0.4","","","","1007402","93","0","","1007402129"
"0","0","100211","1","0.2","","1007402","3","mhp_handover_receive_out","mhp_idle_normal","1007402130"
"0","0","11","1","0.2","","1007402","3","mhp_receive_yui_out","NoItem_idle","1007402131"
"0","0","12","1","0.2","","1007402","3","mhp_item_EX0010_receive_out","NoItem_idle","1007402132"
"","","2","","","","1007402","93","0","","1007402133"
