cfddcbdac60f4697b8bbf5f71292b817a7d4e383d1069131c9bd872f0e54e7cf,47227b2693044c4af5e3a636c2e8b3db154f0c7b2b724ea46cdda715928c34aa,1dc9ab87234d8ddf3c4a775bf434e194ced29bdf841237e6cf718db56e40ee85,3cb28d92b94c97940d67b2da7d338691c888f597aa7146a6193bfbf6fe3bf9eb,972c9a8db3cc8ccb66a071f036b8b8557a320c45f074513d3531c2995713d113,143fca883c451a8cc297d5f34388a01df5cc77cbfa467286b760632016668ee3,164f15ad0cdb5ee6d95bc6083f302b772d8e7679a35f4cdd4f048b12bc136065,58d156d5659d52c62a5d36444f6a4cbf4f368095753e75c6eccf0b3ed94a31c3,a8cd7cb54f5b676939eaa7159e0c473e9290fe55515c7b0cc547d3f379506280,ae80820902fc37212d9d6f0e1ad625a67cd13f1251145dfcab344d1e2b498bd2,66fcf182f635d04a7888125f29c40d8ef31ec5f6eb5fd4523ed6213688d081fc,fab60457a6f4a058be11c86772239a4babf5b5b7f1d297fb9bd6b79f55c426ed,402670853bd6bce49d4be7d07f1b6b8aac49667ffbe8ac5fa4e479da09b175c5
"20021","1,14","0","2022/03/25 16:00:00","0","10031","0","-4","2020/05/05 16:00:00","2030/04/19 15:00:00","1311","0","0"
"20022","1,15","0","2022/04/25 16:00:00","0","10033","0","-7","2020/06/03 16:00:00","2030/04/19 15:00:00","6055","0","0"
"20023","1","0","2022/05/25 16:00:00","0","10038","0","-5","2020/07/02 16:00:00","2030/04/19 15:00:00","2022","0","0"
"20024","1","0","2022/06/24 16:00:00","0","10040","0","-10","2020/08/03 16:00:00","2030/04/19 15:00:00","6011","0","0"
"20025","1,16","0","2022/07/26 16:00:00","0","10042","0","-5","2020/09/04 16:00:00","2030/04/19 15:00:00","5221","0","0"
"20026","1,17","0","2022/08/26 16:00:00","0","10044","0","10","2020/11/02 16:00:00","2030/04/19 15:00:00","3040","0","0"
"20027","1,18","0","2022/09/23 16:00:00","0","10046","0","10","2020/12/04 16:00:00","2030/04/19 15:00:00","6120","0","0"
"20028","1","0","2022/10/26 16:00:00","0","10048","0","-5","2020/12/31 16:00:00","2030/04/19 15:00:00","5033","0","0"
"20029","1,19","0","2022/11/25 16:00:00","0","10050","0","0","2021/02/01 16:00:00","2030/04/19 15:00:00","5151","0","0"
"20030","1","0","2022/12/25 16:00:00","0","10052","0","-8","2021/03/02 16:00:00","2030/04/19 15:00:00","6056","0","0"
"20031","1,20","0","2023/01/24 16:00:00","0","10054","0","0","2021/04/01 16:00:00","2030/04/19 15:00:00","3351","0","0"
"20032","1,21","0","2023/02/23 16:00:00","0","10056","0","0","2021/05/04 16:00:00","2030/04/19 15:00:00","2191","0","0"
"20033","1,22","0","2023/03/24 16:00:00","0","10058","0","0","2021/06/02 16:00:00","2030/04/19 15:00:00","1122","0","0"
"20034","1,22","20033","2023/03/24 16:00:00","0","10059","0","0","2021/06/12 16:00:00","2030/04/19 15:00:00","1123","0","0"
"20035","1,23","0","2023/04/25 16:00:00","0","10061","0","12","2021/07/05 16:00:00","2030/04/19 15:00:00","2194","0","0"
"20036","1","0","2023/05/26 16:00:00","0","10064","0","0","2021/08/02 16:00:00","2030/04/19 15:00:00","5010","0","0"
"20037","1","0","2023/06/26 16:00:00","0","10066","0","0","2021/09/01 16:00:00","2030/04/19 15:00:00","144","0","0"
"20038","1,24","0","2023/07/26 16:00:00","0","10068","0","0","2021/10/01 16:00:00","2030/04/19 15:00:00","121","0","0"
"20039","1","0","2023/08/25 16:00:00","0","10070","0","0","2021/11/01 16:00:00","2030/04/19 15:00:00","394","0","0"
"20040","1,25","0","2023/09/25 16:00:00","0","10072","0","0","2021/12/02 16:00:00","2030/04/19 15:00:00","1082","0","0"
"20041","1","0","2023/10/25 16:00:00","0","10074","0","0","2022/01/03 16:00:00","2030/04/19 15:00:00","181","0","0"
"20042","1,26","0","2023/11/24 16:00:00","0","10076","0","0","2022/02/01 16:00:00","2030/04/19 15:00:00","5084","0","0"
"20043","1","0","2023/12/26 16:00:00","0","10078","0","0","2022/03/01 16:00:00","2030/04/19 15:00:00","6054","0","0"
"20044","1,27","0","2024/01/26 16:00:00","0","10080","0","0","2022/04/01 16:00:00","2030/04/19 15:00:00","6381","0","0"
"20045","1,28","0","2024/02/23 16:00:00","0","10082","0","0","2022/05/02 16:00:00","2030/04/19 15:00:00","2193","0","0"
"20046","1","0","2024/03/26 16:00:00","0","10084","0","0","2022/06/01 16:00:00","2030/04/19 15:00:00","8163","0","0"
"20047","1,29","20046","2024/03/26 16:00:00","0","10085","0","0","2022/06/08 16:00:00","2030/04/19 15:00:00","8164","0","0"
"20048","1","0","2024/04/25 16:00:00","0","10088","0","0","2022/07/01 16:00:00","2030/04/19 15:00:00","2201","0","0"
"20049","1","0","2024/05/26 16:00:00","0","10090","0","0","2022/08/01 16:00:00","2030/04/19 15:00:00","430","0","0"
"20050","1","0","2024/07/26 16:00:00","0","10092","0","0","2022/09/01 16:00:00","2030/04/19 15:00:00","351","0","0"
"20051","1,30","0","2024/08/26 16:00:00","0","10094","0","0","2022/10/02 16:00:00","2030/04/19 15:00:00","392","0","0"
"20052","1,31","0","2024/10/26 16:00:00","0","10096","0","0","2022/11/01 16:00:00","2030/04/19 15:00:00","3402","0","0"
"20053","1,32","0","2024/11/26 16:00:00","0","10098","0","0","2022/12/01 16:00:00","2030/04/19 15:00:00","8132","0","0"
"20054","1","0","2024/12/26 16:00:00","0","10100","0","0","2023/01/02 16:00:00","2030/04/19 15:00:00","6057","0","0"
"20055","1,33","0","2025/01/26 16:00:00","0","10102","0","0","2023/02/01 16:00:00","2030/04/19 15:00:00","5200","0","0"
"20056","1","0","2025/02/26 16:00:00","0","10104","0","0","2023/03/01 16:00:00","2030/04/19 15:00:00","3479","0","0"
"20057","1,34","0","2025/03/26 16:00:00","0","10106","0","0","2023/04/01 16:00:00","2030/04/19 15:00:00","5033","0","0"
"20058","1,35","0","2025/04/26 16:00:00","0","10108","0","-10","2023/05/01 16:00:00","2030/04/19 15:00:00","7213","0","0"
"20059","1,36","0","2025/05/26 16:00:00","0","10110","0","-10","2023/06/01 16:00:00","2030/04/19 15:00:00","8153","0","0"
"20060","1,36","20059","2025/05/26 16:00:00","0","10111","0","-10","2023/06/08 16:00:00","2030/04/19 15:00:00","8154","0","0"
"20061","1","0","2025/06/26 16:00:00","0","10114","0","-10","2023/07/02 16:00:00","2030/04/19 15:00:00","4314","0","0"
