91368e27edd747efc6e142bfec1037d224f5c79b937ef1ee7627bbc1885e2530,2c1b4f192fea96973a079be721c521d68a900616527e4c05dc4d4f174f4da7d7,0a49a5b719aff343de51e46a8163a9591c07602074a5f30f5804cc2bd71ea0c1,a98d461ebd214aef00c3cf836955dd0033a185020e41ef8f67f41d1946f383d5,a4a463dcd3ebe8018f0eb2ad7dba5681f13b51f754fbe0d8ea95d41bb660c111,5d627967b7093481719c8b330e52461054da996fbcbe285250c079cb6dd4dae1,418d840e9157c22cdf9087b834b15a4ad35f42e2a4e7e8f73afc5f095b5a17cb,357e9e3268b65e96bf76c393ffce6d92da8a00fdf0427c145f90d6ee061cfb8a,c1ebfe58fa9b94a4e1980bf284b3e8e14d1765d06d34cf9e4fed5928d5eac587,8205a24ae63084f6880c40de9d0cdc47922b4bce087e704d2a4fa67e343f7c30,fc42411fac693156faebfaa72614339bcb95ab8817cb0d6c20564a624f029bdc,a111a1a7bd2b36b9f8de32e12a8c1a575847484ff5267d843a7c484fcacb712d,a06f934d2365274f1bb6f1b1656dbbef73b5977477fcf1d665d76edd49a616ab
"0","長跑","0","游泳","1","0","0","鉛球","0","1","1","3620010","腳踏車"
"0","５號球","0","９號球","0","0","0","11號球","0","1","1","3620013","７號球"
"0","深蹲","1","引體向上","1","0","0","臥推","0","0","1","3620014","硬舉"
"0","Left Fielder","0","First Baseman","0","0","0","Right Fielder","0","1","1","3620015","Second Baseman"
"0","組隊","0","希羅式角力","0","0","0","全方位","0","1","1","3620016","自由式"
"0","石像鬼‧炸裂","0","石像鬼‧魔幻","0","0","0","石像鬼","0","1","1","3621001","法師石像鬼"
"0","花凜","0","莫妮卡","1","0","0","愛梅斯","0","1","1","3621002","咲戀（夏日）"
"0","７號","1","１號","1","0","0","10號","0","0","0","3630001","５號"
"0","釣魚","0","板球","0","0","0","火箭","0","1","1","3630003","極限運動"
"0","回力球","1","排球","1","0","0","網球","0","0","1","3630004","羽毛球"
"0","吊臂式發球","1","平擊式發球","0","0","0","側旋式發球","0","1","0","3630005","下旋式發球"
"0","准將","0","大將","0","0","0","將軍","0","1","1","3630006","副將"
"0","投手","0","捕手","0","0","0","游擊手","0","1","1","3630007","打者"
"0","小結","0","大關","1","0","0","橫綱","0","1","1","3630008","關脇"
"0","單槓","0","地板","0","0","0","雙槓","0","1","1","3630010","跳馬"
"0","側拍","0","直拍","0","0","0","斜拍","0","1","1","3630012","橫拍"
"0","進攻後衛","0","得分後衛","0","0","0","中場","0","1","1","3630013","大前鋒"
"0","線衛","0","跑衛","1","0","0","得分後衛","0","1","1","3630014","中衛"
"0","扣球員","0","自由球員","0","0","0","中央阻擋","0","1","1","3630016","舉球員"
"0","湛藍之血","0","蒼海之斧‧諾亞","0","0","0","蓋亞戰斧","0","1","1","3631001","水靈破壞者"
"0","利維坦之槍","0","延展愛意","1","0","0","霸海姬‧龍征冥風裂波斬","0","1","1","3631002","颶風‧愛與夢"
