e5bd2a61ff568e6d0673ac368458f7efe655bc85c711d15f6493768db917b73c,b2dfd24df2170887a09a11184a11b60178cd879d43ab97176f2c71788e6b7e58,6bd9e6d7ee9f10c8ca82a8df9b915e9b7ea041f31eb2819185fbb32027ce96de,28342cc367d8c1dd671e7b45d3fb4547cea1f7efad5ae13ab0ea9cbfee6163e8,7500348e685981a4622bdbf91cb6080838e340b24074545a69ba69368186d0c5,4a9ba9c2981b80915870e4cb028e9c49dffe227f41c9ab7c8aa9c35ad4ef2e3c
"600","1","100","4","2840","71"
"600","1","100","4","2940","72"
"600","1","100","4","3040","73"
"600","1","100","4","3140","74"
"600","1","100","4","3240","75"
"600","1","100","4","3340","76"
"600","1","100","4","3440","77"
"600","1","100","4","3540","78"
"600","1","100","4","3640","79"
"600","1","100","4","3740","80"
"600","1","125","4","3865","81"
"600","1","125","4","3990","82"
"600","1","125","4","4115","83"
"600","1","125","4","4240","84"
"600","1","125","4","4365","85"
"600","1","125","4","4490","86"
"600","1","125","4","4615","87"
"600","1","125","4","4740","88"
"600","1","125","4","4865","89"
"600","1","125","4","4990","90"
"600","1","150","5","5140","91"
"600","1","150","5","5290","92"
"600","1","150","5","5440","93"
"600","1","150","5","5590","94"
"600","1","150","5","5740","95"
"600","1","150","5","5890","96"
"600","1","150","5","6040","97"
"600","1","150","5","6190","98"
"600","1","150","5","6340","99"
"600","1","150","5","6490","100"
"600","1","175","5","6665","101"
"600","1","175","5","6840","102"
"600","1","175","5","7015","103"
"600","1","175","5","7190","104"
"600","1","175","5","7365","105"
"600","1","175","5","7540","106"
"600","1","175","5","7715","107"
"600","1","175","5","7890","108"
"600","1","175","5","8065","109"
"600","1","175","5","8240","110"
"600","1","200","6","8440","111"
"600","1","200","6","8640","112"
"600","1","200","6","8840","113"
"600","1","200","6","9040","114"
"600","1","200","6","9240","115"
"600","1","200","6","9440","116"
"600","1","200","6","9640","117"
"600","1","200","6","9840","118"
"600","1","200","6","10040","119"
"600","1","200","6","10240","120"
"600","1","225","6","10465","121"
"600","1","225","6","10690","122"
"600","1","225","6","10915","123"
"600","1","225","6","11140","124"
"600","1","225","6","11365","125"
"600","1","225","6","11590","126"
"600","1","225","6","11815","127"
"600","1","225","6","12040","128"
"600","1","225","6","12265","129"
"600","1","225","6","12490","130"
"600","1","250","7","12740","131"
"600","1","250","7","12990","132"
"600","1","250","7","13240","133"
"600","1","250","7","13490","134"
"600","1","250","7","13740","135"
"600","1","250","7","13990","136"
"600","1","250","7","14240","137"
"600","1","250","7","14490","138"
"600","1","250","7","14740","139"
"600","1","250","7","14990","140"
"600","1","250","8","15240","141"
"600","1","250","8","15490","142"
"600","1","250","8","15740","143"
"600","1","250","8","15990","144"
"600","1","250","8","16240","145"
"600","1","250","8","16490","146"
"600","1","250","8","16740","147"
"600","1","250","8","16990","148"
"600","1","250","8","17240","149"
"600","1","250","8","17490","150"
"600","1","250","9","17740","151"
"600","1","250","9","17990","152"
"600","1","250","9","18240","153"
"600","1","250","9","18490","154"
"600","1","250","9","18740","155"
"600","1","250","9","18990","156"
"600","1","250","9","19240","157"
"600","1","250","9","19490","158"
"600","1","250","9","19740","159"
"600","1","250","9","19990","160"
"600","1","250","10","20240","161"
"600","1","250","10","20490","162"
"600","1","250","10","20740","163"
"600","1","250","10","20990","164"
"600","1","250","10","21240","165"
"600","1","250","10","21490","166"
"600","1","250","10","21740","167"
"600","1","250","10","21990","168"
"600","1","250","10","22240","169"
"600","1","250","10","22490","170"
"600","1","250","11","22740","171"
"600","1","250","11","22990","172"
"600","1","250","11","23240","173"
"600","1","250","11","23490","174"
"600","1","250","11","23740","175"
"600","1","250","11","23990","176"
"600","1","250","11","24240","177"
"600","1","250","11","24490","178"
"600","1","250","11","24740","179"
"600","1","250","11","24990","180"
"600","1","250","12","25240","181"
"600","1","250","12","25490","182"
"600","1","250","12","25740","183"
"600","1","250","12","25990","184"
"600","1","250","12","26240","185"
"600","1","250","12","26490","186"
"600","1","250","12","26740","187"
"600","1","250","12","26990","188"
"600","1","250","12","27240","189"
"600","1","250","12","27490","190"
"600","1","250","13","27740","191"
"600","1","250","13","27990","192"
"600","1","250","13","28240","193"
"600","1","250","13","28490","194"
"600","1","250","13","28740","195"
"600","1","250","13","28990","196"
"600","1","250","13","29240","197"
"600","1","250","13","29490","198"
"600","1","250","13","29740","199"
"600","1","250","13","29990","200"
"600","1","250","14","30240","201"
"600","1","250","14","30490","202"
"600","1","250","14","30740","203"
"600","1","250","14","30990","204"
"600","1","250","14","31240","205"
"600","1","250","14","31490","206"
"600","1","250","14","31740","207"
"600","1","250","14","31990","208"
"600","1","250","14","32240","209"
"600","1","250","14","32490","210"
"680","1","250","15","32740","211"
"680","1","250","15","32990","212"
"680","1","250","15","33240","213"
"680","1","250","15","33490","214"
"680","1","250","15","33740","215"
"680","1","250","15","33990","216"
"680","1","250","15","34240","217"
"680","1","250","15","34490","218"
"680","1","250","15","34740","219"
"680","1","250","15","34990","220"
"680","1","250","16","35240","221"
"680","1","250","16","35490","222"
"680","1","250","16","35740","223"
"680","1","250","16","35990","224"
"680","1","250","16","36240","225"
"680","1","250","16","36490","226"
"680","1","250","16","36740","227"
"680","1","250","16","36990","228"
"680","1","250","16","37240","229"
"680","1","250","16","37490","230"
"680","1","250","17","37740","231"
"680","1","250","17","37990","232"
"680","1","250","17","38240","233"
"680","1","250","17","38490","234"
"680","1","250","17","38740","235"
"680","1","250","17","38990","236"
"680","1","250","17","39240","237"
"680","1","250","17","39490","238"
"680","1","250","17","39740","239"
"680","1","250","17","39990","240"
"680","1","250","18","40240","241"
"680","1","250","18","40490","242"
"680","1","250","18","40740","243"
"680","1","250","18","40990","244"
"680","1","250","18","41240","245"
"680","1","250","18","41490","246"
"680","1","250","18","41740","247"
"680","1","250","18","41990","248"
"680","1","250","18","42240","249"
"680","1","250","18","42490","250"
"680","1","250","19","42740","251"
"680","1","250","19","42990","252"
"680","1","250","19","43240","253"
"680","1","250","19","43490","254"
"680","1","250","19","43740","255"
"680","1","250","19","43990","256"
"680","1","250","19","44240","257"
"680","1","250","19","44490","258"
"680","1","250","19","44740","259"
"680","1","250","19","44990","260"
"680","1","250","20","45240","261"
"680","1","250","20","45490","262"
"680","1","250","20","45740","263"
"680","1","250","20","45990","264"
"680","1","250","20","46240","265"
"680","1","250","20","46490","266"
"680","1","250","20","46740","267"
"680","1","250","20","46990","268"
"680","1","250","20","47240","269"
"680","1","250","20","47490","270"
"680","1","250","21","47740","271"
"680","1","250","21","47990","272"
"680","1","250","21","48240","273"
"680","1","250","21","48490","274"
"680","1","250","21","48740","275"
"680","1","250","21","48990","276"
"680","1","250","21","49240","277"
"680","1","250","21","49490","278"
"680","1","250","21","49740","279"
"680","1","250","21","49990","280"
"680","1","250","22","50240","281"
"680","1","250","22","50490","282"
"680","1","250","22","50740","283"
"680","1","250","22","50990","284"
"680","1","250","22","51240","285"
"680","1","250","22","51490","286"
"680","1","250","22","51740","287"
"680","1","250","22","51990","288"
"680","1","250","22","52240","289"
"680","1","250","22","52490","290"
"680","1","250","23","52740","291"
"680","1","250","23","52990","292"
"680","1","250","23","53240","293"
"680","1","250","23","53490","294"
"680","1","250","23","53740","295"
"680","1","250","23","53990","296"
"680","1","250","23","54240","297"
"680","1","250","23","54490","298"
"680","1","250","23","54740","299"
"680","1","250","23","54990","300"
"680","1","250","24","55240","301"
"680","1","250","24","55490","302"
"680","1","250","24","55740","303"
"680","1","250","24","55990","304"
"680","1","250","24","56240","305"
"680","1","250","24","56490","306"
"680","1","250","24","56740","307"
"680","1","250","24","56990","308"
"680","1","250","24","57240","309"
"680","1","250","24","57490","310"
"680","1","250","25","57740","311"
"680","1","250","25","57990","312"
"680","1","250","25","58240","313"
"680","1","250","25","58490","314"
"680","1","250","25","58740","315"
"680","1","250","25","58990","316"
"680","1","250","25","59240","317"
"680","1","250","25","59490","318"
"680","1","250","25","59740","319"
"680","1","250","25","59990","320"
"680","1","250","26","60240","321"
"680","1","250","26","60490","322"
"680","1","250","26","60740","323"
"680","1","250","26","60990","324"
"680","1","250","26","61240","325"
"680","1","250","26","61490","326"
"680","1","250","26","61740","327"
"680","1","250","26","61990","328"
"680","1","250","26","62240","329"
"680","1","250","26","62490","330"
"200000","2","50","1","50","0"
"500000","2","10","1","60","1"
"500000","2","15","1","75","2"
"500000","2","20","1","95","3"
"500000","2","25","1","120","4"
"500000","2","30","1","150","5"
