50c1b43b999c25913f5817871f2d6eec0a3c9a91127b4f0ba3fcb3651421bb87,b2120a0bdc048f33bf0671de95b007d9cedd607af20fad87fbda0837796f2bf8,f873de2b7dee145f2ef729632ae304163e83c31d3f33572b5192a535e8f3cb9f,b99095c92a8120884e7da41f7cf9893a12093a00b7a1d851a51a750b631c0b89,85b804d8da6105c6d591b4daa98fe52de906afeac57da23aba49f5e2a06ebd1a,5890a84c0cf8d01acd78efd0718f0ac8bd0100eec894de4ccb814115a343bd2d,b196638b308ef9d0ecb176cae8407adf09d01c964926616fe01eef72ec1ff18c,39f37c610eb5be44b1df83ef8f3bc58f6ad4b85e3df603e808cd4a3f58ac25f1,da55ba4adbfc15784d1f961b5808c99a49e53e717df67da6796c32c6c19471fb,9d93e3c897fc4e5ab2a51ba0ed8411834bb524ecf289c255a433cf3bb453d032,37d9045dcbe142940bc87546996fd03ed2272e39f92f871046d60fef310d562f
"1","380000","380000","30026","0","2019/06/17 16:00:00","0","26","0","2019/07/01 15:59:59","0"
"2","0","380000","50027","380000","2019/07/01 16:00:00","0","27","380000","2019/07/15 15:59:59","0"
"1","380000","380000","30028","0","2019/07/15 16:00:00","0","28","0","2019/07/26 15:59:59","0"
"1","380000","380000","30029","0","2019/07/26 16:00:00","0","29","0","2019/08/01 15:59:59","0"
"1","380000","380000","30031","0","2019/08/01 16:00:00","0","30","0","2019/08/15 15:59:59","0"
"1","380000","380000","30032","0","2019/08/15 16:00:00","0","31","0","2019/08/28 15:59:59","0"
"2","0","380000","50033","380000","2019/09/02 16:00:00","0","33","380000","2019/09/09 15:59:59","0"
"1","380000","380000","30035","0","2019/09/17 16:00:00","0","34","0","2019/09/20 15:59:59","0"
"1","380000","380000","30036","0","2019/09/20 16:00:00","0","35","0","2019/10/01 15:59:59","0"
"1","380000","380000","30037","0","2019/10/01 16:00:00","0","36","0","2019/10/15 15:59:59","0"
"1","380000","380000","30038","0","2019/10/15 16:00:00","0","37","0","2019/10/18 15:59:59","0"
"1","380000","380000","30039","0","2019/10/18 16:00:00","0","38","0","2019/11/01 15:59:59","0"
"1","380000","380000","30040","0","2019/11/01 16:00:00","0","39","0","2019/11/15 15:59:59","0"
"1","380000","380000","30041","0","2019/11/15 16:00:00","0","40","0","2019/11/19 15:59:59","0"
"1","380000","380000","30042","0","2019/11/19 16:00:00","0","41","0","2019/12/02 15:59:59","0"
"1","380000","380000","30043","0","2019/12/02 16:00:00","0","42","0","2019/12/13 15:59:59","0"
"1","380000","380000","30044","0","2019/12/13 16:00:00","0","43","0","2019/12/16 15:59:59","0"
"1","380000","380000","30046","0","2019/12/30 16:00:00","0","45","0","2020/01/02 15:59:59","0"
"1","380000","380000","30047","0","2020/01/02 16:00:00","0","46","0","2020/01/10 15:59:59","0"
"1","380000","380000","30048","0","2020/01/10 16:00:00","0","47","0","2020/01/21 15:59:59","0"
"2","0","380000","50049","380000","2020/01/21 16:00:00","0","48","380000","2020/01/28 15:59:59","0"
"1","380000","380000","30050","0","2020/01/28 16:00:00","0","49","0","2020/02/04 15:59:59","0"
"1","380000","380000","30052","0","2020/02/04 16:00:00","0","51","0","2020/02/14 15:59:59","0"
"1","380000","380000","30053","0","2020/02/14 16:00:00","0","52","0","2020/02/19 15:59:59","0"
"1","380000","380000","30054","0","2020/02/19 16:00:00","0","53","0","2020/03/04 15:59:59","0"
"1","380000","380000","30055","0","2020/03/04 16:00:00","0","54","0","2020/03/13 15:59:59","0"
"1","380000","380000","30056","0","2020/03/13 16:00:00","0","55","0","2020/03/19 15:59:59","0"
"1","380000","380000","30057","0","2020/03/19 16:00:00","0","56","0","2020/04/01 15:59:59","0"
"1","380000","380000","30058","0","2020/04/01 16:00:00","0","57","0","2020/04/14 15:59:59","0"
"1","380000","380000","30059","0","2020/04/14 16:00:00","0","58","0","2020/04/22 15:59:59","0"
"1","380000","380000","30060","0","2020/04/22 16:00:00","0","59","0","2020/05/05 15:59:59","0"
"2","0","380000","50061","380000","2020/05/05 16:00:00","0","60","380000","2020/05/08 15:59:59","0"
"1","380000","380000","30063","0","2020/05/15 16:00:00","0","61","0","2020/05/22 15:59:59","0"
"1","380000","380000","30064","0","2020/05/22 16:00:00","0","62","0","2020/06/03 15:59:59","0"
"1","380000","380000","30065","0","2020/06/03 16:00:00","0","63","0","2020/06/15 15:59:59","0"
"1","380000","380000","30066","0","2020/06/15 16:00:00","0","64","0","2020/06/22 15:59:59","0"
"2","0","380000","50067","380000","2020/06/22 16:00:00","0","65","380000","2020/07/02 15:59:59","0"
"1","380000","380000","30068","0","2020/08/03 16:00:00","0","66","0","2020/08/06 15:59:59","0"
"1","380000","380000","30069","0","2020/09/30 16:00:00","0","67","0","2020/10/13 15:59:59","0"
"1","380000","380000","30070","0","2020/10/13 16:00:00","0","68","0","2020/10/26 15:59:59","0"
"1","380000","380000","30071","0","2020/08/17 16:00:00","0","69","0","2020/08/21 15:59:59","0"
"1","380000","380000","30072","0","2020/07/02 16:00:00","0","70","0","2020/07/13 15:59:59","0"
"1","380000","380000","30073","0","2020/07/13 16:00:00","0","71","0","2020/07/20 15:59:59","0"
"1","380000","380000","30074","0","2020/07/20 16:00:00","0","72","0","2020/07/30 15:59:59","0"
"1","380000","380000","30075","0","2020/07/30 16:00:00","0","73","0","2020/08/03 15:59:59","0"
"1","380000","380000","30076","0","2020/08/06 16:00:00","0","74","0","2020/08/17 15:59:59","0"
"1","380000","380000","30077","0","2020/09/11 16:00:00","0","75","0","2020/09/16 15:59:59","0"
"1","380000","380000","30078","0","2020/08/21 16:00:00","0","76","0","2020/09/01 11:59:59","0"
"2","0","380000","50079","380000","2020/09/01 16:00:00","0","77","380000","2020/09/04 15:59:59","0"
"1","380000","380000","30080","0","2020/09/04 16:00:00","0","78","0","2020/09/11 15:59:59","0"
"1","380000","380000","30081","0","2020/10/26 16:00:00","0","79","0","2020/11/02 15:59:59","0"
"1","380000","380000","30082","0","2020/09/16 16:00:00","0","80","0","2020/09/24 15:59:59","0"
"1","380000","380000","30083","0","2020/09/24 16:00:00","0","81","0","2020/09/30 15:59:59","0"
"2","0","380000","50084","380000","2020/11/02 16:00:00","0","82","380000","2020/11/05 15:59:59","0"
"1","380000","380000","30085","0","2020/11/05 16:00:00","0","83","0","2020/11/13 15:59:59","0"
"1","380000","380000","30086","0","2020/11/13 16:00:00","0","84","0","2020/11/18 15:59:59","0"
"1","380000","380000","30087","0","2020/11/18 16:00:00","0","85","0","2020/11/26 15:59:59","0"
"1","380000","380000","30088","0","2020/11/26 16:00:00","0","86","0","2020/12/01 15:59:59","0"
"1","380000","380000","30089","0","2020/12/01 16:00:00","0","87","0","2020/12/04 15:59:59","0"
"1","380000","380000","30090","0","2020/12/04 16:00:00","0","88","0","2020/12/14 15:59:59","0"
"1","380000","380000","30091","0","2020/12/14 16:00:00","0","89","0","2020/12/18 15:59:59","0"
"1","380000","380000","40003","0","2020/12/26 16:00:00","0","90","0","2021/01/06 15:59:59","0"
"1","380000","380000","30093","0","2020/12/21 16:00:00","0","91","0","2020/12/26 15:59:59","0"
"2","0","380000","50094","380000","2020/12/18 16:00:00","0","92","380000","2020/12/21 15:59:59","0"
"1","380000","380000","30095","0","2021/01/06 16:00:00","0","93","0","2021/01/15 15:59:59","0"
"1","380000","380000","30096","0","2021/01/15 16:00:00","0","94","0","2021/01/20 15:59:59","0"
"1","380000","380000","30097","0","2021/01/20 16:00:00","0","95","0","2021/02/01 15:59:59","0"
"1","380000","380000","30098","0","2021/02/01 16:00:00","0","96","0","2021/02/11 15:59:59","0"
"1","380000","380000","30099","0","2021/02/15 16:00:00","0","97","0","2021/02/19 15:59:59","0"
"1","380000","380000","30100","0","2021/02/19 16:00:00","0","98","0","2021/03/02 15:59:59","0"
"1","380000","380000","30101","0","2021/03/12 16:00:00","0","99","0","2021/03/17 15:59:59","0"
"1","380000","380000","30102","0","2021/03/02 16:00:00","0","100","0","2021/03/12 15:59:59","0"
"1","380000","380000","30103","0","2021/04/16 16:00:00","0","101","0","2021/04/27 15:59:59","0"
"1","380000","380000","30104","0","2021/03/28 16:00:00","0","102","0","2021/04/06 15:59:59","0"
"1","380000","380000","30105","0","2021/04/06 16:00:00","0","103","0","2021/04/16 15:59:59","0"
"1","380000","380000","30106","0","2021/03/17 16:00:00","0","104","0","2021/03/28 15:59:59","0"
"1","380000","380000","30107","0","2021/04/27 16:00:00","0","105","0","2021/05/07 15:59:59","0"
"2","0","380000","50108","380000","2021/02/11 16:00:00","0","106","380000","2021/02/15 15:59:59","0"
"1","380000","380000","30109","0","2021/05/07 16:00:00","0","107","0","2021/05/16 15:59:59","0"
"1","380000","380000","30110","0","2021/05/16 16:00:00","0","108","0","2021/05/21 15:59:59","0"
"1","380000","380000","30111","0","2021/05/21 16:00:00","0","109","0","2021/05/26 15:59:59","0"
"1","380000","380000","30112","0","2021/05/26 16:00:00","0","110","0","2021/06/04 15:59:59","0"
"1","380000","380000","30113","0","2021/06/04 16:00:00","0","111","0","2021/06/14 15:59:59","0"
"1","380000","380000","30114","0","2021/06/14 16:00:00","0","112","0","2021/06/19 15:59:59","0"
"1","380000","380000","40004","0","2021/06/19 16:00:00","0","113","0","2021/06/27 15:59:59","0"
"2","380000","380000","30117","380000","2021/06/27 16:00:00","0","114","380000","2021/07/02 15:59:59","0"
"2","0","380000","50119","380000","2021/07/02 16:00:00","0","115","380000","2021/07/05 15:59:59","0"
"1","380000","380000","30120","0","2021/07/05 16:00:00","0","116","0","2021/07/14 15:59:59","0"
"1","380000","380000","30121","0","2021/08/09 16:00:00","0","117","0","2021/08/25 15:59:59","0"
"1","380000","380000","30122","0","2021/07/14 16:00:00","0","118","0","2021/07/24 15:59:59","0"
"1","380000","380000","30123","0","2021/07/21 16:00:00","0","119","0","2021/07/30 15:59:59","0"
"1","380000","380000","30125","0","2021/08/01 16:00:00","0","120","0","2021/08/09 15:59:59","0"
"1","380000","380000","30126","0","2021/07/14 16:00:00","0","121","0","2021/07/21 15:59:59","0"
"1","380000","380000","30127","0","2021/08/25 16:00:00","0","122","0","2021/09/01 15:59:59","0"
"1","380000","380000","30128","0","2021/08/25 16:00:00","0","123","0","2021/08/31 15:59:59","0"
"2","0","380000","50129","380000","2021/07/30 16:00:00","0","124","380000","2021/08/01 15:59:59","0"
"1","380000","380000","30130","0","2021/09/01 16:00:00","0","125","0","2021/09/12 15:59:59","0"
"1","380000","380000","30131","0","2021/09/12 16:00:00","0","126","0","2021/09/22 15:59:59","0"
"1","380000","380000","30133","0","2021/09/22 16:00:00","0","127","0","2021/10/02 15:59:59","0"
"1","380000","380000","30134","0","2021/10/02 16:00:00","0","128","0","2021/10/11 15:59:59","0"
"1","380000","380000","30135","0","2021/10/11 16:00:00","0","129","0","2021/10/18 15:59:59","0"
"1","380000","380000","30137","0","2021/10/18 16:00:00","0","130","0","2021/10/26 15:59:59","0"
"1","380000","380000","30136","0","2021/10/18 16:00:00","0","131","0","2021/10/22 15:59:59","0"
"1","380000","380000","30138","0","2021/10/22 16:00:00","0","132","0","2021/10/26 15:59:59","0"
"1","380000","380000","30139","0","2021/10/26 16:00:00","0","133","0","2021/11/01 15:59:59","0"
"2","0","380000","50140","380000","2021/11/01 16:00:00","0","134","380000","2021/11/04 15:59:59","0"
"1","380000","380000","30141","0","2021/11/04 16:00:00","0","135","0","2021/11/13 15:59:59","0"
"1","380000","380000","30142","0","2021/11/09 16:00:00","0","136","0","2021/11/16 15:59:59","0"
"1","380000","380000","30144","0","2021/11/16 16:00:00","0","137","0","2021/11/25 15:59:59","0"
"1","380000","380000","30143","0","2021/11/16 16:00:00","0","138","0","2021/11/20 15:59:59","0"
"1","380000","380000","30145","0","2021/11/20 16:00:00","0","139","0","2021/11/25 15:59:59","0"
"1","380000","380000","30146","0","2021/11/25 16:00:00","0","140","0","2021/12/02 15:59:59","0"
"1","380000","380000","30147","0","2021/12/02 16:00:00","0","141","0","2021/12/11 15:59:59","0"
"1","380000","380000","30148","0","2021/12/11 16:00:00","0","142","0","2021/12/17 15:59:59","0"
"1","380000","380000","40005","0","2021/12/17 16:00:00","0","143","0","2021/12/25 15:59:59","0"
"1","380000","380000","30150","0","2021/12/25 16:00:00","0","144","0","2022/01/02 15:59:59","0"
"2","0","380000","50151","380000","2022/01/02 16:00:00","0","145","380000","2022/01/05 15:59:59","0"
"1","380000","380000","30152","0","2022/01/05 16:00:00","0","146","0","2022/01/10 15:59:59","0"
"1","380000","380000","30153","0","2022/01/10 16:00:00","0","147","0","2022/01/15 15:59:59","0"
"1","380000","380000","30154","0","2022/01/15 16:00:00","0","148","0","2022/01/20 15:59:59","0"
"1","380000","380000","40006","0","2022/01/20 16:00:00","0","149","0","2022/01/26 15:59:59","0"
"1","380000","380000","30157","0","2022/01/26 16:00:00","0","150","0","2022/02/01 15:59:59","0"
"1","380000","380000","30156","0","2022/01/26 16:00:00","0","151","0","2022/02/01 15:59:59","0"
"1","380000","380000","30158","0","2022/02/04 16:00:00","0","152","0","2022/02/12 15:59:59","0"
"1","380000","380000","30159","0","2022/02/12 16:00:00","0","153","0","2022/02/19 15:59:59","0"
"1","380000","380000","30160","0","2022/02/19 16:00:00","0","154","0","2022/02/26 15:59:59","0"
"1","380000","380000","30161","0","2022/02/26 16:00:00","0","155","0","2022/03/07 15:59:59","0"
"2","0","380000","50162","380000","2022/02/01 16:00:00","0","156","380000","2022/02/04 15:59:59","0"
"1","380000","380000","30163","0","2022/03/07 16:00:00","0","157","0","2022/03/15 15:59:59","0"
"1","380000","380000","30164","0","2022/03/15 16:00:00","0","158","0","2022/03/20 15:59:59","0"
"1","380000","380000","30166","0","2022/03/20 16:00:00","0","159","0","2022/03/28 15:59:59","0"
"1","380000","380000","30167","0","2022/03/28 16:00:00","0","160","0","2022/04/03 15:59:59","0"
"1","380000","380000","30168","0","2022/04/03 16:00:00","0","161","0","2022/04/11 15:59:59","0"
"1","380000","380000","30169","0","2022/04/11 16:00:00","0","162","0","2022/04/18 15:59:59","0"
"1","380000","380000","30170","0","2022/04/18 16:00:00","0","163","0","2022/04/25 15:59:59","0"
"1","380000","380000","30171","0","2022/04/25 16:00:00","0","164","0","2022/05/04 15:59:59","0"
"2","0","380000","50172","380000","2022/05/04 16:00:00","0","165","380000","2022/05/07 15:59:59","0"
"1","380000","380000","30173","0","2022/05/07 16:00:00","0","166","0","2022/05/15 15:59:59","0"
"1","380000","380000","30174","0","2022/05/15 16:00:00","0","167","0","2022/05/19 15:59:59","0"
"1","380000","380000","30175","0","2022/05/19 16:00:00","0","168","0","2022/05/28 15:59:59","0"
"1","380000","380000","30176","0","2022/05/28 16:00:00","0","169","0","2022/05/31 15:59:59","0"
"1","380000","380000","30177","0","2022/05/31 16:00:00","0","170","0","2022/06/04 15:59:59","0"
"1","380000","380000","30178","0","2022/06/04 16:00:00","0","171","0","2022/06/12 15:59:59","0"
"1","380000","380000","30179","0","2022/06/12 16:00:00","0","172","0","2022/06/19 15:59:59","0"
"1","380000","380000","40007","0","2022/06/19 16:00:00","0","173","0","2022/06/28 15:59:59","0"
"1","380000","380000","30180","0","2022/06/19 16:00:00","0","174","0","2022/06/28 15:59:59","0"
"1","380000","380000","30182","0","2022/06/28 16:00:00","0","175","0","2022/07/02 15:59:59","0"
"2","0","380000","50183","380000","2022/07/02 16:00:00","0","176","380000","2022/07/05 15:59:59","0"
"1","380000","380000","30184","0","2022/07/05 16:00:00","0","177","0","2022/07/13 15:59:59","0"
"1","380000","380000","30185","0","2022/07/10 16:00:00","0","178","0","2022/07/13 15:59:59","0"
"1","380000","380000","30186","0","2022/07/13 16:00:00","0","179","0","2022/07/17 15:59:59","0"
"1","380000","380000","30187","0","2022/07/17 16:00:00","0","180","0","2022/07/26 15:59:59","0"
"1","380000","380000","30188","0","2022/07/26 16:00:00","0","181","0","2022/07/30 15:59:59","0"
"1","380000","380000","30189","0","2022/08/10 16:00:00","0","182","0","2022/08/13 15:59:59","0"
"2","0","380000","50190","380000","2022/09/01 16:00:00","0","183","380000","2022/09/04 15:59:59","0"
"1","380000","380000","30191","0","2022/08/02 16:00:00","0","184","0","2022/08/10 15:59:59","0"
"1","380000","380000","30192","0","2022/08/13 16:00:00","0","185","0","2022/08/17 15:59:59","0"
"1","380000","380000","30193","0","2022/08/17 16:00:00","0","186","0","2022/08/24 15:59:59","0"
"1","380000","380000","30194","0","2022/08/24 16:00:00","0","187","0","2022/09/01 15:59:59","0"
"2","0","380000","50195","380000","2022/07/30 16:00:00","0","188","380000","2022/08/02 15:59:59","0"
"1","380000","380000","30196","0","2022/09/04 16:00:00","0","189","0","2022/09/12 15:59:59","0"
"1","380000","380000","30197","0","2022/09/12 16:00:00","0","190","0","2022/09/16 15:59:59","0"
"1","380000","380000","30198","0","2022/09/16 16:00:00","0","191","0","2022/09/25 15:59:59","0"
"1","380000","380000","30199","0","2022/09/25 16:00:00","0","192","0","2022/09/29 15:59:59","0"
"2","0","380000","50200","380000","2022/09/29 16:00:00","0","193","380000","2022/10/02 15:59:59","0"
"1","380000","380000","30201","0","2022/10/02 16:00:00","0","194","0","2022/10/11 15:59:59","0"
"1","380000","380000","30202","0","2022/10/11 16:00:00","0","195","0","2022/10/17 15:59:59","0"
"1","380000","380000","30203","0","2022/10/17 16:00:00","0","196","0","2022/10/26 15:59:59","0"
"1","380000","380000","30204","0","2022/10/26 16:00:00","0","197","0","2022/11/01 15:59:59","0"
"1","380000","380000","30205","0","2022/11/01 16:00:00","0","198","0","2022/11/09 15:59:59","0"
"1","380000","380000","30206","0","2022/11/09 16:00:00","0","199","0","2022/11/12 15:59:59","0"
"1","380000","380000","30207","0","2022/11/12 16:00:00","0","200","0","2022/11/16 15:59:59","0"
"1","380000","380000","30208","0","2022/11/16 16:00:00","0","201","0","2022/11/26 15:59:59","0"
"1","380000","380000","30209","0","2022/11/26 16:00:00","0","202","0","2022/11/29 15:59:59","0"
"1","380000","380000","30210","0","2022/11/29 16:00:00","0","203","0","2022/12/02 15:59:59","0"
"1","380000","380000","30211","0","2022/12/02 16:00:00","0","204","0","2022/12/11 15:59:59","0"
"1","380000","380000","30212","0","2022/12/11 16:00:00","0","205","0","2022/12/14 15:59:59","0"
"1","380000","380000","30213","0","2022/12/14 16:00:00","0","206","0","2022/12/17 15:59:59","0"
"1","380000","380000","40008","0","2022/12/17 16:00:00","0","207","0","2022/12/25 15:59:59","0"
"1","380000","380000","30215","0","2022/12/25 16:00:00","0","208","0","2022/12/28 15:59:59","0"
"1","380000","380000","30216","0","2022/12/28 16:00:00","0","209","0","2023/01/02 15:59:59","0"
"2","0","380000","50217","380000","2023/01/02 16:00:00","0","210","380000","2023/01/05 15:59:59","0"
"1","380000","380000","30218","0","2023/01/05 16:00:00","0","211","0","2023/01/14 15:59:59","0"
"1","380000","380000","30219","0","2023/01/14 16:00:00","0","212","0","2023/01/17 15:59:59","0"
"1","380000","380000","30220","0","2023/01/17 16:00:00","0","213","0","2023/01/24 15:59:59","0"
"1","380000","380000","30221","0","2023/01/24 16:00:00","0","214","0","2023/02/01 15:59:59","0"
"1","380000","380000","30222","0","2023/02/01 16:00:00","0","215","0","2023/02/12 15:59:59","0"
"1","380000","380000","30223","0","2023/02/12 16:00:00","0","216","0","2023/02/16 15:59:59","0"
"1","380000","380000","30224","0","2023/02/16 16:00:00","0","217","0","2023/02/26 15:59:59","0"
"1","380000","380000","30225","0","2023/02/26 16:00:00","0","218","0","2023/03/01 15:59:59","0"
"1","380000","380000","30226","0","2023/03/01 16:00:00","0","219","0","2023/03/04 15:59:59","0"
"1","380000","380000","30227","0","2023/03/04 16:00:00","0","220","0","2023/03/12 15:59:59","0"
"1","380000","380000","30228","0","2023/03/12 16:00:00","0","221","0","2023/03/15 15:59:59","0"
"1","380000","380000","30229","0","2023/03/15 16:00:00","0","222","0","2023/03/19 15:59:59","0"
"1","380000","380000","30230","0","2023/03/19 16:00:00","0","223","0","2023/03/28 15:59:59","0"
"2","0","380000","50231","380000","2023/03/28 16:00:00","0","224","380000","2023/03/31 15:59:59","0"
"1","380000","380000","30232","0","2023/03/31 16:00:00","0","225","0","2023/04/03 15:59:59","0"
"1","380000","380000","30233","0","2023/04/03 16:00:00","0","226","0","2023/04/12 15:59:59","0"
"1","380000","380000","30234","0","2023/04/12 16:00:00","0","227","0","2023/04/19 15:59:59","0"
"1","380000","380000","30235","0","2023/04/19 16:00:00","0","228","0","2023/04/26 15:59:59","0"
"1","380000","380000","30236","0","2023/04/26 16:00:00","0","229","0","2023/05/04 15:59:59","0"
"2","0","380000","50237","380000","2023/05/04 16:00:00","0","230","380000","2023/05/07 15:59:59","0"
"1","380000","380000","30238","0","2023/05/07 16:00:00","0","231","0","2023/05/16 15:59:59","0"
"1","380000","380000","30239","0","2023/05/16 16:00:00","0","232","0","2023/05/20 15:59:59","0"
"1","380000","380000","30240","0","2023/05/20 16:00:00","0","233","0","2023/05/28 15:59:59","0"
"1","380000","380000","30241","0","2023/05/28 16:00:00","0","234","0","2023/06/04 15:59:59","0"
"1","380000","380000","30242","0","2023/06/04 16:00:00","0","235","0","2023/06/15 15:59:59","0"
"1","380000","380000","30243","0","2023/06/15 16:00:00","0","236","0","2023/06/17 15:59:59","0"
"1","380000","380000","30244","0","2023/06/17 16:00:00","0","237","0","2023/06/19 15:59:59","0"
"1","380000","380000","40009","0","2023/06/19 16:00:00","0","238","0","2023/06/28 15:59:59","0"
"1","380000","380000","30245","0","2023/06/19 16:00:00","0","239","0","2023/06/26 15:59:59","0"
"1","380000","380000","30247","0","2023/06/28 16:00:00","0","240","0","2023/07/03 15:59:59","0"
"2","0","380000","50248","380000","2023/07/02 16:00:00","0","241","380000","2023/07/05 15:59:59","0"
"1","380000","380000","30249","0","2023/07/05 16:00:00","0","242","0","2023/07/12 15:59:59","0"
"1","380000","380000","30250","0","2023/07/12 16:00:00","0","243","0","2023/07/19 15:59:59","0"
"1","380000","380000","30251","0","2023/07/19 16:00:00","0","244","0","2023/07/29 15:59:59","0"
"1","380000","380000","30252","0","2023/07/29 16:00:00","0","245","0","2023/08/01 15:59:59","0"
"1","380000","380000","30253","0","2023/08/01 16:00:00","0","246","0","2023/08/09 15:59:59","0"
"1","380000","380000","30254","0","2023/08/09 16:00:00","0","247","0","2023/08/12 15:59:59","0"
"1","380000","380000","30255","0","2023/08/12 16:00:00","0","248","0","2023/08/19 15:59:59","0"
"1","380000","380000","30256","0","2023/08/19 16:00:00","0","249","0","2023/08/27 15:59:59","0"
"1","380000","380000","30257","0","2023/08/27 16:00:00","0","250","0","2023/09/01 15:59:59","0"
"1","380000","380000","30258","0","2023/09/01 16:00:00","0","251","0","2023/09/11 15:59:59","0"
"1","380000","380000","30259","0","2023/09/11 16:00:00","0","252","0","2023/09/16 15:59:59","0"
"1","380000","380000","30260","0","2023/09/16 16:00:00","0","253","0","2023/09/25 15:59:59","0"
"2","0","380000","50261","380000","2023/09/25 16:00:00","0","254","380000","2023/09/28 15:59:59","0"
"1","380000","380000","30262","0","2023/09/28 16:00:00","0","255","0","2023/10/02 15:59:59","0"
"1","380000","380000","30263","0","2023/10/02 16:00:00","0","256","0","2023/10/11 15:59:59","0"
"1","380000","380000","30264","0","2023/10/11 16:00:00","0","257","0","2023/10/17 15:59:59","0"
"1","380000","380000","30265","0","2023/10/17 16:00:00","0","258","0","2023/10/25 15:59:59","0"
"1","380000","380000","30266","0","2023/10/25 16:00:00","0","259","0","2023/11/01 15:59:59","0"
"2","0","380000","50267","380000","2023/11/01 16:00:00","0","260","380000","2023/11/04 15:59:59","0"
"1","380000","380000","30268","0","2023/11/04 16:00:00","0","261","0","2023/11/13 15:59:59","0"
"1","380000","380000","30269","0","2023/11/13 16:00:00","0","262","0","2023/11/16 15:59:59","0"
"1","380000","380000","30270","0","2023/11/16 16:00:00","0","263","0","2023/11/26 15:59:59","0"
"1","380000","380000","30271","0","2023/11/26 16:00:00","0","264","0","2023/12/01 15:59:59","0"
"1","380000","380000","30272","0","2023/12/01 16:00:00","0","265","0","2023/12/10 15:59:59","0"
"1","380000","380000","30273","0","2023/12/10 16:00:00","0","266","0","2023/12/13 15:59:59","0"
"1","380000","380000","30274","0","2023/12/13 16:00:00","0","267","0","2023/12/16 15:59:59","0"
"1","380000","380000","40010","0","2023/12/16 16:00:00","0","268","0","2023/12/23 15:59:59","0"
"1","380000","380000","30276","0","2023/12/23 16:00:00","0","269","0","2023/12/27 15:59:59","0"
"1","380000","380000","30277","0","2023/12/27 16:00:00","0","270","0","2024/01/01 15:59:59","0"
