26a3d2e067e01367c0c89ddcaeed9de6b4b5c64b7fe63125fc3c50d4e46d6f3b,0c1d8fcce53946c9a631e5491236c84f0c3e7cac7b6026a865939ac997c607df,6b380b852ea116da0ba2d8c3c0d9703ed22327faf934370b1c09eacaf1215c75,dff5272ae25f0b9fee8d9add2e42ac94000d075142607f5b6a7e230491fe1bb1,02fc43a581c3661e730d74b18eb164642ce7c5a5a7f69b3fccf62fe50cba00b9,7b7f63490e2e1406755c339eb0450b915785692c8d7d6fc419d997e66bb68906,1c0d14d4514da60c2a8bf3f68756017fdee8cafe09a79a9778d8c7caf7b8f690,220445d37031b8e7ea8a03be614e6c252fa155650997de9ac1d2927996c37e51,7cef9a3e9483760ea9b7737c00bdc2a5c4f3111698a080d87a43215e1d6e2c68,f92ae3dd608f94daf5ad1598b962ee3988136cfcb6258e771c2515b5cc82c610,f3867ab6f87b636553b16a1b29315d659f30f8bfb65adb4c36fa39e248066f85,a8c9fd96b162b2c0d8d8cd817add0ac96807e249e105ebf7f9c84044ee4f5b95
"0","0","1011612545","0","0","10116125","45","3.221","9","260","1","0"
"0","3.999","1011612546","0","1","10116125","46","0","0","0","4","0"
"0","0","1011612547","260","0","10116125","47","0.727","9","420","1","0"
"0","1.405","1011612548","0","1","10116125","48","0","0","0","4","0"
"0","0","1011612549","0","0","10116125","49","2.085","10","175","1","0"
"0","3.523","1011612550","0","1","10116125","50","0","0","0","4","0"
"vo_won","0","1011612551","0","0","10116125","51","0","0","0","2","vo_won_10116125_06"
"0","0","1011612552","0","0","10116125","52","0.62","11","72","1","0"
"0","1.355","1011612553","0","1","10116125","53","0","0","0","4","0"
"0","0","1011612554","72","0","10116125","54","2.483","11","440","1","0"
"0","3.03","1011612555","0","1","10116125","55","0","0","0","4","0"
"0","0","1011612556","0","0","10116125","56","1.284","12","220","1","0"
"0","0.8","1011613501","0","1","10116135","1","0","0","0","4","0"
"vo_won","0","1011613502","0","0","10116135","2","0","0","0","2","vo_won_10116135_01"
"0","0","1011613503","0","0","10116135","3","2.046","1","210","1","0"
"0","2.601","1011613504","0","1","10116135","4","0","0","0","4","0"
"0","0","1011613505","210","0","10116135","5","1.646","1","450","1","0"
"0","2.101","1011613506","0","1","10116135","6","0","0","0","4","0"
"0","0","1011613507","0","0","10116135","7","2.992","2","410","1","0"
"0","4.249","1011613508","0","1","10116135","8","0","0","0","4","0"
"vo_won","0","1011613509","0","0","10116135","9","0","0","0","2","vo_won_10116135_02"
"0","0","1011613510","0","0","10116135","10","0.865","3","210","1","0"
"0","1.349","1011613511","0","1","10116135","11","0","0","0","4","0"
"0","0","1011613512","210","0","10116135","12","2.925","3","450","1","0"
"0","2.925","1011613513","0","1","10116135","13","0","0","0","4","0"
"0","0","1011613514","0","0","10116135","14","0.64","4","0","1","0"
"0","1.089","1011613515","0","1","10116135","15","0","0","0","4","0"
"0","0","1011613516","0","0","10116135","16","1.967","4","210","1","0"
"0","3.198","1011613517","0","1","10116135","17","0","0","0","4","0"
"vo_won","0","1011613518","0","0","10116135","18","0","0","0","2","vo_won_10116135_03"
"0","0","1011613519","210","0","10116135","19","1.26","4","450","1","0"
"0","1.26","1011613520","0","1","10116135","20","0","0","0","4","0"
"0","0","1011613521","0","0","10116135","21","1.394","5","54","1","0"
"0","2.162","1011613522","0","1","10116135","22","0","0","0","4","0"
"0","0","1011613523","54","0","10116135","23","2.355","5","210","1","0"
"0","2.355","1011613524","0","1","10116135","24","0","0","0","4","0"
"0","0","1011613525","210","0","10116135","25","1.323","5","450","1","0"
"0","2","1011613526","0","1","10116135","26","0","0","0","4","0"
"0","0","1011613527","0","0","10116135","27","1.323","6","166","1","0"
"0","2.01","1011613528","0","1","10116135","28","0","0","0","4","0"
"vo_won","0","1011613529","0","0","10116135","29","0","0","0","2","vo_won_10116135_04"
"0","0","1011613530","166","0","10116135","30","1.54","6","450","1","0"
"0","2.182","1011613531","0","1","10116135","31","0","0","0","4","0"
"0","0","1011613532","0","0","10116135","32","2.931","7","188","1","0"
"0","4.229","1011613533","0","1","10116135","33","0","0","0","4","0"
"vo_won","0","1011613534","0","0","10116135","34","0","0","0","2","vo_won_10116135_05"
"0","0","1011613535","188","0","10116135","35","0.876","7","450","1","0"
"0","1.994","1011613536","0","1","10116135","36","0","0","0","4","0"
"vo_won","0","1011613537","0","0","10116135","37","0","0","0","2","vo_won_10116135_06"
"0","0","1011613538","0","0","10116135","38","3.336","8","450","1","0"
"0","3.882","1011613539","0","1","10116135","39","0","0","0","4","0"
"0","0","1011613540","0","0","10116135","40","4.02399999999999","9","450","1","0"
"0","5.214","1011613541","0","1","10116135","41","0","0","0","4","0"
"vo_won","0","1011613542","0","0","10116135","42","0","0","0","2","vo_won_10116135_07"
"0","0","1011613543","0","0","10116135","43","0.536","10","120","1","0"
"0","0.952","1011613544","0","1","10116135","44","0","0","0","4","0"
"0","0","1011613545","120","0","10116135","45","1.989","10","450","1","0"
"0","3.059","1011613546","0","1","10116135","46","0","0","0","4","0"
"vo_won","0","1011613547","0","0","10116135","47","0","0","0","2","vo_won_10116135_08"
"0","0","1011613548","0","0","10116135","48","1.83600000000001","11","187","1","0"
"0","1.83600000000001","1011613549","0","1","10116135","49","0","0","0","4","0"
"0","0","1011613550","187","0","10116135","50","2.392","11","450","1","0"
"0","3.659","1011613551","0","1","10116135","51","0","0","0","4","0"
"vo_won","0","1011613552","0","0","10116135","52","0","0","0","2","vo_won_10116135_09"
"0","0","1011613553","0","0","10116135","53","0.558","12","54","1","0"
"0","0.558","1011613554","0","1","10116135","54","0","0","0","4","0"
"0","0","1011613555","54","0","10116135","55","2.208","12","255","1","0"
"0","3.355","1011613556","0","1","10116135","56","0","0","0","4","0"
"vo_won","0","1011613557","0","0","10116135","57","0","0","0","2","vo_won_10116135_10"
"0","0","1011613558","255","0","10116135","58","1.939","12","450","1","0"
"0","1.939","1011613559","0","1","10116135","59","0","0","0","4","0"
"0","0","1011613560","0","0","10116135","60","1.895","13","207","1","0"
"0","3.56","1011613561","0","1","10116135","61","0","0","0","4","0"
"vo_won","0","1011613562","0","0","10116135","62","0","0","0","2","vo_won_10116135_11"
"0","0","1011613563","207","0","10116135","63","1.826","13","450","1","0"
"0","2.452","1011613564","0","1","10116135","64","0","0","0","4","0"
"vo_won","0","1011613565","0","0","10116135","65","0","0","0","2","vo_won_10116135_12"
"0","0","1011613566","0","0","10116135","66","1.196","14","140","1","0"
"0","1.679","1011613567","0","1","10116135","67","0","0","0","4","0"
"0","0","1011613568","140","0","10116135","68","2.542","14","450","1","0"
"0","0.8","1011621501","0","1","10116215","1","0","0","0","4","0"
"0","0","1011621502","0","0","10116215","2","0.388","1","50","1","0"
"0","0.388","1011621503","0","1","10116215","3","0","0","0","4","0"
"vo_won","0","1011621504","0","0","10116215","4","0","0","0","2","vo_won_10116215_01"
"0","0","1011621505","50","0","10116215","5","2.36","1","320","1","0"
"0","3.141","1011621506","0","1","10116215","6","0","0","0","4","0"
"vo_won","0","1011621507","0","0","10116215","7","0","0","0","2","vo_won_10116215_02"
"0","0","1011621508","0","0","10116215","8","1.385","2","318","1","0"
"0","1.9","1011621509","0","1","10116215","9","0","0","0","4","0"
"0","0","1011621510","318","0","10116215","10","1.933","2","450","1","0"
"0","1.933","1011621511","0","1","10116215","11","0","0","0","4","0"
"0","0","1011621512","0","0","10116215","12","1.385","3","184","1","0"
"0","1.9","1011621513","0","1","10116215","13","0","0","0","4","0"
"vo_won","0","1011621514","0","0","10116215","14","0","0","0","2","vo_won_10116215_03"
"0","0","1011621515","184","0","10116215","15","2.347","3","440","1","0"
"0","2.347","1011621516","0","1","10116215","16","0","0","0","4","0"
"0","0","1011621517","0","0","10116215","17","1.01","4","0","1","0"
"0","1.545","1011621518","0","1","10116215","18","0","0","0","4","0"
"0","0","1011621519","0","0","10116215","19","1.84","4","230","1","0"
"0","2.212","1011621520","0","1","10116215","20","0","0","0","4","0"
"0","0","1011621521","230","0","10116215","21","2.516","4","440","1","0"
"0","2.516","1011621522","0","1","10116215","22","0","0","0","4","0"
"0","0","1011621523","0","0","10116215","23","0.416","5","94","1","0"
"0","1.53","1011621524","0","1","10116215","24","0","0","0","4","0"
"vo_won","0","1011621525","0","0","10116215","25","0","0","0","2","vo_won_10116215_04"
"0","0","1011621526","94","0","10116215","26","1.386","5","316","1","0"
"0","1.878","1011621527","0","1","10116215","27","0","0","0","4","0"
"0","0","1011621528","316","0","10116215","28","1.523","5","440","1","0"
"0","1.523","1011621529","0","1","10116215","29","0","0","0","4","0"
"0","0","1011621530","0","0","10116215","30","1.493","6","265","1","0"
"0","2.416","1011621531","0","1","10116215","31","0","0","0","4","0"
"vo_won","0","1011621532","0","0","10116215","32","0","0","0","2","vo_won_10116215_05"
"0","0","1011621533","0","0","10116215","33","0.341","7","95","1","0"
"0","0.921","1011621534","0","1","10116215","34","0","0","0","4","0"
"0","0","1011621535","95","0","10116215","35","3","7","450","1","0"
"0","3","1011621536","0","1","10116215","36","0","0","0","4","0"
"0","0","1011621537","0","0","10116215","37","0.701","8","72","1","0"
"0","1.45","1011621538","0","1","10116215","38","0","0","0","4","0"
"vo_won","0","1011621539","0","0","10116215","39","0","0","0","2","vo_won_10116215_06"
"0","0","1011621540","72","0","10116215","40","0.447","8","135","1","0"
"0","1.219","1011621541","0","1","10116215","41","0","0","0","4","0"
"0","0","1011621542","135","0","10116215","42","3","8","450","1","0"
"0","3","1011621543","0","1","10116215","43","0","0","0","4","0"
"0","0","1011621544","0","0","10116215","44","0.295","9","71","1","0"
"0","0.769","1011621545","0","1","10116215","45","0","0","0","4","0"
"0","0","1011621546","71","0","10116215","46","3.474","9","430","1","0"
"0","4.818","1011621547","0","1","10116215","47","0","0","0","4","0"
"vo_won","0","1011621548","0","0","10116215","48","0","0","0","2","vo_won_10116215_07"
"0","0","1011621549","0","0","10116215","49","2.628","10","328","1","0"
"0","3.159","1011621550","0","1","10116215","50","0","0","0","4","0"
"0","0","1011621551","328","0","10116215","51","1.2","10","450","1","0"
"0","1.2","1011621552","0","1","10116215","52","0","0","0","4","0"
"0","0","1011621553","0","0","10116215","53","1.254","11","230","1","0"
"0","2.382","1011621554","0","1","10116215","54","0","0","0","4","0"
"vo_won","0","1011621555","0","0","10116215","55","0","0","0","2","vo_won_10116215_08"
"0","0","1011621556","0","0","10116215","56","2.514","12","270","1","0"
"0","3.089","1011621557","0","1","10116215","57","0","0","0","4","0"
"0","0","1011621558","270","0","10116215","58","2","12","450","1","0"
"0","2","1011621559","0","1","10116215","59","0","0","0","4","0"
"0","0","1011621560","0","0","10116215","60","0.104","13","113","1","0"
"0","0.494","1011621561","0","1","10116215","61","0","0","0","4","0"
"vo_won","0","1011621562","0","0","10116215","62","0","0","0","2","vo_won_10116215_09"
"0","0","1011621563","113","0","10116215","63","0.799","13","190","1","0"
"0","0.8","1011622501","0","1","10116225","1","0","0","0","4","0"
"vo_won","0","1011622502","0","0","10116225","2","0","0","0","2","vo_won_10116225_01"
"0","0","1011622503","0","0","10116225","3","3.617","1","430","1","0"
"0","3.913","1011622504","0","1","10116225","4","0","0","0","4","0"
"0","0","1011622505","0","0","10116225","5","2.134","2","250","1","0"
"0","2.83","1011622506","0","1","10116225","6","0","0","0","4","0"
"0","0","1011622507","250","0","10116225","7","1.272","2","450","1","0"
"0","1.697","1011622508","0","1","10116225","8","0","0","0","4","0"
"0","0","1011622509","0","0","10116225","9","2.973","3","450","1","0"
"0","4.106","1011622510","0","1","10116225","10","0","0","0","4","0"
"vo_won","0","1011622511","0","0","10116225","11","0","0","0","2","vo_won_10116225_02"
"0","0","1011622512","0","0","10116225","12","3.799","4","430","1","0"
"0","4.289","1011622513","0","1","10116225","13","0","0","0","4","0"
"0","0","1011622514","0","0","10116225","14","3.027","5","370","1","0"
"0","3.596","1011622515","0","1","10116225","15","0","0","0","4","0"
"0","0","1011622516","0","0","10116225","16","2.979","6","420","1","0"
"0","3.713","1011622517","0","1","10116225","17","0","0","0","4","0"
"0","0","1011622518","0","0","10116225","18","3.625","7","450","1","0"
"0","4.113","1011622519","0","1","10116225","19","0","0","0","4","0"
"0","0","1011622520","0","0","10116225","20","4.389","8","450","1","0"
"0","5.693","1011622521","0","1","10116225","21","0","0","0","4","0"
"vo_won","0","1011622522","0","0","10116225","22","0","0","0","2","vo_won_10116225_03"
"0","0","1011622523","0","0","10116225","23","4.285","9","450","1","0"
"0","4.285","1011622524","0","1","10116225","24","0","0","0","4","0"
"0","0","1011622525","0","0","10116225","25","1.638","10","230","1","0"
"0","2.675","1011622526","0","1","10116225","26","0","0","0","4","0"
"vo_won","0","1011622527","0","0","10116225","27","0","0","0","2","vo_won_10116225_04"
"0","0","1011622528","0","0","10116225","28","2.181","11","450","1","0"
"0","2.757","1011622529","0","1","10116225","29","0","0","0","4","0"
"0","0","1011622530","0","0","10116225","30","0.688","12","50","1","0"
"0","1.004","1011622531","0","1","10116225","31","0","0","0","4","0"
"0","0","1011622532","50","0","10116225","32","4.031","12","450","1","0"
"0","4.031","1011622533","0","1","10116225","33","0","0","0","4","0"
"0","0","1011622534","0","0","10116225","34","1.989","13","280","1","0"
"0","2.935","1011622535","0","1","10116225","35","0","0","0","4","0"
"vo_won","0","1011622536","0","0","10116225","36","0","0","0","2","vo_won_10116225_05"
"0","0","1011622537","0","0","10116225","37","1.9","14","187","1","0"
"0","2.389","1011622538","0","1","10116225","38","0","0","0","4","0"
"0","0","1011622539","187","0","10116225","39","1.731","14","430","1","0"
"0","0.8","1011623501","0","1","10116235","1","0","0","0","4","0"
"vo_won","0","1011623502","0","0","10116235","2","0","0","0","2","vo_won_10116235_01"
"0","0","1011623503","0","0","10116235","3","3.959","1","450","1","0"
"0","4.004","1011623504","0","1","10116235","4","0","0","0","4","0"
"0","0","1011623505","0","0","10116235","5","3.661","2","275","1","0"
"0","4.388","1011623506","0","1","10116235","6","0","0","0","4","0"
"0","0","1011623507","275","0","10116235","7","2","2","450","1","0"
"0","2","1011623508","0","1","10116235","8","0","0","0","4","0"
"0","0","1011623509","0","0","10116235","9","2.078","3","207","1","0"
"0","2.692","1011623510","0","1","10116235","10","0","0","0","4","0"
"0","0","1011623511","207","0","10116235","11","1.878","3","450","1","0"
"0","1.878","1011623512","0","1","10116235","12","0","0","0","4","0"
"0","0","1011623513","0","0","10116235","13","1.877","4","450","1","0"
"0","1.877","1011623514","0","1","10116235","14","0","0","0","4","0"
"0","0","1011623515","450","0","10116235","15","0.508","4","450","1","0"
"0","1.54","1011623516","0","1","10116235","16","0","0","0","4","0"
"vo_won","0","1011623517","0","0","10116235","17","0","0","0","2","vo_won_10116235_02"
"0","0","1011623518","0","0","10116235","18","2.822","5","450","1","0"
"0","2.822","1011623519","0","1","10116235","19","0","0","0","4","0"
"0","0","1011623520","0","0","10116235","20","3.483","6","249","1","0"
"0","3.483","1011623521","0","1","10116235","21","0","0","0","4","0"
"0","0","1011623522","249","0","10116235","22","0.916","6","249","1","0"
"0","1.779","1011623523","0","1","10116235","23","0","0","0","4","0"
"0","0","1011623524","249","0","10116235","24","3.202","6","450","1","0"
"0","3.202","1011623525","0","1","10116235","25","0","0","0","4","0"
"0","0","1011623526","0","0","10116235","26","3.61","7","450","1","0"
"0","4.249","1011623527","0","1","10116235","27","0","0","0","4","0"
"0","0","1011623528","0","0","10116235","28","3.269","8","450","1","0"
"0","3.269","1011623529","0","1","10116235","29","0","0","0","4","0"
"0","0","1011623530","450","0","10116235","30","2.274","8","450","1","0"
"0","2.643","1011623531","0","1","10116235","31","0","0","0","4","0"
"vo_won","0","1011623532","0","0","10116235","32","0","0","0","2","vo_won_10116235_03"
"0","0","1011623533","0","0","10116235","33","3.522","9","255","1","0"
"0","4.483","1011623534","0","1","10116235","34","0","0","0","4","0"
"0","0","1011623535","255","0","10116235","35","1.346","9","450","1","0"
"0","1.414","1011623536","0","1","10116235","36","0","0","0","4","0"
"0","0","1011623537","0","0","10116235","37","1.345","10","210","1","0"
"0","1.414","1011623538","0","1","10116235","38","0","0","0","4","0"
"0","0","1011623539","210","0","10116235","39","1.702","10","380","1","0"
