2f0c5a06d53bb7bb8d6c4adb6d90cbc6326246f11c74fd8e14f36a41d87e378e,e0c62158455c940f87f160f9495c9a0f587e7d5c282e9126cb163e82acd4dd8e,5b0c7dcab48de6cd8ba2fb66bad96cac9ad76e7612c3572a9fa479093d887fbb,3fe2ef7021902649e4161cdf307b4fb3b101e98cd1d0bf536710a2c0174983f6,de3fa7ac22500837ef1926090b4e6a1ce79fc1378d311eccfaa809768f57d526,d05b6b232fa0a6ad711055e84a328f4c7afb774bd04c42a95f4324913c0a3dce,de6da956f93977e3d5ebd9bdec41a324d7caf6f2dd5e65ea2c826c88733c3759,a81330e69e9998fbb6b617eb994280c13e284b2e82fcf2bd63f84ac93734d49b,4e0e41a3ba40a80e2e8a1ea6b53f7f7def92b28039b9ce47d354461af1a934d4,49040e40f2b973c4073579e7a543994c24ff29a4f90d3bebc3102461716aa065,73e8cc1bdd34975ef3c9d913a3b8f9974de539bca4555f7200d8587bfa422a55,eb985204f2f00072ffd52601fc6b7a2131527b60785344f5e3378e83af66c5d7,04d512b1dea13bf563b7074f96656c9269380060ae17650d175d9bb4d1b97545,a6efa9f6b7851c2ca0514e991317bc7407dd711da70734d0a57fa01fbfe35ae2,78b606d0a8b35fa2f4d1d6eeb0a3878f4188802c5ecb92b82da6932776c7b9dd,01096776714b2f477ae5b60ca13283399741e80136fe709329f8bc27db6d8bce,20fef869f2ea3ca36e2a222280abcaa3e1230cdde9ff0c9bff088964796d000b,f2895b2485e8114e4f2607f80b226e2f0f2d7191ae85730150b95a18c5474776
"4","0","","212","0","0","0","0","4","2","34","0","0","","9403","0","0","0"
"4","0","","213","0","0","0","0","5","4","31","0","0","","9404","0","0","0"
"4","0","","214","0","0","0","0","6","6","37","0","0","","9405","0","0","0"
"4","0","","215","0","0","0","0","7","8","38","0","0","","9406","0","0","0"
"4","0","","517","0","0","0","0","8","31","38","0","0","","9411","0","0","0"
"4","0","","518","0","0","0","0","9","33","38","0","0","","9412","0","0","0"
"5","0","","519","30","908","0","0","109","1","0","0","0","","9319","0","0","0"
"4","0","","520","0","0","0","0","4","23","34","0","0","","9407","0","0","0"
"4","0","","521","0","0","0","0","5","25","31","0","0","","9408","0","0","0"
"4","0","","522","0","0","0","0","6","27","37","0","0","","9409","0","0","0"
"4","0","","523","0","0","0","0","7","29","38","0","0","","9410","0","0","0"
"4","0","","536","0","0","0","0","4","24","34","0","0","","9413","0","0","0"
"4","0","","537","0","0","0","0","5","26","31","0","0","","9414","0","0","0"
"4","0","","538","0","0","0","0","6","28","37","0","0","","9415","0","0","0"
"4","0","","539","0","0","0","0","7","30","38","0","0","","9416","0","0","0"
"4","0","","540","0","0","0","0","8","32","38","0","0","","9417","0","0","0"
"4","0","","541","0","0","0","0","9","34","38","0","0","","9418","0","0","0"
"4","0","","542","0","0","0","0","10","35","37","0","0","","9419","0","0","0"
"4","0","","543","0","0","0","0","11","36","37","0","0","","9420","0","0","0"
"5","0","","550","30","908","0","0","110","1","0","0","0","","9319","0","0","0"
"4","0","","561","0","0","0","0","4","37","34","0","0","","9421","0","0","0"
"4","0","","562","0","0","0","0","5","38","31","0","0","","9422","0","0","0"
"4","0","","563","0","0","0","0","6","39","37","0","0","","9423","0","0","0"
"4","0","","564","0","0","0","0","7","40","38","0","0","","9424","0","0","0"
"4","0","","565","0","0","0","0","8","41","37","0","0","","9425","0","0","0"
"4","0","","566","0","0","0","0","9","42","37","0","0","","9426","0","0","0"
"4","0","","567","0","0","0","0","10","43","37","0","0","","9427","0","0","0"
"4","0","","568","0","0","0","0","11","44","37","0","0","","9428","0","0","0"
"4","0","","569","0","0","0","0","12","45","37","0","0","","9429","0","0","0"
"4","0","","570","0","0","0","0","13","46","37","0","0","","9430","0","0","0"
"5","0","","571","30","908","0","0","111","1","0","0","0","","9319","0","0","0"
"5","0","","572","30","908","0","0","112","1","0","0","0","","9319","0","0","0"
"5","0","","575","30","908","0","0","113","1","0","0","0","","9319","0","0","0"
"5","0","","609","30","908","0","0","114","1","0","0","0","","9319","0","0","0"
"5","0","","616","30","908","0","0","124","1","0","0","0","","9319","0","0","0"
"0","0","","617","0","0","0","0","115","27","0","0","0","","99634","0","0","0"
"0","0","","618","0","0","0","0","116","28","0","0","0","","99635","0","0","0"
"0","0","","619","0","0","0","0","117","29","0","0","0","","99636","0","0","0"
"0","0","","620","0","0","0","0","118","30","0","0","0","","99638","0","0","0"
"4","0","","621","0","0","0","0","119","11","0","0","0","","99639","0","0","0"
"4","0","","622","0","0","0","0","120","12","0","0","0","","99640","0","0","0"
"4","0","","623","0","0","0","0","121","13","0","0","0","","99641","0","0","0"
"4","0","","624","0","0","0","0","122","14","0","0","0","","99642","0","0","0"
"4","0","","625","0","0","0","0","123","15","0","0","0","","99643","0","0","0"
"5","0","","626","30","908","0","0","125","1","0","0","0","","9319","0","0","0"
"6","0","","627","0","0","0","0","126","1","0","0","0","","9431","0","0","0"
"6","0","","628","0","0","0","0","127","1","0","0","0","","9431","0","0","0"
"0","0","","629","0","0","0","0","128","31","0","0","0","","99650","0","0","0"
"0","0","","630","0","0","0","0","129","32","0","0","0","","99651","0","0","0"
"0","0","","631","0","0","0","0","117","33","0","0","0","","99652","0","0","0"
"5","0","","632","30","908","0","0","130","1","0","0","0","","9319","0","0","0"
"7","0","","633","0","0","0","0","131","1","0","0","0","","9319","0","0","0"
"6","0","","634","0","0","0","0","132","2","0","0","0","","9432","0","0","0"
"6","0","","635","0","0","0","0","133","2","0","0","0","","9432","0","0","0"
"0","0","","637","0","0","0","0","117","34","0","0","0","","99658","0","0","0"
"0","0","","638","0","0","0","0","134","35","0","0","0","","99659","0","0","0"
"0","0","","639","0","0","0","0","135","36","0","0","0","","99660","0","0","0"
"0","0","","640","0","0","0","0","136","37","0","0","0","","99661","0","0","0"
"5","0","","641","30","908","0","0","137","1","0","0","0","","9319","0","0","0"
"6","0","","642","0","0","0","0","138","3","0","0","0","","9433","0","0","0"
"0","0","","643","0","0","0","0","117","34","0","0","0","","99669","0","0","0"
"0","0","","644","0","0","0","0","134","35","0","0","0","","99670","0","0","0"
"0","0","","645","0","0","0","0","135","36","0","0","0","","99671","0","0","0"
"0","0","","646","0","0","0","0","136","37","0","0","0","","99672","0","0","0"
"6","0","","648","0","0","0","0","139","2","0","0","0","","99674","0","0","0"
"5","0","","649","30","908","0","0","140","1","0","0","0","","9319","0","0","0"
"6","0","","650","0","0","0","0","141","5","0","0","0","","99677","0","0","0"
"6","0","","651","0","0","0","0","142","6","0","0","0","","9435","0","0","0"
"6","0","","652","0","0","0","0","143","7","0","0","0","","9435","0","0","0"
"6","0","","653","0","0","0","0","144","8","0","0","0","","9435","0","0","0"
"6","0","","654","0","0","0","0","145","9","0","0","0","","9435","0","0","0"
"6","0","","655","0","0","0","0","146","10","0","0","0","","9435","0","0","0"
"5","0","","656","30","908","0","0","147","1","0","0","0","","9319","0","0","0"
"6","0","","657","0","0","0","0","148","4","0","0","0","","9434","0","0","0"
"0","0","","659","0","0","0","0","117","34","0","0","0","","99687","0","0","0"
"0","0","","660","0","0","0","0","134","35","0","0","0","","99688","0","0","0"
"0","0","","661","0","0","0","0","136","37","0","0","0","","99689","0","0","0"
"6","0","","662","0","0","0","0","149","5","0","0","0","","9438","0","0","0"
"6","0","","663","0","0","0","0","150","4","0","0","0","","9434","0","0","0"
"5","0","","664","30","908","0","0","151","1","0","0","0","","9319","0","0","0"
"6","0","","665","0","0","0","0","152","6","0","0","0","","9437","0","0","0"
"6","0","","666","0","0","0","0","139","5","0","0","0","","99674","0","0","0"
"6","0","","667","0","0","0","0","142","7","0","0","0","","9435","0","0","0"
"6","0","","668","0","0","0","0","143","8","0","0","0","","9435","0","0","0"
"6","0","","669","0","0","0","0","144","9","0","0","0","","9435","0","0","0"
"6","0","","670","0","0","0","0","145","10","0","0","0","","9435","0","0","0"
"6","0","","671","0","0","0","0","146","11","0","0","0","","9435","0","0","0"
"6","0","","672","0","0","0","0","153","3","0","0","0","","9439","0","0","0"
"6","0","","673","0","0","0","0","154","14","0","0","0","","9438","0","0","0"
"5","0","","674","30","908","0","0","155","1","0","0","0","","9319","0","0","0"
"6","0","","675","0","0","0","0","139","3","0","0","0","","99677","0","0","0"
"6","0","","676","0","0","0","0","156","4","0","0","0","","9434","0","0","0"
"6","0","","677","0","0","0","0","157","5","0","0","0","","9437","0","0","0"
"6","0","","678","0","0","0","0","158","8","0","0","0","","9436","0","0","0"
"6","0","","679","0","0","0","0","159","7","0","0","0","","9436","0","0","0"
"6","0","","680","0","0","0","0","160","6","0","0","0","","9436","0","0","0"
"6","0","","681","0","0","0","0","142","9","0","0","0","","9436","0","0","0"
"6","0","","682","0","0","0","0","143","10","0","0","0","","9436","0","0","0"
"6","0","","683","0","0","0","0","144","11","0","0","0","","9436","0","0","0"
"6","0","","684","0","0","0","0","145","12","0","0","0","","9436","0","0","0"
"6","0","","685","0","0","0","0","146","13","0","0","0","","9436","0","0","0"
"6","0","","686","0","0","0","0","158","12","0","0","0","","9436","0","0","0"
"6","0","","687","0","0","0","0","159","11","0","0","0","","9436","0","0","0"
"6","0","","688","0","0","0","0","160","10","0","0","0","","9436","0","0","0"
"6","0","","689","0","0","0","0","142","13","0","0","0","","9436","0","0","0"
"6","0","","690","0","0","0","0","143","14","0","0","0","","9436","0","0","0"
"6","0","","691","0","0","0","0","144","12","0","0","0","","9436","0","0","0"
"6","0","","692","0","0","0","0","145","13","0","0","0","","9436","0","0","0"
"6","0","","693","0","0","0","0","146","14","0","0","0","","9436","0","0","0"
"6","0","","694","0","0","0","0","161","8","0","0","0","","9437","0","0","0"
"6","0","","695","0","0","0","0","162","7","0","0","0","","9434","0","0","0"
"6","0","","696","0","0","0","0","139","4","0","0","0","","99695","0","0","0"
"5","0","","697","30","908","0","0","163","1","0","0","0","","9319","0","0","0"
"5","0","","698","30","908","0","0","164","1","0","0","0","","9319","0","0","0"
"6","0","","699","0","0","0","0","165","22","0","0","0","","9433","0","0","0"
"6","0","","700","0","0","0","0","166","20","0","0","0","","9444","0","0","0"
"6","0","","701","0","0","0","0","167","19","0","0","0","","9443","0","0","0"
"0","0","","703","0","0","0","0","117","34","0","0","0","","99697","0","0","0"
"0","0","","704","0","0","0","0","134","35","0","0","0","","99698","0","0","0"
"0","0","","705","0","0","0","0","136","37","0","0","0","","99699","0","0","0"
"0","0","","706","0","0","0","0","168","31","0","0","0","","99700","0","0","0"
"0","0","","707","0","0","0","0","169","32","0","0","0","","99701","0","0","0"
"6","0","","708","0","0","0","0","170","9","0","0","0","","9434","0","0","0"
"6","0","","709","0","0","0","0","171","10","0","0","0","","9437","0","0","0"
"6","0","","710","0","0","0","0","139","7","0","0","0","","9441","0","0","0"
"6","0","","711","0","0","0","0","158","13","0","0","0","","9436","0","0","0"
"6","0","","712","0","0","0","0","159","12","0","0","0","","9436","0","0","0"
"6","0","","713","0","0","0","0","160","11","0","0","0","","9436","0","0","0"
"6","0","","714","0","0","0","0","142","14","0","0","0","","9436","0","0","0"
"6","0","","715","0","0","0","0","143","15","0","0","0","","9436","0","0","0"
"6","0","","716","0","0","0","0","144","16","0","0","0","","9436","0","0","0"
"6","0","","717","0","0","0","0","145","17","0","0","0","","9436","0","0","0"
"6","0","","718","0","0","0","0","146","18","0","0","0","","9436","0","0","0"
"5","0","","719","30","908","0","0","172","1","0","0","0","","9319","0","0","0"
"6","0","","720","0","0","0","0","173","6","0","0","0","","9445","0","0","0"
"6","0","","721","0","0","0","0","174","8","0","0","0","","9438","0","0","0"
"6","0","","722","0","0","0","0","175","5","0","0","0","","9446","0","0","0"
"6","0","","723","0","0","0","0","176","1","0","0","0","","9448","0","0","0"
"6","0","","724","0","0","0","0","177","9","0","0","0","","99709","0","0","0"
"6","0","","725","0","0","0","0","174","11","0","0","0","","9438","0","0","0"
"6","0","","726","0","0","0","0","178","0","0","0","0","","9437","0","0","0"
"6","0","","727","0","0","0","0","179","0","0","0","0","","9434","0","0","0"
"6","0","","728","0","0","0","0","180","0","0","0","0","","99695","0","0","0"
"6","0","","729","0","0","0","0","158","0","0","0","0","","9436","0","0","0"
"6","0","","730","0","0","0","0","159","0","0","0","0","","9436","0","0","0"
"6","0","","731","0","0","0","0","160","0","0","0","0","","9436","0","0","0"
"6","0","","732","0","0","0","0","142","0","0","0","0","","9436","0","0","0"
"6","0","","733","0","0","0","0","143","0","0","0","0","","9436","0","0","0"
"6","0","","734","0","0","0","0","144","0","0","0","0","","9436","0","0","0"
"6","0","","735","0","0","0","0","145","0","0","0","0","","9436","0","0","0"
"6","0","","736","0","0","0","0","146","0","0","0","0","","9436","0","0","0"
"5","0","","737","30","908","0","0","181","1","0","0","0","","9319","0","0","0"
"10","0","","738","30","0","0","6","182","0","0","0","0","30天內活動禮包","9450","0","0","0"
"6","0","","739","0","0","0","0","183","2","0","0","0","","9451","0","0","0"
"0","0","","741","0","0","0","0","117","34","0","0","0","","99712","0","0","0"
"0","0","","742","0","0","0","0","134","35","0","0","0","","99713","0","0","0"
"0","0","","743","0","0","0","0","136","37","0","0","0","","99714","0","0","0"
"0","0","","744","0","0","0","0","184","31","0","0","0","","99715","0","0","0"
"0","0","","745","0","0","0","0","185","32","0","0","0","","99716","0","0","0"
"0","0","","746","0","0","0","0","183","11","0","0","0","","9451","0","0","0"
"5","0","","749","30","908","0","0","186","11","0","0","0","","9440","0","0","0"
"6","0","","750","0","0","0","0","174","14","0","0","0","","9438","0","0","0"
"6","0","","751","0","0","0","0","187","16","0","0","0","","9437","0","0","0"
"6","0","","752","0","0","0","0","188","15","0","0","0","","9525","0","0","0"
"6","0","","753","0","0","0","0","180","13","0","0","0","","9441","0","0","0"
"6","0","","756","0","0","0","0","189","12","0","0","0","","9526","0","0","0"
"6","0","","757","0","0","0","0","189","13","0","0","0","","9526","0","0","0"
"6","0","","758","0","0","0","0","202","17","0","0","0","","9437","0","0","0"
"6","0","","759","0","0","0","0","199","16","0","0","0","","9525","0","0","0"
"6","0","","760","0","0","0","0","165","15","0","0","0","","9433","0","0","0"
"6","0","","761","0","0","0","0","180","14","0","0","0","","99695","0","0","0"
"5","0","","762","30","0","0","0","200","12","0","0","0","","9440","0","0","0"
"5","0","","763","30","0","0","0","201","11","0","0","0","","9442","0","0","0"
"5","0","","1501","0","908","0","0","198","0","0","0","0","","9440","0","0","0"
"6","0","","1502","0","0","0","0","190","206","0","0","0","","9441","0","0","0"
"6","0","","1503","0","0","0","4","192","0","0","0","0","","99723","0","0","0"
"8","0","","1504","30","130","0","4","191","0","0","1","0","成長支援禮包．深域冒險","99723","0","17001003","405"
"6","0","","1505","0","0","0","4","193","101","0","0","0","冒險支援禮包．連結RANK","99724","0","0","0"
"6","0","","1506","0","0","0","4","194","101","0","0","0","冒險支援禮包．追憶之戰域","99724","0","0","0"
"6","0","","1507","0","0","0","4","195","102","0","0","0","連結RANK 強化應援體力禮包A","9527","0","0","0"
"6","0","","1508","0","0","0","4","196","103","0","0","0","連結RANK 強化應援體力禮包B","9527","0","0","0"
"6","0","","1509","0","0","0","4","197","104","0","0","0","連結RANK 強化應援體力禮包C","9527","0","0","0"
"9","0","","1511","0","512","0","4","203","101","0","1","0","冒險支援禮包．究極鍊成","99724","0","0","0"
"9","0","","1512","0","512","0","4","203","3","0","1","0","成長支援禮包．究極鍊成","99723","0","0","0"
"6","0","","1513","0","0","0","4","204","101","0","0","0","成長支援禮包．黎明界迷宮","99723","0","0","0"
