dda63c30a6d2c0059c6763a84e31136eac826600c91fac2e465f1450e6a6a57e,129a23b81cef88a954bac3a66c38dfcf4c5b26e88e2c78c79f997efe6e0a0fb4,ebb7f5097238b7c52d8ddf6743a37973ada14d218c4c1e24f0a9aa0ea822ba24,86deb9befbf306bc72563023517422edb411be13394978b7a8c83f10c14a7766,4599212ca5019c44a38a4c517111137861448f2efcb8b7d221955d03266fd1db,406e6ccdae680eb4c8e55bf2a1a4487d2d3c7eead8914466eb39ed235e0c5da6,693825f905f5d3e6e8f6c11491b0ba6bb2e610ccf17a566d13f9f406b8957e93,1b662998c2ed033379739e172afbe542152c4424dfda9a7ca3c9042a38eb1c42,fd7f96e7c20e531f043261af68d6b80ae9088bc9cadc0f1c514f46cb96a962f3,b32a096f5bea89193869be52d2ec1690e0f95dd0b5e82c58ee73757795ee49d3,d72ffcc1240400f64bce62c265b6864674b79ad0bc3c4a256338eaf1eec2eb62,2e7dd9c184e4e9d3bd46b241507dacec091c2abc9d11396547b6739b81474c92,a023d9b91bce7d326d666f544d451d20795223c4d887a98052767461af6bb92f,30116e32119be0d0509ea1d8039d4fbece071d1d98e11d44cc6018edfd6a11ef,f70796c8aaf8585b9cfd29222cea937b79fb0d1537314b24c849f962cd44beac
"2","631","6311","0","0","24","0","2023/04/18 05:00:00","2","63","6313","200","2816","0","6312"
"2","641","6411","0","0","-6","0","2023/04/19 05:00:00","2","64","6413","200","2816","0","6412"
"2","651","6511","0","0","-33","0","2023/04/20 05:00:00","2","65","6513","200","2816","0","6512"
"2","661","6611","0","0","-63","0","2023/04/21 05:00:00","2","66","6613","200","2816","0","6612"
"2","671","6711","0","0","-91","0","2023/04/22 05:00:00","2","67","6713","200","2816","0","6712"
"2","681","6811","0","0","-121","0","2023/04/23 05:00:00","2","68","6813","200","2816","0","6812"
"2","691","6911","0","0","-150","0","2023/04/24 05:00:00","2","69","6913","200","2816","0","6912"
"2","701","7011","0","0","-180","0","2023/04/25 05:00:00","2","70","7013","200","2816","0","7012"
"2","711","7111","0","0","-208","0","2023/04/26 05:00:00","2","71","7113","200","2816","0","7112"
"2","721","7211","0","0","-236","0","2023/04/27 05:00:00","2","72","7213","200","2816","0","7212"
"2","731","7311","0","0","-266","0","2023/04/28 05:00:00","2","73","7313","200","2816","0","7312"
"2","741","7411","0","0","-295","0","2023/04/29 05:00:00","2","74","7413","200","2816","0","7412"
"2","751","7511","0","1","-360","0","2023/04/30 05:00:00","2","75","7513","200","2816","0","7512"
"3","761","7611","0","0","344","0","2023/05/01 05:00:00","1","76","7613","100","2816","0","7612"
"3","771","7711","0","0","306","0","2023/05/02 05:00:00","1","77","7713","100","2816","0","7712"
"3","781","7811","0","0","390","0","2023/05/03 05:00:00","1","78","7813","100","2816","0","7812"
"3","791","7911","0","0","267","0","2023/05/04 05:00:00","1","79","7913","100","2816","0","7912"
"3","801","8011","9104403","0","254","0","2023/05/05 05:00:00","1","80","8013","100","2816","104401","8012"
"3","811","8111","0","0","230","0","2023/05/06 05:00:00","1","81","8113","100","2816","0","8112"
"3","821","8211","0","0","192","0","2023/05/07 05:00:00","1","82","8213","100","2816","0","8212"
"3","831","8311","0","0","284","0","2023/05/08 05:00:00","1","83","8313","100","2816","0","8312"
"3","841","8411","0","0","153","0","2023/05/09 05:00:00","1","84","8413","100","2816","0","8412"
"3","851","8511","9102303","0","0","0","2023/05/10 05:00:00","1","85","8513","100","2816","102301","8512"
"3","861","8611","9105903","0","-207","0","2023/05/11 05:00:00","1","86","8613","100","2816","105901","8612"
"3","871","8711","0","0","116","0","2023/05/12 05:00:00","1","87","8713","100","2816","0","8712"
"3","881","8811","0","0","78","0","2023/05/13 05:00:00","1","88","8813","100","2816","0","8812"
"3","891","8911","0","0","173","0","2023/05/14 05:00:00","1","89","8913","100","2816","0","8912"
"3","901","9011","0","0","145","0","2023/05/15 05:00:00","1","90","9013","100","2816","0","9012"
"3","911","9111","0","0","40","0","2023/05/16 05:00:00","1","91","9113","100","2816","0","9112"
"3","921","9211","0","0","0","0","2023/05/17 05:00:00","1","92","9213","100","2816","0","9212"
"3","931","9311","0","0","-36","0","2023/05/18 05:00:00","1","93","9313","100","2816","0","9312"
"3","941","9411","0","0","-75","0","2023/05/19 05:00:00","1","94","9413","100","2816","0","9412"
"3","951","9511","0","0","-111","0","2023/05/20 05:00:00","1","95","9513","100","2816","0","9512"
"3","961","9611","0","0","-113","0","2023/05/21 05:00:00","1","96","9613","100","2816","0","9612"
"3","971","9711","0","0","-150","0","2023/05/22 05:00:00","1","97","9713","100","2816","0","9712"
"3","981","9811","0","0","-226","0","2023/05/23 05:00:00","1","98","9813","100","2816","0","9812"
"3","991","9911","0","0","0","0","2023/05/24 05:00:00","1","99","9913","100","2816","0","9912"
"3","1001","10011","0","0","-70","0","2023/05/25 05:00:00","1","100","10013","100","2816","0","10012"
"3","1011","10111","0","0","-171","0","2023/05/26 05:00:00","1","101","10113","100","2816","0","10112"
"3","1021","10211","0","0","-263","0","2023/05/27 05:00:00","1","102","10213","100","2816","0","10212"
"3","1031","10311","0","0","-302","0","2023/05/28 05:00:00","1","103","10313","100","2816","0","10312"
"3","1041","10411","0","0","-245","0","2023/05/29 05:00:00","1","104","10413","100","2816","0","10412"
"3","1051","10511","0","0","-318","0","2023/05/30 05:00:00","1","105","10513","100","2816","0","10512"
"3","1061","10611","0","1","-348","0","2023/05/31 05:00:00","1","106","10613","100","2816","0","10612"
"4","1071","10711","0","0","328","0","2023/06/01 05:00:00","0","107","10713","300","2816","0","10712"
"4","1081","10811","0","0","287","0","2023/06/02 05:00:00","0","108","10813","300","2816","0","10812"
"4","1091","10911","9104203","0","220","0","2023/06/03 05:00:00","0","109","10913","300","2816","104201","10912"
"4","1101","11011","0","0","360","0","2023/06/04 05:00:00","0","110","11013","300","2816","0","11012"
"4","1111","11111","0","0","324","0","2023/06/05 05:00:00","0","111","11113","300","2816","0","11112"
"4","1121","11211","9104003","0","110","0","2023/06/06 05:00:00","0","112","11213","300","2816","104001","11212"
"4","1131","11311","0","0","246","0","2023/06/07 05:00:00","0","113","11313","300","2816","0","11312"
"4","1141","11411","0","0","205","0","2023/06/08 05:00:00","0","114","11413","300","2816","0","11412"
"4","1151","11511","9102103","0","-70","0","2023/06/09 05:00:00","0","115","11513","300","2816","102101","11512"
"4","1161","11611","0","0","334","0","2023/06/10 05:00:00","0","116","11613","300","2816","0","11612"
"4","1171","11711","0","0","280","0","2023/06/11 05:00:00","0","117","11713","300","2816","0","11712"
"4","1181","11811","0","0","164","0","2023/06/12 05:00:00","0","118","11813","300","2816","0","11812"
"4","1191","11911","0","0","123","0","2023/06/13 05:00:00","0","119","11913","300","2816","0","11912"
"4","1201","12011","0","0","82","0","2023/06/14 05:00:00","0","120","12013","300","2816","0","12012"
"4","1211","12111","0","0","122","0","2023/06/15 05:00:00","0","121","12113","300","2816","0","12112"
"4","1221","12211","0","0","92","0","2023/06/16 05:00:00","0","122","12213","300","2816","0","12212"
"4","1231","12311","9106303","0","-100","0","2023/06/17 05:00:00","0","123","12313","300","2816","106301","12312"
"4","1241","12411","0","0","41","0","2023/06/18 05:00:00","0","124","12413","300","2816","0","12412"
"4","1251","12511","0","0","0","0","2023/06/19 05:00:00","0","125","12513","300","2816","0","12512"
"4","1261","12611","0","0","70","0","2023/06/20 05:00:00","0","126","12613","300","2816","0","12612"
"4","1271","12711","0","0","31","0","2023/06/21 05:00:00","0","127","12713","300","2816","0","12712"
"4","1281","12811","0","0","-41","0","2023/06/22 05:00:00","0","128","12813","300","2816","0","12812"
"4","1291","12911","0","0","-82","0","2023/06/23 05:00:00","0","129","12913","300","2816","0","12912"
"4","1301","13011","0","0","-123","0","2023/06/24 05:00:00","0","130","13013","300","2816","0","13012"
"4","1311","13111","9106503","0","-180","0","2023/06/25 05:00:00","0","131","13113","300","2816","106501","13112"
"4","1321","13211","0","0","-164","0","2023/06/26 05:00:00","0","132","13213","300","2816","0","13212"
"4","1331","13311","0","0","-205","0","2023/06/27 05:00:00","0","133","13313","300","2816","0","13312"
"4","1341","13411","0","0","-246","0","2023/06/28 05:00:00","0","134","13413","300","2816","0","13412"
"4","1351","13511","0","0","-287","0","2023/06/29 05:00:00","0","135","13513","300","2816","0","13512"
"4","1361","13611","0","1","-370","0","2023/06/30 05:00:00","0","136","13613","300","2816","0","13612"
"5","1371","13711","0","0","357","0","2023/07/01 05:00:00","3","137","13713","400","2816","0","13712"
"5","1381","13811","0","0","319","0","2023/07/02 05:00:00","3","138","13813","400","2816","0","13812"
"5","1391","13911","0","0","330","0","2023/07/03 05:00:00","3","139","13913","400","2816","0","13912"
"5","1401","14011","0","0","305","0","2023/07/04 05:00:00","3","140","14013","400","2816","0","14012"
"5","1411","14111","9100903","0","310","0","2023/07/05 05:00:00","3","141","14113","400","2816","100901","14112"
"5","1421","14211","0","0","282","0","2023/07/06 05:00:00","3","142","14213","400","2816","0","14212"
"5","1431","14311","9101703","0","133","0","2023/07/07 05:00:00","3","143","14313","400","2816","101701","14312"
"5","1441","14411","0","0","246","0","2023/07/08 05:00:00","3","144","14413","400","2816","0","14412"
"5","1451","14511","0","0","209","0","2023/07/09 05:00:00","3","145","14513","400","2816","0","14512"
"5","1461","14611","0","0","172","0","2023/07/10 05:00:00","3","146","14613","400","2816","0","14612"
"5","1471","14711","9105603","0","129","0","2023/07/11 05:00:00","3","147","14713","400","2816","105601","14712"
"5","1481","14811","0","0","134","0","2023/07/12 05:00:00","3","148","14813","400","2816","0","14812"
"5","1491","14911","0","0","97","0","2023/07/13 05:00:00","3","149","14913","400","2816","0","14912"
"5","1501","15011","0","0","60","0","2023/07/14 05:00:00","3","150","15013","400","2816","0","15012"
"5","1511","15111","0","0","22","0","2023/07/15 05:00:00","3","151","15113","400","2816","0","15112"
"5","1521","15211","0","0","-12","0","2023/07/16 05:00:00","3","152","15213","400","2816","0","15212"
"5","1531","15311","0","0","-49","0","2023/07/17 05:00:00","3","153","15313","400","2816","0","15312"
"5","1541","15411","0","0","-86","0","2023/07/18 05:00:00","3","154","15413","400","2816","0","15412"
"5","1551","15511","0","0","-29","0","2023/07/19 05:00:00","3","155","15513","400","2816","0","15512"
"5","1561","15611","0","0","-55","0","2023/07/20 05:00:00","3","156","15613","400","2816","0","15612"
"5","1571","15711","0","0","-124","0","2023/07/21 05:00:00","3","157","15713","400","2816","0","15712"
"5","1581","15811","0","0","-161","0","2023/07/22 05:00:00","3","158","15813","400","2816","0","15812"
"5","1591","15911","0","0","-199","0","2023/07/23 05:00:00","3","159","15913","400","2816","0","15912"
"5","1601","16011","0","0","-235","0","2023/07/24 05:00:00","3","160","16013","400","2816","0","16012"
"5","1611","16111","9106803","0","0","0","2023/07/25 05:00:00","3","161","16113","400","2816","106801","16112"
"5","1621","16211","0","0","-272","0","2023/07/26 05:00:00","3","162","16213","400","2816","0","16212"
"5","1631","16311","0","0","-309","0","2023/07/27 05:00:00","3","163","16313","400","2816","0","16312"
"5","1641","16411","9105303","0","-172","0","2023/07/28 05:00:00","3","164","16413","400","2816","105301","16412"
"5","1651","16511","0","0","-299","0","2023/07/29 05:00:00","3","165","16513","400","2816","0","16512"
"5","1661","16611","9102703","0","-233","0","2023/07/30 05:00:00","3","166","16613","400","2816","102701","16612"
"5","1671","16711","0","1","-356","0","2023/07/31 05:00:00","3","167","16713","400","2816","0","16712"
"6","1681","16811","0","0","306","0","2023/08/01 05:00:00","3","168","16813","400","2816","0","16812"
"6","1691","16911","0","0","226","0","2023/08/02 05:00:00","3","169","16913","400","2816","0","16912"
"6","1701","17011","0","0","146","0","2023/08/03 05:00:00","3","170","17013","400","2816","0","17012"
"6","1711","17111","0","0","66","0","2023/08/04 05:00:00","3","171","17113","400","2816","0","17112"
"6","1721","17211","0","0","-14","0","2023/08/05 05:00:00","3","172","17213","400","2816","0","17212"
"6","1731","17311","0","0","-94","0","2023/08/06 05:00:00","3","173","17313","400","2816","0","17312"
"6","1741","17411","9110803","0","270","0","2023/08/07 05:00:00","3","174","17413","400","2816","110801","17412"
"6","1751","17511","0","0","-174","0","2023/08/08 05:00:00","3","175","17513","400","2816","0","17512"
"6","1761","17611","9104303","0","55","0","2023/08/09 05:00:00","3","176","17613","400","2816","104301","17612"
"6","1771","17711","9100403","0","50","0","2023/08/10 05:00:00","3","177","17713","400","2816","100401","17712"
"6","1781","17811","9103703","0","-120","0","2023/08/11 05:00:00","3","178","17813","400","2816","103701","17812"
"6","1782","17821","9106103","0","-210","0","2023/08/11 05:00:00","3","179","17823","400","2816","106101","17822"
"6","1791","17911","0","0","-254","0","2023/08/12 05:00:00","3","180","17913","400","2816","0","17912"
"6","1801","18011","0","1","-369","0","2023/08/13 05:00:00","3","181","18013","400","2816","0","18012"
"7","1811","18111","9101803","0","295","0","2023/08/14 05:00:00","3","182","18113","400","2816","101801","18112"
"7","1821","18211","0","0","326","0","2023/08/15 05:00:00","3","183","18213","400","2816","0","18212"
"7","1831","18311","0","0","271","0","2023/08/16 05:00:00","3","184","18313","400","2816","0","18312"
"7","1841","18411","0","0","216","0","2023/08/17 05:00:00","3","185","18413","400","2816","0","18412"
"7","1851","18511","0","0","161","0","2023/08/18 05:00:00","3","186","18513","400","2816","0","18512"
"7","1861","18611","0","0","106","0","2023/08/19 05:00:00","3","187","18613","400","2816","0","18612"
"7","1871","18711","0","0","51","0","2023/08/20 05:00:00","3","188","18713","400","2816","0","18712"
"7","1881","18811","9101303","0","150","0","2023/08/21 05:00:00","3","189","18813","400","2816","101301","18812"
"7","1891","18911","0","0","-4","0","2023/08/22 05:00:00","3","190","18913","400","2816","0","18912"
"7","1901","19011","0","0","-59","0","2023/08/23 05:00:00","3","191","19013","400","2816","0","19012"
"7","1911","19111","0","0","-114","0","2023/08/24 05:00:00","3","192","19113","400","2816","0","19112"
"7","1921","19211","9101103","0","5","0","2023/08/25 05:00:00","3","193","19213","400","2816","101101","19212"
"7","1931","19311","0","0","-169","0","2023/08/26 05:00:00","3","194","19313","400","2816","0","19312"
"7","1941","19411","9100103","0","-130","0","2023/08/27 05:00:00","3","195","19413","400","2816","100101","19412"
"7","1951","19511","0","0","-224","0","2023/08/28 05:00:00","3","196","19513","400","2816","0","19512"
"7","1961","19611","0","0","-279","0","2023/08/29 05:00:00","3","197","19613","400","2816","0","19612"
"7","1971","19711","0","0","-369","0","2023/08/30 05:00:00","3","198","19713","400","2816","0","19712"
"7","1981","19811","9103003","1","-250","0","2023/08/31 05:00:00","3","199","19813","400","2816","103001","19812"
"8","1991","19911","0","0","571","0","2023/09/01 05:00:00","0","200","19913","500","2816","0","19912"
"8","2001","20011","9106003","0","480","0","2023/09/02 05:00:00","0","201","20013","500","2816","106001","20012"
"8","2011","20111","0","0","516","0","2023/09/03 05:00:00","0","202","20113","500","2816","0","20112"
"8","2021","20211","0","0","461","0","2023/09/04 05:00:00","0","203","20213","500","2816","0","20212"
"8","2031","20311","9101503","0","390","0","2023/09/05 05:00:00","0","204","20313","500","2816","101501","20312"
"8","2041","20411","0","0","406","0","2023/09/06 05:00:00","0","205","20413","500","2816","0","20412"
"8","2051","20511","9105403","0","340","0","2023/09/07 05:00:00","0","206","20513","500","2816","105401","20512"
"8","2061","20611","0","0","351","0","2023/09/08 05:00:00","0","207","20613","500","2816","0","20612"
"8","2071","20711","0","0","296","0","2023/09/09 05:00:00","0","208","20713","500","2816","0","20712"
"8","2081","20811","0","0","241","0","2023/09/10 05:00:00","0","209","20813","500","2816","0","20812"
"8","2091","20911","0","0","186","0","2023/09/11 05:00:00","0","210","20913","500","2816","0","20912"
"8","2101","21011","9118503","0","170","0","2023/09/12 05:00:00","0","211","21013","500","2816","118501","21012"
"8","2111","21111","0","0","131","0","2023/09/13 05:00:00","0","212","21113","500","2816","0","21112"
"8","2121","21211","0","0","76","0","2023/09/14 05:00:00","0","213","21213","500","2816","0","21212"
"8","2131","21311","9110903","0","50","0","2023/09/15 05:00:00","0","214","21313","500","2816","110901","21312"
"8","2141","21411","0","0","21","0","2023/09/16 05:00:00","0","215","21413","500","2816","0","21412"
"8","2151","21511","0","0","-34","0","2023/09/17 05:00:00","0","216","21513","500","2816","0","21512"
"8","2161","21611","0","0","-89","0","2023/09/18 05:00:00","0","217","21613","500","2816","0","21612"
"8","2171","21711","9118003","0","-120","0","2023/09/19 05:00:00","0","218","21713","500","2816","118001","21712"
"8","2181","21811","0","0","-144","0","2023/09/20 05:00:00","0","219","21813","500","2816","0","21812"
"8","2191","21911","0","0","-199","0","2023/09/21 05:00:00","0","220","21913","500","2816","0","21912"
"8","2201","22011","9101003","0","-270","0","2023/09/22 05:00:00","0","221","22013","500","2816","101001","22012"
"8","2211","22111","0","0","-254","0","2023/09/23 05:00:00","0","222","22113","500","2816","0","22112"
"8","2221","22211","0","0","-309","0","2023/09/24 05:00:00","0","223","22213","500","2816","0","22212"
"8","2231","22311","0","0","-364","0","2023/09/25 05:00:00","0","224","22313","500","2816","0","22312"
"8","2241","22411","0","0","-419","0","2023/09/26 05:00:00","0","225","22413","500","2816","0","22412"
"8","2251","22511","0","0","-474","0","2023/09/27 05:00:00","0","226","22513","500","2816","0","22512"
"8","2261","22611","0","0","-529","0","2023/09/28 05:00:00","0","227","22613","500","2816","0","22612"
"8","2271","22711","9106603","0","-370","0","2023/09/29 05:00:00","0","228","22713","500","2816","106601","22712"
"8","2281","22811","0","1","-579","0","2023/09/30 05:00:00","0","229","22813","500","2816","0","22812"
"9","2291","22911","0","0","383","0","2023/10/01 05:00:00","0","230","22913","500","2816","0","22912"
"9","2301","23011","0","0","339","0","2023/10/02 05:00:00","0","231","23013","500","2816","0","23012"
"9","2311","23111","0","0","296","0","2023/10/03 05:00:00","0","232","23113","500","2816","0","23112"
"9","2321","23211","9102803","0","290","0","2023/10/04 05:00:00","0","233","23213","500","2816","102801","23212"
"9","2331","23311","0","0","253","0","2023/10/05 05:00:00","0","234","23313","500","2816","0","23312"
"9","2341","23411","0","0","210","0","2023/10/06 05:00:00","0","235","23413","500","2816","0","23412"
"9","2351","23511","0","0","167","0","2023/10/07 05:00:00","0","236","23513","500","2816","0","23512"
"9","2361","23611","0","0","200","0","2023/10/08 05:00:00","0","237","23613","500","2816","0","23612"
"9","2371","23711","0","0","180","0","2023/10/09 05:00:00","0","238","23713","500","2816","0","23712"
"9","2381","23811","9100803","0","130","0","2023/10/10 05:00:00","0","239","23813","500","2816","100801","23812"
"9","2391","23911","0","0","125","0","2023/10/11 05:00:00","0","240","23913","500","2816","0","23912"
"9","2401","24011","0","0","83","0","2023/10/12 05:00:00","0","241","24013","500","2816","0","24012"
"9","2411","24111","0","0","100","0","2023/10/13 05:00:00","0","242","24113","500","2816","0","24112"
"9","2421","24211","0","0","80","0","2023/10/14 05:00:00","0","243","24213","500","2816","0","24212"
"9","2431","24311","0","0","41","0","2023/10/15 05:00:00","0","244","24313","500","2816","0","24312"
"9","2441","24411","0","0","-1","0","2023/10/16 05:00:00","0","245","24413","500","2816","0","24412"
"9","2451","24511","0","0","-43","0","2023/10/17 05:00:00","0","246","24513","500","2816","0","24512"
"9","2461","24611","0","0","10","0","2023/10/18 05:00:00","0","247","24613","500","2816","0","24612"
"9","2471","24711","0","0","-10","0","2023/10/19 05:00:00","0","248","24713","500","2816","0","24712"
"9","2481","24811","0","0","-10","0","2023/10/20 05:00:00","0","249","24813","500","2816","0","24812"
"9","2491","24911","0","0","-40","0","2023/10/21 05:00:00","0","250","24913","500","2816","0","24912"
"9","2501","25011","0","0","-85","0","2023/10/22 05:00:00","0","251","25013","500","2816","0","25012"
"9","2511","25111","0","0","-127","0","2023/10/23 05:00:00","0","252","25113","500","2816","0","25112"
"9","2521","25211","9104903","0","-130","0","2023/10/24 05:00:00","0","253","25213","500","2816","104901","25212"
"9","2531","25311","9104703","0","-270","0","2023/10/25 05:00:00","0","254","25313","500","2816","104701","25312"
"9","2541","25411","0","0","-169","0","2023/10/26 05:00:00","0","255","25413","500","2816","0","25412"
"9","2551","25511","0","0","-211","0","2023/10/27 05:00:00","0","256","25513","500","2816","0","25512"
"9","2561","25611","0","0","-253","0","2023/10/28 05:00:00","0","257","25613","500","2816","0","25612"
"9","2571","25711","0","0","-295","0","2023/10/29 05:00:00","0","258","25713","500","2816","0","25712"
"9","2581","25811","0","0","-337","0","2023/10/30 05:00:00","0","259","25813","500","2816","0","25812"
"9","2591","25911","0","1","-379","0","2023/10/31 05:00:00","0","260","25913","500","2816","0","25912"
"10","2601","26011","0","0","600","0","2023/11/01 05:00:00","0","261","26013","500","2816","0","26012"
"10","2611","26111","0","0","560","0","2023/11/02 05:00:00","0","262","26113","500","2816","0","26112"
