18beae7d53c98f54df39934bc348a781416acc54b55f7bb0e1da19ba4d1ade5c,58c35e46f8065dc4fe676f83ea79cd374bbd0c567a1de8b21dadd3b883b1d767,17b4bf623638ad5b9e30ca8d908f41de6bd88a0757a12b51eba6ba55b9a4efc4,ddff980a907a81b4210661485c44ead45f77d6a72de1e56359e498625fadd6d6,bf4a32942471240eb6845ecc2e463098152f158251a41eb78a5c625928f5fe8d,3028b90378ff7bc0a91980589d2b6e061a5507f51a5c794168d8184c6a27c9d4,73094aebe98bec6eb533356c10faee0a04de295a05cd6b4d7e3e3e890266f4a8,1311092b5b8aa1274b1e75769807465fc00e6e338f3974194bef58de62a0fa13,3dca30bee7aba25cfede1e08f22fda8344b8debd916836044f466ce399372b89,2ddbb700d5681988b378b08077816d166e59d9d0480689644a130972d99cdf02,7d84ad4e09612a69a104e1485931487cf455dc411c07ad24e440349159cadb3f,7c2b40804e0959b94a5d84a30f67934143a78c5f065a93b1e93a3406b9be954a,75d58e0bbc1323998486532c9c2e7cea8c8f7e6c15a2b0b17c9ec72563903b10,14df60799b4715da3a147566f8441a1c639e3f6b2b3382dd28d696806cbadeb6
"花凜","2020/10/19 16:00:00","將任務完成，\n並獲得獎勵吧！","53","190801","10043002","2","10043","-416.5","1","2020/10/28 15:59:59","2","0","3.099"
"花凜","2020/10/19 16:00:00","似乎有能夠\n領取的獎勵了，\n請確認看看。","54","190801","10043003","2","10043","-416.5","1","2020/10/28 15:59:59","3","0","2.801"
"花凜","2020/10/19 16:00:00","能夠領取獎勵了！\n請檢查看看","54","190801","10043004","2","10043","-416.5","2","2020/10/28 15:59:59","4","0","0"
"花凜","2020/10/19 16:00:00","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","57","190801","10043005","1","10043","-416.5","1","2020/10/28 15:59:59","5","0","0"
"鈴奈（夏日）","2020/10/19 16:00:00","","51","110001","10043101","2","10043","-285","1","2020/10/28 15:59:59","101","0","6.75"
"伊緒（夏日）","2020/10/19 16:00:00","","51","110101","10043102","2","10043","-285","2","2020/10/28 15:59:59","201","0","0"
"美咲（夏日）","2020/10/19 16:00:00","","51","110201","10043103","3","10043","-285","2","2020/10/28 15:59:59","301","70","7.237"
"鈴奈（夏日）","2020/10/19 16:00:00","","51","110001","10043104","4","10043","-285","6","2020/10/28 15:59:59","102","0","5.017"
"伊緒（夏日）","2020/10/19 16:00:00","","51","110101","10043105","1","10043","-285","2","2020/10/28 15:59:59","202","0","4.802"
"美咲（夏日）","2020/10/19 16:00:00","","51","110201","10043106","3","10043","-285","2","2020/10/28 15:59:59","302","70","10.992"
"鈴奈（夏日）","2020/10/19 16:00:00","","51","110001","10043107","2","10043","-285","2","2020/10/28 15:59:59","103","0","0"
"伊緒（夏日）","2020/10/19 16:00:00","","51","110101","10043108","2","10043","-285","1","2020/10/28 15:59:59","203","0","3.047"
"鈴奈（夏日）","2020/10/19 16:00:00","","52","110001","10043109","1","10043","-285","2","2020/10/28 15:59:59","104","0","7.904"
"伊緒（夏日）","2020/10/19 16:00:00","","52","110101","10043110","2","10043","-285","1","2020/10/28 15:59:59","204","0","8.81"
"美咲（夏日）","2020/10/19 16:00:00","","52","110201","10043111","1","10043","-285","2","2020/10/28 15:59:59","304","70","6.65"
"鈴奈（夏日）","2020/10/19 16:00:00","","52","110001","10043112","6","10043","-285","1","2020/10/28 15:59:59","105","0","9.043"
"伊緒（夏日）","2020/10/19 16:00:00","","52","110101","10043113","5","10043","-285","2","2020/10/28 15:59:59","205","0","4.995"
"美咲（夏日）","2020/10/19 16:00:00","","52","110201","10043114","2","10043","-285","1","2020/10/28 15:59:59","305","70","11.657"
"鈴奈（夏日）","2020/10/19 16:00:00","","52","110001","10043115","5","10043","-285","2","2020/10/28 15:59:59","106","0","7.892"
"伊緒（夏日）","2020/10/19 16:00:00","","52","110101","10043116","3","10043","-285","2","2020/10/28 15:59:59","206","0","7.635"
"美咲（夏日）","2020/10/19 16:00:00","","52","110201","10043117","2","10043","-285","1","2020/10/28 15:59:59","306","70","9.858"
"花凜","2020/11/02 16:00:00","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","53","190801","10044001","2","10044","-416.5","1","2020/11/20 15:59:59","1","0","3.414"
"花凜","2020/11/02 16:00:00","將任務完成，\n並獲得獎勵吧！","53","190801","10044002","2","10044","-416.5","1","2020/11/20 15:59:59","2","0","3.099"
"花凜","2020/11/02 16:00:00","似乎有能夠\n領取的獎勵了，\n請確認看看。","54","190801","10044003","2","10044","-416.5","1","2020/11/20 15:59:59","3","0","2.801"
"花凜","2020/11/02 16:00:00","能夠領取獎勵了！\n請檢查看看","54","190801","10044004","2","10044","-416.5","2","2020/11/20 15:59:59","4","0","0"
"花凜","2020/11/02 16:00:00","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","57","190801","10044005","1","10044","-416.5","1","2020/11/20 15:59:59","5","0","0"
"花凜","2020/11/02 16:00:00","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","55","190801","10044006","2","10044","-363","1","2020/11/20 15:59:59","1","0","5.506"
"花凜","2020/11/02 16:00:00","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","55","190801","10044007","1","10044","-363","2","2020/11/20 15:59:59","2","0","1.216"
"花凜","2020/11/02 16:00:00","辛苦了\n別忘記使用討伐證\n來進行交換哦！","56","190801","10044008","1","10044","-363","2","2020/11/20 15:59:59","3","0","1.539"
"花凜","2020/11/02 16:00:00","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","56","190801","10044009","1","10044","-363","2","2020/11/20 15:59:59","4","0","1.875"
"流夏（夏日）","2020/11/02 16:00:00","","51","113101","10044102","5","10044","-285","4","2020/11/20 15:59:59","111","8","14.15"
"七七香（夏日）","2020/11/02 16:00:00","","51","113301","10044104","2","10044","-285","5","2020/11/20 15:59:59","211","8","9.48"
"杏奈（夏日）","2020/11/02 16:00:00","","51","113201","10044106","3","10044","-285","3","2020/11/20 15:59:59","311","8","0"
"流夏","2020/11/02 16:00:00","","51","105601","10044107","2","10044","-285","1","2020/11/20 15:59:59","102","8","9.376"
"流夏（夏日）","2020/11/02 16:00:00","","51","113101","10044108","2","10044","-285","1","2020/11/20 15:59:59","112","8","9.376"
"七七香","2020/11/02 16:00:00","","51","101301","10044109","3","10044","-285","3","2020/11/20 15:59:59","202","8","0"
"七七香（夏日）","2020/11/02 16:00:00","","51","113301","10044110","3","10044","-285","3","2020/11/20 15:59:59","212","8","0"
"杏奈","2020/11/02 16:00:00","","51","100901","10044111","1","10044","-285","4","2020/11/20 15:59:59","302","8","8.18"
"杏奈（夏日）","2020/11/02 16:00:00","","51","113201","10044112","1","10044","-285","4","2020/11/20 15:59:59","312","8","8.18"
"流夏","2020/11/02 16:00:00","","51","105601","10044113","4","10044","-285","4","2020/11/20 15:59:59","103","8","0"
"流夏（夏日）","2020/11/02 16:00:00","","51","113101","10044114","4","10044","-285","4","2020/11/20 15:59:59","113","8","0"
"七七香","2020/11/02 16:00:00","","51","101301","10044115","5","10044","-285","4","2020/11/20 15:59:59","203","8","10.33"
"七七香（夏日）","2020/11/02 16:00:00","","51","113301","10044116","5","10044","-285","4","2020/11/20 15:59:59","213","8","10.33"
"杏奈","2020/11/02 16:00:00","","51","100901","10044117","4","10044","-285","4","2020/11/20 15:59:59","303","8","0"
"杏奈（夏日）","2020/11/02 16:00:00","","51","113201","10044118","4","10044","-285","4","2020/11/20 15:59:59","313","8","0"
"流夏","2020/11/02 16:00:00","","52","105601","10044119","2","10044","-285","1","2020/11/20 15:59:59","104","8","8.83"
"流夏（夏日）","2020/11/02 16:00:00","","52","113101","10044120","2","10044","-285","1","2020/11/20 15:59:59","114","8","8.83"
"七七香","2020/11/02 16:00:00","","52","101301","10044121","4","10044","-285","4","2020/11/20 15:59:59","204","8","0"
"七七香（夏日）","2020/11/02 16:00:00","","52","113301","10044122","4","10044","-285","4","2020/11/20 15:59:59","214","8","0"
"杏奈","2020/11/02 16:00:00","","52","100901","10044123","2","10044","-285","1","2020/11/20 15:59:59","304","8","4.73"
"杏奈（夏日）","2020/11/02 16:00:00","","52","113201","10044124","2","10044","-285","1","2020/11/20 15:59:59","314","8","4.73"
"流夏","2020/11/02 16:00:00","","52","105601","10044125","2","10044","-285","1","2020/11/20 15:59:59","105","8","9.68"
"流夏（夏日）","2020/11/02 16:00:00","","52","113101","10044126","2","10044","-285","1","2020/11/20 15:59:59","115","8","9.68"
"七七香","2020/11/02 16:00:00","","52","101301","10044127","2","10044","-285","1","2020/11/20 15:59:59","205","8","6.15"
"七七香（夏日）","2020/11/02 16:00:00","","52","113301","10044128","2","10044","-285","1","2020/11/20 15:59:59","215","8","6.15"
"杏奈","2020/11/02 16:00:00","","52","100901","10044129","2","10044","-285","1","2020/11/20 15:59:59","305","8","13.22"
"杏奈（夏日）","2020/11/02 16:00:00","","52","113201","10044130","2","10044","-285","1","2020/11/20 15:59:59","315","8","13.22"
"流夏","2020/11/02 16:00:00","","52","105601","10044131","2","10044","-285","2","2020/11/20 15:59:59","106","8","0"
"流夏（夏日）","2020/11/02 16:00:00","","52","113101","10044132","2","10044","-285","2","2020/11/20 15:59:59","116","8","0"
"七七香","2020/11/02 16:00:00","","52","101301","10044133","2","10044","-285","1","2020/11/20 15:59:59","206","8","4.85"
"七七香（夏日）","2020/11/02 16:00:00","","52","113301","10044134","2","10044","-285","1","2020/11/20 15:59:59","216","8","4.85"
"杏奈","2020/11/02 16:00:00","","52","100901","10044135","2","10044","-285","1","2020/11/20 15:59:59","306","8","4.92"
"杏奈（夏日）","2020/11/02 16:00:00","","52","113201","10044136","2","10044","-285","1","2020/11/20 15:59:59","316","8","4.92"
"花凜","2020/11/17 12:00:00","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","53","190801","10045001","2","10045","-416.5","1","2020/11/27 15:59:59","1","0","3.414"
"花凜","2020/11/17 12:00:00","將任務完成，\n並獲得獎勵吧！","53","190801","10045002","2","10045","-416.5","1","2020/11/27 15:59:59","2","0","3.099"
"花凜","2020/11/17 12:00:00","似乎有能夠\n領取的獎勵了，\n請確認看看。","54","190801","10045003","2","10045","-416.5","1","2020/11/27 15:59:59","3","0","2.801"
"花凜","2020/11/17 12:00:00","能夠領取獎勵了！\n請檢查看看","54","190801","10045004","2","10045","-416.5","2","2020/11/27 15:59:59","4","0","0"
"花凜","2020/11/17 12:00:00","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","57","190801","10045005","1","10045","-416.5","1","2020/11/27 15:59:59","5","0","0"
"花凜","2020/11/17 12:00:00","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","55","190801","10045006","2","10045","-363","1","2020/11/27 15:59:59","1","0","5.506"
"花凜","2020/11/17 12:00:00","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","55","190801","10045007","1","10045","-363","2","2020/11/27 15:59:59","2","0","1.216"
"花凜","2020/11/17 12:00:00","辛苦了\n別忘記使用討伐證\n來進行交換哦！","56","190801","10045008","1","10045","-363","2","2020/11/27 15:59:59","3","0","1.539"
"花凜","2020/11/17 12:00:00","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","56","190801","10045009","1","10045","-363","2","2020/11/27 15:59:59","4","0","1.875"
"香織（夏日）","2020/11/17 12:00:00","","51","110501","10045101","1","10045","-285","4","2020/11/27 15:59:59","101","0","9.1"
"真琴（夏日）","2020/11/17 12:00:00","","51","110401","10045102","1","10045","-285","4","2020/11/27 15:59:59","201","0","5.5"
"真步（夏日）","2020/11/17 12:00:00","","51","110601","10045103","5","10045","-285","4","2020/11/27 15:59:59","301","0","9.7"
"香織（夏日）","2020/11/17 12:00:00","","51","110501","10045104","1","10045","-285","6","2020/11/27 15:59:59","102","0","8.5"
"真琴（夏日）","2020/11/17 12:00:00","","51","110401","10045105","3","10045","-285","5","2020/11/27 15:59:59","202","0","13.5"
"真步（夏日）","2020/11/17 12:00:00","","51","110601","10045106","5","10045","-285","3","2020/11/27 15:59:59","302","0","3.8"
"香織（夏日）","2020/11/17 12:00:00","","51","110501","10045107","2","10045","-285","1","2020/11/27 15:59:59","103","0","4.4"
"真琴（夏日）","2020/11/17 12:00:00","","51","110401","10045108","2","10045","-285","1","2020/11/27 15:59:59","203","0","6.8"
"真步（夏日）","2020/11/17 12:00:00","","51","110601","10045109","2","10045","-285","1","2020/11/27 15:59:59","303","0","8.5"
"香織（夏日）","2020/11/17 12:00:00","","52","110501","10045110","2","10045","-285","1","2020/11/27 15:59:59","104","0","4.6"
"真琴（夏日）","2020/11/17 12:00:00","","52","110401","10045111","1","10045","-285","1","2020/11/27 15:59:59","204","0","0"
"真步（夏日）","2020/11/17 12:00:00","","52","110601","10045112","2","10045","-285","1","2020/11/27 15:59:59","304","0","13.3"
"香織（夏日）","2020/11/17 12:00:00","","52","110501","10045113","2","10045","-285","1","2020/11/27 15:59:59","105","0","8.4"
"真琴（夏日）","2020/11/17 12:00:00","","52","110401","10045114","2","10045","-285","1","2020/11/27 15:59:59","205","0","15.1"
"真步（夏日）","2020/11/17 12:00:00","","52","110601","10045115","2","10045","-285","1","2020/11/27 15:59:59","305","0","12.5"
"香織（夏日）","2020/11/17 12:00:00","","52","110501","10045116","2","10045","-285","1","2020/11/27 15:59:59","106","0","6.5"
"真琴（夏日）","2020/11/17 12:00:00","","52","110401","10045117","2","10045","-285","1","2020/11/27 15:59:59","206","0","13.8"
"真步（夏日）","2020/11/17 12:00:00","","52","110601","10045118","5","10045","-285","1","2020/11/27 15:59:59","306","0","13.3"
"花凜","2020/07/31 12:00:00","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","53","190801","10046001","2","10046","-416.5","1","2030/01/01 14:59:59","1","0","3.414"
"花凜","2020/07/31 12:00:00","將任務完成，\n並獲得獎勵吧！","53","190801","10046002","2","10046","-416.5","1","2030/01/01 14:59:59","2","0","3.099"
"花凜","2020/07/31 12:00:00","似乎有能夠\n領取的獎勵了，\n請確認看看。","54","190801","10046003","2","10046","-416.5","1","2030/01/01 14:59:59","3","0","2.801"
"花凜","2020/07/31 12:00:00","能夠領取獎勵了！\n請檢查看看","54","190801","10046004","2","10046","-416.5","2","2030/01/01 14:59:59","4","0","0"
"花凜","2020/07/31 12:00:00","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","57","190801","10046005","1","10046","-416.5","1","2030/01/01 14:59:59","5","0","0"
"花凜","2020/07/31 12:00:00","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","55","190801","10046006","2","10046","-363","1","2030/01/01 14:59:59","1","0","5.506"
"花凜","2020/07/31 12:00:00","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","55","190801","10046007","1","10046","-363","2","2030/01/01 14:59:59","2","0","1.216"
"花凜","2020/07/31 12:00:00","辛苦了\n別忘記使用討伐證\n來進行交換哦！","56","190801","10046008","1","10046","-363","2","2030/01/01 14:59:59","3","0","1.539"
"花凜","2020/07/31 12:00:00","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","56","190801","10046009","1","10046","-363","2","2030/01/01 14:59:59","4","0","1.875"
"美里","2020/07/31 12:00:00","","51","101501","10046101","5","10046","-285","2","2030/01/01 14:59:59","101","8","6"
"美里（夏日）","2020/07/31 12:00:00","","51","113501","10046102","5","10046","-285","2","2030/01/01 14:59:59","111","8","6"
"初音","2020/07/31 12:00:00","","51","101201","10046103","2","10046","-285","1","2030/01/01 14:59:59","201","8","4.15"
"初音（夏日）","2020/07/31 12:00:00","","51","113401","10046104","2","10046","-285","1","2030/01/01 14:59:59","211","8","4.15"
"美里","2020/07/31 12:00:00","","51","101501","10046105","2","10046","-285","4","2030/01/01 14:59:59","102","8","6.3"
"美里（夏日）","2020/07/31 12:00:00","","51","113501","10046106","2","10046","-285","4","2030/01/01 14:59:59","112","8","6.3"
"初音","2020/07/31 12:00:00","","51","101201","10046107","1","10046","-285","2","2030/01/01 14:59:59","202","8","7.43"
"初音（夏日）","2020/07/31 12:00:00","","51","113401","10046108","1","10046","-285","2","2030/01/01 14:59:59","212","8","7.43"
"美里","2020/07/31 12:00:00","","51","101501","10046109","2","10046","-285","5","2030/01/01 14:59:59","103","8","10.4"
"美里（夏日）","2020/07/31 12:00:00","","51","113501","10046110","2","10046","-285","5","2030/01/01 14:59:59","113","8","10.4"
"初音","2020/07/31 12:00:00","","51","101201","10046111","1","10046","-285","1","2030/01/01 14:59:59","203","8","5.71"
"初音（夏日）","2020/07/31 12:00:00","","51","113401","10046112","1","10046","-285","1","2030/01/01 14:59:59","213","8","5.71"
"美里","2020/07/31 12:00:00","","52","101501","10046113","2","10046","-285","1","2030/01/01 14:59:59","104","8","8.71"
"美里（夏日）","2020/07/31 12:00:00","","52","113501","10046114","2","10046","-285","1","2030/01/01 14:59:59","114","8","8.71"
"初音","2020/07/31 12:00:00","","52","101201","10046115","2","10046","-285","1","2030/01/01 14:59:59","204","8","4.2"
"初音（夏日）","2020/07/31 12:00:00","","52","113401","10046116","2","10046","-285","1","2030/01/01 14:59:59","214","8","4.2"
"美里","2020/07/31 12:00:00","","52","101501","10046117","1","10046","-285","1","2030/01/01 14:59:59","105","8","7.5"
"美里（夏日）","2020/07/31 12:00:00","","52","113501","10046118","1","10046","-285","1","2030/01/01 14:59:59","115","8","7.5"
"初音","2020/07/31 12:00:00","","52","101201","10046119","2","10046","-285","5","2030/01/01 14:59:59","205","8","13.55"
"初音（夏日）","2020/07/31 12:00:00","","52","113401","10046120","2","10046","-285","5","2030/01/01 14:59:59","215","8","13.55"
"美里","2020/07/31 12:00:00","","52","101501","10046121","2","10046","-285","1","2030/01/01 14:59:59","106","8","7.75"
"美里（夏日）","2020/07/31 12:00:00","","52","113501","10046122","2","10046","-285","1","2030/01/01 14:59:59","116","8","7.75"
"初音","2020/07/31 12:00:00","","52","101201","10046123","2","10046","-285","1","2030/01/01 14:59:59","206","8","4.36"
"初音（夏日）","2020/07/31 12:00:00","","52","113401","10046124","2","10046","-285","1","2030/01/01 14:59:59","216","8","4.36"
"花凜","2020/12/18 16:00:00","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","53","190801","10047001","2","10047","-416.5","1","2020/12/27 15:59:59","1","0","3.414"
"花凜","2020/12/18 16:00:00","將任務完成，\n並獲得獎勵吧！","53","190801","10047002","2","10047","-416.5","1","2020/12/27 15:59:59","2","0","3.099"
"花凜","2020/12/18 16:00:00","似乎有能夠\n領取的獎勵了，\n請確認看看。","54","190801","10047003","2","10047","-416.5","1","2020/12/27 15:59:59","3","0","2.801"
"花凜","2020/12/18 16:00:00","能夠領取獎勵了！\n請檢查看看","54","190801","10047004","2","10047","-416.5","2","2020/12/27 15:59:59","4","0","0"
"花凜","2020/12/18 16:00:00","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","57","190801","10047005","1","10047","-416.5","1","2020/12/27 15:59:59","5","0","0"
"花凜","2020/12/18 16:00:00","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","55","190801","10047006","2","10047","-363","1","2020/12/27 15:59:59","1","0","5.506"
"花凜","2020/12/18 16:00:00","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","55","190801","10047007","1","10047","-363","2","2020/12/27 15:59:59","2","0","1.216"
"花凜","2020/12/18 16:00:00","辛苦了\n別忘記使用討伐證\n來進行交換哦！","56","190801","10047008","1","10047","-363","2","2020/12/27 15:59:59","3","0","1.539"
"花凜","2020/12/18 16:00:00","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","56","190801","10047009","1","10047","-363","2","2020/12/27 15:59:59","4","0","1.875"
"碧","2020/12/18 16:00:00","","51","110701","10047101","4","10047","-285","1","2020/12/27 15:59:59","101","0","9.228"
"克蘿依","2020/12/18 16:00:00","","51","110801","10047102","5","10047","-285","1","2020/12/27 15:59:59","201","0","10.38"
"琪愛兒","2020/12/18 16:00:00","","51","110901","10047103","1","10047","-285","2","2020/12/27 15:59:59","301","0","10.151"
"優妮","2020/12/18 16:00:00","","51","111001","10047104","2","10047","-285","1","2020/12/27 15:59:59","401","0","7.071"
"碧","2020/12/18 16:00:00","","51","110701","10047105","2","10047","-285","2","2020/12/27 15:59:59","102","0","0"
"克蘿依","2020/12/18 16:00:00","","51","110801","10047106","2","10047","-285","1","2020/12/27 15:59:59","202","0","3.264"
"琪愛兒","2020/12/18 16:00:00","","51","110901","10047107","2","10047","-285","2","2020/12/27 15:59:59","302","0","0"
"優妮","2020/12/18 16:00:00","","51","111001","10047108","2","10047","-285","3","2020/12/27 15:59:59","402","0","8.081"
"碧","2020/12/18 16:00:00","","51","110701","10047109","1","10047","-285","1","2020/12/27 15:59:59","103","0","0"
"克蘿依","2020/12/18 16:00:00","","51","110801","10047110","1","10047","-285","3","2020/12/27 15:59:59","203","0","2.853"
"琪愛兒","2020/12/18 16:00:00","","51","110901","10047111","2","10047","-285","1","2020/12/27 15:59:59","303","0","3.148"
"優妮","2020/12/18 16:00:00","","51","111001","10047112","2","10047","-285","1","2020/12/27 15:59:59","403","0","5.867"
"碧","2020/12/18 16:00:00","","52","110701","10047113","5","10047","-285","4","2020/12/27 15:59:59","104","0","4.129"
"克蘿依","2020/12/18 16:00:00","","52","110801","10047114","2","10047","-285","1","2020/12/27 15:59:59","204","0","10.583"
"琪愛兒","2020/12/18 16:00:00","","52","110901","10047115","2","10047","-285","4","2020/12/27 15:59:59","304","0","3.971"
"優妮","2020/12/18 16:00:00","","52","111001","10047116","5","10047","-285","2","2020/12/27 15:59:59","404","0","10.532"
"碧","2020/12/18 16:00:00","","52","110701","10047117","5","10047","-285","2","2020/12/27 15:59:59","105","0","7.248"
"克蘿依","2020/12/18 16:00:00","","52","110801","10047118","6","10047","-285","4","2020/12/27 15:59:59","205","0","6.184"
"琪愛兒","2020/12/18 16:00:00","","52","110901","10047119","2","10047","-285","2","2020/12/27 15:59:59","305","0","0"
"優妮","2020/12/18 16:00:00","","52","111001","10047120","5","10047","-285","1","2020/12/27 15:59:59","405","0","10.021"
"碧","2020/12/18 16:00:00","","52","110701","10047121","5","10047","-285","2","2020/12/27 15:59:59","106","0","4.473"
"克蘿依","2020/12/18 16:00:00","","52","110801","10047122","5","10047","-285","1","2020/12/27 15:59:59","206","0","7.12"
"琪愛兒","2020/12/18 16:00:00","","52","110901","10047123","2","10047","-285","1","2020/12/27 15:59:59","306","0","6.568"
"優妮","2020/12/18 16:00:00","","52","111001","10047124","2","10047","-285","3","2020/12/27 15:59:59","406","0","6.825"
"花凜","2020/12/28 16:00:00","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","53","190801","10048001","2","10048","-416.5","1","2021/01/18 15:59:59","1","0","3.414"
"花凜","2020/12/28 16:00:00","將任務完成，\n並獲得獎勵吧！","53","190801","10048002","2","10048","-416.5","1","2021/01/18 15:59:59","2","0","3.099"
"花凜","2020/12/28 16:00:00","似乎有能夠\n領取的獎勵了，\n請確認看看。","54","190801","10048003","2","10048","-416.5","1","2021/01/18 15:59:59","3","0","2.801"
"花凜","2020/12/28 16:00:00","能夠領取獎勵了！\n請檢查看看","54","190801","10048004","2","10048","-416.5","2","2021/01/18 15:59:59","4","0","0"
"花凜","2020/12/28 16:00:00","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","57","190801","10048005","1","10048","-416.5","1","2021/01/18 15:59:59","5","0","0"
"花凜","2020/12/28 16:00:00","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","55","190801","10048006","2","10048","-363","1","2021/01/18 15:59:59","1","0","5.506"
"花凜","2020/12/28 16:00:00","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","55","190801","10048007","1","10048","-363","2","2021/01/18 15:59:59","2","0","1.216"
"花凜","2020/12/28 16:00:00","辛苦了\n別忘記使用討伐證\n來進行交換哦！","56","190801","10048008","1","10048","-363","2","2021/01/18 15:59:59","3","0","1.539"
"花凜","2020/12/28 16:00:00","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","56","190801","10048009","1","10048","-363","2","2021/01/18 15:59:59","4","0","1.875"
"依里（天使）","2020/12/28 16:00:00","","51","113801","10048101","4","10048","-285","5","2021/01/18 15:59:59","101","8","12.962"
"茜里","2020/12/28 16:00:00","","51","100601","10048102","2","10048","-285","5","2021/01/18 15:59:59","201","8","12.809"
"外表依里・聲音茜里","2020/12/28 16:00:00","","51","113801","10048104","4","10048","-285","2","2021/01/18 15:59:59","102","8","6.373"
"外表茜里・聲音依里","2020/12/28 16:00:00","","51","113701","10048105","4","10048","-285","3","2021/01/18 15:59:59","202","8","8.829"
