c349d5c8b24d7653cc1b4654a59ad6d992cea13d67391a0bde4853d826de0d66,2f47b494f7927dfc7be9aaf02f26e4c0857ba925bff07b9ee65d426052a75682,2cb9efd492fae9eb66c74c385a761db86eaf2d89172e88a594c42e5e36602d76,bd87f3408d7a9fee135330c72cbd2135f3d2a63c73f7072875d3cc6f4ef8cafc,e2857f5d847e7b498fc9223341f25ede383c58c47ec8ca07ff8e14083da85567,f821240a4c6ea609d8932929515dc685143f8abaddfd1eba84e1b0a359ed23d7,9582fb46285d99c82ecaead73bfebdbe3c3c403b82a119a70d8de98b4b41152f
"10102","0","5","5","3","1440","0"
"10102","0","5","5","4","1470","0"
"10102","0","5","5","5","1500","0"
"10103","0","1","7","0","150","0"
"10103","0","1","7","1","180","0"
"10103","0","1","7","2","210","0"
"10103","0","1","7","3","240","0"
"10103","0","1","7","4","270","0"
"10103","0","1","7","5","300","0"
"10103","0","2","7","0","450","0"
"10103","0","2","7","1","480","0"
"10103","0","2","7","2","510","0"
"10103","0","2","7","3","540","0"
"10103","0","2","7","4","570","0"
"10103","0","2","7","5","600","0"
"10103","0","3","7","0","750","0"
"10103","0","3","7","1","780","0"
"10103","0","3","7","2","810","0"
"10103","0","3","7","3","840","0"
"10103","0","3","7","4","870","0"
"10103","0","3","7","5","900","0"
"10103","0","4","7","0","1050","0"
"10103","0","4","7","1","1080","0"
"10103","0","4","7","2","1110","0"
"10103","0","4","7","3","1140","0"
"10103","0","4","7","4","1170","0"
"10103","0","4","7","5","1200","0"
"10103","0","5","7","0","1350","0"
"10103","0","5","7","1","1380","0"
"10103","0","5","7","2","1410","0"
"10103","0","5","7","3","1440","0"
"10103","0","5","7","4","1470","0"
"10103","0","5","7","5","1500","0"
"10104","0","1","10","0","300","0"
"10104","0","1","10","1","360","0"
"10104","0","1","10","2","420","0"
"10104","0","1","10","3","480","0"
"10104","0","1","10","4","540","0"
"10104","0","1","10","5","600","0"
"10104","0","2","10","0","900","0"
"10104","0","2","10","1","960","0"
"10104","0","2","10","2","1020","0"
"10104","0","2","10","3","1080","0"
"10104","0","2","10","4","1140","0"
"10104","0","2","10","5","1200","0"
"10104","0","3","10","0","1500","0"
"10104","0","3","10","1","1560","0"
"10104","0","3","10","2","1620","0"
"10104","0","3","10","3","1680","0"
"10104","0","3","10","4","1740","0"
"10104","0","3","10","5","1800","0"
"10104","0","4","10","0","2100","0"
"10104","0","4","10","1","2160","0"
"10104","0","4","10","2","2220","0"
"10104","0","4","10","3","2280","0"
"10104","0","4","10","4","2340","0"
"10104","0","4","10","5","2400","0"
"10104","0","5","10","0","2700","0"
"10104","0","5","10","1","2760","0"
"10104","0","5","10","2","2820","0"
"10104","0","5","10","3","2880","0"
"10104","0","5","10","4","2940","0"
"10104","0","5","10","5","3000","0"
"10201","0","1","2","0","300","0"
"10201","0","1","2","1","360","0"
"10201","0","1","2","2","420","0"
"10201","0","1","2","3","480","0"
"10201","0","1","2","4","540","0"
"10201","0","1","2","5","600","0"
"10201","0","2","2","0","900","0"
"10201","0","2","2","1","960","0"
"10201","0","2","2","2","1020","0"
"10201","0","2","2","3","1080","0"
"10201","0","2","2","4","1140","0"
"10201","0","2","2","5","1200","0"
"10201","0","3","2","0","1500","0"
"10201","0","3","2","1","1560","0"
"10201","0","3","2","2","1620","0"
"10201","0","3","2","3","1680","0"
"10201","0","3","2","4","1740","0"
"10201","0","3","2","5","1800","0"
"10201","0","4","2","0","2100","0"
"10201","0","4","2","1","2160","0"
"10201","0","4","2","2","2220","0"
"10201","0","4","2","3","2280","0"
"10201","0","4","2","4","2340","0"
"10201","0","4","2","5","2400","0"
"10201","0","5","2","0","2700","0"
"10201","0","5","2","1","2760","0"
"10201","0","5","2","2","2820","0"
"10201","0","5","2","3","2880","0"
"10201","0","5","2","4","2940","0"
"10201","0","5","2","5","3000","0"
"10202","0","1","5","0","150","0"
"10202","0","1","5","1","180","0"
"10202","0","1","5","2","210","0"
"10202","0","1","5","3","240","0"
"10202","0","1","5","4","270","0"
"10202","0","1","5","5","300","0"
"10202","0","2","5","0","450","0"
"10202","0","2","5","1","480","0"
"10202","0","2","5","2","510","0"
"10202","0","2","5","3","540","0"
"10202","0","2","5","4","570","0"
"10202","0","2","5","5","600","0"
"10202","0","3","5","0","750","0"
"10202","0","3","5","1","780","0"
"10202","0","3","5","2","810","0"
"10202","0","3","5","3","840","0"
"10202","0","3","5","4","870","0"
"10202","0","3","5","5","900","0"
"10202","0","4","5","0","1050","0"
"10202","0","4","5","1","1080","0"
"10202","0","4","5","2","1110","0"
"10202","0","4","5","3","1140","0"
"10202","0","4","5","4","1170","0"
"10202","0","4","5","5","1200","0"
"10202","0","5","5","0","1350","0"
"10202","0","5","5","1","1380","0"
"10202","0","5","5","2","1410","0"
"10202","0","5","5","3","1440","0"
"10202","0","5","5","4","1470","0"
"10202","0","5","5","5","1500","0"
"10203","0","1","6","0","150","0"
"10203","0","1","6","1","180","0"
"10203","0","1","6","2","210","0"
"10203","0","1","6","3","240","0"
"10203","0","1","6","4","270","0"
"10203","0","1","6","5","300","0"
"10203","0","2","6","0","450","0"
"10203","0","2","6","1","480","0"
"10203","0","2","6","2","510","0"
"10203","0","2","6","3","540","0"
"10203","0","2","6","4","570","0"
"10203","0","2","6","5","600","0"
"10203","0","3","6","0","750","0"
"10203","0","3","6","1","780","0"
"10203","0","3","6","2","810","0"
"10203","0","3","6","3","840","0"
"10203","0","3","6","4","870","0"
"10203","0","3","6","5","900","0"
"10203","0","4","6","0","1050","0"
"10203","0","4","6","1","1080","0"
"10203","0","4","6","2","1110","0"
"10203","0","4","6","3","1140","0"
"10203","0","4","6","4","1170","0"
"10203","0","4","6","5","1200","0"
"10203","0","5","6","0","1350","0"
"10203","0","5","6","1","1380","0"
"10203","0","5","6","2","1410","0"
"10203","0","5","6","3","1440","0"
"10203","0","5","6","4","1470","0"
"10203","0","5","6","5","1500","0"
"10204","0","1","10","0","300","0"
"10204","0","1","10","1","360","0"
"10204","0","1","10","2","420","0"
"10204","0","1","10","3","480","0"
"10204","0","1","10","4","540","0"
"10204","0","1","10","5","600","0"
"10204","0","2","10","0","900","0"
"10204","0","2","10","1","960","0"
"10204","0","2","10","2","1020","0"
"10204","0","2","10","3","1080","0"
"10204","0","2","10","4","1140","0"
"10204","0","2","10","5","1200","0"
"10204","0","3","10","0","1500","0"
"10204","0","3","10","1","1560","0"
"10204","0","3","10","2","1620","0"
"10204","0","3","10","3","1680","0"
"10204","0","3","10","4","1740","0"
"10204","0","3","10","5","1800","0"
"10204","0","4","10","0","2100","0"
"10204","0","4","10","1","2160","0"
"10204","0","4","10","2","2220","0"
"10204","0","4","10","3","2280","0"
"10204","0","4","10","4","2340","0"
"10204","0","4","10","5","2400","0"
"10204","0","5","10","0","2700","0"
"10204","0","5","10","1","2760","0"
"10204","0","5","10","2","2820","0"
"10204","0","5","10","3","2880","0"
"10204","0","5","10","4","2940","0"
"10204","0","5","10","5","3000","0"
"10301","0","1","1","0","150","0"
"10301","0","1","1","1","180","0"
"10301","0","1","1","2","210","0"
"10301","0","1","1","3","240","0"
"10301","0","1","1","4","270","0"
"10301","0","1","1","5","300","0"
"10301","0","2","1","0","450","0"
"10301","0","2","1","1","480","0"
"10301","0","2","1","2","510","0"
"10301","0","2","1","3","540","0"
"10301","0","2","1","4","570","0"
"10301","0","2","1","5","600","0"
"10301","0","3","1","0","750","0"
"10301","0","3","1","1","780","0"
"10301","0","3","1","2","810","0"
"10301","0","3","1","3","840","0"
"10301","0","3","1","4","870","0"
"10301","0","3","1","5","900","0"
"10301","0","4","1","0","1050","0"
"10301","0","4","1","1","1080","0"
"10301","0","4","1","2","1110","0"
"10301","0","4","1","3","1140","0"
"10301","0","4","1","4","1170","0"
"10301","0","4","1","5","1200","0"
"10301","0","5","1","0","1350","0"
"10301","0","5","1","1","1380","0"
"10301","0","5","1","2","1410","0"
"10301","0","5","1","3","1440","0"
"10301","0","5","1","4","1470","0"
"10301","0","5","1","5","1500","0"
"10302","0","1","3","0","150","0"
"10302","0","1","3","1","180","0"
"10302","0","1","3","2","210","0"
"10302","0","1","3","3","240","0"
"10302","0","1","3","4","270","0"
"10302","0","1","3","5","300","0"
"10302","0","2","3","0","450","0"
"10302","0","2","3","1","480","0"
"10302","0","2","3","2","510","0"
"10302","0","2","3","3","540","0"
"10302","0","2","3","4","570","0"
"10302","0","2","3","5","600","0"
"10302","0","3","3","0","750","0"
"10302","0","3","3","1","780","0"
"10302","0","3","3","2","810","0"
"10302","0","3","3","3","840","0"
"10302","0","3","3","4","870","0"
"10302","0","3","3","5","900","0"
"10302","0","4","3","0","1050","0"
"10302","0","4","3","1","1080","0"
"10302","0","4","3","2","1110","0"
"10302","0","4","3","3","1140","0"
"10302","0","4","3","4","1170","0"
"10302","0","4","3","5","1200","0"
"10302","0","5","3","0","1350","0"
"10302","0","5","3","1","1380","0"
"10302","0","5","3","2","1410","0"
"10302","0","5","3","3","1440","0"
"10302","0","5","3","4","1470","0"
"10302","0","5","3","5","1500","0"
"10303","0","1","4","0","150","0"
"10303","0","1","4","1","180","0"
"10303","0","1","4","2","210","0"
"10303","0","1","4","3","240","0"
"10303","0","1","4","4","270","0"
"10303","0","1","4","5","300","0"
"10303","0","2","4","0","450","0"
"10303","0","2","4","1","480","0"
"10303","0","2","4","2","510","0"
"10303","0","2","4","3","540","0"
"10303","0","2","4","4","570","0"
"10303","0","2","4","5","600","0"
"10303","0","3","4","0","750","0"
"10303","0","3","4","1","780","0"
"10303","0","3","4","2","810","0"
"10303","0","3","4","3","840","0"
"10303","0","3","4","4","870","0"
"10303","0","3","4","5","900","0"
"10303","0","4","4","0","1050","0"
"10303","0","4","4","1","1080","0"
"10303","0","4","4","2","1110","0"
"10303","0","4","4","3","1140","0"
"10303","0","4","4","4","1170","0"
"10303","0","4","4","5","1200","0"
"10303","0","5","4","0","1350","0"
"10303","0","5","4","1","1380","0"
"10303","0","5","4","2","1410","0"
"10303","0","5","4","3","1440","0"
"10303","0","5","4","4","1470","0"
"10303","0","5","4","5","1500","0"
"10304","0","1","11","0","200","0"
"10304","0","1","11","1","240","0"
"10304","0","1","11","2","280","0"
"10304","0","1","11","3","320","0"
"10304","0","1","11","4","360","0"
"10304","0","1","11","5","400","0"
"10304","0","2","11","0","600","0"
"10304","0","2","11","1","640","0"
"10304","0","2","11","2","680","0"
"10304","0","2","11","3","720","0"
"10304","0","2","11","4","760","0"
"10304","0","2","11","5","800","0"
"10304","0","3","11","0","1000","0"
"10304","0","3","11","1","1040","0"
"10304","0","3","11","2","1080","0"
"10304","0","3","11","3","1120","0"
"10304","0","3","11","4","1160","0"
"10304","0","3","11","5","1200","0"
"10304","0","4","11","0","1400","0"
"10304","0","4","11","1","1440","0"
"10304","0","4","11","2","1480","0"
"10304","0","4","11","3","1520","0"
"10304","0","4","11","4","1560","0"
"10304","0","4","11","5","1600","0"
"10304","0","5","11","0","1800","0"
"10304","0","5","11","1","1840","0"
"10304","0","5","11","2","1880","0"
"10304","0","5","11","3","1920","0"
"10304","0","5","11","4","1960","0"
"10304","0","5","11","5","2000","0"
"10401","0","1","1","0","150","0"
"10401","0","1","1","1","180","0"
"10401","0","1","1","2","210","0"
"10401","0","1","1","3","240","0"
"10401","0","1","1","4","270","0"
"10401","0","1","1","5","300","0"
"10401","0","2","1","0","450","0"
"10401","0","2","1","1","480","0"
"10401","0","2","1","2","510","0"
"10401","0","2","1","3","540","0"
"10401","0","2","1","4","570","0"
"10401","0","2","1","5","600","0"
"10401","0","3","1","0","750","0"
"10401","0","3","1","1","780","0"
"10401","0","3","1","2","810","0"
"10401","0","3","1","3","840","0"
"10401","0","3","1","4","870","0"
"10401","0","3","1","5","900","0"
"10401","0","4","1","0","1050","0"
"10401","0","4","1","1","1080","0"
"10401","0","4","1","2","1110","0"
"10401","0","4","1","3","1140","0"
"10401","0","4","1","4","1170","0"
"10401","0","4","1","5","1200","0"
"10401","0","5","1","0","1350","0"
"10401","0","5","1","1","1380","0"
"10401","0","5","1","2","1410","0"
"10401","0","5","1","3","1440","0"
"10401","0","5","1","4","1470","0"
"10401","0","5","1","5","1500","0"
"10402","0","1","3","0","150","0"
"10402","0","1","3","1","180","0"
"10402","0","1","3","2","210","0"
"10402","0","1","3","3","240","0"
"10402","0","1","3","4","270","0"
"10402","0","1","3","5","300","0"
"10402","0","2","3","0","450","0"
"10402","0","2","3","1","480","0"
"10402","0","2","3","2","510","0"
"10402","0","2","3","3","540","0"
"10402","0","2","3","4","570","0"
"10402","0","2","3","5","600","0"
"10402","0","3","3","0","750","0"
"10402","0","3","3","1","780","0"
"10402","0","3","3","2","810","0"
"10402","0","3","3","3","840","0"
"10402","0","3","3","4","870","0"
"10402","0","3","3","5","900","0"
"10402","0","4","3","0","1050","0"
"10402","0","4","3","1","1080","0"
"10402","0","4","3","2","1110","0"
"10402","0","4","3","3","1140","0"
"10402","0","4","3","4","1170","0"
"10402","0","4","3","5","1200","0"
"10402","0","5","3","0","1350","0"
"10402","0","5","3","1","1380","0"
"10402","0","5","3","2","1410","0"
"10402","0","5","3","3","1440","0"
"10402","0","5","3","4","1470","0"
"10402","0","5","3","5","1500","0"
"10403","0","1","4","0","150","0"
"10403","0","1","4","1","180","0"
"10403","0","1","4","2","210","0"
"10403","0","1","4","3","240","0"
"10403","0","1","4","4","270","0"
"10403","0","1","4","5","300","0"
"10403","0","2","4","0","450","0"
"10403","0","2","4","1","480","0"
"10403","0","2","4","2","510","0"
"10403","0","2","4","3","540","0"
"10403","0","2","4","4","570","0"
"10403","0","2","4","5","600","0"
"10403","0","3","4","0","750","0"
"10403","0","3","4","1","780","0"
"10403","0","3","4","2","810","0"
"10403","0","3","4","3","840","0"
"10403","0","3","4","4","870","0"
"10403","0","3","4","5","900","0"
"10403","0","4","4","0","1050","0"
"10403","0","4","4","1","1080","0"
"10403","0","4","4","2","1110","0"
"10403","0","4","4","3","1140","0"
"10403","0","4","4","4","1170","0"
"10403","0","4","4","5","1200","0"
"10403","0","5","4","0","1350","0"
"10403","0","5","4","1","1380","0"
"10403","0","5","4","2","1410","0"
"10403","0","5","4","3","1440","0"
"10403","0","5","4","4","1470","0"
"10403","0","5","4","5","1500","0"
"10404","0","1","12","0","200","0"
"10404","0","1","12","1","240","0"
"10404","0","1","12","2","280","0"
"10404","0","1","12","3","320","0"
"10404","0","1","12","4","360","0"
"10404","0","1","12","5","400","0"
"10404","0","2","12","0","600","0"
"10404","0","2","12","1","640","0"
"10404","0","2","12","2","680","0"
"10404","0","2","12","3","720","0"
"10404","0","2","12","4","760","0"
"10404","0","2","12","5","800","0"
"10404","0","3","12","0","1000","0"
"10404","0","3","12","1","1040","0"
"10404","0","3","12","2","1080","0"
"10404","0","3","12","3","1120","0"
"10404","0","3","12","4","1160","0"
"10404","0","3","12","5","1200","0"
"10404","0","4","12","0","1400","0"
"10404","0","4","12","1","1440","0"
"10404","0","4","12","2","1480","0"
"10404","0","4","12","3","1520","0"
"10404","0","4","12","4","1560","0"
"10404","0","4","12","5","1600","0"
"10404","0","5","12","0","1800","0"
"10404","0","5","12","1","1840","0"
"10404","0","5","12","2","1880","0"
"10404","0","5","12","3","1920","0"
"10404","0","5","12","4","1960","0"
"10404","0","5","12","5","2000","0"
"10501","0","1","1","0","150","0"
"10501","0","1","1","1","180","0"
"10501","0","1","1","2","210","0"
"10501","0","1","1","3","240","0"
"10501","0","1","1","4","270","0"
"10501","0","1","1","5","300","0"
"10501","0","2","1","0","450","0"
"10501","0","2","1","1","480","0"
"10501","0","2","1","2","510","0"
"10501","0","2","1","3","540","0"
"10501","0","2","1","4","570","0"
"10501","0","2","1","5","600","0"
"10501","0","3","1","0","750","0"
"10501","0","3","1","1","780","0"
"10501","0","3","1","2","810","0"
"10501","0","3","1","3","840","0"
"10501","0","3","1","4","870","0"
"10501","0","3","1","5","900","0"
"10501","0","4","1","0","1050","0"
"10501","0","4","1","1","1080","0"
"10501","0","4","1","2","1110","0"
"10501","0","4","1","3","1140","0"
"10501","0","4","1","4","1170","0"
"10501","0","4","1","5","1200","0"
"10501","0","5","1","0","1350","0"
"10501","0","5","1","1","1380","0"
"10501","0","5","1","2","1410","0"
"10501","0","5","1","3","1440","0"
"10501","0","5","1","4","1470","0"
"10501","0","5","1","5","1500","0"
"10502","0","1","3","0","150","0"
"10502","0","1","3","1","180","0"
"10502","0","1","3","2","210","0"
"10502","0","1","3","3","240","0"
"10502","0","1","3","4","270","0"
"10502","0","1","3","5","300","0"
"10502","0","2","3","0","450","0"
"10502","0","2","3","1","480","0"
"10502","0","2","3","2","510","0"
"10502","0","2","3","3","540","0"
"10502","0","2","3","4","570","0"
"10502","0","2","3","5","600","0"
"10502","0","3","3","0","750","0"
"10502","0","3","3","1","780","0"
"10502","0","3","3","2","810","0"
"10502","0","3","3","3","840","0"
"10502","0","3","3","4","870","0"
"10502","0","3","3","5","900","0"
"10502","0","4","3","0","1050","0"
"10502","0","4","3","1","1080","0"
"10502","0","4","3","2","1110","0"
"10502","0","4","3","3","1140","0"
"10502","0","4","3","4","1170","0"
"10502","0","4","3","5","1200","0"
"10502","0","5","3","0","1350","0"
"10502","0","5","3","1","1380","0"
"10502","0","5","3","2","1410","0"
"10502","0","5","3","3","1440","0"
"10502","0","5","3","4","1470","0"
"10502","0","5","3","5","1500","0"
"10503","0","1","4","0","150","0"
"10503","0","1","4","1","180","0"
"10503","0","1","4","2","210","0"
"10503","0","1","4","3","240","0"
"10503","0","1","4","4","270","0"
"10503","0","1","4","5","300","0"
"10503","0","2","4","0","450","0"
"10503","0","2","4","1","480","0"
"10503","0","2","4","2","510","0"
"10503","0","2","4","3","540","0"
"10503","0","2","4","4","570","0"
"10503","0","2","4","5","600","0"
"10503","0","3","4","0","750","0"
"10503","0","3","4","1","780","0"
"10503","0","3","4","2","810","0"
"10503","0","3","4","3","840","0"
"10503","0","3","4","4","870","0"
"10503","0","3","4","5","900","0"
"10503","0","4","4","0","1050","0"
"10503","0","4","4","1","1080","0"
"10503","0","4","4","2","1110","0"
"10503","0","4","4","3","1140","0"
"10503","0","4","4","4","1170","0"
"10503","0","4","4","5","1200","0"
"10503","0","5","4","0","1350","0"
"10503","0","5","4","1","1380","0"
"10503","0","5","4","2","1410","0"
"10503","0","5","4","3","1440","0"
"10503","0","5","4","4","1470","0"
"10503","0","5","4","5","1500","0"
"10504","0","1","14","0","500","0"
"10504","0","1","14","1","600","0"
"10504","0","1","14","2","700","0"
"10504","0","1","14","3","800","0"
"10504","0","1","14","4","900","0"
"10504","0","1","14","5","1000","0"
"10504","0","2","14","0","1500","0"
"10504","0","2","14","1","1600","0"
"10504","0","2","14","2","1700","0"
"10504","0","2","14","3","1800","0"
"10504","0","2","14","4","1900","0"
"10504","0","2","14","5","2000","0"
"10504","0","3","14","0","2500","0"
"10504","0","3","14","1","2600","0"
"10504","0","3","14","2","2700","0"
"10504","0","3","14","3","2800","0"
"10504","0","3","14","4","2900","0"
"10504","0","3","14","5","3000","0"
"10504","0","4","14","0","3500","0"
"10504","0","4","14","1","3600","0"
"10504","0","4","14","2","3700","0"
"10504","0","4","14","3","3800","0"
"10504","0","4","14","4","3900","0"
"10504","0","4","14","5","4000","0"
"10504","0","5","14","0","4500","0"
"10504","0","5","14","1","4600","0"
"10504","0","5","14","2","4700","0"
"10504","0","5","14","3","4800","0"
"10504","0","5","14","4","4900","0"
"10504","0","5","14","5","5000","0"
"10601","0","1","1","0","150","0"
"10601","0","1","1","1","180","0"
"10601","0","1","1","2","210","0"
"10601","0","1","1","3","240","0"
"10601","0","1","1","4","270","0"
"10601","0","1","1","5","300","0"
"10601","0","2","1","0","450","0"
"10601","0","2","1","1","480","0"
"10601","0","2","1","2","510","0"
"10601","0","2","1","3","540","0"
"10601","0","2","1","4","570","0"
"10601","0","2","1","5","600","0"
"10601","0","3","1","0","750","0"
"10601","0","3","1","1","780","0"
"10601","0","3","1","2","810","0"
"10601","0","3","1","3","840","0"
"10601","0","3","1","4","870","0"
"10601","0","3","1","5","900","0"
"10601","0","4","1","0","1050","0"
"10601","0","4","1","1","1080","0"
"10601","0","4","1","2","1110","0"
"10601","0","4","1","3","1140","0"
"10601","0","4","1","4","1170","0"
"10601","0","4","1","5","1200","0"
"10601","0","5","1","0","1350","0"
"10601","0","5","1","1","1380","0"
"10601","0","5","1","2","1410","0"
"10601","0","5","1","3","1440","0"
"10601","0","5","1","4","1470","0"
"10601","0","5","1","5","1500","0"
"10602","0","1","3","0","150","0"
"10602","0","1","3","1","180","0"
"10602","0","1","3","2","210","0"
"10602","0","1","3","3","240","0"
"10602","0","1","3","4","270","0"
"10602","0","1","3","5","300","0"
"10602","0","2","3","0","450","0"
"10602","0","2","3","1","480","0"
"10602","0","2","3","2","510","0"
"10602","0","2","3","3","540","0"
"10602","0","2","3","4","570","0"
"10602","0","2","3","5","600","0"
"10602","0","3","3","0","750","0"
"10602","0","3","3","1","780","0"
"10602","0","3","3","2","810","0"
"10602","0","3","3","3","840","0"
"10602","0","3","3","4","870","0"
"10602","0","3","3","5","900","0"
"10602","0","4","3","0","1050","0"
"10602","0","4","3","1","1080","0"
"10602","0","4","3","2","1110","0"
"10602","0","4","3","3","1140","0"
"10602","0","4","3","4","1170","0"
"10602","0","4","3","5","1200","0"
"10602","0","5","3","0","1350","0"
"10602","0","5","3","1","1380","0"
"10602","0","5","3","2","1410","0"
"10602","0","5","3","3","1440","0"
"10602","0","5","3","4","1470","0"
"10602","0","5","3","5","1500","0"
"10603","0","1","4","0","150","0"
"10603","0","1","4","1","180","0"
"10603","0","1","4","2","210","0"
"10603","0","1","4","3","240","0"
"10603","0","1","4","4","270","0"
"10603","0","1","4","5","300","0"
"10603","0","2","4","0","450","0"
"10603","0","2","4","1","480","0"
"10603","0","2","4","2","510","0"
"10603","0","2","4","3","540","0"
"10603","0","2","4","4","570","0"
"10603","0","2","4","5","600","0"
"10603","0","3","4","0","750","0"
"10603","0","3","4","1","780","0"
"10603","0","3","4","2","810","0"
"10603","0","3","4","3","840","0"
"10603","0","3","4","4","870","0"
"10603","0","3","4","5","900","0"
"10603","0","4","4","0","1050","0"
"10603","0","4","4","1","1080","0"
"10603","0","4","4","2","1110","0"
"10603","0","4","4","3","1140","0"
"10603","0","4","4","4","1170","0"
"10603","0","4","4","5","1200","0"
"10603","0","5","4","0","1350","0"
"10603","0","5","4","1","1380","0"
"10603","0","5","4","2","1410","0"
"10603","0","5","4","3","1440","0"
"10603","0","5","4","4","1470","0"
"10603","0","5","4","5","1500","0"
"10604","0","1","13","0","200","0"
"10604","0","1","13","1","240","0"
"10604","0","1","13","2","280","0"
"10604","0","1","13","3","320","0"
"10604","0","1","13","4","360","0"
"10604","0","1","13","5","400","0"
"10604","0","2","13","0","600","0"
"10604","0","2","13","1","640","0"
"10604","0","2","13","2","680","0"
"10604","0","2","13","3","720","0"
"10604","0","2","13","4","760","0"
"10604","0","2","13","5","800","0"
"10604","0","3","13","0","1000","0"
"10604","0","3","13","1","1040","0"
"10604","0","3","13","2","1080","0"
"10604","0","3","13","3","1120","0"
"10604","0","3","13","4","1160","0"
"10604","0","3","13","5","1200","0"
"10604","0","4","13","0","1400","0"
"10604","0","4","13","1","1440","0"
"10604","0","4","13","2","1480","0"
"10604","0","4","13","3","1520","0"
"10604","0","4","13","4","1560","0"
"10604","0","4","13","5","1600","0"
"10604","0","5","13","0","1800","0"
"10604","0","5","13","1","1840","0"
"10604","0","5","13","2","1880","0"
"10604","0","5","13","3","1920","0"
"10604","0","5","13","4","1960","0"
"10604","0","5","13","5","2000","0"
"10701","0","1","1","0","150","0"
"10701","0","1","1","1","180","0"
"10701","0","1","1","2","210","0"
"10701","0","1","1","3","240","0"
"10701","0","1","1","4","270","0"
"10701","0","1","1","5","300","0"
"10701","0","2","1","0","450","0"
"10701","0","2","1","1","480","0"
"10701","0","2","1","2","510","0"
"10701","0","2","1","3","540","0"
"10701","0","2","1","4","570","0"
"10701","0","2","1","5","600","0"
"10701","0","3","1","0","750","0"
"10701","0","3","1","1","780","0"
"10701","0","3","1","2","810","0"
"10701","0","3","1","3","840","0"
"10701","0","3","1","4","870","0"
"10701","0","3","1","5","900","0"
"10701","0","4","1","0","1050","0"
"10701","0","4","1","1","1080","0"
"10701","0","4","1","2","1110","0"
"10701","0","4","1","3","1140","0"
"10701","0","4","1","4","1170","0"
"10701","0","4","1","5","1200","0"
"10701","0","5","1","0","1350","0"
"10701","0","5","1","1","1380","0"
"10701","0","5","1","2","1410","0"
"10701","0","5","1","3","1440","0"
"10701","0","5","1","4","1470","0"
"10701","0","5","1","5","1500","0"
"10702","0","1","3","0","150","0"
"10702","0","1","3","1","180","0"
"10702","0","1","3","2","210","0"
"10702","0","1","3","3","240","0"
"10702","0","1","3","4","270","0"
"10702","0","1","3","5","300","0"
"10702","0","2","3","0","450","0"
"10702","0","2","3","1","480","0"
"10702","0","2","3","2","510","0"
"10702","0","2","3","3","540","0"
"10702","0","2","3","4","570","0"
"10702","0","2","3","5","600","0"
"10702","0","3","3","0","750","0"
"10702","0","3","3","1","780","0"
"10702","0","3","3","2","810","0"
"10702","0","3","3","3","840","0"
