c3234fafef2126ad42a9c2a4cb5dba9217bb04c4154387ebf8230ce2615adf04,551283f5fd3f03cebd54b440339c8fd8a038c52b1a37ab140c8f000701b175e4,e9fe6fa22d4a3a2487373d14a392bd9fb08908963cd630a8edd10a6c73f66bdf
"106701","133","172"
"101501","134","173"
"101201","135","174"
"104001","136","175"
"105601","137","176"
"105101","138","177"
"102701","139","178"
"101301","140","179"
"100901","141","180"
"105601","141","181"
"105101","141","182"
"102701","141","183"
"101301","141","184"
"101001","142","185"
"101701","143","186"
"101001","143","187"
"104301","143","188"
"101401","143","189"
"104301","144","190"
"101401","145","191"
"100901","146","192"
"105601","147","193"
"100901","147","194"
"105101","147","195"
"102701","147","196"
"101301","147","197"
"101301","148","198"
"102701","149","199"
"104901","150","200"
"103001","151","201"
"106801","152","202"
"104501","153","203"
"105301","154","204"
"101001","155","205"
"104301","156","206"
"101701","157","207"
"101401","158","208"
"104901","159","209"
"101101","160","210"
"106801","161","211"
"104901","161","212"
"101101","161","213"
"103001","162","214"
"100801","163","215"
"105301","164","216"
"103001","164","217"
"100801","164","218"
"104501","164","219"
"105501","164","220"
"104501","165","221"
"102701","166","222"
"105601","166","223"
"100901","166","224"
"105101","166","225"
"101301","166","226"
"105501","167","227"
"104701","168","228"
"107101","169","229"
"100501","170","230"
"101001","171","231"
"101701","172","232"
"111001","173","233"
"110801","174","234"
"110901","174","235"
"111001","174","236"
"110901","175","237"
"104301","176","238"
"101001","176","239"
"101401","176","240"
"101701","176","241"
"100401","177","242"
"103601","177","243"
"102001","177","244"
"103701","178","245"
"104701","178","246"
"100501","178","247"
"107101","178","248"
"106101","179","249"
"107101","179","250"
"102001","180","251"
"103601","181","252"
"101801","182","253"
"105001","182","254"
"101601","182","255"
"105001","183","256"
"101601","184","257"
"105601","185","258"
"105101","186","259"
"102701","187","260"
"100901","188","261"
"101301","189","262"
"105601","189","263"
"105101","189","264"
"100901","189","265"
"102701","189","266"
"105501","190","267"
"106801","191","268"
"104901","192","269"
"101101","193","270"
"104901","193","271"
"106801","193","272"
"100301","194","273"
"100101","195","274"
"100201","195","275"
"100301","195","276"
"100201","196","277"
"100801","197","278"
"105301","198","279"
"103001","199","280"
"105301","199","281"
"104501","199","282"
"105501","199","283"
"100801","199","284"
"105801","200","285"
"106001","201","286"
"105801","201","287"
"105901","201","288"
"106401","201","289"
"106401","202","290"
"105901","203","291"
"101501","204","292"
"104001","204","293"
"101201","204","294"
"102901","205","295"
"105401","206","296"
"104201","206","297"
"102901","206","298"
"104201","207","299"
"106601","208","300"
"106501","209","301"
"106701","210","302"
"118501","211","303"
"105801","211","304"
"111001","212","305"
"110801","213","306"
"110901","214","307"
"111001","214","308"
"110801","214","309"
"104001","215","310"
"101201","216","311"
"101501","217","312"
"118001","218","313"
"105801","218","314"
"104301","219","315"
"101701","220","316"
"101001","221","317"
"104301","221","318"
"101701","221","319"
"101401","221","320"
"101401","222","321"
"102901","223","322"
"104201","224","323"
"105401","225","324"
"104001","226","325"
"106501","227","326"
"106601","228","327"
"106701","228","328"
"106501","228","329"
"106701","229","330"
"102501","230","331"
"102301","231","332"
"102101","232","333"
"102801","233","334"
"102101","233","335"
"102301","233","336"
"102501","233","337"
"101101","234","338"
"106801","235","339"
"105301","236","340"
"104501","237","341"
"103001","238","342"
"100801","239","343"
"104501","239","344"
"105301","239","345"
"105501","239","346"
"103001","239","347"
"105501","240","348"
"100501","241","349"
"103701","242","350"
"107101","243","351"
"106801","244","352"
"102801","245","353"
"102501","246","354"
"102301","247","355"
"102101","248","356"
"105301","249","357"
"104501","250","358"
"103001","251","359"
"101101","252","360"
"104901","253","361"
"101101","253","362"
"106801","253","363"
"104701","254","364"
"107101","254","365"
"100501","254","366"
"103701","254","367"
"107101","255","368"
"100501","256","369"
"103701","257","370"
"100801","258","371"
"105501","259","372"
"106801","260","373"
"109201","261","374"
"109301","262","375"
"103801","263","376"
"103301","263","377"
"105201","263","378"
"102601","263","379"
"101401","264","380"
"101701","264","381"
"101001","264","382"
"104301","264","383"
"109401","265","384"
"109201","265","385"
"109301","265","386"
"102601","266","387"
"105201","267","388"
"103301","268","389"
"101701","269","390"
"104301","270","391"
"101001","271","392"
"104601","272","393"
"104801","273","394"
"103201","273","395"
"104601","273","396"
"103401","273","397"
"103201","274","398"
"103401","275","399"
"104401","276","400"
"100701","277","401"
"103101","278","402"
"100801","279","403"
"105301","280","404"
"104501","281","405"
"105301","281","406"
"105501","281","407"
"103001","281","408"
"100801","281","409"
"103001","282","410"
"105501","283","411"
"100601","284","412"
"102201","284","413"
"104401","284","414"
"100701","284","415"
"103101","284","416"
"103701","285","417"
"104701","286","418"
"100501","287","419"
"103701","287","420"
"104701","287","421"
"107101","287","422"
"107101","288","423"
"103801","289","424"
"101401","290","425"
"102201","291","426"
"100601","292","427"
"109201","293","428"
"109301","293","429"
"109401","293","430"
"109301","294","431"
"109401","295","432"
"100601","296","433"
"102201","297","434"
"104401","298","435"
"100701","299","436"
"103101","300","437"
"102301","301","438"
"102101","302","439"
"102801","303","440"
"102501","304","441"
"102801","304","442"
"102301","304","443"
"102101","304","444"
"105801","305","445"
"106401","306","446"
"105801","306","447"
"106001","306","448"
"105901","306","449"
"106001","307","450"
"105901","308","451"
"104001","309","452"
"101501","310","453"
"102201","311","454"
"100601","312","455"
"104401","313","456"
"103101","314","457"
"100701","314","458"
"100601","314","459"
"102201","314","460"
"104401","314","461"
"100701","315","462"
"101201","316","463"
"101501","316","464"
"104001","316","465"
"104001","317","466"
"101501","318","467"
"106401","319","468"
"118101","320","469"
"105901","320","470"
"123301","320","471"
"106001","321","472"
"105901","322","473"
"105801","323","474"
"102601","324","475"
"105201","324","476"
"103801","324","477"
"103301","324","478"
"106001","325","479"
"105001","326","480"
"101601","326","481"
"101801","326","482"
"106401","327","483"
"105901","328","484"
"105801","329","485"
"103301","330","486"
"105201","331","487"
"103801","332","488"
"101801","333","489"
"101601","334","490"
"100301","335","491"
"100201","335","492"
"100101","335","493"
"100101","336","494"
"100201","337","495"
"104401","338","496"
"103101","339","497"
"100601","340","498"
"102201","341","499"
"105001","342","500"
"102601","343","501"
"103301","344","502"
"105201","345","503"
"100701","346","504"
"100601","346","505"
"102201","346","506"
"103101","346","507"
"104401","346","508"
"102901","347","509"
"104201","347","510"
"105401","347","511"
"104201","348","512"
"105401","349","513"
"101801","350","514"
"101601","351","515"
"100201","352","516"
"100301","353","517"
"100101","354","518"
"102001","355","519"
"103601","356","520"
"100401","356","521"
"102001","356","522"
"100401","357","523"
"109301","358","524"
"109201","358","525"
"109401","358","526"
"109401","359","527"
"109201","360","528"
"107101","361","529"
"103701","361","530"
"100501","361","531"
"104701","361","532"
"104701","362","533"
"103701","363","534"
"100501","364","535"
"103601","365","536"
"100201","366","537"
"106001","367","538"
"105901","368","539"
"105801","369","540"
"107101","370","541"
"100401","371","542"
"123001","372","543"
"100201","372","544"
"100101","372","545"
"100301","372","546"
"102001","373","547"
"105901","374","548"
"100301","375","549"
"103701","376","550"
"100501","377","551"
"104701","378","552"
"111401","379","553"
"110901","380","554"
"110801","381","555"
"111001","382","556"
"110801","382","557"
"110901","382","558"
"104601","383","559"
"104801","383","560"
"103401","383","561"
"103201","383","562"
"104801","384","563"
"103301","385","564"
"103801","385","565"
"102601","385","566"
"105201","385","567"
"103801","386","568"
"102601","387","569"
"100901","388","570"
"105101","389","571"
"105601","389","572"
"100901","389","573"
"101301","389","574"
"102701","389","575"
"105601","390","576"
"102701","391","577"
"105701","392","578"
"118501","392","579"
"101301","393","580"
"103201","394","581"
"104601","394","582"
"104801","394","583"
"103401","394","584"
"104801","395","585"
"105201","396","586"
"103301","396","587"
"102601","396","588"
"103801","396","589"
"104601","397","590"
"103401","398","591"
"103201","398","592"
"104801","398","593"
"104601","398","594"
"103201","399","595"
"103801","400","596"
"102601","401","597"
"100901","402","598"
"101301","403","599"
"102701","404","600"
"105201","405","601"
"107001","406","602"
"105201","406","603"
"105101","407","604"
"105601","408","605"
"118201","409","606"
"106001","410","607"
"105901","411","608"
"105801","412","609"
