18c6ca388ca07f9bc2f044407ebfc32241b71619ec02cf99b53271d2172a0a08,956411fb1a3a4ba9dc6d097ca61db86b0837e737872254b1ab3eeb66b32d6114,d8f8e3ebf9c1ad578ef04c84956c2729a6642a182efac618d242168dd8c22644,a283c3b93730c1236429006075afbaa5061c5dfe7139296e37d42d7641fca1d6,257b5fd5e8f8745f30d758cb34a3285fefc619650180491032bc6f1bbf8d3eec,ad481825cea71da9541588daed618fa322e2de59f70eaaa47d6aa449c7620380,2e17dc6fc7120c53ffb18965e0c45054b4678f3959f60a1478d2d1b787a36635,da44f289da7b78db409f1e13c2372bf59e57e8061ecdd14de5602602aae22cd0,7ad98be46acf9d7c987b8f6008a9f8f5baa77099ca91af9179ed6bac5bd49459,1b945563a45cdba67897d06b84b56304d44f0d3445efff780c5a654b2ea5a281,ccb3f020d108f7c854f3eda522f0616d3baece56c320984f7df550345e9bab1e,82699d4a2ab4e225755c6e89022c940ac668ffdd39a90c6929762a8e2af89ac8,c9308baef383815e713301fd0ee12a756f5a0b2667cd7603625c5f37da710883,330e706306ad80848eed55d75aac76c24652e5e05cc581ac41c4c6c594771a24,2f78a9ce5e11e5768fb32acd40c6f51ede27784f9be6174efdc29f2145f86ad2,8eb096f6c782f86d7d997a7a71fa133705f623d4d8f3c1734f5dc138ec8d55c2,190542520a602a264e83af77a442369b2e22313275338024f5a0536bf6087bbb,a1345680a51c3435248b459390addcdcdedc14a643874b5fd76b02a92463d2e8,a3eeca6df1490d4e2d5edac2d3532c26b991159aba8427b974f6961fb41fe708,bc8cfeca22ec58b35e102515bbdedeed5fc607d256b9ac14d726cbbeca3f22a1,872ca9e954bb0212d2c819c1b6eeb990eacfc89758db3069e909c87e314b12cc,86c6631da2729ccaa69973eaeb8d3756cc062145fc70cd79df1a9afde13f1147,e321a437c33868fc46ab26d1b6fe2fe15005eccce46ede64e8574981adbd6c1b,e58966614efb96647f46fd6cc97a03a8c17ae9c9b38a33b4de263b3258aee0bc,c99c5ea24b146c4cb36f79e99291556ae0f593ffe3ca7ee42c9d49ae2b6b0c38,b196e11ecdd2438117d63bf73609e1afb239c0c9294dc6a0c66faa6e28ec21a1,de058802b46da3b6b66bd830083d2646175cd50448ec987548f5846b7e14e8c6,413beb70aa9c0c7aaf4a6cb513654d068c9bbbe9b61e48d8fe05d6376a6744d2,46fd2b7176ec87453885f05b0e2d136eb16f75aa0f691cb4b545269d4c325609,6c1c2ade44af4c3488d1167612b95e2d10a88aa5e0d4dfb3b36b891c20ae49a6,6cab6f7c920020c4f79797cc8c66dc61be8e25d72398942e6135f9a9c9f3ae7b,db203c59f61b76d21e7febd816a78db5a03e096edaf89f124229808bc1e2e10e,108066698ef1ed9f50535595cb6dd1d5f8b6c313a2d70d1f22473a566a56e237,f26e2b56cfedeab1ecc3d943177e279df87f4d3ea0ba754ed4042f54a0e46377,be259208ffcbbb16be12c3bd6dba09d448d5341121aa95573779cf8b308a8f03,3dc988390026edba6e0f85847c188e8decb531a03d90439a1a515b84869b4030,c6df305dd9e17835670e20cb1e0dce75fcddd2ccdaf40e66e698bba86aa7f774,d12196364dd7aeea764ef3888ba4ac567da99e35ac0cab2897371eeb21daa8f6,dc9f0a8b7639f896ae1803326c34aea3218648056ea649a5552347437cf3e47f,c22e45b55fbaacef4a0def70078e21acf6ffc282d431a1d23df6b1b1a270c38a,f27367880b2f2332e8a65c8c1e2190b90556801bf733fe41682a789e65c4fb3f,3a2b0852b100e00f09e3de5d7cca976ec3c6a014b98d329824a3d6835dd4c1d8,163f638658207aeb46fd4df20993d5d5d21e780c911cdbff710f067e5d4cdf3f,17902d5b18b483cd715073dbaa0c4eab05cc76507dc089171c39b0f40cc0c856
"10","0","10","650250012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100042","650001113","650250013","0","20","0","150","0","bgm_M41","100040","650001126","bgm_M41","bgm_M41","bgm_M41","13","0","100043","1","100041","0","470","650250011","100041","bgm_M41","10","20001113","0","塔爾格姆地區 1-13","20001"
"10","0","10","650260012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100092","650001114","650260013","0","-100","0","150","0","bgm_M41","100030","650001127","bgm_M41","bgm_M41","bgm_M41","14","0","100093","1","100091","0","570","650260011","100091","bgm_M41","10","20001114","0","塔爾格姆地區 1-14","20001"
"10","0","10","650280012","bgm_M41","0","0","0","0","90","0","0","0","0","20001101","100092","650001115","650280013","0","74","0","150","0","bgm_M41","100030","650001123","bgm_M41","bgm_M41","bgm_M41","15","0","100093","1","100091","0","649","650280011","100091","bgm_M41","10","20001115","0","塔爾格姆地區 1-15","20001"
"16","0","10","650280022","bgm_M41","0","0","0","0","90","0","0","0","5","20001201","100368","650001116","650280023","0","-12","1","240","2","bgm_M41","100020","650001121","bgm_M41","bgm_M41","bgm_M41","16","31012","100369","1","100367","54","-571","650280021","100367","bgm_M41","16","20001201","0","塔爾格姆地區 1-1","20001"
"16","0","10","650300012","bgm_M41","0","0","0","0","90","0","0","0","5","20001201","100772","650001117","650300013","0","-148","1","240","2","bgm_M41","100060","650001121","bgm_M41","bgm_M41","bgm_M41","17","31038","100773","1","100771","54","-319","650300011","100771","bgm_M41","16","20001202","0","塔爾格姆地區 1-2","20001"
"18","0","10","650330012","bgm_M41","0","0","0","0","90","0","0","0","5","20001201","100452","650001118","650330013","0","34","1","270","2","bgm_M41","100090","650001121","bgm_M41","bgm_M41","bgm_M41","18","31012","100453","1","100451","54","-107","650330011","100451","bgm_M41","18","20001203","0","塔爾格姆地區 1-3","20001"
"18","0","10","650350012","bgm_M41","0","0","0","0","90","0","0","0","5","20001201","100732","650001119","650350013","0","110","1","270","2","bgm_M41","100070","650001121","bgm_M41","bgm_M41","bgm_M41","19","31038","100733","1","100731","54","140","650350011","100731","bgm_M41","18","20001204","0","塔爾格姆地區 1-4","20001"
"20","0","10","650380012","bgm_M41","0","0","0","0","90","0","0","0","5","20001201","100382","650001120","650380013","0","-90","1","300","2","bgm_M41","100030","650001121","bgm_M41","bgm_M41","bgm_M41","20","31012","100383","1","100381","54","310","650380011","100381","bgm_M41","20","20001205","0","塔爾格姆地區 1-5","20001"
"8","0","8","650002012","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","100062","650002101","650002013","0","-120","0","120","0","bgm_M41","100010","650002124","bgm_M41","bgm_M41","bgm_M41","1","0","100063","1","100061","0","-820","650002011","100061","bgm_M41","8","20002101","0","馬席納地區 1-1","20002"
"8","0","8","650002022","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","100015","650002102","650002023","0","20","0","120","0","bgm_M41","100020","650002125","bgm_M41","bgm_M41","bgm_M41","2","0","100016","1","100014","0","-710","650002021","100014","bgm_M41","8","20002102","0","馬席納地區 1-2","20002"
"8","0","8","650002032","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","100062","650002103","650002033","0","-120","0","120","0","bgm_M41","100010","650002126","bgm_M41","bgm_M41","bgm_M41","3","0","100063","1","100061","0","-580","650002031","100061","bgm_M41","8","20002103","0","馬席納地區 1-3","20002"
"8","0","8","650002042","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","100015","650002104","650002043","0","50","0","120","0","bgm_M41","100020","650002127","bgm_M41","bgm_M41","bgm_M41","4","0","100016","1","100014","0","-510","650002041","100014","bgm_M41","8","20002104","0","馬席納地區 1-4","20002"
"8","0","8","650002052","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","100042","650002105","650002053","0","-60","0","120","0","bgm_M41","100040","650002123","bgm_M41","bgm_M41","bgm_M41","5","0","100043","1","100041","0","-430","650002051","100041","bgm_M41","8","20002105","0","馬席納地區 1-5","20002"
"9","0","9","650002062","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","100022","650002106","650002063","0","-150","0","135","0","bgm_M41","100050","650002124","bgm_M41","bgm_M41","bgm_M41","6","0","100023","1","100021","0","-340","650002061","100021","bgm_M41","9","20002106","0","馬席納地區 1-6","20002"
"9","0","9","650002072","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","100202","650002107","650002073","0","-80","0","135","0","bgm_M41","100110","650002125","bgm_M41","bgm_M41","bgm_M41","7","0","100203","1","100201","0","-215","650002071","100201","bgm_M41","9","20002107","0","馬席納地區 1-7","20002"
"9","0","9","650002082","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","100202","650002108","650002083","0","-110","0","135","0","bgm_M41","100110","650002126","bgm_M41","bgm_M41","bgm_M41","8","0","100203","1","100201","0","-75","650002081","100201","bgm_M41","9","20002108","0","馬席納地區 1-8","20002"
"9","0","9","650002092","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","100202","650002109","650002093","0","-50","0","135","0","bgm_M41","100110","650002127","bgm_M41","bgm_M41","bgm_M41","9","0","100203","1","100201","0","45","650002091","100201","bgm_M41","9","20002109","0","馬席納地區 1-9","20002"
"9","0","9","650002102","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","100062","650002110","650002103","0","40","0","135","0","bgm_M41","100010","650002122","bgm_M41","bgm_M41","bgm_M41","10","0","100063","1","100061","0","150","650002101","100061","bgm_M41","9","20002110","0","馬席納地區 1-10","20002"
"10","0","10","650002112","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","100172","650002111","650002113","0","-70","0","150","0","bgm_M41","100070","650002124","bgm_M41","bgm_M41","bgm_M41","11","0","100173","1","100171","0","260","650002111","100171","bgm_M41","10","20002111","0","馬席納地區 1-11","20002"
"10","0","10","650002122","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","100152","650002112","650002123","0","30","0","150","0","bgm_M41","100120","650002125","bgm_M41","bgm_M41","bgm_M41","12","0","100153","1","100151","0","380","650002121","100151","bgm_M41","10","20002112","0","馬席納地區 1-12","20002"
"10","0","10","650002132","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","101142","650002113","650002133","0","-100","0","150","0","bgm_M41","100080","650002126","bgm_M41","bgm_M41","bgm_M41","13","0","101143","1","101141","0","470","650002131","101141","bgm_M41","10","20002113","0","馬席納地區 1-13","20002"
"10","0","10","650002142","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","101142","650002114","650002143","0","40","0","150","0","bgm_M41","100080","650002127","bgm_M41","bgm_M41","bgm_M41","14","0","101143","1","101141","0","570","650002141","101141","bgm_M41","10","20002114","0","馬席納地區 1-14","20002"
"10","0","10","650002152","bgm_M41","0","0","0","0","90","0","0","0","0","20002101","101142","650002115","650002153","0","-70","0","150","0","bgm_M41","100080","650002123","bgm_M41","bgm_M41","bgm_M41","15","0","101143","1","101141","0","680","650002151","101141","bgm_M41","10","20002115","0","馬席納地區 1-15","20002"
"16","0","10","650002162","bgm_M41","0","0","0","0","90","0","0","0","5","20002201","100472","650002116","650002163","0","-10","1","240","2","bgm_M41","100110","650002121","bgm_M41","bgm_M41","bgm_M41","16","31020","100473","1","100471","54","-450","650002161","100471","bgm_M41","16","20002201","0","馬席納地區 1-1","20002"
"16","0","10","650002172","bgm_M41","0","0","0","0","90","0","0","0","5","20002201","100812","650002117","650002173","0","-100","1","240","2","bgm_M41","100070","650002121","bgm_M41","bgm_M41","bgm_M41","17","31004","100813","1","100811","54","-250","650002171","100811","bgm_M41","16","20002202","0","馬席納地區 1-2","20002"
"18","0","10","650002182","bgm_M41","0","0","0","0","90","0","0","0","5","20002201","100792","650002118","650002183","0","20","1","270","2","bgm_M41","100120","650002121","bgm_M41","bgm_M41","bgm_M41","18","31020","100793","1","100791","54","-50","650002181","100791","bgm_M41","18","20002203","0","馬席納地區 1-3","20002"
"18","0","10","650002192","bgm_M41","0","0","0","0","90","0","0","0","5","20002201","101152","650002119","650002193","0","-110","1","270","2","bgm_M41","100080","650002121","bgm_M41","bgm_M41","bgm_M41","19","31004","101153","1","101151","54","110","650002191","101151","bgm_M41","18","20002204","0","馬席納地區 1-4","20002"
"20","0","10","650002202","bgm_M41","0","0","0","0","90","0","0","0","5","20002201","101152","650002120","650002203","0","-10","1","300","2","bgm_M41","100080","650002121","bgm_M41","bgm_M41","bgm_M41","20","31020","101153","1","101151","54","290","650002201","101151","bgm_M41","20","20002205","0","馬席納地區 1-5","20002"
"8","0","8","650003012","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100065","650003101","650003013","0","-90","0","120","0","bgm_M41","100010","650003124","bgm_M41","bgm_M41","bgm_M41","1","0","100066","1","100064","0","-820","650003011","100064","bgm_M41","8","20003101","0","蘭德索爾郊外 1-1","20003"
"8","0","8","650003022","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100022","650003102","650003023","0","20","0","120","0","bgm_M41","100020","650003125","bgm_M41","bgm_M41","bgm_M41","2","0","100023","1","100021","0","-700","650003021","100021","bgm_M41","8","20003102","0","蘭德索爾郊外 1-2","20003"
"8","0","8","650003032","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100068","650003103","650003033","0","-120","0","120","0","bgm_M41","100010","650003126","bgm_M41","bgm_M41","bgm_M41","3","0","100069","1","100067","0","-600","650003031","100067","bgm_M41","8","20003103","0","蘭德索爾郊外 1-3","20003"
"8","0","8","650003042","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100126","650003104","650003043","0","40","0","120","0","bgm_M41","100040","650003127","bgm_M41","bgm_M41","bgm_M41","4","0","100127","1","100125","0","-500","650003041","100125","bgm_M41","8","20003104","0","蘭德索爾郊外 1-4","20003"
"8","0","8","650003052","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100082","650003105","650003053","0","-70","0","120","0","bgm_M41","100050","650003123","bgm_M41","bgm_M41","bgm_M41","5","0","100083","1","100081","0","-400","650003051","100081","bgm_M41","8","20003105","0","蘭德索爾郊外 1-5","20003"
"9","0","9","650003062","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100075","650003106","650003063","0","-110","0","135","0","bgm_M41","100010","650003124","bgm_M41","bgm_M41","bgm_M41","6","0","100076","1","100074","0","-260","650003061","100074","bgm_M41","9","20003106","0","蘭德索爾郊外 1-6","20003"
"9","0","9","650003072","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100112","650003107","650003073","0","25","0","135","0","bgm_M41","100040","650003125","bgm_M41","bgm_M41","bgm_M41","7","0","100113","1","100111","0","-180","650003071","100111","bgm_M41","9","20003107","0","蘭德索爾郊外 1-7","20003"
"9","0","9","650003082","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100078","650003108","650003083","0","-110","0","135","0","bgm_M41","100010","650003126","bgm_M41","bgm_M41","bgm_M41","8","0","100079","1","100077","0","-75","650003081","100077","bgm_M41","9","20003108","0","蘭德索爾郊外 1-8","20003"
"9","0","9","650003092","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100052","650003109","650003093","0","-50","0","135","0","bgm_M41","100080","650003127","bgm_M41","bgm_M41","bgm_M41","9","0","100053","1","100051","0","50","650003091","100051","bgm_M41","9","20003109","0","蘭德索爾郊外 1-9","20003"
"9","0","9","650003102","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100052","650003110","650003103","0","20","0","135","0","bgm_M41","100080","650003122","bgm_M41","bgm_M41","bgm_M41","10","0","100053","1","100051","0","180","650003101","100051","bgm_M41","9","20003110","0","蘭德索爾郊外 1-10","20003"
"10","0","10","650003112","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100032","650003111","650003113","0","-100","0","150","0","bgm_M41","100050","650003124","bgm_M41","bgm_M41","bgm_M41","11","0","100033","1","100031","0","270","650003111","100031","bgm_M41","10","20003111","0","蘭德索爾郊外 1-11","20003"
"10","0","10","650003122","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100152","650003112","650003123","0","40","0","150","0","bgm_M41","100120","650003125","bgm_M41","bgm_M41","bgm_M41","12","0","100153","1","100151","0","390","650003121","100151","bgm_M41","10","20003112","0","蘭德索爾郊外 1-12","20003"
"10","0","10","650003132","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100012","650003113","650003133","0","-110","0","150","0","bgm_M41","100020","650003126","bgm_M41","bgm_M41","bgm_M41","13","0","100013","1","100011","0","490","650003131","100011","bgm_M41","10","20003113","0","蘭德索爾郊外 1-13","20003"
"10","0","10","650003142","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100015","650003114","650003143","0","40","0","150","0","bgm_M41","100020","650003127","bgm_M41","bgm_M41","bgm_M41","14","0","100016","1","100014","0","570","650003141","100014","bgm_M41","10","20003114","0","蘭德索爾郊外 1-14","20003"
"10","0","10","650003152","bgm_M41","0","0","0","0","90","0","0","0","0","20003101","100018","650003115","650003153","0","-80","0","150","0","bgm_M41","100020","650003123","bgm_M41","bgm_M41","bgm_M41","15","0","100019","1","100017","0","670","650003151","100017","bgm_M41","10","20003115","0","蘭德索爾郊外 1-15","20003"
"16","0","10","650003162","bgm_M41","0","0","0","0","90","0","0","0","5","20003201","100792","650003116","650003163","0","-10","1","240","2","bgm_M41","100120","650003121","bgm_M41","bgm_M41","bgm_M41","16","31010","100793","1","100791","54","-450","650003161","100791","bgm_M41","16","20003201","0","蘭德索爾郊外 1-1","20003"
"16","0","10","650003172","bgm_M41","0","0","0","0","90","0","0","0","5","20003201","100772","650003117","650003173","0","-100","1","240","2","bgm_M41","100040","650003121","bgm_M41","bgm_M41","bgm_M41","17","31017","100773","1","100771","54","-250","650003171","100771","bgm_M41","16","20003202","0","蘭德索爾郊外 1-2","20003"
"18","0","10","650003182","bgm_M41","0","0","0","0","90","0","0","0","5","20003201","100758","650003118","650003183","0","20","1","270","2","bgm_M41","100050","650003121","bgm_M41","bgm_M41","bgm_M41","18","31010","100759","1","100757","54","-40","650003181","100757","bgm_M41","18","20003203","0","蘭德索爾郊外 1-3","20003"
"18","0","10","650003192","bgm_M41","0","0","0","0","90","0","0","0","5","20003201","100362","650003119","650003193","0","-130","1","270","2","bgm_M41","100020","650003121","bgm_M41","bgm_M41","bgm_M41","19","31017","100363","1","100361","54","100","650003191","100361","bgm_M41","18","20003204","0","蘭德索爾郊外 1-4","20003"
"20","0","10","650003202","bgm_M41","0","0","0","0","90","0","0","0","5","20003201","100365","650003120","650003203","0","-70","1","300","2","bgm_M41","100020","650003121","bgm_M41","bgm_M41","bgm_M41","20","31010","100366","1","100364","54","290","650003201","100364","bgm_M41","20","20003205","0","蘭德索爾郊外 1-5","20003"
"8","0","8","650004012","bgm_M41","0","0","0","0","90","0","0","0","0","20004101","100202","650004101","650004013","0","-70","0","120","0","bgm_M41","100110","650004124","bgm_M41","bgm_M41","bgm_M41","1","0","100203","1","100201","0","-820","650004011","100201","bgm_M41","8","20004101","0","塔帕斯海灘 周邊 1-1","20004"
"8","0","8","650004022","bgm_M41","0","0","0","0","90","0","0","0","0","20004101","100202","650004102","650004023","0","50","0","120","0","bgm_M41","100110","650004125","bgm_M41","bgm_M41","bgm_M41","2","0","100203","1","100201","0","-700","650004021","100201","bgm_M41","8","20004102","0","塔帕斯海灘 周邊 1-2","20004"
"8","0","8","650004032","bgm_M41","0","0","0","0","90","0","0","0","0","20004101","100202","650004103","650004033","0","-120","0","120","0","bgm_M41","100180","650004126","bgm_M41","bgm_M41","bgm_M41","3","0","100203","1","100201","0","-600","650004031","100201","bgm_M41","8","20004103","0","塔帕斯海灘 周邊 1-3","20004"
"8","0","8","650004042","bgm_M41","0","0","0","0","90","0","0","0","0","20004101","100202","650004104","650004043","0","40","0","120","0","bgm_M41","100110","650004127","bgm_M41","bgm_M41","bgm_M41","4","0","100203","1","100201","0","-500","650004041","100201","bgm_M41","8","20004104","0","塔帕斯海灘 周邊 1-4","20004"
"8","0","8","650004052","bgm_M41","0","0","0","0","90","0","0","0","0","20004101","100202","650004105","650004053","0","-70","0","120","0","bgm_M41","100180","650004123","bgm_M41","bgm_M41","bgm_M41","5","0","100203","1","100201","0","-400","650004051","100201","bgm_M41","8","20004105","0","塔帕斯海灘 周邊 1-5","20004"
"9","0","9","650004062","bgm_M41","0","0","0","0","90","0","0","0","0","20004101","100052","650004106","650004063","0","-110","0","135","0","bgm_M41","100080","650004124","bgm_M41","bgm_M41","bgm_M41","6","0","100053","1","100051","0","-260","650004061","100051","bgm_M41","9","20004106","0","塔帕斯海灘 周邊 1-6","20004"
