52c3abbc2b0e7b1ee13f0c020b66b5567966330e31b712e1ad04c5278ac9ad40,f1936358846df8b4eda2c6908d42200ad1b202b59362877aca16448586d5865a,fea32eb4a07866f7d33b0e90ae5fc8305bd821548f1ce3d25935f0cd38c95d0b,322e34c5721e5193eba346af0f518d1607db794878745dc1a2daaeb5413a1b3e,49cb367620b5a0faab29debfc1903ccfb4c9bcdd4fc4452b8e202a3e79ed03a1,c4e363e1dc110586d4162655fa86464a55d89ae2507374f92c2f760b89eb99a4,c48e915903abc313cc46cdd99316473c3dfb73ad6d904ac54bd317e45324f236,492eb1bd3c2e0798c0fbebbd6b57b2562c2066f1e09763c46f477ee7c53f7fb6,b8cf575b300f8f69b1e9d4e232280016aeb4d672a176eaf39d90bae233bde44b,56735b786fedcf5cd73178c5322f6a0ea347e8647156a4ac6f120c2b8859d65b,a9e82c2880a050fd943a29d8cf615ee827765b7c5b4e96e4a5c076612e010498,702c9dc6cb253e064b545f3b3f8ce8d2cceffbfd08c608d0514ad0c982a062e5,ee66c36fad049620834103fc947c257d980af05a5b4465a8a19e86f80c93dd99,34b6c21b92407a78210e2d6b74dae8d49b6afeda4db00945d57669d4db908ae3
"110201","10043106","302","2","","2020/10/28 15:59:59","10043","70","3","10.992","51","2020/10/19 16:00:00","-285","美咲（夏日）"
"110001","10043107","103","2","","2020/10/28 15:59:59","10043","0","2","0","51","2020/10/19 16:00:00","-285","鈴奈（夏日）"
"110101","10043108","203","1","","2020/10/28 15:59:59","10043","0","2","3.047","51","2020/10/19 16:00:00","-285","伊緒（夏日）"
"110001","10043109","104","2","","2020/10/28 15:59:59","10043","0","1","7.904","52","2020/10/19 16:00:00","-285","鈴奈（夏日）"
"110101","10043110","204","1","","2020/10/28 15:59:59","10043","0","2","8.81","52","2020/10/19 16:00:00","-285","伊緒（夏日）"
"110201","10043111","304","2","","2020/10/28 15:59:59","10043","70","1","6.65","52","2020/10/19 16:00:00","-285","美咲（夏日）"
"110001","10043112","105","1","","2020/10/28 15:59:59","10043","0","6","9.043","52","2020/10/19 16:00:00","-285","鈴奈（夏日）"
"110101","10043113","205","2","","2020/10/28 15:59:59","10043","0","5","4.995","52","2020/10/19 16:00:00","-285","伊緒（夏日）"
"110201","10043114","305","1","","2020/10/28 15:59:59","10043","70","2","11.657","52","2020/10/19 16:00:00","-285","美咲（夏日）"
"110001","10043115","106","2","","2020/10/28 15:59:59","10043","0","5","7.892","52","2020/10/19 16:00:00","-285","鈴奈（夏日）"
"110101","10043116","206","2","","2020/10/28 15:59:59","10043","0","3","7.635","52","2020/10/19 16:00:00","-285","伊緒（夏日）"
"110201","10043117","306","1","","2020/10/28 15:59:59","10043","70","2","9.858","52","2020/10/19 16:00:00","-285","美咲（夏日）"
"190801","10044001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","2020/11/20 15:59:59","10044","0","2","3.414","53","2020/11/02 16:00:00","-416.5","花凜"
"190801","10044002","2","1","將任務完成，\n並獲得獎勵吧！","2020/11/20 15:59:59","10044","0","2","3.099","53","2020/11/02 16:00:00","-416.5","花凜"
"190801","10044003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","2020/11/20 15:59:59","10044","0","2","2.801","54","2020/11/02 16:00:00","-416.5","花凜"
"190801","10044004","4","2","能夠領取獎勵了！\n請檢查看看","2020/11/20 15:59:59","10044","0","2","0","54","2020/11/02 16:00:00","-416.5","花凜"
"190801","10044005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","2020/11/20 15:59:59","10044","0","1","0","57","2020/11/02 16:00:00","-416.5","花凜"
"190801","10044006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","2020/11/20 15:59:59","10044","0","2","5.506","55","2020/11/02 16:00:00","-363","花凜"
"190801","10044007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","2020/11/20 15:59:59","10044","0","1","1.216","55","2020/11/02 16:00:00","-363","花凜"
"190801","10044008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","2020/11/20 15:59:59","10044","0","1","1.539","56","2020/11/02 16:00:00","-363","花凜"
"190801","10044009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","2020/11/20 15:59:59","10044","0","1","1.875","56","2020/11/02 16:00:00","-363","花凜"
"113101","10044102","111","4","","2020/11/20 15:59:59","10044","8","5","14.15","51","2020/11/02 16:00:00","-285","流夏（夏日）"
"113301","10044104","211","5","","2020/11/20 15:59:59","10044","8","2","9.48","51","2020/11/02 16:00:00","-285","七七香（夏日）"
"113201","10044106","311","3","","2020/11/20 15:59:59","10044","8","3","0","51","2020/11/02 16:00:00","-285","杏奈（夏日）"
"105601","10044107","102","1","","2020/11/20 15:59:59","10044","8","2","9.376","51","2020/11/02 16:00:00","-285","流夏"
"113101","10044108","112","1","","2020/11/20 15:59:59","10044","8","2","9.376","51","2020/11/02 16:00:00","-285","流夏（夏日）"
"101301","10044109","202","3","","2020/11/20 15:59:59","10044","8","3","0","51","2020/11/02 16:00:00","-285","七七香"
"113301","10044110","212","3","","2020/11/20 15:59:59","10044","8","3","0","51","2020/11/02 16:00:00","-285","七七香（夏日）"
"100901","10044111","302","4","","2020/11/20 15:59:59","10044","8","1","8.18","51","2020/11/02 16:00:00","-285","杏奈"
"113201","10044112","312","4","","2020/11/20 15:59:59","10044","8","1","8.18","51","2020/11/02 16:00:00","-285","杏奈（夏日）"
"105601","10044113","103","4","","2020/11/20 15:59:59","10044","8","4","0","51","2020/11/02 16:00:00","-285","流夏"
"113101","10044114","113","4","","2020/11/20 15:59:59","10044","8","4","0","51","2020/11/02 16:00:00","-285","流夏（夏日）"
"101301","10044115","203","4","","2020/11/20 15:59:59","10044","8","5","10.33","51","2020/11/02 16:00:00","-285","七七香"
"113301","10044116","213","4","","2020/11/20 15:59:59","10044","8","5","10.33","51","2020/11/02 16:00:00","-285","七七香（夏日）"
"100901","10044117","303","4","","2020/11/20 15:59:59","10044","8","4","0","51","2020/11/02 16:00:00","-285","杏奈"
"113201","10044118","313","4","","2020/11/20 15:59:59","10044","8","4","0","51","2020/11/02 16:00:00","-285","杏奈（夏日）"
"105601","10044119","104","1","","2020/11/20 15:59:59","10044","8","2","8.83","52","2020/11/02 16:00:00","-285","流夏"
"113101","10044120","114","1","","2020/11/20 15:59:59","10044","8","2","8.83","52","2020/11/02 16:00:00","-285","流夏（夏日）"
"101301","10044121","204","4","","2020/11/20 15:59:59","10044","8","4","0","52","2020/11/02 16:00:00","-285","七七香"
"113301","10044122","214","4","","2020/11/20 15:59:59","10044","8","4","0","52","2020/11/02 16:00:00","-285","七七香（夏日）"
"100901","10044123","304","1","","2020/11/20 15:59:59","10044","8","2","4.73","52","2020/11/02 16:00:00","-285","杏奈"
"113201","10044124","314","1","","2020/11/20 15:59:59","10044","8","2","4.73","52","2020/11/02 16:00:00","-285","杏奈（夏日）"
"105601","10044125","105","1","","2020/11/20 15:59:59","10044","8","2","9.68","52","2020/11/02 16:00:00","-285","流夏"
"113101","10044126","115","1","","2020/11/20 15:59:59","10044","8","2","9.68","52","2020/11/02 16:00:00","-285","流夏（夏日）"
"101301","10044127","205","1","","2020/11/20 15:59:59","10044","8","2","6.15","52","2020/11/02 16:00:00","-285","七七香"
"113301","10044128","215","1","","2020/11/20 15:59:59","10044","8","2","6.15","52","2020/11/02 16:00:00","-285","七七香（夏日）"
"100901","10044129","305","1","","2020/11/20 15:59:59","10044","8","2","13.22","52","2020/11/02 16:00:00","-285","杏奈"
"113201","10044130","315","1","","2020/11/20 15:59:59","10044","8","2","13.22","52","2020/11/02 16:00:00","-285","杏奈（夏日）"
"105601","10044131","106","2","","2020/11/20 15:59:59","10044","8","2","0","52","2020/11/02 16:00:00","-285","流夏"
"113101","10044132","116","2","","2020/11/20 15:59:59","10044","8","2","0","52","2020/11/02 16:00:00","-285","流夏（夏日）"
"101301","10044133","206","1","","2020/11/20 15:59:59","10044","8","2","4.85","52","2020/11/02 16:00:00","-285","七七香"
"113301","10044134","216","1","","2020/11/20 15:59:59","10044","8","2","4.85","52","2020/11/02 16:00:00","-285","七七香（夏日）"
"100901","10044135","306","1","","2020/11/20 15:59:59","10044","8","2","4.92","52","2020/11/02 16:00:00","-285","杏奈"
"113201","10044136","316","1","","2020/11/20 15:59:59","10044","8","2","4.92","52","2020/11/02 16:00:00","-285","杏奈（夏日）"
"190801","10045001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","2020/11/27 15:59:59","10045","0","2","3.414","53","2020/11/17 12:00:00","-416.5","花凜"
"190801","10045002","2","1","將任務完成，\n並獲得獎勵吧！","2020/11/27 15:59:59","10045","0","2","3.099","53","2020/11/17 12:00:00","-416.5","花凜"
"190801","10045003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","2020/11/27 15:59:59","10045","0","2","2.801","54","2020/11/17 12:00:00","-416.5","花凜"
"190801","10045004","4","2","能夠領取獎勵了！\n請檢查看看","2020/11/27 15:59:59","10045","0","2","0","54","2020/11/17 12:00:00","-416.5","花凜"
"190801","10045005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","2020/11/27 15:59:59","10045","0","1","0","57","2020/11/17 12:00:00","-416.5","花凜"
"190801","10045006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","2020/11/27 15:59:59","10045","0","2","5.506","55","2020/11/17 12:00:00","-363","花凜"
"190801","10045007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","2020/11/27 15:59:59","10045","0","1","1.216","55","2020/11/17 12:00:00","-363","花凜"
"190801","10045008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","2020/11/27 15:59:59","10045","0","1","1.539","56","2020/11/17 12:00:00","-363","花凜"
"190801","10045009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","2020/11/27 15:59:59","10045","0","1","1.875","56","2020/11/17 12:00:00","-363","花凜"
"110501","10045101","101","4","","2020/11/27 15:59:59","10045","0","1","9.1","51","2020/11/17 12:00:00","-285","香織（夏日）"
"110401","10045102","201","4","","2020/11/27 15:59:59","10045","0","1","5.5","51","2020/11/17 12:00:00","-285","真琴（夏日）"
"110601","10045103","301","4","","2020/11/27 15:59:59","10045","0","5","9.7","51","2020/11/17 12:00:00","-285","真步（夏日）"
"110501","10045104","102","6","","2020/11/27 15:59:59","10045","0","1","8.5","51","2020/11/17 12:00:00","-285","香織（夏日）"
"110401","10045105","202","5","","2020/11/27 15:59:59","10045","0","3","13.5","51","2020/11/17 12:00:00","-285","真琴（夏日）"
"110601","10045106","302","3","","2020/11/27 15:59:59","10045","0","5","3.8","51","2020/11/17 12:00:00","-285","真步（夏日）"
"110501","10045107","103","1","","2020/11/27 15:59:59","10045","0","2","4.4","51","2020/11/17 12:00:00","-285","香織（夏日）"
"110401","10045108","203","1","","2020/11/27 15:59:59","10045","0","2","6.8","51","2020/11/17 12:00:00","-285","真琴（夏日）"
"110601","10045109","303","1","","2020/11/27 15:59:59","10045","0","2","8.5","51","2020/11/17 12:00:00","-285","真步（夏日）"
"110501","10045110","104","1","","2020/11/27 15:59:59","10045","0","2","4.6","52","2020/11/17 12:00:00","-285","香織（夏日）"
"110401","10045111","204","1","","2020/11/27 15:59:59","10045","0","1","0","52","2020/11/17 12:00:00","-285","真琴（夏日）"
"110601","10045112","304","1","","2020/11/27 15:59:59","10045","0","2","13.3","52","2020/11/17 12:00:00","-285","真步（夏日）"
"110501","10045113","105","1","","2020/11/27 15:59:59","10045","0","2","8.4","52","2020/11/17 12:00:00","-285","香織（夏日）"
"110401","10045114","205","1","","2020/11/27 15:59:59","10045","0","2","15.1","52","2020/11/17 12:00:00","-285","真琴（夏日）"
"110601","10045115","305","1","","2020/11/27 15:59:59","10045","0","2","12.5","52","2020/11/17 12:00:00","-285","真步（夏日）"
"110501","10045116","106","1","","2020/11/27 15:59:59","10045","0","2","6.5","52","2020/11/17 12:00:00","-285","香織（夏日）"
"110401","10045117","206","1","","2020/11/27 15:59:59","10045","0","2","13.8","52","2020/11/17 12:00:00","-285","真琴（夏日）"
"110601","10045118","306","1","","2020/11/27 15:59:59","10045","0","5","13.3","52","2020/11/17 12:00:00","-285","真步（夏日）"
"190801","10046001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","2030/01/01 14:59:59","10046","0","2","3.414","53","2020/07/31 12:00:00","-416.5","花凜"
"190801","10046002","2","1","將任務完成，\n並獲得獎勵吧！","2030/01/01 14:59:59","10046","0","2","3.099","53","2020/07/31 12:00:00","-416.5","花凜"
"190801","10046003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","2030/01/01 14:59:59","10046","0","2","2.801","54","2020/07/31 12:00:00","-416.5","花凜"
"190801","10046004","4","2","能夠領取獎勵了！\n請檢查看看","2030/01/01 14:59:59","10046","0","2","0","54","2020/07/31 12:00:00","-416.5","花凜"
"190801","10046005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","2030/01/01 14:59:59","10046","0","1","0","57","2020/07/31 12:00:00","-416.5","花凜"
"190801","10046006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","2030/01/01 14:59:59","10046","0","2","5.506","55","2020/07/31 12:00:00","-363","花凜"
"190801","10046007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","2030/01/01 14:59:59","10046","0","1","1.216","55","2020/07/31 12:00:00","-363","花凜"
"190801","10046008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","2030/01/01 14:59:59","10046","0","1","1.539","56","2020/07/31 12:00:00","-363","花凜"
"190801","10046009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","2030/01/01 14:59:59","10046","0","1","1.875","56","2020/07/31 12:00:00","-363","花凜"
"101501","10046101","101","2","","2030/01/01 14:59:59","10046","8","5","6","51","2020/07/31 12:00:00","-285","美里"
"113501","10046102","111","2","","2030/01/01 14:59:59","10046","8","5","6","51","2020/07/31 12:00:00","-285","美里（夏日）"
"101201","10046103","201","1","","2030/01/01 14:59:59","10046","8","2","4.15","51","2020/07/31 12:00:00","-285","初音"
"113401","10046104","211","1","","2030/01/01 14:59:59","10046","8","2","4.15","51","2020/07/31 12:00:00","-285","初音（夏日）"
"101501","10046105","102","4","","2030/01/01 14:59:59","10046","8","2","6.3","51","2020/07/31 12:00:00","-285","美里"
"113501","10046106","112","4","","2030/01/01 14:59:59","10046","8","2","6.3","51","2020/07/31 12:00:00","-285","美里（夏日）"
"101201","10046107","202","2","","2030/01/01 14:59:59","10046","8","1","7.43","51","2020/07/31 12:00:00","-285","初音"
"113401","10046108","212","2","","2030/01/01 14:59:59","10046","8","1","7.43","51","2020/07/31 12:00:00","-285","初音（夏日）"
"101501","10046109","103","5","","2030/01/01 14:59:59","10046","8","2","10.4","51","2020/07/31 12:00:00","-285","美里"
"113501","10046110","113","5","","2030/01/01 14:59:59","10046","8","2","10.4","51","2020/07/31 12:00:00","-285","美里（夏日）"
"101201","10046111","203","1","","2030/01/01 14:59:59","10046","8","1","5.71","51","2020/07/31 12:00:00","-285","初音"
"113401","10046112","213","1","","2030/01/01 14:59:59","10046","8","1","5.71","51","2020/07/31 12:00:00","-285","初音（夏日）"
"101501","10046113","104","1","","2030/01/01 14:59:59","10046","8","2","8.71","52","2020/07/31 12:00:00","-285","美里"
"113501","10046114","114","1","","2030/01/01 14:59:59","10046","8","2","8.71","52","2020/07/31 12:00:00","-285","美里（夏日）"
"101201","10046115","204","1","","2030/01/01 14:59:59","10046","8","2","4.2","52","2020/07/31 12:00:00","-285","初音"
"113401","10046116","214","1","","2030/01/01 14:59:59","10046","8","2","4.2","52","2020/07/31 12:00:00","-285","初音（夏日）"
"101501","10046117","105","1","","2030/01/01 14:59:59","10046","8","1","7.5","52","2020/07/31 12:00:00","-285","美里"
"113501","10046118","115","1","","2030/01/01 14:59:59","10046","8","1","7.5","52","2020/07/31 12:00:00","-285","美里（夏日）"
"101201","10046119","205","5","","2030/01/01 14:59:59","10046","8","2","13.55","52","2020/07/31 12:00:00","-285","初音"
"113401","10046120","215","5","","2030/01/01 14:59:59","10046","8","2","13.55","52","2020/07/31 12:00:00","-285","初音（夏日）"
"101501","10046121","106","1","","2030/01/01 14:59:59","10046","8","2","7.75","52","2020/07/31 12:00:00","-285","美里"
"113501","10046122","116","1","","2030/01/01 14:59:59","10046","8","2","7.75","52","2020/07/31 12:00:00","-285","美里（夏日）"
"101201","10046123","206","1","","2030/01/01 14:59:59","10046","8","2","4.36","52","2020/07/31 12:00:00","-285","初音"
"113401","10046124","216","1","","2030/01/01 14:59:59","10046","8","2","4.36","52","2020/07/31 12:00:00","-285","初音（夏日）"
"190801","10047001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","2020/12/27 15:59:59","10047","0","2","3.414","53","2020/12/18 16:00:00","-416.5","花凜"
"190801","10047002","2","1","將任務完成，\n並獲得獎勵吧！","2020/12/27 15:59:59","10047","0","2","3.099","53","2020/12/18 16:00:00","-416.5","花凜"
"190801","10047003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","2020/12/27 15:59:59","10047","0","2","2.801","54","2020/12/18 16:00:00","-416.5","花凜"
"190801","10047004","4","2","能夠領取獎勵了！\n請檢查看看","2020/12/27 15:59:59","10047","0","2","0","54","2020/12/18 16:00:00","-416.5","花凜"
"190801","10047005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","2020/12/27 15:59:59","10047","0","1","0","57","2020/12/18 16:00:00","-416.5","花凜"
"190801","10047006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","2020/12/27 15:59:59","10047","0","2","5.506","55","2020/12/18 16:00:00","-363","花凜"
"190801","10047007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","2020/12/27 15:59:59","10047","0","1","1.216","55","2020/12/18 16:00:00","-363","花凜"
"190801","10047008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","2020/12/27 15:59:59","10047","0","1","1.539","56","2020/12/18 16:00:00","-363","花凜"
"190801","10047009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","2020/12/27 15:59:59","10047","0","1","1.875","56","2020/12/18 16:00:00","-363","花凜"
"110701","10047101","101","1","","2020/12/27 15:59:59","10047","0","4","9.228","51","2020/12/18 16:00:00","-285","碧"
"110801","10047102","201","1","","2020/12/27 15:59:59","10047","0","5","10.38","51","2020/12/18 16:00:00","-285","克蘿依"
"110901","10047103","301","2","","2020/12/27 15:59:59","10047","0","1","10.151","51","2020/12/18 16:00:00","-285","琪愛兒"
"111001","10047104","401","1","","2020/12/27 15:59:59","10047","0","2","7.071","51","2020/12/18 16:00:00","-285","優妮"
"110701","10047105","102","2","","2020/12/27 15:59:59","10047","0","2","0","51","2020/12/18 16:00:00","-285","碧"
"110801","10047106","202","1","","2020/12/27 15:59:59","10047","0","2","3.264","51","2020/12/18 16:00:00","-285","克蘿依"
"110901","10047107","302","2","","2020/12/27 15:59:59","10047","0","2","0","51","2020/12/18 16:00:00","-285","琪愛兒"
"111001","10047108","402","3","","2020/12/27 15:59:59","10047","0","2","8.081","51","2020/12/18 16:00:00","-285","優妮"
"110701","10047109","103","1","","2020/12/27 15:59:59","10047","0","1","0","51","2020/12/18 16:00:00","-285","碧"
"110801","10047110","203","3","","2020/12/27 15:59:59","10047","0","1","2.853","51","2020/12/18 16:00:00","-285","克蘿依"
"110901","10047111","303","1","","2020/12/27 15:59:59","10047","0","2","3.148","51","2020/12/18 16:00:00","-285","琪愛兒"
"111001","10047112","403","1","","2020/12/27 15:59:59","10047","0","2","5.867","51","2020/12/18 16:00:00","-285","優妮"
"110701","10047113","104","4","","2020/12/27 15:59:59","10047","0","5","4.129","52","2020/12/18 16:00:00","-285","碧"
"110801","10047114","204","1","","2020/12/27 15:59:59","10047","0","2","10.583","52","2020/12/18 16:00:00","-285","克蘿依"
"110901","10047115","304","4","","2020/12/27 15:59:59","10047","0","2","3.971","52","2020/12/18 16:00:00","-285","琪愛兒"
"111001","10047116","404","2","","2020/12/27 15:59:59","10047","0","5","10.532","52","2020/12/18 16:00:00","-285","優妮"
"110701","10047117","105","2","","2020/12/27 15:59:59","10047","0","5","7.248","52","2020/12/18 16:00:00","-285","碧"
"110801","10047118","205","4","","2020/12/27 15:59:59","10047","0","6","6.184","52","2020/12/18 16:00:00","-285","克蘿依"
"110901","10047119","305","2","","2020/12/27 15:59:59","10047","0","2","0","52","2020/12/18 16:00:00","-285","琪愛兒"
"111001","10047120","405","1","","2020/12/27 15:59:59","10047","0","5","10.021","52","2020/12/18 16:00:00","-285","優妮"
"110701","10047121","106","2","","2020/12/27 15:59:59","10047","0","5","4.473","52","2020/12/18 16:00:00","-285","碧"
"110801","10047122","206","1","","2020/12/27 15:59:59","10047","0","5","7.12","52","2020/12/18 16:00:00","-285","克蘿依"
"110901","10047123","306","1","","2020/12/27 15:59:59","10047","0","2","6.568","52","2020/12/18 16:00:00","-285","琪愛兒"
"111001","10047124","406","3","","2020/12/27 15:59:59","10047","0","2","6.825","52","2020/12/18 16:00:00","-285","優妮"
"190801","10048001","1","1","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","2021/01/18 15:59:59","10048","0","2","3.414","53","2020/12/28 16:00:00","-416.5","花凜"
"190801","10048002","2","1","將任務完成，\n並獲得獎勵吧！","2021/01/18 15:59:59","10048","0","2","3.099","53","2020/12/28 16:00:00","-416.5","花凜"
"190801","10048003","3","1","似乎有能夠\n領取的獎勵了，\n請確認看看。","2021/01/18 15:59:59","10048","0","2","2.801","54","2020/12/28 16:00:00","-416.5","花凜"
"190801","10048004","4","2","能夠領取獎勵了！\n請檢查看看","2021/01/18 15:59:59","10048","0","2","0","54","2020/12/28 16:00:00","-416.5","花凜"
"190801","10048005","5","1","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","2021/01/18 15:59:59","10048","0","1","0","57","2020/12/28 16:00:00","-416.5","花凜"
"190801","10048006","1","1","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","2021/01/18 15:59:59","10048","0","2","5.506","55","2020/12/28 16:00:00","-363","花凜"
"190801","10048007","2","2","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","2021/01/18 15:59:59","10048","0","1","1.216","55","2020/12/28 16:00:00","-363","花凜"
"190801","10048008","3","2","辛苦了\n別忘記使用討伐證\n來進行交換哦！","2021/01/18 15:59:59","10048","0","1","1.539","56","2020/12/28 16:00:00","-363","花凜"
"190801","10048009","4","2","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","2021/01/18 15:59:59","10048","0","1","1.875","56","2020/12/28 16:00:00","-363","花凜"
"113801","10048101","101","5","","2021/01/18 15:59:59","10048","8","4","12.962","51","2020/12/28 16:00:00","-285","依里（天使）"
"100601","10048102","201","5","","2021/01/18 15:59:59","10048","8","2","12.809","51","2020/12/28 16:00:00","-285","茜里"
"113801","10048104","102","2","","2021/01/18 15:59:59","10048","8","4","6.373","51","2020/12/28 16:00:00","-285","外表依里・聲音茜里"
"113701","10048105","202","3","","2021/01/18 15:59:59","10048","8","4","8.829","51","2020/12/28 16:00:00","-285","外表茜里・聲音依里"
