41747ac3b9327c744f425e9d92b264e610c415a7b0a4f3ec38b461ebae9404cf,940075e488150a49d7ed8a7822b1732c0b02d9ade11bd0745097fe92d2be4ea8,2033dbcbbf047626202bfe97863fd3b36217f393be0fc1f054a3b9d456f01965,6268968c063bd013909ff548b5a19fd3b416e873d67722b6ec91e75b0fff40a9,7c49604cb72d70e3c873ae1ea0da6147af00232df84664deabc9e3d557fe4dad,a7a3c8a560bae74cf4379cbf4eb4d813fa538f1b31345814cf28c7dec690fb52,a42f622b2144ac16231d0ebd9676406f5fe3b7ccd2de799df5fd286b0d4d9d9b,9b7f6f2f2f6e36737ca4f13565b93f6219662f22cc67d0588a48c1563757fa7d,b7f12eaf92ca9745cdf56ed4eed8ae825206851f382b22f5e252e32b29b70689,cdc9b275ccd3d9a083aabd3b1d89427954c2846803849e5b85a73665e0ebaeb2,b77d07abd821ba64f1b253cad1d27c6b7e6f431b54aa509031f8f32e15b66c67
"102111","100","114","1.5","-150","1","107002","1","1","107","nop_idle_normal"
"102511","-215","111","1.5","-127","1","107003","0","1","107","nop_idle_normal"
"102311","215","110","1.5","-127","1","107004","1","1","107","nop_idle_normal"
"101011","-100","115","1.5","-150","1","108001","0","1","108","nop_idle_joy_normal"
"104331","100","114","1.5","-150","1","108002","1","1","108","nop_idle_arm_crossed"
"101711","-215","111","1.5","-127","1","108003","0","1","108","nop_idle_joy1"
"101431","215","110","1.5","-127","1","108004","1","1","108","nop_idle_normal"
"103311","-100","115","1.5","-150","1","109001","0","1","109","nop_idle_joy1"
"105211","-215","111","1.5","-127","1","109002","0","1","109","nop_idle_joy_normal"
"102611","100","114","1.5","-150","1","109003","1","1","109","nop_idle_sad2"
"103811","215","110","1.5","-127","1","109004","1","1","109","nop_idle_normal"
"103231","-100","115","1.5","-150","1","110001","0","1","110","nop_idle_joy1"
"103411","215","110","1.5","-127","1","110002","1","1","110","nop_10_yukari_02"
"11","215","111","1.5","-127","1","110003","1","5","110","nop_10_yukari_02"
"104811","100","114","1.5","-150","1","110004","1","1","110","nop_idle_doya"
"104611","-215","111","1.5","-127","1","110005","0","1","110","nop_idle_joy_normal"
"100911","-100","115","1.5","-150","1","111001","0","1","111","nop_11_anna_idle_arm_crossed"
"101311","100","114","1.5","-150","1","111002","1","1","111","nop_idle_joy_normal"
"102711","-215","111","1.5","-127","1","111003","0","1","111","nop_11_eriko_idle_wish"
"105111","215","110","1.5","-127","1","111004","1","1","111","nop_idle_normal"
"101831","100","115","1.5","-143","1","112001","1","1","112","nop_idle_joy1"
"101611","-100","110","1.5","-135","1","112002","0","1","112","nop_idle_joy_normal"
"105011","-215","114","1.5","-150","1","112003","0","1","112","nop_idle_joy_normal"
"105331","100","113","1.5","-150","1","113001","1","1","113","nop_idle_normal_joy"
"104511","-100","114","1.5","-150","1","113002","0","1","113","nop_13_kuka_idle_memory2"
"103031","-215","110","1.5","-127","1","113003","0","1","113","nop_idle_joy1"
"100811","-330","111","1.5","-150","1","113004","0","1","113","nop_idle_thinking"
"105511","240","115","1.5","-150","1","113005","1","1","113","nop_idle_sad"
"106831","100","115","1.5","-150","1","114001","1","1","114","nop_idle_normal"
"101131","-100","114","1.5","-150","1","114002","0","1","114","nop_idle_normal"
"104931","-215","110","1.5","-127","1","114003","0","1","114","nop_idle_normal"
"102931","100","115","1.5","-143","1","115001","1","1","115","nop_idle_joy1"
"104211","-100","110","1.5","-135","1","115002","0","1","115","nop_idle_wish"
"105411","-215","114","1.5","-150","1","115003","0","1","115","nop_idle_normal"
"106731","100","115","1.5","-150","1","116001","1","1","116","nop_idle_normal"
"106631","-100","114","1.5","-150","1","116002","0","1","116","nop_idle_joy1"
"106531","-215","110","1.5","-127","1","116003","0","1","116","nop_16_kaya_idle_normal2"
"2","180","116","1.5","-150","1","116004","1","5","116","nop_rago_idle"
"111031","100","115","1.5","-150","1","117001","1","1","117","nop_idle_normal"
"110931","-100","114","1.5","-150","1","117002","0","1","117","nop_idle_joy2"
"110831","-215","110","1.5","-127","1","117003","0","1","117","nop_17_chloe_idle_normal2"
"1","-100","115","1.5","-150","1","117004","0","5","117","NoItem_idle"
"114711","-100","115","1.5","-150","1","118001","1","1","118","nop_18_muimi_idle_joy_normal"
"118511","100","114","1.5","-150","1","118002","0","1","118","nop_18_karin_idle_normal"
"115031","-215","111","1.5","-127","1","118003","0","1","118","nop_idle_normal"
"118031","215","110","1.5","-127","1","118004","1","1","118","nop_idle_joy1"
"111831","-60","100","1.2","0","1","201001","0","1","201","nop_idle_joy1"
"120731","60","101","1.2","0","1","201002","1","1","201","nop_idle_normal_joy"
"120831","-130","102","1.2","-5","1","201003","0","1","201","nop_idle_arm_crossed"
"111931","130","103","1.2","-5","1","201004","1","1","201","nop_idle_normal"
"120931","-200","104","1.2","-20","1","201005","0","1","201","nop_idle_thinking"
"112031","200","105","1.2","-20","1","201006","1","1","201","nop_idle_normal"
"108731","-60","100","1.2","0","1","202001","0","1","202","nop_idle_joy1"
"108831","60","101","1.2","0","1","202002","1","1","202","nop_idle_joy_normal"
"108931","-130","102","1.2","-5","1","202003","0","1","202","nop_idle_normal"
"102011","-60","100","1.2","0","1","203001","0","1","203","nop_idle_joy1"
"100411","-130","101","1.2","-5","1","203002","0","1","203","nop_idle_normal"
"103631","60","102","1.2","-5","1","203003","1","1","203","nop_idle_wish"
"101231","-60","100","1.2","0","1","204001","0","1","204","nop_idle_normal"
"104011","60","101","1.2","0","1","204002","1","1","204","nop_idle_normal"
"101511","-130","102","1.2","-5","1","204003","0","1","204","nop_idle_normal"
"103111","-80","100","1.2","0","1","205001","0","1","205","nop_idle_normal"
"102211","60","101","1.2","0","1","205002","1","1","205","nop_idle_sad"
"100711","-150","104","1.2","-5","1","205003","0","1","205","nop_05_miyako_idle_normal"
"100611","130","103","1.2","-5","1","205004","1","1","205","nop_idle_joy1"
"2051","-20","102","1.2","0","1","205005","1","5","205","nop_skull_idle"
"104731","-130","102","1.2","-5","1","206001","0","1","206","nop_idle_arm_crossed"
"107131","130","103","1.2","-5","1","206002","1","1","206","nop_idle_arm_crossed"
"103731","-60","100","1.2","0","1","206003","0","1","206","nop_idle_normal"
"100511","60","101","1.2","0","1","206004","1","1","206","nop_idle_joy1"
"102831","-60","100","1.2","0","1","207001","0","1","207","nop_idle_normal"
"102111","60","101","1.2","0","1","207002","1","1","207","nop_idle_normal"
"102511","-130","102","1.2","-5","1","207003","0","1","207","nop_idle_normal"
"102311","130","103","1.2","-5","1","207004","1","1","207","nop_idle_normal"
"101011","-60","100","1.2","0","1","208001","0","1","208","nop_idle_joy_normal"
"104331","60","101","1.2","0","1","208002","1","1","208","nop_idle_arm_crossed"
"101711","-130","102","1.2","-5","1","208003","0","1","208","nop_idle_joy1"
"101431","130","103","1.2","-5","1","208004","1","1","208","nop_idle_normal"
"103311","-60","100","1.2","0","1","209001","0","1","209","nop_idle_joy1"
"105211","-130","102","1.2","-5","1","209002","0","1","209","nop_idle_joy_normal"
"102611","60","101","1.2","0","1","209003","1","1","209","nop_idle_sad2"
"103811","130","103","1.2","-5","1","209004","1","1","209","nop_idle_normal"
"103231","-60","100","1.2","0","1","210001","0","1","210","nop_idle_joy1"
"103411","130","103","1.2","-5","1","210002","1","1","210","nop_10_yukari_02"
"11","130","104","1.2","-5","1","210003","1","5","210","nop_10_yukari_02"
"104811","60","101","1.2","0","1","210004","1","1","210","nop_idle_doya"
"104611","-130","102","1.2","-5","1","210005","0","1","210","nop_idle_joy_normal"
"100911","-60","100","1.2","0","1","211001","0","1","211","nop_11_anna_idle_arm_crossed"
"101311","60","101","1.2","0","1","211002","1","1","211","nop_idle_joy_normal"
"102711","-130","102","1.2","-5","1","211003","0","1","211","nop_11_eriko_idle_wish"
"105111","130","103","1.2","-5","1","211004","1","1","211","nop_idle_normal"
"101831","60","100","1.2","0","1","212001","1","1","212","nop_idle_joy1"
"101611","-60","101","1.2","0","1","212002","0","1","212","nop_idle_joy_normal"
"105011","-130","102","1.2","-5","1","212003","0","1","212","nop_idle_joy_normal"
"105331","60","100","1.2","0","1","213001","1","1","213","nop_idle_normal_joy"
"104511","-60","101","1.2","0","1","213002","0","1","213","nop_13_kuka_idle_memory2"
"103031","-130","102","1.2","-5","1","213003","0","1","213","nop_idle_joy1"
"100811","-200","103","1.2","-20","1","213004","0","1","213","nop_idle_thinking"
"105511","130","104","1.2","-20","1","213005","1","1","213","nop_idle_sad"
"106831","60","100","1.2","0","1","214001","1","1","214","nop_idle_normal"
"101131","-60","101","1.2","0","1","214002","0","1","214","nop_idle_normal"
"104931","-130","103","1.2","-5","1","214003","0","1","214","nop_idle_normal"
"102931","60","100","1.2","0","1","215001","1","1","215","nop_idle_joy1"
"104211","-60","101","1.2","0","1","215002","0","1","215","nop_idle_wish"
"105411","-130","102","1.2","-5","1","215003","0","1","215","nop_idle_normal"
"106731","60","100","1.2","0","1","216001","1","1","216","nop_idle_normal"
"106631","-60","101","1.2","0","1","216002","0","1","216","nop_idle_joy1"
"106531","-130","103","1.2","-5","1","216003","0","1","216","nop_16_kaya_idle_normal2"
"2","140","101","1.2","0","1","216004","1","5","216","nop_rago_idle"
"111031","60","100","1.2","0","1","217001","1","1","217","nop_idle_normal"
"110931","-60","101","1.2","0","1","217002","0","1","217","nop_idle_joy2"
"110831","-130","103","1.2","-5","1","217003","0","1","217","nop_17_chloe_idle_normal2"
"1","-60","102","1.2","0","1","217004","0","5","217","NoItem_idle"
"114711","-40","100","1.2","0","1","218001","1","1","218","nop_18_muimi_idle_joy_normal"
"118511","40","101","1.2","0","1","218002","0","1","218","nop_18_karin_idle_normal"
"115031","-130","102","1.2","-5","1","218003","0","1","218","nop_idle_normal"
"118031","130","103","1.2","-5","1","218004","1","1","218","nop_idle_joy1"
"nop_talk_joy1","","1","0.2","","111831","301001","","3","301",""
"接下來要吃什麼呢？\n小凱留想吃什麼？","0","5","0","0","111831","301002","0","11","301","0.5"
"","","","","","301002","301003","","91","301",""
"nop_idle_joy_normal","","1","0.2","","111831","301004","","3","301",""
"nop_18_neneka_humu","nop_idle_doya","0","0.2","1","112031","301005","0.3","3","301",""
"這個嘛～\n要不要來吃平常吃不到的稀奇料理？","0","7","0","0","112031","301006","0","11","301","0.5"
"","","","","","301006","301007","","91","301",""
"nop_talk_arm_crossed","nop_talk_arm_crossed_loop","0","0.2","1","120831","301008","0","3","301",""
"那這道菜如何？\n這在東國也是\n不怎麼常見的珍品喔。","0","6","0","0","120831","301009","0","11","301","0.5"
"","","","","","301009","301010","","91","301",""
"nop_idle_arm_crossed","","1","0.2","","120831","301011","","3","301",""
"nop_11_anna_huhuStand_in","nop_11_anna_huhuStand_loop","0","0.2","1","120931","301012","0","3","301",""
"呵呵呵，全身充滿了力量啊。\n這就是年菜的力量嗎！","0","7","0","0","120931","301013","0","11","301","0.5"
"0","","","","","1","301014","","93","301",""
"nop_11_anna_ahahaStand_in","nop_11_anna_ahahaStand_loop","0","0.2","1","120931","301015","0","3","301",""
"","","","","","301013","301016","","91","301",""
"nop_11_anna_ahahaStand_loop","","1","0.2","1","120931","301017","","3","301",""
"nop_01_coccoro_an_in","nop_01_coccoro_an_loop","0","0.2","1","111931","301018","0","3","301",""
"雪菲小姐，請用。\n來，啊～","0","5","0","0","111931","301019","0","11","301","0.5"
"0","","","","","0.2","301020","","93","301",""
"0","","","","","120731","301021","","4","301",""
"0","","","","","0.8","301022","","93","301",""
"nop_surprise","nop_idle_shy","0","0.2","1","120731","301023","0.2","3","301",""
"","","","","","301019","301024","","91","301",""
"nop_talk_shy","","1","0.2","","120731","301025","","3","301",""
"可、可可蘿小姐……\n這樣好讓人害臊……","0","8","0","0","120731","301026","0","11","301","0.5"
"","","","","","301026","301027","","91","301",""
"nop_idle_shy","","1","0.2","","120731","301028","","3","301",""
"0","","","","","0.5","301029","","93","301",""
"nop_01_coccoro_an_out","nop_idle_normal","0","0.2","1","111931","301030","0","3","301",""
"0","","","","","1","301031","","93","301",""
"1","","","","","120731","301032","","4","301",""
"nop_idle_joy1","","1","0.2","","120731","301033","","3","301",""
"騎士先生\n難得找我們來，\n要好好享受才行！","0","6","0","0","108831","302001","0","11","302","0.5"
"nop_talk_joy3_blink","","1","0.2","","108831","302002","","3","302",""
"1","","","","","2.75","302003","","93","302",""
"nop_talk_joy1_normal","","1","0.2","","108831","302004","","3","302",""
"","","","","","302001","302005","","91","302",""
"nop_idle_joy_normal","","1","0.2","1","108831","302006","","3","302",""
"得讓今年也成為美好的一年啊。","0","9","0","0","108931","302007","0","11","302","0.5"
"nop_talk_joy1_normal","","1","0.2","","108931","302008","","3","302",""
"","","","","","302007","302009","","91","302",""
"nop_idle_normal","","1","0.2","","108931","302010","","3","302",""
"只要有大家在，一定沒問題的！","0","7","0","0","108731","302011","0","11","302","0.5"
"nop_talk_joy2","","1","0.2","","108731","302012","","3","302",""
"","","","","","302011","302013","","91","302",""
"nop_idle_joy1","","1","0.2","1","108731","302014","","3","302",""
"","","","","","0","302015","","91","302",""
"哇！好大的會場喔！\n料理也好多！","0","6","0","0","102011","303001","0","11","303","0.5"
"nop_talk_joy2","","1","0.2","","102011","303002","","3","303",""
"","","","","","303001","303003","","91","303",""
"nop_idle_joy1","","1","0.2","1","102011","303004","","3","303",""
"嘿嘿嘿，\n這樣很值得來惡作劇耶～","0","6","0","0","100411","303005","0","11","303","0.5"
"nop_talk_joy2","","1","0.2","","100411","303006","","3","303",""
"","","","","","303005","303007","","91","303",""
"nop_idle_normal","","1","0.2","1","100411","303008","","3","303",""
"變態可疑分子……\n不對，那個人在哪裡呢？","0","6","0","0","103631","303009","0","11","303","0.5"
"nop_talk_wish","","1","0.2","","103631","303010","","3","303",""
"","","","","","303009","303011","","91","303",""
"nop_idle_wish","","1","0.2","","103631","303012","","3","303",""
"這場新年會真是富麗堂皇。\n大家都笑容滿面的，這樣真棒。","0","11","0","0","101511","304001","0","11","304","0.5"
"nop_talk_normal","","1","0.2","","101511","304002","","3","304",""
"0","","","","","1.5","304003","","93","304",""
"nop_talk_joy3","","1","0.2","","101511","304004","","3","304",""
"","","","","","304001","304005","","91","304",""
"nop_idle_joy1","","1","0.2","","101511","304006","","3","304",""
"那道料理看起來好好吃！\n也把這件事跟小栞說吧。","0","7","0","0","101231","304007","0","11","304","0.5"
"nop_idle_surprise_kira","","1","0.2","","101231","304008","","3","304",""
"0","","","","","1.5","304009","","93","304",""
"nop_talk_joy2","","1","0.2","","101231","304010","","3","304",""
"","","","","","304007","304011","","91","304",""
"nop_idle_joy_normal","","1","0.2","","101231","304012","","3","304",""
"啊哇哇……\n有好多閃閃發亮的人～！","0","6","0","0","104011","304013","0","11","304","0.5"
"nop_idle_surprise2","","1","0.2","","104011","304014","","3","304",""
"","","","","","304013","304015","","91","304",""
"nop_idle_normal","","1","0.2","1","104011","304016","","3","304",""
"nop_idle_normal","","1","0.2","","101511","304017","","3","304",""
"nop_idle_normal","","1","0.2","","101231","304018","","3","304",""
"布丁布丁……布丁在哪裡？\n快給人家布丁～！","0","6","0","0","100711","305001","0","11","305","0.5"
"nop_05_miyako_talk_anger","","1","0.2","","100711","305002","","3","305",""
"","","","","","305001","305003","","91","305",""
"nop_05_miyako_idle_anger","","1","0.2","1","100711","305004","","3","305",""
"爸爸，你別因為這裡有很多\n漂亮的女性，就造成別人的困擾喔。","0","7","0","0","103111","305005","0","11","305","0.5"
"nop_talk_worry","","1","0.2","","103111","305006","","3","305",""
"","","","","","305005","305007","","91","305",""
"nop_idle_worry","","1","0.2","1","103111","305008","","3","305",""
"哇，年菜的份量好驚人♪\n這樣茜里的肚子會被填得滿滿的呢～","0","7","0","0","100611","305009","0","11","305","0.5"
"nop_talk_surprise_kira","","1","0.2","","100611","305010","","3","305",""
"0","","","","","2","305011","","93","305",""
"nop_talk_memory","","1","0.2","","100611","305012","","3","305",""
"","","","","","305009","305013","","91","305",""
"nop_idle_memory2","","1","0.2","","100611","305014","","3","305",""
"不知道他做的料理是哪一道……\n我、我之所以會找，\n可不是因為想吃喔？","0","6","0","0","102211","305015","0","11","305","0.5"
"nop_talk_sad","","1","0.2","","102211","305016","","3","305",""
"0","","","","","2.8","305017","","93","305",""
"nop_talk_anger2","","1","0.2","","102211","305018","","3","305",""
"","","","","","305015","305019","","91","305",""
"nop_idle_anger2","","1","0.2","1","102211","305020","","3","305",""
"哈～哈哈哈！\n這種豪華的地方\n才與我克莉絲提娜姐姐般配啊。","0","6","0","0","107131","306001","0","11","306","0.5"
"nop_06_cris_ahaha_in","nop_06_cris_ahaha_loop","0","0.2","1","107131","306002","0","3","306",""
"0","","","","","1.5","306003","","93","306",""
"nop_talk_arm_crossed","nop_talk_arm_crossed_loop","0","0.2","1","107131","306004","0.2","3","306",""
"","","","","","306001","306005","","91","306",""
"nop_idle_arm_crossed","","1","0.2","1","107131","306006","","3","306",""
"有好多看起很好吃的料理！\n小智姐，\n我們接下來去吃那個！","0","6","0","0","100511","306007","0","11","306","0.5"
"nop_talk_surprise_kira","","1","0.2","","100511","306008","","3","306",""
"0","","","","","4.5","306009","","93","306",""
"nop_talk_joy2","","1","0.2","","100511","306010","","3","306",""
"","","","","","306007","306011","","91","306",""
"nop_idle_normal","","1","0.2","","100511","306012","","3","306",""
"茉莉，妳冷靜一點吧？\n料理是不會逃跑的。","0","6","0","0","103731","306013","0","11","306","0.5"
"nop_talk_worry","","1","0.2","","103731","306014","","3","306",""
"","","","","","306013","306015","","91","306",""
"nop_idle_worry","","1","0.2","1","103731","306016","","3","306",""
"大家好像都很享受啊。\n和平果然是最棒的。","0","6","0","0","104731","306017","0","11","306","0.5"
"nop_talk_arm_crossed_loop","","1","0.2","","104731","306018","","3","306",""
"","","","","","306017","306019","","91","306",""
"nop_idle_arm_crossed","","1","0.2","1","104731","306020","","3","306",""
"這個人數好驚人啊。\n會場很大，\n大家要小心別迷路了喔？","0","7","0","0","102831","307001","0","11","307","0.5"
"nop_talk_surprise1","","1","0.2","","102831","307002","","3","307",""
"0","","","","","1.2","307003","","93","307",""
"nop_talk_joy1_normal","","1","0.2","","102831","307004","","3","307",""
"","","","","","307001","307005","","91","307",""
"nop_idle_normal","","1","0.2","1","102831","307006","","3","307",""
"好～咲戀媽媽！\n大家都有當個乖孩子喔。","0","6","0","0","102111","307007","0","11","307","0.5"
"nop_talk_joy3_dere","","1","0.2","","102111","307008","","3","307",""
"0","","","","","1.7","307009","","93","307",""
"nop_talk_wish","","1","0.2","","102111","307010","","3","307",""
"","","","","","307007","307011","","91","307",""
"大小姐！\n我、我也會陪著大家，\n不會有事的！","0","8","0","0","102511","307012","0","11","307","0.5"
"nop_talk_guts3_NoBlink","nop_talk_guts3_loop","0","0.2","1","102511","307013","0","3","307",""
"","","","","","307012","307014","","91","307",""
"雖然妳這麼說，\n但鈴莓好像會變成\n第一個迷路的人……","0","7","0","0","102311","307015","0","11","307","0.5"
"nop_talk_worry","","1","0.2","","102311","307016","","3","307",""
"","","","","","307015","307017","","91","307",""
"nop_idle_normal","","1","0.2","","102311","307018","","3","307",""
"nop_idle_normal","","1","0.2","1","102111","307019","","3","307",""
"nop_idle_normal","","1","0.2","1","102511","307020","","3","307",""
"真是豪華的新年會呀。\n到處都是看似很美味的料理，\n人家快要眼花撩亂了呢～","0","8","0","0","101011","308001","0","11","308","0.5"
"nop_talk_joy3_blink2","","1","0.2","","101011","308002","","3","308",""
"1","","1","","","1.5","308003","","93","308",""
"nop_talk_joy1","","1","0.2","","101011","308004","","3","308",""
"","","","","","308001","308005","","91","308",""
"nop_idle_joy_normal","","1","0.2","1","101011","308006","","3","308",""
"喔，那道料理，\n我家的店裡也能賣賣看嗎？\n再多吃一點試試吧……","0","7","0","0","104331","308007","0","11","308","0.5"
"nop_talk_arm_crossed2","nop_talk_arm_crossed_loop2","0","0.2","1","104331","308008","0.2","3","308",""
"1","","1","","","3","308009","","93","308",""
"nop_talk_thinking","","1","0.2","","104331","308010","","3","308",""
"","","","","","308007","308011","","91","308",""
"nop_idle_thinking","","1","0.2","1","104331","308012","","3","308",""
"這場新年會充滿了熱鬧又快樂的氣氛呢～\n覺得有點想跳舞了哪～","0","7","0","0","101711","308013","0","11","308","0.5"
"nop_talk_joy1_wink","","1","0.2","","101711","308014","","3","308",""
"1","","1","","","2.5","308015","","93","308",""
"nop_talk_joy2","","1","0.2","","101711","308016","","3","308",""
"","","","","","308013","308017","","91","308",""
"nop_idle_joy1","","1","0.2","1","101711","308018","","3","308",""
"事件發生的徵兆……看來是沒有呢。\n嗯，實在有些可惜呀。","0","7","0","0","101431","308019","0","11","308","0.5"
"nop_talk_joy3_blink2","","1","0.2","","101431","308020","","3","308",""
"1","","1","","","3","308021","","93","308",""
"nop_talk_arm_crossed","nop_talk_arm_crossed_loop","0","0.2","1","101431","308022","0.2","3","308",""
"","","","","","308019","308023","","91","308",""
"nop_idle_arm_crossed","","1","0.2","","101431","308024","","3","308",""
"","","1","","","0","308025","","91","308",""
"我想到新年第一笑的哽了！\n有誰想聽的嗎？","0","6","0","0","103311","309001","0","11","309","0.5"
"nop_talk_guts2","nop_talk_guts2_loop","0","0.2","1","103311","309002","0.2","3","309",""
"1","","","","","2.5","309003","","93","309",""
"nop_talk_joy2","","1","0.2","","103311","309004","","3","309",""
"","","","","","309001","309005","","91","309",""
"nop_idle_joy1","","1","0.2","1","103311","309006","","3","309",""
"這裡像是會舉辦舞會的場地呢。\n好棒呀。","0","8","0","0","105211","309007","0","11","309","0.5"
"nop_talk_joy1_normal","","1","0.2","","105211","309008","","3","309",""
"1","","","","","2","309009","","93","309",""
"nop_talk_memory","","1","0.2","","105211","309010","","3","309",""
"","","","","","309007","309011","","91","309",""
"nop_idle_memory","","1","0.2","1","105211","309012","","3","309",""
"人太多了，好累哦～\n莉瑪～背我嘛～","0","6","0","0","102611","309013","0","11","309","0.5"
"nop_talk_sad2","","1","0.2","","102611","309014","","3","309",""
"1","","","","","1.5","309015","","93","309",""
"nop_talk_worry","","1","0.2","","102611","309016","","3","309",""
"","","","","","309013","309017","","91","309",""
"nop_idle_worry","","1","0.2","1","102611","309018","","3","309",""
"那道料理看起來很好吃的樣子……\n得告訴姊姊才行。","0","6","0","0","103811","309019","0","11","309","0.5"
"nop_talk_joy3_blink","","1","0.2","","103811","309020","","3","309",""
"","","","","","309019","309021","","91","309",""
"nop_idle_normal_joy","","1","0.2","","103811","309022","","3","309",""
"","","","","","0","309023","","91","309",""
"像這樣和一大群人一起過的新年，\n真是太熱鬧、太棒了！","0","7","0","0","103231","310001","0","11","310","0.5"
"nop_talk_joy1","","1","0.2","","103231","310002","","3","310",""
"","","","","","310001","310003","","91","310",""
"nop_idle_joy1","","1","0.2","1","103231","310004","","3","310",""
"有好多非常少見的年菜喵。\n能不能成為研發\n鯛魚燒新菜單的靈感呢喵？","0","7","0","0","104611","310005","0","11","310","0.5"
"nop_talk_joy2","","1","0.2","","104611","310006","","3","310",""
"1","","","","","2.5","310007","","93","310",""
"nop_talk_thinking","","1","0.2","","104611","310008","","3","310",""
"","","","","","310005","310009","","91","310",""
"nop_idle_thinking","","1","0.2","","104611","310010","","3","310",""
"大家～新年快熱～！\n開玩笑的。嗝。","0","6","0","0","103411","310011","0","11","310","0.5"
"nop_10_yukari_04","","1","0.2","","103411","310012","","3","310",""
"nop_10_yukari_04","","1","0.2","","11","310013","","3","310",""
"1","","","","","2.5","310014","","93","310",""
"nop_10_yukari_06","nop_10_yukari_02","0","0.2","1","103411","310015","0.5","3","310",""
"nop_10_yukari_06","nop_10_yukari_02","0","0.2","1","11","310016","0.5","3","310",""
"","","","","","310011","310017","","91","310",""
"咦？優花梨？\n已經醉成這樣了……","0","5","0","0","104811","310018","0","11","310","0.5"
"nop_talk_surprise1","","1","0.2","","104811","310019","","3","310",""
"0","","","","","104811","310020","","4","310",""
"1","","","","","1","310021","","93","310",""
"nop_talk_worry","","1","0.2","","104811","310022","","3","310",""
"","","","","","310018","310023","","91","310",""
"nop_idle_worry","","1","0.2","1","104811","310024","","3","310",""
"","","","","","0","310025","","91","310",""
"nop_talk_wish","","1","0.2","","102711","311001","","3","311",""
"我能感覺到那位大人\n就身在這寬廣會場的某處……","0","7","0","0","102711","311002","0","11","311","0.5"
"","","","","","311002","311003","","91","311",""
"nop_idle_wish","","1","0.2","","102711","311004","","3","311",""
"nop_11_anna_huhuStand_in","nop_11_anna_huhuStand_loop","0","0.2","1","100911","311005","0","3","311",""
"好痛……好痛啊！\n我的魔眼正祝賀著這新的一年……！","0","8","0","0","100911","311006","0","11","311","0.5"
"","","","","","311006","311007","","91","311",""
"nop_11_anna_huhuStand_loop","","1","0.2","","100911","311008","","3","311",""
"nop_talk_joy2","","1","0.2","","101311","311009","","3","311",""
"杏奈美眉杏奈美眉！\n年菜看起來好好吃哦！\n來，開吃吧！！","0","6","0","0","101311","311010","0","11","311","0.5"
"","","","","","311010","311011","","91","311",""
