2177c68b6f184ab9d8b56d165d5f84ad9c8779bcea9409f18fb3cc12e559e0eb,5c8a705b35057632f4ae1e99b3c696e2979a890692d35a5d9611de47036a850e,730ca0fdc74f2f5f4b71ba0a484fdace31ebaf08fd6b09fa6a2f46881fbc36af,a923a3dbdd706448e6c1675a9781c0d72929590e4d06ac8e74093ebcfc823757,f376eea6806be085c3f1bc7dbe8447994e7bc722f4b6c36f0efcfa3260aab7ec,24b7bbe8cb26a3a5450cfde283cfd4ef02c31ef5015a24aec8748457c962cef1,5553c22978aa8ebb5174c8e746addcdf008b93b6cdab9f607ccbf7063bfef7ea,b4b72341a3ad067debacd97075884361b63e5f91ccfb3f01c2539bc8d0e8612f,04496bf3157917766f5ff6d9562b7ff5fe89a9c3a0b5fb58eb7554242b4e47b4,b5ae574548ddd740f6d3bee1bf0c55c4f5f90f8ad2bc8c1219241a31638164d9,aecf3eb6151aab2820097bf475708fad486bb8413743921a90edd9ac5c91d8ca,089a5290879a57d167a218979f35b9e0c181baf4d447c4d9d313c02ab2de0d0b
"3","31002101","0","2023/04/17 16:00:00","7004","3005","1002","31002101","2023/04/24 15:59:59","10","對豪紳造成500萬累積傷害","5000000"
"3","31002102","0","2023/04/17 16:00:00","7004","3005","1002","31002102","2023/04/24 15:59:59","10","對豪紳造成750萬累積傷害","7500000"
"3","31002103","0","2023/04/17 16:00:00","7004","3005","1002","31002103","2023/04/24 15:59:59","10","對豪紳造成1000萬累積傷害","10000000"
"3","31002104","0","2023/04/17 16:00:00","7004","3005","1002","31002104","2023/04/24 15:59:59","10","對豪紳造成1億1000萬累積傷害","110000000"
"3","31002111","2500000","2023/04/17 16:00:00","7005","3005","1002","31002111","2023/04/24 15:59:59","11","在1場戰鬥中對豪紳造成250萬傷害","1"
"3","31002112","5000000","2023/04/17 16:00:00","7005","3005","1002","31002112","2023/04/24 15:59:59","11","在1場戰鬥中對豪紳造成500萬傷害","1"
"3","31002113","22000000","2023/04/17 16:00:00","7005","3005","1002","31002113","2023/04/24 15:59:59","11","在1場戰鬥中對豪紳造成2200萬傷害","1"
"3","31003101","0","2023/04/17 16:00:00","7004","3006","1003","31003101","2023/04/24 15:59:59","10","對阿爾瑪＆奧拉姆造成500萬累積傷害","5000000"
"3","31003102","0","2023/04/17 16:00:00","7004","3006","1003","31003102","2023/04/24 15:59:59","10","對阿爾瑪＆奧拉姆造成750萬累積傷害","7500000"
"3","31003103","0","2023/04/17 16:00:00","7004","3006","1003","31003103","2023/04/24 15:59:59","10","對阿爾瑪＆奧拉姆造成1000萬累積傷害","10000000"
"3","31003104","0","2023/04/17 16:00:00","7004","3006","1003","31003104","2023/04/24 15:59:59","10","對阿爾瑪＆奧拉姆造成1億累積傷害","100000000"
"3","31003111","2500000","2023/04/17 16:00:00","7005","3006","1003","31003111","2023/04/24 15:59:59","11","在1場戰鬥中對阿爾瑪＆奧拉姆造成250萬傷害","1"
"3","31003112","5000000","2023/04/17 16:00:00","7005","3006","1003","31003112","2023/04/24 15:59:59","11","在1場戰鬥中對阿爾瑪＆奧拉姆造成500萬傷害","1"
"3","31003113","20000000","2023/04/17 16:00:00","7005","3006","1003","31003113","2023/04/24 15:59:59","11","在1場戰鬥中對阿爾瑪＆奧拉姆造成2000萬傷害","1"
"3","31003201","0","2023/04/17 16:00:00","7004","3007","1003","31003201","2023/04/24 15:59:59","20","對好朋友X＆無名的藝術造成500萬累積傷害","5000000"
"3","31003202","0","2023/04/17 16:00:00","7004","3007","1003","31003202","2023/04/24 15:59:59","20","對好朋友X＆無名的藝術造成750萬累積傷害","7500000"
"3","31003203","0","2023/04/17 16:00:00","7004","3007","1003","31003203","2023/04/24 15:59:59","20","對好朋友X＆無名的藝術造成1000萬累積傷害","10000000"
"3","31003204","0","2023/04/17 16:00:00","7004","3007","1003","31003204","2023/04/24 15:59:59","20","對好朋友X＆無名的藝術造成1億2000萬累積傷害","120000000"
"3","31003211","2500000","2023/04/17 16:00:00","7005","3007","1003","31003211","2023/04/24 15:59:59","21","在1場戰鬥中對好朋友X＆無名的藝術造成250萬傷害","1"
"3","31003212","5000000","2023/04/17 16:00:00","7005","3007","1003","31003212","2023/04/24 15:59:59","21","在1場戰鬥中對好朋友X＆無名的藝術造成500萬傷害","1"
"3","31003213","24000000","2023/04/17 16:00:00","7005","3007","1003","31003213","2023/04/24 15:59:59","21","在1場戰鬥中對好朋友X＆無名的藝術造成2400萬傷害","1"
