d99f36abb1160be69cb598fd24a00e9001007c6e709de420a52f4aefa06c48eb,c6462718ca8c48e7f05d8e0f04105cb7ae18cc24d3f68db566f1a24d5b55f809,8445c142031fc46540a0fa5c4718c53d524dab8d96a69cbc6fc15ba76b52e8ba,a06cc0d4eb8be78782e1d20881f68ea9b1d622a16d01ca54fcb360127f082996,d1035bedd78b41753ba9c5dc7d0de3703e24649e4e72897d6ef391a54fda579f,98431c8eb62e208c32ad95c6c646dc780304e4809ba6a7de807d81120ae766a6,d4eee3fd49f266c058d20dfb6e135c35f1df30b36ff7b8aa3a64f8307c1f9e76,a15e986ece1ebca43be318ced4b9c614fd16e21103733c3af83b7fac9eac9705,961f70467dfb3123be6453a2b1b3018ecc3757d5c1e5e64f8f217a7cc8538521,0ddd3addbca28fb86149016c5e4ed2f1e63655196a4ba5901d1e315dc2bbcd48,6fcf939eacdb53ab05697058adfbdfc54d54933dfb79ff9d216601786a684f08,412cb3bda830573f5c334fd5c837ad59bd9fc08931e51209317ff0ebeaf7b5f2,c8e6103f23910c886b02f1cdc5c0956774475b76c870220845ac38dc9d5ba00d,88c4d9f9527f1570e22fde85006d06cbfb25f78340a29c624ad5826d3ce218a9,7f3a9de47e781c05219e0a35d5efca569e5d05a76edd9ca2f7d3480488406db9,b05e3dae0467c7d6e25ebe0605a237d928cbced0e7d2e9557c1b9f6ceca51aeb,6cd283074e698b4e2a3fcd6b808ea2e6be3d1b8143558a9cd8b9b8b74e48b590,9ec74c44c25848bb4853c5122bf6887666d0c94b7fdfca614fbfd1c82086a895
"212","0","2","0","","","9403","0","0","0","0","0","4","0","0","0","34","4"
"213","0","4","0","","","9404","0","0","0","0","0","5","0","0","0","31","4"
"214","0","6","0","","","9405","0","0","0","0","0","6","0","0","0","37","4"
"215","0","8","0","","","9406","0","0","0","0","0","7","0","0","0","38","4"
"517","0","31","0","","","9411","0","0","0","0","0","8","0","0","0","38","4"
"518","0","33","0","","","9412","0","0","0","0","0","9","0","0","0","38","4"
"519","0","1","0","","","9319","30","0","0","908","0","109","0","0","0","0","5"
"520","0","23","0","","","9407","0","0","0","0","0","4","0","0","0","34","4"
"521","0","25","0","","","9408","0","0","0","0","0","5","0","0","0","31","4"
"522","0","27","0","","","9409","0","0","0","0","0","6","0","0","0","37","4"
"523","0","29","0","","","9410","0","0","0","0","0","7","0","0","0","38","4"
"536","0","24","0","","","9413","0","0","0","0","0","4","0","0","0","34","4"
"537","0","26","0","","","9414","0","0","0","0","0","5","0","0","0","31","4"
"538","0","28","0","","","9415","0","0","0","0","0","6","0","0","0","37","4"
"539","0","30","0","","","9416","0","0","0","0","0","7","0","0","0","38","4"
"540","0","32","0","","","9417","0","0","0","0","0","8","0","0","0","38","4"
"541","0","34","0","","","9418","0","0","0","0","0","9","0","0","0","38","4"
"542","0","35","0","","","9419","0","0","0","0","0","10","0","0","0","37","4"
"543","0","36","0","","","9420","0","0","0","0","0","11","0","0","0","37","4"
"550","0","1","0","","","9319","30","0","0","908","0","110","0","0","0","0","5"
"561","0","37","0","","","9421","0","0","0","0","0","4","0","0","0","34","4"
"562","0","38","0","","","9422","0","0","0","0","0","5","0","0","0","31","4"
"563","0","39","0","","","9423","0","0","0","0","0","6","0","0","0","37","4"
"564","0","40","0","","","9424","0","0","0","0","0","7","0","0","0","38","4"
"565","0","41","0","","","9425","0","0","0","0","0","8","0","0","0","37","4"
"566","0","42","0","","","9426","0","0","0","0","0","9","0","0","0","37","4"
"567","0","43","0","","","9427","0","0","0","0","0","10","0","0","0","37","4"
"568","0","44","0","","","9428","0","0","0","0","0","11","0","0","0","37","4"
"569","0","45","0","","","9429","0","0","0","0","0","12","0","0","0","37","4"
"570","0","46","0","","","9430","0","0","0","0","0","13","0","0","0","37","4"
"571","0","1","0","","","9319","30","0","0","908","0","111","0","0","0","0","5"
"572","0","1","0","","","9319","30","0","0","908","0","112","0","0","0","0","5"
"575","0","1","0","","","9319","30","0","0","908","0","113","0","0","0","0","5"
"609","0","1","0","","","9319","30","0","0","908","0","114","0","0","0","0","5"
"616","0","1","0","","","9319","30","0","0","908","0","124","0","0","0","0","5"
"617","0","27","0","","","99634","0","0","0","0","0","115","0","0","0","0","0"
"618","0","28","0","","","99635","0","0","0","0","0","116","0","0","0","0","0"
"619","0","29","0","","","99636","0","0","0","0","0","117","0","0","0","0","0"
"620","0","30","0","","","99638","0","0","0","0","0","118","0","0","0","0","0"
"621","0","11","0","","","99639","0","0","0","0","0","119","0","0","0","0","4"
"622","0","12","0","","","99640","0","0","0","0","0","120","0","0","0","0","4"
"623","0","13","0","","","99641","0","0","0","0","0","121","0","0","0","0","4"
"624","0","14","0","","","99642","0","0","0","0","0","122","0","0","0","0","4"
"625","0","15","0","","","99643","0","0","0","0","0","123","0","0","0","0","4"
"626","0","1","0","","","9319","30","0","0","908","0","125","0","0","0","0","5"
"627","0","1","0","","","9431","0","0","0","0","0","126","0","0","0","0","6"
"628","0","1","0","","","9431","0","0","0","0","0","127","0","0","0","0","6"
"629","0","31","0","","","99650","0","0","0","0","0","128","0","0","0","0","0"
"630","0","32","0","","","99651","0","0","0","0","0","129","0","0","0","0","0"
"631","0","33","0","","","99652","0","0","0","0","0","117","0","0","0","0","0"
"632","0","1","0","","","9319","30","0","0","908","0","130","0","0","0","0","5"
"633","0","1","0","","","9319","0","0","0","0","0","131","0","0","0","0","7"
"634","0","2","0","","","9432","0","0","0","0","0","132","0","0","0","0","6"
"635","0","2","0","","","9432","0","0","0","0","0","133","0","0","0","0","6"
"637","0","34","0","","","99658","0","0","0","0","0","117","0","0","0","0","0"
"638","0","35","0","","","99659","0","0","0","0","0","134","0","0","0","0","0"
"639","0","36","0","","","99660","0","0","0","0","0","135","0","0","0","0","0"
"640","0","37","0","","","99661","0","0","0","0","0","136","0","0","0","0","0"
"641","0","1","0","","","9319","30","0","0","908","0","137","0","0","0","0","5"
"642","0","3","0","","","9433","0","0","0","0","0","138","0","0","0","0","6"
"643","0","34","0","","","99669","0","0","0","0","0","117","0","0","0","0","0"
"644","0","35","0","","","99670","0","0","0","0","0","134","0","0","0","0","0"
"645","0","36","0","","","99671","0","0","0","0","0","135","0","0","0","0","0"
"646","0","37","0","","","99672","0","0","0","0","0","136","0","0","0","0","0"
"648","0","2","0","","","99674","0","0","0","0","0","139","0","0","0","0","6"
"649","0","1","0","","","9319","30","0","0","908","0","140","0","0","0","0","5"
