9d265e999b42b10dd48d68318050053bb8c6f081c1aa9c66cbccfaceee81fda6,64e6a3415f1e44bfa14fde63bc205d6ff3f7f0a3fab9ea60a7fe78d5107bb949,b03d92385c9a58cb68b4c9e70ed7e4adfd43ae203670057a07e3dafd432ad1c3,2d1215927bf37af8d31c7ddb19d7be143b9d54798f57e124ac74d517317a0d44,97a6693eba94c8f4ede2fa0776a8d43aee89e81b95c0585475bc4b312b8d325d,7cdacfc63a71072a368b75b3214859fdc4933ae1948ac2bf59f809ebbb83df87,865552ff632a5af7f0869fd162c168f11fcde77a8ae9b434a2d22aada27ac437,6afa1a1a80fb98b88bd8a604e362aa9f68aadb17f465976ccf759170ad1fa204,cf70eaf8aecfde7d36733ed44d3231434c2f6aaa81861d087e7840d3628c92d7,38c9ec7b02e309c2c8b22573cde4e6d1d8678a70dfacacc435e15d77e1329359,fdabbc7fd0ea9276afec7ef41566bafe34c4a7a3002db69135660ec14ebb14b7,0f2d8193edbab798d0a510111892fad5a151756742040a75440a1a5455c3dd23,ac59b4d3e6efc6fdea61da149e55db63191d25e3c1aea8c10e1e062cd9138ffb,7f260779dc9fabb5f1d180f9981e309e724ed584991887f88ae187bba3ca8476
"10048","6004","10048102","9004","61048002","0","0","10","601","2021/01/18 15:59:59","0","61048002","2020/12/31 16:00:00","完成10次活動冒險"
"10049","6008","10049101","9012","61049001","0","0","1","601","2021/01/27 15:59:59","0","61049001","2021/01/18 16:00:00","挑戰 1 次幻影男爵吧（全難易度共通） "
"10049","6004","10049102","9004","61049002","0","0","10","601","2021/01/27 15:59:59","0","61049002","2021/01/18 16:00:00","完成10次活動冒險"
"10050","6008","10050101","9012","61050001","0","0","1","601","2021/02/19 15:59:59","0","61050001","2021/02/01 16:00:00","挑戰1次驚叫鬼魂教父吧（全難易度共通） "
"10050","6004","10050102","9004","61050002","0","0","10","601","2021/02/19 15:59:59","0","61050002","2021/02/01 16:00:00","完成10次活動冒險"
"10051","6008","10051101","9012","61051001","0","0","1","601","2021/02/28 15:59:59","0","61051001","2021/02/19 16:00:00","挑戰 1 次似龍生物吧（全難易度共通） "
"10051","6004","10051102","9004","61051002","0","0","10","601","2021/02/28 15:59:59","0","61051002","2021/02/19 16:00:00","完成10次活動冒險"
"10052","6008","10052101","9012","61052001","0","0","1","601","2021/03/20 15:59:59","0","61052001","2021/03/02 16:00:00","挑戰1次反逆獸 de M吧（全難易度共通） "
"10052","6004","10052102","9004","61052002","0","0","10","601","2021/03/20 15:59:59","0","61052002","2021/03/02 16:00:00","完成10次活動冒險"
"10053","6008","10053101","9012","61053001","0","0","1","601","2021/04/30 15:59:59","0","61053001","2021/04/16 16:00:00","挑戰 1 次貝特魯吉烏斯吧（全難易度皆可） "
"10053","6004","10053102","9004","61053002","0","0","10","601","2021/04/30 15:59:59","0","61053002","2021/04/16 16:00:00","完成10次活動冒險"
"10054","6008","10054101","9012","61054001","0","0","1","601","2021/04/19 15:59:59","0","61054001","2021/04/01 16:00:00","挑戰1次被操控的雪人（全難易度共通） "
"10054","6004","10054102","9004","61054002","0","0","10","601","2021/04/19 15:59:59","0","61054002","2021/04/01 16:00:00","完成10次活動冒險"
"10055","6008","10055101","9012","61055001","0","0","1","601","2021/03/26 15:59:59","0","61055001","2021/03/17 16:00:00","挑戰 1 次復仇者馴鹿吧（全難易度共通） "
"10055","6004","10055102","9004","61055002","0","0","10","601","2021/03/26 15:59:59","0","61055002","2021/03/17 16:00:00","完成10次活動冒險"
"10056","6008","10056101","9012","61056001","0","0","1","601","2021/05/22 15:59:59","0","61056001","2021/05/04 16:00:00","挑戰1次究極金槍鮪（全難易度共通） "
"10056","6004","10056102","9004","61056002","0","0","10","601","2021/05/22 15:59:59","0","61056002","2021/05/04 16:00:00","完成10次活動冒險"
"10057","6008","10057101","9012","61057001","0","0","1","601","2021/05/28 14:59:59","0","61057001","2021/05/19 16:00:00","挑戰 1 次山神大人吧（全難易度共通） "
"10057","6004","10057102","9004","61057002","0","0","10","601","2021/05/28 14:59:59","0","61057002","2021/05/19 16:00:00","完成10次活動冒險"
"10058","6008","10058101","9012","61058001","0","0","1","601","2021/06/26 15:59:59","0","61058001","2021/06/02 16:00:00","挑戰 1 次Boss吧（前後篇的全難易度共通）"
"10058","6004","10058102","9004","61058002","0","0","10","601","2021/06/26 15:59:59","0","61058002","2021/06/02 16:00:00","完成10次活動冒險（前後篇共通）"
"10060","6008","10060101","9012","61060001","0","0","1","601","2021/06/27 15:59:59","0","61060001","2021/06/18 16:00:00","挑戰 1 次反逆獸吧（全難易度共通） "
"10060","6004","10060102","9004","61060002","0","0","10","601","2021/06/27 15:59:59","0","61060002","2021/06/18 16:00:00","完成10次活動冒險"
"10061","6008","10061101","9012","61061001","0","0","1","601","2021/07/23 15:59:59","0","61061001","2021/07/05 16:00:00","挑戰 1 次魔物的公主吧（全難易度共通） "
"10061","6004","10061102","9004","61061002","0","0","10","601","2021/07/23 15:59:59","0","61061002","2021/07/05 16:00:00","完成10次活動冒險"
"10062","6008","10062101","9012","61062001","0","0","1","601","2021/08/27 15:59:59","0","61062001","2021/08/09 16:00:00","挑戰 1 次Boss吧（前後篇的全難易度共通）"
"10062","6004","10062102","9004","61062002","0","0","10","601","2021/08/27 15:59:59","0","61062002","2021/08/09 16:00:00","完成10次活動冒險（前後篇共通）"
"10064","6008","10064101","9012","61064001","0","0","1","601","2021/08/20 15:59:59","0","61064001","2021/08/02 16:00:00","挑戰 1 次無名的藝術吧（全難易度共通）"
"10064","6004","10064102","9004","61064002","0","0","10","601","2021/08/20 15:59:59","0","61064002","2021/08/02 16:00:00","完成10次活動冒險"
"10065","6008","10065101","9012","61065001","0","0","1","601","2021/07/28 15:59:59","0","61065001","2021/07/19 16:00:00","挑戰 1 次好朋友X吧（全難易度共通） "
"10065","6004","10065102","9004","61065002","0","0","10","601","2021/07/28 15:59:59","0","61065002","2021/07/19 16:00:00","完成10次活動冒險"
"10066","6008","10066101","9012","61066001","0","0","1","601","2021/09/19 15:59:59","0","61066001","2021/09/01 16:00:00","挑戰 1 次爆裂‧時間儀吧（全難易度共通） "
"10066","6004","10066102","9004","61066002","0","0","10","601","2021/09/19 15:59:59","0","61066002","2021/09/01 16:00:00","完成10次活動冒險"
"10067","6008","10067101","9012","61067001","0","0","1","601","2021/09/26 15:59:59","0","61067001","2021/09/17 16:00:00","挑戰 1 次忍者首領半藏吧（全難易度共通） "
"10067","6004","10067102","9004","61067002","0","0","10","601","2021/09/26 15:59:59","0","61067002","2021/09/17 16:00:00","完成10次活動冒險"
"10068","6008","10068101","9012","61068001","0","0","1","601","2021/10/19 15:59:59","0","61068001","2021/10/01 16:00:00","挑戰 1 次究極機械玩具王吧（全難易度共通） "
"10068","6004","10068102","9004","61068002","0","0","10","601","2021/10/19 15:59:59","0","61068002","2021/10/01 16:00:00","完成10次活動冒險"
"10069","6008","10069101","9012","61069001","0","0","1","601","2021/10/27 15:59:59","0","61069001","2021/10/18 16:00:00","挑戰 1 次黑之王賈巴沃克吧（全難易度共通） "
"10069","6004","10069102","9004","61069002","0","0","10","601","2021/10/27 15:59:59","0","61069002","2021/10/18 16:00:00","完成10次活動冒險"
"10070","6008","10070101","9012","61070001","0","0","1","601","2021/11/19 15:59:59","0","61070001","2021/11/01 16:00:00","挑戰 1 次作業吧（全難易度皆可） "
"10070","6004","10070102","9004","61070002","0","0","10","601","2021/11/19 15:59:59","0","61070002","2021/11/01 16:00:00","完成10次活動冒險"
"10071","6008","10071101","9012","61071001","0","0","1","601","2021/11/27 15:59:59","0","61071001","2021/11/18 16:00:00","挑戰 1 次覺醒‧花心星吧（全難易度共通） "
"10071","6004","10071102","9004","61071002","0","0","10","601","2021/11/27 15:59:59","0","61071002","2021/11/18 16:00:00","完成10次活動冒險"
"10072","6008","10072101","9012","61072001","0","0","1","601","2021/12/20 15:59:59","0","61072001","2021/12/02 16:00:00","挑戰 1 次女王歌唱水母吧（全難易度共通） "
"10072","6004","10072102","9004","61072002","0","0","10","601","2021/12/20 15:59:59","0","61072002","2021/12/02 16:00:00","完成10次活動冒險"
"10073","6008","10073101","9012","61073001","0","0","1","601","2021/12/26 15:59:59","0","61073001","2021/12/17 16:00:00","挑戰 1 次海岸暴君‧鮫吉吧（全難易度共通） "
"10073","6004","10073102","9004","61073002","0","0","10","601","2021/12/26 15:59:59","0","61073002","2021/12/17 16:00:00","完成10次活動冒險"
"10074","6008","10074101","9012","61074001","0","0","1","601","2022/01/21 15:59:59","0","61074001","2022/01/03 16:00:00","挑戰 1 次基古魯博士吧（全難易度共通） "
"10074","6004","10074102","9004","61074002","0","0","10","601","2022/01/21 15:59:59","0","61074002","2022/01/03 16:00:00","完成10次活動冒險"
"10075","6008","10075101","9012","61075001","0","0","1","601","2022/01/28 15:59:59","0","61075001","2022/01/19 16:00:00","挑戰 1 次失控的純潔之弓吧（全難易度共通） "
"10075","6004","10075102","9004","61075002","0","0","10","601","2022/01/28 15:59:59","0","61075002","2022/01/19 16:00:00","完成10次活動冒險"
"10076","6008","10076101","9012","61076001","0","0","1","601","2022/02/19 15:59:59","0","61076001","2022/02/01 16:00:00","挑戰 1 次哀暴小棉花糖吧（全難易度共通） "
"10076","6004","10076102","9004","61076002","0","0","10","601","2022/02/19 15:59:59","0","61076002","2022/02/01 16:00:00","完成10次活動冒險"
"10077","6008","10077101","9012","61077001","0","0","1","601","2022/02/25 15:59:59","0","61077001","2022/02/16 16:00:00","挑戰1次驚叫鬼魂教父吧（全難易度共通） "
"10077","6004","10077102","9004","61077002","0","0","10","601","2022/02/25 15:59:59","0","61077002","2022/02/16 16:00:00","完成10次活動冒險"
"10078","6008","10078101","9012","61078001","0","0","1","601","2022/03/19 15:59:59","0","61078001","2022/03/01 16:00:00","挑戰 1 次反逆獸‧三重吧（全難易度共通） "
"10078","6004","10078102","9004","61078002","0","0","10","601","2022/03/19 15:59:59","0","61078002","2022/03/01 16:00:00","完成10次活動冒險"
"10079","6008","10079101","9012","61079001","0","0","1","601","2022/03/27 15:59:59","0","61079001","2022/03/18 16:00:00","挑戰1次反逆獸 de M吧（全難易度共通） "
"10079","6004","10079102","9004","61079002","0","0","10","601","2022/03/27 15:59:59","0","61079002","2022/03/18 16:00:00","完成10次活動冒險"
"10080","6008","10080101","9012","61080001","0","0","1","601","2022/04/19 15:59:59","0","61080001","2022/04/01 16:00:00","挑戰 1 次孤伶伶的聖誕夜妖精吧（全難易度皆可） "
"10080","6004","10080102","9004","61080002","0","0","10","601","2022/04/19 15:59:59","0","61080002","2022/04/01 16:00:00","完成10次活動冒險"
"10081","6008","10081101","9012","61081001","0","0","1","601","2022/04/27 15:59:59","0","61081001","2022/04/18 16:00:00","挑戰1次被操控的雪人（全難易度共通） "
"10081","6004","10081102","9004","61081002","0","0","10","601","2022/04/27 15:59:59","0","61081002","2022/04/18 16:00:00","完成10次活動冒險"
"10082","6008","10082101","9012","61082001","0","0","1","601","2022/05/20 15:59:59","0","61082001","2022/05/02 16:00:00","挑戰 1 次邪牛神哞猛吧（全難易度皆可） "
"10082","6004","10082102","9004","61082002","0","0","10","601","2022/05/20 15:59:59","0","61082002","2022/05/02 16:00:00","完成10次活動冒險"
"10083","6008","10083101","9012","61083001","0","0","1","601","2022/05/28 15:59:59","0","61083001","2022/05/19 16:00:00","挑戰1次究極金槍鮪（全難易度共通） "
"10083","6004","10083102","9004","61083002","0","0","10","601","2022/05/28 15:59:59","0","61083002","2022/05/19 16:00:00","完成10次活動冒險"
"10084","6008","10084101","9012","61084001","0","0","1","601","2022/06/25 15:59:59","0","61084001","2022/06/01 16:00:00","【前篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）"
"10084","6004","10084102","9004","61084002","0","0","10","601","2022/06/25 15:59:59","0","61084002","2022/06/01 16:00:00","【前篇】完成 10 次活動冒險吧（前後篇皆可）"
"10084","6008","10085101","9012","61085001","0","0","1","601","2022/06/25 15:59:59","0","61085001","2022/06/08 16:00:00","【後篇】挑戰 1 次Boss吧（前後篇的全難易度皆可）"
"10084","6004","10085102","9004","61085002","0","0","10","601","2022/06/25 15:59:59","0","61085002","2022/06/08 16:00:00","【後篇】完成 10 次活動冒險吧（前後篇皆可）"
"10086","6008","10086101","9012","61086001","0","0","1","601","2022/06/29 15:59:59","0","61086001","2022/06/13 16:00:00","挑戰 1 次Boss吧（前後篇的全難易度共通）"
