c8edec9078ff3123fabb6d625d4d5c747efb2352730689e62b7e50855374f9c2,ac38420af6afbb3bb3bf536c58f55089a780e2c03b9b1826cb23e46a0be862d0,f636862991cff011819600301323e28f9ace3aab187d33afbf416ee3b3632bc5,3c9fdd065014ee549cc71bf1273f5a24ede6a218780cc2056d67d3218ed9e608,7d575dc16d4b3e4c22ef005743827135c2eeb3fad86bdf18f3d52d18618d1368,74420c40fa6176df83902a6dba38e01b8eb8e75f2faeac8fe7a7e3109f09940d,16090169d4cf87bc543f7f0fb299748a26ba13f527eb969a899ee85b17329f7b,34561c55b5820a4da3eff1d639cbb20b0663f054017d14fd2253d4a8cf7567fd,3be7ae8a5283891d9cd2a3368c02ee30395bddcf2e9bcf50e85e44930df36e83,518dade5ce5429b0ce4ce5ea5f03eb6c184d48e9622effae3d6846576e80834d,6f167f6b495a417ad39195e88615f9a852519c6272ca7f836666497569f5530c,1aab088ef38c3d2a25aa25d3e339d532add7fdb5a71061940309fad1d9c285f5,ce6d2b21f6a30e481dc97c35d9974f2146f45a64a8a72b5fe2a7f8e6a5e8fa8f,ed11583491e1487853e43d2661a4a99bc46f5d9219c6d62b7b3b9f1cd2da755f,0b5e67adf21eca0acf00a30c192dc27e1b4f7275182fe0f01afd92300af9d592,a82a8be22ac760a7205dec0c15c5ecf0a34b5770872cd39a31be54486791888f,d0ae9e3c54926017916758c2a67f74970da468fb3cc477d2772b743e49ca4cd5,f66fc9538b2be16399ceb7641a794c69764eeb55ff330ba34b9ea30233352f9c,d33912ccb8c1c629d3b2f58ad3ae73ad50320747c148e93279c71b9bd055f9f7,6319ed249d9e3c795689c3ea6e65c6b847f07fc5d3413b68c7f3335dc4782c85,8f91ea0e12c61d04572142d6c07155271567c95340c12f877c7551ee89163dfd,9a332ed85c3b9d2bf66741f04a75f154b74946960483c5b2cc6b34efa821aa37,6c47cba746ef32bfac3025fc432446619aa831abb6ea384c3039aeba5001712f,78b56965b529d6d1263e3a02e24dbd8b05ecab300c51fa8f53ad0e40796db72d,0f3bae0f8300ad6e74ac72a5ffed12a29d04faaa38559a42625d46278d803094,c88ee18af1356f31a946705bae0610a0ed3f0da3fc91493e9194072001fef8cf,ff1062d1fb93b20b86857364f06036dca763bb1a132a14591bf4e1ebc109a4a0
"0","0","0","2020200","0","21","1030201","0","0","0","0","201210","0","大章魚燒丸‧貝塔","2","0","0","0","0","0","315","0","0","3010201","2010200","0","21"
"0","0","0","2010200","0","22","1020201","0","0","0","0","201220","0","火箭戰車β","2","0","0","0","0","0","202","4030202","0","3010202","2010200","0","22"
"10501100","0","0","0","0","23","1050201","0","0","0","0","201230","0","創雷夜轉‧第二位階","2","3010200","0","0","0","0","501","0","0","3010200","0","0","23"
"0","0","0","2030200","0","24","1010201","0","0","0","0","201240","0","真摯維拉２","2","0","0","0","0","20301010","102","4020202","0","3030201","2030200","0","24"
"0","0","0","0","0","25","1010201","0","0","0","0","201250","0","垃圾維拉２","2","0","0","0","0","20301010","103","0","0","3010201","2030200","0","25"
"0","0","0","2020200","0","26","1030201","0","0","0","0","201260","0","白銀翻滾","2","0","0","0","0","20201010","313","4030202","0","3040201","2020200","0","26"
"10201075","0","0","2040200","30202025","27","1020201","0","0","0","0","201270","0","耕耘機β","2","0","0","0","0","20301050","210","0","0","3020201","2030200","20401050","27"
"10401100","0","0","2020200","30502025","28","1040201","0","0","0","0","201280","0","萬化黑鐵‧貳式","2","0","20201025","0","2020200","20201025","406","0","0","3050201","2020200","20201025","28"
"10301100","0","30302030","2010200","30402030","29","1030200","0","0","0","100009","201290","0","少女戰車Mk－１","2","3030202","0","100010","0","20101050","301","0","0","3040202","2010200","20101050","29"
"10101100","0","30302030","2030200","0","30","1010200","0","0","0","100014","201300","0","雙胞胎維拉","2","3030202","0","0","0","20301100","113","0","0","3010202","2030200","20301100","30"
"0","0","0","2040300","0","31","1010301","0","0","0","0","201310","0","公主突襲車３號","3","0","0","0","0","0","101","0","0","3010301","2020300","0","31"
"0","0","0","2010300","0","32","1040301","0","0","0","0","201320","0","深淵戰車Mk－３","3","0","0","0","0","0","405","0","0","3050301","2020300","0","32"
"0","0","0","2040300","0","33","1030301","0","0","0","0","201330","0","第三可可蘿丸","3","0","0","0","0","0","315","0","0","3040301","2040300","0","33"
"0","0","0","2020300","0","34","1020301","0","0","0","0","201340","0","冰龍加速‧三重","3","0","0","0","0","0","211","0","0","3020301","2020300","0","34"
"0","0","0","2040300","0","35","1010301","0","0","0","0","201350","0","勇往直前號‧參式","3","0","0","0","0","0","106","0","0","3030301","2040300","0","35"
"0","0","0","2020300","0","36","1050301","0","0","0","0","201360","0","小槌子亂揮３號","3","3040301","0","0","0","0","506","0","0","0","2020300","0","36"
"0","0","0","2020300","0","37","1030301","0","0","0","0","201370","0","大章魚燒丸‧伽瑪","3","0","0","0","0","0","315","0","0","3010301","2010300","0","37"
"0","0","0","2010300","0","38","1020301","0","0","0","0","201380","0","火箭戰車γ","3","0","0","0","0","0","202","4030302","0","3010302","2010300","0","38"
"0","0","0","0","0","39","1050301","0","0","0","0","201390","0","創雷夜轉‧第三位階","3","3010300","0","0","0","0","501","0","0","3010300","0","0","39"
"0","0","0","2030300","0","40","1010301","0","0","0","0","201400","0","真摯維拉３","3","0","0","0","0","20301010","102","4020302","0","3030301","2030300","0","40"
"0","0","0","0","0","41","1010301","0","0","0","0","201410","0","垃圾維拉３","3","0","0","0","0","20301010","103","0","0","3010301","2030300","0","41"
"0","0","0","2020300","0","42","1030301","0","0","0","0","201420","0","黑翻滾","3","0","0","0","0","20201010","313","4030302","0","3040301","2020300","0","42"
"10201075","0","0","2040300","0","43","1020301","0","0","0","0","201430","0","耕耘機γ","3","3030300","0","0","0","20301030","210","0","0","3020300","2030300","20401030","43"
"10401100","0","30202050","2020300","30502050","44","1040301","0","0","0","0","201440","0","萬化黑鐵‧參式","3","3020300","0","0","0","20201100","412","0","0","3050301","2020300","20201100","44"
"10101075","0","0","2020300","30102050","45","1010301","0","0","0","100005","201450","0","獵物與捕食者","3","3010301","0","0","0","20101075","111","0","0","3010301","2010300","20201075","45"
"10301100","0","10301100","2040300","30402050","46","1030301","0","0","0","100007","201460","0","狂飆突進運動","3","3020300","0","0","0","20201100","301","0","0","3040300","2020300","20401100","46"
"10501075","0","30302015","2040300","30102015","47","1050301","0","3040300","0","100009","201470","0","少女戰車Mk－２","3","3030300","0","100010","0","20401100","515","0","0","3010301","2040300","20401100","47"
"10501100","0","30402015","2020300","30202015","48","1050300","0","0","0","100011","201480","20201100","泡芙塔城堡","1","3040302","0","0","0","20101100","506","4030302","0","3020302","2010300","20201100","48"
"20201100","0","0","2020300","30202100","49","1040300","0","0","0","100016","201490","30202100","黑荊棘的轟鐵身軀","2","0","20201100","0","2020300","20201100","409","4020302","0","3020302","2020300","20201100","49"
"10101100","0","30202050","2010300","30102050","50","1010301","0","0","0","100012","201500","0","三叉戟百夫長戰車","3","3020302","0","100017","0","20101100","115","0","0","3010301","2010300","20101100","50"
