4c42f8ecf65de46ce8b8046e040ea11a66af9f22fc145507ac55ce1b1498f615,f06fa802007cddae1e18dcb69bc678b661a1589c82cc4928e9d292136dfb53e9,42a23b9fcbb5cefaf848e249982683c3f424f9de829dc3226e1d41c3c258d5a8,64ca263ed32d5734ee11c7dbbeb8bc8bb8f76c998634cd7524e853027fe1d534,555884c971f67b065389abf661c9681d33978f1ca2be45eb65054fa9c83846f9,7baf6fc1fa42fe513787e4f2ef24ce720a58331e1548c714bcb9b2090ed1ea7d,a57586183701a11df3f2c99842d9d561fc26cbe18113c4943747143adbcf8a82,3157ce94ec63f1e8524a80cf3967203772ac9c6810394d104a062f65d44dce80,a035cad4d09a8ef64bc356edb2cda7ff152fc84279a3d386994105379f02fd15,4f0ace1b71941e21cc9024131ddf632a53ded9d182e3d65bb3dbc98f6e12bb11,cdb7fee95e1290044274c9f03653367cfde6d3290ba999ce2d80f66a31336f83
"23002","23002","3","2","物理/魔法暴擊傷害＋20％","10","在迷宮內發現的刀形遺物。\n映照出秋日艷紅的美麗刀刃，\n將更進一步地強化致命攻擊。","2800","2","焰紅太刀","0"
"23003","23003","3","2","普通攻擊強化＋60","10","在迷宮內發現的護手遺物。\n裝備者能施展出凌厲的\n強力一擊。","2800","2","破空拳套","0"
"23004","23004","3","2","物理/魔法暴擊率＋20％","10","在迷宮內發現的弓遺物。\n裝備者能獲烈風之力，\n更容易貫穿獵物的要害。","2800","2","天擊之弓","0"
"23005","23005","3","2","ＨＰ吸收＋20","10","在迷宮內發現的斧遺物。\n施展的一擊光是劃過，\n就能吸收獵物的靈魂。","2800","2","吸收戰斧","0"
"24001","24001","4","2","增益強化＋60","10","在迷宮內發現的耳飾形遺物。\n魔石內蘊含的魔力\n會增幅強化之力。","2800","2","進化耳環","0"
"24002","24002","4","2","提升物理/魔法攻擊力\n（前方角色的物理防禦力×10）","10","在迷宮內發現的鎧甲遺物。\n紅鋼的加持擁有把守備力\n轉換成攻擊力的力量。","2800","2","紅反鋼盔甲","0"
"24003","24003","4","2","提升物理/魔法攻擊力\n（前方角色的魔法防禦力×10）","10","在迷宮內發現的禮服遺物。\n精靈的加持會從防魔結界\n收集力量。","2800","2","聖減術大地禮服","0"
"24004","24004","4","2","物理/魔法攻擊力＋40％","10","在迷宮內發現的大劍形遺物。\n湧出的火焰之力能極大\n提高攻擊能力。","2800","2","炎王絕劍","0"
"24005","24005","4","2","物理/魔法防禦力＋20％","10","在迷宮內發現的鎧甲遺物。\n能如同綻放千年的櫻花，\n給予裝備者堅如磐石的監牢。","2800","2","櫻監牢戰衣","0"
"25001","25001","5","2","恢復強化+20","10","在迷宮內發現的法杖遺物。\n會給予裝備者大樹的恩惠，\n傳授治癒術的才能。","2800","2","創世綠杖","0"
"25002","25002","5","2","ＨＰ＋20％","10","在迷宮內發現的戒指形遺物。\n會用天空的守護圍繞裝備者，\n增幅生命力。","2800","2","空命護珠","0"
"25003","25003","5","2","每20秒展開物理無效護盾（【守備】數×1000無效）","10","在迷宮內發現的鎧甲形遺物。\n經過高等技術精鍊出的鋼鐵，\n能在物理攻擊間保護裝備者。","2800","2","鋼裝堅鎧","0"
"25004","25004","5","2","每20秒展開魔法無效護盾（【守備】數×1000無效）","10","在迷宮內發現的長袍遺物。\n其中編入神樹的藤蔓，\n能在魔法間保護裝備者。","2800","2","魔護靈裝","0"
"25005","25005","5","2","持續恢復ＨＰ（每秒【守備】數×1000恢復）","10","在迷宮內發現的手鐲遺物。\n滿溢而出的自然之力\n會給裝備者帶來生命的氣息。","2800","2","綠護盾環","0"
"30001","30001","0","0","屬性獎勵＋100％","10","藏在迷宮中樞部分的黎明秘寶。\n為了保管檔案，其中封有屬性的\n力量碎片，會讓內部的\n星素顯著上升。","3800","3","元素激流寶珠","0"
"31001","31001","1","3","ＴＰ上升+15","10","沉眠於迷宮深處，仿照月亮的\n耳飾。出自內部的魔力\n能給予裝備者如同蝴蝶般的\n短暫美麗，大幅提升活力加速。","3800","3","瞬閃蝶之月飾","0"
"31002","31002","1","3","每受到傷害時恢復ＴＰ100（最多３次）","10","沉眠於迷宮深處，鑲有寶石裝飾\n的圓盾。如大海般的湛藍魔力\n會庇護裝備者，連逼近的威脅\n都能將其昇華為能量。","3800","3","海寶華之煌盾","0"
"31003","31003","1","3","戰鬥開始時恢復ＴＰ300","10","沉眠於迷宮深處的神聖手環。\n以失落技術鑲嵌的寶石\n會給裝備者帶來加持，一旦危機\n逼近，還會分出龐大的力量。","3800","3","碧貴石之聖輪","0"
"31004","31004","1","3","ＴＰ消耗減輕＋6","10","沉眠於迷宮深處，昔日天界所傳\n的法杖。只要朝天上舉起，\n灌輸於鏡玉的祈禱便會滿溢而出，\n給予裝備者無盡的力量。","3800","3","永天鏡之王笏","0"
"31005","31005","1","3","可重複的行動速度＋30％","10","沉眠於迷宮深處，宿有天使加持\n的戰鞋。光是裝備就會被授予\n神性，能如同天使般\n自由地在空中飛翔。","3800","3","熾天使之翔鞋","0"
"31006","31006","1","5","ＴＰ上升＋100","10","被鎮祀於迷宮最深處，神明\n技藝的遺物。裡頭附有掌控風的\n諸神恩寵，無盡的活力會以如同\n疾風的速度傳遍裝備者的身體。","9999","3","風神的護風恩寵","0"
"32001","32001","2","3","狀態異常命中＋60","10","沉眠於迷宮深處，仿照幻獸的\n首飾。被這顆寶石之神祕吸引\n的人會變得無法反抗所有\n異變和威脅。","3800","3","幻獸飾誘惑","0"
"32002","32002","2","3","對敵方全體施加詛咒（每秒【弱化】數×1500傷害）","10","沉眠於迷宮深處，侵蝕月亮的\n法杖。光是存在，咒力的激流\n便會源源不絕地溢出，透過詛咒\n侵蝕所有靠近的敵人。","3800","3","深淵蝕杖詛咒","1"
"32003","32003","2","3","對敵方全體施加中毒（每秒【弱化】數×1500傷害）","10","沉眠於迷宮深處的黑刃刺劍。\n鑲嵌在刀刃上的寶玉\n會不斷散播邪毒，\n時刻靠近破滅。","3800","3","滅刻凶刃猛毒","0"
"32004","32004","2","3","敵人的物理/魔法攻擊力－30％","10","沉眠於迷宮深處，點綴寶石的\n面紗。從遮蓋布下滲出的\n氣息會舒緩對方的敵意，\n使其無力化。","3800","3","燦然御纏阿諾拉‧貝拉","0"
"32005","32005","2","3","敵人的物理/魔法防禦力－30％","10","沉眠於迷宮深處，刀身纏繞著鎖鏈\n的妖刀。違反主人意志的狂暴鎖鏈\n會打破怨敵的防禦，\n以紫黑的凶刃斬卻萬物。","3800","3","斷壁鎖刃碎片","0"
"32006","32006","2","5","敵方物理/魔法造成的傷害－25％\n敵方受到的物理/魔法傷害＋25%","10","靜靜沉眠於迷宮深層的虛影衣裝。\n來自深淵的侵影會如同霜雪般\n凍結一切存在，將抗敵的劍盾\n雙雙崩解於虛無之中。","9999","3","霜影虛裝深淵大帝","0"
"33001","33001","3","3","敵人的物理/魔法被暴擊傷害＋30％","10","沉眠於迷宮深處，寄宿地神之力的\n烈槍。以大地之力為糧施放、\n絕無僅有的一閃，會給立於地上\n的所有敵人帶來莫大的傷害。","3800","3","致命長鉞","0"
"33002","33002","3","3","物理/魔法暴擊傷害＋30％","10","沉眠於迷宮深處，被傳說歌頌的\n極致一刀。寄宿鳳凰之力的鮮紅\n刀刃會如同火焰般，給予\n強烈的一擊。","3800","3","終局之刀","0"
"33003","33003","3","3","普通攻擊強化＋90","10","沉眠於迷宮深處，封住地核能量\n的護甲。使出的一擊將會\n彷彿破壞世界般，大幅強化\n普通攻擊。","3800","3","大地解構函式","0"
"33004","33004","3","3","物理/魔法暴擊率＋30％","10","沉眠於迷宮深處，制裁咎人的\n聖弓。被這把弓選上的裝備者\n將會得到神風的加持，不會\n給予目標慈悲，瞬間貫穿要害。","3800","3","審判之弓","0"
"33005","33005","3","3","ＨＰ吸收＋30","10","沉眠於迷宮深處的金色大戰斧。\n會拿收割的獵物靈魂為糧，\n讓那絢麗的刀刃光輝\n更顯燦爛。","3800","3","收割之斧","0"
"33006","33006","3","5","普通攻擊強化＋500\nＨＰ吸收＋50","10","被留在迷宮最深處的久遠遺物。\n自神代大戰以來由聖騎士代代\n相傳，會將不滅的力量連同戰鬥的\n力量一起分給裝備者。","9999","3","天堂拳套","0"
"34001","34001","4","3","增益強化＋90","10","沉眠於迷宮深處，封印炎天魔力\n的耳飾。會喚醒潛在能力\n到極致，大幅度提升\n強化之力。","3800","3","極醒護身符","0"
"34002","34002","4","3","提升物理/魔法攻擊力\n（前方角色的物理防禦力×15）","10","沉眠於迷宮深處的白金鎧甲。\n由白龍鱗片交織而成的外裝\n擁有集結盟友之力的效果，\n能釋放無比強大的一擊。","3800","3","拒絕斷刃的白銀","0"
"34003","34003","4","3","提升物理/魔法攻擊力\n（前方角色的魔法防禦力×15）","10","沉眠於迷宮深處，作為榮華象徵\n被打造而成的禮服。盛開的鮮紅\n之花加持，會將裝備者的絕魔\n之力轉換為攻擊力。","3800","3","緋華榮華的石榴","0"
"34004","34004","4","3","物理/魔法攻擊力＋60％","10","沉眠於迷宮深處，承載光龍之力\n的大劍。這把劍會令人回想起\n過去榮光的振翅，向世界\n釋放出極限的霸氣。","3800","3","霸光帝龍的榮光","0"
"34005","34005","4","3","物理/魔法防禦力＋30％","10","沉眠於迷宮深處，在東國內傳承的\n聖鎧。鎧甲如玉般散發出通透\n的光輝，授予裝備者華之加持，\n提高守護之力。","3800","3","華舞玲瓏的花之撫子","0"
"34006","34006","4","5","戰鬥開始時，展開提升物理/魔法攻擊力的領域\n（目前數值＋50％）","10","佇立於迷宮深淵部，百戰不殆的\n大劍。從台座上拔出劍的人會得到\n如同為上天本身戴冠的全能感，\n以及輕易擊退千軍的剛猛之力。","9999","3","天戴冠的頂點之劍","0"
"35001","35001","5","3","恢復強化＋30","10","沉眠於迷宮深處，封印妖精光輝的\n法杖。寶玉會溢出無限的\n生命力，以增幅的快速痊癒之力\n去除各種痛苦。","3800","3","妖精靈杖‧癒光","0"
"35002","35002","5","3","ＨＰ＋30％","10","沉眠於迷宮深處，被翠綠點綴的\n戒指。會令裝備者想起過去\n滿是豐饒的光景，給予\n無盡的生命力。","3800","3","泉湧命環‧豐穰","0"
"35003","35003","5","3","每20秒展開物理無效護盾（【守備】數×1500無效）","10","沉眠於迷宮深處，散發白金光輝\n的鎧甲。顯現出的翅膀彷彿\n擁有自我意志，會呼應裝備者\n展開隔絕物理攻擊的屏障。","3800","3","白光輝鎧‧斷壁","0"
"35004","35004","5","3","每20秒展開魔法無效護盾（【守備】數×1500無效）","10","沉眠於迷宮深處，宿有幽闇光輝\n的鎧甲。顯現出的翅膀彷彿\n擁有自我意志，會呼應裝備者\n展開隔絕魔法攻擊的屏障。","3800","3","幽玄煌裝‧絕魔","0"
"35005","35005","5","3","持續恢復ＨＰ（每秒【守備】數×1500恢復）","10","沉眠於迷宮深處，鑲嵌翠綠寶玉\n的手鐲。持續滾滾湧出的瑪那，\n並不斷蓄積生命力。","3800","3","輪迴之翡翠珠輪","0"
"35006","35006","5","5","ＨＰ＋100％","10","被供奉在迷宮最下層的傳承之環。\n據傳被選上之人一旦握住它，\n便能如同創造神話般，\n帶來無窮的生命力。","9999","3","天命授環‧伊邪那","0"
"40001","40001","5","1","ＨＰ＋15％\n物理/魔法造成的傷害＋15％","10","為與【美食殿堂】一同進迷宮冒險\n打造的遺物。細緻地模仿\n皇家裝備，能大幅提升\n我方的身體能力。","3200","3","公主之力","0"
"40002","40002","4","1","屬性獎勵＋50％","10","為與【破曉之星】一同進迷宮\n冒險打造的遺物。能呼應\n３人的星素，增幅屬性\n之力。","3200","3","星素爆發","0"
"40003","40003","1","1","商店的販售價格－10％","10","為與【咲戀育幼院】一同進迷宮\n冒險打造的遺物。\n多虧主人建立的信賴關係，\n能夠享有商品的價格優惠。","3200","3","咲戀育幼院戰鬥狀態","0"
"40004","40004","3","1","物理/魔法暴擊傷害＋50%\n物理/魔法暴擊率－25%","10","為與【王宮騎士團】一同進迷宮\n冒險打造的遺物。\n模仿團長的常用物品，犧牲會心率，\n提高會心時的威力。","3200","3","信仰騎士","0"
"40005","40005","2","1","挑戰開始時拉比林斯達加入","10","為與【拉比林斯】一同進迷宮\n冒險打造的遺物。迷宮女王\n會透過此權能，讓騎士無論\n身在何處都能立刻參戰。","3200","3","拉比林斯專家","0"
"50001","50001","4","1","物理/魔法攻擊力提升（加入角色人數×4％，最大100％）","10","為與【美食殿堂】一同進迷宮\n冒險打造的遺物。在冒險途中\n締結愈多羈絆，我方的攻擊力\n便會愈高。","3200","3","公主附魔","0"
"50002","50002","5","1","除卻Boss戰，可免去一次戰鬥的敗北","10","為與【破曉之星】一同進迷宮\n冒險打造的遺物。公會長\n不放棄的心，能保護我方避免\n一次敗北。","3200","3","破曉吐息","1"
"50003","50003","3","1","提升普通攻擊強化（始源盧幣持有數×0.01，最大100）","10","為與【咲戀育幼院】一同進迷宮\n冒險打造的遺物。散發出主人\n高雅的劍，擁有將積累財富轉換\n為力量的效果。","3200","3","咲戀育幼院之崇高","0"
"50004","50004","2","1","敵方受到的物理/魔法傷害＋25％\n我方受到的物理/魔法傷害＋25%","10","為與【王宮騎士團】一同進迷宮\n冒險打造的遺物。副團長舉辦的\n鬥爭之宴，能使敵我方所受的\n傷害悉數增加。","3200","3","誓約慶典","0"
"50005","50005","1","1","挑戰開始時隨機獲得1個★1迷宮遺物","10","為與【拉比林斯】一同進迷宮\n冒險打造的遺物。冠以主人\n之力的劍可解放部分開發者\n權限，立刻獲得遺物。","3200","3","拉比林斯之主","0"
